year,pgisced97,quintil_oecd,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1986,inadequately,2. Quintil,,,,,,,,,,,,
1986,inadequately,3. Quintil,,,,,,,,,,,,
1986,inadequately,4. Quintil,,,,,,,,,,,,
1986,general elemantary,-6,,,,,,,,,,,,
1986,general elemantary,1. Quintil,,,,,,,,,,,,
1986,general elemantary,2. Quintil,,,,,,,,,,,,
1986,general elemantary,3. Quintil,,,,,,,,,,,,
1986,general elemantary,4. Quintil,,,,,,,,,,,,
1986,general elemantary,5. Quintil,,,,,,,,,,,,
1986,middle vocational,-6,,,,,,,,,,,,
1986,middle vocational,1. Quintil,,,,,,,,,,,,
1986,middle vocational,2. Quintil,,,,,,,,,,,,
1986,middle vocational,3. Quintil,,,,,,,,,,,,
1986,middle vocational,4. Quintil,,,,,,,,,,,,
1986,middle vocational,5. Quintil,,,,,,,,,,,,
1986,vocational + Abi,1. Quintil,,,,,,,,,,,,
1986,vocational + Abi,2. Quintil,,,,,,,,,,,,
1986,vocational + Abi,3. Quintil,,,,,,,,,,,,
1986,vocational + Abi,4. Quintil,,,,,,,,,,,,
1986,vocational + Abi,5. Quintil,,,,,,,,,,,,
1986,higher vocational,1. Quintil,,,,,,,,,,,,
1986,higher vocational,2. Quintil,,,,,,,,,,,,
1986,higher vocational,3. Quintil,,,,,,,,,,,,
1986,higher vocational,4. Quintil,,,,,,,,,,,,
1986,higher vocational,5. Quintil,,,,,,,,,,,,
1986,higher education,1. Quintil,,,,,,,,,,,,
1986,higher education,2. Quintil,,,,,,,,,,,,
1986,higher education,3. Quintil,,,,,,,,,,,,
1986,higher education,4. Quintil,,,,,,,,,,,,
1986,higher education,5. Quintil,,,,,,,,,,,,
1987,-5,-6,,,,,,,,,,,,
1987,-5,1. Quintil,,,,,,,,,,,,
1987,-5,2. Quintil,,,,,,,,,,,,
1987,-1,-6,,,,,,,,,,,,
1987,-1,1. Quintil,,,,,,,,,,,,
1987,-1,2. Quintil,,,,,,,,,,,,
1987,-1,3. Quintil,,,,,,,,,,,,
1987,-1,4. Quintil,,,,,,,,,,,,
1987,-1,5. Quintil,,,,,,,,,,,,
1987,in school,-6,,,,,,,,,,,,
1987,in school,1. Quintil,,,,,,,,,,,,
1987,in school,2. Quintil,,,,,,,,,,,,
1987,in school,3. Quintil,,,,,,,,,,,,
1987,in school,4. Quintil,,,,,,,,,,,,
1987,in school,5. Quintil,,,,,,,,,,,,
1987,inadequately,-6,,,,,,,,,,,,
1987,inadequately,1. Quintil,,,,,,,,,,,,
1987,inadequately,2. Quintil,,,,,,,,,,,,
1987,inadequately,3. Quintil,,,,,,,,,,,,
1987,inadequately,4. Quintil,,,,,,,,,,,,
1987,inadequately,5. Quintil,,,,,,,,,,,,
1987,general elemantary,-6,,,,,,,,,,,,
1987,general elemantary,1. Quintil,,,,,,,,,,,,
1987,general elemantary,2. Quintil,,,,,,,,,,,,
1987,general elemantary,3. Quintil,,,,,,,,,,,,
1987,general elemantary,4. Quintil,,,,,,,,,,,,
1987,general elemantary,5. Quintil,,,,,,,,,,,,
1987,middle vocational,-6,,,,,,,,,,,,
1987,middle vocational,1. Quintil,,,,,,,,,,,,
1987,middle vocational,2. Quintil,,,,,,,,,,,,
1987,middle vocational,3. Quintil,,,,,,,,,,,,
1987,middle vocational,4. Quintil,,,,,,,,,,,,
1987,middle vocational,5. Quintil,,,,,,,,,,,,
1987,vocational + Abi,1. Quintil,,,,,,,,,,,,
1987,vocational + Abi,2. Quintil,,,,,,,,,,,,
1987,vocational + Abi,3. Quintil,,,,,,,,,,,,
1987,vocational + Abi,4. Quintil,,,,,,,,,,,,
1987,vocational + Abi,5. Quintil,,,,,,,,,,,,
1987,higher vocational,1. Quintil,,,,,,,,,,,,
1987,higher vocational,2. Quintil,,,,,,,,,,,,
1987,higher vocational,3. Quintil,,,,,,,,,,,,
1987,higher vocational,4. Quintil,,,,,,,,,,,,
1987,higher vocational,5. Quintil,,,,,,,,,,,,
1987,higher education,1. Quintil,,,,,,,,,,,,
1987,higher education,2. Quintil,,,,,,,,,,,,
1987,higher education,3. Quintil,,,,,,,,,,,,
1987,higher education,4. Quintil,,,,,,,,,,,,
1987,higher education,5. Quintil,,,,,,,,,,,,
1988,-5,-6,,,,,,,,,,,,
1988,-5,1. Quintil,,,,,,,,,,,,
1988,-5,5. Quintil,,,,,,,,,,,,
1988,-1,-6,,,,,,,,,,,,
1988,-1,1. Quintil,,,,,,,,,,,,
1988,-1,2. Quintil,,,,,,,,,,,,
1988,-1,3. Quintil,,,,,,,,,,,,
1988,-1,4. Quintil,,,,,,,,,,,,
1988,-1,5. Quintil,,,,,,,,,,,,
1988,in school,-6,,,,,,,,,,,,
1988,in school,1. Quintil,,,,,,,,,,,,
1988,in school,2. Quintil,,,,,,,,,,,,
1988,in school,3. Quintil,,,,,,,,,,,,
1988,in school,4. Quintil,,,,,,,,,,,,
1988,in school,5. Quintil,,,,,,,,,,,,
1988,inadequately,-6,,,,,,,,,,,,
1988,inadequately,1. Quintil,,,,,,,,,,,,
1988,inadequately,2. Quintil,,,,,,,,,,,,
1988,inadequately,3. Quintil,,,,,,,,,,,,
1988,inadequately,4. Quintil,,,,,,,,,,,,
1988,inadequately,5. Quintil,,,,,,,,,,,,
1988,general elemantary,-6,,,,,,,,,,,,
1988,general elemantary,1. Quintil,,,,,,,,,,,,
1988,general elemantary,2. Quintil,,,,,,,,,,,,
1988,general elemantary,3. Quintil,,,,,,,,,,,,
1988,general elemantary,4. Quintil,,,,,,,,,,,,
1988,general elemantary,5. Quintil,,,,,,,,,,,,
1988,middle vocational,-6,,,,,,,,,,,,
1988,middle vocational,1. Quintil,,,,,,,,,,,,
1988,middle vocational,2. Quintil,,,,,,,,,,,,
1988,middle vocational,3. Quintil,,,,,,,,,,,,
1988,middle vocational,4. Quintil,,,,,,,,,,,,
1988,middle vocational,5. Quintil,,,,,,,,,,,,
1988,vocational + Abi,1. Quintil,,,,,,,,,,,,
1988,vocational + Abi,2. Quintil,,,,,,,,,,,,
1988,vocational + Abi,3. Quintil,,,,,,,,,,,,
1988,vocational + Abi,4. Quintil,,,,,,,,,,,,
1988,vocational + Abi,5. Quintil,,,,,,,,,,,,
1988,higher vocational,1. Quintil,,,,,,,,,,,,
1988,higher vocational,2. Quintil,,,,,,,,,,,,
1988,higher vocational,3. Quintil,,,,,,,,,,,,
1988,higher vocational,4. Quintil,,,,,,,,,,,,
1988,higher vocational,5. Quintil,,,,,,,,,,,,
1988,higher education,1. Quintil,,,,,,,,,,,,
1988,higher education,2. Quintil,,,,,,,,,,,,
1988,higher education,3. Quintil,,,,,,,,,,,,
1988,higher education,4. Quintil,,,,,,,,,,,,
1988,higher education,5. Quintil,,,,,,,,,,,,
1989,-5,-6,,,,,,,,,,,,
1989,-5,1. Quintil,,,,,,,,,,,,
1989,-1,1. Quintil,6.600564380853128,6.310768432943423,6.890360328762833,5.0,7.0,9.0,0.0,10.0,7.0,6.0,8.0,68.0
1989,-1,2. Quintil,,,,,,,,,,,,
1989,-1,3. Quintil,,,,,,,,,,,,
1989,-1,4. Quintil,,,,,,,,,,,,
1989,-1,5. Quintil,,,,,,,,,,,,
1989,in school,-6,,,,,,,,,,,,
1989,in school,1. Quintil,7.651698274289696,7.363988200602579,7.939408347976814,7.0,8.0,9.22460859746839,3.663087103797416,10.0,8.0,7.0,9.0,41.0
1989,in school,2. Quintil,,,,,,,,,,,,
1989,in school,3. Quintil,,,,,,,,,,,,
1989,in school,4. Quintil,,,,,,,,,,,,
1989,in school,5. Quintil,,,,,,,,,,,,
1989,inadequately,-6,,,,,,,,,,,,
1989,inadequately,1. Quintil,4.641328949215818,4.494957798640966,4.787700099790669,3.0,5.0,7.0,0.0,10.0,5.0,5.0,6.0,316.0
1989,inadequately,2. Quintil,4.7577979442928715,4.565544520612755,4.950051367972988,3.0,5.0,6.0,0.0,10.0,5.0,4.0,6.0,150.0
1989,inadequately,3. Quintil,5.92619614847199,5.609535579817765,6.242856717126216,5.0,5.0,8.0,0.5,10.0,5.0,2.9749999999999943,5.0,55.0
1989,inadequately,4. Quintil,,,,,,,,,,,,
1989,inadequately,5. Quintil,,,,,,,,,,,,
1989,general elemantary,-6,,,,,,,,,,,,
1989,general elemantary,1. Quintil,6.05372829807154,5.984697570898376,6.122759025244704,5.0,6.0,8.0,0.5,10.0,6.0,6.0,7.0,1147.0
1989,general elemantary,2. Quintil,6.23752138441467,6.140933721267741,6.334109047561599,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,585.0
1989,general elemantary,3. Quintil,6.446905039036948,6.328363106532904,6.565446971540992,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,311.0
1989,general elemantary,4. Quintil,7.190713413437889,6.986765914854217,7.3946609120215605,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,88.0
1989,general elemantary,5. Quintil,,,,,,,,,,,,
1989,middle vocational,-6,,,,,,,,,,,,
1989,middle vocational,1. Quintil,6.846482494473797,6.793363557747937,6.899601431199657,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1458.0
1989,middle vocational,2. Quintil,7.009874679108317,6.958462284058693,7.061287074157941,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1366.0
1989,middle vocational,3. Quintil,7.141729218259904,7.080070884216598,7.2033875523032105,6.0,7.0,8.0,3.0,10.0,7.0,6.974999999999994,7.0,838.0
1989,middle vocational,4. Quintil,7.309529630780533,7.210875239068486,7.408184022492581,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,372.0
1989,middle vocational,5. Quintil,7.079106362825266,6.912565537153431,7.245647188497101,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,104.0
1989,vocational + Abi,1. Quintil,7.1265319782460494,6.905694288120372,7.347369668371727,5.280925807112144,7.0,9.0,0.0,10.0,7.0,6.0,7.0,84.0
1989,vocational + Abi,2. Quintil,8.325095147485348,8.134091829800095,8.5160984651706,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,71.0
1989,vocational + Abi,3. Quintil,8.073798655730918,7.8671502944400595,8.280447017021778,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,65.0
1989,vocational + Abi,4. Quintil,7.745350404512584,7.461522854029518,8.02917795499565,7.0,8.0,9.0,4.0,10.0,8.0,7.0,9.0,30.0
1989,vocational + Abi,5. Quintil,,,,,,,,,,,,
1989,higher vocational,1. Quintil,7.276640455429557,7.110727920814668,7.442552990044446,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,123.0
1989,higher vocational,2. Quintil,7.72254963725036,7.577992304580214,7.867106969920506,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,145.0
1989,higher vocational,3. Quintil,7.5549830849333555,7.3554423839561425,7.7545237859105685,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,111.0
1989,higher vocational,4. Quintil,7.691578365518645,7.48635233768439,7.896804393352901,7.0,8.0,9.0,4.0,10.0,8.0,8.0,9.0,64.0
1989,higher vocational,5. Quintil,7.538377348017115,7.22316646517464,7.85358823085959,7.0,7.684759398346951,9.0,4.0,10.0,8.0,8.0,9.0,30.0
1989,higher education,1. Quintil,8.176310346189728,7.998246994295478,8.354373698083979,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,91.0
1989,higher education,2. Quintil,8.504828559550067,8.393416300593952,8.616240818506181,8.0,9.0,10.0,5.0,10.0,9.0,9.0,10.0,147.0
1989,higher education,3. Quintil,8.533772695950697,8.434066385353457,8.633479006547937,8.0,9.0,10.0,5.0,10.0,9.0,9.0,10.0,161.0
1989,higher education,4. Quintil,8.472769932502299,8.355357771197124,8.590182093807474,8.0,9.0,10.0,5.0,10.0,9.0,9.0,9.0,172.0
1989,higher education,5. Quintil,8.491208908671988,8.32296396672012,8.659453850623855,8.0,9.0,10.0,5.0,10.0,9.0,9.0,10.0,93.0
1990,-5,-6,,,,,,,,,,,,
1990,-5,1. Quintil,,,,,,,,,,,,
1990,-1,-6,,,,,,,,,,,,
1990,-1,1. Quintil,,,,,,,,,,,,
1990,-1,2. Quintil,,,,,,,,,,,,
1990,-1,3. Quintil,,,,,,,,,,,,
1990,-1,4. Quintil,,,,,,,,,,,,
1990,-1,5. Quintil,,,,,,,,,,,,
1990,in school,-6,,,,,,,,,,,,
1990,in school,1. Quintil,,,,,,,,,,,,
1990,in school,2. Quintil,,,,,,,,,,,,
1990,in school,3. Quintil,,,,,,,,,,,,
1990,in school,4. Quintil,,,,,,,,,,,,
1990,in school,5. Quintil,,,,,,,,,,,,
1990,inadequately,-6,,,,,,,,,,,,
1990,inadequately,1. Quintil,,,,,,,,,,,,
1990,inadequately,2. Quintil,,,,,,,,,,,,
1990,inadequately,3. Quintil,,,,,,,,,,,,
1990,inadequately,4. Quintil,,,,,,,,,,,,
1990,inadequately,5. Quintil,,,,,,,,,,,,
1990,general elemantary,-6,,,,,,,,,,,,
1990,general elemantary,1. Quintil,,,,,,,,,,,,
1990,general elemantary,2. Quintil,,,,,,,,,,,,
1990,general elemantary,3. Quintil,,,,,,,,,,,,
1990,general elemantary,4. Quintil,,,,,,,,,,,,
1990,general elemantary,5. Quintil,,,,,,,,,,,,
1990,middle vocational,-6,,,,,,,,,,,,
1990,middle vocational,1. Quintil,,,,,,,,,,,,
1990,middle vocational,2. Quintil,,,,,,,,,,,,
1990,middle vocational,3. Quintil,,,,,,,,,,,,
1990,middle vocational,4. Quintil,,,,,,,,,,,,
1990,middle vocational,5. Quintil,,,,,,,,,,,,
1990,vocational + Abi,-6,,,,,,,,,,,,
1990,vocational + Abi,1. Quintil,,,,,,,,,,,,
1990,vocational + Abi,2. Quintil,,,,,,,,,,,,
1990,vocational + Abi,3. Quintil,,,,,,,,,,,,
1990,vocational + Abi,4. Quintil,,,,,,,,,,,,
1990,vocational + Abi,5. Quintil,,,,,,,,,,,,
1990,higher vocational,-6,,,,,,,,,,,,
1990,higher vocational,1. Quintil,,,,,,,,,,,,
1990,higher vocational,2. Quintil,,,,,,,,,,,,
1990,higher vocational,3. Quintil,,,,,,,,,,,,
1990,higher vocational,4. Quintil,,,,,,,,,,,,
1990,higher vocational,5. Quintil,,,,,,,,,,,,
1990,higher education,-6,,,,,,,,,,,,
1990,higher education,1. Quintil,,,,,,,,,,,,
1990,higher education,2. Quintil,,,,,,,,,,,,
1990,higher education,3. Quintil,,,,,,,,,,,,
1990,higher education,4. Quintil,,,,,,,,,,,,
1990,higher education,5. Quintil,,,,,,,,,,,,
1991,-5,-6,,,,,,,,,,,,
1991,-5,1. Quintil,,,,,,,,,,,,
1991,-1,-6,,,,,,,,,,,,
1991,-1,1. Quintil,,,,,,,,,,,,
1991,-1,2. Quintil,,,,,,,,,,,,
1991,-1,3. Quintil,,,,,,,,,,,,
1991,-1,4. Quintil,,,,,,,,,,,,
1991,-1,5. Quintil,,,,,,,,,,,,
1991,in school,-6,,,,,,,,,,,,
1991,in school,1. Quintil,,,,,,,,,,,,
1991,in school,2. Quintil,,,,,,,,,,,,
1991,in school,3. Quintil,,,,,,,,,,,,
1991,in school,4. Quintil,,,,,,,,,,,,
1991,in school,5. Quintil,,,,,,,,,,,,
1991,inadequately,-6,,,,,,,,,,,,
1991,inadequately,1. Quintil,,,,,,,,,,,,
1991,inadequately,2. Quintil,,,,,,,,,,,,
1991,inadequately,3. Quintil,,,,,,,,,,,,
1991,inadequately,4. Quintil,,,,,,,,,,,,
1991,inadequately,5. Quintil,,,,,,,,,,,,
1991,general elemantary,-6,,,,,,,,,,,,
1991,general elemantary,1. Quintil,,,,,,,,,,,,
1991,general elemantary,2. Quintil,,,,,,,,,,,,
1991,general elemantary,3. Quintil,,,,,,,,,,,,
1991,general elemantary,4. Quintil,,,,,,,,,,,,
1991,general elemantary,5. Quintil,,,,,,,,,,,,
1991,middle vocational,-6,,,,,,,,,,,,
1991,middle vocational,1. Quintil,,,,,,,,,,,,
1991,middle vocational,2. Quintil,,,,,,,,,,,,
1991,middle vocational,3. Quintil,,,,,,,,,,,,
1991,middle vocational,4. Quintil,,,,,,,,,,,,
1991,middle vocational,5. Quintil,,,,,,,,,,,,
1991,vocational + Abi,-6,,,,,,,,,,,,
1991,vocational + Abi,1. Quintil,,,,,,,,,,,,
1991,vocational + Abi,2. Quintil,,,,,,,,,,,,
1991,vocational + Abi,3. Quintil,,,,,,,,,,,,
1991,vocational + Abi,4. Quintil,,,,,,,,,,,,
1991,vocational + Abi,5. Quintil,,,,,,,,,,,,
1991,higher vocational,-6,,,,,,,,,,,,
1991,higher vocational,1. Quintil,,,,,,,,,,,,
1991,higher vocational,2. Quintil,,,,,,,,,,,,
1991,higher vocational,3. Quintil,,,,,,,,,,,,
1991,higher vocational,4. Quintil,,,,,,,,,,,,
1991,higher vocational,5. Quintil,,,,,,,,,,,,
1991,higher education,-6,,,,,,,,,,,,
1991,higher education,1. Quintil,,,,,,,,,,,,
1991,higher education,2. Quintil,,,,,,,,,,,,
1991,higher education,3. Quintil,,,,,,,,,,,,
1991,higher education,4. Quintil,,,,,,,,,,,,
1991,higher education,5. Quintil,,,,,,,,,,,,
1992,-5,-6,,,,,,,,,,,,
1992,-1,-6,,,,,,,,,,,,
1992,-1,1. Quintil,,,,,,,,,,,,
1992,-1,2. Quintil,,,,,,,,,,,,
1992,-1,3. Quintil,,,,,,,,,,,,
1992,-1,4. Quintil,,,,,,,,,,,,
1992,-1,5. Quintil,,,,,,,,,,,,
1992,in school,-6,,,,,,,,,,,,
1992,in school,1. Quintil,,,,,,,,,,,,
1992,in school,2. Quintil,,,,,,,,,,,,
1992,in school,3. Quintil,,,,,,,,,,,,
1992,in school,4. Quintil,,,,,,,,,,,,
1992,in school,5. Quintil,,,,,,,,,,,,
1992,inadequately,-6,,,,,,,,,,,,
1992,inadequately,1. Quintil,,,,,,,,,,,,
1992,inadequately,2. Quintil,,,,,,,,,,,,
1992,inadequately,3. Quintil,,,,,,,,,,,,
1992,inadequately,4. Quintil,,,,,,,,,,,,
1992,inadequately,5. Quintil,,,,,,,,,,,,
1992,general elemantary,-6,,,,,,,,,,,,
1992,general elemantary,1. Quintil,,,,,,,,,,,,
1992,general elemantary,2. Quintil,,,,,,,,,,,,
1992,general elemantary,3. Quintil,,,,,,,,,,,,
1992,general elemantary,4. Quintil,,,,,,,,,,,,
1992,general elemantary,5. Quintil,,,,,,,,,,,,
1992,middle vocational,-6,,,,,,,,,,,,
1992,middle vocational,1. Quintil,,,,,,,,,,,,
1992,middle vocational,2. Quintil,,,,,,,,,,,,
1992,middle vocational,3. Quintil,,,,,,,,,,,,
1992,middle vocational,4. Quintil,,,,,,,,,,,,
1992,middle vocational,5. Quintil,,,,,,,,,,,,
1992,vocational + Abi,1. Quintil,,,,,,,,,,,,
1992,vocational + Abi,2. Quintil,,,,,,,,,,,,
1992,vocational + Abi,3. Quintil,,,,,,,,,,,,
1992,vocational + Abi,4. Quintil,,,,,,,,,,,,
1992,vocational + Abi,5. Quintil,,,,,,,,,,,,
1992,higher vocational,1. Quintil,,,,,,,,,,,,
1992,higher vocational,2. Quintil,,,,,,,,,,,,
1992,higher vocational,3. Quintil,,,,,,,,,,,,
1992,higher vocational,4. Quintil,,,,,,,,,,,,
1992,higher vocational,5. Quintil,,,,,,,,,,,,
1992,higher education,1. Quintil,,,,,,,,,,,,
1992,higher education,2. Quintil,,,,,,,,,,,,
1992,higher education,3. Quintil,,,,,,,,,,,,
1992,higher education,4. Quintil,,,,,,,,,,,,
1992,higher education,5. Quintil,,,,,,,,,,,,
1993,-5,-6,,,,,,,,,,,,
1993,-5,1. Quintil,,,,,,,,,,,,
1993,-1,-6,,,,,,,,,,,,
1993,-1,1. Quintil,6.40116755728682,6.098684874063858,6.703650240509782,5.0,6.0,8.0,0.5,10.0,6.0,4.0,7.0,66.0
1993,-1,2. Quintil,6.601492901044055,6.281063366128965,6.921922435959145,5.0,6.698927813101389,8.0,0.5,10.0,6.0,4.0,6.0,50.0
1993,-1,3. Quintil,7.066818654677923,6.596921280352713,7.536716029003133,5.0,8.0,9.377434406123742,0.0,10.0,8.0,7.0,10.0,33.0
1993,-1,4. Quintil,,,,,,,,,,,,
1993,-1,5. Quintil,,,,,,,,,,,,
1993,in school,-6,,,,,,,,,,,,
1993,in school,1. Quintil,7.3611527504980945,7.052104319607296,7.670201181388893,6.0,7.0,9.0,1.5,10.0,7.0,5.0,8.0,31.0
1993,in school,2. Quintil,,,,,,,,,,,,
1993,in school,3. Quintil,,,,,,,,,,,,
1993,in school,4. Quintil,,,,,,,,,,,,
1993,in school,5. Quintil,,,,,,,,,,,,
1993,inadequately,-6,,,,,,,,,,,,
1993,inadequately,1. Quintil,4.287165249278723,4.091289559792014,4.4830409387654315,2.0,4.0,6.0,0.0,10.0,4.0,3.0,4.0,192.0
1993,inadequately,2. Quintil,4.576138760320182,4.345402805559038,4.806874715081326,3.0,5.0,7.0,0.0,10.0,5.0,5.0,6.0,127.0
1993,inadequately,3. Quintil,4.779409151121099,4.51769824536395,5.041120056878248,3.0,5.0,6.0,0.0,10.0,5.0,5.0,6.0,89.0
1993,inadequately,4. Quintil,,,,,,,,,,,,
1993,inadequately,5. Quintil,,,,,,,,,,,,
1993,general elemantary,-6,,,,,,,,,,,,
1993,general elemantary,1. Quintil,5.725574223122862,5.639201253716602,5.811947192529122,4.0,6.0,8.0,0.0,10.0,6.0,6.0,7.0,793.0
1993,general elemantary,2. Quintil,6.12171868036787,6.023408173574019,6.220029187161721,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,612.0
1993,general elemantary,3. Quintil,6.303079148888658,6.199878214994813,6.406280082782503,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,426.0
1993,general elemantary,4. Quintil,6.38632411645458,6.237406344460471,6.53524188844869,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,213.0
