year,hhtyp,quintil_oecd_hh,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Single parent,1st Quintile,Just Right,0.69289,86,117,0.60894,0.77684
1994,Single parent,2nd Quintile,Just Right,0.55484,58,58,0.42582,0.68386
1994,Single parent,3rd Quintile,Just Right,0.62248,34,34,0.45708,0.78788
1994,Single parent,4th Quintile,Just Right,0.82272,43,43,0.70722,0.93822
1994,Couple with children,1st Quintile,Much Too Small,0.06904,43,447,0.04551,0.09257
1994,Couple with children,1st Quintile,A Bit Too Small,0.26826,130,447,0.22714,0.30938
1994,Couple with children,1st Quintile,Just Right,0.57922,274,447,0.53340,0.62504
1994,Couple with children,2nd Quintile,Much Too Small,0.05144,44,645,0.03438,0.06850
1994,Couple with children,2nd Quintile,A Bit Too Small,0.24259,173,645,0.20948,0.27569
1994,Couple with children,2nd Quintile,Just Right,0.65556,428,645,0.61886,0.69226
1994,Couple with children,3rd Quintile,Much Too Small,0.04800,43,633,0.03133,0.06466
1994,Couple with children,3rd Quintile,A Bit Too Small,0.23903,151,633,0.20578,0.27228
1994,Couple with children,3rd Quintile,Just Right,0.66095,439,633,0.62404,0.69786
1994,Couple with children,4th Quintile,A Bit Too Small,0.18043,104,450,0.14486,0.21600
1994,Couple with children,4th Quintile,Just Right,0.69800,346,450,0.65553,0.74047
1994,Couple with children,5th Quintile,A Bit Too Small,0.15188,56,347,0.11406,0.18970
1994,Couple with children,5th Quintile,Just Right,0.70454,259,347,0.65647,0.75262
1994,Couple with children,5th Quintile,A Bit Too Large,0.10722,32,347,0.07462,0.13982
1995,Single-person household,1st Quintile,A Bit Too Small,0.14208,60,395,0.10761,0.17656
1995,Single-person household,1st Quintile,Just Right,0.73321,299,395,0.68953,0.77688
1995,Single-person household,1st Quintile,A Bit Too Large,0.09283,36,395,0.06417,0.12148
1995,Single-person household,2nd Quintile,A Bit Too Small,0.10335,33,279,0.06756,0.13913
1995,Single-person household,2nd Quintile,Just Right,0.75657,213,279,0.70612,0.80702
1995,Single-person household,2nd Quintile,A Bit Too Large,0.10504,33,279,0.06900,0.14108
1995,Single-person household,3rd Quintile,A Bit Too Small,0.12371,39,247,0.08256,0.16485
1995,Single-person household,3rd Quintile,Just Right,0.75356,208,247,0.69971,0.80741
1995,Single-person household,4th Quintile,Just Right,0.75783,177,177,0.69454,0.82113
1995,Single-person household,5th Quintile,Just Right,0.67228,129,160,0.59932,0.74524
1995,Single-person household,5th Quintile,A Bit Too Large,0.15742,31,160,0.10081,0.21403
1995,Couple without children,1st Quintile,Just Right,0.76304,166,166,0.69816,0.82793
1995,Couple without children,2nd Quintile,Just Right,0.76259,258,293,0.71379,0.81140
1995,Couple without children,2nd Quintile,A Bit Too Large,0.11324,35,293,0.07689,0.14959
1995,Couple without children,3rd Quintile,A Bit Too Small,0.08614,36,344,0.05644,0.11583
1995,Couple without children,3rd Quintile,Just Right,0.76257,264,344,0.71754,0.80760
1995,Couple without children,3rd Quintile,A Bit Too Large,0.13139,44,344,0.09564,0.16715
1995,Couple without children,4th Quintile,A Bit Too Small,0.08034,42,398,0.05360,0.10708
1995,Couple without children,4th Quintile,Just Right,0.77742,319,398,0.73650,0.81834
1995,Couple without children,4th Quintile,A Bit Too Large,0.10213,37,398,0.07234,0.13192
1995,Couple without children,5th Quintile,A Bit Too Small,0.13187,70,480,0.10157,0.16217
1995,Couple without children,5th Quintile,Just Right,0.67850,349,480,0.63667,0.72033
1995,Couple without children,5th Quintile,A Bit Too Large,0.14993,61,480,0.11796,0.18190
1995,Single parent,1st Quintile,A Bit Too Small,0.28612,41,135,0.20959,0.36264
1995,Single parent,1st Quintile,Just Right,0.61465,94,135,0.53225,0.69706
1995,Single parent,2nd Quintile,Just Right,0.59787,55,55,0.46708,0.72865
1995,Single parent,3rd Quintile,Just Right,0.53299,32,32,0.35736,0.70862
1995,Single parent,4th Quintile,Just Right,0.74682,39,39,0.60857,0.88508
1995,Couple with children,1st Quintile,Much Too Small,0.09739,55,539,0.07234,0.12244
1995,Couple with children,1st Quintile,A Bit Too Small,0.27801,164,539,0.24015,0.31587
1995,Couple with children,1st Quintile,Just Right,0.58591,320,539,0.54428,0.62753
1995,Couple with children,2nd Quintile,Much Too Small,0.04920,43,664,0.03274,0.06566
1995,Couple with children,2nd Quintile,A Bit Too Small,0.26080,181,664,0.22738,0.29422
1995,Couple with children,2nd Quintile,Just Right,0.64810,440,664,0.61175,0.68445
1995,Couple with children,3rd Quintile,A Bit Too Small,0.24309,158,617,0.20922,0.27696
1995,Couple with children,3rd Quintile,Just Right,0.65718,428,617,0.61970,0.69466
1995,Couple with children,3rd Quintile,A Bit Too Large,0.05304,31,617,0.03534,0.07074
1995,Couple with children,4th Quintile,A Bit Too Small,0.18064,92,492,0.14661,0.21467
1995,Couple with children,4th Quintile,Just Right,0.67543,354,492,0.63402,0.71685
1995,Couple with children,4th Quintile,A Bit Too Large,0.10608,46,492,0.07885,0.13332
1995,Couple with children,5th Quintile,A Bit Too Small,0.12459,49,346,0.08974,0.15943
1995,Couple with children,5th Quintile,Just Right,0.74907,266,346,0.70332,0.79482
1995,Couple with children,5th Quintile,A Bit Too Large,0.08331,31,346,0.05415,0.11248
1996,Single-person household,1st Quintile,A Bit Too Small,0.12768,47,405,0.09514,0.16022
1996,Single-person household,1st Quintile,Just Right,0.73383,322,405,0.69073,0.77693
1996,Single-person household,1st Quintile,A Bit Too Large,0.09928,36,405,0.07012,0.12844
1996,Single-person household,2nd Quintile,Just Right,0.75828,219,252,0.70532,0.81125
1996,Single-person household,2nd Quintile,A Bit Too Large,0.10085,33,252,0.06360,0.13811
1996,Single-person household,3rd Quintile,A Bit Too Small,0.12302,34,264,0.08333,0.16272
1996,Single-person household,3rd Quintile,Just Right,0.69863,195,264,0.64317,0.75408
1996,Single-person household,3rd Quintile,A Bit Too Large,0.13183,35,264,0.09094,0.17271
1996,Single-person household,4th Quintile,A Bit Too Small,0.13201,34,206,0.08567,0.17834
1996,Single-person household,4th Quintile,Just Right,0.69253,172,206,0.62936,0.75570
1996,Single-person household,5th Quintile,Just Right,0.70589,135,135,0.62875,0.78304
1996,Couple without children,1st Quintile,Just Right,0.78884,173,173,0.72784,0.84983
1996,Couple without children,2nd Quintile,Just Right,0.78718,248,279,0.73906,0.83529
1996,Couple without children,2nd Quintile,A Bit Too Large,0.08630,31,279,0.05329,0.11931
1996,Couple without children,3rd Quintile,A Bit Too Small,0.12574,50,377,0.09223,0.15925
1996,Couple without children,3rd Quintile,Just Right,0.74045,284,377,0.69614,0.78476
1996,Couple without children,3rd Quintile,A Bit Too Large,0.11332,43,377,0.08128,0.14536
1996,Couple without children,4th Quintile,A Bit Too Small,0.12711,57,421,0.09525,0.15897
1996,Couple without children,4th Quintile,Just Right,0.74098,325,421,0.69908,0.78288
1996,Couple without children,4th Quintile,A Bit Too Large,0.11896,39,421,0.08800,0.14992
1996,Couple without children,5th Quintile,A Bit Too Small,0.12097,64,462,0.09120,0.15074
1996,Couple without children,5th Quintile,Just Right,0.67864,336,462,0.63601,0.72127
1996,Couple without children,5th Quintile,A Bit Too Large,0.17059,62,462,0.13625,0.20492
1996,Single parent,1st Quintile,Just Right,0.64739,109,109,0.55728,0.73750
1996,Single parent,2nd Quintile,Just Right,0.58844,51,51,0.45203,0.72484
1996,Single parent,3rd Quintile,Just Right,0.68441,39,39,0.53664,0.83218
1996,Single parent,4th Quintile,Just Right,0.71676,36,36,0.56748,0.86603
1996,Couple with children,1st Quintile,Much Too Small,0.08409,50,526,0.06035,0.10783
1996,Couple with children,1st Quintile,A Bit Too Small,0.25217,155,526,0.21502,0.28932
1996,Couple with children,1st Quintile,Just Right,0.63003,321,526,0.58873,0.67133
1996,Couple with children,2nd Quintile,Much Too Small,0.04344,37,631,0.02753,0.05936
1996,Couple with children,2nd Quintile,A Bit Too Small,0.28227,189,631,0.24713,0.31742
1996,Couple with children,2nd Quintile,Just Right,0.62575,405,631,0.58796,0.66354
1996,Couple with children,3rd Quintile,A Bit Too Small,0.22438,128,588,0.19063,0.25812
1996,Couple with children,3rd Quintile,Just Right,0.67849,428,588,0.64070,0.71627
1996,Couple with children,3rd Quintile,A Bit Too Large,0.06133,32,588,0.04192,0.08074
1996,Couple with children,4th Quintile,A Bit Too Small,0.18189,91,498,0.14797,0.21580
1996,Couple with children,4th Quintile,Just Right,0.73991,374,498,0.70134,0.77848
1996,Couple with children,4th Quintile,A Bit Too Large,0.06867,33,498,0.04644,0.09091
1996,Couple with children,5th Quintile,A Bit Too Small,0.15859,67,353,0.12043,0.19675
1996,Couple with children,5th Quintile,Just Right,0.66839,244,353,0.61921,0.71758
1996,Couple with children,5th Quintile,A Bit Too Large,0.13600,42,353,0.10019,0.17181
1997,Single-person household,1st Quintile,A Bit Too Small,0.13211,56,395,0.09867,0.16554
1997,Single-person household,1st Quintile,Just Right,0.72348,302,395,0.67932,0.76765
1997,Single-person household,1st Quintile,A Bit Too Large,0.11221,37,395,0.08104,0.14337
1997,Single-person household,2nd Quintile,A Bit Too Small,0.12556,36,304,0.08825,0.16287
1997,Single-person household,2nd Quintile,Just Right,0.74860,234,304,0.69975,0.79744
1997,Single-person household,2nd Quintile,A Bit Too Large,0.09867,34,304,0.06509,0.13225
1997,Single-person household,3rd Quintile,Just Right,0.70849,189,221,0.64843,0.76854
1997,Single-person household,3rd Quintile,A Bit Too Large,0.15048,32,221,0.10323,0.19773
1997,Single-person household,4th Quintile,A Bit Too Small,0.17999,41,186,0.12462,0.23535
1997,Single-person household,4th Quintile,Just Right,0.64464,145,186,0.57567,0.71361
1997,Single-person household,5th Quintile,Just Right,0.67653,127,127,0.59484,0.75821
1997,Couple without children,1st Quintile,Just Right,0.79761,181,181,0.73891,0.85630
1997,Couple without children,2nd Quintile,A Bit Too Small,0.10888,34,284,0.07259,0.14517
1997,Couple without children,2nd Quintile,Just Right,0.78309,250,284,0.73507,0.83111
1997,Couple without children,3rd Quintile,A Bit Too Small,0.10635,39,375,0.07511,0.13760
1997,Couple without children,3rd Quintile,Just Right,0.75082,296,375,0.70698,0.79466
1997,Couple without children,3rd Quintile,A Bit Too Large,0.12504,40,375,0.09151,0.15856
1997,Couple without children,4th Quintile,A Bit Too Small,0.10521,58,433,0.07628,0.13414
1997,Couple without children,4th Quintile,Just Right,0.77867,332,433,0.73952,0.81782
1997,Couple without children,4th Quintile,A Bit Too Large,0.09483,43,433,0.06720,0.12246
1997,Couple without children,5th Quintile,A Bit Too Small,0.12254,67,494,0.09359,0.15148
1997,Couple without children,5th Quintile,Just Right,0.68621,365,494,0.64525,0.72718
1997,Couple without children,5th Quintile,A Bit Too Large,0.15938,62,494,0.12707,0.19169
1997,Single parent,1st Quintile,A Bit Too Small,0.25611,33,127,0.17989,0.33232
1997,Single parent,1st Quintile,Just Right,0.58690,94,127,0.50092,0.67287
1997,Single parent,2nd Quintile,Just Right,0.75855,73,73,0.65970,0.85741
1997,Single parent,3rd Quintile,Just Right,0.83594,62,62,0.74300,0.92887
1997,Couple with children,1st Quintile,Much Too Small,0.03947,32,497,0.02234,0.05661
1997,Couple with children,1st Quintile,A Bit Too Small,0.32891,159,497,0.28756,0.37026
1997,Couple with children,1st Quintile,Just Right,0.58151,306,497,0.53810,0.62493
1997,Couple with children,2nd Quintile,A Bit Too Small,0.22009,146,575,0.18620,0.25398
1997,Couple with children,2nd Quintile,Just Right,0.67244,429,575,0.63404,0.71083
1997,Couple with children,3rd Quintile,A Bit Too Small,0.19816,120,558,0.16505,0.23126
1997,Couple with children,3rd Quintile,Just Right,0.74181,438,558,0.70546,0.77815
1997,Couple with children,4th Quintile,A Bit Too Small,0.20889,104,496,0.17307,0.24470
1997,Couple with children,4th Quintile,Just Right,0.69878,358,496,0.65837,0.73920
1997,Couple with children,4th Quintile,A Bit Too Large,0.07062,34,496,0.04805,0.09319
1997,Couple with children,5th Quintile,A Bit Too Small,0.17550,56,328,0.13427,0.21673
1997,Couple with children,5th Quintile,Just Right,0.67718,239,328,0.62650,0.72786
1997,Couple with children,5th Quintile,A Bit Too Large,0.12474,33,328,0.08892,0.16055
1997,Other Combinations,4th Quintile,Just Right,0.59206,31,31,0.41619,0.76792
1998,Single-person household,1st Quintile,A Bit Too Small,0.13892,69,449,0.10689,0.17095
1998,Single-person household,1st Quintile,Just Right,0.71450,345,449,0.67268,0.75633
1998,Single-person household,1st Quintile,A Bit Too Large,0.07598,35,449,0.05145,0.10052
1998,Single-person household,2nd Quintile,A Bit Too Small,0.12159,45,338,0.08669,0.15648
1998,Single-person household,2nd Quintile,Just Right,0.68705,251,338,0.63754,0.73655
1998,Single-person household,2nd Quintile,A Bit Too Large,0.11288,42,338,0.07910,0.14667
1998,Single-person household,3rd Quintile,A Bit Too Small,0.07778,34,320,0.04839,0.10717
1998,Single-person household,3rd Quintile,Just Right,0.72807,238,320,0.67924,0.77690
1998,Single-person household,3rd Quintile,A Bit Too Large,0.15048,48,320,0.11125,0.18972
1998,Single-person household,4th Quintile,Just Right,0.69848,194,231,0.63917,0.75779
1998,Single-person household,4th Quintile,A Bit Too Large,0.13049,37,231,0.08695,0.17402
1998,Single-person household,5th Quintile,Just Right,0.65208,160,207,0.58704,0.71713
1998,Single-person household,5th Quintile,A Bit Too Large,0.20975,47,207,0.15415,0.26535
1998,Couple without children,1st Quintile,A Bit Too Small,0.14059,32,242,0.09670,0.18448
1998,Couple without children,1st Quintile,Just Right,0.72637,210,242,0.67008,0.78266
1998,Couple without children,2nd Quintile,Just Right,0.75959,249,284,0.70981,0.80938
1998,Couple without children,2nd Quintile,A Bit Too Large,0.09897,35,284,0.06417,0.13376
1998,Couple without children,3rd Quintile,A Bit Too Small,0.08138,37,430,0.05551,0.10726
1998,Couple without children,3rd Quintile,Just Right,0.78260,347,430,0.74357,0.82163
1998,Couple without children,3rd Quintile,A Bit Too Large,0.10380,46,430,0.07494,0.13266
1998,Couple without children,4th Quintile,A Bit Too Small,0.10969,68,532,0.08311,0.13627
1998,Couple without children,4th Quintile,Just Right,0.72290,400,532,0.68483,0.76097
1998,Couple without children,4th Quintile,A Bit Too Large,0.13759,64,532,0.10829,0.16689
1998,Couple without children,5th Quintile,A Bit Too Small,0.09198,58,559,0.06800,0.11595
1998,Couple without children,5th Quintile,Just Right,0.69594,420,559,0.65777,0.73411
1998,Couple without children,5th Quintile,A Bit Too Large,0.17072,81,559,0.13950,0.20194
1998,Single parent,1st Quintile,A Bit Too Small,0.27619,47,160,0.20669,0.34568
1998,Single parent,1st Quintile,Just Right,0.60946,113,160,0.53362,0.68529
1998,Single parent,2nd Quintile,Just Right,0.60063,70,70,0.48507,0.71620
1998,Single parent,3rd Quintile,Just Right,0.64815,46,46,0.50862,0.78768
1998,Single parent,4th Quintile,Just Right,0.74962,36,36,0.60609,0.89315
1998,Couple with children,1st Quintile,Much Too Small,0.07685,49,498,0.05343,0.10027
1998,Couple with children,1st Quintile,A Bit Too Small,0.26043,129,498,0.22184,0.29901
1998,Couple with children,1st Quintile,Just Right,0.61347,320,498,0.57066,0.65628
1998,Couple with children,2nd Quintile,A Bit Too Small,0.21006,167,644,0.17858,0.24155
1998,Couple with children,2nd Quintile,Just Right,0.68958,477,644,0.65382,0.72534
1998,Couple with children,3rd Quintile,A Bit Too Small,0.22968,134,601,0.19602,0.26333
1998,Couple with children,3rd Quintile,Just Right,0.65148,429,601,0.61335,0.68961
1998,Couple with children,3rd Quintile,A Bit Too Large,0.07250,38,601,0.05175,0.09325
1998,Couple with children,4th Quintile,A Bit Too Small,0.15512,89,532,0.12432,0.18591
1998,Couple with children,4th Quintile,Just Right,0.73939,399,532,0.70206,0.77673
1998,Couple with children,4th Quintile,A Bit Too Large,0.08582,44,532,0.06200,0.10965
1998,Couple with children,5th Quintile,A Bit Too Small,0.16308,61,382,0.12599,0.20018
1998,Couple with children,5th Quintile,Just Right,0.71077,281,382,0.66524,0.75630
1998,Couple with children,5th Quintile,A Bit Too Large,0.09079,40,382,0.06194,0.11964
1998,Other Combinations,4th Quintile,Just Right,0.63197,34,34,0.46743,0.79652
1999,Single-person household,1st Quintile,A Bit Too Small,0.10983,52,466,0.08141,0.13825
1999,Single-person household,1st Quintile,Just Right,0.78080,380,466,0.74320,0.81840
1999,Single-person household,1st Quintile,A Bit Too Large,0.07507,34,466,0.05112,0.09902
1999,Single-person household,2nd Quintile,A Bit Too Small,0.12749,47,355,0.09275,0.16224
1999,Single-person household,2nd Quintile,Just Right,0.74021,270,355,0.69453,0.78590
1999,Single-person household,2nd Quintile,A Bit Too Large,0.09774,38,355,0.06681,0.12868
1999,Single-person household,3rd Quintile,Just Right,0.77527,235,270,0.72539,0.82515
1999,Single-person household,3rd Quintile,A Bit Too Large,0.10954,35,270,0.07222,0.14686
1999,Single-person household,4th Quintile,A Bit Too Small,0.15766,39,252,0.11258,0.20274
1999,Single-person household,4th Quintile,Just Right,0.65762,169,252,0.59892,0.71633
1999,Single-person household,4th Quintile,A Bit Too Large,0.16263,44,252,0.11697,0.20828
1999,Single-person household,5th Quintile,Just Right,0.65752,146,195,0.59074,0.72429
1999,Single-person household,5th Quintile,A Bit Too Large,0.21718,49,195,0.15916,0.27521
1999,Couple without children,1st Quintile,A Bit Too Small,0.15823,34,229,0.11086,0.20561
1999,Couple without children,1st Quintile,Just Right,0.75091,195,229,0.69478,0.80705
1999,Couple without children,2nd Quintile,A Bit Too Small,0.09243,37,353,0.06217,0.12269
1999,Couple without children,2nd Quintile,Just Right,0.79232,278,353,0.74995,0.83470
1999,Couple without children,2nd Quintile,A Bit Too Large,0.09878,38,353,0.06761,0.12995
1999,Couple without children,3rd Quintile,A Bit Too Small,0.09805,51,436,0.07010,0.12599
1999,Couple without children,3rd Quintile,Just Right,0.78000,344,436,0.74107,0.81892
1999,Couple without children,3rd Quintile,A Bit Too Large,0.10861,41,436,0.07937,0.13785
1999,Couple without children,4th Quintile,A Bit Too Small,0.09759,61,517,0.07198,0.12319
1999,Couple without children,4th Quintile,Just Right,0.79989,412,517,0.76537,0.83441
1999,Couple without children,4th Quintile,A Bit Too Large,0.09312,44,517,0.06805,0.11820
1999,Couple without children,5th Quintile,A Bit Too Small,0.12646,71,561,0.09893,0.15399
1999,Couple without children,5th Quintile,Just Right,0.68765,405,561,0.64926,0.72604
1999,Couple without children,5th Quintile,A Bit Too Large,0.16033,85,561,0.12994,0.19072
1999,Single parent,1st Quintile,A Bit Too Small,0.22781,42,182,0.16671,0.28892
1999,Single parent,1st Quintile,Just Right,0.70986,140,182,0.64375,0.77598
1999,Single parent,2nd Quintile,Just Right,0.64849,63,63,0.52964,0.76733
1999,Single parent,3rd Quintile,Just Right,0.77960,59,59,0.67292,0.88628
1999,Single parent,4th Quintile,Just Right,0.62616,31,31,0.45303,0.79929
1999,Couple with children,1st Quintile,Much Too Small,0.06181,36,526,0.04121,0.08241
1999,Couple with children,1st Quintile,A Bit Too Small,0.23836,122,526,0.20191,0.27481
1999,Couple with children,1st Quintile,Just Right,0.67344,368,526,0.63333,0.71356
1999,Couple with children,2nd Quintile,A Bit Too Small,0.28199,169,617,0.24646,0.31753
1999,Couple with children,2nd Quintile,Just Right,0.65072,448,617,0.61308,0.68837
1999,Couple with children,3rd Quintile,A Bit Too Small,0.20927,128,613,0.17704,0.24150
1999,Couple with children,3rd Quintile,Just Right,0.71251,451,613,0.67666,0.74837
1999,Couple with children,3rd Quintile,A Bit Too Large,0.05714,34,613,0.03875,0.07553
1999,Couple with children,4th Quintile,A Bit Too Small,0.18493,96,499,0.15083,0.21903
1999,Couple with children,4th Quintile,Just Right,0.70860,369,499,0.66869,0.74851
1999,Couple with children,4th Quintile,A Bit Too Large,0.08977,34,499,0.06467,0.11488
1999,Couple with children,5th Quintile,A Bit Too Small,0.13276,48,376,0.09842,0.16711
1999,Couple with children,5th Quintile,Just Right,0.75871,289,376,0.71541,0.80202
1999,Couple with children,5th Quintile,A Bit Too Large,0.08726,39,376,0.05870,0.11583
2000,Single-person household,1st Quintile,A Bit Too Small,0.13483,117,899,0.11250,0.15717
2000,Single-person household,1st Quintile,Just Right,0.76204,723,899,0.73419,0.78990
2000,Single-person household,1st Quintile,A Bit Too Large,0.06034,59,899,0.04476,0.07591
2000,Single-person household,2nd Quintile,A Bit Too Small,0.10009,73,673,0.07740,0.12278
2000,Single-person household,2nd Quintile,Just Right,0.77701,525,673,0.74554,0.80848
2000,Single-person household,2nd Quintile,A Bit Too Large,0.09995,75,673,0.07728,0.12263
2000,Single-person household,3rd Quintile,A Bit Too Small,0.10349,63,576,0.07860,0.12839
2000,Single-person household,3rd Quintile,Just Right,0.74015,439,576,0.70431,0.77600
2000,Single-person household,3rd Quintile,A Bit Too Large,0.12027,74,576,0.09368,0.14685
2000,Single-person household,4th Quintile,A Bit Too Small,0.11233,59,506,0.08479,0.13987
2000,Single-person household,4th Quintile,Just Right,0.73193,376,506,0.69329,0.77056
2000,Single-person household,4th Quintile,A Bit Too Large,0.11686,71,506,0.08884,0.14487
2000,Single-person household,5th Quintile,A Bit Too Small,0.09680,47,473,0.07012,0.12348
2000,Single-person household,5th Quintile,Just Right,0.68229,343,473,0.64029,0.72430
2000,Single-person household,5th Quintile,A Bit Too Large,0.15756,83,473,0.12469,0.19043
2000,Couple without children,1st Quintile,A Bit Too Small,0.10270,52,481,0.07554,0.12986
2000,Couple without children,1st Quintile,Just Right,0.75839,375,481,0.72010,0.79669
2000,Couple without children,1st Quintile,A Bit Too Large,0.11155,54,481,0.08339,0.13972
2000,Couple without children,2nd Quintile,A Bit Too Small,0.07441,46,665,0.05445,0.09437
2000,Couple without children,2nd Quintile,Just Right,0.81817,557,665,0.78884,0.84751
2000,Couple without children,2nd Quintile,A Bit Too Large,0.09421,62,665,0.07199,0.11643
2000,Couple without children,3rd Quintile,A Bit Too Small,0.08334,63,775,0.06387,0.10282
2000,Couple without children,3rd Quintile,Just Right,0.77038,610,775,0.74075,0.80001
2000,Couple without children,3rd Quintile,A Bit Too Large,0.12442,102,775,0.10117,0.14768
2000,Couple without children,4th Quintile,A Bit Too Small,0.08613,78,905,0.06784,0.10442
2000,Couple without children,4th Quintile,Just Right,0.76899,713,905,0.74151,0.79646
2000,Couple without children,4th Quintile,A Bit Too Large,0.12016,114,905,0.09896,0.14135
2000,Couple without children,5th Quintile,A Bit Too Small,0.10603,108,1051,0.08740,0.12465
2000,Couple without children,5th Quintile,Just Right,0.71318,779,1051,0.68583,0.74054
2000,Couple without children,5th Quintile,A Bit Too Large,0.15566,164,1051,0.13373,0.17759
2000,Single parent,1st Quintile,A Bit Too Small,0.23043,69,292,0.18204,0.27881
2000,Single parent,1st Quintile,Just Right,0.66072,223,292,0.60632,0.71512
2000,Single parent,2nd Quintile,Just Right,0.70088,117,117,0.61756,0.78421
2000,Single parent,3rd Quintile,Just Right,0.73915,85,85,0.64525,0.83305
2000,Single parent,4th Quintile,Just Right,0.71362,75,75,0.61062,0.81662
2000,Single parent,5th Quintile,Just Right,0.68266,39,39,0.53467,0.83065
2000,Couple with children,1st Quintile,Much Too Small,0.05349,45,737,0.03723,0.06974
2000,Couple with children,1st Quintile,A Bit Too Small,0.26362,195,737,0.23179,0.29546
2000,Couple with children,1st Quintile,Just Right,0.66239,497,737,0.62822,0.69655
2000,Couple with children,2nd Quintile,Much Too Small,0.03486,40,1105,0.02404,0.04568
2000,Couple with children,2nd Quintile,A Bit Too Small,0.26649,273,1105,0.24041,0.29257
2000,Couple with children,2nd Quintile,Just Right,0.65895,759,1105,0.63098,0.68691
2000,Couple with children,2nd Quintile,A Bit Too Large,0.03454,33,1105,0.02377,0.04532
2000,Couple with children,3rd Quintile,A Bit Too Small,0.19680,207,1042,0.17264,0.22095
2000,Couple with children,3rd Quintile,Just Right,0.72392,780,1042,0.69677,0.75108
2000,Couple with children,3rd Quintile,A Bit Too Large,0.04703,55,1042,0.03417,0.05989
2000,Couple with children,4th Quintile,A Bit Too Small,0.16600,149,951,0.14234,0.18966
2000,Couple with children,4th Quintile,Just Right,0.73754,739,951,0.70956,0.76552
2000,Couple with children,4th Quintile,A Bit Too Large,0.07190,63,951,0.05548,0.08833
2000,Couple with children,5th Quintile,A Bit Too Small,0.15047,93,713,0.12421,0.17673
2000,Couple with children,5th Quintile,Just Right,0.75147,554,713,0.71972,0.78321
2000,Couple with children,5th Quintile,A Bit Too Large,0.08353,66,713,0.06320,0.10385
2000,Multi-generational household,2nd Quintile,Just Right,0.83953,37,37,0.71962,0.95943
2001,Single-person household,1st Quintile,A Bit Too Small,0.13634,111,802,0.11257,0.16010
2001,Single-person household,1st Quintile,Just Right,0.75505,628,802,0.72527,0.78484
2001,Single-person household,1st Quintile,A Bit Too Large,0.07610,63,802,0.05774,0.09447
2001,Single-person household,2nd Quintile,A Bit Too Small,0.08997,57,592,0.06690,0.11304
2001,Single-person household,2nd Quintile,Just Right,0.78023,461,592,0.74685,0.81362
2001,Single-person household,2nd Quintile,A Bit Too Large,0.11443,74,592,0.08876,0.14009
2001,Single-person household,3rd Quintile,A Bit Too Small,0.11138,58,526,0.08447,0.13830
2001,Single-person household,3rd Quintile,Just Right,0.73946,400,526,0.70191,0.77701
2001,Single-person household,3rd Quintile,A Bit Too Large,0.11208,68,526,0.08510,0.13907
2001,Single-person household,4th Quintile,A Bit Too Small,0.10998,54,480,0.08196,0.13800
2001,Single-person household,4th Quintile,Just Right,0.70951,346,480,0.66885,0.75016
2001,Single-person household,4th Quintile,A Bit Too Large,0.15543,80,480,0.12299,0.18788
2001,Single-person household,5th Quintile,A Bit Too Small,0.12783,52,436,0.09645,0.15921
2001,Single-person household,5th Quintile,Just Right,0.65874,300,436,0.61418,0.70329
2001,Single-person household,5th Quintile,A Bit Too Large,0.16916,84,436,0.13393,0.20439
2001,Couple without children,1st Quintile,A Bit Too Small,0.10419,38,371,0.07306,0.13533
2001,Couple without children,1st Quintile,Just Right,0.79729,333,371,0.75633,0.83826
2001,Couple without children,2nd Quintile,A Bit Too Small,0.07603,45,611,0.05500,0.09707
2001,Couple without children,2nd Quintile,Just Right,0.81745,520,611,0.78680,0.84811
2001,Couple without children,2nd Quintile,A Bit Too Large,0.08571,46,611,0.06349,0.10792
2001,Couple without children,3rd Quintile,A Bit Too Small,0.07814,66,711,0.05840,0.09789
2001,Couple without children,3rd Quintile,Just Right,0.78298,567,711,0.75266,0.81330
2001,Couple without children,3rd Quintile,A Bit Too Large,0.10900,78,711,0.08607,0.13192
2001,Couple without children,4th Quintile,A Bit Too Small,0.10121,91,827,0.08064,0.12177
2001,Couple without children,4th Quintile,Just Right,0.76663,633,827,0.73778,0.79547
2001,Couple without children,4th Quintile,A Bit Too Large,0.11288,103,827,0.09130,0.13446
2001,Couple without children,5th Quintile,A Bit Too Small,0.10676,103,960,0.08721,0.12630
2001,Couple without children,5th Quintile,Just Right,0.69258,691,960,0.66338,0.72178
2001,Couple without children,5th Quintile,A Bit Too Large,0.17584,166,960,0.15174,0.19993
2001,Single parent,1st Quintile,A Bit Too Small,0.23874,70,271,0.18789,0.28960
2001,Single parent,1st Quintile,Just Right,0.66052,201,271,0.60403,0.71700
2001,Single parent,2nd Quintile,Just Right,0.69218,126,126,0.61126,0.77310
2001,Single parent,3rd Quintile,Just Right,0.73757,77,77,0.63866,0.83649
2001,Single parent,4th Quintile,Just Right,0.71440,54,54,0.59279,0.83601
2001,Single parent,5th Quintile,Just Right,0.73276,37,37,0.58821,0.87732
2001,Couple with children,1st Quintile,Much Too Small,0.07003,45,622,0.04996,0.09010
2001,Couple with children,1st Quintile,A Bit Too Small,0.22268,150,622,0.18996,0.25540
2001,Couple with children,1st Quintile,Just Right,0.68186,427,622,0.64522,0.71849
2001,Couple with children,2nd Quintile,Much Too Small,0.03943,33,964,0.02714,0.05173
