year,quintil_oecd_hh,sampreg,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,2nd Quintile,East,A Bit Too Large,0.09911,71,825,0.07871,0.11951
2010,3rd Quintile,West,Much Too Small,0.00831,41,1904,0.00423,0.01239
2010,3rd Quintile,West,A Bit Too Small,0.13392,355,1904,0.11862,0.14922
2010,3rd Quintile,West,Just Right,0.69816,1282,1904,0.67753,0.71878
2010,3rd Quintile,West,A Bit Too Large,0.12762,188,1904,0.11263,0.14261
2010,3rd Quintile,West,Much Too Large,0.03109,38,1904,0.02330,0.03889
2010,3rd Quintile,East,A Bit Too Small,0.14904,96,641,0.12145,0.17663
2010,3rd Quintile,East,Just Right,0.73597,482,641,0.70181,0.77012
2010,3rd Quintile,East,A Bit Too Large,0.10315,63,641,0.07958,0.12671
2010,4th Quintile,West,A Bit Too Small,0.13417,302,1963,0.11909,0.14926
2010,4th Quintile,West,Just Right,0.66832,1359,1963,0.64749,0.68916
2010,4th Quintile,West,A Bit Too Large,0.16303,260,1963,0.14668,0.17937
2010,4th Quintile,West,Much Too Large,0.02387,42,1963,0.01712,0.03062
2010,4th Quintile,East,A Bit Too Small,0.11836,63,453,0.08858,0.14814
2010,4th Quintile,East,Just Right,0.69332,324,453,0.65081,0.73583
2010,4th Quintile,East,A Bit Too Large,0.16216,66,453,0.12818,0.19614
2010,5th Quintile,West,A Bit Too Small,0.10805,262,2369,0.09555,0.12055
2010,5th Quintile,West,Just Right,0.66337,1636,2369,0.64433,0.68240
2010,5th Quintile,West,A Bit Too Large,0.17950,409,2369,0.16404,0.19495
2010,5th Quintile,West,Much Too Large,0.03945,62,2369,0.03161,0.04729
2010,5th Quintile,East,A Bit Too Small,0.15006,31,307,0.11004,0.19007
2010,5th Quintile,East,Just Right,0.61750,220,307,0.56305,0.67195
2010,5th Quintile,East,A Bit Too Large,0.20794,56,307,0.16247,0.25342
2011,1st Quintile,West,Much Too Small,0.02489,131,2587,0.01889,0.03090
2011,1st Quintile,West,A Bit Too Small,0.16921,554,2587,0.15476,0.18366
2011,1st Quintile,West,Just Right,0.72328,1752,2587,0.70604,0.74052
2011,1st Quintile,West,A Bit Too Large,0.07148,150,2587,0.06155,0.08141
2011,1st Quintile,East,Much Too Small,0.02433,46,1089,0.01518,0.03349
2011,1st Quintile,East,A Bit Too Small,0.15609,237,1089,0.13452,0.17765
2011,1st Quintile,East,Just Right,0.75264,759,1089,0.72700,0.77828
2011,1st Quintile,East,A Bit Too Large,0.05157,47,1089,0.03843,0.06471
2011,2nd Quintile,West,Much Too Small,0.01538,87,2425,0.01048,0.02028
2011,2nd Quintile,West,A Bit Too Small,0.12803,457,2425,0.11473,0.14133
2011,2nd Quintile,West,Just Right,0.71908,1666,2425,0.70118,0.73697
2011,2nd Quintile,West,A Bit Too Large,0.11899,215,2425,0.10610,0.13188
2011,2nd Quintile,East,A Bit Too Small,0.10688,149,931,0.08702,0.12673
2011,2nd Quintile,East,Just Right,0.75434,694,931,0.72667,0.78200
2011,2nd Quintile,East,A Bit Too Large,0.11730,88,931,0.09662,0.13798
2011,3rd Quintile,West,Much Too Small,0.01105,58,2432,0.00689,0.01521
2011,3rd Quintile,West,A Bit Too Small,0.12509,407,2432,0.11194,0.13824
2011,3rd Quintile,West,Just Right,0.70902,1678,2432,0.69096,0.72708
2011,3rd Quintile,West,A Bit Too Large,0.12958,249,2432,0.11623,0.14293
2011,3rd Quintile,West,Much Too Large,0.02516,40,2432,0.01894,0.03139
2011,3rd Quintile,East,A Bit Too Small,0.13358,121,769,0.10951,0.15764
2011,3rd Quintile,East,Just Right,0.73210,573,769,0.70078,0.76342
2011,3rd Quintile,East,A Bit Too Large,0.10845,75,769,0.08646,0.13044
2011,4th Quintile,West,Much Too Small,0.00871,34,2526,0.00509,0.01234
2011,4th Quintile,West,A Bit Too Small,0.12162,342,2526,0.10888,0.13437
2011,4th Quintile,West,Just Right,0.67509,1736,2526,0.65682,0.69336
2011,4th Quintile,West,A Bit Too Large,0.16778,361,2526,0.15320,0.18235
2011,4th Quintile,West,Much Too Large,0.02623,53,2526,0.02000,0.03247
2011,4th Quintile,East,A Bit Too Small,0.12687,65,519,0.09821,0.15553
2011,4th Quintile,East,Just Right,0.69804,383,519,0.65850,0.73757
2011,4th Quintile,East,A Bit Too Large,0.15965,71,519,0.12811,0.19120
2011,5th Quintile,West,A Bit Too Small,0.11613,332,2811,0.10429,0.12798
2011,5th Quintile,West,Just Right,0.64137,1865,2811,0.62364,0.65911
2011,5th Quintile,West,A Bit Too Large,0.19645,538,2811,0.18176,0.21114
2011,5th Quintile,West,Much Too Large,0.03489,76,2811,0.02811,0.04168
2011,5th Quintile,East,A Bit Too Small,0.13674,38,356,0.10100,0.17248
2011,5th Quintile,East,Just Right,0.70016,255,356,0.65250,0.74783
2011,5th Quintile,East,A Bit Too Large,0.15731,63,356,0.11944,0.19519
2012,1st Quintile,West,Much Too Small,0.02863,112,2522,0.02212,0.03514
2012,1st Quintile,West,A Bit Too Small,0.15098,535,2522,0.13700,0.16495
2012,1st Quintile,West,Just Right,0.72380,1722,2522,0.70634,0.74125
2012,1st Quintile,West,A Bit Too Large,0.08092,153,2522,0.07028,0.09157
2012,1st Quintile,East,Much Too Small,0.03114,37,1047,0.02062,0.04167
2012,1st Quintile,East,A Bit Too Small,0.14871,205,1047,0.12715,0.17027
2012,1st Quintile,East,Just Right,0.75830,751,1047,0.73236,0.78425
2012,1st Quintile,East,A Bit Too Large,0.05404,54,1047,0.04034,0.06774
2012,2nd Quintile,West,Much Too Small,0.01926,70,2498,0.01387,0.02466
2012,2nd Quintile,West,A Bit Too Small,0.11275,413,2498,0.10035,0.12516
2012,2nd Quintile,West,Just Right,0.73164,1758,2498,0.71426,0.74902
2012,2nd Quintile,West,A Bit Too Large,0.11898,217,2498,0.10628,0.13168
2012,2nd Quintile,West,Much Too Large,0.01737,40,2498,0.01224,0.02249
2012,2nd Quintile,East,A Bit Too Small,0.11992,122,788,0.09722,0.14262
2012,2nd Quintile,East,Just Right,0.75007,597,788,0.71982,0.78032
2012,2nd Quintile,East,A Bit Too Large,0.11747,69,788,0.09498,0.13997
2012,3rd Quintile,West,Much Too Small,0.01868,50,2391,0.01325,0.02410
2012,3rd Quintile,West,A Bit Too Small,0.13745,382,2391,0.12365,0.15126
2012,3rd Quintile,West,Just Right,0.69036,1649,2391,0.67183,0.70890
2012,3rd Quintile,West,A Bit Too Large,0.13121,264,2391,0.11768,0.14475
2012,3rd Quintile,West,Much Too Large,0.02168,46,2391,0.01584,0.02752
2012,3rd Quintile,East,A Bit Too Small,0.14032,117,779,0.11592,0.16473
2012,3rd Quintile,East,Just Right,0.69420,575,779,0.66183,0.72658
2012,3rd Quintile,East,A Bit Too Large,0.12286,87,779,0.09980,0.14593
2012,4th Quintile,West,Much Too Small,0.00756,33,2443,0.00412,0.01100
2012,4th Quintile,West,A Bit Too Small,0.12136,337,2443,0.10840,0.13431
2012,4th Quintile,West,Just Right,0.68069,1660,2443,0.66220,0.69918
2012,4th Quintile,West,A Bit Too Large,0.16388,368,2443,0.14920,0.17856
2012,4th Quintile,West,Much Too Large,0.02525,45,2443,0.01903,0.03147
2012,4th Quintile,East,A Bit Too Small,0.09170,46,570,0.06799,0.11542
2012,4th Quintile,East,Just Right,0.74073,439,570,0.70473,0.77674
2012,4th Quintile,East,A Bit Too Large,0.14901,85,570,0.11975,0.17827
2012,5th Quintile,West,A Bit Too Small,0.08422,251,2689,0.07372,0.09472
2012,5th Quintile,West,Just Right,0.68036,1850,2689,0.66273,0.69799
2012,5th Quintile,West,A Bit Too Large,0.18867,496,2689,0.17388,0.20346
2012,5th Quintile,West,Much Too Large,0.03801,92,2689,0.03078,0.04524
2012,5th Quintile,East,A Bit Too Small,0.11551,45,440,0.08561,0.14541
2012,5th Quintile,East,Just Right,0.70167,315,440,0.65887,0.74447
2012,5th Quintile,East,A Bit Too Large,0.17050,80,440,0.13532,0.20567
2013,1st Quintile,West,Much Too Small,0.03802,200,3148,0.03134,0.04470
2013,1st Quintile,West,A Bit Too Small,0.17587,704,3148,0.16257,0.18918
2013,1st Quintile,West,Just Right,0.70640,2085,3148,0.69049,0.72231
2013,1st Quintile,West,A Bit Too Large,0.06689,159,3148,0.05816,0.07562
2013,1st Quintile,East,Much Too Small,0.02301,34,1066,0.01401,0.03202
2013,1st Quintile,East,A Bit Too Small,0.14617,212,1066,0.12495,0.16738
2013,1st Quintile,East,Just Right,0.77657,770,1066,0.75156,0.80159
2013,1st Quintile,East,A Bit Too Large,0.05043,50,1066,0.03729,0.06357
2013,2nd Quintile,West,Much Too Small,0.02113,94,2880,0.01588,0.02639
2013,2nd Quintile,West,A Bit Too Small,0.12017,523,2880,0.10829,0.13204
2013,2nd Quintile,West,Just Right,0.73829,2054,2880,0.72223,0.75435
2013,2nd Quintile,West,A Bit Too Large,0.10648,209,2880,0.09521,0.11775
2013,2nd Quintile,East,A Bit Too Small,0.14231,153,928,0.11982,0.16480
2013,2nd Quintile,East,Just Right,0.73570,696,928,0.70732,0.76409
2013,2nd Quintile,East,A Bit Too Large,0.09829,79,928,0.07913,0.11746
2013,3rd Quintile,West,Much Too Small,0.01545,75,2649,0.01075,0.02015
2013,3rd Quintile,West,A Bit Too Small,0.11752,413,2649,0.10525,0.12978
2013,3rd Quintile,West,Just Right,0.68869,1806,2649,0.67106,0.70633
2013,3rd Quintile,West,A Bit Too Large,0.14985,311,2649,0.13626,0.16345
2013,3rd Quintile,West,Much Too Large,0.02839,44,2649,0.02206,0.03471
2013,3rd Quintile,East,A Bit Too Small,0.10739,86,713,0.08464,0.13013
2013,3rd Quintile,East,Just Right,0.71803,541,713,0.68497,0.75108
2013,3rd Quintile,East,A Bit Too Large,0.14264,86,713,0.11695,0.16832
2013,4th Quintile,West,A Bit Too Small,0.10742,377,2563,0.09543,0.11942
2013,4th Quintile,West,Just Right,0.70208,1797,2563,0.68437,0.71979
2013,4th Quintile,West,A Bit Too Large,0.16196,349,2563,0.14769,0.17622
2013,4th Quintile,West,Much Too Large,0.02144,40,2563,0.01583,0.02705
2013,4th Quintile,East,A Bit Too Small,0.12812,62,518,0.09931,0.15693
2013,4th Quintile,East,Just Right,0.73168,384,518,0.69348,0.76987
2013,4th Quintile,East,A Bit Too Large,0.13001,72,518,0.10102,0.15900
2013,5th Quintile,West,A Bit Too Small,0.08813,286,2871,0.07776,0.09850
2013,5th Quintile,West,Just Right,0.66134,1960,2871,0.64403,0.67866
2013,5th Quintile,West,A Bit Too Large,0.19732,524,2871,0.18276,0.21188
2013,5th Quintile,West,Much Too Large,0.04539,101,2871,0.03778,0.05301
2013,5th Quintile,East,A Bit Too Small,0.07492,32,358,0.04761,0.10223
2013,5th Quintile,East,Just Right,0.75297,267,358,0.70823,0.79771
2013,5th Quintile,East,A Bit Too Large,0.15075,59,358,0.11364,0.18787
2014,1st Quintile,West,Much Too Small,0.03542,149,2546,0.02824,0.04260
2014,1st Quintile,West,A Bit Too Small,0.15773,527,2546,0.14357,0.17189
2014,1st Quintile,West,Just Right,0.71718,1723,2546,0.69968,0.73468
2014,1st Quintile,West,A Bit Too Large,0.08209,147,2546,0.07143,0.09276
2014,1st Quintile,East,Much Too Small,0.04385,40,888,0.03037,0.05733
2014,1st Quintile,East,A Bit Too Small,0.15478,163,888,0.13098,0.17858
2014,1st Quintile,East,Just Right,0.74136,642,888,0.71254,0.77018
2014,1st Quintile,East,A Bit Too Large,0.05070,43,888,0.03627,0.06514
2014,2nd Quintile,West,Much Too Small,0.02022,89,2426,0.01461,0.02582
2014,2nd Quintile,West,A Bit Too Small,0.13572,436,2426,0.12209,0.14935
2014,2nd Quintile,West,Just Right,0.70304,1685,2426,0.68485,0.72123
2014,2nd Quintile,West,A Bit Too Large,0.12042,216,2426,0.10746,0.13337
2014,2nd Quintile,East,A Bit Too Small,0.13484,125,829,0.11157,0.15810
2014,2nd Quintile,East,Just Right,0.72557,626,829,0.69517,0.75596
2014,2nd Quintile,East,A Bit Too Large,0.10578,78,829,0.08483,0.12673
2014,3rd Quintile,West,Much Too Small,0.01180,49,2378,0.00746,0.01615
2014,3rd Quintile,West,A Bit Too Small,0.11331,363,2378,0.10057,0.12605
2014,3rd Quintile,West,Just Right,0.66936,1614,2378,0.65044,0.68827
2014,3rd Quintile,West,A Bit Too Large,0.17237,307,2378,0.15719,0.18755
2014,3rd Quintile,West,Much Too Large,0.03312,45,2378,0.02592,0.04031
2014,3rd Quintile,East,A Bit Too Small,0.14553,113,712,0.11961,0.17145
2014,3rd Quintile,East,Just Right,0.72041,520,712,0.68742,0.75340
2014,3rd Quintile,East,A Bit Too Large,0.11865,79,712,0.09488,0.14242
2014,4th Quintile,West,Much Too Small,0.01371,32,2395,0.00905,0.01836
2014,4th Quintile,West,A Bit Too Small,0.11472,321,2395,0.10195,0.12749
2014,4th Quintile,West,Just Right,0.67527,1646,2395,0.65651,0.69402
2014,4th Quintile,West,A Bit Too Large,0.16813,346,2395,0.15315,0.18311
2014,4th Quintile,West,Much Too Large,0.02718,50,2395,0.02067,0.03370
2014,4th Quintile,East,A Bit Too Small,0.10804,63,518,0.08128,0.13480
2014,4th Quintile,East,Just Right,0.72364,382,518,0.68509,0.76219
2014,4th Quintile,East,A Bit Too Large,0.15923,73,518,0.12769,0.19078
2014,5th Quintile,West,A Bit Too Small,0.09183,290,2627,0.08078,0.10287
2014,5th Quintile,West,Just Right,0.66538,1760,2627,0.64733,0.68343
2014,5th Quintile,West,A Bit Too Large,0.19219,485,2627,0.17711,0.20726
2014,5th Quintile,West,Much Too Large,0.04346,92,2627,0.03566,0.05126
2014,5th Quintile,East,A Bit Too Small,0.10986,38,356,0.07733,0.14239
2014,5th Quintile,East,Just Right,0.70207,245,356,0.65449,0.74964
2014,5th Quintile,East,A Bit Too Large,0.16391,73,356,0.12540,0.20242
2015,1st Quintile,West,Much Too Small,0.03916,172,2648,0.03177,0.04655
2015,1st Quintile,West,A Bit Too Small,0.14539,544,2648,0.13196,0.15882
2015,1st Quintile,West,Just Right,0.72097,1773,2648,0.70388,0.73806
2015,1st Quintile,West,A Bit Too Large,0.08028,159,2648,0.06993,0.09063
2015,1st Quintile,East,Much Too Small,0.03392,43,872,0.02190,0.04594
2015,1st Quintile,East,A Bit Too Small,0.14843,163,872,0.12482,0.17204
2015,1st Quintile,East,Just Right,0.75442,626,872,0.72583,0.78301
2015,1st Quintile,East,A Bit Too Large,0.05841,40,872,0.04283,0.07398
2015,2nd Quintile,West,Much Too Small,0.01940,90,2461,0.01395,0.02485
2015,2nd Quintile,West,A Bit Too Small,0.12655,440,2461,0.11341,0.13969
2015,2nd Quintile,West,Just Right,0.69331,1683,2461,0.67509,0.71153
2015,2nd Quintile,West,A Bit Too Large,0.13942,217,2461,0.12573,0.15311
2015,2nd Quintile,West,Much Too Large,0.02133,31,2461,0.01562,0.02704
2015,2nd Quintile,East,A Bit Too Small,0.10631,126,893,0.08609,0.12654
2015,2nd Quintile,East,Just Right,0.77078,689,893,0.74319,0.79836
2015,2nd Quintile,East,A Bit Too Large,0.09931,78,893,0.07969,0.11894
2015,3rd Quintile,West,Much Too Small,0.01186,46,2372,0.00750,0.01622
2015,3rd Quintile,West,A Bit Too Small,0.09609,353,2372,0.08423,0.10796
2015,3rd Quintile,West,Just Right,0.71574,1669,2372,0.69758,0.73389
2015,3rd Quintile,West,A Bit Too Large,0.14621,268,2372,0.13199,0.16043
2015,3rd Quintile,West,Much Too Large,0.02799,36,2372,0.02135,0.03463
2015,3rd Quintile,East,A Bit Too Small,0.12940,83,623,0.10302,0.15578
2015,3rd Quintile,East,Just Right,0.72584,469,623,0.69079,0.76090
2015,3rd Quintile,East,A Bit Too Large,0.11688,71,623,0.09163,0.14213
2015,4th Quintile,West,Much Too Small,0.01124,31,2335,0.00696,0.01552
2015,4th Quintile,West,A Bit Too Small,0.11085,307,2335,0.09811,0.12358
2015,4th Quintile,West,Just Right,0.67877,1628,2335,0.65982,0.69771
2015,4th Quintile,West,A Bit Too Large,0.17207,324,2335,0.15675,0.18738
2015,4th Quintile,West,Much Too Large,0.02312,45,2335,0.01703,0.02922
2015,4th Quintile,East,A Bit Too Small,0.11243,57,485,0.08429,0.14058
2015,4th Quintile,East,Just Right,0.72240,361,485,0.68251,0.76230
2015,4th Quintile,East,A Bit Too Large,0.14897,67,485,0.11725,0.18070
2015,5th Quintile,West,A Bit Too Small,0.09124,255,2610,0.08019,0.10229
2015,5th Quintile,West,Just Right,0.66298,1784,2610,0.64484,0.68111
2015,5th Quintile,West,A Bit Too Large,0.19262,480,2610,0.17749,0.20775
2015,5th Quintile,West,Much Too Large,0.04558,91,2610,0.03757,0.05358
2015,5th Quintile,East,A Bit Too Small,0.09632,33,333,0.06459,0.12806
2015,5th Quintile,East,Just Right,0.72739,239,333,0.67949,0.77529
2015,5th Quintile,East,A Bit Too Large,0.15114,61,333,0.11261,0.18967
2016,1st Quintile,West,Much Too Small,0.03469,399,3970,0.02900,0.04039
2016,1st Quintile,West,A Bit Too Small,0.15609,852,3970,0.14480,0.16739
2016,1st Quintile,West,Just Right,0.71729,2570,3970,0.70328,0.73130
2016,1st Quintile,West,A Bit Too Large,0.08153,149,3970,0.07302,0.09004
2016,1st Quintile,East,Much Too Small,0.03664,112,1201,0.02601,0.04727
2016,1st Quintile,East,A Bit Too Small,0.16712,256,1201,0.14601,0.18823
2016,1st Quintile,East,Just Right,0.73324,784,1201,0.70821,0.75826
2016,1st Quintile,East,A Bit Too Large,0.04370,49,1201,0.03214,0.05527
2016,2nd Quintile,West,Much Too Small,0.01748,76,2214,0.01202,0.02294
2016,2nd Quintile,West,A Bit Too Small,0.10501,354,2214,0.09223,0.11778
2016,2nd Quintile,West,Just Right,0.74266,1595,2214,0.72445,0.76088
2016,2nd Quintile,West,A Bit Too Large,0.11628,189,2214,0.10293,0.12964
2016,2nd Quintile,East,A Bit Too Small,0.11158,105,784,0.08953,0.13364
2016,2nd Quintile,East,Just Right,0.75569,607,784,0.72559,0.78578
2016,2nd Quintile,East,A Bit Too Large,0.11785,72,784,0.09526,0.14043
2016,3rd Quintile,West,A Bit Too Small,0.10033,283,2039,0.08728,0.11337
2016,3rd Quintile,West,Just Right,0.70527,1494,2039,0.68548,0.72507
2016,3rd Quintile,West,A Bit Too Large,0.14384,220,2039,0.12860,0.15908
2016,3rd Quintile,West,Much Too Large,0.03755,42,2039,0.02930,0.04580
2016,3rd Quintile,East,A Bit Too Small,0.16383,90,651,0.13538,0.19228
2016,3rd Quintile,East,Just Right,0.70446,490,651,0.66938,0.73954
2016,3rd Quintile,East,A Bit Too Large,0.11358,71,651,0.08919,0.13798
2016,4th Quintile,West,A Bit Too Small,0.11835,272,2176,0.10478,0.13193
2016,4th Quintile,West,Just Right,0.67977,1547,2176,0.66016,0.69937
2016,4th Quintile,West,A Bit Too Large,0.16871,319,2176,0.15297,0.18445
2016,4th Quintile,West,Much Too Large,0.02056,38,2176,0.01460,0.02652
2016,4th Quintile,East,A Bit Too Small,0.11886,64,449,0.08889,0.14883
2016,4th Quintile,East,Just Right,0.70726,322,449,0.66513,0.74940
2016,4th Quintile,East,A Bit Too Large,0.15953,63,449,0.12562,0.19344
2016,5th Quintile,West,A Bit Too Small,0.09312,240,2409,0.08152,0.10473
2016,5th Quintile,West,Just Right,0.63981,1601,2409,0.62063,0.65898
2016,5th Quintile,West,A Bit Too Large,0.21191,480,2409,0.19559,0.22824
2016,5th Quintile,West,Much Too Large,0.04593,88,2409,0.03757,0.05429
2016,5th Quintile,East,A Bit Too Small,0.09581,38,314,0.06320,0.12842
2016,5th Quintile,East,Just Right,0.68353,206,314,0.63200,0.73506
2016,5th Quintile,East,A Bit Too Large,0.20021,70,314,0.15588,0.24454
2017,1st Quintile,West,Much Too Small,0.05206,479,4401,0.04549,0.05862
2017,1st Quintile,West,A Bit Too Small,0.14066,922,4401,0.13039,0.15094
2017,1st Quintile,West,Just Right,0.72828,2832,4401,0.71514,0.74143
2017,1st Quintile,West,A Bit Too Large,0.06104,168,4401,0.05397,0.06812
2017,1st Quintile,East,Much Too Small,0.03031,79,1217,0.02068,0.03995
2017,1st Quintile,East,A Bit Too Small,0.15000,243,1217,0.12993,0.17007
2017,1st Quintile,East,Just Right,0.76577,852,1217,0.74197,0.78958
2017,1st Quintile,East,A Bit Too Large,0.04358,43,1217,0.03210,0.05505
2017,2nd Quintile,West,Much Too Small,0.01663,73,2395,0.01150,0.02175
2017,2nd Quintile,West,A Bit Too Small,0.11750,374,2395,0.10460,0.13040
2017,2nd Quintile,West,Just Right,0.72383,1712,2395,0.70592,0.74174
2017,2nd Quintile,West,A Bit Too Large,0.11498,201,2395,0.10220,0.12776
2017,2nd Quintile,West,Much Too Large,0.02298,35,2395,0.01698,0.02898
2017,2nd Quintile,East,A Bit Too Small,0.13560,141,896,0.11317,0.15803
2017,2nd Quintile,East,Just Right,0.75263,683,896,0.72436,0.78090
2017,2nd Quintile,East,A Bit Too Large,0.08840,72,896,0.06980,0.10699
2017,3rd Quintile,West,Much Too Small,0.00801,31,2378,0.00443,0.01160
2017,3rd Quintile,West,A Bit Too Small,0.08868,316,2378,0.07725,0.10011
2017,3rd Quintile,West,Just Right,0.72655,1709,2378,0.70864,0.74447
2017,3rd Quintile,West,A Bit Too Large,0.14235,277,2378,0.12830,0.15640
2017,3rd Quintile,West,Much Too Large,0.03197,45,2378,0.02489,0.03904
2017,3rd Quintile,East,A Bit Too Small,0.09063,78,704,0.06941,0.11186
2017,3rd Quintile,East,Just Right,0.74778,533,704,0.71568,0.77988
2017,3rd Quintile,East,A Bit Too Large,0.13798,93,704,0.11249,0.16348
2017,4th Quintile,West,Much Too Small,0.01142,34,2511,0.00727,0.01558
2017,4th Quintile,West,A Bit Too Small,0.10583,300,2511,0.09379,0.11786
2017,4th Quintile,West,Just Right,0.69079,1756,2511,0.67271,0.70887
2017,4th Quintile,West,A Bit Too Large,0.16079,368,2511,0.14642,0.17516
2017,4th Quintile,West,Much Too Large,0.02800,53,2511,0.02154,0.03445
2017,4th Quintile,East,A Bit Too Small,0.13444,61,515,0.10495,0.16393
2017,4th Quintile,East,Just Right,0.68779,381,515,0.64772,0.72785
2017,4th Quintile,East,A Bit Too Large,0.14958,73,515,0.11875,0.18042
2017,5th Quintile,West,A Bit Too Small,0.08418,251,2692,0.07369,0.09467
2017,5th Quintile,West,Just Right,0.64520,1805,2692,0.62713,0.66328
2017,5th Quintile,West,A Bit Too Large,0.22159,547,2692,0.20590,0.23728
2017,5th Quintile,West,Much Too Large,0.04183,89,2692,0.03426,0.04939
2017,5th Quintile,East,A Bit Too Small,0.10438,47,362,0.07284,0.13592
2017,5th Quintile,East,Just Right,0.68647,243,362,0.63862,0.73433
2017,5th Quintile,East,A Bit Too Large,0.16687,72,362,0.12841,0.20534
2018,1st Quintile,West,Much Too Small,0.05015,411,4086,0.04346,0.05684
2018,1st Quintile,West,A Bit Too Small,0.16208,907,4086,0.15078,0.17338
2018,1st Quintile,West,Just Right,0.70974,2582,4086,0.69582,0.72366
2018,1st Quintile,West,A Bit Too Large,0.06664,186,4086,0.05899,0.07429
2018,1st Quintile,East,Much Too Small,0.03329,70,1247,0.02333,0.04325
2018,1st Quintile,East,A Bit Too Small,0.14794,239,1247,0.12823,0.16765
2018,1st Quintile,East,Just Right,0.77319,888,1247,0.74993,0.79644
2018,1st Quintile,East,A Bit Too Large,0.04341,50,1247,0.03209,0.05472
2018,2nd Quintile,West,Much Too Small,0.01402,82,2457,0.00937,0.01867
2018,2nd Quintile,West,A Bit Too Small,0.10450,384,2457,0.09241,0.11660
2018,2nd Quintile,West,Just Right,0.75183,1782,2457,0.73474,0.76891
2018,2nd Quintile,West,A Bit Too Large,0.11014,209,2457,0.09775,0.12252
2018,2nd Quintile,East,A Bit Too Small,0.12119,142,945,0.10037,0.14201
2018,2nd Quintile,East,Just Right,0.75876,727,945,0.73147,0.78605
2018,2nd Quintile,East,A Bit Too Large,0.10506,76,945,0.08550,0.12462
2018,3rd Quintile,West,Much Too Small,0.01196,48,2307,0.00752,0.01640
2018,3rd Quintile,West,A Bit Too Small,0.08845,287,2307,0.07686,0.10004
2018,3rd Quintile,West,Just Right,0.70141,1644,2307,0.68273,0.72009
2018,3rd Quintile,West,A Bit Too Large,0.16317,293,2307,0.14809,0.17826
2018,3rd Quintile,West,Much Too Large,0.02693,35,2307,0.02032,0.03354
2018,3rd Quintile,East,A Bit Too Small,0.11978,78,667,0.09512,0.14444
2018,3rd Quintile,East,Just Right,0.72597,514,667,0.69210,0.75985
2018,3rd Quintile,East,A Bit Too Large,0.12970,75,667,0.10418,0.15522
2018,4th Quintile,West,A Bit Too Small,0.11383,295,2371,0.10105,0.12662
2018,4th Quintile,West,Just Right,0.67044,1647,2371,0.65151,0.68936
2018,4th Quintile,West,A Bit Too Large,0.17802,382,2371,0.16262,0.19342
2018,4th Quintile,West,Much Too Large,0.02405,47,2371,0.01788,0.03022
2018,4th Quintile,East,A Bit Too Small,0.07048,46,488,0.04774,0.09321
2018,4th Quintile,East,Just Right,0.75207,372,488,0.71372,0.79042
2018,4th Quintile,East,A Bit Too Large,0.15847,70,488,0.12604,0.19090
2018,5th Quintile,West,A Bit Too Small,0.08348,256,2630,0.07291,0.09406
2018,5th Quintile,West,Just Right,0.65884,1770,2630,0.64072,0.67696
2018,5th Quintile,West,A Bit Too Large,0.21398,520,2630,0.19830,0.22965
2018,5th Quintile,West,Much Too Large,0.03736,84,2630,0.03011,0.04461
2018,5th Quintile,East,A Bit Too Small,0.08130,38,349,0.05258,0.11001
2018,5th Quintile,East,Just Right,0.74468,253,349,0.69886,0.79049
2018,5th Quintile,East,A Bit Too Large,0.14909,58,349,0.11167,0.18651
2019,1st Quintile,West,Much Too Small,0.04008,395,3894,0.03392,0.04625
2019,1st Quintile,West,A Bit Too Small,0.14048,797,3894,0.12957,0.15140
2019,1st Quintile,West,Just Right,0.74559,2551,3894,0.73191,0.75927
2019,1st Quintile,West,A Bit Too Large,0.06425,151,3894,0.05654,0.07195
2019,1st Quintile,East,Much Too Small,0.02488,57,1109,0.01570,0.03405
2019,1st Quintile,East,A Bit Too Small,0.16157,226,1109,0.13990,0.18324
2019,1st Quintile,East,Just Right,0.75371,768,1109,0.72834,0.77908
2019,1st Quintile,East,A Bit Too Large,0.05914,58,1109,0.04525,0.07303
2019,2nd Quintile,West,Much Too Small,0.01908,73,2267,0.01344,0.02471
2019,2nd Quintile,West,A Bit Too Small,0.12214,323,2267,0.10866,0.13563
2019,2nd Quintile,West,Just Right,0.72943,1660,2267,0.71114,0.74772
2019,2nd Quintile,West,A Bit Too Large,0.11537,211,2267,0.10221,0.12852
2019,2nd Quintile,East,A Bit Too Small,0.11543,119,828,0.09365,0.13721
2019,2nd Quintile,East,Just Right,0.73982,628,828,0.70992,0.76972
2019,2nd Quintile,East,A Bit Too Large,0.12203,81,828,0.09972,0.14434
2019,3rd Quintile,West,A Bit Too Small,0.10830,294,2162,0.09520,0.12141
2019,3rd Quintile,West,Just Right,0.69235,1535,2162,0.67289,0.71181
2019,3rd Quintile,West,A Bit Too Large,0.15290,285,2162,0.13773,0.16807
2019,3rd Quintile,West,Much Too Large,0.03359,48,2162,0.02599,0.04119
2019,3rd Quintile,East,A Bit Too Small,0.10572,84,681,0.08261,0.12883
2019,3rd Quintile,East,Just Right,0.75969,513,681,0.72758,0.79181
2019,3rd Quintile,East,A Bit Too Large,0.12460,84,681,0.09978,0.14942
2019,4th Quintile,West,A Bit Too Small,0.09796,254,2347,0.08593,0.10999
2019,4th Quintile,West,Just Right,0.68127,1665,2347,0.66241,0.70012
