year,quintil_oecd_hh,regtyp,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,2nd Quintile,Urban regions,A Bit Too Large,0.07357,55,834,0.05584,0.09130
1997,2nd Quintile,Rural regions,A Bit Too Small,0.14924,91,526,0.11876,0.17972
1997,2nd Quintile,Rural regions,Just Right,0.72128,396,526,0.68293,0.75963
1997,2nd Quintile,Rural regions,A Bit Too Large,0.09242,39,526,0.06765,0.11720
1997,3rd Quintile,Urban regions,A Bit Too Small,0.13091,136,843,0.10812,0.15369
1997,3rd Quintile,Urban regions,Just Right,0.75487,645,843,0.72582,0.78393
1997,3rd Quintile,Urban regions,A Bit Too Large,0.08550,62,843,0.06661,0.10439
1997,3rd Quintile,Rural regions,A Bit Too Small,0.15678,80,505,0.12504,0.18852
1997,3rd Quintile,Rural regions,Just Right,0.69403,378,505,0.65380,0.73426
1997,3rd Quintile,Rural regions,A Bit Too Large,0.13752,47,505,0.10746,0.16759
1997,4th Quintile,Urban regions,A Bit Too Small,0.16687,155,873,0.14212,0.19161
1997,4th Quintile,Urban regions,Just Right,0.71082,644,873,0.68073,0.74091
1997,4th Quintile,Urban regions,A Bit Too Large,0.08622,74,873,0.06759,0.10485
1997,4th Quintile,Rural regions,A Bit Too Small,0.15147,62,379,0.11532,0.18761
1997,4th Quintile,Rural regions,Just Right,0.69534,276,379,0.64894,0.74174
1997,4th Quintile,Rural regions,A Bit Too Large,0.12973,41,379,0.09586,0.16361
1997,5th Quintile,Urban regions,A Bit Too Small,0.14349,127,801,0.11920,0.16778
1997,5th Quintile,Urban regions,Just Right,0.68562,588,801,0.65344,0.71779
1997,5th Quintile,Urban regions,A Bit Too Large,0.13821,86,801,0.11429,0.16212
1997,5th Quintile,Rural regions,Just Right,0.68485,198,242,0.62619,0.74350
1997,5th Quintile,Rural regions,A Bit Too Large,0.20523,44,242,0.15424,0.25622
1998,1st Quintile,Urban regions,Much Too Small,0.04746,65,955,0.03397,0.06096
1998,1st Quintile,Urban regions,A Bit Too Small,0.21626,218,955,0.19014,0.24239
1998,1st Quintile,Urban regions,Just Right,0.64335,633,955,0.61296,0.67375
1998,1st Quintile,Urban regions,A Bit Too Large,0.05153,39,955,0.03751,0.06556
1998,1st Quintile,Rural regions,A Bit Too Small,0.12860,69,480,0.09862,0.15858
1998,1st Quintile,Rural regions,Just Right,0.75067,380,480,0.71192,0.78941
1998,1st Quintile,Rural regions,A Bit Too Large,0.06583,31,480,0.04363,0.08804
1998,2nd Quintile,Urban regions,Much Too Small,0.03724,36,944,0.02515,0.04932
1998,2nd Quintile,Urban regions,A Bit Too Small,0.15369,182,944,0.13067,0.17671
1998,2nd Quintile,Urban regions,Just Right,0.67474,643,944,0.64484,0.70464
1998,2nd Quintile,Urban regions,A Bit Too Large,0.08933,83,944,0.07112,0.10753
1998,2nd Quintile,Rural regions,A Bit Too Small,0.14546,91,574,0.11659,0.17432
1998,2nd Quintile,Rural regions,Just Right,0.72930,440,574,0.69292,0.76568
1998,2nd Quintile,Rural regions,A Bit Too Large,0.09295,43,574,0.06918,0.11673
1998,3rd Quintile,Urban regions,A Bit Too Small,0.14123,152,917,0.11868,0.16379
1998,3rd Quintile,Urban regions,Just Right,0.71761,684,917,0.68845,0.74676
1998,3rd Quintile,Urban regions,A Bit Too Large,0.09413,81,917,0.07522,0.11304
1998,3rd Quintile,Rural regions,A Bit Too Small,0.12333,79,551,0.09585,0.15081
1998,3rd Quintile,Rural regions,Just Right,0.71139,411,551,0.67352,0.74926
1998,3rd Quintile,Rural regions,A Bit Too Large,0.13598,61,551,0.10733,0.16463
1998,4th Quintile,Urban regions,A Bit Too Small,0.13619,146,959,0.11447,0.15791
1998,4th Quintile,Urban regions,Just Right,0.72695,722,959,0.69874,0.75517
1998,4th Quintile,Urban regions,A Bit Too Large,0.10314,91,959,0.08388,0.12240
1998,4th Quintile,Rural regions,A Bit Too Small,0.10723,60,482,0.07958,0.13488
1998,4th Quintile,Rural regions,Just Right,0.69885,357,482,0.65785,0.73985
1998,4th Quintile,Rural regions,A Bit Too Large,0.15189,65,482,0.11981,0.18396
1998,5th Quintile,Urban regions,A Bit Too Small,0.13097,135,941,0.10940,0.15254
1998,5th Quintile,Urban regions,Just Right,0.67984,681,941,0.65002,0.70967
1998,5th Quintile,Urban regions,A Bit Too Large,0.14730,125,941,0.12465,0.16996
1998,5th Quintile,Rural regions,Just Right,0.71074,240,293,0.65873,0.76274
1998,5th Quintile,Rural regions,A Bit Too Large,0.21136,53,293,0.16453,0.25819
1999,1st Quintile,Urban regions,Much Too Small,0.04012,50,958,0.02769,0.05256
1999,1st Quintile,Urban regions,A Bit Too Small,0.17373,170,958,0.14973,0.19774
1999,1st Quintile,Urban regions,Just Right,0.72743,691,958,0.69922,0.75564
1999,1st Quintile,Urban regions,A Bit Too Large,0.05097,47,958,0.03704,0.06491
1999,1st Quintile,Rural regions,A Bit Too Small,0.14023,86,500,0.10976,0.17069
1999,1st Quintile,Rural regions,Just Right,0.77192,414,500,0.73510,0.80873
1999,2nd Quintile,Urban regions,A Bit Too Small,0.18858,191,886,0.16280,0.21435
1999,2nd Quintile,Urban regions,Just Right,0.68848,631,886,0.65797,0.71899
1999,2nd Quintile,Urban regions,A Bit Too Large,0.08306,64,886,0.06488,0.10124
1999,2nd Quintile,Rural regions,A Bit Too Small,0.14647,90,587,0.11784,0.17510
1999,2nd Quintile,Rural regions,Just Right,0.76293,454,587,0.72849,0.79736
1999,2nd Quintile,Rural regions,A Bit Too Large,0.07759,43,587,0.05593,0.09925
1999,3rd Quintile,Urban regions,A Bit Too Small,0.14048,154,901,0.11778,0.16318
1999,3rd Quintile,Urban regions,Just Right,0.76348,685,901,0.73572,0.79124
1999,3rd Quintile,Urban regions,A Bit Too Large,0.07072,62,901,0.05397,0.08747
1999,3rd Quintile,Rural regions,A Bit Too Small,0.11862,71,551,0.09159,0.14564
1999,3rd Quintile,Rural regions,Just Right,0.74470,427,551,0.70826,0.78114
1999,3rd Quintile,Rural regions,A Bit Too Large,0.11898,53,551,0.09192,0.14604
1999,4th Quintile,Urban regions,A Bit Too Small,0.15992,158,945,0.13654,0.18330
1999,4th Quintile,Urban regions,Just Right,0.72990,713,945,0.70158,0.75822
1999,4th Quintile,Urban regions,A Bit Too Large,0.09327,74,945,0.07472,0.11182
1999,4th Quintile,Rural regions,A Bit Too Small,0.11454,56,413,0.08379,0.14529
1999,4th Quintile,Rural regions,Just Right,0.70722,301,413,0.66328,0.75116
1999,4th Quintile,Rural regions,A Bit Too Large,0.16314,56,413,0.12747,0.19882
1999,5th Quintile,Urban regions,A Bit Too Small,0.12188,114,905,0.10055,0.14320
1999,5th Quintile,Urban regions,Just Right,0.68760,659,905,0.65738,0.71781
1999,5th Quintile,Urban regions,A Bit Too Large,0.16241,132,905,0.13837,0.18645
1999,5th Quintile,Rural regions,Just Right,0.72972,221,271,0.67675,0.78270
1999,5th Quintile,Rural regions,A Bit Too Large,0.16031,50,271,0.11654,0.20407
2000,1st Quintile,Urban regions,Much Too Small,0.03525,70,1589,0.02618,0.04433
2000,1st Quintile,Urban regions,A Bit Too Small,0.19169,316,1589,0.17233,0.21105
2000,1st Quintile,Urban regions,Just Right,0.69560,1125,1589,0.67297,0.71824
2000,1st Quintile,Urban regions,A Bit Too Large,0.05517,78,1589,0.04394,0.06639
2000,1st Quintile,Rural regions,A Bit Too Small,0.12367,129,913,0.10231,0.14504
2000,1st Quintile,Rural regions,Just Right,0.78885,726,913,0.76237,0.81534
2000,1st Quintile,Rural regions,A Bit Too Large,0.06186,58,913,0.04623,0.07750
2000,2nd Quintile,Urban regions,Much Too Small,0.02153,40,1657,0.01454,0.02852
2000,2nd Quintile,Urban regions,A Bit Too Small,0.16996,303,1657,0.15187,0.18805
2000,2nd Quintile,Urban regions,Just Right,0.72531,1206,1657,0.70381,0.74681
2000,2nd Quintile,Urban regions,A Bit Too Large,0.07449,108,1657,0.06184,0.08713
2000,2nd Quintile,Rural regions,A Bit Too Small,0.12103,131,1017,0.10098,0.14109
2000,2nd Quintile,Rural regions,Just Right,0.78360,814,1017,0.75828,0.80892
2000,2nd Quintile,Rural regions,A Bit Too Large,0.07573,72,1017,0.05946,0.09200
2000,3rd Quintile,Urban regions,A Bit Too Small,0.14519,256,1601,0.12793,0.16246
2000,3rd Quintile,Urban regions,Just Right,0.75609,1227,1601,0.73505,0.77713
2000,3rd Quintile,Urban regions,A Bit Too Large,0.07043,118,1601,0.05790,0.08297
2000,3rd Quintile,Rural regions,A Bit Too Small,0.09642,105,977,0.07790,0.11494
2000,3rd Quintile,Rural regions,Just Right,0.72511,744,977,0.69710,0.75312
2000,3rd Quintile,Rural regions,A Bit Too Large,0.14165,128,977,0.11978,0.16353
2000,4th Quintile,Urban regions,A Bit Too Small,0.12479,220,1758,0.10934,0.14024
2000,4th Quintile,Urban regions,Just Right,0.75361,1375,1758,0.73346,0.77376
2000,4th Quintile,Urban regions,A Bit Too Large,0.09257,163,1758,0.07901,0.10612
2000,4th Quintile,Rural regions,A Bit Too Small,0.10563,87,773,0.08395,0.12732
2000,4th Quintile,Rural regions,Just Right,0.72154,582,773,0.68992,0.75316
2000,4th Quintile,Rural regions,A Bit Too Large,0.13681,104,773,0.11257,0.16105
2000,5th Quintile,Urban regions,A Bit Too Small,0.11910,209,1792,0.10410,0.13410
2000,5th Quintile,Urban regions,Just Right,0.71166,1337,1792,0.69069,0.73264
2000,5th Quintile,Urban regions,A Bit Too Large,0.13382,246,1792,0.11805,0.14959
2000,5th Quintile,Rural regions,A Bit Too Small,0.08839,49,561,0.06488,0.11190
2000,5th Quintile,Rural regions,Just Right,0.72269,422,561,0.68562,0.75977
2000,5th Quintile,Rural regions,A Bit Too Large,0.16279,90,561,0.13221,0.19336
2001,1st Quintile,Urban regions,Much Too Small,0.03772,64,1421,0.02781,0.04763
2001,1st Quintile,Urban regions,A Bit Too Small,0.18574,279,1421,0.16551,0.20597
2001,1st Quintile,Urban regions,Just Right,0.70677,999,1421,0.68309,0.73045
2001,1st Quintile,Urban regions,A Bit Too Large,0.06033,79,1421,0.04794,0.07271
2001,1st Quintile,Rural regions,A Bit Too Small,0.11300,103,774,0.09068,0.13532
2001,1st Quintile,Rural regions,Just Right,0.79613,628,774,0.76773,0.82454
2001,1st Quintile,Rural regions,A Bit Too Large,0.06198,43,774,0.04498,0.07898
2001,2nd Quintile,Urban regions,Much Too Small,0.02901,41,1489,0.02048,0.03754
2001,2nd Quintile,Urban regions,A Bit Too Small,0.15351,246,1489,0.13519,0.17182
2001,2nd Quintile,Urban regions,Just Right,0.73841,1111,1489,0.71608,0.76074
2001,2nd Quintile,Urban regions,A Bit Too Large,0.07637,91,1489,0.06288,0.08987
2001,2nd Quintile,Rural regions,A Bit Too Small,0.10422,109,945,0.08473,0.12371
2001,2nd Quintile,Rural regions,Just Right,0.79033,765,945,0.76437,0.81630
2001,2nd Quintile,Rural regions,A Bit Too Large,0.08648,71,945,0.06855,0.10441
2001,3rd Quintile,Urban regions,A Bit Too Small,0.14023,239,1508,0.12270,0.15776
2001,3rd Quintile,Urban regions,Just Right,0.74724,1147,1508,0.72530,0.76919
2001,3rd Quintile,Urban regions,A Bit Too Large,0.07953,122,1508,0.06587,0.09319
2001,3rd Quintile,Rural regions,A Bit Too Small,0.10347,97,852,0.08301,0.12394
2001,3rd Quintile,Rural regions,Just Right,0.74093,659,852,0.71149,0.77036
2001,3rd Quintile,Rural regions,A Bit Too Large,0.11878,96,852,0.09704,0.14052
2001,4th Quintile,Urban regions,A Bit Too Small,0.12494,201,1569,0.10858,0.14131
2001,4th Quintile,Urban regions,Just Right,0.75028,1218,1569,0.72886,0.77171
2001,4th Quintile,Urban regions,A Bit Too Large,0.09759,150,1569,0.08290,0.11228
2001,4th Quintile,Rural regions,A Bit Too Small,0.12026,87,740,0.09681,0.14372
2001,4th Quintile,Rural regions,Just Right,0.71593,552,740,0.68342,0.74845
2001,4th Quintile,Rural regions,A Bit Too Large,0.14320,101,740,0.11795,0.16846
2001,5th Quintile,Urban regions,A Bit Too Small,0.13264,209,1644,0.11624,0.14904
2001,5th Quintile,Urban regions,Just Right,0.69988,1218,1644,0.67772,0.72204
2001,5th Quintile,Urban regions,A Bit Too Large,0.13802,217,1644,0.12134,0.15470
2001,5th Quintile,Rural regions,A Bit Too Small,0.06652,36,487,0.04436,0.08867
2001,5th Quintile,Rural regions,Just Right,0.71733,360,487,0.67730,0.75737
2001,5th Quintile,Rural regions,A Bit Too Large,0.19330,91,487,0.15819,0.22841
2002,1st Quintile,Urban regions,Much Too Small,0.03928,65,1302,0.02873,0.04984
2002,1st Quintile,Urban regions,A Bit Too Small,0.19755,264,1302,0.17592,0.21919
2002,1st Quintile,Urban regions,Just Right,0.67337,886,1302,0.64789,0.69886
2002,1st Quintile,Urban regions,A Bit Too Large,0.07662,87,1302,0.06217,0.09107
2002,1st Quintile,Rural regions,A Bit Too Small,0.12918,107,752,0.10519,0.15316
2002,1st Quintile,Rural regions,Just Right,0.76989,597,752,0.73979,0.80000
2002,1st Quintile,Rural regions,A Bit Too Large,0.06694,48,752,0.04906,0.08481
2002,2nd Quintile,Urban regions,Much Too Small,0.02745,43,1358,0.01875,0.03614
2002,2nd Quintile,Urban regions,A Bit Too Small,0.15212,216,1358,0.13301,0.17123
2002,2nd Quintile,Urban regions,Just Right,0.71170,992,1358,0.68760,0.73580
2002,2nd Quintile,Urban regions,A Bit Too Large,0.08887,107,1358,0.07373,0.10401
2002,2nd Quintile,Rural regions,A Bit Too Small,0.09316,96,835,0.07343,0.11289
2002,2nd Quintile,Rural regions,Just Right,0.76568,657,835,0.73693,0.79443
2002,2nd Quintile,Rural regions,A Bit Too Large,0.10886,82,835,0.08772,0.13000
2002,3rd Quintile,Urban regions,A Bit Too Small,0.15933,241,1442,0.14044,0.17823
2002,3rd Quintile,Urban regions,Just Right,0.73087,1084,1442,0.70797,0.75377
2002,3rd Quintile,Urban regions,A Bit Too Large,0.08767,117,1442,0.07307,0.10228
2002,3rd Quintile,Rural regions,A Bit Too Small,0.08922,76,784,0.06925,0.10918
2002,3rd Quintile,Rural regions,Just Right,0.75203,596,784,0.72178,0.78228
2002,3rd Quintile,Rural regions,A Bit Too Large,0.14300,112,784,0.11848,0.16752
2002,4th Quintile,Urban regions,A Bit Too Small,0.14077,233,1515,0.12325,0.15829
2002,4th Quintile,Urban regions,Just Right,0.72080,1130,1515,0.69820,0.74339
2002,4th Quintile,Urban regions,A Bit Too Large,0.10348,152,1515,0.08814,0.11883
2002,4th Quintile,Rural regions,A Bit Too Small,0.10946,92,771,0.08741,0.13152
2002,4th Quintile,Rural regions,Just Right,0.69158,567,771,0.65896,0.72420
2002,4th Quintile,Rural regions,A Bit Too Large,0.15990,112,771,0.13401,0.18579
2002,5th Quintile,Urban regions,A Bit Too Small,0.12148,323,2478,0.10861,0.13434
2002,5th Quintile,Urban regions,Just Right,0.68408,1769,2478,0.66577,0.70239
2002,5th Quintile,Urban regions,A Bit Too Large,0.14987,329,2478,0.13581,0.16393
2002,5th Quintile,Urban regions,Much Too Large,0.02490,57,2478,0.01876,0.03103
2002,5th Quintile,Rural regions,A Bit Too Small,0.06576,63,698,0.04735,0.08416
2002,5th Quintile,Rural regions,Just Right,0.68463,506,698,0.65013,0.71912
2002,5th Quintile,Rural regions,A Bit Too Large,0.20544,129,698,0.17544,0.23543
2003,1st Quintile,Urban regions,Much Too Small,0.03779,54,1313,0.02747,0.04811
2003,1st Quintile,Urban regions,A Bit Too Small,0.18557,253,1313,0.16453,0.20660
2003,1st Quintile,Urban regions,Just Right,0.70261,926,1313,0.67788,0.72735
2003,1st Quintile,Urban regions,A Bit Too Large,0.06231,80,1313,0.04923,0.07539
2003,1st Quintile,Rural regions,A Bit Too Small,0.14046,105,695,0.11461,0.16631
2003,1st Quintile,Rural regions,Just Right,0.74859,543,695,0.71631,0.78087
2003,1st Quintile,Rural regions,A Bit Too Large,0.07607,47,695,0.05635,0.09580
2003,2nd Quintile,Urban regions,Much Too Small,0.03206,46,1323,0.02257,0.04156
2003,2nd Quintile,Urban regions,A Bit Too Small,0.15986,206,1323,0.14010,0.17961
2003,2nd Quintile,Urban regions,Just Right,0.70358,963,1323,0.67896,0.72819
2003,2nd Quintile,Urban regions,A Bit Too Large,0.09295,108,1323,0.07729,0.10860
2003,2nd Quintile,Rural regions,A Bit Too Small,0.10069,96,853,0.08048,0.12090
2003,2nd Quintile,Rural regions,Just Right,0.78824,675,853,0.76081,0.81568
2003,2nd Quintile,Rural regions,A Bit Too Large,0.09453,82,853,0.07489,0.11418
2003,3rd Quintile,Urban regions,A Bit Too Small,0.17525,267,1402,0.15534,0.19515
2003,3rd Quintile,Urban regions,Just Right,0.68663,1015,1402,0.66234,0.71092
2003,3rd Quintile,Urban regions,A Bit Too Large,0.10322,120,1402,0.08729,0.11915
2003,3rd Quintile,Rural regions,A Bit Too Small,0.11432,99,773,0.09187,0.13676
2003,3rd Quintile,Rural regions,Just Right,0.74426,582,773,0.71348,0.77504
2003,3rd Quintile,Rural regions,A Bit Too Large,0.12154,92,773,0.09849,0.14459
2003,4th Quintile,Urban regions,A Bit Too Small,0.12830,214,1500,0.11137,0.14523
2003,4th Quintile,Urban regions,Just Right,0.72718,1109,1500,0.70463,0.74973
2003,4th Quintile,Urban regions,A Bit Too Large,0.11729,177,1500,0.10100,0.13358
2003,4th Quintile,Rural regions,A Bit Too Small,0.12324,88,720,0.09921,0.14727
2003,4th Quintile,Rural regions,Just Right,0.70275,525,720,0.66934,0.73616
2003,4th Quintile,Rural regions,A Bit Too Large,0.15444,107,720,0.12802,0.18085
2003,5th Quintile,Urban regions,A Bit Too Small,0.12587,278,2301,0.11231,0.13943
2003,5th Quintile,Urban regions,Just Right,0.68429,1658,2301,0.66529,0.70328
2003,5th Quintile,Urban regions,A Bit Too Large,0.15394,319,2301,0.13920,0.16869
2003,5th Quintile,Urban regions,Much Too Large,0.02202,46,2301,0.01602,0.02802
2003,5th Quintile,Rural regions,A Bit Too Small,0.08770,48,693,0.06662,0.10877
2003,5th Quintile,Rural regions,Just Right,0.69829,510,693,0.66409,0.73249
2003,5th Quintile,Rural regions,A Bit Too Large,0.19175,135,693,0.16242,0.22108
2004,1st Quintile,Urban regions,Much Too Small,0.03417,47,1235,0.02403,0.04431
2004,1st Quintile,Urban regions,A Bit Too Small,0.16733,215,1235,0.14650,0.18815
2004,1st Quintile,Urban regions,Just Right,0.71572,896,1235,0.69055,0.74089
2004,1st Quintile,Urban regions,A Bit Too Large,0.06900,77,1235,0.05486,0.08315
2004,1st Quintile,Rural regions,A Bit Too Small,0.12039,81,681,0.09593,0.14485
2004,1st Quintile,Rural regions,Just Right,0.76859,550,681,0.73689,0.80029
2004,1st Quintile,Rural regions,A Bit Too Large,0.07424,50,681,0.05453,0.09394
2004,2nd Quintile,Urban regions,Much Too Small,0.02922,33,1329,0.02016,0.03827
2004,2nd Quintile,Urban regions,A Bit Too Small,0.14330,206,1329,0.12446,0.16215
2004,2nd Quintile,Urban regions,Just Right,0.73693,987,1329,0.71325,0.76061
2004,2nd Quintile,Urban regions,A Bit Too Large,0.07922,103,1329,0.06469,0.09374
2004,2nd Quintile,Rural regions,A Bit Too Small,0.11205,92,806,0.09026,0.13384
2004,2nd Quintile,Rural regions,Just Right,0.78848,653,806,0.76027,0.81669
2004,2nd Quintile,Rural regions,A Bit Too Large,0.07842,61,806,0.05985,0.09699
2004,3rd Quintile,Urban regions,A Bit Too Small,0.14934,214,1352,0.13034,0.16835
2004,3rd Quintile,Urban regions,Just Right,0.70618,999,1352,0.68189,0.73047
2004,3rd Quintile,Urban regions,A Bit Too Large,0.10901,139,1352,0.09239,0.12563
2004,3rd Quintile,Rural regions,A Bit Too Small,0.09938,87,771,0.07825,0.12051
2004,3rd Quintile,Rural regions,Just Right,0.74501,592,771,0.71422,0.77579
2004,3rd Quintile,Rural regions,A Bit Too Large,0.12769,92,771,0.10412,0.15127
2004,4th Quintile,Urban regions,A Bit Too Small,0.12437,218,1494,0.10763,0.14111
2004,4th Quintile,Urban regions,Just Right,0.73807,1108,1494,0.71576,0.76037
2004,4th Quintile,Urban regions,A Bit Too Large,0.11323,168,1494,0.09715,0.12930
2004,4th Quintile,Rural regions,A Bit Too Small,0.10239,82,721,0.08024,0.12453
2004,4th Quintile,Rural regions,Just Right,0.71243,522,721,0.67936,0.74549
2004,4th Quintile,Rural regions,A Bit Too Large,0.16664,117,721,0.13942,0.19387
2004,5th Quintile,Urban regions,A Bit Too Small,0.13646,275,2239,0.12224,0.15068
2004,5th Quintile,Urban regions,Just Right,0.69032,1602,2239,0.67116,0.70947
2004,5th Quintile,Urban regions,A Bit Too Large,0.14815,320,2239,0.13343,0.16287
2004,5th Quintile,Urban regions,Much Too Large,0.01784,42,2239,0.01236,0.02333
2004,5th Quintile,Rural regions,A Bit Too Small,0.06226,46,676,0.04403,0.08048
2004,5th Quintile,Rural regions,Just Right,0.67715,495,676,0.64187,0.71242
2004,5th Quintile,Rural regions,A Bit Too Large,0.22215,135,676,0.19079,0.25351
2005,1st Quintile,Urban regions,Much Too Small,0.03040,32,1267,0.02094,0.03986
2005,1st Quintile,Urban regions,A Bit Too Small,0.19309,249,1267,0.17135,0.21484
2005,1st Quintile,Urban regions,Just Right,0.72258,927,1267,0.69792,0.74725
2005,1st Quintile,Urban regions,A Bit Too Large,0.04514,59,1267,0.03371,0.05658
2005,1st Quintile,Rural regions,A Bit Too Small,0.14198,102,678,0.11569,0.16827
2005,1st Quintile,Rural regions,Just Right,0.75641,517,678,0.72408,0.78875
2005,1st Quintile,Rural regions,A Bit Too Large,0.08140,59,678,0.06080,0.10199
2005,2nd Quintile,Urban regions,A Bit Too Small,0.13729,186,1231,0.11805,0.15652
2005,2nd Quintile,Urban regions,Just Right,0.74031,946,1231,0.71581,0.76482
2005,2nd Quintile,Urban regions,A Bit Too Large,0.09229,99,1231,0.07611,0.10846
2005,2nd Quintile,Rural regions,A Bit Too Small,0.09948,84,784,0.07851,0.12044
2005,2nd Quintile,Rural regions,Just Right,0.78789,629,784,0.75926,0.81652
2005,2nd Quintile,Rural regions,A Bit Too Large,0.09227,71,784,0.07199,0.11254
2005,3rd Quintile,Urban regions,A Bit Too Small,0.17173,235,1293,0.15117,0.19230
2005,3rd Quintile,Urban regions,Just Right,0.71655,961,1293,0.69198,0.74112
2005,3rd Quintile,Urban regions,A Bit Too Large,0.08048,97,1293,0.06565,0.09532
2005,3rd Quintile,Rural regions,A Bit Too Small,0.09522,80,741,0.07407,0.11637
2005,3rd Quintile,Rural regions,Just Right,0.71806,564,741,0.68564,0.75048
2005,3rd Quintile,Rural regions,A Bit Too Large,0.14023,97,741,0.11522,0.16525
2005,4th Quintile,Urban regions,A Bit Too Small,0.13260,204,1455,0.11517,0.15003
2005,4th Quintile,Urban regions,Just Right,0.71951,1080,1455,0.69642,0.74261
2005,4th Quintile,Urban regions,A Bit Too Large,0.13003,171,1455,0.11274,0.14732
2005,4th Quintile,Rural regions,A Bit Too Small,0.10299,69,707,0.08057,0.12541
2005,4th Quintile,Rural regions,Just Right,0.71550,530,707,0.68222,0.74878
2005,4th Quintile,Rural regions,A Bit Too Large,0.14916,108,707,0.12288,0.17544
2005,5th Quintile,Urban regions,A Bit Too Small,0.12509,248,2173,0.11118,0.13901
2005,5th Quintile,Urban regions,Just Right,0.70398,1568,2173,0.68478,0.72318
2005,5th Quintile,Urban regions,A Bit Too Large,0.14794,316,2173,0.13300,0.16287
2005,5th Quintile,Urban regions,Much Too Large,0.01904,41,2173,0.01329,0.02479
2005,5th Quintile,Rural regions,A Bit Too Small,0.08294,54,633,0.06144,0.10445
2005,5th Quintile,Rural regions,Just Right,0.68262,469,633,0.64633,0.71891
2005,5th Quintile,Rural regions,A Bit Too Large,0.19738,110,633,0.16634,0.22841
2006,1st Quintile,Urban regions,Much Too Small,0.04487,52,1320,0.03370,0.05605
2006,1st Quintile,Urban regions,A Bit Too Small,0.15563,221,1320,0.13607,0.17520
2006,1st Quintile,Urban regions,Just Right,0.72741,969,1320,0.70338,0.75144
2006,1st Quintile,Urban regions,A Bit Too Large,0.06051,78,1320,0.04764,0.07337
2006,1st Quintile,Rural regions,A Bit Too Small,0.11083,95,742,0.08823,0.13344
2006,1st Quintile,Rural regions,Just Right,0.76732,583,742,0.73690,0.79775
2006,1st Quintile,Rural regions,A Bit Too Large,0.08300,64,742,0.06314,0.10287
2006,2nd Quintile,Urban regions,A Bit Too Small,0.16483,220,1292,0.14459,0.18507
2006,2nd Quintile,Urban regions,Just Right,0.71368,958,1292,0.68902,0.73834
2006,2nd Quintile,Urban regions,A Bit Too Large,0.09464,114,1292,0.07867,0.11060
2006,2nd Quintile,Rural regions,A Bit Too Small,0.11062,103,873,0.08980,0.13144
2006,2nd Quintile,Rural regions,Just Right,0.76472,682,873,0.73656,0.79287
2006,2nd Quintile,Rural regions,A Bit Too Large,0.09585,88,873,0.07631,0.11539
2006,3rd Quintile,Urban regions,A Bit Too Small,0.15616,229,1453,0.13749,0.17483
2006,3rd Quintile,Urban regions,Just Right,0.69977,1074,1453,0.67619,0.72335
2006,3rd Quintile,Urban regions,A Bit Too Large,0.10961,150,1453,0.09354,0.12568
2006,3rd Quintile,Rural regions,A Bit Too Small,0.10830,95,859,0.08750,0.12909
2006,3rd Quintile,Rural regions,Just Right,0.70060,632,859,0.66995,0.73124
2006,3rd Quintile,Rural regions,A Bit Too Large,0.15130,132,859,0.12732,0.17528
2006,4th Quintile,Urban regions,A Bit Too Small,0.13753,225,1649,0.12090,0.15415
2006,4th Quintile,Urban regions,Just Right,0.71969,1238,1649,0.69800,0.74137
2006,4th Quintile,Urban regions,A Bit Too Large,0.11767,186,1649,0.10211,0.13323
2006,4th Quintile,Rural regions,A Bit Too Small,0.08511,72,777,0.06548,0.10474
2006,4th Quintile,Rural regions,Just Right,0.72492,587,777,0.69350,0.75634
2006,4th Quintile,Rural regions,A Bit Too Large,0.15091,118,777,0.12572,0.17609
2006,5th Quintile,Urban regions,A Bit Too Small,0.12137,252,2297,0.10801,0.13473
2006,5th Quintile,Urban regions,Just Right,0.68020,1614,2297,0.66112,0.69928
2006,5th Quintile,Urban regions,A Bit Too Large,0.16162,381,2297,0.14656,0.17668
2006,5th Quintile,Urban regions,Much Too Large,0.02426,50,2297,0.01797,0.03056
2006,5th Quintile,Rural regions,A Bit Too Small,0.08326,58,737,0.06330,0.10322
2006,5th Quintile,Rural regions,Just Right,0.64625,512,737,0.61170,0.68079
2006,5th Quintile,Rural regions,A Bit Too Large,0.21688,132,737,0.18711,0.24666
2006,5th Quintile,Rural regions,Much Too Large,0.04342,35,737,0.02870,0.05815
2007,1st Quintile,Urban regions,Much Too Small,0.03224,34,1232,0.02238,0.04211
2007,1st Quintile,Urban regions,A Bit Too Small,0.17758,220,1232,0.15623,0.19893
2007,1st Quintile,Urban regions,Just Right,0.73771,913,1232,0.71313,0.76228
2007,1st Quintile,Urban regions,A Bit Too Large,0.04625,65,1232,0.03452,0.05798
2007,1st Quintile,Rural regions,A Bit Too Small,0.12187,94,702,0.09766,0.14609
2007,1st Quintile,Rural regions,Just Right,0.77236,557,702,0.74132,0.80340
2007,1st Quintile,Rural regions,A Bit Too Large,0.08126,51,702,0.06103,0.10148
2007,2nd Quintile,Urban regions,A Bit Too Small,0.15699,212,1257,0.13687,0.17711
2007,2nd Quintile,Urban regions,Just Right,0.72625,953,1257,0.70159,0.75091
2007,2nd Quintile,Urban regions,A Bit Too Large,0.07704,92,1257,0.06229,0.09178
2007,2nd Quintile,Rural regions,A Bit Too Small,0.10552,91,785,0.08401,0.12702
