year,bula_h,sampreg,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.12648,67,391,0.09349,0.15947
2011,Mecklenburg-Western Pomerania,East,Just Right,0.71970,283,391,0.67513,0.76428
2011,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.11693,41,391,0.08503,0.14882
2011,Saxony,East,A Bit Too Small,0.13143,178,1028,0.11077,0.15210
2011,Saxony,East,Just Right,0.74102,755,1028,0.71422,0.76781
2011,Saxony,East,A Bit Too Large,0.11015,95,1028,0.09100,0.12930
2011,Saxony-Anhalt,East,A Bit Too Small,0.11508,100,630,0.09014,0.14002
2011,Saxony-Anhalt,East,Just Right,0.74407,469,630,0.70997,0.77817
2011,Saxony-Anhalt,East,A Bit Too Large,0.11439,61,630,0.08952,0.13926
2011,Thuringa,East,A Bit Too Small,0.12850,100,634,0.10243,0.15457
2011,Thuringa,East,Just Right,0.75112,465,634,0.71744,0.78480
2011,Thuringa,East,A Bit Too Large,0.09857,69,634,0.07535,0.12179
2012,Schleswig-Holstein,West,A Bit Too Small,0.07841,71,580,0.05651,0.10031
2012,Schleswig-Holstein,West,Just Right,0.75949,452,580,0.72467,0.79430
2012,Schleswig-Holstein,West,A Bit Too Large,0.12129,57,580,0.09470,0.14788
2012,Hamburg,West,A Bit Too Small,0.17063,61,245,0.12343,0.21783
2012,Hamburg,West,Just Right,0.71285,184,245,0.65608,0.76962
2012,Lower Saxony,West,A Bit Too Small,0.09702,189,1460,0.08183,0.11221
2012,Lower Saxony,West,Just Right,0.68553,1021,1460,0.66171,0.70936
2012,Lower Saxony,West,A Bit Too Large,0.17160,214,1460,0.15225,0.19095
2012,Lower Saxony,West,Much Too Large,0.03462,36,1460,0.02524,0.04400
2012,Bremen,West,A Bit Too Small,0.18209,32,115,0.11124,0.25293
2012,Bremen,West,Just Right,0.76466,83,115,0.68679,0.84253
2012,North Rhine-Westphalia,West,Much Too Small,0.01255,71,3205,0.00869,0.01640
2012,North Rhine-Westphalia,West,A Bit Too Small,0.11461,490,3205,0.10358,0.12564
2012,North Rhine-Westphalia,West,Just Right,0.71606,2234,3205,0.70045,0.73167
2012,North Rhine-Westphalia,West,A Bit Too Large,0.12913,344,3205,0.11752,0.14074
2012,North Rhine-Westphalia,West,Much Too Large,0.02619,66,3205,0.02066,0.03172
2012,Hesse,West,Much Too Small,0.01931,31,1113,0.01122,0.02739
2012,Hesse,West,A Bit Too Small,0.13880,206,1113,0.11848,0.15912
2012,Hesse,West,Just Right,0.67519,725,1113,0.64766,0.70271
2012,Hesse,West,A Bit Too Large,0.14656,151,1113,0.12577,0.16735
2012,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.09339,109,893,0.07430,0.11249
2012,"Rhineland-Palatinate, Saarland",West,Just Right,0.70596,653,893,0.67606,0.73586
2012,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.16490,131,893,0.14055,0.18925
2012,Baden-Wuerttemberg,West,Much Too Small,0.01784,45,1904,0.01189,0.02379
2012,Baden-Wuerttemberg,West,A Bit Too Small,0.11461,276,1904,0.10030,0.12892
2012,Baden-Wuerttemberg,West,Just Right,0.69451,1310,1904,0.67381,0.71521
2012,Baden-Wuerttemberg,West,A Bit Too Large,0.14234,230,1904,0.12664,0.15804
2012,Baden-Wuerttemberg,West,Much Too Large,0.02820,43,1904,0.02076,0.03564
2012,Bavaria,West,Much Too Small,0.02224,59,2532,0.01650,0.02799
2012,Bavaria,West,A Bit Too Small,0.13535,412,2532,0.12203,0.14868
2012,Bavaria,West,Just Right,0.68098,1710,2532,0.66282,0.69914
2012,Bavaria,West,A Bit Too Large,0.14599,314,2532,0.13223,0.15975
2012,Bavaria,West,Much Too Large,0.01543,37,2532,0.01063,0.02023
2012,Berlin,West,A Bit Too Small,0.18971,73,379,0.15018,0.22923
2012,Berlin,West,Just Right,0.69903,269,379,0.65279,0.74527
2012,Berlin,West,A Bit Too Large,0.08609,37,379,0.05781,0.11437
2012,Berlin,East,A Bit Too Small,0.18096,65,274,0.13529,0.22663
2012,Berlin,East,Just Right,0.71645,209,274,0.66299,0.76992
2012,Brandenburg,East,A Bit Too Small,0.13279,93,644,0.10656,0.15902
2012,Brandenburg,East,Just Right,0.71861,482,644,0.68385,0.75337
2012,Brandenburg,East,A Bit Too Large,0.10974,69,644,0.08558,0.13390
2012,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.14221,54,381,0.10709,0.17733
2012,Mecklenburg-Western Pomerania,East,Just Right,0.68000,275,381,0.63309,0.72690
2012,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.13813,52,381,0.10344,0.17282
2012,Saxony,East,A Bit Too Small,0.11810,164,1046,0.09853,0.13766
2012,Saxony,East,Just Right,0.74287,783,1046,0.71637,0.76937
2012,Saxony,East,A Bit Too Large,0.11501,99,1046,0.09567,0.13435
2012,Saxony-Anhalt,East,A Bit Too Small,0.09570,74,600,0.07214,0.11926
2012,Saxony-Anhalt,East,Just Right,0.74679,458,600,0.71196,0.78161
2012,Saxony-Anhalt,East,A Bit Too Large,0.13058,68,600,0.10360,0.15757
2012,Thuringa,East,A Bit Too Small,0.12083,85,623,0.09521,0.14644
2012,Thuringa,East,Just Right,0.76539,471,623,0.73209,0.79870
2012,Thuringa,East,A Bit Too Large,0.09758,67,623,0.07426,0.12090
2013,Schleswig-Holstein,West,A Bit Too Small,0.11818,96,623,0.09281,0.14355
2013,Schleswig-Holstein,West,Just Right,0.69545,463,623,0.65928,0.73162
2013,Schleswig-Holstein,West,A Bit Too Large,0.14254,64,623,0.11506,0.17001
2013,Hamburg,West,A Bit Too Small,0.17519,75,301,0.13217,0.21820
2013,Hamburg,West,Just Right,0.72895,226,301,0.67865,0.77925
2013,Lower Saxony,West,Much Too Small,0.02300,44,1628,0.01572,0.03028
2013,Lower Saxony,West,A Bit Too Small,0.09274,209,1628,0.07864,0.10683
2013,Lower Saxony,West,Just Right,0.68794,1134,1628,0.66542,0.71045
2013,Lower Saxony,West,A Bit Too Large,0.15063,200,1628,0.13325,0.16801
2013,Lower Saxony,West,Much Too Large,0.04246,41,1628,0.03266,0.05226
2013,Bremen,West,Just Right,0.70185,97,97,0.61035,0.79336
2013,North Rhine-Westphalia,West,Much Too Small,0.01506,99,3664,0.01111,0.01900
2013,North Rhine-Westphalia,West,A Bit Too Small,0.10892,560,3664,0.09883,0.11901
2013,North Rhine-Westphalia,West,Just Right,0.71799,2579,3664,0.70342,0.73257
2013,North Rhine-Westphalia,West,A Bit Too Large,0.13517,369,3664,0.12410,0.14624
2013,North Rhine-Westphalia,West,Much Too Large,0.02286,57,3664,0.01802,0.02770
2013,Hesse,West,Much Too Small,0.01589,48,1284,0.00905,0.02274
2013,Hesse,West,A Bit Too Small,0.13097,256,1284,0.11251,0.14943
2013,Hesse,West,Just Right,0.67079,812,1284,0.64508,0.69651
2013,Hesse,West,A Bit Too Large,0.15685,168,1284,0.13695,0.17674
2013,"Rhineland-Palatinate, Saarland",West,Much Too Small,0.01437,32,1017,0.00705,0.02169
2013,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.08615,116,1017,0.06890,0.10341
2013,"Rhineland-Palatinate, Saarland",West,Just Right,0.72610,746,1017,0.69868,0.75352
2013,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.14929,123,1017,0.12738,0.17121
2013,Baden-Wuerttemberg,West,Much Too Small,0.01818,60,2132,0.01251,0.02386
2013,Baden-Wuerttemberg,West,A Bit Too Small,0.11779,364,2132,0.10410,0.13147
2013,Baden-Wuerttemberg,West,Just Right,0.69921,1444,2132,0.67974,0.71868
2013,Baden-Wuerttemberg,West,A Bit Too Large,0.13890,231,2132,0.12422,0.15358
2013,Baden-Wuerttemberg,West,Much Too Large,0.02469,33,2132,0.01810,0.03128
2013,Bavaria,West,Much Too Small,0.01792,80,2844,0.01305,0.02280
2013,Bavaria,West,A Bit Too Small,0.13638,484,2844,0.12377,0.14900
2013,Bavaria,West,Just Right,0.67513,1910,2844,0.65792,0.69235
2013,Bavaria,West,A Bit Too Large,0.14928,335,2844,0.13618,0.16238
2013,Bavaria,West,Much Too Large,0.01731,35,2844,0.01251,0.02210
2013,Berlin,West,A Bit Too Small,0.21320,118,413,0.17365,0.25275
2013,Berlin,West,Just Right,0.68467,295,413,0.63980,0.72954
2013,Berlin,East,A Bit Too Small,0.17833,65,274,0.13292,0.22373
2013,Berlin,East,Just Right,0.71377,209,274,0.66015,0.76739
2013,Brandenburg,East,A Bit Too Small,0.13632,102,656,0.11005,0.16260
2013,Brandenburg,East,Just Right,0.71890,492,656,0.68447,0.75333
2013,Brandenburg,East,A Bit Too Large,0.12416,62,656,0.09891,0.14942
2013,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.15301,59,367,0.11613,0.18989
2013,Mecklenburg-Western Pomerania,East,Just Right,0.70555,267,367,0.65886,0.75225
2013,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.10949,41,367,0.07750,0.14148
2013,Saxony,East,A Bit Too Small,0.12582,175,1022,0.10548,0.14616
2013,Saxony,East,Just Right,0.75370,759,1022,0.72727,0.78012
2013,Saxony,East,A Bit Too Large,0.09686,88,1022,0.07872,0.11500
2013,Saxony-Anhalt,East,A Bit Too Small,0.09720,72,619,0.07384,0.12056
2013,Saxony-Anhalt,East,Just Right,0.76261,483,619,0.72907,0.79616
2013,Saxony-Anhalt,East,A Bit Too Large,0.12401,64,619,0.09802,0.15000
2013,Thuringa,East,A Bit Too Small,0.09660,72,591,0.07276,0.12043
2013,Thuringa,East,Just Right,0.78455,448,591,0.75137,0.81773
2013,Thuringa,East,A Bit Too Large,0.09762,71,591,0.07367,0.12157
2014,Schleswig-Holstein,West,A Bit Too Small,0.13205,89,541,0.10349,0.16060
2014,Schleswig-Holstein,West,Just Right,0.68377,392,541,0.64455,0.72299
2014,Schleswig-Holstein,West,A Bit Too Large,0.13134,60,541,0.10285,0.15983
2014,Hamburg,West,A Bit Too Small,0.12908,44,237,0.08631,0.17186
2014,Hamburg,West,Just Right,0.72304,193,237,0.66595,0.78014
2014,Lower Saxony,West,Much Too Small,0.01895,36,1466,0.01197,0.02594
2014,Lower Saxony,West,A Bit Too Small,0.09411,175,1466,0.07916,0.10906
2014,Lower Saxony,West,Just Right,0.67798,994,1466,0.65405,0.70191
2014,Lower Saxony,West,A Bit Too Large,0.16998,221,1466,0.15074,0.18921
2014,Lower Saxony,West,Much Too Large,0.03898,40,1466,0.02907,0.04889
2014,Bremen,West,Just Right,0.73960,86,86,0.64631,0.83290
2014,North Rhine-Westphalia,West,Much Too Small,0.01114,76,3225,0.00751,0.01476
2014,North Rhine-Westphalia,West,A Bit Too Small,0.11893,502,3225,0.10776,0.13011
2014,North Rhine-Westphalia,West,Just Right,0.69154,2227,3225,0.67560,0.70748
2014,North Rhine-Westphalia,West,A Bit Too Large,0.14718,361,3225,0.13495,0.15941
2014,North Rhine-Westphalia,West,Much Too Large,0.02835,59,3225,0.02262,0.03408
2014,Hesse,West,Much Too Small,0.01444,34,1091,0.00735,0.02152
2014,Hesse,West,A Bit Too Small,0.13689,206,1091,0.11648,0.15730
2014,Hesse,West,Just Right,0.66916,709,1091,0.64123,0.69709
2014,Hesse,West,A Bit Too Large,0.15146,142,1091,0.13018,0.17275
2014,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.09472,107,885,0.07542,0.11402
2014,"Rhineland-Palatinate, Saarland",West,Just Right,0.69987,657,885,0.66966,0.73008
2014,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.17904,121,885,0.15376,0.20431
2014,Baden-Wuerttemberg,West,Much Too Small,0.02249,56,1824,0.01568,0.02930
2014,Baden-Wuerttemberg,West,A Bit Too Small,0.11167,295,1824,0.09721,0.12613
2014,Baden-Wuerttemberg,West,Just Right,0.68867,1224,1824,0.66742,0.70993
2014,Baden-Wuerttemberg,West,A Bit Too Large,0.14954,217,1824,0.13317,0.16591
2014,Baden-Wuerttemberg,West,Much Too Large,0.02626,32,1824,0.01892,0.03360
2014,Bavaria,West,Much Too Small,0.02325,79,2548,0.01740,0.02910
2014,Bavaria,West,A Bit Too Small,0.12471,405,2548,0.11188,0.13754
2014,Bavaria,West,Just Right,0.67885,1703,2548,0.66072,0.69699
2014,Bavaria,West,A Bit Too Large,0.15184,323,2548,0.13790,0.16578
2014,Bavaria,West,Much Too Large,0.01832,38,2548,0.01311,0.02353
2014,Berlin,West,A Bit Too Small,0.24071,89,335,0.19486,0.28656
2014,Berlin,West,Just Right,0.63785,246,335,0.58630,0.68939
2014,Berlin,East,A Bit Too Small,0.19657,63,248,0.14701,0.24613
2014,Berlin,East,Just Right,0.72756,185,248,0.67203,0.78308
2014,Brandenburg,East,A Bit Too Small,0.12556,80,596,0.09894,0.15219
2014,Brandenburg,East,Just Right,0.72985,463,596,0.69418,0.76553
2014,Brandenburg,East,A Bit Too Large,0.10823,53,596,0.08326,0.13319
2014,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.14238,54,338,0.10507,0.17969
2014,Mecklenburg-Western Pomerania,East,Just Right,0.70849,243,338,0.65997,0.75701
2014,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.10663,41,338,0.07368,0.13959
2014,Saxony,East,A Bit Too Small,0.14724,156,918,0.12431,0.17018
2014,Saxony,East,Just Right,0.68438,657,918,0.65430,0.71446
2014,Saxony,East,A Bit Too Large,0.13734,105,918,0.11506,0.15962
2014,Saxony-Anhalt,East,A Bit Too Small,0.11056,71,567,0.08473,0.13640
2014,Saxony-Anhalt,East,Just Right,0.76150,438,567,0.72639,0.79661
2014,Saxony-Anhalt,East,A Bit Too Large,0.10919,58,567,0.08350,0.13489
2014,Thuringa,East,A Bit Too Small,0.10355,78,582,0.07878,0.12833
2014,Thuringa,East,Just Right,0.77781,429,582,0.74400,0.81161
2014,Thuringa,East,A Bit Too Large,0.09983,75,582,0.07545,0.12421
2015,Schleswig-Holstein,West,A Bit Too Small,0.10635,75,522,0.07988,0.13283
2015,Schleswig-Holstein,West,Just Right,0.66134,382,522,0.62071,0.70198
2015,Schleswig-Holstein,West,A Bit Too Large,0.17876,65,522,0.14586,0.21166
2015,Hamburg,West,A Bit Too Small,0.14456,54,253,0.10114,0.18798
2015,Hamburg,West,Just Right,0.73024,199,253,0.67544,0.78504
2015,Lower Saxony,West,A Bit Too Small,0.09097,181,1467,0.07625,0.10569
2015,Lower Saxony,West,Just Right,0.68915,1050,1467,0.66546,0.71284
2015,Lower Saxony,West,A Bit Too Large,0.15846,188,1467,0.13977,0.17716
2015,Lower Saxony,West,Much Too Large,0.05067,48,1467,0.03944,0.06189
2015,Bremen,West,Just Right,0.70315,81,81,0.60304,0.80327
2015,North Rhine-Westphalia,West,Much Too Small,0.01079,80,3205,0.00721,0.01437
2015,North Rhine-Westphalia,West,A Bit Too Small,0.11062,489,3205,0.09976,0.12148
2015,North Rhine-Westphalia,West,Just Right,0.69945,2216,3205,0.68357,0.71532
2015,North Rhine-Westphalia,West,A Bit Too Large,0.15014,367,3205,0.13777,0.16251
2015,North Rhine-Westphalia,West,Much Too Large,0.02620,53,3205,0.02067,0.03173
2015,Hesse,West,Much Too Small,0.01919,42,1113,0.01113,0.02726
2015,Hesse,West,A Bit Too Small,0.13491,200,1113,0.11483,0.15498
2015,Hesse,West,Just Right,0.68043,735,1113,0.65302,0.70784
2015,Hesse,West,A Bit Too Large,0.14658,136,1113,0.12579,0.16736
2015,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.08941,121,888,0.07063,0.10819
2015,"Rhineland-Palatinate, Saarland",West,Just Right,0.69797,635,888,0.66776,0.72819
2015,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.18060,132,888,0.15529,0.20592
2015,Baden-Wuerttemberg,West,Much Too Small,0.02506,67,1825,0.01789,0.03224
2015,Baden-Wuerttemberg,West,A Bit Too Small,0.10767,292,1825,0.09345,0.12190
2015,Baden-Wuerttemberg,West,Just Right,0.69036,1220,1825,0.66914,0.71158
2015,Baden-Wuerttemberg,West,A Bit Too Large,0.14873,210,1825,0.13240,0.16506
2015,Baden-Wuerttemberg,West,Much Too Large,0.02640,36,1825,0.01905,0.03376
2015,Bavaria,West,Much Too Small,0.02356,80,2584,0.01771,0.02941
2015,Bavaria,West,A Bit Too Small,0.11065,395,2584,0.09855,0.12275
2015,Bavaria,West,Just Right,0.69771,1776,2584,0.68000,0.71542
2015,Bavaria,West,A Bit Too Large,0.14503,291,2584,0.13145,0.15861
2015,Bavaria,West,Much Too Large,0.02292,42,2584,0.01715,0.02869
2015,Berlin,West,A Bit Too Small,0.20825,77,323,0.16390,0.25261
2015,Berlin,West,Just Right,0.67038,246,323,0.61904,0.72173
2015,Berlin,East,A Bit Too Small,0.20636,62,251,0.15619,0.25652
2015,Berlin,East,Just Right,0.72444,189,251,0.66905,0.77982
2015,Brandenburg,East,A Bit Too Small,0.09494,69,578,0.07102,0.11886
2015,Brandenburg,East,Just Right,0.75185,446,578,0.71661,0.78710
2015,Brandenburg,East,A Bit Too Large,0.11807,63,578,0.09174,0.14440
2015,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.14343,53,334,0.10578,0.18107
2015,Mecklenburg-Western Pomerania,East,Just Right,0.71651,243,334,0.66810,0.76491
2015,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.09499,38,334,0.06350,0.12648
2015,Saxony,East,A Bit Too Small,0.13178,142,894,0.10959,0.15396
2015,Saxony,East,Just Right,0.74252,683,894,0.71385,0.77120
2015,Saxony,East,A Bit Too Large,0.10205,69,894,0.08219,0.12190
2015,Saxony-Anhalt,East,A Bit Too Small,0.09957,59,528,0.07401,0.12514
2015,Saxony-Anhalt,East,Just Right,0.74675,410,528,0.70963,0.78388
2015,Saxony-Anhalt,East,A Bit Too Large,0.12795,59,528,0.09943,0.15647
2015,Thuringa,East,A Bit Too Small,0.08325,77,566,0.06047,0.10603
2015,Thuringa,East,Just Right,0.78060,414,566,0.74647,0.81472
2015,Thuringa,East,A Bit Too Large,0.11811,75,566,0.09150,0.14473
2016,Schleswig-Holstein,West,Much Too Small,0.01415,38,616,0.00482,0.02348
2016,Schleswig-Holstein,West,A Bit Too Small,0.06544,86,616,0.04590,0.08499
2016,Schleswig-Holstein,West,Just Right,0.68285,427,616,0.64607,0.71963
2016,Schleswig-Holstein,West,A Bit Too Large,0.19104,65,616,0.15997,0.22211
2016,Hamburg,West,A Bit Too Small,0.11009,48,255,0.07159,0.14858
2016,Hamburg,West,Just Right,0.73594,207,255,0.68173,0.79016
2016,Lower Saxony,West,Much Too Small,0.00682,45,1572,0.00275,0.01089
2016,Lower Saxony,West,A Bit Too Small,0.09789,216,1572,0.08319,0.11258
2016,Lower Saxony,West,Just Right,0.66369,1068,1572,0.64032,0.68705
2016,Lower Saxony,West,A Bit Too Large,0.18273,199,1572,0.16362,0.20184
2016,Lower Saxony,West,Much Too Large,0.04872,44,1572,0.03807,0.05936
2016,Bremen,West,Just Right,0.69342,83,83,0.59363,0.79322
2016,North Rhine-Westphalia,West,Much Too Small,0.01286,138,3373,0.00906,0.01666
2016,North Rhine-Westphalia,West,A Bit Too Small,0.11014,488,3373,0.09958,0.12071
2016,North Rhine-Westphalia,West,Just Right,0.71769,2390,3373,0.70249,0.73288
2016,North Rhine-Westphalia,West,A Bit Too Large,0.13398,309,3373,0.12248,0.14548
2016,North Rhine-Westphalia,West,Much Too Large,0.02096,48,3373,0.01612,0.02579
2016,Hesse,West,Much Too Small,0.01277,55,1108,0.00615,0.01938
2016,Hesse,West,A Bit Too Small,0.12086,197,1108,0.10166,0.14006
2016,Hesse,West,Just Right,0.69559,736,1108,0.66849,0.72270
2016,Hesse,West,A Bit Too Large,0.14485,120,1108,0.12411,0.16558
2016,"Rhineland-Palatinate, Saarland",West,Much Too Small,0.00812,47,1023,0.00262,0.01362
2016,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.10100,144,1023,0.08253,0.11948
2016,"Rhineland-Palatinate, Saarland",West,Just Right,0.71988,721,1023,0.69235,0.74741
2016,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.14449,111,1023,0.12294,0.16605
2016,Baden-Wuerttemberg,West,Much Too Small,0.01986,83,1863,0.01352,0.02620
2016,Baden-Wuerttemberg,West,A Bit Too Small,0.11221,308,1863,0.09787,0.12655
2016,Baden-Wuerttemberg,West,Just Right,0.69489,1237,1863,0.67397,0.71580
2016,Baden-Wuerttemberg,West,A Bit Too Large,0.14207,203,1863,0.12621,0.15793
2016,Baden-Wuerttemberg,West,Much Too Large,0.02589,32,1863,0.01868,0.03311
2016,Bavaria,West,Much Too Small,0.01569,94,2524,0.01084,0.02054
2016,Bavaria,West,A Bit Too Small,0.12629,415,2524,0.11333,0.13925
2016,Bavaria,West,Just Right,0.67522,1684,2524,0.65695,0.69350
2016,Bavaria,West,A Bit Too Large,0.15622,294,2524,0.14205,0.17038
2016,Bavaria,West,Much Too Large,0.02014,37,2524,0.01466,0.02562
2016,Berlin,West,A Bit Too Small,0.18668,75,332,0.14470,0.22866
2016,Berlin,West,Just Right,0.65354,257,332,0.60228,0.70480
2016,Berlin,East,A Bit Too Small,0.22155,68,252,0.17018,0.27293
2016,Berlin,East,Just Right,0.67824,184,252,0.62044,0.73603
2016,Brandenburg,East,A Bit Too Small,0.12808,105,624,0.10184,0.15432
2016,Brandenburg,East,Just Right,0.74532,453,624,0.71111,0.77953
2016,Brandenburg,East,A Bit Too Large,0.10929,66,624,0.08479,0.13379
2016,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.13360,54,356,0.09821,0.16899
2016,Mecklenburg-Western Pomerania,East,Just Right,0.74527,268,356,0.69995,0.79060
2016,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.08783,34,356,0.05839,0.11728
2016,Saxony,East,Much Too Small,0.01324,37,958,0.00600,0.02048
2016,Saxony,East,A Bit Too Small,0.15066,162,958,0.12799,0.17332
2016,Saxony,East,Just Right,0.69904,674,958,0.66998,0.72810
2016,Saxony,East,A Bit Too Large,0.12109,85,958,0.10042,0.14176
2016,Saxony-Anhalt,East,A Bit Too Small,0.09888,84,547,0.07384,0.12391
2016,Saxony-Anhalt,East,Just Right,0.71743,399,547,0.67967,0.75520
2016,Saxony-Anhalt,East,A Bit Too Large,0.14848,64,547,0.11865,0.17830
2016,Thuringa,East,Much Too Small,0.02401,40,607,0.01182,0.03619
2016,Thuringa,East,A Bit Too Small,0.11078,80,607,0.08579,0.13577
2016,Thuringa,East,Just Right,0.77030,431,607,0.73681,0.80379
2016,Thuringa,East,A Bit Too Large,0.09388,56,607,0.07066,0.11710
2017,Schleswig-Holstein,West,Much Too Small,0.01160,40,708,0.00371,0.01949
2017,Schleswig-Holstein,West,A Bit Too Small,0.07902,90,708,0.05913,0.09890
2017,Schleswig-Holstein,West,Just Right,0.70883,507,708,0.67534,0.74232
2017,Schleswig-Holstein,West,A Bit Too Large,0.16747,71,708,0.13995,0.19500
2017,Hamburg,West,A Bit Too Small,0.13656,62,291,0.09703,0.17608
2017,Hamburg,West,Just Right,0.73331,229,291,0.68241,0.78421
2017,Lower Saxony,West,Much Too Small,0.01700,76,1896,0.01118,0.02282
2017,Lower Saxony,West,A Bit Too Small,0.08257,262,1896,0.07018,0.09496
2017,Lower Saxony,West,Just Right,0.66881,1284,1896,0.64762,0.69000
2017,Lower Saxony,West,A Bit Too Large,0.17531,229,1896,0.15819,0.19243
2017,Lower Saxony,West,Much Too Large,0.04527,45,1896,0.03591,0.05463
2017,Bremen,West,A Bit Too Small,0.09943,37,142,0.05004,0.14883
2017,Bremen,West,Just Right,0.71846,105,142,0.64422,0.79269
2017,North Rhine-Westphalia,West,Much Too Small,0.01542,182,3823,0.01151,0.01933
2017,North Rhine-Westphalia,West,A Bit Too Small,0.09313,532,3823,0.08392,0.10235
2017,North Rhine-Westphalia,West,Just Right,0.72509,2679,3823,0.71094,0.73925
2017,North Rhine-Westphalia,West,A Bit Too Large,0.13965,375,3823,0.12866,0.15063
2017,North Rhine-Westphalia,West,Much Too Large,0.02460,55,3823,0.01969,0.02951
2017,Hesse,West,Much Too Small,0.02374,82,1249,0.01530,0.03219
2017,Hesse,West,A Bit Too Small,0.11341,216,1249,0.09581,0.13100
2017,Hesse,West,Just Right,0.69235,808,1249,0.66674,0.71795
2017,Hesse,West,A Bit Too Large,0.14650,143,1249,0.12688,0.16612
2017,"Rhineland-Palatinate, Saarland",West,Much Too Small,0.01021,49,1045,0.00411,0.01631
2017,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.09297,136,1045,0.07535,0.11058
2017,"Rhineland-Palatinate, Saarland",West,Just Right,0.71900,751,1045,0.69173,0.74627
2017,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.14063,109,1045,0.11954,0.16172
2017,Baden-Wuerttemberg,West,Much Too Small,0.01592,84,2003,0.01044,0.02141
2017,Baden-Wuerttemberg,West,A Bit Too Small,0.10539,330,2003,0.09194,0.11884
2017,Baden-Wuerttemberg,West,Just Right,0.70608,1337,2003,0.68612,0.72603
2017,Baden-Wuerttemberg,West,A Bit Too Large,0.13916,219,2003,0.12400,0.15432
2017,Baden-Wuerttemberg,West,Much Too Large,0.03110,33,2003,0.02350,0.03871
2017,Bavaria,West,Much Too Small,0.01841,78,2753,0.01338,0.02343
2017,Bavaria,West,A Bit Too Small,0.12230,410,2753,0.11006,0.13454
2017,Bavaria,West,Just Right,0.68873,1889,2753,0.67143,0.70603
2017,Bavaria,West,A Bit Too Large,0.14672,340,2753,0.13350,0.15994
2017,Bavaria,West,Much Too Large,0.02135,36,2753,0.01595,0.02675
2017,Berlin,West,A Bit Too Small,0.22323,96,383,0.18147,0.26498
2017,Berlin,West,Just Right,0.60557,255,383,0.55656,0.65458
2017,Berlin,West,A Bit Too Large,0.11112,32,383,0.07960,0.14264
2017,Berlin,East,A Bit Too Small,0.19218,66,280,0.14594,0.23841
2017,Berlin,East,Just Right,0.73480,214,280,0.68300,0.78660
2017,Brandenburg,East,A Bit Too Small,0.10178,111,664,0.07876,0.12479
2017,Brandenburg,East,Just Right,0.74036,477,664,0.70699,0.77374
2017,Brandenburg,East,A Bit Too Large,0.12145,76,664,0.09659,0.14632
2017,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.15583,63,385,0.11955,0.19211
2017,Mecklenburg-Western Pomerania,East,Just Right,0.73317,287,385,0.68894,0.77741
2017,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.09750,35,385,0.06783,0.12717
2017,Saxony,East,Much Too Small,0.01116,32,1072,0.00487,0.01745
2017,Saxony,East,A Bit Too Small,0.13867,167,1072,0.11798,0.15937
2017,Saxony,East,Just Right,0.71743,776,1072,0.69046,0.74439
2017,Saxony,East,A Bit Too Large,0.11349,97,1072,0.09450,0.13249
2017,Saxony-Anhalt,East,A Bit Too Small,0.07581,79,604,0.05469,0.09694
2017,Saxony-Anhalt,East,Just Right,0.77437,468,604,0.74101,0.80773
2017,Saxony-Anhalt,East,A Bit Too Large,0.11504,57,604,0.08958,0.14051
2017,Thuringa,East,A Bit Too Small,0.11354,85,623,0.08861,0.13847
2017,Thuringa,East,Just Right,0.75217,475,623,0.71824,0.78610
2017,Thuringa,East,A Bit Too Large,0.09669,63,623,0.07347,0.11992
2018,Schleswig-Holstein,West,Much Too Small,0.01154,40,667,0.00343,0.01966
2018,Schleswig-Holstein,West,A Bit Too Small,0.10661,104,667,0.08317,0.13005
2018,Schleswig-Holstein,West,Just Right,0.69443,458,667,0.65945,0.72942
2018,Schleswig-Holstein,West,A Bit Too Large,0.15066,65,667,0.12350,0.17783
