year,hhtyp,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Couple with children,A Bit Too Small,0.19467,647,3555,0.18165,0.20769
2007,Couple with children,Just Right,0.71503,2612,3555,0.70019,0.72987
2007,Couple with children,A Bit Too Large,0.05998,232,3555,0.05217,0.06779
2007,Multi-generational household,Just Right,0.65688,65,65,0.54057,0.77319
2007,Other Combinations,Just Right,0.76958,66,66,0.66721,0.87195
2008,Single-person household,A Bit Too Small,0.10917,314,2947,0.09791,0.12043
2008,Single-person household,Just Right,0.70150,2094,2947,0.68497,0.71802
2008,Single-person household,A Bit Too Large,0.14737,445,2947,0.13457,0.16017
2008,Single-person household,Much Too Large,0.02788,94,2947,0.02193,0.03382
2008,Couple without children,A Bit Too Small,0.08772,314,3699,0.07860,0.09684
2008,Couple without children,Just Right,0.73060,2730,3699,0.71630,0.74490
2008,Couple without children,A Bit Too Large,0.14881,587,3699,0.13734,0.16028
2008,Couple without children,Much Too Large,0.01971,68,3699,0.01523,0.02419
2008,Single parent,A Bit Too Small,0.20428,127,654,0.17335,0.23520
2008,Single parent,Just Right,0.68228,470,654,0.64657,0.71799
2008,Single parent,A Bit Too Large,0.06982,57,654,0.05027,0.08937
2008,Couple with children,Much Too Small,0.02177,50,3235,0.01674,0.02680
2008,Couple with children,A Bit Too Small,0.19378,577,3235,0.18016,0.20741
2008,Couple with children,Just Right,0.70929,2393,3235,0.69364,0.72494
2008,Couple with children,A Bit Too Large,0.06344,215,3235,0.05504,0.07184
2008,Multi-generational household,Just Right,0.71674,59,59,0.60078,0.83270
2008,Other Combinations,Just Right,0.71332,51,51,0.58798,0.83867
2009,Single-person household,Much Too Small,0.01029,32,2838,0.00657,0.01400
2009,Single-person household,A Bit Too Small,0.11120,298,2838,0.09963,0.12277
2009,Single-person household,Just Right,0.70768,2013,2838,0.69094,0.72441
2009,Single-person household,A Bit Too Large,0.13997,414,2838,0.12720,0.15273
2009,Single-person household,Much Too Large,0.02643,81,2838,0.02053,0.03233
2009,Couple without children,A Bit Too Small,0.10351,316,3517,0.09344,0.11358
2009,Couple without children,Just Right,0.70071,2537,3517,0.68557,0.71585
2009,Couple without children,A Bit Too Large,0.16424,592,3517,0.15199,0.17649
2009,Couple without children,Much Too Large,0.01942,72,3517,0.01486,0.02398
2009,Single parent,A Bit Too Small,0.20985,119,596,0.17713,0.24257
2009,Single parent,Just Right,0.64344,410,596,0.60495,0.68193
2009,Single parent,A Bit Too Large,0.08831,67,596,0.06551,0.11111
2009,Couple with children,Much Too Small,0.02411,56,2979,0.01860,0.02961
2009,Couple with children,A Bit Too Small,0.20360,553,2979,0.18914,0.21806
2009,Couple with children,Just Right,0.68246,2139,2979,0.66574,0.69918
2009,Couple with children,A Bit Too Large,0.07638,231,2979,0.06684,0.08592
2009,Multi-generational household,Just Right,0.74064,53,53,0.62151,0.85977
2009,Other Combinations,Just Right,0.72893,52,52,0.60693,0.85093
2010,Single-person household,A Bit Too Small,0.11031,280,2677,0.09844,0.12218
2010,Single-person household,Just Right,0.69938,1880,2677,0.68201,0.71676
2010,Single-person household,A Bit Too Large,0.14991,420,2677,0.13639,0.16344
2010,Single-person household,Much Too Large,0.03250,97,2677,0.02578,0.03921
2010,Couple without children,A Bit Too Small,0.09939,292,3347,0.08925,0.10953
2010,Couple without children,Just Right,0.70531,2428,3347,0.68987,0.72076
2010,Couple without children,A Bit Too Large,0.15989,557,3347,0.14747,0.17230
2010,Couple without children,Much Too Large,0.02256,70,3347,0.01753,0.02759
2010,Single parent,Much Too Small,0.03655,100,1827,0.02795,0.04516
2010,Single parent,A Bit Too Small,0.21570,425,1827,0.19683,0.23457
2010,Single parent,Just Right,0.65011,1150,1827,0.62823,0.67198
2010,Single parent,A Bit Too Large,0.08267,152,1827,0.07004,0.09530
2010,Couple with children,Much Too Small,0.02482,279,5679,0.02078,0.02887
2010,Couple with children,A Bit Too Small,0.20322,1404,5679,0.19275,0.21369
2010,Couple with children,Just Right,0.69031,3697,5679,0.67828,0.70234
2010,Couple with children,A Bit Too Large,0.07018,299,5679,0.06353,0.07682
2010,Multi-generational household,Just Right,0.64730,60,60,0.52538,0.76922
2010,Other Combinations,Just Right,0.68210,47,47,0.54754,0.81667
2011,Single-person household,A Bit Too Small,0.11054,355,3505,0.10016,0.12092
2011,Single-person household,Just Right,0.70999,2507,3505,0.69497,0.72502
2011,Single-person household,A Bit Too Large,0.14261,533,3505,0.13103,0.15418
2011,Single-person household,Much Too Large,0.02896,110,3505,0.02340,0.03451
2011,Couple without children,Much Too Small,0.00805,38,4371,0.00540,0.01070
2011,Couple without children,A Bit Too Small,0.09903,382,4371,0.09018,0.10789
2011,Couple without children,Just Right,0.70012,3107,4371,0.68653,0.71371
2011,Couple without children,A Bit Too Large,0.16913,752,4371,0.15801,0.18024
2011,Couple without children,Much Too Large,0.02246,92,4371,0.01807,0.02686
2011,Single parent,Much Too Small,0.03584,101,2283,0.02821,0.04346
2011,Single parent,A Bit Too Small,0.19611,503,2283,0.17982,0.21240
2011,Single parent,Just Right,0.66755,1511,2283,0.64822,0.68688
2011,Single parent,A Bit Too Large,0.08539,168,2283,0.07393,0.09686
2011,Couple with children,Much Too Small,0.02475,242,6136,0.02086,0.02864
2011,Couple with children,A Bit Too Small,0.19343,1429,6136,0.18355,0.20332
2011,Couple with children,Just Right,0.68672,4074,6136,0.67512,0.69833
2011,Couple with children,A Bit Too Large,0.08659,391,6136,0.07955,0.09363
2011,Multi-generational household,Just Right,0.70709,89,89,0.61201,0.80218
2011,Other Combinations,Just Right,0.70864,75,75,0.60511,0.81217
2012,Single-person household,Much Too Small,0.01066,33,3680,0.00734,0.01397
2012,Single-person household,A Bit Too Small,0.10109,366,3680,0.09135,0.11083
2012,Single-person household,Just Right,0.71749,2615,3680,0.70294,0.73204
2012,Single-person household,A Bit Too Large,0.14246,553,3680,0.13117,0.15376
2012,Single-person household,Much Too Large,0.02740,113,3680,0.02212,0.03267
2012,Couple without children,Much Too Small,0.00860,40,4447,0.00589,0.01132
2012,Couple without children,A Bit Too Small,0.08571,347,4447,0.07748,0.09394
2012,Couple without children,Just Right,0.70676,3155,4447,0.69338,0.72014
2012,Couple without children,A Bit Too Large,0.17384,796,4447,0.16270,0.18498
2012,Couple without children,Much Too Large,0.02302,109,4447,0.01861,0.02743
2012,Single parent,Much Too Small,0.03751,66,2155,0.02949,0.04554
2012,Single parent,A Bit Too Small,0.19200,462,2155,0.17536,0.20863
2012,Single parent,Just Right,0.67410,1460,2155,0.65430,0.69389
2012,Single parent,A Bit Too Large,0.08540,167,2155,0.07360,0.09721
2012,Couple with children,Much Too Small,0.02631,215,5769,0.02218,0.03044
2012,Couple with children,A Bit Too Small,0.18771,1244,5769,0.17763,0.19778
2012,Couple with children,Just Right,0.69302,3938,5769,0.68112,0.70493
2012,Couple with children,A Bit Too Large,0.08059,339,5769,0.07357,0.08762
2012,Couple with children,Much Too Large,0.00973,33,5769,0.00720,0.01226
2012,Multi-generational household,Just Right,0.69656,83,83,0.59705,0.79607
2012,Other Combinations,Just Right,0.70041,68,68,0.59072,0.81010
2013,Single-person household,Much Too Small,0.01111,45,3840,0.00779,0.01443
2013,Single-person household,A Bit Too Small,0.10255,411,3840,0.09295,0.11215
2013,Single-person household,Just Right,0.71199,2717,3840,0.69767,0.72632
2013,Single-person household,A Bit Too Large,0.14558,562,3840,0.13442,0.15673
2013,Single-person household,Much Too Large,0.02679,105,3840,0.02168,0.03190
2013,Couple without children,Much Too Small,0.00619,31,4636,0.00393,0.00845
2013,Couple without children,A Bit Too Small,0.08418,396,4636,0.07618,0.09217
2013,Couple without children,Just Right,0.71072,3343,4636,0.69767,0.72378
2013,Couple without children,A Bit Too Large,0.16898,751,4636,0.15819,0.17977
2013,Couple without children,Much Too Large,0.02767,115,4636,0.02295,0.03239
2013,Single parent,Much Too Small,0.02609,73,2228,0.01947,0.03271
2013,Single parent,A Bit Too Small,0.18917,469,2228,0.17291,0.20544
2013,Single parent,Just Right,0.68843,1517,2228,0.66920,0.70767
2013,Single parent,A Bit Too Large,0.08660,169,2228,0.07491,0.09828
2013,Couple with children,Much Too Small,0.03184,300,6614,0.02760,0.03607
2013,Couple with children,A Bit Too Small,0.18240,1480,6614,0.17309,0.19170
2013,Couple with children,Just Right,0.69982,4453,6614,0.68878,0.71087
2013,Couple with children,A Bit Too Large,0.07772,381,6614,0.07127,0.08417
2013,Multi-generational household,A Bit Too Small,0.22543,31,128,0.15275,0.29810
2013,Multi-generational household,Just Right,0.68042,97,128,0.59931,0.76152
2013,Other Combinations,A Bit Too Small,0.21060,64,301,0.16446,0.25674
2013,Other Combinations,Just Right,0.62167,237,301,0.56679,0.67655
2014,Single-person household,Much Too Small,0.01152,39,3559,0.00801,0.01503
2014,Single-person household,A Bit Too Small,0.10580,376,3559,0.09570,0.11591
2014,Single-person household,Just Right,0.69868,2486,3559,0.68361,0.71376
2014,Single-person household,A Bit Too Large,0.15216,556,3559,0.14036,0.16397
2014,Single-person household,Much Too Large,0.02889,102,3559,0.02338,0.03439
2014,Couple without children,A Bit Too Small,0.08892,397,4325,0.08044,0.09741
2014,Couple without children,Just Right,0.69018,3065,4325,0.67639,0.70396
2014,Couple without children,A Bit Too Large,0.18370,756,4325,0.17215,0.19524
2014,Couple without children,Much Too Large,0.02654,107,4325,0.02175,0.03133
2014,Single parent,Much Too Small,0.05100,74,1799,0.04083,0.06117
2014,Single parent,A Bit Too Small,0.18975,390,1799,0.17163,0.20788
2014,Single parent,Just Right,0.65789,1183,1799,0.63596,0.67982
2014,Single parent,A Bit Too Large,0.08855,152,1799,0.07542,0.10169
2014,Couple with children,Much Too Small,0.02936,256,5669,0.02497,0.03375
2014,Couple with children,A Bit Too Small,0.18151,1208,5669,0.17147,0.19154
2014,Couple with children,Just Right,0.69617,3847,5669,0.68420,0.70815
2014,Couple with children,A Bit Too Large,0.08547,358,5669,0.07819,0.09275
2014,Multi-generational household,Just Right,0.71522,87,87,0.61983,0.81060
2014,Other Combinations,A Bit Too Small,0.21890,46,224,0.16463,0.27317
2014,Other Combinations,Just Right,0.62869,178,224,0.56527,0.69210
2015,Single-person household,Much Too Small,0.01312,52,3624,0.00941,0.01682
2015,Single-person household,A Bit Too Small,0.08998,339,3624,0.08066,0.09930
2015,Single-person household,Just Right,0.71549,2600,3624,0.70080,0.73019
2015,Single-person household,A Bit Too Large,0.14880,524,3624,0.13721,0.16039
2015,Single-person household,Much Too Large,0.03109,109,3624,0.02544,0.03674
2015,Couple without children,Much Too Small,0.00766,50,4373,0.00508,0.01025
2015,Couple without children,A Bit Too Small,0.07694,366,4373,0.06905,0.08484
2015,Couple without children,Just Right,0.70802,3126,4373,0.69454,0.72149
2015,Couple without children,A Bit Too Large,0.17843,727,4373,0.16709,0.18978
2015,Couple without children,Much Too Large,0.02711,104,4373,0.02230,0.03193
2015,Single parent,Much Too Small,0.03378,59,1692,0.02517,0.04239
2015,Single parent,A Bit Too Small,0.21432,369,1692,0.19477,0.23388
2015,Single parent,Just Right,0.62554,1119,1692,0.60247,0.64861
2015,Single parent,A Bit Too Large,0.11343,145,1692,0.09832,0.12855
2015,Couple with children,Much Too Small,0.03069,255,5630,0.02619,0.03520
2015,Couple with children,A Bit Too Small,0.17784,1208,5630,0.16785,0.18783
2015,Couple with children,Just Right,0.69500,3819,5630,0.68297,0.70703
2015,Couple with children,A Bit Too Large,0.08646,348,5630,0.07912,0.09380
2015,Multi-generational household,Just Right,0.77679,95,95,0.69261,0.86097
2015,Other Combinations,A Bit Too Small,0.27412,51,217,0.21463,0.33360
2015,Other Combinations,Just Right,0.59390,166,217,0.52841,0.65940
2016,Single-person household,Much Too Small,0.01107,95,3797,0.00774,0.01440
2016,Single-person household,A Bit Too Small,0.09245,372,3797,0.08324,0.10167
2016,Single-person household,Just Right,0.70445,2702,3797,0.68994,0.71897
2016,Single-person household,A Bit Too Large,0.15459,521,3797,0.14309,0.16609
2016,Single-person household,Much Too Large,0.03204,107,3797,0.02644,0.03765
2016,Couple without children,A Bit Too Small,0.08128,364,4122,0.07294,0.08962
2016,Couple without children,Just Right,0.70932,2982,4122,0.69546,0.72319
2016,Couple without children,A Bit Too Large,0.17499,683,4122,0.16339,0.18659
2016,Couple without children,Much Too Large,0.02571,93,4122,0.02088,0.03054
2016,Single parent,Much Too Small,0.04161,108,1690,0.03209,0.05113
2016,Single parent,A Bit Too Small,0.19183,338,1690,0.17305,0.21060
2016,Single parent,Just Right,0.64941,1113,1690,0.62666,0.67217
2016,Single parent,A Bit Too Large,0.10494,131,1690,0.09032,0.11955
2016,Couple with children,Much Too Small,0.02724,405,6180,0.02318,0.03130
2016,Couple with children,A Bit Too Small,0.19162,1368,6180,0.18181,0.20144
2016,Couple with children,Just Right,0.69152,4082,6180,0.68000,0.70303
2016,Couple with children,A Bit Too Large,0.08525,325,6180,0.07829,0.09221
2016,Multi-generational household,A Bit Too Small,0.20559,34,125,0.13446,0.27672
2016,Multi-generational household,Just Right,0.69143,91,125,0.61013,0.77273
2016,Other Combinations,Much Too Small,0.03242,34,362,0.01415,0.05069
2016,Other Combinations,A Bit Too Small,0.19087,79,362,0.15033,0.23140
2016,Other Combinations,Just Right,0.70527,249,362,0.65824,0.75230
2017,Single-person household,Much Too Small,0.01235,93,4288,0.00904,0.01566
2017,Single-person household,A Bit Too Small,0.08075,419,4288,0.07259,0.08890
2017,Single-person household,Just Right,0.72583,3101,4288,0.71248,0.73918
2017,Single-person household,A Bit Too Large,0.14199,549,4288,0.13154,0.15243
2017,Single-person household,Much Too Large,0.03784,126,4288,0.03213,0.04355
2017,Couple without children,Much Too Small,0.00674,47,4700,0.00440,0.00908
2017,Couple without children,A Bit Too Small,0.07919,390,4700,0.07147,0.08691
2017,Couple without children,Just Right,0.70571,3363,4700,0.69268,0.71874
2017,Couple without children,A Bit Too Large,0.17717,789,4700,0.16625,0.18808
2017,Couple without children,Much Too Large,0.02591,111,4700,0.02136,0.03045
2017,Single parent,Much Too Small,0.05127,99,1742,0.04091,0.06163
2017,Single parent,A Bit Too Small,0.15910,315,1742,0.14192,0.17628
2017,Single parent,Just Right,0.65988,1177,1742,0.63763,0.68214
2017,Single parent,A Bit Too Large,0.11359,151,1742,0.09869,0.12850
2017,Couple with children,Much Too Small,0.03406,461,6799,0.02975,0.03838
2017,Couple with children,A Bit Too Small,0.19125,1483,6799,0.18190,0.20060
2017,Couple with children,Just Right,0.68680,4462,6799,0.67577,0.69782
2017,Couple with children,A Bit Too Large,0.08203,393,6799,0.07550,0.08855
2017,Multi-generational household,Just Right,0.74997,105,105,0.66675,0.83320
2017,Other Combinations,Much Too Small,0.05550,51,489,0.03519,0.07582
2017,Other Combinations,A Bit Too Small,0.17457,105,489,0.14089,0.20825
2017,Other Combinations,Just Right,0.69182,333,489,0.65085,0.73278
2018,Single-person household,Much Too Small,0.01260,81,4449,0.00932,0.01588
2018,Single-person household,A Bit Too Small,0.08561,472,4449,0.07739,0.09383
2018,Single-person household,Just Right,0.71807,3192,4449,0.70485,0.73129
2018,Single-person household,A Bit Too Large,0.15421,612,4449,0.14360,0.16482
2018,Single-person household,Much Too Large,0.02648,92,4449,0.02176,0.03120
2018,Couple without children,Much Too Small,0.00508,44,4627,0.00303,0.00713
2018,Couple without children,A Bit Too Small,0.08095,389,4627,0.07309,0.08881
2018,Couple without children,Just Right,0.70204,3311,4627,0.68886,0.71522
2018,Couple without children,A Bit Too Large,0.18072,780,4627,0.16963,0.19181
2018,Couple without children,Much Too Large,0.02557,103,4627,0.02102,0.03012
2018,Single parent,Much Too Small,0.05316,108,1726,0.04257,0.06375
2018,Single parent,A Bit Too Small,0.17053,343,1726,0.15278,0.18828
2018,Single parent,Just Right,0.66428,1137,1726,0.64200,0.68657
2018,Single parent,A Bit Too Large,0.10452,138,1726,0.09008,0.11896
2018,Couple with children,Much Too Small,0.03179,437,6429,0.02750,0.03608
2018,Couple with children,A Bit Too Small,0.18489,1398,6429,0.17540,0.19438
2018,Couple with children,Just Right,0.69514,4226,6429,0.68389,0.70640
2018,Couple with children,A Bit Too Large,0.07979,368,6429,0.07316,0.08641
2018,Multi-generational household,Just Right,0.78699,118,118,0.71280,0.86118
2018,Other Combinations,A Bit Too Small,0.10102,73,363,0.06997,0.13206
2018,Other Combinations,Just Right,0.77899,290,363,0.73624,0.82173
2019,Single-person household,Much Too Small,0.00854,89,4592,0.00588,0.01121
2019,Single-person household,A Bit Too Small,0.08627,475,4592,0.07815,0.09439
2019,Single-person household,Just Right,0.71388,3253,4592,0.70080,0.72695
2019,Single-person household,A Bit Too Large,0.15442,637,4592,0.14397,0.16487
2019,Single-person household,Much Too Large,0.03571,138,4592,0.03034,0.04108
2019,Couple without children,Much Too Small,0.00389,33,5166,0.00219,0.00558
2019,Couple without children,A Bit Too Small,0.07688,379,5166,0.06962,0.08415
2019,Couple without children,Just Right,0.72444,3698,5166,0.71226,0.73663
2019,Couple without children,A Bit Too Large,0.17374,915,5166,0.16340,0.18407
2019,Couple without children,Much Too Large,0.02037,141,5166,0.01652,0.02422
2019,Single parent,Much Too Small,0.04243,95,1610,0.03258,0.05228
2019,Single parent,A Bit Too Small,0.16816,302,1610,0.14988,0.18643
2019,Single parent,Just Right,0.66528,1051,1610,0.64222,0.68834
2019,Single parent,A Bit Too Large,0.11754,162,1610,0.10180,0.13327
2019,Couple with children,Much Too Small,0.03411,387,6525,0.02971,0.03852
2019,Couple with children,A Bit Too Small,0.18110,1261,6525,0.17175,0.19044
2019,Couple with children,Just Right,0.68941,4373,6525,0.67818,0.70064
2019,Couple with children,A Bit Too Large,0.08765,455,6525,0.08079,0.09451
2019,Couple with children,Much Too Large,0.00765,49,6525,0.00554,0.00976
2019,Multi-generational household,Just Right,0.73107,91,91,0.63947,0.82268
2019,Other Combinations,A Bit Too Small,0.13563,57,317,0.09787,0.17338
2019,Other Combinations,Just Right,0.73665,260,317,0.68809,0.78522
2020,Single-person household,Much Too Small,0.00903,146,5329,0.00649,0.01157
2020,Single-person household,A Bit Too Small,0.09006,632,5329,0.08238,0.09775
2020,Single-person household,Just Right,0.71544,3799,5329,0.70333,0.72756
2020,Single-person household,A Bit Too Large,0.14333,619,5329,0.13393,0.15274
2020,Single-person household,Much Too Large,0.03754,133,5329,0.03243,0.04264
2020,Couple without children,Much Too Small,0.00492,62,5154,0.00301,0.00683
2020,Couple without children,A Bit Too Small,0.08144,470,5154,0.07397,0.08891
2020,Couple without children,Just Right,0.69511,3609,5154,0.68255,0.70768
2020,Couple without children,A Bit Too Large,0.18524,878,5154,0.17464,0.19585
2020,Couple without children,Much Too Large,0.02663,135,5154,0.02224,0.03103
2020,Single parent,Much Too Small,0.02884,92,1584,0.02059,0.03708
2020,Single parent,A Bit Too Small,0.16790,298,1584,0.14949,0.18631
2020,Single parent,Just Right,0.67415,1044,1584,0.65106,0.69724
2020,Single parent,A Bit Too Large,0.12024,150,1584,0.10422,0.13627
2020,Couple with children,Much Too Small,0.02655,447,6549,0.02266,0.03045
2020,Couple with children,A Bit Too Small,0.19429,1374,6549,0.18471,0.20388
2020,Couple with children,Just Right,0.68012,4281,6549,0.66882,0.69142
2020,Couple with children,A Bit Too Large,0.08609,404,6549,0.07929,0.09288
2020,Couple with children,Much Too Large,0.00864,43,6549,0.00639,0.01088
2020,Multi-generational household,Just Right,0.77678,103,103,0.69597,0.85759
2020,Other Combinations,Much Too Small,0.02489,34,451,0.01050,0.03929
2020,Other Combinations,A Bit Too Small,0.15792,82,451,0.12423,0.19161
2020,Other Combinations,Just Right,0.71011,335,451,0.66819,0.75203
2021,Single-person household,Much Too Small,0.00647,61,3531,0.00382,0.00911
2021,Single-person household,A Bit Too Small,0.08813,405,3531,0.07878,0.09749
2021,Single-person household,Just Right,0.70837,2458,3531,0.69338,0.72336
2021,Single-person household,A Bit Too Large,0.15697,488,3531,0.14496,0.16897
2021,Single-person household,Much Too Large,0.03852,119,3531,0.03217,0.04487
2021,Couple without children,A Bit Too Small,0.06181,265,3457,0.05378,0.06983
2021,Couple without children,Just Right,0.70007,2391,3457,0.68480,0.71535
2021,Couple without children,A Bit Too Large,0.20410,694,3457,0.19066,0.21753
2021,Couple without children,Much Too Large,0.02825,107,3457,0.02273,0.03378
2021,Single parent,Much Too Small,0.03472,51,1010,0.02342,0.04602
2021,Single parent,A Bit Too Small,0.15861,194,1010,0.13607,0.18116
2021,Single parent,Just Right,0.64645,654,1010,0.61695,0.67595
2021,Single parent,A Bit Too Large,0.12313,111,1010,0.10285,0.14340
2021,Couple with children,Much Too Small,0.03034,270,3987,0.02501,0.03566
2021,Couple with children,A Bit Too Small,0.17986,788,3987,0.16793,0.19178
2021,Couple with children,Just Right,0.70078,2646,3987,0.68656,0.71499
2021,Couple with children,A Bit Too Large,0.08398,283,3987,0.07537,0.09259
2021,Multi-generational household,Just Right,0.78820,67,67,0.68963,0.88678
2021,Other Combinations,A Bit Too Small,0.14137,63,305,0.10220,0.18053
2021,Other Combinations,Just Right,0.67483,242,305,0.62217,0.72749
2022,Single-person household,Much Too Small,0.01390,158,5839,0.01090,0.01690
2022,Single-person household,A Bit Too Small,0.09826,861,5839,0.09062,0.10590
2022,Single-person household,Just Right,0.67595,3906,5839,0.66395,0.68796
2022,Single-person household,A Bit Too Large,0.16801,752,5839,0.15842,0.17760
2022,Single-person household,Much Too Large,0.04294,162,5839,0.03774,0.04814
2022,Couple without children,Much Too Small,0.00637,75,5779,0.00432,0.00842
2022,Couple without children,A Bit Too Small,0.08842,718,5779,0.08110,0.09574
2022,Couple without children,Just Right,0.67134,3839,5779,0.65923,0.68346
2022,Couple without children,A Bit Too Large,0.20451,1007,5779,0.19411,0.21491
2022,Couple without children,Much Too Large,0.02636,140,5779,0.02223,0.03050
2022,Single parent,Much Too Small,0.04083,62,1220,0.02972,0.05194
2022,Single parent,A Bit Too Small,0.16475,241,1220,0.14393,0.18557
2022,Single parent,Just Right,0.65231,777,1220,0.62558,0.67905
2022,Single parent,A Bit Too Large,0.12839,140,1220,0.10961,0.14717
2022,Couple with children,Much Too Small,0.03847,298,5830,0.03353,0.04341
2022,Couple with children,A Bit Too Small,0.22807,1269,5830,0.21730,0.23884
2022,Couple with children,Just Right,0.63616,3752,5830,0.62381,0.64851
2022,Couple with children,A Bit Too Large,0.08839,472,5830,0.08110,0.09567
2022,Couple with children,Much Too Large,0.00735,39,5830,0.00516,0.00954
2022,Multi-generational household,Just Right,0.58770,63,63,0.46517,0.71023
2022,Other Combinations,Much Too Small,0.02411,35,1174,0.01533,0.03289
2022,Other Combinations,A Bit Too Small,0.17506,212,1174,0.15331,0.19681
2022,Other Combinations,Just Right,0.66076,803,1174,0.63367,0.68786
2022,Other Combinations,A Bit Too Large,0.10636,124,1174,0.08872,0.12400
