year,bula_h,hhtyp,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Berlin,Couple without children,Just Right,0.71594,59,59,0.59988,0.83200
1997,Berlin,Couple with children,Just Right,0.53135,59,59,0.40292,0.65977
1997,Brandenburg,Single-person household,Just Right,0.79025,50,50,0.67626,0.90425
1997,Brandenburg,Couple without children,Just Right,0.70408,62,62,0.58954,0.81863
1997,Brandenburg,Couple with children,Just Right,0.62993,71,71,0.51683,0.74304
1997,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.77196,45,45,0.64798,0.89593
1997,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.72987,57,57,0.61357,0.84616
1997,Saxony,Single-person household,Just Right,0.74598,69,69,0.64251,0.84945
1997,Saxony,Couple without children,Just Right,0.79739,135,135,0.72933,0.86544
1997,Saxony,Couple with children,A Bit Too Small,0.24680,53,195,0.18612,0.30747
1997,Saxony,Couple with children,Just Right,0.62243,142,195,0.55422,0.69065
1997,Saxony-Anhalt,Single-person household,Just Right,0.71153,43,43,0.57451,0.84854
1997,Saxony-Anhalt,Couple without children,Just Right,0.70563,77,77,0.60316,0.80809
1997,Saxony-Anhalt,Couple with children,Just Right,0.81529,100,100,0.73885,0.89173
1997,Thuringa,Single-person household,Just Right,0.87864,47,47,0.78428,0.97301
1997,Thuringa,Couple without children,Just Right,0.81476,71,71,0.72375,0.90577
1997,Thuringa,Couple with children,A Bit Too Small,0.24487,31,130,0.17066,0.31907
1997,Thuringa,Couple with children,Just Right,0.69540,99,130,0.61598,0.77483
1998,Schleswig-Holstein,Couple without children,Just Right,0.66394,46,46,0.52592,0.80195
1998,Schleswig-Holstein,Couple with children,Just Right,0.71573,43,43,0.57931,0.85215
1998,Hamburg,Single-person household,Just Right,0.58550,32,32,0.41208,0.75893
1998,Lower Saxony,Single-person household,Just Right,0.65214,86,86,0.55089,0.75340
1998,Lower Saxony,Couple without children,Just Right,0.70674,144,144,0.63213,0.78136
1998,Lower Saxony,Couple with children,A Bit Too Small,0.22047,45,207,0.16385,0.27708
1998,Lower Saxony,Couple with children,Just Right,0.69059,162,207,0.62746,0.75371
1998,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.11619,41,281,0.07866,0.15373
1998,North Rhine-Westphalia,Single-person household,Just Right,0.69720,240,281,0.64338,0.75101
1998,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.09606,45,428,0.06811,0.12401
1998,North Rhine-Westphalia,Couple without children,Just Right,0.74304,338,428,0.70160,0.78449
1998,North Rhine-Westphalia,Couple without children,A Bit Too Large,0.12894,45,428,0.09715,0.16073
1998,North Rhine-Westphalia,Single parent,Just Right,0.57415,51,51,0.43709,0.71121
1998,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.20617,126,489,0.17028,0.24207
1998,North Rhine-Westphalia,Couple with children,Just Right,0.67755,363,489,0.63607,0.71902
1998,Hesse,Single-person household,Just Right,0.69597,75,75,0.59116,0.80078
1998,Hesse,Couple without children,Just Right,0.80211,123,123,0.73141,0.87281
1998,Hesse,Couple with children,A Bit Too Small,0.21198,46,167,0.14981,0.27416
1998,Hesse,Couple with children,Just Right,0.65222,121,167,0.57977,0.72468
1998,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.66965,54,54,0.54303,0.79628
1998,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.66216,84,84,0.56041,0.76391
1998,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.70071,114,114,0.61628,0.78515
1998,Baden-Wuerttemberg,Single-person household,Just Right,0.75100,151,151,0.68180,0.82021
1998,Baden-Wuerttemberg,Couple without children,Just Right,0.80207,181,181,0.74386,0.86028
1998,Baden-Wuerttemberg,Single parent,Just Right,0.62671,39,39,0.47292,0.78050
1998,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.18252,69,342,0.14152,0.22352
1998,Baden-Wuerttemberg,Couple with children,Just Right,0.68994,273,342,0.64085,0.73903
1998,Bavaria,Single-person household,Just Right,0.71707,163,194,0.65353,0.78062
1998,Bavaria,Single-person household,A Bit Too Large,0.14610,31,194,0.09627,0.19593
1998,Bavaria,Couple without children,A Bit Too Small,0.12936,36,245,0.08725,0.17147
1998,Bavaria,Couple without children,Just Right,0.71010,209,245,0.65317,0.76703
1998,Bavaria,Single parent,Just Right,0.75920,46,46,0.63428,0.88413
1998,Bavaria,Couple with children,A Bit Too Small,0.18770,78,337,0.14595,0.22946
1998,Bavaria,Couple with children,Just Right,0.69606,259,337,0.64687,0.74524
1998,Berlin,Single-person household,Just Right,0.62362,72,72,0.51093,0.73632
1998,Berlin,Couple without children,Just Right,0.77868,65,65,0.67697,0.88039
1998,Berlin,Couple with children,Just Right,0.58689,52,52,0.45175,0.72203
1998,Brandenburg,Single-person household,Just Right,0.78270,58,58,0.67564,0.88977
1998,Brandenburg,Couple without children,Just Right,0.70344,67,67,0.59325,0.81364
1998,Brandenburg,Couple with children,Just Right,0.64020,77,77,0.53230,0.74811
1998,Mecklenburg-Western Pomerania,Single-person household,Just Right,0.71123,31,31,0.54906,0.87340
1998,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.68176,40,40,0.53557,0.82795
1998,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.70419,63,63,0.59058,0.81780
1998,Saxony,Single-person household,Just Right,0.73622,78,78,0.63778,0.83465
1998,Saxony,Couple without children,Just Right,0.77653,148,148,0.70919,0.84388
1998,Saxony,Couple with children,A Bit Too Small,0.19723,47,205,0.14263,0.25184
1998,Saxony,Couple with children,Just Right,0.65786,158,205,0.59276,0.72297
1998,Saxony-Anhalt,Single-person household,Just Right,0.68162,53,53,0.55500,0.80824
1998,Saxony-Anhalt,Couple without children,Just Right,0.68281,86,86,0.58387,0.78174
1998,Saxony-Anhalt,Couple with children,Just Right,0.70732,93,93,0.61434,0.80029
1998,Thuringa,Single-person household,Just Right,0.87802,51,51,0.78731,0.96874
1998,Thuringa,Couple without children,Just Right,0.70808,75,75,0.60449,0.81167
1998,Thuringa,Couple with children,Just Right,0.71348,105,105,0.62658,0.80037
1999,Schleswig-Holstein,Single-person household,Just Right,0.69938,32,32,0.53797,0.86080
1999,Schleswig-Holstein,Couple without children,Just Right,0.71704,40,40,0.57567,0.85841
1999,Schleswig-Holstein,Couple with children,Just Right,0.75686,48,48,0.63422,0.87950
1999,Lower Saxony,Single-person household,Just Right,0.69455,88,88,0.59777,0.79134
1999,Lower Saxony,Couple without children,Just Right,0.72936,142,176,0.66353,0.79518
1999,Lower Saxony,Couple without children,A Bit Too Large,0.18130,34,176,0.12422,0.23838
1999,Lower Saxony,Couple with children,A Bit Too Small,0.21599,46,213,0.16060,0.27139
1999,Lower Saxony,Couple with children,Just Right,0.70899,167,213,0.64785,0.77014
1999,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.11865,42,312,0.08271,0.15459
1999,North Rhine-Westphalia,Single-person household,Just Right,0.70052,230,312,0.64961,0.75142
1999,North Rhine-Westphalia,Single-person household,A Bit Too Large,0.13022,40,312,0.09281,0.16762
1999,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.09202,46,419,0.06431,0.11973
1999,North Rhine-Westphalia,Couple without children,Just Right,0.79506,339,419,0.75636,0.83375
1999,North Rhine-Westphalia,Couple without children,A Bit Too Large,0.09629,34,419,0.06801,0.12457
1999,North Rhine-Westphalia,Single parent,Just Right,0.68098,50,50,0.55048,0.81149
1999,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.20497,119,507,0.16980,0.24014
1999,North Rhine-Westphalia,Couple with children,Just Right,0.70040,388,507,0.66049,0.74032
1999,Hesse,Single-person household,Just Right,0.70733,64,64,0.59497,0.81968
1999,Hesse,Couple without children,Just Right,0.74591,124,124,0.66897,0.82285
1999,Hesse,Couple with children,A Bit Too Small,0.23672,43,151,0.16869,0.30474
1999,Hesse,Couple with children,Just Right,0.60880,108,151,0.53070,0.68690
1999,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.71584,54,54,0.59442,0.83727
1999,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.74750,94,94,0.65920,0.83580
1999,"Rhineland-Palatinate, Saarland",Couple with children,A Bit Too Small,0.21379,32,141,0.14588,0.28170
1999,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.69901,109,141,0.62303,0.77499
1999,Baden-Wuerttemberg,Single-person household,Just Right,0.74881,154,154,0.68009,0.81753
1999,Baden-Wuerttemberg,Couple without children,Just Right,0.77277,165,165,0.70864,0.83691
1999,Baden-Wuerttemberg,Single parent,Just Right,0.54119,38,38,0.38063,0.70176
1999,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.16943,66,331,0.12896,0.20991
1999,Baden-Wuerttemberg,Couple with children,Just Right,0.72057,265,331,0.67216,0.76899
1999,Bavaria,Single-person household,Just Right,0.74622,156,156,0.67771,0.81473
1999,Bavaria,Couple without children,A Bit Too Small,0.14562,46,286,0.10467,0.18657
1999,Bavaria,Couple without children,Just Right,0.72616,208,286,0.67439,0.77794
1999,Bavaria,Couple without children,A Bit Too Large,0.12214,32,286,0.08413,0.16016
1999,Bavaria,Single parent,Just Right,0.65194,35,35,0.49182,0.81206
1999,Bavaria,Couple with children,A Bit Too Small,0.22927,72,343,0.18471,0.27382
1999,Bavaria,Couple with children,Just Right,0.72180,271,343,0.67431,0.76930
1999,Berlin,Single-person household,Just Right,0.69541,75,75,0.59055,0.80027
1999,Berlin,Couple without children,Just Right,0.66405,57,57,0.54034,0.78775
1999,Berlin,Couple with children,Just Right,0.65168,57,57,0.52690,0.77647
1999,Brandenburg,Single-person household,Just Right,0.85525,56,56,0.76226,0.94824
1999,Brandenburg,Couple without children,Just Right,0.78793,76,76,0.69541,0.88044
1999,Brandenburg,Couple with children,Just Right,0.71296,79,79,0.61256,0.81335
1999,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.78916,42,42,0.66429,0.91402
1999,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.71166,58,58,0.59406,0.82926
1999,Saxony,Single-person household,Just Right,0.81184,91,91,0.73110,0.89259
1999,Saxony,Couple without children,Just Right,0.79163,151,151,0.72664,0.85663
1999,Saxony,Couple with children,A Bit Too Small,0.22799,52,205,0.17041,0.28556
1999,Saxony,Couple with children,Just Right,0.64829,153,205,0.58277,0.71382
1999,Saxony-Anhalt,Single-person household,Just Right,0.78081,65,65,0.67946,0.88217
1999,Saxony-Anhalt,Couple without children,Just Right,0.72433,92,92,0.63252,0.81614
1999,Saxony-Anhalt,Couple with children,Just Right,0.77344,90,90,0.68647,0.86041
1999,Thuringa,Single-person household,Just Right,0.81756,57,57,0.71641,0.91872
1999,Thuringa,Couple without children,Just Right,0.77096,78,78,0.67710,0.86482
1999,Thuringa,Couple with children,Just Right,0.75143,112,112,0.67103,0.83183
2000,Schleswig-Holstein,Single-person household,Just Right,0.78122,83,83,0.69173,0.87070
2000,Schleswig-Holstein,Couple without children,Just Right,0.73968,107,107,0.65615,0.82322
2000,Schleswig-Holstein,Couple with children,Just Right,0.72193,96,96,0.63183,0.81202
2000,Hamburg,Single-person household,Just Right,0.61677,52,52,0.48334,0.75020
2000,Hamburg,Couple without children,Just Right,0.68473,35,35,0.52855,0.84090
2000,Lower Saxony,Single-person household,Just Right,0.69487,172,211,0.63259,0.75715
2000,Lower Saxony,Single-person household,A Bit Too Large,0.13666,39,211,0.09020,0.18311
2000,Lower Saxony,Couple without children,Just Right,0.72897,251,323,0.68042,0.77752
2000,Lower Saxony,Couple without children,A Bit Too Large,0.19975,72,323,0.15608,0.24342
2000,Lower Saxony,Single parent,Just Right,0.75422,45,45,0.62700,0.88144
2000,Lower Saxony,Couple with children,A Bit Too Small,0.23328,79,362,0.18965,0.27691
2000,Lower Saxony,Couple with children,Just Right,0.69743,283,362,0.65004,0.74481
2000,Bremen,Single-person household,Just Right,0.79414,41,41,0.66884,0.91944
2000,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.12135,86,661,0.09644,0.14627
2000,North Rhine-Westphalia,Single-person household,Just Right,0.72830,500,661,0.69436,0.76224
2000,North Rhine-Westphalia,Single-person household,A Bit Too Large,0.10632,75,661,0.08280,0.12983
2000,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.10201,89,859,0.08175,0.12226
2000,North Rhine-Westphalia,Couple without children,Just Right,0.74552,662,859,0.71638,0.77467
2000,North Rhine-Westphalia,Couple without children,A Bit Too Large,0.12937,108,859,0.10691,0.15183
2000,North Rhine-Westphalia,Single parent,Just Right,0.72571,106,106,0.64037,0.81105
2000,North Rhine-Westphalia,Couple with children,Much Too Small,0.03166,34,983,0.02071,0.04261
2000,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.19703,190,983,0.17215,0.22191
2000,North Rhine-Westphalia,Couple with children,Just Right,0.70547,707,983,0.67696,0.73398
2000,North Rhine-Westphalia,Couple with children,A Bit Too Large,0.05569,52,983,0.04135,0.07004
2000,Hesse,Single-person household,Just Right,0.77081,164,164,0.70629,0.83534
2000,Hesse,Couple without children,Just Right,0.79232,231,231,0.73989,0.84474
2000,Hesse,Couple with children,A Bit Too Small,0.25300,85,292,0.20305,0.30295
2000,Hesse,Couple with children,Just Right,0.63394,207,292,0.57859,0.68929
2000,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.67982,123,123,0.59703,0.76260
2000,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.76051,171,204,0.70180,0.81922
2000,"Rhineland-Palatinate, Saarland",Couple without children,A Bit Too Large,0.13624,33,204,0.08905,0.18344
2000,"Rhineland-Palatinate, Saarland",Single parent,Just Right,0.77675,40,40,0.64605,0.90744
2000,"Rhineland-Palatinate, Saarland",Couple with children,A Bit Too Small,0.22708,64,269,0.17692,0.27724
2000,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.65931,205,269,0.60256,0.71605
2000,Baden-Wuerttemberg,Single-person household,Just Right,0.82064,275,275,0.77521,0.86606
2000,Baden-Wuerttemberg,Couple without children,A Bit Too Small,0.07554,35,420,0.05024,0.10084
2000,Baden-Wuerttemberg,Couple without children,Just Right,0.80955,342,420,0.77195,0.84715
2000,Baden-Wuerttemberg,Couple without children,A Bit Too Large,0.09353,43,420,0.06565,0.12141
2000,Baden-Wuerttemberg,Single parent,Just Right,0.62219,58,58,0.49632,0.74806
2000,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.22403,132,580,0.19007,0.25799
2000,Baden-Wuerttemberg,Couple with children,Just Right,0.68715,448,580,0.64938,0.72492
2000,Bavaria,Single-person household,A Bit Too Small,0.08722,36,431,0.06055,0.11389
2000,Bavaria,Single-person household,Just Right,0.74591,336,431,0.70476,0.78706
2000,Bavaria,Single-person household,A Bit Too Large,0.11625,59,431,0.08596,0.14655
2000,Bavaria,Couple without children,A Bit Too Small,0.11812,54,529,0.09059,0.14565
2000,Bavaria,Couple without children,Just Right,0.74592,414,529,0.70878,0.78305
2000,Bavaria,Couple without children,A Bit Too Large,0.11773,61,529,0.09024,0.14522
2000,Bavaria,Single parent,Just Right,0.66789,70,70,0.55676,0.77901
2000,Bavaria,Couple with children,A Bit Too Small,0.14306,100,609,0.11523,0.17090
2000,Bavaria,Couple with children,Just Right,0.78412,509,609,0.75141,0.81682
2000,Berlin,Single-person household,A Bit Too Small,0.22938,42,176,0.16708,0.29167
2000,Berlin,Single-person household,Just Right,0.66410,134,176,0.59413,0.73408
2000,Berlin,Couple without children,Just Right,0.69651,86,86,0.59877,0.79425
2000,Berlin,Couple with children,A Bit Too Small,0.32025,38,121,0.23677,0.40373
2000,Berlin,Couple with children,Just Right,0.61769,83,121,0.53074,0.70464
2000,Brandenburg,Single-person household,Just Right,0.75649,103,103,0.67319,0.83978
2000,Brandenburg,Couple without children,Just Right,0.76283,129,129,0.68915,0.83652
2000,Brandenburg,Single parent,Just Right,0.75730,31,31,0.60388,0.91071
2000,Brandenburg,Couple with children,A Bit Too Small,0.22684,40,177,0.16496,0.28871
2000,Brandenburg,Couple with children,Just Right,0.72877,137,177,0.66309,0.79446
2000,Mecklenburg-Western Pomerania,Single-person household,Just Right,0.72080,63,63,0.60913,0.83247
2000,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.78997,74,74,0.69653,0.88342
2000,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.74546,76,76,0.64688,0.84405
2000,Saxony,Single-person household,Just Right,0.78790,169,169,0.72609,0.84972
2000,Saxony,Couple without children,Just Right,0.76431,224,263,0.71292,0.81571
2000,Saxony,Couple without children,A Bit Too Large,0.12851,39,263,0.08798,0.16903
2000,Saxony,Single parent,Just Right,0.72208,39,39,0.57964,0.86451
2000,Saxony,Couple with children,A Bit Too Small,0.18940,64,309,0.14564,0.23316
2000,Saxony,Couple with children,Just Right,0.72721,245,309,0.67747,0.77695
2000,Saxony-Anhalt,Single-person household,Just Right,0.78143,90,90,0.69556,0.86729
2000,Saxony-Anhalt,Couple without children,Just Right,0.77662,158,158,0.71147,0.84177
2000,Saxony-Anhalt,Couple with children,A Bit Too Small,0.18915,31,167,0.12958,0.24873
2000,Saxony-Anhalt,Couple with children,Just Right,0.74294,136,167,0.67646,0.80942
2000,Thuringa,Single-person household,Just Right,0.84092,104,104,0.77029,0.91156
2000,Thuringa,Couple without children,Just Right,0.82561,128,128,0.75961,0.89160
2000,Thuringa,Couple with children,A Bit Too Small,0.14735,33,181,0.09556,0.19913
2000,Thuringa,Couple with children,Just Right,0.76799,148,181,0.70633,0.82966
2001,Schleswig-Holstein,Single-person household,Just Right,0.78809,74,74,0.69434,0.88184
2001,Schleswig-Holstein,Couple without children,Just Right,0.82608,106,106,0.75358,0.89858
2001,Schleswig-Holstein,Couple with children,Just Right,0.73692,88,88,0.64439,0.82944
2001,Hamburg,Single-person household,Just Right,0.58593,55,55,0.45455,0.71731
2001,Hamburg,Couple without children,Just Right,0.73150,33,33,0.57794,0.88505
2001,Lower Saxony,Single-person household,Just Right,0.66309,133,170,0.59183,0.73435
2001,Lower Saxony,Single-person household,A Bit Too Large,0.17112,37,170,0.11434,0.22790
2001,Lower Saxony,Couple without children,Just Right,0.68489,215,277,0.63009,0.73970
2001,Lower Saxony,Couple without children,A Bit Too Large,0.20616,62,277,0.15843,0.25388
2001,Lower Saxony,Single parent,Just Right,0.62420,36,36,0.46374,0.78465
2001,Lower Saxony,Couple with children,A Bit Too Small,0.20936,73,334,0.16566,0.25306
2001,Lower Saxony,Couple with children,Just Right,0.71135,261,334,0.66268,0.76002
2001,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.11884,70,582,0.09253,0.14515
2001,North Rhine-Westphalia,Single-person household,Just Right,0.73213,439,582,0.69612,0.76814
2001,North Rhine-Westphalia,Single-person household,A Bit Too Large,0.11098,73,582,0.08544,0.13652
2001,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.10543,83,781,0.08388,0.12699
2001,North Rhine-Westphalia,Couple without children,Just Right,0.74524,601,781,0.71467,0.77582
2001,North Rhine-Westphalia,Couple without children,A Bit Too Large,0.12936,97,781,0.10581,0.15291
2001,North Rhine-Westphalia,Single parent,Just Right,0.76307,99,99,0.67888,0.84725
2001,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.15635,148,855,0.13199,0.18071
2001,North Rhine-Westphalia,Couple with children,Just Right,0.74175,662,855,0.71239,0.77110
2001,North Rhine-Westphalia,Couple with children,A Bit Too Large,0.05349,45,855,0.03840,0.06858
2001,Hesse,Single-person household,Just Right,0.75720,135,135,0.68460,0.82980
2001,Hesse,Couple without children,Just Right,0.77297,195,195,0.71402,0.83192
2001,Hesse,Couple with children,A Bit Too Small,0.18876,61,248,0.13996,0.23756
2001,Hesse,Couple with children,Just Right,0.68629,187,248,0.62842,0.74415
2001,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.67692,107,142,0.59973,0.75411
2001,"Rhineland-Palatinate, Saarland",Single-person household,A Bit Too Large,0.20944,35,142,0.14228,0.27661
2001,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.76465,151,186,0.70352,0.82578
2001,"Rhineland-Palatinate, Saarland",Couple without children,A Bit Too Large,0.15027,35,186,0.09878,0.20176
2001,"Rhineland-Palatinate, Saarland",Single parent,Just Right,0.64920,32,32,0.48120,0.81719
2001,"Rhineland-Palatinate, Saarland",Couple with children,A Bit Too Small,0.18002,50,256,0.13286,0.22718
2001,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.71410,206,256,0.65864,0.76956
2001,Baden-Wuerttemberg,Single-person household,A Bit Too Small,0.10840,39,315,0.07402,0.14279
2001,Baden-Wuerttemberg,Single-person household,Just Right,0.77245,244,315,0.72608,0.81882
2001,Baden-Wuerttemberg,Single-person household,A Bit Too Large,0.08816,32,315,0.05680,0.11953
2001,Baden-Wuerttemberg,Couple without children,A Bit Too Small,0.08905,35,358,0.05950,0.11859
2001,Baden-Wuerttemberg,Couple without children,Just Right,0.78498,285,358,0.74237,0.82760
2001,Baden-Wuerttemberg,Couple without children,A Bit Too Large,0.10032,38,358,0.06915,0.13148
2001,Baden-Wuerttemberg,Single parent,Just Right,0.62359,52,52,0.49062,0.75656
2001,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.23571,117,514,0.19898,0.27244
2001,Baden-Wuerttemberg,Couple with children,Just Right,0.68374,397,514,0.64350,0.72398
2001,Bavaria,Single-person household,A Bit Too Small,0.11031,42,407,0.07984,0.14078
2001,Bavaria,Single-person household,Just Right,0.75590,316,407,0.71411,0.79768
2001,Bavaria,Single-person household,A Bit Too Large,0.11290,49,407,0.08212,0.14369
2001,Bavaria,Couple without children,A Bit Too Small,0.10956,50,456,0.08086,0.13826
2001,Bavaria,Couple without children,Just Right,0.76867,361,456,0.72993,0.80742
2001,Bavaria,Couple without children,A Bit Too Large,0.09410,45,456,0.06727,0.12093
2001,Bavaria,Single parent,Just Right,0.73788,76,76,0.63834,0.83741
2001,Bavaria,Couple with children,A Bit Too Small,0.17981,96,536,0.14727,0.21236
2001,Bavaria,Couple with children,Just Right,0.73871,440,536,0.70148,0.77594
2001,Berlin,Single-person household,A Bit Too Small,0.22025,39,151,0.15393,0.28657
2001,Berlin,Single-person household,Just Right,0.64988,112,151,0.57355,0.72622
2001,Berlin,Couple without children,Just Right,0.68813,81,81,0.58662,0.78965
2001,Berlin,Couple with children,A Bit Too Small,0.25158,34,124,0.17489,0.32827
2001,Berlin,Couple with children,Just Right,0.67344,90,124,0.59056,0.75631
2001,Brandenburg,Single-person household,Just Right,0.77308,89,89,0.68557,0.86059
2001,Brandenburg,Couple without children,Just Right,0.78206,134,134,0.71190,0.85222
2001,Brandenburg,Couple with children,A Bit Too Small,0.17244,33,158,0.11335,0.23154
2001,Brandenburg,Couple with children,Just Right,0.76984,125,158,0.70399,0.83568
2001,Mecklenburg-Western Pomerania,Single-person household,Just Right,0.80854,71,71,0.71637,0.90071
2001,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.76910,66,66,0.66665,0.87155
2001,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.83011,72,72,0.74276,0.91746
2001,Saxony,Single-person household,Just Right,0.80210,159,159,0.73998,0.86423
2001,Saxony,Couple without children,Just Right,0.80777,237,237,0.75749,0.85804
2001,Saxony,Single parent,Just Right,0.73015,34,34,0.57870,0.88160
2001,Saxony,Couple with children,A Bit Too Small,0.16087,50,277,0.11752,0.20421
2001,Saxony,Couple with children,Just Right,0.73623,227,277,0.68424,0.78822
2001,Saxony-Anhalt,Single-person household,Just Right,0.67296,72,72,0.56383,0.78208
2001,Saxony-Anhalt,Couple without children,Just Right,0.76761,141,141,0.69764,0.83757
2001,Saxony-Anhalt,Couple with children,Just Right,0.78131,134,134,0.71106,0.85156
2001,Thuringa,Single-person household,Just Right,0.84196,102,102,0.77082,0.91310
2001,Thuringa,Couple without children,Just Right,0.80778,116,116,0.73576,0.87980
2001,Thuringa,Couple with children,Just Right,0.78509,138,138,0.71631,0.85388
2002,Schleswig-Holstein,Single-person household,Just Right,0.70381,68,68,0.59449,0.81314
2002,Schleswig-Holstein,Couple without children,Just Right,0.79829,108,108,0.72225,0.87432
2002,Schleswig-Holstein,Couple with children,Just Right,0.70011,92,92,0.60596,0.79425
2002,Hamburg,Single-person household,Just Right,0.59958,49,49,0.46097,0.73820
2002,Hamburg,Couple without children,Just Right,0.86154,46,46,0.76062,0.96245
2002,Lower Saxony,Single-person household,Just Right,0.64098,140,177,0.57010,0.71185
2002,Lower Saxony,Single-person household,A Bit Too Large,0.18621,37,177,0.12869,0.24372
2002,Lower Saxony,Couple without children,Just Right,0.64791,227,293,0.59312,0.70269
2002,Lower Saxony,Couple without children,A Bit Too Large,0.23337,66,293,0.18486,0.28189
2002,Lower Saxony,Single parent,Just Right,0.67056,45,45,0.53168,0.80944
2002,Lower Saxony,Couple with children,A Bit Too Small,0.23703,77,346,0.19215,0.28190
2002,Lower Saxony,Couple with children,Just Right,0.65162,269,346,0.60135,0.70190
2002,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.09642,63,588,0.07254,0.12029
2002,North Rhine-Westphalia,Single-person household,Just Right,0.71661,439,588,0.68016,0.75307
2002,North Rhine-Westphalia,Single-person household,A Bit Too Large,0.13517,86,588,0.10751,0.16282
2002,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.09914,84,838,0.07889,0.11939
2002,North Rhine-Westphalia,Couple without children,Just Right,0.72501,638,838,0.69476,0.75526
2002,North Rhine-Westphalia,Couple without children,A Bit Too Large,0.14380,116,838,0.12003,0.16757
2002,North Rhine-Westphalia,Single parent,Just Right,0.61013,74,74,0.49824,0.72201
2002,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.18828,163,893,0.16263,0.21394
2002,North Rhine-Westphalia,Couple with children,Just Right,0.72699,685,893,0.69775,0.75622
2002,North Rhine-Westphalia,Couple with children,A Bit Too Large,0.04709,45,893,0.03319,0.06099
2002,Hesse,Single-person household,Just Right,0.70292,131,131,0.62437,0.78148
2002,Hesse,Couple without children,A Bit Too Small,0.09987,37,289,0.06524,0.13450
2002,Hesse,Couple without children,Just Right,0.71326,207,289,0.66103,0.76549
2002,Hesse,Couple without children,A Bit Too Large,0.16582,45,289,0.12287,0.20878
2002,Hesse,Couple with children,A Bit Too Small,0.22259,79,309,0.17613,0.26905
2002,Hesse,Couple with children,Just Right,0.63006,198,309,0.57614,0.68398
2002,Hesse,Couple with children,A Bit Too Large,0.09560,32,309,0.06276,0.12844
2002,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.64122,105,143,0.56233,0.72012
2002,"Rhineland-Palatinate, Saarland",Single-person household,A Bit Too Large,0.22676,38,143,0.15788,0.29563
2002,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.66507,148,195,0.59866,0.73149
2002,"Rhineland-Palatinate, Saarland",Couple without children,A Bit Too Large,0.19033,47,195,0.13509,0.24557
2002,"Rhineland-Palatinate, Saarland",Couple with children,A Bit Too Small,0.14760,41,248,0.10336,0.19183
2002,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.76323,207,248,0.71022,0.81625
2002,Baden-Wuerttemberg,Single-person household,A Bit Too Small,0.11274,37,302,0.07701,0.14848
2002,Baden-Wuerttemberg,Single-person household,Just Right,0.74771,230,302,0.69864,0.79678
2002,Baden-Wuerttemberg,Single-person household,A Bit Too Large,0.10903,35,302,0.07382,0.14424
2002,Baden-Wuerttemberg,Couple without children,A Bit Too Small,0.09449,46,416,0.06634,0.12263
2002,Baden-Wuerttemberg,Couple without children,Just Right,0.74223,311,416,0.70014,0.78431
2002,Baden-Wuerttemberg,Couple without children,A Bit Too Large,0.13294,59,416,0.10028,0.16561
2002,Baden-Wuerttemberg,Single parent,Just Right,0.71464,54,54,0.59306,0.83622
