year,pgisced97,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2013,Upper Secondary Level,East,3057,6.46867,6.38559,6.55176,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2013,Post-secondary Non-tertiary Level,West,1508,6.91791,6.80536,7.03046,6.00000,7.00000,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
2013,Post-secondary Non-tertiary Level,East,273,6.87746,6.66016,7.09477,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,6.00000,8.00000
2013,First Stage of Tertiary Education,West,1244,6.65876,6.53508,6.78244,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2013,First Stage of Tertiary Education,East,430,6.55478,6.34179,6.76778,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
2013,Second Stage of Tertiary Education,West,4399,7.02568,6.96330,7.08805,6.00000,7.00000,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
2013,Second Stage of Tertiary Education,East,1453,6.67146,6.55394,6.78897,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2014,Pre-primary Level,West,395,7.34292,7.14122,7.54463,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2014,Pre-primary Level,East,53,7.46008,6.97985,7.94030,6.00000,8.00000,9.00000,3.00000,10.00000,8.00000,7.00000,9.00000
2014,Primary Level,West,447,5.90525,5.64556,6.16493,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,7.00000
2014,Primary Level,East,56,6.56244,5.82114,7.30375,4.00000,7.00000,9.00000,1.00000,10.00000,7.00000,4.97500,8.00000
2014,Lower Secondary Level,West,2731,6.33899,6.24519,6.43279,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2014,Lower Secondary Level,East,380,6.45646,6.19431,6.71860,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.97500,8.00000
2014,Upper Secondary Level,West,9677,6.67455,6.62771,6.72140,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2014,Upper Secondary Level,East,2849,6.44013,6.35369,6.52657,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2014,Post-secondary Non-tertiary Level,West,1750,7.06141,6.96380,7.15901,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
2014,Post-secondary Non-tertiary Level,East,296,7.00586,6.77245,7.23927,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
2014,First Stage of Tertiary Education,West,1184,6.55687,6.42613,6.68761,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2014,First Stage of Tertiary Education,East,407,6.69494,6.47667,6.91321,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
2014,Second Stage of Tertiary Education,West,4780,7.02219,6.96025,7.08414,6.00000,7.00000,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
2014,Second Stage of Tertiary Education,East,1439,6.62426,6.51080,6.73772,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2015,Pre-primary Level,West,296,7.57927,7.36793,7.79060,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2015,Pre-primary Level,East,54,7.76699,7.37181,8.16217,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,7.00000,9.00000
2015,Primary Level,West,361,5.86924,5.59153,6.14695,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,5.00000,7.00000
2015,Primary Level,East,48,5.89549,5.24236,6.54863,4.00000,5.00000,8.00000,3.00000,10.00000,5.00000,4.97500,8.00000
2015,Lower Secondary Level,West,2332,6.43376,6.33418,6.53334,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2015,Lower Secondary Level,East,339,6.49605,6.21639,6.77572,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,6.00000,8.00000
2015,Upper Secondary Level,West,8945,6.72475,6.67818,6.77133,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2015,Upper Secondary Level,East,2685,6.38928,6.30318,6.47537,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2015,Post-secondary Non-tertiary Level,West,1676,6.94117,6.83932,7.04302,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
2015,Post-secondary Non-tertiary Level,East,273,6.86448,6.59274,7.13622,5.00000,7.00000,9.00000,1.00000,10.00000,7.00000,7.00000,8.00000
2015,First Stage of Tertiary Education,West,1123,6.61126,6.48220,6.74032,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2015,First Stage of Tertiary Education,East,396,6.46965,6.24328,6.69602,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2015,Second Stage of Tertiary Education,West,4500,6.99293,6.92957,7.05629,6.00000,7.00000,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
2015,Second Stage of Tertiary Education,East,1364,6.76657,6.65170,6.88144,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2016,Pre-primary Level,West,290,7.58826,7.35012,7.82640,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,7.00000,8.00000
2016,Pre-primary Level,East,43,7.48960,6.93827,8.04093,6.00000,7.00000,9.00000,3.00000,10.00000,7.00000,7.00000,9.00000
2016,Primary Level,West,353,6.17065,5.90917,6.43212,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,5.00000,7.00000
2016,Primary Level,East,44,6.28012,5.59327,6.96697,4.51678,6.00000,8.00000,0.00000,10.00000,6.00000,5.00000,8.00000
2016,Lower Secondary Level,West,2241,6.34984,6.24471,6.45497,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2016,Lower Secondary Level,East,318,6.34943,6.05214,6.64672,4.00000,6.00000,9.00000,0.00000,10.00000,6.00000,5.00000,8.00000
2016,Upper Secondary Level,West,8405,6.66332,6.61458,6.71207,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2016,Upper Secondary Level,East,2548,6.39803,6.31010,6.48596,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2016,Post-secondary Non-tertiary Level,West,1740,6.94705,6.84627,7.04783,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
2016,Post-secondary Non-tertiary Level,East,272,7.00022,6.75555,7.24490,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
2016,First Stage of Tertiary Education,West,1032,6.70375,6.57169,6.83581,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2016,First Stage of Tertiary Education,East,365,6.60333,6.37875,6.82790,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
2016,Second Stage of Tertiary Education,West,4539,6.94553,6.88431,7.00675,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2016,Second Stage of Tertiary Education,East,1334,6.70158,6.58540,6.81776,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2017,Pre-primary Level,West,332,7.50606,7.30886,7.70325,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,7.00000,8.00000
2017,Pre-primary Level,East,65,7.77666,7.39594,8.15739,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,7.00000,9.00000
2017,Primary Level,West,393,6.03407,5.77869,6.28944,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,5.00000,7.00000
2017,Primary Level,East,50,7.33131,6.71215,7.95047,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.02500
2017,Lower Secondary Level,West,2348,6.28826,6.18803,6.38848,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2017,Lower Secondary Level,East,374,6.42756,6.15697,6.69815,4.00000,7.00000,8.00000,0.00000,10.00000,7.00000,6.00000,8.00000
2017,Upper Secondary Level,West,9174,6.55543,6.50868,6.60217,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2017,Upper Secondary Level,East,2842,6.35317,6.27041,6.43593,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2017,Post-secondary Non-tertiary Level,West,1872,6.70042,6.60240,6.79844,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2017,Post-secondary Non-tertiary Level,East,325,6.84062,6.59723,7.08401,6.00000,7.00000,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
2017,First Stage of Tertiary Education,West,1130,6.59920,6.47444,6.72396,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2017,First Stage of Tertiary Education,East,395,6.58997,6.38480,6.79514,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2017,Second Stage of Tertiary Education,West,5061,6.93628,6.87794,6.99461,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2017,Second Stage of Tertiary Education,East,1430,6.81949,6.70960,6.92939,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2018,Pre-primary Level,West,281,7.30763,7.06874,7.54652,6.00000,7.82271,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
2018,Pre-primary Level,East,55,7.16652,6.73487,7.59818,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
2018,Primary Level,West,421,5.70196,5.43198,5.97194,3.00000,6.00000,8.00000,0.00000,10.00000,6.00000,5.00000,7.00000
2018,Primary Level,East,59,5.62673,4.80641,6.44705,2.12973,5.24286,8.92188,0.00000,10.00000,5.00000,3.00000,8.00000
2018,Lower Secondary Level,West,2287,6.15416,6.05113,6.25719,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,7.00000
2018,Lower Secondary Level,East,400,6.17840,5.92414,6.43267,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,5.00000,7.00000
2018,Upper Secondary Level,West,8742,6.48820,6.44028,6.53611,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2018,Upper Secondary Level,East,2770,6.32975,6.24559,6.41390,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2018,Post-secondary Non-tertiary Level,West,1802,6.75912,6.65875,6.85949,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2018,Post-secondary Non-tertiary Level,East,322,6.85297,6.62859,7.07734,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2018,First Stage of Tertiary Education,West,1053,6.51425,6.37383,6.65467,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2018,First Stage of Tertiary Education,East,388,6.54837,6.32752,6.76922,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
2018,Second Stage of Tertiary Education,West,4942,6.83254,6.77272,6.89236,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2018,Second Stage of Tertiary Education,East,1389,6.61526,6.50553,6.72498,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2019,Pre-primary Level,West,278,7.56949,7.31150,7.82749,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,7.00000,8.00000
2019,Pre-primary Level,East,53,7.47762,7.01607,7.93918,6.00000,7.87147,8.55879,2.16181,10.00000,8.00000,7.00000,8.00000
2019,Primary Level,West,343,5.66820,5.38574,5.95066,3.00000,6.00000,8.00000,0.00000,10.00000,6.00000,5.00000,6.00000
2019,Primary Level,East,46,5.87652,5.24035,6.51268,5.00000,5.00000,7.00000,2.00000,10.00000,5.00000,5.00000,6.02500
2019,Lower Secondary Level,West,2041,6.24343,6.13917,6.34770,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2019,Lower Secondary Level,East,375,6.46998,6.22033,6.71963,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2019,Upper Secondary Level,West,8504,6.58544,6.53690,6.63398,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2019,Upper Secondary Level,East,2611,6.36355,6.27687,6.45022,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2019,Post-secondary Non-tertiary Level,West,1844,6.71248,6.61370,6.81126,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2019,Post-secondary Non-tertiary Level,East,321,6.88335,6.65067,7.11604,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
2019,First Stage of Tertiary Education,West,1216,6.70464,6.58321,6.82607,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2019,First Stage of Tertiary Education,East,436,6.61047,6.41469,6.80626,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
2019,Second Stage of Tertiary Education,West,5402,7.01818,6.96482,7.07155,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2019,Second Stage of Tertiary Education,East,1584,6.72267,6.61909,6.82624,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2020,Pre-primary Level,West,287,7.59782,7.36553,7.83011,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2020,Pre-primary Level,East,62,7.48161,7.09084,7.87239,6.00000,8.00000,9.00000,3.00000,10.00000,8.00000,6.00000,9.00000
2020,Primary Level,West,452,6.02020,5.77447,6.26593,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,5.00000,7.00000
2020,Primary Level,East,49,6.14634,5.39803,6.89466,4.00000,7.00000,8.00000,2.00000,10.00000,7.00000,4.00000,8.00000
2020,Lower Secondary Level,West,2105,6.27937,6.17741,6.38133,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2020,Lower Secondary Level,East,371,6.12838,5.88837,6.36840,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
2020,Upper Secondary Level,West,8247,6.44370,6.39421,6.49320,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2020,Upper Secondary Level,East,2455,6.41170,6.32240,6.50099,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2020,Post-secondary Non-tertiary Level,West,1946,6.60106,6.50712,6.69499,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2020,Post-secondary Non-tertiary Level,East,317,6.80664,6.57563,7.03764,5.00000,7.00000,8.00000,1.00000,10.00000,7.00000,7.00000,8.00000
2020,First Stage of Tertiary Education,West,1065,6.53755,6.40270,6.67240,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2020,First Stage of Tertiary Education,East,391,6.59342,6.39467,6.79217,5.00000,7.00000,8.00000,1.00000,10.00000,7.00000,7.00000,7.00000
2020,Second Stage of Tertiary Education,West,5606,6.82041,6.76576,6.87506,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2020,Second Stage of Tertiary Education,East,1561,6.77691,6.67251,6.88130,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2021,Pre-primary Level,West,157,7.23675,6.94994,7.52357,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
2021,Pre-primary Level,East,34,7.72249,7.07271,8.37226,7.00000,8.00000,9.13506,3.79740,10.00000,8.00000,7.00000,9.02500
2021,Primary Level,West,178,6.11084,5.76640,6.45529,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
2021,Primary Level,East,31,7.02350,6.21741,7.82960,5.00000,7.00000,9.00000,2.00000,10.00000,7.00000,5.00000,9.00000
2021,Lower Secondary Level,West,1158,6.08334,5.95079,6.21589,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
2021,Lower Secondary Level,East,218,6.38060,6.06191,6.69929,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,5.00000,7.00000
2021,Upper Secondary Level,West,5339,6.61503,6.55646,6.67360,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2021,Upper Secondary Level,East,1624,6.43874,6.32967,6.54781,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2021,Post-secondary Non-tertiary Level,West,1315,6.75781,6.64774,6.86787,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2021,Post-secondary Non-tertiary Level,East,218,6.93802,6.67761,7.19842,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
2021,First Stage of Tertiary Education,West,733,6.81567,6.66949,6.96185,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
2021,First Stage of Tertiary Education,East,265,7.03451,6.82791,7.24111,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
2021,Second Stage of Tertiary Education,West,4175,6.98160,6.92174,7.04146,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2021,Second Stage of Tertiary Education,East,1133,6.96207,6.84119,7.08295,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
2022,Pre-primary Level,West,256,6.63608,6.34184,6.93031,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
2022,Pre-primary Level,East,58,7.04785,6.59306,7.50264,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,6.00000,8.00000
2022,Primary Level,West,243,5.96031,5.64431,6.27631,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,7.00000
2022,Primary Level,East,55,5.95218,5.15492,6.74945,4.00000,6.28860,8.00000,0.00000,10.00000,7.00000,5.00000,8.00000
2022,Lower Secondary Level,West,1266,6.14183,6.00636,6.27730,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2022,Lower Secondary Level,East,300,6.05420,5.77789,6.33051,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,5.00000,7.00000
2022,Upper Secondary Level,West,6794,6.41754,6.36277,6.47230,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2022,Upper Secondary Level,East,2075,6.22398,6.12019,6.32777,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2022,Post-secondary Non-tertiary Level,West,1764,6.42662,6.32481,6.52843,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2022,Post-secondary Non-tertiary Level,East,373,6.36325,6.13073,6.59576,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2022,First Stage of Tertiary Education,West,1016,6.52281,6.39023,6.65539,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2022,First Stage of Tertiary Education,East,339,6.33677,6.10124,6.57231,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
2022,Second Stage of Tertiary Education,West,6636,6.80047,6.74995,6.85099,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2022,Second Stage of Tertiary Education,East,1706,6.57496,6.46699,6.68293,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
