year,bula_h,sex,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Hesse,female,As soon as possible,0.02714,35,134,-0.00048,0.05476
2000,Hesse,female,Next year,0.03441,33,134,0.00343,0.06538
2000,Hesse,female,In the next 2 to 5 years,0.05196,66,134,0.01424,0.08968
2000,"Rhineland-Palatinate, Saarland",female,Next year,0.02632,33,96,-0.00587,0.05851
2000,"Rhineland-Palatinate, Saarland",female,In the next 2 to 5 years,0.05619,63,96,0.00988,0.10250
2000,Baden-Wuerttemberg,male,As soon as possible,0.01872,42,89,-0.00960,0.04704
2000,Baden-Wuerttemberg,male,In the next 2 to 5 years,0.01907,47,89,-0.00951,0.04764
2000,Baden-Wuerttemberg,female,As soon as possible,0.01773,42,278,0.00219,0.03327
2000,Baden-Wuerttemberg,female,Next year,0.02271,52,278,0.00517,0.04025
2000,Baden-Wuerttemberg,female,In the next 2 to 5 years,0.06611,137,278,0.03685,0.09537
2000,Baden-Wuerttemberg,female,"In the distant future, in more than five years",0.01859,47,278,0.00268,0.03449
2000,Bavaria,male,As soon as possible,0.02522,50,87,-0.00792,0.05836
2000,Bavaria,male,In the next 2 to 5 years,0.02145,37,87,-0.00917,0.05206
2000,Bavaria,female,As soon as possible,0.01383,33,268,-0.00018,0.02784
2000,Bavaria,female,Next year,0.02878,64,268,0.00872,0.04883
2000,Bavaria,female,In the next 2 to 5 years,0.04863,123,268,0.02283,0.07443
2000,Bavaria,female,"In the distant future, in more than five years",0.01686,48,268,0.00142,0.03230
2000,Brandenburg,male,As soon as possible,0.08752,51,51,0.00919,0.16585
2000,Brandenburg,female,As soon as possible,0.05507,40,40,-0.01652,0.12667
2000,Saxony,male,As soon as possible,0.07112,79,79,0.01408,0.12816
2000,Saxony,female,As soon as possible,0.07754,92,178,0.03814,0.11694
2000,Saxony,female,Next year,0.03339,45,178,0.00692,0.05986
2000,Saxony,female,In the next 2 to 5 years,0.03000,41,178,0.00487,0.05514
2000,Saxony-Anhalt,male,As soon as possible,0.06695,38,38,-0.01358,0.14748
2000,Saxony-Anhalt,female,As soon as possible,0.06760,45,45,-0.00658,0.14178
2000,Thuringa,male,As soon as possible,0.06314,36,36,-0.01744,0.14372
2000,Thuringa,female,As soon as possible,0.09279,58,58,0.01747,0.16811
2001,Lower Saxony,male,As soon as possible,0.03224,41,41,-0.02250,0.08698
2001,Lower Saxony,female,Next year,0.02814,41,110,-0.00290,0.05919
2001,Lower Saxony,female,In the next 2 to 5 years,0.04659,69,110,0.00702,0.08615
2001,North Rhine-Westphalia,male,As soon as possible,0.03229,83,178,0.00625,0.05833
2001,North Rhine-Westphalia,male,Next year,0.01756,44,178,-0.00179,0.03691
2001,North Rhine-Westphalia,male,In the next 2 to 5 years,0.01646,51,178,-0.00229,0.03520
2001,North Rhine-Westphalia,female,As soon as possible,0.01947,63,372,0.00541,0.03353
2001,North Rhine-Westphalia,female,Next year,0.02546,85,372,0.00943,0.04148
2001,North Rhine-Westphalia,female,In the next 2 to 5 years,0.04620,164,372,0.02484,0.06756
2001,North Rhine-Westphalia,female,"In the distant future, in more than five years",0.01541,60,372,0.00288,0.02795
2001,Hesse,female,In the next 2 to 5 years,0.05940,59,59,-0.00143,0.12023
2001,"Rhineland-Palatinate, Saarland",female,Next year,0.04071,38,95,0.00076,0.08066
2001,"Rhineland-Palatinate, Saarland",female,In the next 2 to 5 years,0.05729,57,95,0.01031,0.10427
2001,Baden-Wuerttemberg,male,As soon as possible,0.01773,35,68,-0.01387,0.04932
2001,Baden-Wuerttemberg,male,In the next 2 to 5 years,0.01426,33,68,-0.01413,0.04266
2001,Baden-Wuerttemberg,female,Next year,0.02631,45,189,0.00343,0.04919
2001,Baden-Wuerttemberg,female,In the next 2 to 5 years,0.05140,101,189,0.01984,0.08296
2001,Baden-Wuerttemberg,female,"In the distant future, in more than five years",0.02155,43,189,0.00079,0.04231
2001,Bavaria,male,As soon as possible,0.01850,33,33,-0.02819,0.06518
2001,Bavaria,female,As soon as possible,0.02055,36,235,0.00237,0.03873
2001,Bavaria,female,Next year,0.02746,54,235,0.00652,0.04840
2001,Bavaria,female,In the next 2 to 5 years,0.04664,109,235,0.01962,0.07366
2001,Bavaria,female,"In the distant future, in more than five years",0.01589,36,235,-0.00013,0.03191
2001,Brandenburg,male,As soon as possible,0.08558,45,45,0.00292,0.16824
2001,Brandenburg,female,As soon as possible,0.04998,34,34,-0.02437,0.12433
2001,Saxony,male,As soon as possible,0.07547,76,76,0.01569,0.13525
2001,Saxony,female,As soon as possible,0.06404,70,150,0.02473,0.10335
2001,Saxony,female,Next year,0.03424,39,150,0.00504,0.06344
2001,Saxony,female,In the next 2 to 5 years,0.03516,41,150,0.00559,0.06474
2001,Saxony-Anhalt,male,As soon as possible,0.09010,44,44,0.00452,0.17568
2001,Saxony-Anhalt,female,As soon as possible,0.06946,47,47,-0.00401,0.14293
2001,Thuringa,male,As soon as possible,0.07567,40,40,-0.00733,0.15867
2001,Thuringa,female,As soon as possible,0.09701,51,83,0.03295,0.16107
2001,Thuringa,female,In the next 2 to 5 years,0.04172,32,83,-0.00156,0.08499
2002,Lower Saxony,male,As soon as possible,0.03907,41,41,-0.02098,0.09912
2002,Lower Saxony,female,As soon as possible,0.04010,40,137,0.00712,0.07307
2002,Lower Saxony,female,Next year,0.03182,43,137,0.00232,0.06133
2002,Lower Saxony,female,In the next 2 to 5 years,0.03397,54,137,0.00353,0.06442
2002,North Rhine-Westphalia,male,As soon as possible,0.04388,101,209,0.01604,0.07171
2002,North Rhine-Westphalia,male,Next year,0.02175,49,209,0.00193,0.04157
2002,North Rhine-Westphalia,male,In the next 2 to 5 years,0.01970,59,209,0.00082,0.03859
2002,North Rhine-Westphalia,female,As soon as possible,0.02785,77,395,0.01161,0.04410
2002,North Rhine-Westphalia,female,Next year,0.02675,95,395,0.01082,0.04269
2002,North Rhine-Westphalia,female,In the next 2 to 5 years,0.04438,157,395,0.02405,0.06472
2002,North Rhine-Westphalia,female,"In the distant future, in more than five years",0.01734,66,395,0.00445,0.03022
2002,Hesse,female,In the next 2 to 5 years,0.05663,58,58,-0.00337,0.11664
2002,"Rhineland-Palatinate, Saarland",female,In the next 2 to 5 years,0.06100,59,59,-0.00059,0.12260
2002,Baden-Wuerttemberg,male,As soon as possible,0.02379,39,79,-0.01003,0.05761
2002,Baden-Wuerttemberg,male,In the next 2 to 5 years,0.01857,40,79,-0.01139,0.04854
2002,Baden-Wuerttemberg,female,As soon as possible,0.02517,40,238,0.00523,0.04512
2002,Baden-Wuerttemberg,female,Next year,0.03400,54,238,0.01093,0.05707
2002,Baden-Wuerttemberg,female,In the next 2 to 5 years,0.04918,106,238,0.02165,0.07672
2002,Baden-Wuerttemberg,female,"In the distant future, in more than five years",0.02130,38,238,0.00292,0.03969
2002,Bavaria,male,As soon as possible,0.02709,47,91,-0.00645,0.06063
2002,Bavaria,male,In the next 2 to 5 years,0.02009,44,91,-0.00890,0.04908
2002,Bavaria,female,As soon as possible,0.02433,48,260,0.00557,0.04309
2002,Bavaria,female,Next year,0.02691,67,260,0.00720,0.04662
2002,Bavaria,female,In the next 2 to 5 years,0.04323,112,260,0.01846,0.06800
2002,Bavaria,female,"In the distant future, in more than five years",0.01430,33,260,-0.00016,0.02876
2002,Berlin,male,As soon as possible,0.06446,31,31,-0.02342,0.15233
2002,Berlin,female,As soon as possible,0.07580,37,37,-0.01066,0.16227
2002,Brandenburg,male,As soon as possible,0.12266,54,54,0.03434,0.21097
2002,Brandenburg,female,As soon as possible,0.07230,46,46,-0.00337,0.14798
2002,Saxony,male,As soon as possible,0.08416,74,74,0.02047,0.14785
2002,Saxony,female,As soon as possible,0.06280,63,136,0.02188,0.10373
2002,Saxony,female,Next year,0.03546,37,136,0.00426,0.06665
2002,Saxony,female,In the next 2 to 5 years,0.03010,36,136,0.00128,0.05892
2002,Saxony-Anhalt,male,As soon as possible,0.09040,46,46,0.00662,0.17418
2002,Saxony-Anhalt,female,As soon as possible,0.07771,50,50,0.00275,0.15267
2002,Thuringa,male,As soon as possible,0.10339,49,49,0.01726,0.18952
2002,Thuringa,female,As soon as possible,0.08232,42,42,-0.00181,0.16645
2003,Lower Saxony,male,As soon as possible,0.04803,46,46,-0.01445,0.11051
2003,Lower Saxony,female,As soon as possible,0.04158,35,126,0.00659,0.07658
2003,Lower Saxony,female,Next year,0.03750,46,126,0.00420,0.07081
2003,Lower Saxony,female,In the next 2 to 5 years,0.03026,45,126,0.00023,0.06029
2003,North Rhine-Westphalia,male,As soon as possible,0.05378,123,226,0.02431,0.08326
2003,North Rhine-Westphalia,male,Next year,0.01371,38,226,-0.00148,0.02890
2003,North Rhine-Westphalia,male,In the next 2 to 5 years,0.02064,65,226,0.00206,0.03922
2003,North Rhine-Westphalia,female,As soon as possible,0.02825,75,344,0.01071,0.04578
2003,North Rhine-Westphalia,female,Next year,0.02957,84,344,0.01164,0.04750
2003,North Rhine-Westphalia,female,In the next 2 to 5 years,0.03767,137,344,0.01752,0.05782
2003,North Rhine-Westphalia,female,"In the distant future, in more than five years",0.01428,48,344,0.00172,0.02683
2003,Hesse,male,As soon as possible,0.04266,35,35,-0.02527,0.11060
2003,Hesse,female,In the next 2 to 5 years,0.04870,42,42,-0.01719,0.11459
2003,"Rhineland-Palatinate, Saarland",male,As soon as possible,0.06001,40,40,-0.01453,0.13455
2003,"Rhineland-Palatinate, Saarland",female,Next year,0.03229,33,71,-0.00912,0.07371
2003,"Rhineland-Palatinate, Saarland",female,In the next 2 to 5 years,0.04014,38,71,-0.00584,0.08613
2003,Baden-Wuerttemberg,male,As soon as possible,0.01886,39,79,-0.01133,0.04905
2003,Baden-Wuerttemberg,male,In the next 2 to 5 years,0.01935,40,79,-0.01122,0.04992
2003,Baden-Wuerttemberg,female,As soon as possible,0.01868,35,222,0.00083,0.03654
2003,Baden-Wuerttemberg,female,Next year,0.03602,60,222,0.01145,0.06059
2003,Baden-Wuerttemberg,female,In the next 2 to 5 years,0.04258,86,222,0.01596,0.06920
2003,Baden-Wuerttemberg,female,"In the distant future, in more than five years",0.01925,41,222,0.00113,0.03736
2003,Bavaria,male,As soon as possible,0.03671,56,95,-0.00131,0.07473
2003,Bavaria,male,In the next 2 to 5 years,0.01820,39,95,-0.00882,0.04523
2003,Bavaria,female,As soon as possible,0.03675,64,208,0.01112,0.06238
2003,Bavaria,female,Next year,0.02417,58,208,0.00325,0.04509
2003,Bavaria,female,In the next 2 to 5 years,0.03530,86,208,0.01016,0.06043
2003,Berlin,male,As soon as possible,0.07853,36,36,-0.01059,0.16766
2003,Brandenburg,male,As soon as possible,0.08838,39,39,-0.00187,0.17863
2003,Mecklenburg-Western Pomerania,male,As soon as possible,0.13177,33,33,0.01457,0.24896
2003,Mecklenburg-Western Pomerania,female,As soon as possible,0.11412,37,37,0.01026,0.21799
2003,Saxony,male,As soon as possible,0.09002,82,82,0.02769,0.15235
2003,Saxony,female,As soon as possible,0.06750,73,141,0.02594,0.10906
2003,Saxony,female,Next year,0.03471,33,141,0.00439,0.06503
2003,Saxony,female,In the next 2 to 5 years,0.03275,35,141,0.00327,0.06223
2003,Saxony-Anhalt,male,As soon as possible,0.11771,53,53,0.03012,0.20531
2003,Saxony-Anhalt,female,As soon as possible,0.09451,56,56,0.01720,0.17182
2003,Thuringa,male,As soon as possible,0.09000,42,42,0.00240,0.17760
2003,Thuringa,female,As soon as possible,0.08969,48,48,0.00800,0.17138
2004,Lower Saxony,male,As soon as possible,0.03317,35,35,-0.02702,0.09337
2004,Lower Saxony,female,As soon as possible,0.03326,38,128,0.00207,0.06445
2004,Lower Saxony,female,Next year,0.02868,41,128,-0.00035,0.05770
2004,Lower Saxony,female,In the next 2 to 5 years,0.03965,49,128,0.00571,0.07359
2004,North Rhine-Westphalia,male,As soon as possible,0.04930,114,230,0.02126,0.07734
2004,North Rhine-Westphalia,male,Next year,0.02689,54,230,0.00594,0.04784
2004,North Rhine-Westphalia,male,In the next 2 to 5 years,0.01986,62,230,0.00179,0.03794
2004,North Rhine-Westphalia,female,As soon as possible,0.03617,107,355,0.01672,0.05562
2004,North Rhine-Westphalia,female,Next year,0.01949,71,355,0.00509,0.03389
2004,North Rhine-Westphalia,female,In the next 2 to 5 years,0.03711,135,355,0.01742,0.05680
2004,North Rhine-Westphalia,female,"In the distant future, in more than five years",0.00917,42,355,-0.00076,0.01909
2004,Hesse,male,As soon as possible,0.05854,42,42,-0.01332,0.13040
2004,Hesse,female,In the next 2 to 5 years,0.06449,46,46,-0.00727,0.13626
2004,"Rhineland-Palatinate, Saarland",male,As soon as possible,0.05515,32,32,-0.02521,0.13551
2004,"Rhineland-Palatinate, Saarland",female,As soon as possible,0.05705,37,79,0.00557,0.10852
2004,"Rhineland-Palatinate, Saarland",female,In the next 2 to 5 years,0.03909,42,79,-0.00392,0.08210
2004,Baden-Wuerttemberg,male,As soon as possible,0.03429,51,88,-0.00395,0.07253
2004,Baden-Wuerttemberg,male,In the next 2 to 5 years,0.02295,37,88,-0.00852,0.05441
2004,Baden-Wuerttemberg,female,As soon as possible,0.02735,53,225,0.00599,0.04870
2004,Baden-Wuerttemberg,female,Next year,0.02365,42,225,0.00375,0.04356
2004,Baden-Wuerttemberg,female,In the next 2 to 5 years,0.05237,95,225,0.02320,0.08154
2004,Baden-Wuerttemberg,female,"In the distant future, in more than five years",0.01192,35,225,-0.00229,0.02613
2004,Bavaria,male,As soon as possible,0.04499,65,112,0.00643,0.08355
2004,Bavaria,male,In the next 2 to 5 years,0.02449,47,112,-0.00427,0.05324
2004,Bavaria,female,As soon as possible,0.03440,56,248,0.01167,0.05713
2004,Bavaria,female,Next year,0.02927,65,248,0.00825,0.05029
2004,Bavaria,female,In the next 2 to 5 years,0.03795,91,248,0.01412,0.06177
2004,Bavaria,female,"In the distant future, in more than five years",0.01532,36,248,0.00000,0.03064
2004,Berlin,male,As soon as possible,0.08194,33,33,-0.01309,0.17697
2004,Berlin,female,As soon as possible,0.09175,41,41,0.00229,0.18121
2004,Brandenburg,male,As soon as possible,0.11707,49,49,0.02611,0.20802
2004,Brandenburg,female,As soon as possible,0.07238,42,42,-0.00694,0.15169
2004,Saxony,male,As soon as possible,0.10424,83,83,0.03810,0.17039
2004,Saxony,female,As soon as possible,0.06255,55,95,0.01360,0.11150
2004,Saxony,female,In the next 2 to 5 years,0.04585,40,95,0.00357,0.08813
2004,Saxony-Anhalt,male,As soon as possible,0.11072,44,44,0.01693,0.20451
2004,Saxony-Anhalt,female,As soon as possible,0.06403,38,70,0.00627,0.12179
2004,Saxony-Anhalt,female,In the next 2 to 5 years,0.03751,32,70,-0.00732,0.08234
2004,Thuringa,male,As soon as possible,0.09852,51,51,0.01591,0.18112
2004,Thuringa,female,As soon as possible,0.11211,51,51,0.02466,0.19956
2005,Lower Saxony,male,As soon as possible,0.04313,41,41,-0.01983,0.10609
2005,Lower Saxony,female,As soon as possible,0.03988,39,113,0.00364,0.07613
2005,Lower Saxony,female,Next year,0.02448,36,113,-0.00414,0.05310
2005,Lower Saxony,female,In the next 2 to 5 years,0.02811,38,113,-0.00250,0.05873
2005,North Rhine-Westphalia,male,As soon as possible,0.04601,96,201,0.01698,0.07505
2005,North Rhine-Westphalia,male,Next year,0.01917,48,201,0.00016,0.03817
2005,North Rhine-Westphalia,male,In the next 2 to 5 years,0.01861,57,201,-0.00012,0.03733
2005,North Rhine-Westphalia,female,As soon as possible,0.04960,124,350,0.02682,0.07239
2005,North Rhine-Westphalia,female,Next year,0.02238,58,350,0.00686,0.03789
2005,North Rhine-Westphalia,female,In the next 2 to 5 years,0.04058,126,350,0.01988,0.06128
2005,North Rhine-Westphalia,female,"In the distant future, in more than five years",0.01252,42,350,0.00085,0.02419
2005,Hesse,female,In the next 2 to 5 years,0.04588,36,36,-0.02344,0.11520
2005,"Rhineland-Palatinate, Saarland",male,As soon as possible,0.08380,41,41,-0.00207,0.16967
2005,"Rhineland-Palatinate, Saarland",female,As soon as possible,0.04904,31,65,-0.00387,0.10195
2005,"Rhineland-Palatinate, Saarland",female,In the next 2 to 5 years,0.04102,34,65,-0.00757,0.08961
2005,Baden-Wuerttemberg,male,As soon as possible,0.02746,40,82,-0.00813,0.06305
2005,Baden-Wuerttemberg,male,In the next 2 to 5 years,0.02815,42,82,-0.00787,0.06418
2005,Baden-Wuerttemberg,female,As soon as possible,0.03580,56,244,0.01244,0.05916
2005,Baden-Wuerttemberg,female,Next year,0.04030,60,244,0.01557,0.06503
2005,Baden-Wuerttemberg,female,In the next 2 to 5 years,0.05521,94,244,0.02649,0.08392
2005,Baden-Wuerttemberg,female,"In the distant future, in more than five years",0.01122,34,244,-0.00202,0.02446
2005,Bavaria,male,As soon as possible,0.04427,61,132,0.00904,0.07949
2005,Bavaria,male,Next year,0.02089,31,132,-0.00360,0.04538
2005,Bavaria,male,In the next 2 to 5 years,0.02435,40,132,-0.00204,0.05075
2005,Bavaria,female,As soon as possible,0.03298,55,228,0.00975,0.05621
2005,Bavaria,female,Next year,0.02649,55,228,0.00560,0.04738
2005,Bavaria,female,In the next 2 to 5 years,0.03857,86,228,0.01352,0.06362
2005,Bavaria,female,"In the distant future, in more than five years",0.01319,32,228,-0.00165,0.02803
2005,Berlin,female,As soon as possible,0.09408,40,40,0.00246,0.18571
2005,Brandenburg,male,As soon as possible,0.12565,50,50,0.03285,0.21846
2005,Brandenburg,female,As soon as possible,0.08083,38,38,-0.00700,0.16865
2005,Saxony,male,As soon as possible,0.10233,76,76,0.03373,0.17092
2005,Saxony,female,As soon as possible,0.09101,65,139,0.04302,0.13900
2005,Saxony,female,Next year,0.03467,33,139,0.00415,0.06519
2005,Saxony,female,In the next 2 to 5 years,0.06132,41,139,0.02129,0.10135
2005,Saxony-Anhalt,male,As soon as possible,0.10448,42,42,0.01085,0.19810
2005,Saxony-Anhalt,female,As soon as possible,0.07845,42,42,-0.00385,0.16076
2005,Thuringa,male,As soon as possible,0.11047,48,48,0.02085,0.20009
2005,Thuringa,female,As soon as possible,0.13821,59,59,0.04939,0.22703
2006,Lower Saxony,male,As soon as possible,0.04292,48,48,-0.01502,0.10087
2006,Lower Saxony,female,As soon as possible,0.04864,59,149,0.01398,0.08329
2006,Lower Saxony,female,Next year,0.02823,35,149,0.00154,0.05491
2006,Lower Saxony,female,In the next 2 to 5 years,0.04034,55,149,0.00864,0.07204
2006,North Rhine-Westphalia,male,As soon as possible,0.05967,129,222,0.02844,0.09090
2006,North Rhine-Westphalia,male,Next year,0.01565,35,222,-0.00071,0.03202
2006,North Rhine-Westphalia,male,In the next 2 to 5 years,0.02361,58,222,0.00359,0.04363
2006,North Rhine-Westphalia,female,As soon as possible,0.04579,122,355,0.02401,0.06756
2006,North Rhine-Westphalia,female,Next year,0.02210,67,355,0.00678,0.03741
2006,North Rhine-Westphalia,female,In the next 2 to 5 years,0.04404,135,355,0.02267,0.06542
2006,North Rhine-Westphalia,female,"In the distant future, in more than five years",0.00953,31,355,-0.00059,0.01966
2006,Hesse,female,In the next 2 to 5 years,0.05518,47,47,-0.01081,0.12116
2006,"Rhineland-Palatinate, Saarland",male,As soon as possible,0.04576,31,31,-0.02902,0.12053
2006,"Rhineland-Palatinate, Saarland",female,As soon as possible,0.05790,39,72,0.00357,0.11222
2006,"Rhineland-Palatinate, Saarland",female,In the next 2 to 5 years,0.04316,33,72,-0.00411,0.09044
2006,Baden-Wuerttemberg,male,As soon as possible,0.03703,53,97,-0.00074,0.07481
2006,Baden-Wuerttemberg,male,In the next 2 to 5 years,0.02909,44,97,-0.00453,0.06270
2006,Baden-Wuerttemberg,female,As soon as possible,0.03250,55,209,0.00840,0.05660
2006,Baden-Wuerttemberg,female,Next year,0.03458,55,209,0.00975,0.05941
2006,Baden-Wuerttemberg,female,In the next 2 to 5 years,0.04769,99,209,0.01873,0.07665
2006,Bavaria,male,As soon as possible,0.04690,59,102,0.00567,0.08813
2006,Bavaria,male,In the next 2 to 5 years,0.02272,43,102,-0.00634,0.05178
2006,Bavaria,female,As soon as possible,0.03892,62,251,0.01495,0.06290
2006,Bavaria,female,Next year,0.02624,68,251,0.00643,0.04606
2006,Bavaria,female,In the next 2 to 5 years,0.03553,84,251,0.01258,0.05847
2006,Bavaria,female,"In the distant future, in more than five years",0.01394,37,251,-0.00059,0.02847
2006,Berlin,male,As soon as possible,0.08552,32,32,-0.01293,0.18397
2006,Berlin,female,As soon as possible,0.06746,31,31,-0.02229,0.15722
2006,Brandenburg,male,As soon as possible,0.12863,49,49,0.03391,0.22334
2006,Brandenburg,female,As soon as possible,0.06316,34,34,-0.01984,0.14615
2006,Mecklenburg-Western Pomerania,male,As soon as possible,0.12339,36,36,0.01443,0.23235
2006,Saxony,male,As soon as possible,0.08159,64,64,0.01400,0.14919
2006,Saxony,female,As soon as possible,0.06140,58,129,0.01981,0.10299
2006,Saxony,female,Next year,0.05108,35,129,0.01294,0.08922
2006,Saxony,female,In the next 2 to 5 years,0.04263,36,129,0.00763,0.07763
2006,Saxony-Anhalt,male,As soon as possible,0.11846,53,53,0.03063,0.20630
2006,Saxony-Anhalt,female,As soon as possible,0.08918,46,46,0.00591,0.17246
2006,Thuringa,male,As soon as possible,0.08878,35,35,-0.00682,0.18439
2006,Thuringa,female,As soon as possible,0.09129,46,80,0.02778,0.15481
2006,Thuringa,female,In the next 2 to 5 years,0.04333,34,80,-0.00157,0.08823
2007,Lower Saxony,male,As soon as possible,0.03029,32,32,-0.03004,0.09062
2007,Lower Saxony,female,As soon as possible,0.03560,46,124,0.00286,0.06835
2007,Lower Saxony,female,Next year,0.02791,35,124,-0.00120,0.05702
2007,Lower Saxony,female,In the next 2 to 5 years,0.04008,43,124,0.00542,0.07475
2007,North Rhine-Westphalia,male,As soon as possible,0.04554,99,166,0.01373,0.07735
2007,North Rhine-Westphalia,male,Next year,0.01865,35,166,-0.00199,0.03929
2007,North Rhine-Westphalia,male,In the next 2 to 5 years,0.01497,32,166,-0.00356,0.03350
2007,North Rhine-Westphalia,female,As soon as possible,0.04123,98,334,0.01988,0.06259
2007,North Rhine-Westphalia,female,Next year,0.03277,79,334,0.01365,0.05189
2007,North Rhine-Westphalia,female,In the next 2 to 5 years,0.04010,116,334,0.01902,0.06117
2007,North Rhine-Westphalia,female,"In the distant future, in more than five years",0.01074,41,334,-0.00033,0.02181
2007,Hesse,female,As soon as possible,0.03936,31,71,-0.00619,0.08491
2007,Hesse,female,In the next 2 to 5 years,0.04092,40,71,-0.00549,0.08733
2007,"Rhineland-Palatinate, Saarland",female,In the next 2 to 5 years,0.03655,32,32,-0.02951,0.10261
2007,Baden-Wuerttemberg,male,In the next 2 to 5 years,0.02251,42,42,-0.02290,0.06792
2007,Baden-Wuerttemberg,female,As soon as possible,0.02431,42,178,0.00162,0.04700
2007,Baden-Wuerttemberg,female,Next year,0.03050,38,178,0.00516,0.05583
2007,Baden-Wuerttemberg,female,In the next 2 to 5 years,0.04940,98,178,0.01747,0.08132
2007,Bavaria,male,As soon as possible,0.03422,41,41,-0.02212,0.09055
2007,Bavaria,female,As soon as possible,0.03237,46,189,0.00707,0.05767
2007,Bavaria,female,Next year,0.02421,53,189,0.00224,0.04619
2007,Bavaria,female,In the next 2 to 5 years,0.04228,90,189,0.01352,0.07104
2007,Brandenburg,male,As soon as possible,0.14164,43,43,0.03619,0.24709
2007,Brandenburg,female,As soon as possible,0.07848,43,43,-0.00285,0.15982
2007,Saxony,male,As soon as possible,0.07411,52,52,0.00221,0.14600
2007,Saxony,female,As soon as possible,0.05254,41,73,0.00100,0.10407
2007,Saxony,female,Next year,0.04760,32,73,-0.00158,0.09678
2007,Saxony-Anhalt,male,As soon as possible,0.06431,32,32,-0.02204,0.15066
2007,Saxony-Anhalt,female,As soon as possible,0.06533,35,35,-0.01773,0.14839
2007,Thuringa,female,As soon as possible,0.11502,52,52,0.02746,0.20259
2008,Lower Saxony,female,As soon as possible,0.03415,33,103,-0.00109,0.06940
2008,Lower Saxony,female,Next year,0.03182,31,103,-0.00224,0.06589
2008,Lower Saxony,female,In the next 2 to 5 years,0.03516,39,103,-0.00058,0.07091
2008,North Rhine-Westphalia,male,As soon as possible,0.04810,79,79,0.00061,0.09559
2008,North Rhine-Westphalia,female,As soon as possible,0.03361,85,286,0.01268,0.05453
2008,North Rhine-Westphalia,female,Next year,0.02422,58,286,0.00637,0.04207
2008,North Rhine-Westphalia,female,In the next 2 to 5 years,0.03963,111,286,0.01698,0.06228
2008,North Rhine-Westphalia,female,"In the distant future, in more than five years",0.00970,32,286,-0.00168,0.02108
2008,Hesse,female,In the next 2 to 5 years,0.03327,35,35,-0.02701,0.09356
2008,Baden-Wuerttemberg,male,In the next 2 to 5 years,0.02903,40,40,-0.02366,0.08173
2008,Baden-Wuerttemberg,female,Next year,0.02131,38,114,-0.00532,0.04794
2008,Baden-Wuerttemberg,female,In the next 2 to 5 years,0.03392,76,114,0.00054,0.06729
2008,Bavaria,female,As soon as possible,0.02025,34,159,-0.00171,0.04221
2008,Bavaria,female,Next year,0.03038,60,159,0.00362,0.05715
2008,Bavaria,female,In the next 2 to 5 years,0.03205,65,159,0.00459,0.05952
2008,Brandenburg,male,As soon as possible,0.13712,48,48,0.03878,0.23545
2008,Saxony,male,As soon as possible,0.04666,31,31,-0.02881,0.12214
2008,Saxony,female,As soon as possible,0.06039,37,37,-0.01742,0.13820
2008,Thuringa,male,As soon as possible,0.06867,33,33,-0.01895,0.15629
2008,Thuringa,female,As soon as possible,0.08210,38,38,-0.00635,0.17056
2009,Lower Saxony,male,As soon as possible,0.03951,32,32,-0.02907,0.10808
2009,Lower Saxony,female,In the next 2 to 5 years,0.04024,33,33,-0.02785,0.10833
2009,North Rhine-Westphalia,male,As soon as possible,0.05039,80,153,0.01562,0.08517
2009,North Rhine-Westphalia,male,Next year,0.01612,37,153,-0.00390,0.03613
2009,North Rhine-Westphalia,male,In the next 2 to 5 years,0.02929,36,153,0.00248,0.05609
2009,North Rhine-Westphalia,female,As soon as possible,0.04234,72,224,0.01591,0.06876
2009,North Rhine-Westphalia,female,Next year,0.02549,62,224,0.00480,0.04618
2009,North Rhine-Westphalia,female,In the next 2 to 5 years,0.03057,90,224,0.00798,0.05317
2009,Hesse,female,In the next 2 to 5 years,0.04643,31,31,-0.02887,0.12172
2009,Baden-Wuerttemberg,male,As soon as possible,0.02875,34,34,-0.02826,0.08577
2009,Baden-Wuerttemberg,female,Next year,0.02485,33,97,-0.00629,0.05599
2009,Baden-Wuerttemberg,female,In the next 2 to 5 years,0.04137,64,97,0.00153,0.08121
2009,Bavaria,male,As soon as possible,0.02741,35,35,-0.02747,0.08229
2009,Bavaria,female,As soon as possible,0.02722,41,142,0.00036,0.05408
2009,Bavaria,female,Next year,0.02133,37,142,-0.00252,0.04517
2009,Bavaria,female,In the next 2 to 5 years,0.02940,64,142,0.00152,0.05728
2009,Brandenburg,male,As soon as possible,0.09497,32,32,-0.00824,0.19817
2009,Saxony,male,As soon as possible,0.06996,46,46,-0.00457,0.14448
2009,Saxony,female,As soon as possible,0.06332,44,44,-0.00947,0.13611
2009,Thuringa,female,As soon as possible,0.06782,31,31,-0.02216,0.15779
2010,Schleswig-Holstein,female,Next year,0.03118,48,82,-0.00667,0.06903
2010,Schleswig-Holstein,female,In the next 2 to 5 years,0.03008,34,82,-0.00712,0.06728
2010,Lower Saxony,male,As soon as possible,0.03413,60,60,-0.01220,0.08046
2010,Lower Saxony,female,As soon as possible,0.03075,43,256,0.00956,0.05194
2010,Lower Saxony,female,Next year,0.03074,74,256,0.00955,0.05193
2010,Lower Saxony,female,In the next 2 to 5 years,0.04869,106,256,0.02227,0.07510
2010,Lower Saxony,female,"In the distant future, in more than five years",0.00825,33,256,-0.00285,0.01935
