year,bula_h,pgisced97,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,Saxony,Upper Secondary Level,In the next 2 to 5 years,0.19473,31,129,0.12613,0.26333
2004,Saxony-Anhalt,Upper Secondary Level,As soon as possible,0.66520,60,60,0.54478,0.78562
2004,Thuringa,Upper Secondary Level,As soon as possible,0.78232,80,80,0.69132,0.87332
2005,Lower Saxony,Upper Secondary Level,As soon as possible,0.56976,42,42,0.41821,0.72132
2005,North Rhine-Westphalia,Pre-primary Level,In the next 2 to 5 years,0.42365,50,81,0.31537,0.53193
2005,North Rhine-Westphalia,Pre-primary Level,"In the distant future, in more than five years",0.24204,31,81,0.14818,0.33590
2005,North Rhine-Westphalia,Lower Secondary Level,As soon as possible,0.58818,44,44,0.44108,0.73529
2005,North Rhine-Westphalia,Upper Secondary Level,As soon as possible,0.47948,102,222,0.41362,0.54535
2005,North Rhine-Westphalia,Upper Secondary Level,Next year,0.17203,42,222,0.12227,0.22179
2005,North Rhine-Westphalia,Upper Secondary Level,In the next 2 to 5 years,0.27364,78,222,0.21486,0.33242
2005,North Rhine-Westphalia,Second Stage of Tertiary Education,As soon as possible,0.53906,31,31,0.36068,0.71744
2005,"Rhineland-Palatinate, Saarland",Upper Secondary Level,As soon as possible,0.51013,40,40,0.35324,0.66703
2005,Baden-Wuerttemberg,Pre-primary Level,In the next 2 to 5 years,0.51821,34,71,0.40116,0.63527
2005,Baden-Wuerttemberg,Pre-primary Level,"In the distant future, in more than five years",0.33084,37,71,0.22061,0.44106
2005,Baden-Wuerttemberg,Upper Secondary Level,As soon as possible,0.34900,46,133,0.26769,0.43032
2005,Baden-Wuerttemberg,Upper Secondary Level,Next year,0.25736,34,133,0.18278,0.33194
2005,Baden-Wuerttemberg,Upper Secondary Level,In the next 2 to 5 years,0.33918,53,133,0.25841,0.41995
2005,Bavaria,Upper Secondary Level,As soon as possible,0.47576,66,119,0.38565,0.56587
2005,Bavaria,Upper Secondary Level,In the next 2 to 5 years,0.29644,53,119,0.21404,0.37884
2005,Brandenburg,Upper Secondary Level,As soon as possible,0.73940,62,62,0.62924,0.84956
2005,Mecklenburg-Western Pomerania,Upper Secondary Level,As soon as possible,0.83922,42,42,0.72678,0.95166
2005,Saxony,Upper Secondary Level,As soon as possible,0.60842,102,134,0.52547,0.69138
2005,Saxony,Upper Secondary Level,In the next 2 to 5 years,0.19227,32,134,0.12530,0.25925
2005,Saxony-Anhalt,Upper Secondary Level,As soon as possible,0.71788,56,56,0.59894,0.83682
2005,Thuringa,Upper Secondary Level,As soon as possible,0.72855,86,86,0.63400,0.82309
2006,Lower Saxony,Upper Secondary Level,As soon as possible,0.49781,58,91,0.39451,0.60111
2006,Lower Saxony,Upper Secondary Level,In the next 2 to 5 years,0.19292,33,91,0.11140,0.27444
2006,North Rhine-Westphalia,Lower Secondary Level,As soon as possible,0.62638,54,54,0.49614,0.75663
2006,North Rhine-Westphalia,Upper Secondary Level,As soon as possible,0.50416,121,254,0.44255,0.56577
2006,North Rhine-Westphalia,Upper Secondary Level,Next year,0.15656,45,254,0.11178,0.20133
2006,North Rhine-Westphalia,Upper Secondary Level,In the next 2 to 5 years,0.28607,88,254,0.23038,0.34176
2006,Hesse,Upper Secondary Level,As soon as possible,0.44172,31,31,0.26401,0.61942
2006,"Rhineland-Palatinate, Saarland",Upper Secondary Level,As soon as possible,0.46494,33,33,0.29212,0.63775
2006,Baden-Wuerttemberg,Pre-primary Level,In the next 2 to 5 years,0.55102,32,32,0.37593,0.72611
2006,Baden-Wuerttemberg,Upper Secondary Level,As soon as possible,0.30677,47,143,0.23092,0.38262
2006,Baden-Wuerttemberg,Upper Secondary Level,Next year,0.22072,35,143,0.15251,0.28894
2006,Baden-Wuerttemberg,Upper Secondary Level,In the next 2 to 5 years,0.41738,61,143,0.33628,0.49849
2006,Bavaria,Upper Secondary Level,As soon as possible,0.50340,68,166,0.42711,0.57969
2006,Bavaria,Upper Secondary Level,Next year,0.16486,37,166,0.10824,0.22148
2006,Bavaria,Upper Secondary Level,In the next 2 to 5 years,0.26515,61,166,0.19780,0.33251
2006,Brandenburg,Upper Secondary Level,As soon as possible,0.75705,55,55,0.64266,0.87143
2006,Mecklenburg-Western Pomerania,Upper Secondary Level,As soon as possible,0.72774,50,50,0.60310,0.85237
2006,Saxony,Upper Secondary Level,As soon as possible,0.53150,85,153,0.45217,0.61083
2006,Saxony,Upper Secondary Level,Next year,0.17150,31,153,0.11157,0.23143
2006,Saxony,Upper Secondary Level,In the next 2 to 5 years,0.27513,37,153,0.20414,0.34613
2006,Saxony-Anhalt,Upper Secondary Level,As soon as possible,0.72326,77,77,0.62268,0.82385
2006,Thuringa,Upper Secondary Level,As soon as possible,0.69542,65,65,0.58267,0.80818
2007,Lower Saxony,Upper Secondary Level,As soon as possible,0.39728,41,41,0.24563,0.54892
2007,North Rhine-Westphalia,Lower Secondary Level,As soon as possible,0.46636,42,42,0.31366,0.61907
2007,North Rhine-Westphalia,Upper Secondary Level,As soon as possible,0.43474,91,198,0.36552,0.50396
2007,North Rhine-Westphalia,Upper Secondary Level,Next year,0.19083,41,198,0.13596,0.24571
2007,North Rhine-Westphalia,Upper Secondary Level,In the next 2 to 5 years,0.30828,66,198,0.24379,0.37276
2007,Baden-Wuerttemberg,Upper Secondary Level,In the next 2 to 5 years,0.37471,60,60,0.25120,0.49823
2007,Bavaria,Upper Secondary Level,As soon as possible,0.43453,45,134,0.35029,0.51878
2007,Bavaria,Upper Secondary Level,Next year,0.24925,38,134,0.17573,0.32277
2007,Bavaria,Upper Secondary Level,In the next 2 to 5 years,0.29722,51,134,0.21954,0.37489
2007,Brandenburg,Upper Secondary Level,As soon as possible,0.85485,61,61,0.76572,0.94398
2007,Mecklenburg-Western Pomerania,Upper Secondary Level,As soon as possible,0.82462,38,38,0.70208,0.94716
2007,Saxony,Upper Secondary Level,As soon as possible,0.57032,66,66,0.44997,0.69066
2007,Saxony-Anhalt,Upper Secondary Level,As soon as possible,0.63325,50,50,0.49831,0.76819
2007,Thuringa,Upper Secondary Level,As soon as possible,0.77390,67,67,0.67298,0.87482
2008,Lower Saxony,Upper Secondary Level,As soon as possible,0.42579,37,37,0.26426,0.58731
2008,North Rhine-Westphalia,Lower Secondary Level,As soon as possible,0.60287,42,42,0.45310,0.75265
2008,North Rhine-Westphalia,Upper Secondary Level,As soon as possible,0.43490,69,163,0.35856,0.51124
2008,North Rhine-Westphalia,Upper Secondary Level,Next year,0.22832,40,163,0.16368,0.29296
2008,North Rhine-Westphalia,Upper Secondary Level,In the next 2 to 5 years,0.27951,54,163,0.21040,0.34861
2008,Baden-Wuerttemberg,Upper Secondary Level,In the next 2 to 5 years,0.41149,47,47,0.26928,0.55370
2008,Bavaria,Upper Secondary Level,As soon as possible,0.25962,31,115,0.17913,0.34010
2008,Bavaria,Upper Secondary Level,Next year,0.29430,34,115,0.21064,0.37796
2008,Bavaria,Upper Secondary Level,In the next 2 to 5 years,0.35157,50,115,0.26392,0.43922
2008,Brandenburg,Upper Secondary Level,As soon as possible,0.81320,56,56,0.71020,0.91621
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,As soon as possible,0.85427,36,36,0.73738,0.97117
2008,Saxony,Upper Secondary Level,As soon as possible,0.51522,47,47,0.37079,0.65964
2008,Saxony-Anhalt,Upper Secondary Level,As soon as possible,0.51713,36,36,0.35158,0.68269
2008,Thuringa,Upper Secondary Level,As soon as possible,0.64851,53,53,0.51874,0.77828
2009,Lower Saxony,Upper Secondary Level,As soon as possible,0.53732,31,31,0.35890,0.71575
2009,North Rhine-Westphalia,Lower Secondary Level,As soon as possible,0.54642,36,36,0.38149,0.71136
2009,North Rhine-Westphalia,Upper Secondary Level,As soon as possible,0.47074,73,159,0.39291,0.54857
2009,North Rhine-Westphalia,Upper Secondary Level,Next year,0.18619,39,159,0.12549,0.24689
2009,North Rhine-Westphalia,Upper Secondary Level,In the next 2 to 5 years,0.28852,47,159,0.21787,0.35917
2009,Baden-Wuerttemberg,Upper Secondary Level,In the next 2 to 5 years,0.31636,37,37,0.16444,0.46827
2009,Bavaria,Upper Secondary Level,As soon as possible,0.32438,36,109,0.23609,0.41268
2009,Bavaria,Upper Secondary Level,Next year,0.23253,31,109,0.15286,0.31220
2009,Bavaria,Upper Secondary Level,In the next 2 to 5 years,0.35136,42,109,0.26132,0.44140
2009,Brandenburg,Upper Secondary Level,As soon as possible,0.63663,39,39,0.48371,0.78956
2009,Saxony,Upper Secondary Level,As soon as possible,0.74474,65,65,0.63792,0.85156
2009,Saxony-Anhalt,Upper Secondary Level,As soon as possible,0.63857,36,36,0.47941,0.79773
2009,Thuringa,Upper Secondary Level,As soon as possible,0.70671,49,49,0.57792,0.83551
2010,Lower Saxony,Upper Secondary Level,As soon as possible,0.47261,50,145,0.39107,0.55416
2010,Lower Saxony,Upper Secondary Level,Next year,0.16908,35,145,0.10786,0.23030
2010,Lower Saxony,Upper Secondary Level,In the next 2 to 5 years,0.32807,60,145,0.25138,0.40475
2010,North Rhine-Westphalia,Pre-primary Level,In the next 2 to 5 years,0.41752,39,39,0.26072,0.57432
2010,North Rhine-Westphalia,Lower Secondary Level,As soon as possible,0.52082,75,179,0.44743,0.59421
2010,North Rhine-Westphalia,Lower Secondary Level,Next year,0.22660,45,179,0.16510,0.28810
2010,North Rhine-Westphalia,Lower Secondary Level,In the next 2 to 5 years,0.20529,59,179,0.14595,0.26463
2010,North Rhine-Westphalia,Upper Secondary Level,As soon as possible,0.40256,120,347,0.35088,0.45423
2010,North Rhine-Westphalia,Upper Secondary Level,Next year,0.24956,113,347,0.20396,0.29516
2010,North Rhine-Westphalia,Upper Secondary Level,In the next 2 to 5 years,0.27960,114,347,0.23231,0.32689
2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.27168,42,42,0.13551,0.40784
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,Next year,0.23488,55,86,0.14476,0.32501
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,In the next 2 to 5 years,0.13733,31,86,0.06416,0.21051
2010,Hesse,Upper Secondary Level,As soon as possible,0.39680,37,117,0.30777,0.48583
2010,Hesse,Upper Secondary Level,Next year,0.21353,32,117,0.13895,0.28810
2010,Hesse,Upper Secondary Level,In the next 2 to 5 years,0.28260,48,117,0.20066,0.36454
2010,Hesse,Second Stage of Tertiary Education,Next year,0.35504,32,32,0.18659,0.52349
2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,As soon as possible,0.44253,31,31,0.26480,0.62027
2010,Baden-Wuerttemberg,Upper Secondary Level,As soon as possible,0.31644,64,245,0.25809,0.37480
2010,Baden-Wuerttemberg,Upper Secondary Level,Next year,0.29108,63,245,0.23408,0.34808
2010,Baden-Wuerttemberg,Upper Secondary Level,In the next 2 to 5 years,0.34592,118,245,0.28623,0.40560
2010,Baden-Wuerttemberg,Second Stage of Tertiary Education,Next year,0.30023,32,32,0.13888,0.46158
2010,Bavaria,Upper Secondary Level,As soon as possible,0.40660,68,245,0.34496,0.46823
2010,Bavaria,Upper Secondary Level,Next year,0.29680,86,245,0.23948,0.35412
2010,Bavaria,Upper Secondary Level,In the next 2 to 5 years,0.24842,91,245,0.19421,0.30264
2010,Bavaria,Second Stage of Tertiary Education,Next year,0.33259,34,34,0.17184,0.49334
2010,Brandenburg,Upper Secondary Level,As soon as possible,0.67306,56,56,0.54908,0.79703
2010,Mecklenburg-Western Pomerania,Upper Secondary Level,As soon as possible,0.64839,35,35,0.48789,0.80889
2010,Saxony,Upper Secondary Level,As soon as possible,0.44043,80,175,0.36666,0.51419
2010,Saxony,Upper Secondary Level,Next year,0.23441,48,175,0.17146,0.29736
2010,Saxony,Upper Secondary Level,In the next 2 to 5 years,0.26925,47,175,0.20334,0.33516
2010,Saxony-Anhalt,Upper Secondary Level,As soon as possible,0.58610,65,65,0.46543,0.70677
2010,Thuringa,Upper Secondary Level,As soon as possible,0.54508,48,48,0.40272,0.68745
2011,Lower Saxony,Upper Secondary Level,As soon as possible,0.32108,47,148,0.24560,0.39655
2011,Lower Saxony,Upper Secondary Level,Next year,0.21805,46,148,0.15130,0.28481
2011,Lower Saxony,Upper Secondary Level,In the next 2 to 5 years,0.33646,55,148,0.26008,0.41284
2011,North Rhine-Westphalia,Pre-primary Level,In the next 2 to 5 years,0.60499,43,78,0.49580,0.71418
2011,North Rhine-Westphalia,Pre-primary Level,"In the distant future, in more than five years",0.27210,35,78,0.17269,0.37150
2011,North Rhine-Westphalia,Lower Secondary Level,As soon as possible,0.58356,73,160,0.50694,0.66019
2011,North Rhine-Westphalia,Lower Secondary Level,Next year,0.15123,35,160,0.09554,0.20692
2011,North Rhine-Westphalia,Lower Secondary Level,In the next 2 to 5 years,0.22347,52,160,0.15872,0.28822
2011,North Rhine-Westphalia,Upper Secondary Level,As soon as possible,0.35389,108,344,0.30329,0.40450
2011,North Rhine-Westphalia,Upper Secondary Level,Next year,0.20148,84,344,0.15903,0.24393
2011,North Rhine-Westphalia,Upper Secondary Level,In the next 2 to 5 years,0.34665,118,344,0.29629,0.39702
2011,North Rhine-Westphalia,Upper Secondary Level,"In the distant future, in more than five years",0.09797,34,344,0.06651,0.12943
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.34843,34,34,0.18586,0.51100
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Next year,0.38852,39,39,0.23354,0.54349
2011,Hesse,Upper Secondary Level,As soon as possible,0.29929,35,81,0.19894,0.39964
2011,Hesse,Upper Secondary Level,In the next 2 to 5 years,0.30967,46,81,0.20835,0.41099
2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,As soon as possible,0.48632,34,66,0.36482,0.60783
2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,In the next 2 to 5 years,0.27359,32,66,0.16522,0.38197
2011,Baden-Wuerttemberg,Upper Secondary Level,As soon as possible,0.21998,48,231,0.16645,0.27352
2011,Baden-Wuerttemberg,Upper Secondary Level,Next year,0.21406,57,231,0.16105,0.26707
2011,Baden-Wuerttemberg,Upper Secondary Level,In the next 2 to 5 years,0.46330,92,231,0.39885,0.52774
2011,Baden-Wuerttemberg,Upper Secondary Level,"In the distant future, in more than five years",0.10266,34,231,0.06343,0.14188
2011,Bavaria,Upper Secondary Level,As soon as possible,0.25674,69,278,0.20530,0.30818
2011,Bavaria,Upper Secondary Level,Next year,0.31175,79,278,0.25720,0.36630
2011,Bavaria,Upper Secondary Level,In the next 2 to 5 years,0.31031,99,278,0.25583,0.36479
2011,Bavaria,Upper Secondary Level,"In the distant future, in more than five years",0.12120,31,278,0.08277,0.15963
2011,Brandenburg,Upper Secondary Level,As soon as possible,0.67956,62,62,0.56245,0.79666
2011,Mecklenburg-Western Pomerania,Upper Secondary Level,As soon as possible,0.63240,43,43,0.48658,0.77822
2011,Saxony,Upper Secondary Level,As soon as possible,0.51726,99,195,0.44695,0.58758
2011,Saxony,Upper Secondary Level,Next year,0.19025,48,195,0.13502,0.24549
2011,Saxony,Upper Secondary Level,In the next 2 to 5 years,0.26702,48,195,0.20477,0.32928
2011,Saxony-Anhalt,Upper Secondary Level,As soon as possible,0.59920,65,65,0.47913,0.71926
2011,Thuringa,Upper Secondary Level,As soon as possible,0.64823,57,57,0.52316,0.77330
2012,Lower Saxony,Upper Secondary Level,As soon as possible,0.28161,50,141,0.20710,0.35611
2012,Lower Saxony,Upper Secondary Level,Next year,0.26949,42,141,0.19599,0.34299
2012,Lower Saxony,Upper Secondary Level,In the next 2 to 5 years,0.40721,49,141,0.32582,0.48859
2012,North Rhine-Westphalia,Pre-primary Level,In the next 2 to 5 years,0.23894,33,68,0.13683,0.34105
2012,North Rhine-Westphalia,Pre-primary Level,"In the distant future, in more than five years",0.39059,35,68,0.27376,0.50741
2012,North Rhine-Westphalia,Lower Secondary Level,As soon as possible,0.35689,63,155,0.28122,0.43255
2012,North Rhine-Westphalia,Lower Secondary Level,Next year,0.15131,51,155,0.09471,0.20790
2012,North Rhine-Westphalia,Lower Secondary Level,In the next 2 to 5 years,0.29700,41,155,0.22483,0.36917
2012,North Rhine-Westphalia,Upper Secondary Level,As soon as possible,0.49967,114,290,0.44202,0.55732
2012,North Rhine-Westphalia,Upper Secondary Level,Next year,0.24763,80,290,0.19787,0.29740
2012,North Rhine-Westphalia,Upper Secondary Level,In the next 2 to 5 years,0.19732,96,290,0.15143,0.24320
2012,North Rhine-Westphalia,Second Stage of Tertiary Education,Next year,0.33937,35,35,0.18021,0.49853
2012,Hesse,Upper Secondary Level,Next year,0.37795,33,69,0.26270,0.49320
2012,Hesse,Upper Secondary Level,In the next 2 to 5 years,0.33946,36,69,0.22691,0.45201
2012,Baden-Wuerttemberg,Upper Secondary Level,As soon as possible,0.28368,43,165,0.21469,0.35268
2012,Baden-Wuerttemberg,Upper Secondary Level,Next year,0.19138,52,165,0.13118,0.25159
2012,Baden-Wuerttemberg,Upper Secondary Level,In the next 2 to 5 years,0.46025,70,165,0.38397,0.53654
2012,Bavaria,Upper Secondary Level,As soon as possible,0.25858,66,240,0.20307,0.31409
2012,Bavaria,Upper Secondary Level,Next year,0.28989,81,240,0.23237,0.34741
2012,Bavaria,Upper Secondary Level,In the next 2 to 5 years,0.36888,93,240,0.30771,0.43005
2012,Brandenburg,Upper Secondary Level,As soon as possible,0.77583,63,63,0.67202,0.87963
2012,Mecklenburg-Western Pomerania,Upper Secondary Level,As soon as possible,0.72142,42,42,0.58419,0.85864
2012,Saxony,Upper Secondary Level,As soon as possible,0.43805,79,127,0.35142,0.52468
2012,Saxony,Upper Secondary Level,Next year,0.30546,48,127,0.22503,0.38588
2012,Saxony-Anhalt,Upper Secondary Level,As soon as possible,0.73994,63,63,0.63074,0.84913
2012,Thuringa,Upper Secondary Level,As soon as possible,0.64855,50,50,0.51487,0.78223
2013,Lower Saxony,Lower Secondary Level,As soon as possible,0.55250,44,44,0.40387,0.70112
2013,Lower Saxony,Upper Secondary Level,As soon as possible,0.28544,52,165,0.21631,0.35456
2013,Lower Saxony,Upper Secondary Level,Next year,0.38401,60,165,0.30957,0.45845
2013,Lower Saxony,Upper Secondary Level,In the next 2 to 5 years,0.29013,53,165,0.22067,0.35959
2013,North Rhine-Westphalia,Pre-primary Level,In the next 2 to 5 years,0.45184,58,96,0.35176,0.55191
2013,North Rhine-Westphalia,Pre-primary Level,"In the distant future, in more than five years",0.26981,38,96,0.18055,0.35906
2013,North Rhine-Westphalia,Lower Secondary Level,As soon as possible,0.29247,77,220,0.23222,0.35272
2013,North Rhine-Westphalia,Lower Secondary Level,Next year,0.31493,68,220,0.25341,0.37645
2013,North Rhine-Westphalia,Lower Secondary Level,In the next 2 to 5 years,0.34234,75,220,0.27949,0.40518
2013,North Rhine-Westphalia,Upper Secondary Level,As soon as possible,0.51677,158,380,0.46646,0.56708
2013,North Rhine-Westphalia,Upper Secondary Level,Next year,0.17394,70,380,0.13578,0.21211
2013,North Rhine-Westphalia,Upper Secondary Level,In the next 2 to 5 years,0.24229,115,380,0.19915,0.28542
2013,North Rhine-Westphalia,Upper Secondary Level,"In the distant future, in more than five years",0.06700,37,380,0.04183,0.09217
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,As soon as possible,0.55421,37,71,0.43777,0.67065
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.27903,34,71,0.17395,0.38410
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,As soon as possible,0.36435,44,76,0.25543,0.47327
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Next year,0.32217,32,76,0.21641,0.42793
2013,Hesse,Upper Secondary Level,As soon as possible,0.28444,42,120,0.20338,0.36549
2013,Hesse,Upper Secondary Level,Next year,0.31387,38,120,0.23049,0.39725
2013,Hesse,Upper Secondary Level,In the next 2 to 5 years,0.32620,40,120,0.24197,0.41044
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,As soon as possible,0.59574,31,31,0.42013,0.77136
2013,Baden-Wuerttemberg,Lower Secondary Level,In the next 2 to 5 years,0.36321,32,32,0.19391,0.53251
2013,Baden-Wuerttemberg,Upper Secondary Level,As soon as possible,0.34608,67,201,0.28015,0.41201
2013,Baden-Wuerttemberg,Upper Secondary Level,Next year,0.15760,45,201,0.10710,0.20810
2013,Baden-Wuerttemberg,Upper Secondary Level,In the next 2 to 5 years,0.40555,89,201,0.33751,0.47360
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Next year,0.45163,31,31,0.27354,0.62971
2013,Bavaria,Lower Secondary Level,As soon as possible,0.46916,31,31,0.29058,0.64774
2013,Bavaria,Upper Secondary Level,As soon as possible,0.31780,84,285,0.26364,0.37195
2013,Bavaria,Upper Secondary Level,Next year,0.30955,80,285,0.25578,0.36332
2013,Bavaria,Upper Secondary Level,In the next 2 to 5 years,0.31483,121,285,0.26081,0.36884
2013,Berlin,Upper Secondary Level,Next year,0.57473,33,33,0.40344,0.74603
2013,Brandenburg,Upper Secondary Level,As soon as possible,0.63967,54,54,0.51041,0.76892
2013,Saxony,Upper Secondary Level,As soon as possible,0.44850,70,110,0.35514,0.54187
2013,Saxony,Upper Secondary Level,Next year,0.37616,40,110,0.28522,0.46710
2013,Saxony-Anhalt,Upper Secondary Level,As soon as possible,0.66183,55,55,0.53564,0.78801
2013,Thuringa,Upper Secondary Level,As soon as possible,0.64639,46,46,0.50670,0.78607
2014,Lower Saxony,Upper Secondary Level,As soon as possible,0.35919,52,134,0.27765,0.44073
2014,Lower Saxony,Upper Secondary Level,Next year,0.25195,35,134,0.17817,0.32573
2014,Lower Saxony,Upper Secondary Level,In the next 2 to 5 years,0.30947,47,134,0.23090,0.38803
2014,North Rhine-Westphalia,Pre-primary Level,In the next 2 to 5 years,0.51817,33,33,0.34505,0.69130
2014,North Rhine-Westphalia,Lower Secondary Level,As soon as possible,0.46615,74,170,0.39094,0.54136
2014,North Rhine-Westphalia,Lower Secondary Level,Next year,0.27446,46,170,0.20718,0.34173
2014,North Rhine-Westphalia,Lower Secondary Level,In the next 2 to 5 years,0.20908,50,170,0.14777,0.27039
2014,North Rhine-Westphalia,Upper Secondary Level,As soon as possible,0.44674,129,333,0.39327,0.50022
2014,North Rhine-Westphalia,Upper Secondary Level,Next year,0.22904,81,333,0.18384,0.27424
2014,North Rhine-Westphalia,Upper Secondary Level,In the next 2 to 5 years,0.26416,90,333,0.21673,0.31158
2014,North Rhine-Westphalia,Upper Secondary Level,"In the distant future, in more than five years",0.06006,33,333,0.03450,0.08562
2014,North Rhine-Westphalia,Second Stage of Tertiary Education,As soon as possible,0.38207,37,37,0.22334,0.54080
2014,"Rhineland-Palatinate, Saarland",Upper Secondary Level,In the next 2 to 5 years,0.43031,38,38,0.27078,0.58985
2014,Baden-Wuerttemberg,Upper Secondary Level,As soon as possible,0.26179,47,169,0.19531,0.32826
2014,Baden-Wuerttemberg,Upper Secondary Level,Next year,0.32674,54,169,0.25581,0.39766
2014,Baden-Wuerttemberg,Upper Secondary Level,In the next 2 to 5 years,0.34675,68,169,0.27478,0.41872
2014,Bavaria,Upper Secondary Level,As soon as possible,0.37629,74,213,0.31108,0.44151
2014,Bavaria,Upper Secondary Level,Next year,0.25364,57,213,0.19507,0.31221
2014,Bavaria,Upper Secondary Level,In the next 2 to 5 years,0.31883,82,213,0.25610,0.38157
2014,Brandenburg,Upper Secondary Level,As soon as possible,0.69328,40,40,0.54855,0.83800
2014,Saxony,Upper Secondary Level,As soon as possible,0.55202,51,84,0.44503,0.65900
2014,Saxony,Upper Secondary Level,Next year,0.30196,33,84,0.20319,0.40073
2014,Saxony-Anhalt,Upper Secondary Level,As soon as possible,0.61082,48,48,0.47143,0.75022
2015,Lower Saxony,Lower Secondary Level,As soon as possible,0.56131,40,40,0.40557,0.71705
2015,Lower Saxony,Upper Secondary Level,As soon as possible,0.31867,48,144,0.24229,0.39504
2015,Lower Saxony,Upper Secondary Level,Next year,0.28221,39,144,0.20844,0.35598
2015,Lower Saxony,Upper Secondary Level,In the next 2 to 5 years,0.33184,57,144,0.25467,0.40902
2015,North Rhine-Westphalia,Lower Secondary Level,As soon as possible,0.38571,80,193,0.31685,0.45456
2015,North Rhine-Westphalia,Lower Secondary Level,Next year,0.24519,42,193,0.18434,0.30605
2015,North Rhine-Westphalia,Lower Secondary Level,In the next 2 to 5 years,0.30710,71,193,0.24185,0.37235
2015,North Rhine-Westphalia,Upper Secondary Level,As soon as possible,0.47094,127,372,0.42015,0.52173
2015,North Rhine-Westphalia,Upper Secondary Level,Next year,0.20517,87,372,0.16408,0.24626
2015,North Rhine-Westphalia,Upper Secondary Level,In the next 2 to 5 years,0.28553,127,372,0.23957,0.33149
2015,North Rhine-Westphalia,Upper Secondary Level,"In the distant future, in more than five years",0.03836,31,372,0.01882,0.05791
2015,North Rhine-Westphalia,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.36156,36,36,0.20239,0.52074
2015,North Rhine-Westphalia,Second Stage of Tertiary Education,As soon as possible,0.44812,34,66,0.32722,0.56902
2015,North Rhine-Westphalia,Second Stage of Tertiary Education,In the next 2 to 5 years,0.23862,32,66,0.13499,0.34224
2015,Hesse,Upper Secondary Level,Next year,0.30599,31,66,0.19396,0.41802
2015,Hesse,Upper Secondary Level,In the next 2 to 5 years,0.42295,35,66,0.30285,0.54305
2015,"Rhineland-Palatinate, Saarland",Upper Secondary Level,In the next 2 to 5 years,0.36513,36,36,0.20562,0.52463
2015,Baden-Wuerttemberg,Upper Secondary Level,As soon as possible,0.35149,36,150,0.27483,0.42815
2015,Baden-Wuerttemberg,Upper Secondary Level,Next year,0.20684,39,150,0.14180,0.27188
2015,Baden-Wuerttemberg,Upper Secondary Level,In the next 2 to 5 years,0.36497,75,150,0.28767,0.44227
2015,Bavaria,Upper Secondary Level,As soon as possible,0.35952,58,193,0.29164,0.42740
2015,Bavaria,Upper Secondary Level,Next year,0.24809,53,193,0.18700,0.30918
2015,Bavaria,Upper Secondary Level,In the next 2 to 5 years,0.32510,82,193,0.25884,0.39135
2015,Bavaria,Second Stage of Tertiary Education,As soon as possible,0.22367,31,71,0.12605,0.32128
2015,Bavaria,Second Stage of Tertiary Education,Next year,0.48729,40,71,0.37019,0.60438
2015,Brandenburg,Upper Secondary Level,As soon as possible,0.61433,39,39,0.45956,0.76909
2015,Saxony,Upper Secondary Level,As soon as possible,0.45860,50,50,0.31908,0.59812
2015,Saxony-Anhalt,Upper Secondary Level,As soon as possible,0.48088,35,35,0.31293,0.64882
2016,Schleswig-Holstein,Upper Secondary Level,As soon as possible,0.42988,37,37,0.26816,0.59160
2016,Lower Saxony,Primary Level,As soon as possible,0.48217,36,69,0.36340,0.60094
2016,Lower Saxony,Primary Level,In the next 2 to 5 years,0.20521,33,69,0.10922,0.30120
2016,Lower Saxony,Lower Secondary Level,As soon as possible,0.27075,39,73,0.16811,0.37338
2016,Lower Saxony,Lower Secondary Level,Next year,0.48861,34,73,0.37314,0.60407
2016,Lower Saxony,Upper Secondary Level,As soon as possible,0.30988,58,116,0.22536,0.39440
2016,Lower Saxony,Upper Secondary Level,In the next 2 to 5 years,0.38860,58,116,0.29951,0.47769
2016,Lower Saxony,Second Stage of Tertiary Education,In the next 2 to 5 years,0.35869,31,31,0.18706,0.53031
2016,North Rhine-Westphalia,No answer / don't know,As soon as possible,0.09717,33,64,0.02403,0.17031
2016,North Rhine-Westphalia,No answer / don't know,Next year,0.26903,31,64,0.15953,0.37854
2016,North Rhine-Westphalia,Pre-primary Level,In the next 2 to 5 years,0.56773,42,42,0.41609,0.71937
2016,North Rhine-Westphalia,Primary Level,As soon as possible,0.39997,81,195,0.33103,0.46890
