year,quintil_oecd,sex,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,4th Quintile,male,In the next 2 to 5 years,0.00971,37,37,-0.02232,0.04174
2020,4th Quintile,female,Next year,0.02264,67,143,-0.00182,0.04711
2020,4th Quintile,female,In the next 2 to 5 years,0.02286,76,143,-0.00172,0.04744
2020,5th Quintile,male,Next year,0.01633,35,73,-0.01295,0.04561
2020,5th Quintile,male,In the next 2 to 5 years,0.00868,38,73,-0.01275,0.03012
2020,5th Quintile,female,Next year,0.02713,74,139,0.00002,0.05424
2020,5th Quintile,female,In the next 2 to 5 years,0.01833,65,139,-0.00405,0.04071
2021,1st Quintile,male,As soon as possible,0.05923,304,595,0.04025,0.07822
2021,1st Quintile,male,Next year,0.06301,166,595,0.04347,0.08255
2021,1st Quintile,male,In the next 2 to 5 years,0.02873,89,595,0.01530,0.04216
2021,1st Quintile,male,"In the distant future, in more than five years",0.00735,36,595,0.00048,0.01422
2021,1st Quintile,female,As soon as possible,0.05403,242,937,0.03955,0.06851
2021,1st Quintile,female,Next year,0.05482,297,937,0.04024,0.06941
2021,1st Quintile,female,In the next 2 to 5 years,0.05008,304,937,0.03610,0.06405
2021,1st Quintile,female,"In the distant future, in more than five years",0.01495,94,937,0.00717,0.02272
2021,2nd Quintile,male,As soon as possible,0.03065,80,165,0.00427,0.05704
2021,2nd Quintile,male,Next year,0.01895,46,165,-0.00192,0.03983
2021,2nd Quintile,male,In the next 2 to 5 years,0.01873,39,165,-0.00202,0.03949
2021,2nd Quintile,female,As soon as possible,0.02031,78,299,0.00429,0.03633
2021,2nd Quintile,female,Next year,0.05759,119,299,0.03114,0.08405
2021,2nd Quintile,female,In the next 2 to 5 years,0.03550,102,299,0.01449,0.05651
2021,3rd Quintile,female,Next year,0.02842,66,122,-0.00119,0.05803
2021,3rd Quintile,female,In the next 2 to 5 years,0.02106,56,122,-0.00453,0.04664
2021,4th Quintile,female,Next year,0.02641,56,99,-0.00534,0.05815
2021,4th Quintile,female,In the next 2 to 5 years,0.01588,43,99,-0.00887,0.04062
2021,5th Quintile,female,Next year,0.01991,51,100,-0.00761,0.04742
2021,5th Quintile,female,In the next 2 to 5 years,0.02053,49,100,-0.00740,0.04847
2022,1st Quintile,male,As soon as possible,0.05237,224,454,0.03186,0.07289
2022,1st Quintile,male,Next year,0.05853,138,454,0.03691,0.08015
2022,1st Quintile,male,In the next 2 to 5 years,0.03176,92,454,0.01561,0.04791
2022,1st Quintile,female,As soon as possible,0.03577,183,836,0.02317,0.04836
2022,1st Quintile,female,Next year,0.05734,289,836,0.04157,0.07311
2022,1st Quintile,female,In the next 2 to 5 years,0.05443,286,836,0.03904,0.06981
2022,1st Quintile,female,"In the distant future, in more than five years",0.01139,78,836,0.00419,0.01859
2022,2nd Quintile,male,As soon as possible,0.02368,61,101,-0.00612,0.05348
2022,2nd Quintile,male,Next year,0.02103,40,101,-0.00709,0.04916
2022,2nd Quintile,female,As soon as possible,0.01114,47,220,-0.00276,0.02504
2022,2nd Quintile,female,Next year,0.02568,86,220,0.00473,0.04663
2022,2nd Quintile,female,In the next 2 to 5 years,0.02698,87,220,0.00552,0.04844
2022,3rd Quintile,female,Next year,0.02100,50,50,-0.01915,0.06114
2022,4th Quintile,female,Next year,0.01716,46,46,-0.02078,0.05510
2022,5th Quintile,male,Next year,0.02040,31,62,-0.01508,0.05588
2022,5th Quintile,male,In the next 2 to 5 years,0.01677,31,62,-0.01545,0.04899
2022,5th Quintile,female,Next year,0.02806,45,84,-0.00747,0.06360
2022,5th Quintile,female,In the next 2 to 5 years,0.01515,39,84,-0.01113,0.04143
