year,quintil_oecd,sex,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,1st Quintile,male,As soon as possible,0.07905,141,229,0.04403,0.11408
1984,1st Quintile,male,Next year,0.02419,35,229,0.00425,0.04413
1984,1st Quintile,male,In the next 2 to 5 years,0.03681,53,229,0.01237,0.06126
1984,1st Quintile,female,As soon as possible,0.05685,137,463,0.03573,0.07796
1984,1st Quintile,female,Next year,0.02926,64,463,0.01389,0.04463
1984,1st Quintile,female,In the next 2 to 5 years,0.08064,152,463,0.05582,0.10547
1984,1st Quintile,female,"In the distant future, in more than five years",0.04808,110,463,0.02857,0.06759
1984,2nd Quintile,male,As soon as possible,0.03600,55,93,-0.00207,0.07407
1984,2nd Quintile,male,In the next 2 to 5 years,0.02679,38,93,-0.00621,0.05978
1984,2nd Quintile,female,As soon as possible,0.03314,80,341,0.01411,0.05217
1984,2nd Quintile,female,Next year,0.03903,62,341,0.01845,0.05962
1984,2nd Quintile,female,In the next 2 to 5 years,0.06372,117,341,0.03776,0.08968
1984,2nd Quintile,female,"In the distant future, in more than five years",0.04794,82,341,0.02523,0.07065
1984,3rd Quintile,male,As soon as possible,0.02391,41,83,-0.00916,0.05697
1984,3rd Quintile,male,In the next 2 to 5 years,0.03094,42,83,-0.00654,0.06842
1984,3rd Quintile,female,As soon as possible,0.02782,50,195,0.00468,0.05096
1984,3rd Quintile,female,In the next 2 to 5 years,0.05163,77,195,0.02049,0.08276
1984,3rd Quintile,female,"In the distant future, in more than five years",0.04858,68,195,0.01833,0.07884
1984,4th Quintile,male,As soon as possible,0.01974,36,76,-0.01174,0.05121
1984,4th Quintile,male,In the next 2 to 5 years,0.02929,40,76,-0.00887,0.06744
1984,4th Quintile,female,As soon as possible,0.02000,34,184,-0.00028,0.04029
1984,4th Quintile,female,Next year,0.02150,31,184,0.00049,0.04252
1984,4th Quintile,female,In the next 2 to 5 years,0.04374,61,184,0.01411,0.07338
1984,4th Quintile,female,"In the distant future, in more than five years",0.03785,58,184,0.01020,0.06550
1984,5th Quintile,male,In the next 2 to 5 years,0.02314,33,33,-0.02895,0.07524
1984,5th Quintile,female,In the next 2 to 5 years,0.03855,51,84,-0.00287,0.07996
1984,5th Quintile,female,"In the distant future, in more than five years",0.02277,33,84,-0.00932,0.05487
1985,1st Quintile,male,As soon as possible,0.09403,137,208,0.05427,0.13379
1985,1st Quintile,male,Next year,0.02696,32,208,0.00490,0.04903
1985,1st Quintile,male,In the next 2 to 5 years,0.03373,39,208,0.00913,0.05832
1985,1st Quintile,female,As soon as possible,0.06327,130,337,0.03724,0.08930
1985,1st Quintile,female,Next year,0.04120,72,337,0.01995,0.06245
1985,1st Quintile,female,In the next 2 to 5 years,0.04545,96,337,0.02318,0.06772
1985,1st Quintile,female,"In the distant future, in more than five years",0.01731,39,337,0.00337,0.03126
1985,2nd Quintile,male,As soon as possible,0.04734,63,126,0.01011,0.08457
1985,2nd Quintile,male,Next year,0.02454,31,126,-0.00258,0.05166
1985,2nd Quintile,male,In the next 2 to 5 years,0.02551,32,126,-0.00213,0.05315
1985,2nd Quintile,female,As soon as possible,0.03287,72,191,0.00751,0.05822
1985,2nd Quintile,female,Next year,0.03327,47,191,0.00777,0.05877
1985,2nd Quintile,female,In the next 2 to 5 years,0.04241,72,191,0.01375,0.07106
1985,3rd Quintile,male,As soon as possible,0.03234,47,85,-0.00549,0.07018
1985,3rd Quintile,male,In the next 2 to 5 years,0.02826,38,85,-0.00718,0.06370
1985,3rd Quintile,female,As soon as possible,0.02996,48,138,0.00141,0.05851
1985,3rd Quintile,female,Next year,0.02447,35,138,-0.00140,0.05034
1985,3rd Quintile,female,In the next 2 to 5 years,0.03944,55,138,0.00685,0.07204
1985,4th Quintile,female,In the next 2 to 5 years,0.02842,38,72,-0.01023,0.06707
1985,4th Quintile,female,"In the distant future, in more than five years",0.02528,34,72,-0.01123,0.06180
1985,5th Quintile,female,In the next 2 to 5 years,0.02715,34,34,-0.02830,0.08260
1986,1st Quintile,male,As soon as possible,0.07601,113,204,0.03956,0.11247
1986,1st Quintile,male,Next year,0.03804,45,204,0.01173,0.06436
1986,1st Quintile,male,In the next 2 to 5 years,0.04006,46,204,0.01308,0.06703
1986,1st Quintile,female,As soon as possible,0.07062,121,317,0.04237,0.09887
1986,1st Quintile,female,Next year,0.03211,60,317,0.01267,0.05155
1986,1st Quintile,female,In the next 2 to 5 years,0.03994,86,317,0.01835,0.06153
1986,1st Quintile,female,"In the distant future, in more than five years",0.02778,50,317,0.00966,0.04590
1986,2nd Quintile,male,As soon as possible,0.03298,53,96,-0.00293,0.06890
1986,2nd Quintile,male,In the next 2 to 5 years,0.02712,43,96,-0.00555,0.05978
1986,2nd Quintile,female,As soon as possible,0.02653,53,211,0.00480,0.04827
1986,2nd Quintile,female,Next year,0.02127,37,211,0.00175,0.04078
1986,2nd Quintile,female,In the next 2 to 5 years,0.04283,70,211,0.01544,0.07021
1986,2nd Quintile,female,"In the distant future, in more than five years",0.03530,51,211,0.01034,0.06026
1986,3rd Quintile,male,As soon as possible,0.02144,31,68,-0.01324,0.05612
1986,3rd Quintile,male,In the next 2 to 5 years,0.02267,37,68,-0.01297,0.05831
1986,3rd Quintile,female,As soon as possible,0.02208,35,138,-0.00253,0.04668
1986,3rd Quintile,female,In the next 2 to 5 years,0.03425,62,138,0.00379,0.06470
1986,3rd Quintile,female,"In the distant future, in more than five years",0.03090,41,138,0.00192,0.05988
1986,4th Quintile,female,As soon as possible,0.02859,36,117,-0.00174,0.05891
1986,4th Quintile,female,In the next 2 to 5 years,0.03620,47,117,0.00221,0.07020
1986,4th Quintile,female,"In the distant future, in more than five years",0.02404,34,117,-0.00383,0.05192
1987,1st Quintile,male,As soon as possible,0.08451,118,200,0.04586,0.12315
1987,1st Quintile,male,Next year,0.03313,42,200,0.00826,0.05800
1987,1st Quintile,male,In the next 2 to 5 years,0.03633,40,200,0.01033,0.06233
1987,1st Quintile,female,As soon as possible,0.06120,111,318,0.03481,0.08758
1987,1st Quintile,female,Next year,0.03670,71,318,0.01600,0.05740
1987,1st Quintile,female,In the next 2 to 5 years,0.04049,80,318,0.01879,0.06219
1987,1st Quintile,female,"In the distant future, in more than five years",0.03169,56,318,0.01241,0.05098
1987,2nd Quintile,male,As soon as possible,0.03095,46,83,-0.00653,0.06844
1987,2nd Quintile,male,In the next 2 to 5 years,0.02513,37,83,-0.00875,0.05901
1987,2nd Quintile,female,As soon as possible,0.02544,48,241,0.00552,0.04536
1987,2nd Quintile,female,Next year,0.03019,61,241,0.00854,0.05184
1987,2nd Quintile,female,In the next 2 to 5 years,0.05364,85,241,0.02514,0.08215
1987,2nd Quintile,female,"In the distant future, in more than five years",0.02743,47,241,0.00677,0.04810
1987,3rd Quintile,male,As soon as possible,0.02597,36,69,-0.01183,0.06377
1987,3rd Quintile,male,In the next 2 to 5 years,0.02105,33,69,-0.01307,0.05516
1987,3rd Quintile,female,As soon as possible,0.03302,48,158,0.00507,0.06097
1987,3rd Quintile,female,Next year,0.03297,48,158,0.00504,0.06090
1987,3rd Quintile,female,In the next 2 to 5 years,0.03998,62,158,0.00934,0.07063
1987,4th Quintile,female,In the next 2 to 5 years,0.04260,56,56,-0.01077,0.09597
1987,5th Quintile,male,In the next 2 to 5 years,0.02277,31,31,-0.03061,0.07615
1988,1st Quintile,male,As soon as possible,0.06951,104,193,0.03354,0.10549
1988,1st Quintile,male,Next year,0.04591,43,193,0.01631,0.07552
1988,1st Quintile,male,In the next 2 to 5 years,0.04126,46,193,0.01313,0.06939
1988,1st Quintile,female,As soon as possible,0.05075,90,305,0.02607,0.07542
1988,1st Quintile,female,Next year,0.03998,64,305,0.01796,0.06200
1988,1st Quintile,female,In the next 2 to 5 years,0.05857,107,305,0.03217,0.08497
1988,1st Quintile,female,"In the distant future, in more than five years",0.02262,44,305,0.00590,0.03933
1988,2nd Quintile,male,As soon as possible,0.02803,37,103,-0.00400,0.06007
1988,2nd Quintile,male,Next year,0.02748,32,103,-0.00425,0.05920
1988,2nd Quintile,male,In the next 2 to 5 years,0.02591,34,103,-0.00492,0.05674
1988,2nd Quintile,female,As soon as possible,0.02185,42,218,0.00240,0.04130
1988,2nd Quintile,female,Next year,0.02500,49,218,0.00423,0.04577
1988,2nd Quintile,female,In the next 2 to 5 years,0.04718,82,218,0.01897,0.07539
1988,2nd Quintile,female,"In the distant future, in more than five years",0.03145,45,218,0.00823,0.05467
1988,3rd Quintile,male,As soon as possible,0.02792,39,103,-0.00405,0.05989
1988,3rd Quintile,male,Next year,0.02589,31,103,-0.00493,0.05671
1988,3rd Quintile,male,In the next 2 to 5 years,0.02591,33,103,-0.00492,0.05674
1988,3rd Quintile,female,As soon as possible,0.02056,36,175,-0.00052,0.04165
1988,3rd Quintile,female,Next year,0.03376,48,175,0.00693,0.06060
1988,3rd Quintile,female,In the next 2 to 5 years,0.04452,58,175,0.01387,0.07516
1988,3rd Quintile,female,"In the distant future, in more than five years",0.02656,33,175,0.00267,0.05045
1988,4th Quintile,male,As soon as possible,0.01967,31,31,-0.03002,0.06937
1988,4th Quintile,female,As soon as possible,0.03767,44,122,0.00375,0.07160
1988,4th Quintile,female,Next year,0.02288,33,122,-0.00376,0.04952
1988,4th Quintile,female,In the next 2 to 5 years,0.03795,45,122,0.00390,0.07200
1988,5th Quintile,female,In the next 2 to 5 years,0.03191,36,36,-0.02632,0.09014
1989,1st Quintile,male,As soon as possible,0.07227,93,168,0.03300,0.11154
1989,1st Quintile,male,Next year,0.03419,37,168,0.00663,0.06176
1989,1st Quintile,male,In the next 2 to 5 years,0.03968,38,168,0.01008,0.06929
1989,1st Quintile,female,As soon as possible,0.04134,78,259,0.01705,0.06564
1989,1st Quintile,female,Next year,0.02935,53,259,0.00875,0.04994
1989,1st Quintile,female,In the next 2 to 5 years,0.04103,84,259,0.01682,0.06523
1989,1st Quintile,female,"In the distant future, in more than five years",0.01987,44,259,0.00284,0.03689
1989,2nd Quintile,male,As soon as possible,0.02990,42,77,-0.00839,0.06819
1989,2nd Quintile,male,In the next 2 to 5 years,0.02580,35,77,-0.00984,0.06144
1989,2nd Quintile,female,As soon as possible,0.01993,40,219,0.00138,0.03848
1989,2nd Quintile,female,Next year,0.02361,38,219,0.00345,0.04376
1989,2nd Quintile,female,In the next 2 to 5 years,0.05464,99,219,0.02447,0.08481
1989,2nd Quintile,female,"In the distant future, in more than five years",0.02969,42,219,0.00716,0.05222
1989,3rd Quintile,male,In the next 2 to 5 years,0.02796,36,36,-0.02666,0.08258
1989,3rd Quintile,female,In the next 2 to 5 years,0.05229,63,63,-0.00312,0.10770
1989,4th Quintile,male,In the next 2 to 5 years,0.02838,36,36,-0.02663,0.08339
1989,4th Quintile,female,In the next 2 to 5 years,0.03521,41,41,-0.02191,0.09232
1989,5th Quintile,female,In the next 2 to 5 years,0.03619,36,36,-0.02568,0.09806
1990,1st Quintile,male,As soon as possible,0.06010,78,122,0.01775,0.10245
1990,1st Quintile,male,Next year,0.03433,44,122,0.00189,0.06677
1990,1st Quintile,female,As soon as possible,0.03764,67,240,0.01351,0.06177
1990,1st Quintile,female,Next year,0.02190,42,240,0.00335,0.04046
1990,1st Quintile,female,In the next 2 to 5 years,0.04926,80,240,0.02182,0.07670
1990,1st Quintile,female,"In the distant future, in more than five years",0.03071,51,240,0.00883,0.05258
1990,2nd Quintile,male,In the next 2 to 5 years,0.02713,33,33,-0.02916,0.08342
1990,2nd Quintile,female,Next year,0.02726,44,176,0.00313,0.05139
1990,2nd Quintile,female,In the next 2 to 5 years,0.05829,89,176,0.02358,0.09300
1990,2nd Quintile,female,"In the distant future, in more than five years",0.03063,43,176,0.00510,0.05616
1990,3rd Quintile,female,Next year,0.02407,35,112,-0.00444,0.05258
1990,3rd Quintile,female,In the next 2 to 5 years,0.03319,46,112,-0.00013,0.06652
1990,3rd Quintile,female,"In the distant future, in more than five years",0.02029,31,112,-0.00594,0.04652
1990,4th Quintile,male,In the next 2 to 5 years,0.03552,40,40,-0.02257,0.09361
1990,4th Quintile,female,In the next 2 to 5 years,0.03422,36,36,-0.02601,0.09444
1991,1st Quintile,male,As soon as possible,0.04657,67,67,-0.00427,0.09741
1991,1st Quintile,female,As soon as possible,0.03490,54,217,0.01043,0.05938
1991,1st Quintile,female,Next year,0.02119,39,217,0.00198,0.04040
1991,1st Quintile,female,In the next 2 to 5 years,0.04560,75,217,0.01778,0.07342
1991,1st Quintile,female,"In the distant future, in more than five years",0.03114,49,217,0.00798,0.05430
1991,2nd Quintile,male,As soon as possible,0.02467,31,31,-0.03084,0.08019
1991,2nd Quintile,female,Next year,0.02630,40,166,0.00188,0.05072
1991,2nd Quintile,female,In the next 2 to 5 years,0.05195,84,166,0.01809,0.08581
1991,2nd Quintile,female,"In the distant future, in more than five years",0.02819,42,166,0.00293,0.05345
1991,3rd Quintile,female,As soon as possible,0.02048,32,129,-0.00406,0.04502
1991,3rd Quintile,female,Next year,0.02391,31,129,-0.00256,0.05037
1991,3rd Quintile,female,In the next 2 to 5 years,0.04839,66,129,0.01121,0.08556
1991,4th Quintile,male,In the next 2 to 5 years,0.02356,33,33,-0.02899,0.07610
1991,4th Quintile,female,In the next 2 to 5 years,0.03625,37,37,-0.02481,0.09731
1991,5th Quintile,female,In the next 2 to 5 years,0.03745,39,39,-0.02292,0.09782
1992,1st Quintile,male,As soon as possible,0.07584,128,202,0.03924,0.11243
1992,1st Quintile,male,Next year,0.02538,34,202,0.00364,0.04712
1992,1st Quintile,male,In the next 2 to 5 years,0.02574,40,202,0.00385,0.04763
1992,1st Quintile,female,As soon as possible,0.06471,163,399,0.04054,0.08888
1992,1st Quintile,female,Next year,0.04132,104,399,0.02177,0.06088
1992,1st Quintile,female,In the next 2 to 5 years,0.04197,96,399,0.02227,0.06167
1992,1st Quintile,female,"In the distant future, in more than five years",0.01562,36,399,0.00344,0.02780
1992,2nd Quintile,male,As soon as possible,0.03595,75,146,0.00565,0.06625
1992,2nd Quintile,male,Next year,0.01696,32,146,-0.00406,0.03798
1992,2nd Quintile,male,In the next 2 to 5 years,0.01968,39,146,-0.00293,0.04228
1992,2nd Quintile,female,As soon as possible,0.03525,102,320,0.01501,0.05548
1992,2nd Quintile,female,Next year,0.03303,72,320,0.01342,0.05265
1992,2nd Quintile,female,In the next 2 to 5 years,0.04245,104,320,0.02032,0.06457
1992,2nd Quintile,female,"In the distant future, in more than five years",0.01931,42,320,0.00421,0.03441
1992,3rd Quintile,male,As soon as possible,0.02002,48,115,-0.00569,0.04573
1992,3rd Quintile,male,Next year,0.01705,33,115,-0.00671,0.04082
1992,3rd Quintile,male,In the next 2 to 5 years,0.02155,34,115,-0.00511,0.04820
1992,3rd Quintile,female,As soon as possible,0.03067,69,219,0.00778,0.05355
1992,3rd Quintile,female,Next year,0.03497,59,219,0.01058,0.05936
1992,3rd Quintile,female,In the next 2 to 5 years,0.04649,91,219,0.01854,0.07443
1992,4th Quintile,male,In the next 2 to 5 years,0.01874,33,33,-0.02825,0.06573
1992,4th Quintile,female,As soon as possible,0.01957,32,183,-0.00056,0.03969
1992,4th Quintile,female,Next year,0.02660,46,183,0.00322,0.04997
1992,4th Quintile,female,In the next 2 to 5 years,0.04205,72,183,0.01289,0.07121
1992,4th Quintile,female,"In the distant future, in more than five years",0.01992,33,183,-0.00038,0.04022
1992,5th Quintile,female,In the next 2 to 5 years,0.03072,46,46,-0.01970,0.08113
1993,1st Quintile,male,As soon as possible,0.08154,124,210,0.04444,0.11864
1993,1st Quintile,male,Next year,0.02748,42,210,0.00532,0.04964
1993,1st Quintile,male,In the next 2 to 5 years,0.03260,44,210,0.00852,0.05667
1993,1st Quintile,female,As soon as possible,0.06118,156,402,0.03772,0.08463
1993,1st Quintile,female,Next year,0.03608,83,402,0.01782,0.05433
1993,1st Quintile,female,In the next 2 to 5 years,0.05963,121,402,0.03645,0.08281
1993,1st Quintile,female,"In the distant future, in more than five years",0.01759,42,402,0.00473,0.03046
1993,2nd Quintile,male,As soon as possible,0.03832,78,115,0.00308,0.07356
1993,2nd Quintile,male,Next year,0.02346,37,115,-0.00433,0.05124
1993,2nd Quintile,female,As soon as possible,0.04720,120,323,0.02404,0.07037
1993,2nd Quintile,female,Next year,0.02315,59,323,0.00672,0.03958
1993,2nd Quintile,female,In the next 2 to 5 years,0.05054,103,323,0.02661,0.07447
1993,2nd Quintile,female,"In the distant future, in more than five years",0.01831,41,323,0.00366,0.03295
1993,3rd Quintile,male,As soon as possible,0.03227,60,126,0.00129,0.06325
1993,3rd Quintile,male,Next year,0.01541,35,126,-0.00618,0.03700
1993,3rd Quintile,male,In the next 2 to 5 years,0.01446,31,126,-0.00647,0.03539
1993,3rd Quintile,female,As soon as possible,0.03521,69,238,0.01174,0.05867
1993,3rd Quintile,female,Next year,0.02412,51,238,0.00459,0.04366
1993,3rd Quintile,female,In the next 2 to 5 years,0.04783,85,238,0.02066,0.07500
1993,3rd Quintile,female,"In the distant future, in more than five years",0.01810,33,238,0.00113,0.03507
1993,4th Quintile,male,As soon as possible,0.02217,38,38,-0.02527,0.06961
1993,4th Quintile,female,As soon as possible,0.01904,34,135,-0.00410,0.04218
1993,4th Quintile,female,Next year,0.01925,32,135,-0.00401,0.04252
1993,4th Quintile,female,In the next 2 to 5 years,0.04322,69,135,0.00879,0.07766
1993,5th Quintile,female,In the next 2 to 5 years,0.02784,39,39,-0.02447,0.08014
1994,1st Quintile,male,As soon as possible,0.09607,154,235,0.05831,0.13382
1994,1st Quintile,male,Next year,0.03922,45,235,0.01435,0.06409
1994,1st Quintile,male,In the next 2 to 5 years,0.02153,36,235,0.00293,0.04013
1994,1st Quintile,female,As soon as possible,0.06880,159,407,0.04418,0.09342
1994,1st Quintile,female,Next year,0.03452,79,407,0.01677,0.05228
1994,1st Quintile,female,In the next 2 to 5 years,0.05253,125,407,0.03083,0.07423
1994,1st Quintile,female,"In the distant future, in more than five years",0.01856,44,407,0.00543,0.03169
1994,2nd Quintile,male,As soon as possible,0.04201,77,77,-0.00309,0.08711
1994,2nd Quintile,female,As soon as possible,0.04277,107,326,0.02077,0.06477
1994,2nd Quintile,female,Next year,0.03637,71,326,0.01601,0.05672
1994,2nd Quintile,female,In the next 2 to 5 years,0.05800,105,326,0.03259,0.08342
1994,2nd Quintile,female,"In the distant future, in more than five years",0.02216,43,326,0.00616,0.03816
1994,3rd Quintile,male,As soon as possible,0.03329,62,96,-0.00279,0.06936
1994,3rd Quintile,male,Next year,0.01963,34,96,-0.00827,0.04753
1994,3rd Quintile,female,As soon as possible,0.03312,72,207,0.00868,0.05755
1994,3rd Quintile,female,Next year,0.02698,51,207,0.00486,0.04911
1994,3rd Quintile,female,In the next 2 to 5 years,0.04559,84,207,0.01710,0.07408
1994,4th Quintile,male,As soon as possible,0.02388,44,75,-0.01091,0.05867
1994,4th Quintile,male,In the next 2 to 5 years,0.01796,31,75,-0.01230,0.04822
1994,4th Quintile,female,As soon as possible,0.02490,47,162,0.00083,0.04896
1994,4th Quintile,female,Next year,0.02407,39,162,0.00040,0.04775
1994,4th Quintile,female,In the next 2 to 5 years,0.04394,76,162,0.01228,0.07560
1994,5th Quintile,male,As soon as possible,0.02122,40,40,-0.02401,0.06645
1994,5th Quintile,female,Next year,0.02591,33,81,-0.00890,0.06072
1994,5th Quintile,female,In the next 2 to 5 years,0.03685,48,81,-0.00443,0.07813
1995,1st Quintile,male,As soon as possible,0.08342,145,244,0.04865,0.11819
1995,1st Quintile,male,Next year,0.03609,48,244,0.01264,0.05954
1995,1st Quintile,male,In the next 2 to 5 years,0.03175,51,244,0.00970,0.05379
1995,1st Quintile,female,As soon as possible,0.06206,150,469,0.04020,0.08392
1995,1st Quintile,female,Next year,0.04617,101,469,0.02716,0.06518
1995,1st Quintile,female,In the next 2 to 5 years,0.07078,156,469,0.04755,0.09402
1995,1st Quintile,female,"In the distant future, in more than five years",0.02871,62,469,0.01358,0.04384
1995,2nd Quintile,male,As soon as possible,0.04415,84,157,0.01192,0.07639
1995,2nd Quintile,male,Next year,0.02037,41,157,-0.00180,0.04254
1995,2nd Quintile,male,In the next 2 to 5 years,0.01690,32,157,-0.00333,0.03714
1995,2nd Quintile,female,As soon as possible,0.04628,98,345,0.02408,0.06848
1995,2nd Quintile,female,Next year,0.02946,69,345,0.01159,0.04732
1995,2nd Quintile,female,In the next 2 to 5 years,0.05929,136,345,0.03433,0.08425
1995,2nd Quintile,female,"In the distant future, in more than five years",0.01605,42,345,0.00277,0.02932
1995,3rd Quintile,male,As soon as possible,0.03010,49,83,-0.00688,0.06709
1995,3rd Quintile,male,Next year,0.01516,34,83,-0.01129,0.04160
1995,3rd Quintile,female,As soon as possible,0.03040,62,204,0.00678,0.05401
1995,3rd Quintile,female,Next year,0.02106,43,204,0.00131,0.04081
1995,3rd Quintile,female,In the next 2 to 5 years,0.05074,99,204,0.02055,0.08093
1995,4th Quintile,male,As soon as possible,0.02346,44,80,-0.00992,0.05684
1995,4th Quintile,male,Next year,0.01533,36,80,-0.01176,0.04242
1995,4th Quintile,female,As soon as possible,0.01661,36,179,-0.00217,0.03538
1995,4th Quintile,female,Next year,0.01985,35,179,-0.00064,0.04034
1995,4th Quintile,female,In the next 2 to 5 years,0.04989,77,179,0.01791,0.08188
1995,4th Quintile,female,"In the distant future, in more than five years",0.01822,31,179,-0.00143,0.03788
1995,5th Quintile,female,As soon as possible,0.01679,34,120,-0.00630,0.03987
1995,5th Quintile,female,Next year,0.01867,31,120,-0.00565,0.04299
1995,5th Quintile,female,In the next 2 to 5 years,0.04390,55,120,0.00709,0.08071
1996,1st Quintile,male,As soon as possible,0.09521,162,255,0.05911,0.13130
1996,1st Quintile,male,Next year,0.02620,45,255,0.00656,0.04585
1996,1st Quintile,male,In the next 2 to 5 years,0.03303,48,255,0.01105,0.05501
1996,1st Quintile,female,As soon as possible,0.06637,148,462,0.04364,0.08909
1996,1st Quintile,female,Next year,0.05575,114,462,0.03481,0.07670
1996,1st Quintile,female,In the next 2 to 5 years,0.06415,146,462,0.04178,0.08652
1996,1st Quintile,female,"In the distant future, in more than five years",0.02037,54,462,0.00748,0.03327
1996,2nd Quintile,male,As soon as possible,0.04399,85,120,0.00714,0.08084
1996,2nd Quintile,male,In the next 2 to 5 years,0.01952,35,120,-0.00534,0.04438
1996,2nd Quintile,female,As soon as possible,0.03211,78,328,0.01300,0.05122
1996,2nd Quintile,female,Next year,0.04486,93,328,0.02242,0.06729
1996,2nd Quintile,female,In the next 2 to 5 years,0.06062,111,328,0.03476,0.08649
1996,2nd Quintile,female,"In the distant future, in more than five years",0.02148,46,328,0.00577,0.03720
1996,3rd Quintile,male,As soon as possible,0.03336,57,97,-0.00256,0.06928
1996,3rd Quintile,male,In the next 2 to 5 years,0.02274,40,97,-0.00708,0.05257
1996,3rd Quintile,female,As soon as possible,0.03398,71,211,0.00948,0.05849
1996,3rd Quintile,female,Next year,0.03324,63,211,0.00900,0.05749
1996,3rd Quintile,female,In the next 2 to 5 years,0.04645,77,211,0.01799,0.07492
1996,4th Quintile,male,As soon as possible,0.02636,61,61,-0.01418,0.06689
1996,4th Quintile,female,As soon as possible,0.02226,46,150,-0.00143,0.04594
1996,4th Quintile,female,Next year,0.01746,33,150,-0.00357,0.03850
1996,4th Quintile,female,In the next 2 to 5 years,0.04313,71,150,0.01051,0.07574
1996,5th Quintile,male,In the next 2 to 5 years,0.02247,35,35,-0.02735,0.07229
1996,5th Quintile,female,Next year,0.02295,37,89,-0.00834,0.05424
1996,5th Quintile,female,In the next 2 to 5 years,0.03178,52,89,-0.00487,0.06843
1997,1st Quintile,male,As soon as possible,0.10121,160,239,0.06289,0.13953
1997,1st Quintile,male,Next year,0.02609,34,239,0.00584,0.04635
1997,1st Quintile,male,In the next 2 to 5 years,0.02730,45,239,0.00660,0.04801
1997,1st Quintile,female,As soon as possible,0.07292,146,431,0.04835,0.09750
1997,1st Quintile,female,Next year,0.03989,75,431,0.02139,0.05838
1997,1st Quintile,female,In the next 2 to 5 years,0.08246,160,431,0.05646,0.10845
1997,1st Quintile,female,"In the distant future, in more than five years",0.01636,50,431,0.00437,0.02834
1997,2nd Quintile,male,As soon as possible,0.05513,99,185,0.02215,0.08811
1997,2nd Quintile,male,Next year,0.02559,48,185,0.00277,0.04841
1997,2nd Quintile,male,In the next 2 to 5 years,0.01793,38,185,-0.00124,0.03710
1997,2nd Quintile,female,As soon as possible,0.03982,108,329,0.01866,0.06099
1997,2nd Quintile,female,Next year,0.03107,63,329,0.01229,0.04985
1997,2nd Quintile,female,In the next 2 to 5 years,0.05449,123,329,0.02993,0.07906
1997,2nd Quintile,female,"In the distant future, in more than five years",0.02056,35,329,0.00520,0.03592
1997,3rd Quintile,male,As soon as possible,0.03990,75,140,0.00736,0.07243
1997,3rd Quintile,male,Next year,0.01919,32,140,-0.00362,0.04199
1997,3rd Quintile,male,In the next 2 to 5 years,0.01672,33,140,-0.00460,0.03803
1997,3rd Quintile,female,As soon as possible,0.03352,71,247,0.01103,0.05601
1997,3rd Quintile,female,Next year,0.03466,53,247,0.01180,0.05751
1997,3rd Quintile,female,In the next 2 to 5 years,0.05319,89,247,0.02514,0.08123
1997,3rd Quintile,female,"In the distant future, in more than five years",0.01463,34,247,-0.00038,0.02963
1997,4th Quintile,male,As soon as possible,0.03087,54,54,-0.01570,0.07743
1997,4th Quintile,female,As soon as possible,0.02804,52,158,0.00222,0.05387
1997,4th Quintile,female,Next year,0.01924,37,158,-0.00225,0.04073
1997,4th Quintile,female,In the next 2 to 5 years,0.04268,69,158,0.01106,0.07430
1997,5th Quintile,female,As soon as possible,0.01841,31,88,-0.00984,0.04666
1997,5th Quintile,female,In the next 2 to 5 years,0.04335,57,88,0.00056,0.08614
1998,1st Quintile,male,As soon as possible,0.11660,165,256,0.07720,0.15599
1998,1st Quintile,male,Next year,0.02990,43,256,0.00899,0.05080
1998,1st Quintile,male,In the next 2 to 5 years,0.03070,48,256,0.00952,0.05187
1998,1st Quintile,female,As soon as possible,0.06737,142,412,0.04313,0.09160
1998,1st Quintile,female,Next year,0.04700,84,412,0.02654,0.06746
1998,1st Quintile,female,In the next 2 to 5 years,0.07305,132,412,0.04789,0.09821
1998,1st Quintile,female,"In the distant future, in more than five years",0.02362,54,412,0.00894,0.03830
1998,2nd Quintile,male,As soon as possible,0.05130,94,94,0.00646,0.09614
1998,2nd Quintile,female,As soon as possible,0.03019,76,288,0.01039,0.04998
1998,2nd Quintile,female,Next year,0.03759,69,288,0.01559,0.05960
1998,2nd Quintile,female,In the next 2 to 5 years,0.05463,104,288,0.02834,0.08093
1998,2nd Quintile,female,"In the distant future, in more than five years",0.01858,39,288,0.00296,0.03420
1998,3rd Quintile,male,As soon as possible,0.03580,69,69,-0.00836,0.07997
1998,3rd Quintile,female,As soon as possible,0.03612,68,203,0.01039,0.06185
1998,3rd Quintile,female,Next year,0.03060,62,203,0.00685,0.05435
1998,3rd Quintile,female,In the next 2 to 5 years,0.03886,73,203,0.01221,0.06551
1998,4th Quintile,male,As soon as possible,0.02877,56,56,-0.01541,0.07294
1998,4th Quintile,female,As soon as possible,0.02512,41,130,-0.00188,0.05213
1998,4th Quintile,female,Next year,0.01966,36,130,-0.00430,0.04362
1998,4th Quintile,female,In the next 2 to 5 years,0.03171,53,130,0.00147,0.06195
1998,5th Quintile,female,In the next 2 to 5 years,0.03463,53,53,-0.01507,0.08432
1999,1st Quintile,male,As soon as possible,0.09563,151,242,0.05850,0.13275
1999,1st Quintile,male,Next year,0.02763,49,242,0.00693,0.04832
1999,1st Quintile,male,In the next 2 to 5 years,0.02627,42,242,0.00608,0.04646
1999,1st Quintile,female,As soon as possible,0.06317,142,419,0.03985,0.08650
