year,pgisced97,quintil_oecd,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Second Stage of Tertiary Education,1st Quintile,In the next 2 to 5 years,0.19355,33,145,0.12902,0.25808
2014,Second Stage of Tertiary Education,2nd Quintile,Next year,0.38967,32,32,0.21800,0.56135
2014,Second Stage of Tertiary Education,3rd Quintile,Next year,0.32639,35,35,0.16878,0.48400
2014,Second Stage of Tertiary Education,4th Quintile,Next year,0.25400,32,32,0.10076,0.40723
2014,Second Stage of Tertiary Education,5th Quintile,Next year,0.41562,46,46,0.27162,0.55961
2015,No answer / don't know,1st Quintile,In the next 2 to 5 years,0.30955,41,41,0.16628,0.45282
2015,Pre-primary Level,1st Quintile,In the next 2 to 5 years,0.54819,34,34,0.37839,0.71799
2015,Primary Level,1st Quintile,As soon as possible,0.52878,53,89,0.42448,0.63307
2015,Primary Level,1st Quintile,In the next 2 to 5 years,0.25315,36,89,0.16230,0.34400
2015,Lower Secondary Level,1st Quintile,As soon as possible,0.46779,149,353,0.41567,0.51992
2015,Lower Secondary Level,1st Quintile,Next year,0.23688,91,353,0.19246,0.28129
2015,Lower Secondary Level,1st Quintile,In the next 2 to 5 years,0.22951,113,353,0.18558,0.27345
2015,Lower Secondary Level,2nd Quintile,In the next 2 to 5 years,0.40678,41,41,0.25455,0.55902
2015,Upper Secondary Level,1st Quintile,As soon as possible,0.48495,270,647,0.44641,0.52349
2015,Upper Secondary Level,1st Quintile,Next year,0.25274,157,647,0.21923,0.28626
2015,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.21942,168,647,0.18750,0.25133
2015,Upper Secondary Level,1st Quintile,"In the distant future, in more than five years",0.04289,52,647,0.02726,0.05851
2015,Upper Secondary Level,2nd Quintile,As soon as possible,0.39146,108,290,0.33518,0.44773
2015,Upper Secondary Level,2nd Quintile,Next year,0.26372,86,290,0.21292,0.31453
2015,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.31018,96,290,0.25685,0.36351
2015,Upper Secondary Level,3rd Quintile,As soon as possible,0.31531,54,190,0.24907,0.38155
2015,Upper Secondary Level,3rd Quintile,Next year,0.27106,52,190,0.20769,0.33444
2015,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.36488,84,190,0.29625,0.43351
2015,Upper Secondary Level,4th Quintile,As soon as possible,0.38853,35,135,0.30601,0.47106
2015,Upper Secondary Level,4th Quintile,Next year,0.20406,39,135,0.13582,0.27229
2015,Upper Secondary Level,4th Quintile,In the next 2 to 5 years,0.32187,61,135,0.24277,0.40098
2015,Upper Secondary Level,5th Quintile,Next year,0.33222,33,85,0.23149,0.43295
2015,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.41286,52,85,0.30757,0.51815
2015,Post-secondary Non-tertiary Level,1st Quintile,As soon as possible,0.51556,38,75,0.40169,0.62942
2015,Post-secondary Non-tertiary Level,1st Quintile,In the next 2 to 5 years,0.24546,37,75,0.14740,0.34352
2015,Second Stage of Tertiary Education,1st Quintile,As soon as possible,0.47563,54,91,0.37245,0.57881
2015,Second Stage of Tertiary Education,1st Quintile,Next year,0.25698,37,91,0.16671,0.34726
2015,Second Stage of Tertiary Education,3rd Quintile,Next year,0.44989,31,31,0.27187,0.62791
2015,Second Stage of Tertiary Education,4th Quintile,Next year,0.50370,32,32,0.32769,0.67970
2015,Second Stage of Tertiary Education,5th Quintile,Next year,0.30645,36,68,0.19606,0.41684
2015,Second Stage of Tertiary Education,5th Quintile,In the next 2 to 5 years,0.32480,32,68,0.21266,0.43693
2016,No answer / don't know,1st Quintile,Next year,0.36961,31,74,0.25888,0.48034
2016,No answer / don't know,1st Quintile,In the next 2 to 5 years,0.39097,43,74,0.27903,0.50291
2016,Pre-primary Level,1st Quintile,In the next 2 to 5 years,0.39615,38,38,0.23855,0.55374
2016,Pre-primary Level,2nd Quintile,In the next 2 to 5 years,0.65845,35,35,0.49905,0.81786
2016,Primary Level,1st Quintile,As soon as possible,0.46680,45,76,0.35389,0.57971
2016,Primary Level,1st Quintile,In the next 2 to 5 years,0.27469,31,76,0.17367,0.37571
2016,Lower Secondary Level,1st Quintile,As soon as possible,0.43267,146,330,0.37913,0.48620
2016,Lower Secondary Level,1st Quintile,Next year,0.24895,91,330,0.20223,0.29568
2016,Lower Secondary Level,1st Quintile,In the next 2 to 5 years,0.26865,93,330,0.22075,0.31655
2016,Lower Secondary Level,2nd Quintile,As soon as possible,0.40848,32,32,0.23544,0.58152
2016,Upper Secondary Level,1st Quintile,As soon as possible,0.42592,266,626,0.38715,0.46469
2016,Upper Secondary Level,1st Quintile,Next year,0.22140,154,626,0.18884,0.25395
2016,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.28198,164,626,0.24670,0.31726
2016,Upper Secondary Level,1st Quintile,"In the distant future, in more than five years",0.07071,42,626,0.05061,0.09080
2016,Upper Secondary Level,2nd Quintile,As soon as possible,0.48952,105,263,0.42898,0.55005
2016,Upper Secondary Level,2nd Quintile,Next year,0.25251,80,263,0.19990,0.30511
2016,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.23921,78,263,0.18755,0.29087
2016,Upper Secondary Level,3rd Quintile,As soon as possible,0.34086,47,145,0.26344,0.41828
2016,Upper Secondary Level,3rd Quintile,Next year,0.27588,45,145,0.20287,0.34888
2016,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.28930,53,145,0.21523,0.36336
2016,Upper Secondary Level,4th Quintile,Next year,0.30815,33,82,0.20759,0.40870
2016,Upper Secondary Level,4th Quintile,In the next 2 to 5 years,0.35871,49,82,0.25426,0.46316
2016,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.42814,59,59,0.30080,0.55549
2016,Post-secondary Non-tertiary Level,1st Quintile,As soon as possible,0.34566,40,77,0.23873,0.45258
2016,Post-secondary Non-tertiary Level,1st Quintile,In the next 2 to 5 years,0.30023,37,77,0.19717,0.40328
2016,Second Stage of Tertiary Education,1st Quintile,As soon as possible,0.38653,62,110,0.29511,0.47794
2016,Second Stage of Tertiary Education,1st Quintile,Next year,0.35477,48,110,0.26495,0.44459
2016,Second Stage of Tertiary Education,2nd Quintile,Next year,0.26468,35,35,0.11639,0.41297
2016,Second Stage of Tertiary Education,3rd Quintile,Next year,0.62412,39,39,0.47012,0.77812
2016,Second Stage of Tertiary Education,4th Quintile,Next year,0.41778,36,36,0.25438,0.58117
2016,Second Stage of Tertiary Education,5th Quintile,Next year,0.51814,48,48,0.37528,0.66099
2017,No answer / don't know,1st Quintile,As soon as possible,0.32785,63,169,0.25686,0.39883
2017,No answer / don't know,1st Quintile,Next year,0.27277,51,169,0.20542,0.34012
2017,No answer / don't know,1st Quintile,In the next 2 to 5 years,0.32244,55,169,0.25176,0.39312
2017,Pre-primary Level,1st Quintile,In the next 2 to 5 years,0.57240,39,39,0.41510,0.72970
2017,Primary Level,1st Quintile,As soon as possible,0.37124,157,437,0.32589,0.41659
2017,Primary Level,1st Quintile,Next year,0.27306,135,437,0.23124,0.31488
2017,Primary Level,1st Quintile,In the next 2 to 5 years,0.28737,145,437,0.24490,0.32985
2017,Lower Secondary Level,1st Quintile,As soon as possible,0.52861,220,540,0.48647,0.57075
2017,Lower Secondary Level,1st Quintile,Next year,0.19796,135,540,0.16432,0.23160
2017,Lower Secondary Level,1st Quintile,In the next 2 to 5 years,0.22479,144,540,0.18954,0.26003
2017,Lower Secondary Level,1st Quintile,"In the distant future, in more than five years",0.04865,41,540,0.03048,0.06681
2017,Lower Secondary Level,2nd Quintile,As soon as possible,0.41107,33,72,0.29662,0.52552
2017,Lower Secondary Level,2nd Quintile,Next year,0.24099,39,72,0.14151,0.34048
2017,Upper Secondary Level,1st Quintile,As soon as possible,0.42285,281,690,0.38596,0.45974
2017,Upper Secondary Level,1st Quintile,Next year,0.32068,199,690,0.28583,0.35553
2017,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.22666,173,690,0.19540,0.25792
2017,Upper Secondary Level,1st Quintile,"In the distant future, in more than five years",0.02981,37,690,0.01711,0.04251
2017,Upper Secondary Level,2nd Quintile,As soon as possible,0.32168,65,221,0.25996,0.38341
2017,Upper Secondary Level,2nd Quintile,Next year,0.35990,87,221,0.29647,0.42332
2017,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.27051,69,221,0.21181,0.32922
2017,Upper Secondary Level,3rd Quintile,As soon as possible,0.27010,51,152,0.19928,0.34092
2017,Upper Secondary Level,3rd Quintile,Next year,0.26264,51,152,0.19245,0.33283
2017,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.33089,50,152,0.25584,0.40594
2017,Upper Secondary Level,4th Quintile,In the next 2 to 5 years,0.35743,49,49,0.22185,0.49301
2017,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.43396,38,38,0.27426,0.59366
2017,Post-secondary Non-tertiary Level,1st Quintile,As soon as possible,0.33471,44,82,0.23194,0.43747
2017,Post-secondary Non-tertiary Level,1st Quintile,In the next 2 to 5 years,0.40866,38,82,0.30160,0.51571
2017,Second Stage of Tertiary Education,1st Quintile,As soon as possible,0.38250,158,348,0.33136,0.43363
2017,Second Stage of Tertiary Education,1st Quintile,Next year,0.32731,105,348,0.27793,0.37668
2017,Second Stage of Tertiary Education,1st Quintile,In the next 2 to 5 years,0.25334,85,348,0.20757,0.29910
2017,Second Stage of Tertiary Education,2nd Quintile,As soon as possible,0.16272,31,31,0.03064,0.29481
2017,Second Stage of Tertiary Education,3rd Quintile,Next year,0.60082,36,36,0.43857,0.76307
2017,Second Stage of Tertiary Education,5th Quintile,Next year,0.69274,36,36,0.53989,0.84559
2018,No answer / don't know,1st Quintile,As soon as possible,0.38652,70,170,0.31310,0.45994
2018,No answer / don't know,1st Quintile,Next year,0.34223,53,170,0.27069,0.41376
2018,No answer / don't know,1st Quintile,In the next 2 to 5 years,0.23318,47,170,0.16943,0.29693
2018,Pre-primary Level,1st Quintile,In the next 2 to 5 years,0.55886,43,43,0.40870,0.70903
2018,Primary Level,1st Quintile,As soon as possible,0.42753,257,705,0.39098,0.46407
2018,Primary Level,1st Quintile,Next year,0.29149,201,705,0.25792,0.32506
2018,Primary Level,1st Quintile,In the next 2 to 5 years,0.19982,205,705,0.17028,0.22936
2018,Primary Level,1st Quintile,"In the distant future, in more than five years",0.08116,42,705,0.06099,0.10134
2018,Primary Level,2nd Quintile,As soon as possible,0.59588,31,31,0.42028,0.77148
2018,Lower Secondary Level,1st Quintile,As soon as possible,0.40699,237,654,0.36931,0.44467
2018,Lower Secondary Level,1st Quintile,Next year,0.33319,201,654,0.29704,0.36935
2018,Lower Secondary Level,1st Quintile,In the next 2 to 5 years,0.20405,173,654,0.17314,0.23496
2018,Lower Secondary Level,1st Quintile,"In the distant future, in more than five years",0.05577,43,654,0.03817,0.07338
2018,Lower Secondary Level,2nd Quintile,As soon as possible,0.30344,39,77,0.20008,0.40681
2018,Lower Secondary Level,2nd Quintile,In the next 2 to 5 years,0.35262,38,77,0.24520,0.46004
2018,Upper Secondary Level,1st Quintile,As soon as possible,0.42945,307,756,0.39414,0.46476
2018,Upper Secondary Level,1st Quintile,Next year,0.32471,225,756,0.29131,0.35811
2018,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.21156,190,756,0.18243,0.24069
2018,Upper Secondary Level,1st Quintile,"In the distant future, in more than five years",0.03429,34,756,0.02131,0.04727
2018,Upper Secondary Level,2nd Quintile,As soon as possible,0.33116,88,242,0.27174,0.39058
2018,Upper Secondary Level,2nd Quintile,Next year,0.31351,71,242,0.25494,0.37208
2018,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.31148,83,242,0.25301,0.36995
2018,Upper Secondary Level,3rd Quintile,As soon as possible,0.27482,37,148,0.20266,0.34699
2018,Upper Secondary Level,3rd Quintile,Next year,0.21023,40,148,0.14436,0.27610
2018,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.44749,71,148,0.36711,0.52787
2018,Upper Secondary Level,4th Quintile,Next year,0.29455,37,92,0.20089,0.38821
2018,Upper Secondary Level,4th Quintile,In the next 2 to 5 years,0.42563,55,92,0.32404,0.52722
2018,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.35993,47,47,0.22122,0.49863
2018,Post-secondary Non-tertiary Level,1st Quintile,As soon as possible,0.16888,39,108,0.09789,0.23987
2018,Post-secondary Non-tertiary Level,1st Quintile,Next year,0.44373,37,108,0.34960,0.53787
2018,Post-secondary Non-tertiary Level,1st Quintile,In the next 2 to 5 years,0.27495,32,108,0.19035,0.35955
2018,Second Stage of Tertiary Education,1st Quintile,As soon as possible,0.32612,175,389,0.27947,0.37276
2018,Second Stage of Tertiary Education,1st Quintile,Next year,0.33673,123,389,0.28970,0.38375
2018,Second Stage of Tertiary Education,1st Quintile,In the next 2 to 5 years,0.31396,91,389,0.26778,0.36014
2018,Second Stage of Tertiary Education,2nd Quintile,As soon as possible,0.36523,36,73,0.25401,0.47645
2018,Second Stage of Tertiary Education,2nd Quintile,Next year,0.29472,37,73,0.18941,0.40003
2018,Second Stage of Tertiary Education,4th Quintile,Next year,0.63083,37,37,0.47319,0.78847
2018,Second Stage of Tertiary Education,5th Quintile,Next year,0.58307,45,45,0.43738,0.72876
2019,No answer / don't know,1st Quintile,As soon as possible,0.35247,75,191,0.28454,0.42040
2019,No answer / don't know,1st Quintile,Next year,0.22470,58,191,0.16535,0.28405
2019,No answer / don't know,1st Quintile,In the next 2 to 5 years,0.32376,58,191,0.25722,0.39029
2019,Pre-primary Level,1st Quintile,In the next 2 to 5 years,0.37213,34,34,0.20720,0.53705
2019,Primary Level,1st Quintile,As soon as possible,0.41386,263,696,0.37724,0.45048
2019,Primary Level,1st Quintile,Next year,0.24864,209,696,0.21651,0.28078
2019,Primary Level,1st Quintile,In the next 2 to 5 years,0.20550,187,696,0.17546,0.23555
2019,Primary Level,1st Quintile,"In the distant future, in more than five years",0.13199,37,696,0.10683,0.15716
2019,Lower Secondary Level,1st Quintile,As soon as possible,0.46096,246,609,0.42133,0.50058
2019,Lower Secondary Level,1st Quintile,Next year,0.25656,164,609,0.22185,0.29128
2019,Lower Secondary Level,1st Quintile,In the next 2 to 5 years,0.19014,148,609,0.15895,0.22134
2019,Lower Secondary Level,1st Quintile,"In the distant future, in more than five years",0.09234,51,609,0.06932,0.11535
2019,Lower Secondary Level,2nd Quintile,As soon as possible,0.52722,31,31,0.34856,0.70587
2019,Upper Secondary Level,1st Quintile,As soon as possible,0.37445,257,696,0.33847,0.41044
2019,Upper Secondary Level,1st Quintile,Next year,0.30745,210,696,0.27314,0.34175
2019,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.26550,190,696,0.23267,0.29833
2019,Upper Secondary Level,1st Quintile,"In the distant future, in more than five years",0.05260,39,696,0.03600,0.06919
2019,Upper Secondary Level,2nd Quintile,As soon as possible,0.30219,77,200,0.23838,0.36599
2019,Upper Secondary Level,2nd Quintile,Next year,0.23646,58,200,0.17742,0.29550
2019,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.40803,65,200,0.33974,0.47631
2019,Upper Secondary Level,3rd Quintile,As soon as possible,0.17281,37,132,0.10806,0.23755
2019,Upper Secondary Level,3rd Quintile,Next year,0.41395,49,132,0.32960,0.49829
2019,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.37381,46,132,0.29095,0.45666
2019,Upper Secondary Level,4th Quintile,Next year,0.23112,35,80,0.13816,0.32408
2019,Upper Secondary Level,4th Quintile,In the next 2 to 5 years,0.36944,45,80,0.26300,0.47587
2019,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.44195,36,36,0.27742,0.60648
2019,Post-secondary Non-tertiary Level,1st Quintile,As soon as possible,0.32037,58,93,0.22502,0.41572
2019,Post-secondary Non-tertiary Level,1st Quintile,Next year,0.41306,35,93,0.31244,0.51368
2019,Second Stage of Tertiary Education,1st Quintile,As soon as possible,0.30704,150,343,0.25816,0.35593
2019,Second Stage of Tertiary Education,1st Quintile,Next year,0.44736,105,343,0.39466,0.50005
2019,Second Stage of Tertiary Education,1st Quintile,In the next 2 to 5 years,0.23301,88,343,0.18821,0.27782
2019,Second Stage of Tertiary Education,2nd Quintile,Next year,0.47746,33,33,0.30439,0.65052
2019,Second Stage of Tertiary Education,4th Quintile,Next year,0.53333,40,40,0.37675,0.68991
2019,Second Stage of Tertiary Education,5th Quintile,Next year,0.54527,34,34,0.37538,0.71517
2020,No answer / don't know,1st Quintile,As soon as possible,0.30227,65,139,0.22565,0.37889
2020,No answer / don't know,1st Quintile,Next year,0.22832,33,139,0.15829,0.29835
2020,No answer / don't know,1st Quintile,In the next 2 to 5 years,0.23813,41,139,0.16706,0.30920
2020,Primary Level,1st Quintile,As soon as possible,0.47328,262,577,0.43251,0.51406
2020,Primary Level,1st Quintile,Next year,0.21442,115,577,0.18090,0.24794
2020,Primary Level,1st Quintile,In the next 2 to 5 years,0.26161,148,577,0.22572,0.29751
2020,Primary Level,1st Quintile,"In the distant future, in more than five years",0.05069,52,577,0.03277,0.06860
2020,Lower Secondary Level,1st Quintile,As soon as possible,0.35917,205,543,0.31878,0.39957
2020,Lower Secondary Level,1st Quintile,Next year,0.28017,142,543,0.24237,0.31798
2020,Lower Secondary Level,1st Quintile,In the next 2 to 5 years,0.28087,155,543,0.24303,0.31871
2020,Lower Secondary Level,1st Quintile,"In the distant future, in more than five years",0.07978,41,543,0.05697,0.10259
2020,Lower Secondary Level,2nd Quintile,As soon as possible,0.31588,43,81,0.21402,0.41775
2020,Lower Secondary Level,2nd Quintile,In the next 2 to 5 years,0.29638,38,81,0.19631,0.39645
2020,Upper Secondary Level,1st Quintile,As soon as possible,0.39077,272,708,0.35481,0.42674
2020,Upper Secondary Level,1st Quintile,Next year,0.32907,219,708,0.29443,0.36370
2020,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.23943,174,708,0.20797,0.27088
2020,Upper Secondary Level,1st Quintile,"In the distant future, in more than five years",0.04073,43,708,0.02616,0.05530
2020,Upper Secondary Level,2nd Quintile,As soon as possible,0.27001,56,192,0.20705,0.33298
2020,Upper Secondary Level,2nd Quintile,Next year,0.31526,64,192,0.24937,0.38116
2020,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.34172,72,192,0.27446,0.40899
2020,Upper Secondary Level,3rd Quintile,As soon as possible,0.26608,40,121,0.18702,0.34515
2020,Upper Secondary Level,3rd Quintile,Next year,0.30464,39,121,0.22229,0.38699
2020,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.37222,42,121,0.28573,0.45871
2020,Upper Secondary Level,4th Quintile,In the next 2 to 5 years,0.42362,41,41,0.27049,0.57675
2020,Upper Secondary Level,5th Quintile,Next year,0.39010,32,75,0.27897,0.50124
2020,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.31931,43,75,0.21309,0.42554
2020,Post-secondary Non-tertiary Level,1st Quintile,As soon as possible,0.50046,43,106,0.40482,0.59610
2020,Post-secondary Non-tertiary Level,1st Quintile,Next year,0.24516,31,106,0.16288,0.32744
2020,Post-secondary Non-tertiary Level,1st Quintile,In the next 2 to 5 years,0.21714,32,106,0.13828,0.29601
2020,Second Stage of Tertiary Education,1st Quintile,As soon as possible,0.35923,139,296,0.30448,0.41398
2020,Second Stage of Tertiary Education,1st Quintile,Next year,0.45684,90,296,0.39999,0.51368
2020,Second Stage of Tertiary Education,1st Quintile,In the next 2 to 5 years,0.15261,67,296,0.11157,0.19365
2020,Second Stage of Tertiary Education,4th Quintile,Next year,0.37940,36,36,0.21864,0.54016
2020,Second Stage of Tertiary Education,5th Quintile,Next year,0.64290,50,50,0.50874,0.77706
2021,No answer / don't know,1st Quintile,As soon as possible,0.44246,50,130,0.35675,0.52817
2021,No answer / don't know,1st Quintile,Next year,0.25203,39,130,0.17710,0.32695
2021,No answer / don't know,1st Quintile,In the next 2 to 5 years,0.27077,41,130,0.19409,0.34745
2021,Primary Level,1st Quintile,As soon as possible,0.25910,107,290,0.20858,0.30961
2021,Primary Level,1st Quintile,Next year,0.39727,100,290,0.34085,0.45368
2021,Primary Level,1st Quintile,In the next 2 to 5 years,0.25606,83,290,0.20574,0.30638
2021,Lower Secondary Level,1st Quintile,As soon as possible,0.41830,122,284,0.36083,0.47577
2021,Lower Secondary Level,1st Quintile,Next year,0.30053,77,284,0.24712,0.35395
2021,Lower Secondary Level,1st Quintile,In the next 2 to 5 years,0.20555,85,284,0.15847,0.25263
2021,Lower Secondary Level,2nd Quintile,Next year,0.47684,33,33,0.30379,0.64990
2021,Upper Secondary Level,1st Quintile,As soon as possible,0.32075,162,464,0.27823,0.36327
2021,Upper Secondary Level,1st Quintile,Next year,0.31254,145,464,0.27032,0.35477
2021,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.27638,120,464,0.23564,0.31711
2021,Upper Secondary Level,1st Quintile,"In the distant future, in more than five years",0.09033,37,464,0.06422,0.11644
2021,Upper Secondary Level,2nd Quintile,As soon as possible,0.25175,49,150,0.18206,0.32144
2021,Upper Secondary Level,2nd Quintile,Next year,0.45931,59,150,0.37929,0.53933
2021,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.24571,42,150,0.17658,0.31484
2021,Upper Secondary Level,3rd Quintile,Next year,0.34777,34,67,0.23287,0.46267
2021,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.42578,33,67,0.30649,0.54508
2021,Upper Secondary Level,4th Quintile,Next year,0.41191,38,38,0.25332,0.57050
2021,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.53357,35,35,0.36588,0.70126
2021,Second Stage of Tertiary Education,1st Quintile,As soon as possible,0.30555,73,177,0.23749,0.37360
2021,Second Stage of Tertiary Education,1st Quintile,Next year,0.50132,67,177,0.42745,0.57519
2021,Second Stage of Tertiary Education,1st Quintile,In the next 2 to 5 years,0.18804,37,177,0.13031,0.24577
2021,Second Stage of Tertiary Education,2nd Quintile,As soon as possible,0.32349,32,67,0.21062,0.43635
2021,Second Stage of Tertiary Education,2nd Quintile,Next year,0.46937,35,67,0.34897,0.58978
2021,Second Stage of Tertiary Education,5th Quintile,Next year,0.46632,38,38,0.30558,0.62707
2022,No answer / don't know,1st Quintile,As soon as possible,0.29173,45,136,0.21505,0.36841
2022,No answer / don't know,1st Quintile,Next year,0.52081,55,136,0.43654,0.60508
2022,No answer / don't know,1st Quintile,In the next 2 to 5 years,0.13850,36,136,0.08023,0.19677
2022,Primary Level,1st Quintile,As soon as possible,0.32272,82,271,0.26696,0.37849
2022,Primary Level,1st Quintile,Next year,0.24982,65,271,0.19819,0.30146
2022,Primary Level,1st Quintile,In the next 2 to 5 years,0.34014,90,271,0.28363,0.39665
2022,Primary Level,1st Quintile,"In the distant future, in more than five years",0.08731,34,271,0.05364,0.12098
2022,Lower Secondary Level,1st Quintile,As soon as possible,0.28178,82,252,0.22612,0.33743
2022,Lower Secondary Level,1st Quintile,Next year,0.28117,82,252,0.22555,0.33678
2022,Lower Secondary Level,1st Quintile,In the next 2 to 5 years,0.39653,88,252,0.33602,0.45705
2022,Upper Secondary Level,1st Quintile,As soon as possible,0.28023,116,357,0.23358,0.32689
2022,Upper Secondary Level,1st Quintile,Next year,0.38070,136,357,0.33026,0.43114
2022,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.29514,105,357,0.24776,0.34252
2022,Upper Secondary Level,2nd Quintile,As soon as possible,0.13436,31,125,0.07433,0.19438
2022,Upper Secondary Level,2nd Quintile,Next year,0.43347,54,125,0.34625,0.52069
2022,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.39841,40,125,0.31224,0.48458
2022,Second Stage of Tertiary Education,1st Quintile,As soon as possible,0.33721,61,155,0.26254,0.41188
2022,Second Stage of Tertiary Education,1st Quintile,Next year,0.47101,60,155,0.39217,0.54984
2022,Second Stage of Tertiary Education,1st Quintile,In the next 2 to 5 years,0.13410,34,155,0.08028,0.18793
2022,Second Stage of Tertiary Education,5th Quintile,Next year,0.45553,33,33,0.28298,0.62809
