year,quintil_oecd,sampreg,plb0418,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,1st Quintile,West,As soon as possible,0.3464849354375897,16099,0.33913427093437176,0.3538355999408076
1984,1st Quintile,West,In the next 2 to 5 years,0.30272596843615496,16099,0.29562883116473626,0.30982310570757365
1984,1st Quintile,West,"In the distant future, in more than five years",0.2116212338593974,16099,0.20531160663623493,0.21793086108255988
1984,1st Quintile,West,Next year,0.13916786226685796,16099,0.13382116819346915,0.14451455634024676
1984,2nd Quintile,West,In the next 2 to 5 years,0.33024691358024694,16099,0.32298195125069973,0.33751187590979415
1984,2nd Quintile,West,As soon as possible,0.25,16099,0.24331106066439764,0.2566889393356024
1984,2nd Quintile,West,"In the distant future, in more than five years",0.25,16099,0.24331106066439764,0.2566889393356024
1984,2nd Quintile,West,Next year,0.1697530864197531,16099,0.1639538729468985,0.17555229989260768
1984,3rd Quintile,West,In the next 2 to 5 years,0.3368421052631579,16099,0.3295411736620767,0.3441430368642391
1984,3rd Quintile,West,"In the distant future, in more than five years",0.28421052631578947,16099,0.27724314861371685,0.2911779040178621
1984,3rd Quintile,West,As soon as possible,0.2,16099,0.19382102251839506,0.20617897748160496
1984,3rd Quintile,West,Next year,0.17894736842105263,16099,0.17302623594414607,0.1848685008979592
1984,4th Quintile,West,In the next 2 to 5 years,0.5172413793103449,16099,0.5095222508110209,0.5249605078096689
1984,4th Quintile,West,"In the distant future, in more than five years",0.20689655172413793,16099,0.20063909050880524,0.21315401293947062
1984,4th Quintile,West,As soon as possible,0.20689655172413793,16099,0.20063909050880524,0.21315401293947062
1984,4th Quintile,West,Next year,0.06896551724137931,16099,0.0650512046649794,0.07287982981777921
1984,5th Quintile,West,In the next 2 to 5 years,0.5,16099,0.4922762781479938,0.5077237218520062
1984,5th Quintile,West,As soon as possible,0.3,16099,0.2929210919932794,0.30707890800672055
1984,5th Quintile,West,"In the distant future, in more than five years",0.2,16099,0.19382102251839506,0.20617897748160496
1985,1st Quintile,West,As soon as possible,0.4391634980988593,14443,0.431069583466528,0.4472574127311906
1985,1st Quintile,West,In the next 2 to 5 years,0.26901140684410646,14443,0.26177924704507505,0.27624356664313787
1985,1st Quintile,West,Next year,0.1758555133079848,14443,0.16964672233713826,0.18206430427883133
1985,1st Quintile,West,"In the distant future, in more than five years",0.11596958174904944,14443,0.1107476280651659,0.12119153543293297
1985,2nd Quintile,West,In the next 2 to 5 years,0.30833333333333335,14443,0.3008017544709484,0.3158649121957183
1985,2nd Quintile,West,As soon as possible,0.2625,14443,0.25532415528654234,0.2696758447134577
1985,2nd Quintile,West,Next year,0.22083333333333333,14443,0.21406822334089548,0.22759844332577117
1985,2nd Quintile,West,"In the distant future, in more than five years",0.20833333333333334,14443,0.20170997995623507,0.2149566867104316
1985,3rd Quintile,West,In the next 2 to 5 years,0.3372093023255814,14443,0.329499107693768,0.34491949695739477
1985,3rd Quintile,West,As soon as possible,0.2558139534883721,14443,0.24869804684273542,0.2629298601340088
1985,3rd Quintile,West,Next year,0.2441860465116279,14443,0.2371796414728684,0.2511924515503874
1985,3rd Quintile,West,"In the distant future, in more than five years",0.16279069767441862,14443,0.156769828640258,0.16881156670857922
1985,4th Quintile,West,As soon as possible,0.3225806451612903,14443,0.3149567780220889,0.33020451230049175
1985,4th Quintile,West,In the next 2 to 5 years,0.3225806451612903,14443,0.3149567780220889,0.33020451230049175
1985,4th Quintile,West,Next year,0.22580645161290322,14443,0.21898745754303073,0.2326254456827757
1985,4th Quintile,West,"In the distant future, in more than five years",0.12903225806451613,14443,0.12356489959339338,0.13449961653563888
1985,5th Quintile,West,Next year,0.5,14443,0.4918454993802645,0.5081545006197354
1985,5th Quintile,West,In the next 2 to 5 years,0.3333333333333333,14443,0.32564519641946016,0.34102147024720647
1985,5th Quintile,West,As soon as possible,0.16666666666666666,14443,0.1605886607639024,0.1727446725694309
1986,1st Quintile,West,As soon as possible,0.3938753959873284,13742,0.3857059711322012,0.40204482084245563
1986,1st Quintile,West,In the next 2 to 5 years,0.27666314677930304,13742,0.26918356953494943,0.28414272402365665
1986,1st Quintile,West,Next year,0.16578669482576558,13742,0.1595687839600877,0.17200460569144346
1986,1st Quintile,West,"In the distant future, in more than five years",0.16367476240760295,13742,0.15748876747178875,0.16986075734341716
1986,2nd Quintile,West,In the next 2 to 5 years,0.3233082706766917,13742,0.31548776310576326,0.33112877824762016
1986,2nd Quintile,West,As soon as possible,0.3007518796992481,13742,0.29308443012949775,0.30841932926899845
1986,2nd Quintile,West,"In the distant future, in more than five years",0.21428571428571427,13742,0.2074251469141213,0.22114628165730724
1986,2nd Quintile,West,Next year,0.16165413533834586,13742,0.15549902104147187,0.16780924963521984
1986,3rd Quintile,West,In the next 2 to 5 years,0.3368421052631579,13742,0.3289398190045861,0.3447443915217297
1986,3rd Quintile,West,"In the distant future, in more than five years",0.25263157894736843,13742,0.24536646735973747,0.2598966905349994
1986,3rd Quintile,West,As soon as possible,0.21052631578947367,13742,0.20370994630559275,0.2173426852733546
1986,3rd Quintile,West,Next year,0.2,13742,0.19331207967519096,0.20668792032480907
1986,4th Quintile,West,In the next 2 to 5 years,0.375,13742,0.36690556123789136,0.38309443876210864
1986,4th Quintile,West,As soon as possible,0.22916666666666666,13742,0.2221393897690756,0.2361939435642577
1986,4th Quintile,West,"In the distant future, in more than five years",0.20833333333333334,13742,0.20154314749996025,0.21512351916670644
1986,4th Quintile,West,Next year,0.1875,13742,0.18097405483720616,0.19402594516279384
