year,sampreg,plh0042,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,West,Very concerned,0.06988,1345,6747,0.06379,0.07596
1984,West,Somewhat concerned,0.12656,2130,6747,0.11862,0.13449
1984,West,Not concerned at all,0.21495,3272,6747,0.20514,0.22475
1985,West,Very concerned,0.04968,875,6094,0.04422,0.05514
1985,West,Somewhat concerned,0.12095,1873,6094,0.11276,0.12913
1985,West,Not concerned at all,0.24475,3346,6094,0.23395,0.25554
1986,West,Very concerned,0.05061,850,5841,0.04499,0.05623
1986,West,Somewhat concerned,0.11852,1765,5841,0.11023,0.12681
1986,West,Not concerned at all,0.24439,3226,5841,0.23336,0.25541
1987,West,Very concerned,0.04300,713,5928,0.03784,0.04817
1987,West,Somewhat concerned,0.13646,1974,5928,0.12772,0.14520
1987,West,Not concerned at all,0.24933,3241,5928,0.23832,0.26034
1988,West,Very concerned,0.05092,815,5622,0.04517,0.05666
1988,West,Somewhat concerned,0.14234,1926,5622,0.13321,0.15148
1988,West,Not concerned at all,0.23308,2881,5622,0.22203,0.24414
1989,West,Very concerned,0.03245,505,5542,0.02779,0.03712
1989,West,Somewhat concerned,0.12294,1673,5542,0.11430,0.13159
1989,West,Not concerned at all,0.28257,3364,5542,0.27072,0.29443
1990,West,Very concerned,0.03577,538,5413,0.03082,0.04072
1990,West,Somewhat concerned,0.12418,1646,5413,0.11539,0.13296
1990,West,Not concerned at all,0.28290,3229,5413,0.27090,0.29490
1990,East,Very concerned,0.20864,1296,3365,0.19490,0.22237
1990,East,Somewhat concerned,0.23759,1462,3365,0.22320,0.25197
1990,East,Not concerned at all,0.10138,607,3365,0.09118,0.11158
1991,West,Very concerned,0.02583,397,5615,0.02168,0.02998
1991,West,Somewhat concerned,0.10810,1462,5615,0.09997,0.11622
1991,West,Not concerned at all,0.31670,3756,5615,0.30453,0.32887
1991,East,Very concerned,0.22699,1241,2728,0.21127,0.24271
1991,East,Somewhat concerned,0.16995,996,2728,0.15585,0.18405
1991,East,Not concerned at all,0.08514,491,2728,0.07466,0.09561
1992,West,Very concerned,0.03845,585,5487,0.03336,0.04354
1992,West,Somewhat concerned,0.13230,1713,5487,0.12333,0.14126
1992,West,Not concerned at all,0.27506,3189,5487,0.26324,0.28687
1992,East,Very concerned,0.15470,833,2325,0.14000,0.16940
1992,East,Somewhat concerned,0.17142,958,2325,0.15610,0.18674
1992,East,Not concerned at all,0.09797,534,2325,0.08588,0.11005
1993,West,Very concerned,0.03528,511,5421,0.03037,0.04019
1993,West,Somewhat concerned,0.13093,1667,5421,0.12195,0.13991
1993,West,Not concerned at all,0.27905,3243,5421,0.26711,0.29099
