year,bula_h,plh0042,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,Very concerned,0.07807,41,216,0.04221,0.11394
1984,Schleswig-Holstein,Somewhat concerned,0.13511,69,216,0.08942,0.18081
1984,Schleswig-Holstein,Not concerned at all,0.21963,106,216,0.16429,0.27497
1984,Hamburg,Very concerned,0.06669,36,167,0.02874,0.10464
1984,Hamburg,Somewhat concerned,0.09541,40,167,0.05072,0.14010
1984,Hamburg,Not concerned at all,0.23147,91,167,0.16731,0.29564
1984,Lower Saxony,Very concerned,0.07901,140,636,0.05803,0.09999
1984,Lower Saxony,Somewhat concerned,0.12133,193,636,0.09593,0.14672
1984,Lower Saxony,Not concerned at all,0.19299,303,636,0.16230,0.22369
1984,North Rhine-Westphalia,Very concerned,0.07654,377,1722,0.06398,0.08910
1984,North Rhine-Westphalia,Somewhat concerned,0.11669,532,1722,0.10152,0.13186
1984,North Rhine-Westphalia,Not concerned at all,0.20230,813,1722,0.18332,0.22128
1984,Hesse,Very concerned,0.06519,142,723,0.04718,0.08319
1984,Hesse,Somewhat concerned,0.12119,203,723,0.09739,0.14500
1984,Hesse,Not concerned at all,0.25184,378,723,0.22017,0.28350
1984,"Rhineland-Palatinate, Saarland",Very concerned,0.06110,78,429,0.03841,0.08379
1984,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.13376,150,429,0.10151,0.16601
1984,"Rhineland-Palatinate, Saarland",Not concerned at all,0.19212,201,429,0.15480,0.22944
1984,Baden-Wuerttemberg,Very concerned,0.05587,227,1377,0.04373,0.06800
1984,Baden-Wuerttemberg,Somewhat concerned,0.13976,458,1377,0.12144,0.15809
1984,Baden-Wuerttemberg,Not concerned at all,0.24156,692,1377,0.21894,0.26418
1984,Bavaria,Very concerned,0.06433,210,1176,0.05030,0.07835
1984,Bavaria,Somewhat concerned,0.13506,393,1176,0.11552,0.15460
1984,Bavaria,Not concerned at all,0.22180,573,1176,0.19804,0.24555
1984,Berlin,Very concerned,0.09974,77,252,0.06267,0.13681
1984,Berlin,Somewhat concerned,0.14013,75,252,0.09719,0.18308
1984,Berlin,Not concerned at all,0.21273,100,252,0.16211,0.26336
1985,Schleswig-Holstein,Somewhat concerned,0.10697,49,164,0.05952,0.15442
1985,Schleswig-Holstein,Not concerned at all,0.26402,115,164,0.19635,0.33170
1985,Hamburg,Somewhat concerned,0.13445,47,127,0.07489,0.19402
1985,Hamburg,Not concerned at all,0.25739,80,127,0.18105,0.33373
1985,Lower Saxony,Very concerned,0.05735,91,560,0.03808,0.07663
1985,Lower Saxony,Somewhat concerned,0.12523,179,560,0.09779,0.15266
1985,Lower Saxony,Not concerned at all,0.21082,290,560,0.17700,0.24463
1985,North Rhine-Westphalia,Very concerned,0.05464,244,1560,0.04336,0.06592
1985,North Rhine-Westphalia,Somewhat concerned,0.10855,462,1560,0.09311,0.12400
1985,North Rhine-Westphalia,Not concerned at all,0.23470,854,1560,0.21366,0.25574
1985,Hesse,Very concerned,0.04377,81,647,0.02799,0.05955
1985,Hesse,Somewhat concerned,0.11027,201,647,0.08612,0.13442
1985,Hesse,Not concerned at all,0.27867,365,647,0.24410,0.31324
1985,"Rhineland-Palatinate, Saarland",Very concerned,0.06111,67,382,0.03706,0.08516
1985,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.11885,123,382,0.08636,0.15135
1985,"Rhineland-Palatinate, Saarland",Not concerned at all,0.20489,192,382,0.16436,0.24542
1985,Baden-Wuerttemberg,Very concerned,0.04355,169,1261,0.03228,0.05482
1985,Baden-Wuerttemberg,Somewhat concerned,0.12991,380,1261,0.11135,0.14848
