year,migback,plh0042,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,Very concerned,0.06462,698,4519,0.05745,0.07179
1984,No migration background,Somewhat concerned,0.12455,1382,4519,0.11492,0.13418
1984,No migration background,Not concerned at all,0.22163,2439,4519,0.20952,0.23374
1984,Direct migration background,Very concerned,0.14160,635,2164,0.12691,0.15629
1984,Direct migration background,Somewhat concerned,0.17535,723,2164,0.15932,0.19138
1984,Direct migration background,Not concerned at all,0.20585,806,2164,0.18881,0.22289
1985,No migration background,Very concerned,0.04563,459,4183,0.03930,0.05195
1985,No migration background,Somewhat concerned,0.11760,1176,4183,0.10784,0.12737
1985,No migration background,Not concerned at all,0.25299,2548,4183,0.23982,0.26617
1985,Direct migration background,Very concerned,0.10502,408,1849,0.09104,0.11900
1985,Direct migration background,Somewhat concerned,0.18998,680,1849,0.17209,0.20787
1985,Direct migration background,Not concerned at all,0.22521,761,1849,0.20617,0.24426
1985,Indirect migration background,Not concerned at all,0.04937,37,37,-0.02140,0.12013
1986,No migration background,Very concerned,0.04679,451,3966,0.04021,0.05336
1986,No migration background,Somewhat concerned,0.11552,1093,3966,0.10557,0.12547
1986,No migration background,Not concerned at all,0.25171,2422,3966,0.23820,0.26521
1986,Direct migration background,Very concerned,0.10108,384,1793,0.08713,0.11504
1986,Direct migration background,Somewhat concerned,0.17798,651,1793,0.16027,0.19569
1986,Direct migration background,Not concerned at all,0.24330,758,1793,0.22343,0.26316
1986,Indirect migration background,Not concerned at all,0.04182,46,46,-0.01667,0.10030
1987,No migration background,Very concerned,0.03969,389,4058,0.03368,0.04570
1987,No migration background,Somewhat concerned,0.13389,1243,4058,0.12341,0.14437
1987,No migration background,Not concerned at all,0.25774,2426,4058,0.24428,0.27120
1987,Direct migration background,Very concerned,0.08701,309,1782,0.07392,0.10011
1987,Direct migration background,Somewhat concerned,0.19709,694,1782,0.17862,0.21557
1987,Direct migration background,Not concerned at all,0.25128,779,1782,0.23113,0.27142
1987,Indirect migration background,Somewhat concerned,0.03810,37,73,-0.00612,0.08231
1987,Indirect migration background,Not concerned at all,0.03064,36,73,-0.00917,0.07044
1988,No migration background,Very concerned,0.04700,422,3838,0.04030,0.05370
1988,No migration background,Somewhat concerned,0.14120,1252,3838,0.13018,0.15222
1988,No migration background,Not concerned at all,0.24196,2164,3838,0.22841,0.25551
1988,Direct migration background,Very concerned,0.10557,371,1669,0.09082,0.12032
1988,Direct migration background,Somewhat concerned,0.19790,634,1669,0.17878,0.21702
1988,Direct migration background,Not concerned at all,0.22200,664,1669,0.20206,0.24195
1988,Indirect migration background,Somewhat concerned,0.02978,40,93,-0.00495,0.06452
1988,Indirect migration background,Not concerned at all,0.04349,53,93,0.00181,0.08517
1989,No migration background,Very concerned,0.02845,242,3826,0.02318,0.03372
1989,No migration background,Somewhat concerned,0.12176,1053,3826,0.11140,0.13212
1989,No migration background,Not concerned at all,0.29549,2531,3826,0.28103,0.30995
1989,Direct migration background,Very concerned,0.07787,246,1591,0.06470,0.09105
1989,Direct migration background,Somewhat concerned,0.17318,578,1591,0.15458,0.19178
1989,Direct migration background,Not concerned at all,0.25732,767,1591,0.23584,0.27881
1989,Indirect migration background,Somewhat concerned,0.02547,42,108,-0.00438,0.05532
1989,Indirect migration background,Not concerned at all,0.05556,66,108,0.01216,0.09897
1990,No migration background,Very concerned,0.07210,1518,6967,0.06602,0.07817
1990,No migration background,Somewhat concerned,0.14886,2436,6967,0.14050,0.15722
1990,No migration background,Not concerned at all,0.25084,3013,6967,0.24066,0.26102
1990,Direct migration background,Very concerned,0.09233,303,1661,0.07840,0.10626
1990,Direct migration background,Somewhat concerned,0.18343,617,1661,0.16481,0.20204
1990,Direct migration background,Not concerned at all,0.26550,741,1661,0.24426,0.28674
1990,Indirect migration background,Somewhat concerned,0.03045,55,137,0.00157,0.05933
1990,Indirect migration background,Not concerned at all,0.05478,82,137,0.01654,0.09302
1991,No migration background,Very concerned,0.06823,1370,6463,0.06208,0.07438
1991,No migration background,Somewhat concerned,0.11945,1849,6463,0.11154,0.12735
1991,No migration background,Not concerned at all,0.27374,3244,6463,0.26287,0.28462
1991,Direct migration background,Very concerned,0.08797,255,1678,0.07442,0.10153
1991,Direct migration background,Somewhat concerned,0.17486,551,1678,0.15668,0.19304
1991,Direct migration background,Not concerned at all,0.29868,872,1678,0.27678,0.32059
1991,Indirect migration background,Somewhat concerned,0.03038,58,189,0.00585,0.05492
1991,Indirect migration background,Not concerned at all,0.08332,131,189,0.04381,0.12282
1992,No migration background,Very concerned,0.05888,1070,6013,0.05293,0.06483
1992,No migration background,Somewhat concerned,0.13898,1994,6013,0.13024,0.14772
1992,No migration background,Not concerned at all,0.24601,2949,6013,0.23512,0.25690
1992,Direct migration background,Very concerned,0.11026,318,1570,0.09476,0.12576
1992,Direct migration background,Somewhat concerned,0.19658,607,1570,0.17692,0.21625
1992,Direct migration background,Not concerned at all,0.24384,645,1570,0.22259,0.26509
1992,Indirect migration background,Somewhat concerned,0.04099,70,199,0.01338,0.06861
1992,Indirect migration background,Not concerned at all,0.07867,129,199,0.04117,0.11617
1993,No migration background,Very concerned,0.04496,730,5854,0.03965,0.05027
1993,No migration background,Somewhat concerned,0.13887,1999,5854,0.13001,0.14773
1993,No migration background,Not concerned at all,0.25701,3125,5854,0.24582,0.26821
1993,Direct migration background,Very concerned,0.08236,250,1460,0.06826,0.09647
1993,Direct migration background,Somewhat concerned,0.20313,561,1460,0.18249,0.22378
1993,Direct migration background,Not concerned at all,0.25185,649,1460,0.22957,0.27412
1993,Indirect migration background,Very concerned,0.02612,34,273,0.00716,0.04507
1993,Indirect migration background,Somewhat concerned,0.06281,95,273,0.03398,0.09165
1993,Indirect migration background,Not concerned at all,0.08399,144,273,0.05103,0.11696
1994,No migration background,Very concerned,0.04915,749,5752,0.04357,0.05474
1994,No migration background,Somewhat concerned,0.15979,2281,5752,0.15032,0.16926
1994,No migration background,Not concerned at all,0.22903,2722,5752,0.21817,0.23989
1994,Direct migration background,Very concerned,0.11108,285,1326,0.09416,0.12800
1994,Direct migration background,Somewhat concerned,0.19488,548,1326,0.17355,0.21621
1994,Direct migration background,Not concerned at all,0.20204,493,1326,0.18042,0.22366
1994,Indirect migration background,Very concerned,0.03080,51,289,0.01085,0.05076
1994,Indirect migration background,Somewhat concerned,0.05912,107,289,0.03188,0.08636
1994,Indirect migration background,Not concerned at all,0.08503,131,289,0.05282,0.11725
1995,No migration background,Very concerned,0.05407,850,6039,0.04837,0.05978
