year,age_gr,quintil_oecd,plh0042,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,2nd Quintile,Somewhat concerned,0.17355,109,302,0.13076,0.21633
1985,17-29 y.,2nd Quintile,Not concerned at all,0.26113,133,302,0.21150,0.31075
1985,17-29 y.,3rd Quintile,Very concerned,0.07261,64,400,0.04715,0.09808
1985,17-29 y.,3rd Quintile,Somewhat concerned,0.21707,135,400,0.17661,0.25752
1985,17-29 y.,3rd Quintile,Not concerned at all,0.32345,201,400,0.27755,0.36935
1985,17-29 y.,4th Quintile,Very concerned,0.08255,60,439,0.05677,0.10832
1985,17-29 y.,4th Quintile,Somewhat concerned,0.23831,148,439,0.19840,0.27821
1985,17-29 y.,4th Quintile,Not concerned at all,0.38339,231,439,0.33786,0.42893
1985,17-29 y.,5th Quintile,Very concerned,0.06045,31,340,0.03508,0.08582
1985,17-29 y.,5th Quintile,Somewhat concerned,0.16837,91,340,0.12853,0.20820
1985,17-29 y.,5th Quintile,Not concerned at all,0.43611,218,340,0.38332,0.48890
1985,30-45 y.,1st Quintile,Very concerned,0.08597,77,344,0.05631,0.11564
1985,30-45 y.,1st Quintile,Somewhat concerned,0.18614,141,344,0.14495,0.22733
1985,30-45 y.,1st Quintile,Not concerned at all,0.22385,126,344,0.17974,0.26797
1985,30-45 y.,2nd Quintile,Very concerned,0.07541,71,478,0.05171,0.09911
1985,30-45 y.,2nd Quintile,Somewhat concerned,0.22584,174,478,0.18832,0.26336
1985,30-45 y.,2nd Quintile,Not concerned at all,0.34362,233,478,0.30100,0.38624
1985,30-45 y.,3rd Quintile,Very concerned,0.10100,80,480,0.07402,0.12799
1985,30-45 y.,3rd Quintile,Somewhat concerned,0.19766,138,480,0.16199,0.23332
1985,30-45 y.,3rd Quintile,Not concerned at all,0.40866,262,480,0.36464,0.45269
1985,30-45 y.,4th Quintile,Very concerned,0.08591,78,538,0.06221,0.10961
1985,30-45 y.,4th Quintile,Somewhat concerned,0.22809,167,538,0.19260,0.26358
1985,30-45 y.,4th Quintile,Not concerned at all,0.47303,293,538,0.43080,0.51525
1985,30-45 y.,5th Quintile,Very concerned,0.06149,48,612,0.04245,0.08054
1985,30-45 y.,5th Quintile,Somewhat concerned,0.21987,164,612,0.18703,0.25271
1985,30-45 y.,5th Quintile,Not concerned at all,0.55018,400,612,0.51074,0.58963
1985,46-65 y.,1st Quintile,Somewhat concerned,0.10667,80,163,0.05913,0.15420
1985,46-65 y.,1st Quintile,Not concerned at all,0.13112,83,163,0.07915,0.18310
1985,46-65 y.,2nd Quintile,Very concerned,0.07257,50,260,0.04097,0.10416
1985,46-65 y.,2nd Quintile,Somewhat concerned,0.11068,71,260,0.07247,0.14889
1985,46-65 y.,2nd Quintile,Not concerned at all,0.22185,139,260,0.17125,0.27246
1985,46-65 y.,3rd Quintile,Very concerned,0.06073,55,380,0.03669,0.08478
1985,46-65 y.,3rd Quintile,Somewhat concerned,0.14596,113,380,0.11042,0.18151
1985,46-65 y.,3rd Quintile,Not concerned at all,0.28612,212,380,0.24062,0.33162
1985,46-65 y.,4th Quintile,Very concerned,0.07179,59,442,0.04769,0.09588
1985,46-65 y.,4th Quintile,Somewhat concerned,0.13498,106,442,0.10309,0.16688
1985,46-65 y.,4th Quintile,Not concerned at all,0.36798,277,442,0.32297,0.41300
1985,46-65 y.,5th Quintile,Very concerned,0.05400,49,545,0.03501,0.07299
1985,46-65 y.,5th Quintile,Somewhat concerned,0.14557,119,545,0.11593,0.17520
1985,46-65 y.,5th Quintile,Not concerned at all,0.47987,377,545,0.43789,0.52185
1986,17-29 y.,1st Quintile,Very concerned,0.07113,47,248,0.03907,0.10319
1986,17-29 y.,1st Quintile,Somewhat concerned,0.15785,99,248,0.11238,0.20332
1986,17-29 y.,1st Quintile,Not concerned at all,0.17549,102,248,0.12806,0.22293
1986,17-29 y.,2nd Quintile,Very concerned,0.11601,73,328,0.08130,0.15072
1986,17-29 y.,2nd Quintile,Somewhat concerned,0.18036,101,328,0.13869,0.22203
1986,17-29 y.,2nd Quintile,Not concerned at all,0.27762,154,328,0.22908,0.32616
1986,17-29 y.,3rd Quintile,Very concerned,0.10561,66,375,0.07446,0.13676
1986,17-29 y.,3rd Quintile,Somewhat concerned,0.18893,128,375,0.14926,0.22860
1986,17-29 y.,3rd Quintile,Not concerned at all,0.32684,181,375,0.27930,0.37438
1986,17-29 y.,4th Quintile,Very concerned,0.07323,66,475,0.04978,0.09668
1986,17-29 y.,4th Quintile,Somewhat concerned,0.20477,145,475,0.16844,0.24110
1986,17-29 y.,4th Quintile,Not concerned at all,0.42610,264,475,0.38158,0.47062
1986,17-29 y.,5th Quintile,Very concerned,0.07047,37,347,0.04350,0.09743
1986,17-29 y.,5th Quintile,Somewhat concerned,0.20315,98,347,0.16075,0.24554
1986,17-29 y.,5th Quintile,Not concerned at all,0.42116,212,347,0.36914,0.47319
1986,30-45 y.,1st Quintile,Very concerned,0.07330,63,286,0.04304,0.10355
1986,30-45 y.,1st Quintile,Somewhat concerned,0.17355,116,286,0.12958,0.21752
1986,30-45 y.,1st Quintile,Not concerned at all,0.19448,107,286,0.14853,0.24043
1986,30-45 y.,2nd Quintile,Very concerned,0.07465,66,431,0.04981,0.09950
1986,30-45 y.,2nd Quintile,Somewhat concerned,0.24419,160,431,0.20359,0.28480
1986,30-45 y.,2nd Quintile,Not concerned at all,0.30891,205,431,0.26524,0.35259
1986,30-45 y.,3rd Quintile,Very concerned,0.07540,56,483,0.05183,0.09897
1986,30-45 y.,3rd Quintile,Somewhat concerned,0.20340,148,483,0.16746,0.23934
1986,30-45 y.,3rd Quintile,Not concerned at all,0.43535,279,483,0.39109,0.47962
1986,30-45 y.,4th Quintile,Very concerned,0.06457,56,505,0.04311,0.08603
1986,30-45 y.,4th Quintile,Somewhat concerned,0.24300,166,505,0.20556,0.28045
1986,30-45 y.,4th Quintile,Not concerned at all,0.47753,283,505,0.43393,0.52114
1986,30-45 y.,5th Quintile,Very concerned,0.06769,42,561,0.04688,0.08850
1986,30-45 y.,5th Quintile,Somewhat concerned,0.19732,131,561,0.16435,0.23028
1986,30-45 y.,5th Quintile,Not concerned at all,0.56732,388,561,0.52629,0.60836
1986,46-65 y.,1st Quintile,Very concerned,0.04498,45,169,0.01364,0.07632
1986,46-65 y.,1st Quintile,Somewhat concerned,0.07742,62,169,0.03700,0.11783
1986,46-65 y.,1st Quintile,Not concerned at all,0.08535,62,169,0.04310,0.12760
1986,46-65 y.,2nd Quintile,Very concerned,0.06781,58,248,0.03645,0.09916
1986,46-65 y.,2nd Quintile,Somewhat concerned,0.11441,77,248,0.07471,0.15411
1986,46-65 y.,2nd Quintile,Not concerned at all,0.21952,113,248,0.16790,0.27114
1986,46-65 y.,3rd Quintile,Very concerned,0.05850,49,368,0.03449,0.08251
1986,46-65 y.,3rd Quintile,Somewhat concerned,0.14257,110,368,0.10680,0.17834
1986,46-65 y.,3rd Quintile,Not concerned at all,0.32689,209,368,0.27890,0.37488
1986,46-65 y.,4th Quintile,Very concerned,0.09583,82,481,0.06949,0.12216
1986,46-65 y.,4th Quintile,Somewhat concerned,0.14251,118,481,0.11124,0.17378
1986,46-65 y.,4th Quintile,Not concerned at all,0.36356,281,481,0.32053,0.40660
1986,46-65 y.,5th Quintile,Very concerned,0.05058,43,512,0.03158,0.06958
1986,46-65 y.,5th Quintile,Somewhat concerned,0.13343,105,512,0.10395,0.16291
1986,46-65 y.,5th Quintile,Not concerned at all,0.45695,364,512,0.41376,0.50015
1987,17-29 y.,1st Quintile,Very concerned,0.06075,48,251,0.03114,0.09036
1987,17-29 y.,1st Quintile,Somewhat concerned,0.16479,99,251,0.11880,0.21078
1987,17-29 y.,1st Quintile,Not concerned at all,0.17749,104,251,0.13012,0.22485
1987,17-29 y.,2nd Quintile,Very concerned,0.08329,63,359,0.05466,0.11191
1987,17-29 y.,2nd Quintile,Somewhat concerned,0.22441,134,359,0.18119,0.26763
1987,17-29 y.,2nd Quintile,Not concerned at all,0.31987,162,359,0.27155,0.36819
1987,17-29 y.,3rd Quintile,Very concerned,0.06452,51,397,0.04033,0.08872
1987,17-29 y.,3rd Quintile,Somewhat concerned,0.22923,144,397,0.18783,0.27063
1987,17-29 y.,3rd Quintile,Not concerned at all,0.37179,202,397,0.32419,0.41939
1987,17-29 y.,4th Quintile,Very concerned,0.05966,43,469,0.03820,0.08112
1987,17-29 y.,4th Quintile,Somewhat concerned,0.27212,175,469,0.23180,0.31245
1987,17-29 y.,4th Quintile,Not concerned at all,0.39841,251,469,0.35405,0.44276
1987,17-29 y.,5th Quintile,Very concerned,0.05101,33,349,0.02789,0.07413
1987,17-29 y.,5th Quintile,Somewhat concerned,0.22992,107,349,0.18571,0.27413
1987,17-29 y.,5th Quintile,Not concerned at all,0.45661,209,349,0.40428,0.50895
1987,30-45 y.,1st Quintile,Very concerned,0.08149,50,279,0.04933,0.11365
1987,30-45 y.,1st Quintile,Somewhat concerned,0.22512,120,279,0.17602,0.27422
1987,30-45 y.,1st Quintile,Not concerned at all,0.20074,109,279,0.15365,0.24782
1987,30-45 y.,2nd Quintile,Very concerned,0.08990,65,423,0.06261,0.11720
1987,30-45 y.,2nd Quintile,Somewhat concerned,0.22989,150,423,0.18975,0.27004
1987,30-45 y.,2nd Quintile,Not concerned at all,0.31517,208,423,0.27084,0.35950
1987,30-45 y.,3rd Quintile,Very concerned,0.05342,50,484,0.03337,0.07347
1987,30-45 y.,3rd Quintile,Somewhat concerned,0.25500,169,484,0.21613,0.29387
1987,30-45 y.,3rd Quintile,Not concerned at all,0.42443,265,484,0.38035,0.46851
1987,30-45 y.,4th Quintile,Very concerned,0.08210,60,497,0.05794,0.10626
1987,30-45 y.,4th Quintile,Somewhat concerned,0.24816,164,497,0.21014,0.28617
1987,30-45 y.,4th Quintile,Not concerned at all,0.46583,273,497,0.42193,0.50973
1987,30-45 y.,5th Quintile,Very concerned,0.04513,34,583,0.02826,0.06200
1987,30-45 y.,5th Quintile,Somewhat concerned,0.23028,162,583,0.19607,0.26448
1987,30-45 y.,5th Quintile,Not concerned at all,0.58310,387,583,0.54305,0.62316
1987,46-65 y.,1st Quintile,Somewhat concerned,0.09831,69,139,0.04864,0.14799
1987,46-65 y.,1st Quintile,Not concerned at all,0.10580,70,139,0.05448,0.15712
1987,46-65 y.,2nd Quintile,Very concerned,0.06700,49,269,0.03707,0.09694
1987,46-65 y.,2nd Quintile,Somewhat concerned,0.13278,91,269,0.09215,0.17341
1987,46-65 y.,2nd Quintile,Not concerned at all,0.23060,129,269,0.18017,0.28103
1987,46-65 y.,3rd Quintile,Very concerned,0.05506,41,348,0.03106,0.07906
1987,46-65 y.,3rd Quintile,Somewhat concerned,0.12920,106,348,0.09391,0.16449
1987,46-65 y.,3rd Quintile,Not concerned at all,0.30463,201,348,0.25621,0.35306
1987,46-65 y.,4th Quintile,Very concerned,0.06317,54,505,0.04193,0.08441
1987,46-65 y.,4th Quintile,Somewhat concerned,0.19235,147,505,0.15794,0.22677
1987,46-65 y.,4th Quintile,Not concerned at all,0.39984,304,505,0.35707,0.44260
1987,46-65 y.,5th Quintile,Very concerned,0.06077,49,522,0.04026,0.08129
1987,46-65 y.,5th Quintile,Somewhat concerned,0.15583,134,522,0.12468,0.18697
1987,46-65 y.,5th Quintile,Not concerned at all,0.44731,339,522,0.40462,0.49001
1988,17-29 y.,1st Quintile,Very concerned,0.07549,64,285,0.04477,0.10622
1988,17-29 y.,1st Quintile,Somewhat concerned,0.17760,109,285,0.13315,0.22205
1988,17-29 y.,1st Quintile,Not concerned at all,0.19090,112,285,0.14519,0.23661
1988,17-29 y.,2nd Quintile,Very concerned,0.06668,57,325,0.03952,0.09385
1988,17-29 y.,2nd Quintile,Somewhat concerned,0.19686,120,325,0.15357,0.24016
1988,17-29 y.,2nd Quintile,Not concerned at all,0.28551,148,325,0.23633,0.33469
1988,17-29 y.,3rd Quintile,Very concerned,0.07788,63,381,0.05093,0.10482
1988,17-29 y.,3rd Quintile,Somewhat concerned,0.22546,140,381,0.18344,0.26747
1988,17-29 y.,3rd Quintile,Not concerned at all,0.32982,178,381,0.28254,0.37709
1988,17-29 y.,4th Quintile,Very concerned,0.08254,57,423,0.05629,0.10880
1988,17-29 y.,4th Quintile,Somewhat concerned,0.25478,157,423,0.21320,0.29635
1988,17-29 y.,4th Quintile,Not concerned at all,0.35825,209,423,0.31250,0.40400
1988,17-29 y.,5th Quintile,Very concerned,0.08727,39,320,0.05630,0.11824
1988,17-29 y.,5th Quintile,Somewhat concerned,0.20561,93,320,0.16126,0.24996
1988,17-29 y.,5th Quintile,Not concerned at all,0.45028,188,320,0.39569,0.50488
1988,30-45 y.,1st Quintile,Very concerned,0.10215,59,261,0.06534,0.13896
1988,30-45 y.,1st Quintile,Somewhat concerned,0.18301,99,261,0.13601,0.23002
1988,30-45 y.,1st Quintile,Not concerned at all,0.17649,103,261,0.13015,0.22283
1988,30-45 y.,2nd Quintile,Very concerned,0.08583,64,434,0.05945,0.11222
1988,30-45 y.,2nd Quintile,Somewhat concerned,0.25867,155,434,0.21743,0.29992
1988,30-45 y.,2nd Quintile,Not concerned at all,0.31994,215,434,0.27600,0.36388
1988,30-45 y.,3rd Quintile,Very concerned,0.08309,62,452,0.05762,0.10857
1988,30-45 y.,3rd Quintile,Somewhat concerned,0.28172,171,452,0.24020,0.32324
1988,30-45 y.,3rd Quintile,Not concerned at all,0.38054,219,452,0.33573,0.42535
1988,30-45 y.,4th Quintile,Very concerned,0.05706,49,448,0.03555,0.07856
1988,30-45 y.,4th Quintile,Somewhat concerned,0.24982,143,448,0.20969,0.28995
1988,30-45 y.,4th Quintile,Not concerned at all,0.49182,256,448,0.44547,0.53817
1988,30-45 y.,5th Quintile,Very concerned,0.06538,41,514,0.04398,0.08677
1988,30-45 y.,5th Quintile,Somewhat concerned,0.26288,166,514,0.22478,0.30097
1988,30-45 y.,5th Quintile,Not concerned at all,0.52042,307,514,0.47719,0.56365
1988,46-65 y.,1st Quintile,Very concerned,0.06062,38,158,0.02329,0.09795
1988,46-65 y.,1st Quintile,Somewhat concerned,0.09786,56,158,0.05138,0.14434
1988,46-65 y.,1st Quintile,Not concerned at all,0.09850,64,158,0.05189,0.14512
1988,46-65 y.,2nd Quintile,Very concerned,0.09044,52,244,0.05438,0.12650
1988,46-65 y.,2nd Quintile,Somewhat concerned,0.14468,95,244,0.10045,0.18891
1988,46-65 y.,2nd Quintile,Not concerned at all,0.17348,97,244,0.12587,0.22109
1988,46-65 y.,3rd Quintile,Very concerned,0.07264,62,358,0.04572,0.09956
1988,46-65 y.,3rd Quintile,Somewhat concerned,0.19317,126,358,0.15222,0.23412
1988,46-65 y.,3rd Quintile,Not concerned at all,0.26949,170,358,0.22346,0.31551
1988,46-65 y.,4th Quintile,Very concerned,0.07279,65,469,0.04925,0.09632
1988,46-65 y.,4th Quintile,Somewhat concerned,0.19252,150,469,0.15680,0.22824
1988,46-65 y.,4th Quintile,Not concerned at all,0.34380,254,469,0.30076,0.38683
1988,46-65 y.,5th Quintile,Very concerned,0.05663,42,521,0.03676,0.07649
1988,46-65 y.,5th Quintile,Somewhat concerned,0.18154,142,521,0.14841,0.21468
1988,46-65 y.,5th Quintile,Not concerned at all,0.47467,337,521,0.43175,0.51759
1989,17-29 y.,1st Quintile,Very concerned,0.04819,39,279,0.02302,0.07337
1989,17-29 y.,1st Quintile,Somewhat concerned,0.13014,98,279,0.09059,0.16970
1989,17-29 y.,1st Quintile,Not concerned at all,0.25762,142,279,0.20621,0.30903
1989,17-29 y.,2nd Quintile,Very concerned,0.05135,44,349,0.02816,0.07454
1989,17-29 y.,2nd Quintile,Somewhat concerned,0.21100,136,349,0.16813,0.25387
1989,17-29 y.,2nd Quintile,Not concerned at all,0.34580,169,349,0.29583,0.39578
1989,17-29 y.,3rd Quintile,Very concerned,0.05927,41,340,0.03413,0.08441
1989,17-29 y.,3rd Quintile,Somewhat concerned,0.18913,105,340,0.14744,0.23082
1989,17-29 y.,3rd Quintile,Not concerned at all,0.39648,194,340,0.34440,0.44855
1989,17-29 y.,4th Quintile,Very concerned,0.03774,37,457,0.02025,0.05523
1989,17-29 y.,4th Quintile,Somewhat concerned,0.23590,144,457,0.19693,0.27487
1989,17-29 y.,4th Quintile,Not concerned at all,0.45996,276,457,0.41421,0.50570
1989,17-29 y.,5th Quintile,Somewhat concerned,0.19099,81,296,0.14613,0.23584
1989,17-29 y.,5th Quintile,Not concerned at all,0.49962,215,296,0.44256,0.55668
1989,30-45 y.,1st Quintile,Very concerned,0.09060,51,269,0.05624,0.12497
1989,30-45 y.,1st Quintile,Somewhat concerned,0.19332,102,269,0.14604,0.24059
1989,30-45 y.,1st Quintile,Not concerned at all,0.23636,116,269,0.18550,0.28723
1989,30-45 y.,2nd Quintile,Very concerned,0.05322,41,422,0.03178,0.07466
1989,30-45 y.,2nd Quintile,Somewhat concerned,0.17816,117,422,0.14161,0.21472
1989,30-45 y.,2nd Quintile,Not concerned at all,0.45097,264,422,0.40343,0.49850
1989,30-45 y.,3rd Quintile,Very concerned,0.05858,41,456,0.03700,0.08015
1989,30-45 y.,3rd Quintile,Somewhat concerned,0.22974,143,456,0.19108,0.26839
1989,30-45 y.,3rd Quintile,Not concerned at all,0.48028,272,456,0.43437,0.52618
1989,30-45 y.,4th Quintile,Somewhat concerned,0.23963,127,411,0.19831,0.28095
1989,30-45 y.,4th Quintile,Not concerned at all,0.55138,284,411,0.50324,0.59952
1989,30-45 y.,5th Quintile,Somewhat concerned,0.22445,140,496,0.18769,0.26120
1989,30-45 y.,5th Quintile,Not concerned at all,0.62433,356,496,0.58166,0.66699
1989,46-65 y.,1st Quintile,Somewhat concerned,0.09591,61,123,0.04366,0.14817
1989,46-65 y.,1st Quintile,Not concerned at all,0.09587,62,123,0.04363,0.14812
1989,46-65 y.,2nd Quintile,Very concerned,0.05836,31,249,0.02918,0.08754
1989,46-65 y.,2nd Quintile,Somewhat concerned,0.11371,75,249,0.07420,0.15322
1989,46-65 y.,2nd Quintile,Not concerned at all,0.24655,143,249,0.19291,0.30020
1989,46-65 y.,3rd Quintile,Very concerned,0.05757,33,341,0.03281,0.08232
1989,46-65 y.,3rd Quintile,Somewhat concerned,0.16997,110,341,0.13005,0.20990
1989,46-65 y.,3rd Quintile,Not concerned at all,0.32588,198,341,0.27606,0.37570
1989,46-65 y.,4th Quintile,Very concerned,0.04631,37,448,0.02683,0.06580
1989,46-65 y.,4th Quintile,Somewhat concerned,0.13043,117,448,0.09921,0.16165
1989,46-65 y.,4th Quintile,Not concerned at all,0.40722,294,448,0.36168,0.45277
1989,46-65 y.,5th Quintile,Somewhat concerned,0.16052,115,470,0.12730,0.19375
1989,46-65 y.,5th Quintile,Not concerned at all,0.52867,355,470,0.48349,0.57385
1990,17-29 y.,1st Quintile,Very concerned,0.06967,48,249,0.03798,0.10136
1990,17-29 y.,1st Quintile,Somewhat concerned,0.12616,87,249,0.08483,0.16748
1990,17-29 y.,1st Quintile,Not concerned at all,0.23920,114,249,0.18611,0.29230
1990,17-29 y.,2nd Quintile,Very concerned,0.04675,34,315,0.02340,0.07009
1990,17-29 y.,2nd Quintile,Somewhat concerned,0.16700,104,315,0.12574,0.20825
1990,17-29 y.,2nd Quintile,Not concerned at all,0.35020,177,315,0.29743,0.40296
1990,17-29 y.,3rd Quintile,Very concerned,0.07195,47,368,0.04551,0.09838
1990,17-29 y.,3rd Quintile,Somewhat concerned,0.21094,126,368,0.16920,0.25268
1990,17-29 y.,3rd Quintile,Not concerned at all,0.38418,195,368,0.33441,0.43394
1990,17-29 y.,4th Quintile,Very concerned,0.03426,32,453,0.01749,0.05103
1990,17-29 y.,4th Quintile,Somewhat concerned,0.19356,119,453,0.15713,0.22998
1990,17-29 y.,4th Quintile,Not concerned at all,0.53235,302,453,0.48635,0.57835
1990,17-29 y.,5th Quintile,Somewhat concerned,0.16728,80,278,0.12332,0.21123
1990,17-29 y.,5th Quintile,Not concerned at all,0.48700,198,278,0.42814,0.54586
1990,30-45 y.,1st Quintile,Very concerned,0.09862,55,285,0.06394,0.13330
1990,30-45 y.,1st Quintile,Somewhat concerned,0.20084,96,285,0.15424,0.24743
1990,30-45 y.,1st Quintile,Not concerned at all,0.26030,134,285,0.20927,0.31134
1990,30-45 y.,2nd Quintile,Very concerned,0.04894,44,440,0.02876,0.06912
1990,30-45 y.,2nd Quintile,Somewhat concerned,0.20621,149,440,0.16836,0.24405
1990,30-45 y.,2nd Quintile,Not concerned at all,0.46110,247,440,0.41447,0.50773
1990,30-45 y.,3rd Quintile,Very concerned,0.06733,47,437,0.04380,0.09085
1990,30-45 y.,3rd Quintile,Somewhat concerned,0.22964,152,437,0.19016,0.26912
1990,30-45 y.,3rd Quintile,Not concerned at all,0.45204,238,437,0.40533,0.49876
1990,30-45 y.,4th Quintile,Somewhat concerned,0.21258,104,370,0.17083,0.25432
1990,30-45 y.,4th Quintile,Not concerned at all,0.57585,266,370,0.52542,0.62628
1990,30-45 y.,5th Quintile,Somewhat concerned,0.22988,139,501,0.19300,0.26676
1990,30-45 y.,5th Quintile,Not concerned at all,0.62097,362,501,0.57845,0.66350
1990,46-65 y.,1st Quintile,Very concerned,0.04773,31,151,0.01361,0.08184
1990,46-65 y.,1st Quintile,Somewhat concerned,0.08258,54,151,0.03853,0.12662
1990,46-65 y.,1st Quintile,Not concerned at all,0.12656,66,151,0.07335,0.17977
1990,46-65 y.,2nd Quintile,Very concerned,0.05151,34,223,0.02243,0.08059
1990,46-65 y.,2nd Quintile,Somewhat concerned,0.11661,69,223,0.07439,0.15884
1990,46-65 y.,2nd Quintile,Not concerned at all,0.25799,120,223,0.20044,0.31555
1990,46-65 y.,3rd Quintile,Very concerned,0.08043,46,337,0.05135,0.10951
1990,46-65 y.,3rd Quintile,Somewhat concerned,0.19202,122,337,0.14990,0.23414
1990,46-65 y.,3rd Quintile,Not concerned at all,0.26618,169,337,0.21892,0.31344
1990,46-65 y.,4th Quintile,Very concerned,0.04581,32,439,0.02623,0.06539
1990,46-65 y.,4th Quintile,Somewhat concerned,0.17436,126,439,0.13883,0.20990
1990,46-65 y.,4th Quintile,Not concerned at all,0.41024,281,439,0.36417,0.45630
1990,46-65 y.,5th Quintile,Somewhat concerned,0.16977,118,457,0.13531,0.20423
1990,46-65 y.,5th Quintile,Not concerned at all,0.50553,339,457,0.45964,0.55142
1991,17-29 y.,1st Quintile,Very concerned,0.06553,42,306,0.03776,0.09330
1991,17-29 y.,1st Quintile,Somewhat concerned,0.13676,96,306,0.09820,0.17532
1991,17-29 y.,1st Quintile,Not concerned at all,0.31045,168,306,0.25852,0.36237
1991,17-29 y.,2nd Quintile,Somewhat concerned,0.15649,106,306,0.11572,0.19727
1991,17-29 y.,2nd Quintile,Not concerned at all,0.41186,200,306,0.35663,0.46710
1991,17-29 y.,3rd Quintile,Somewhat concerned,0.16721,100,341,0.12754,0.20688
1991,17-29 y.,3rd Quintile,Not concerned at all,0.46816,241,341,0.41512,0.52120
1991,17-29 y.,4th Quintile,Somewhat concerned,0.15369,98,398,0.11821,0.18917
1991,17-29 y.,4th Quintile,Not concerned at all,0.54399,300,398,0.49500,0.59298
1991,17-29 y.,5th Quintile,Somewhat concerned,0.12435,55,299,0.08688,0.16181
