"year","bildungsniveau","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","6.37","6.5","206","2","5","8","9","10","6.04","6.7","0","10","7","7"
"1995","(Fach-)Abitur","2","6.96","6.5","179","5","6","8","9","10","6.7","7.22","0","10","7","8"
"1995","(Fach-)Abitur","3","7.27","7.5","128","3","7","9","10","10","6.89","7.65","0","10","7","8"
"1995","(Fach-)Abitur","4","7.11","7.5","106","4","6","9","9","10","6.69","7.53","0","10","7","8"
"1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","7.12","6.5","60","5","7","8","9","10","6.6","7.64","0","10","7","8"
"1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","6.17","6.5","153","3","5","8","9","10","5.77","6.57","0","10","6","7"
"1995","(noch) kein Abschluss","2","6.28","5.5","99","3","5","8","9","10","5.83","6.73","0","10","6","8"
"1995","(noch) kein Abschluss","3","7.55","6.5","38","6","7","9","10","10","7.09","8.01","4","10","7","8"
"1995","(noch) kein Abschluss","4","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","AkademikerIn","1 Einkommensschwächstes Quintil","6.1","6.5","222","2","4","8","9","10","5.78","6.42","0","10","6","8"
"1995","AkademikerIn","2","6.84","6.5","338","4","6","8","9","10","6.62","7.06","0","10","7","8"
"1995","AkademikerIn","3","6.92","6.5","311","4","6","8","9","10","6.7","7.14","0","10","7","8"
"1995","AkademikerIn","4","7.18","7.5","270","4","6","8","9","10","6.94","7.42","0","10","7","8"
"1995","AkademikerIn","5 Einkommensstärkstes Quintil","7.18","7.5","219","5","6","8","9","10","6.94","7.42","0","10","7","8"
"1995","Hauptschule","1 Einkommensschwächstes Quintil","6.39","6.5","1138","3","5","8","10","10","6.24","6.54","0","10","7","7"
"1995","Hauptschule","2","6.78","6.5","1059","4","5","8","9","10","6.65","6.91","0","10","7","7"
"1995","Hauptschule","3","7.04","6.5","621","4","6","8","10","10","6.88","7.2","0","10","7","8"
"1995","Hauptschule","4","6.98","6.5","402","4","6","8","9","10","6.78","7.18","0","10","7","8"
"1995","Hauptschule","5 Einkommensstärkstes Quintil","7.12","7.5","121","4","6","9","9","10","6.75","7.49","0","10","7","8"
