"year","alter_gr","regtyp","mean","median","n","lower_confidence","upper_confidence"
"1985","16-34 Jahre alt","Laendlicher Raum","7.54","7.5","545","7.36","7.72"
"1985","16-34 Jahre alt","Staedtischer Raum","7.4","7.5","2045","7.3","7.5"
"1985","35-65 Jahre alt","Laendlicher Raum","7.54","7.5","745","7.39","7.69"
"1985","35-65 Jahre alt","Staedtischer Raum","7.62","7.5","2919","7.54","7.7"
"1985","66 und älter","Laendlicher Raum","","","","",""
"1985","66 und älter","Staedtischer Raum","7.09","7.5","31","6.08","8.1"
"1986","16-34 Jahre alt","Laendlicher Raum","7.34","7.5","573","7.16","7.52"
"1986","16-34 Jahre alt","Staedtischer Raum","7.35","7.5","2035","7.26","7.44"
"1986","35-65 Jahre alt","Laendlicher Raum","7.48","7.5","708","7.33","7.63"
"1986","35-65 Jahre alt","Staedtischer Raum","7.43","7.5","2787","7.35","7.51"
"1986","66 und älter","Laendlicher Raum","","","","",""
"1986","66 und älter","Staedtischer Raum","","","","",""
"1987","16-34 Jahre alt","Laendlicher Raum","7.25","7.5","574","7.07","7.43"
"1987","16-34 Jahre alt","Staedtischer Raum","7.33","7.5","2033","7.24","7.42"
"1987","35-65 Jahre alt","Laendlicher Raum","7.43","7.5","727","7.28","7.58"
"1987","35-65 Jahre alt","Staedtischer Raum","7.5","7.5","2753","7.43","7.57"
"1987","66 und älter","Laendlicher Raum","","","","",""
"1987","66 und älter","Staedtischer Raum","7.89","7.5","31","7.04","8.74"
"1988","16-34 Jahre alt","Laendlicher Raum","7.34","7.5","523","7.17","7.51"
"1988","16-34 Jahre alt","Staedtischer Raum","7.24","7.5","1954","7.15","7.33"
"1988","35-65 Jahre alt","Laendlicher Raum","7.26","7.5","664","7.1","7.42"
"1988","35-65 Jahre alt","Staedtischer Raum","7.23","7.5","2640","7.15","7.31"
"1988","66 und älter","Laendlicher Raum","","","","",""
"1988","66 und älter","Staedtischer Raum","","","","",""
"1989","16-34 Jahre alt","Laendlicher Raum","7.23","7.5","501","7.04","7.42"
"1989","16-34 Jahre alt","Staedtischer Raum","7.27","7.5","1957","7.18","7.36"
"1989","35-65 Jahre alt","Laendlicher Raum","7.2","7.5","639","7.04","7.36"
"1989","35-65 Jahre alt","Staedtischer Raum","7.27","7.5","2543","7.19","7.35"
"1989","66 und älter","Laendlicher Raum","","","","",""
"1989","66 und älter","Staedtischer Raum","","","","",""
"1990","16-34 Jahre alt","Laendlicher Raum","7.16","7.5","1416","7.04","7.28"
"1990","16-34 Jahre alt","Staedtischer Raum","7.12","7.5","2395","7.03","7.21"
"1990","35-65 Jahre alt","Laendlicher Raum","7.34","7.5","1924","7.24","7.44"
"1990","35-65 Jahre alt","Staedtischer Raum","7.27","7.5","3197","7.2","7.34"
"1990","66 und älter","Laendlicher Raum","","","","",""
"1990","66 und älter","Staedtischer Raum","","","","",""
"1991","16-34 Jahre alt","Laendlicher Raum","6.85","6.5","1275","6.71","6.99"
"1991","16-34 Jahre alt","Staedtischer Raum","7.21","7.5","2306","7.12","7.3"
"1991","35-65 Jahre alt","Laendlicher Raum","6.77","6.5","1701","6.65","6.89"
"1991","35-65 Jahre alt","Staedtischer Raum","7.04","6.5","3126","6.97","7.11"
"1991","66 und älter","Laendlicher Raum","","","","",""
"1991","66 und älter","Staedtischer Raum","","","","",""
"1992","16-34 Jahre alt","Laendlicher Raum","7.19","7.5","1147","7.07","7.31"
"1992","16-34 Jahre alt","Staedtischer Raum","7.38","7.5","2182","7.3","7.46"
"1992","35-65 Jahre alt","Laendlicher Raum","7.14","7.5","1559","7.04","7.24"
"1992","35-65 Jahre alt","Staedtischer Raum","7.32","7.5","3028","7.25","7.39"
"1992","66 und älter","Laendlicher Raum","","","","",""
"1992","66 und älter","Staedtischer Raum","","","","",""
"1993","16-34 Jahre alt","Laendlicher Raum","7.04","6.5","1121","6.92","7.16"
"1993","16-34 Jahre alt","Staedtischer Raum","7.19","7.5","2146","7.1","7.28"
"1993","35-65 Jahre alt","Laendlicher Raum","7.03","6.5","1492","6.92","7.14"
"1993","35-65 Jahre alt","Staedtischer Raum","7","6.5","2967","6.93","7.07"
"1993","66 und älter","Laendlicher Raum","","","","",""
"1993","66 und älter","Staedtischer Raum","","","","",""
"1994","16-34 Jahre alt","Laendlicher Raum","7.18","7.5","1069","7.06","7.3"
"1994","16-34 Jahre alt","Staedtischer Raum","7.05","7.5","2099","6.96","7.14"
"1994","35-65 Jahre alt","Laendlicher Raum","6.87","6.5","1489","6.77","6.97"
"1994","35-65 Jahre alt","Staedtischer Raum","6.87","6.5","2817","6.79","6.95"
"1994","66 und älter","Laendlicher Raum","","","","",""
"1994","66 und älter","Staedtischer Raum","","","","",""
"1995","16-34 Jahre alt","Laendlicher Raum","7.05","7.5","1215","6.93","7.17"
"1995","16-34 Jahre alt","Staedtischer Raum","6.92","6.5","2280","6.83","7.01"
"1995","35-65 Jahre alt","Laendlicher Raum","6.82","6.5","1645","6.71","6.93"
"1995","35-65 Jahre alt","Staedtischer Raum","6.81","6.5","3028","6.73","6.89"
"1995","66 und älter","Laendlicher Raum","","","","",""
"1995","66 und älter","Staedtischer Raum","5.92","6.5","49","5.15","6.69"
"1996","16-34 Jahre alt","Laendlicher Raum","6.82","6.5","1152","6.7","6.94"
"1996","16-34 Jahre alt","Staedtischer Raum","7.06","7.5","2203","6.97","7.15"
"1996","35-65 Jahre alt","Laendlicher Raum","6.82","6.5","1666","6.72","6.92"
"1996","35-65 Jahre alt","Staedtischer Raum","6.75","6.5","2975","6.67","6.83"
"1996","66 und älter","Laendlicher Raum","","","","",""
"1996","66 und älter","Staedtischer Raum","6.81","6.5","50","6.1","7.52"
"1997","16-34 Jahre alt","Laendlicher Raum","6.79","6.5","1101","6.66","6.92"
"1997","16-34 Jahre alt","Staedtischer Raum","7.06","7.5","2110","6.97","7.15"
"1997","35-65 Jahre alt","Laendlicher Raum","6.73","6.5","1630","6.63","6.83"
"1997","35-65 Jahre alt","Staedtischer Raum","6.77","6.5","2885","6.69","6.85"
"1997","66 und älter","Laendlicher Raum","","","","",""
"1997","66 und älter","Staedtischer Raum","6.11","6.5","51","5.32","6.9"
"1998","16-34 Jahre alt","Laendlicher Raum","6.85","6.5","1134","6.72","6.98"
"1998","16-34 Jahre alt","Staedtischer Raum","6.95","6.5","2213","6.86","7.04"
"1998","35-65 Jahre alt","Laendlicher Raum","6.85","6.5","1825","6.75","6.95"
"1998","35-65 Jahre alt","Staedtischer Raum","6.9","6.5","3244","6.83","6.97"
"1998","66 und älter","Laendlicher Raum","","","","",""
"1998","66 und älter","Staedtischer Raum","6.45","6.5","82","5.79","7.11"
"1999","16-34 Jahre alt","Laendlicher Raum","6.98","7.5","1116","6.86","7.1"
"1999","16-34 Jahre alt","Staedtischer Raum","6.96","6.5","2105","6.87","7.05"
"1999","35-65 Jahre alt","Laendlicher Raum","6.78","6.5","1795","6.68","6.88"
"1999","35-65 Jahre alt","Staedtischer Raum","6.82","6.5","3222","6.75","6.89"
"1999","66 und älter","Laendlicher Raum","","","","",""
"1999","66 und älter","Staedtischer Raum","5.98","6.5","61","5.23","6.73"
"2000","16-34 Jahre alt","Laendlicher Raum","7.16","7.5","1583","7.05","7.27"
"2000","16-34 Jahre alt","Staedtischer Raum","7.24","7.5","2875","7.16","7.32"
"2000","35-65 Jahre alt","Laendlicher Raum","6.98","6.5","2976","6.9","7.06"
"2000","35-65 Jahre alt","Staedtischer Raum","7.06","7.5","5613","7","7.12"
"2000","66 und älter","Laendlicher Raum","5.16","5.5","78","4.36","5.96"
"2000","66 und älter","Staedtischer Raum","5.97","6.5","119","5.35","6.59"
"2001","16-34 Jahre alt","Laendlicher Raum","7.13","7.5","1544","7.02","7.24"
"2001","16-34 Jahre alt","Staedtischer Raum","7.25","7.5","2765","7.17","7.33"
"2001","35-65 Jahre alt","Laendlicher Raum","6.97","6.5","2944","6.89","7.05"
"2001","35-65 Jahre alt","Staedtischer Raum","7.05","7.5","5586","7","7.1"
"2001","66 und älter","Laendlicher Raum","6.15","6.5","62","5.3","7"
"2001","66 und älter","Staedtischer Raum","5.22","5.5","122","4.52","5.92"
"2002","16-34 Jahre alt","Laendlicher Raum","6.99","6.5","1459","6.88","7.1"
"2002","16-34 Jahre alt","Staedtischer Raum","7.02","7.5","2694","6.94","7.1"
"2002","35-65 Jahre alt","Laendlicher Raum","6.84","6.5","3110","6.77","6.91"
"2002","35-65 Jahre alt","Staedtischer Raum","6.89","6.5","6427","6.84","6.94"
"2002","66 und älter","Laendlicher Raum","5.84","6.5","82","5.12","6.56"
"2002","66 und älter","Staedtischer Raum","5.84","6.5","142","5.27","6.41"
"2003","16-34 Jahre alt","Laendlicher Raum","6.9","7.5","1347","6.78","7.02"
"2003","16-34 Jahre alt","Staedtischer Raum","7","7.5","2563","6.92","7.08"
"2003","35-65 Jahre alt","Laendlicher Raum","6.8","6.5","2973","6.72","6.88"
"2003","35-65 Jahre alt","Staedtischer Raum","6.88","6.5","6097","6.83","6.93"
"2003","66 und älter","Laendlicher Raum","5.79","6.5","80","4.99","6.59"
"2003","66 und älter","Staedtischer Raum","5.53","6.5","157","4.97","6.09"
"2004","16-34 Jahre alt","Laendlicher Raum","6.85","6.5","1274","6.72","6.98"
"2004","16-34 Jahre alt","Staedtischer Raum","6.88","6.5","2399","6.79","6.97"
"2004","35-65 Jahre alt","Laendlicher Raum","6.71","6.5","2901","6.63","6.79"
"2004","35-65 Jahre alt","Staedtischer Raum","6.76","6.5","5955","6.71","6.81"
"2004","66 und älter","Laendlicher Raum","6.09","6.5","68","5.38","6.8"
"2004","66 und älter","Staedtischer Raum","6.33","6.5","157","5.8","6.86"
"2005","16-34 Jahre alt","Laendlicher Raum","6.88","6.5","1159","6.75","7.01"
"2005","16-34 Jahre alt","Staedtischer Raum","6.91","6.5","2250","6.82","7"
"2005","35-65 Jahre alt","Laendlicher Raum","6.67","6.5","2796","6.59","6.75"
"2005","35-65 Jahre alt","Staedtischer Raum","6.69","6.5","5669","6.63","6.75"
"2005","66 und älter","Laendlicher Raum","5.93","6.5","80","5.18","6.68"
"2005","66 und älter","Staedtischer Raum","5.82","6.5","153","5.27","6.37"
"2006","16-34 Jahre alt","Laendlicher Raum","7.01","6.5","1186","6.89","7.13"
"2006","16-34 Jahre alt","Staedtischer Raum","6.9","6.5","2186","6.81","6.99"
"2006","35-65 Jahre alt","Laendlicher Raum","6.75","6.5","3029","6.67","6.83"
"2006","35-65 Jahre alt","Staedtischer Raum","6.71","6.5","5998","6.66","6.76"
"2006","66 und älter","Laendlicher Raum","6.63","6.5","94","6.12","7.14"
"2006","66 und älter","Staedtischer Raum","5.52","6.5","165","5","6.04"
"2007","16-34 Jahre alt","Laendlicher Raum","7.09","7.5","1132","6.96","7.22"
"2007","16-34 Jahre alt","Staedtischer Raum","6.91","6.5","2071","6.82","7"
"2007","35-65 Jahre alt","Laendlicher Raum","6.71","6.5","2905","6.63","6.79"
"2007","35-65 Jahre alt","Staedtischer Raum","6.69","6.5","5656","6.64","6.74"
"2007","66 und älter","Laendlicher Raum","6.18","6.5","110","5.59","6.77"
"2007","66 und älter","Staedtischer Raum","5.98","6.5","181","5.5","6.46"
"2008","16-34 Jahre alt","Laendlicher Raum","6.93","6.5","1034","6.8","7.06"
"2008","16-34 Jahre alt","Staedtischer Raum","7","6.5","1978","6.91","7.09"
"2008","35-65 Jahre alt","Laendlicher Raum","6.75","6.5","2788","6.67","6.83"
"2008","35-65 Jahre alt","Staedtischer Raum","6.75","6.5","5368","6.7","6.8"
