"year","alter_gr","regtyp","mean","median","n","lower_confidence","upper_confidence"
"2008","66 und älter","Laendlicher Raum","6.94","7.5","93","6.44","7.44"
"2008","66 und älter","Staedtischer Raum","6.66","7.5","180","6.26","7.06"
"2009","16-34 Jahre alt","Laendlicher Raum","6.99","7.5","974","6.85","7.13"
"2009","16-34 Jahre alt","Staedtischer Raum","6.89","6.5","1868","6.79","6.99"
"2009","35-65 Jahre alt","Laendlicher Raum","6.63","6.5","2682","6.55","6.71"
"2009","35-65 Jahre alt","Staedtischer Raum","6.64","6.5","4954","6.58","6.7"
"2009","66 und älter","Laendlicher Raum","5.82","5.5","100","5.2","6.44"
"2009","66 und älter","Staedtischer Raum","6.24","6.5","199","5.84","6.64"
"2010","16-34 Jahre alt","Laendlicher Raum","6.98","6.5","1420","6.86","7.1"
"2010","16-34 Jahre alt","Staedtischer Raum","6.99","6.5","2560","6.9","7.08"
"2010","35-65 Jahre alt","Laendlicher Raum","6.76","6.5","3542","6.69","6.83"
"2010","35-65 Jahre alt","Staedtischer Raum","6.78","6.5","6612","6.73","6.83"
"2010","66 und älter","Laendlicher Raum","6.72","6.5","96","6.13","7.31"
"2010","66 und älter","Staedtischer Raum","5.96","6.5","197","5.51","6.41"
"2011","16-34 Jahre alt","Laendlicher Raum","7.09","7.5","1519","6.98","7.2"
"2011","16-34 Jahre alt","Staedtischer Raum","7.14","7.5","2671","7.06","7.22"
"2011","35-65 Jahre alt","Laendlicher Raum","6.82","6.5","4233","6.76","6.88"
"2011","35-65 Jahre alt","Staedtischer Raum","6.85","6.5","7501","6.8","6.9"
"2011","66 und älter","Laendlicher Raum","6.24","6.5","107","5.66","6.82"
"2011","66 und älter","Staedtischer Raum","6.14","6.5","236","5.74","6.54"
"2012","16-34 Jahre alt","Laendlicher Raum","7.17","7.5","1459","7.06","7.28"
"2012","16-34 Jahre alt","Staedtischer Raum","7.16","7.5","2526","7.08","7.24"
"2012","35-65 Jahre alt","Laendlicher Raum","6.97","6.5","4426","6.91","7.03"
"2012","35-65 Jahre alt","Staedtischer Raum","6.96","6.5","7692","6.91","7.01"
"2012","66 und älter","Laendlicher Raum","6.39","6.5","106","5.77","7.01"
"2012","66 und älter","Staedtischer Raum","7.12","7.5","241","6.81","7.43"
"2013","16-34 Jahre alt","Laendlicher Raum","7.19","7.5","1609","7.09","7.29"
"2013","16-34 Jahre alt","Staedtischer Raum","7.16","7.5","3459","7.09","7.23"
"2013","35-65 Jahre alt","Laendlicher Raum","6.98","7.5","4804","6.92","7.04"
"2013","35-65 Jahre alt","Staedtischer Raum","6.97","6.5","8990","6.93","7.01"
"2013","66 und älter","Laendlicher Raum","7.03","7.5","113","6.6","7.46"
"2013","66 und älter","Staedtischer Raum","7.34","7.5","234","7.03","7.65"
"2014","16-34 Jahre alt","Laendlicher Raum","7.16","7.5","1440","7.05","7.27"
"2014","16-34 Jahre alt","Staedtischer Raum","7.09","6.5","2985","7.01","7.17"
"2014","35-65 Jahre alt","Laendlicher Raum","7.06","7.5","4377","7","7.12"
"2014","35-65 Jahre alt","Staedtischer Raum","6.98","6.5","7956","6.93","7.03"
"2014","66 und älter","Laendlicher Raum","5.98","6.5","119","5.46","6.5"
"2014","66 und älter","Staedtischer Raum","7.08","7.5","241","6.77","7.39"
"2015","16-34 Jahre alt","Laendlicher Raum","7.31","7.5","1266","7.2","7.42"
"2015","16-34 Jahre alt","Staedtischer Raum","7.29","7.5","2547","7.21","7.37"
"2015","35-65 Jahre alt","Laendlicher Raum","7.07","7.5","4137","7.01","7.13"
"2015","35-65 Jahre alt","Staedtischer Raum","6.97","6.5","7351","6.92","7.02"
"2015","66 und älter","Laendlicher Raum","6.7","6.5","123","6.31","7.09"
"2015","66 und älter","Staedtischer Raum","7.38","7.5","225","7.07","7.69"
"2016","16-34 Jahre alt","Laendlicher Raum","7.48","7.5","1236","7.37","7.59"
"2016","16-34 Jahre alt","Staedtischer Raum","7.19","7.5","2475","7.11","7.27"
"2016","35-65 Jahre alt","Laendlicher Raum","7.1","7.5","3977","7.04","7.16"
"2016","35-65 Jahre alt","Staedtischer Raum","7.01","6.5","7127","6.96","7.06"
"2016","66 und älter","Laendlicher Raum","6.63","6.5","129","6.18","7.08"
"2016","66 und älter","Staedtischer Raum","7.3","7.5","232","7.02","7.58"
"2017","16-34 Jahre alt","Laendlicher Raum","7.22","7.5","1357","7.11","7.33"
"2017","16-34 Jahre alt","Staedtischer Raum","7.35","7.5","2703","7.28","7.42"
"2017","35-65 Jahre alt","Laendlicher Raum","7.09","6.5","4501","7.03","7.15"
"2017","35-65 Jahre alt","Staedtischer Raum","7","6.5","7926","6.96","7.04"
"2017","66 und älter","Laendlicher Raum","7.59","7.5","135","7.21","7.97"
"2017","66 und älter","Staedtischer Raum","7.43","7.5","283","7.2","7.66"
"2018","16-34 Jahre alt","Laendlicher Raum","7.23","7.5","1325","7.12","7.34"
"2018","16-34 Jahre alt","Staedtischer Raum","7.16","7.5","2768","7.08","7.24"
"2018","35-65 Jahre alt","Laendlicher Raum","7.06","6.5","4292","7","7.12"
"2018","35-65 Jahre alt","Staedtischer Raum","7.02","6.5","7627","6.98","7.06"
"2018","66 und älter","Laendlicher Raum","7.38","7.5","147","7.01","7.75"
"2018","66 und älter","Staedtischer Raum","7.29","7.5","295","7.02","7.56"
"2019","16-34 Jahre alt","Laendlicher Raum","7.4","7.5","1106","7.29","7.51"
"2019","16-34 Jahre alt","Staedtischer Raum","7.33","7.5","2401","7.25","7.41"
"2019","35-65 Jahre alt","Laendlicher Raum","7.16","7.5","4363","7.1","7.22"
"2019","35-65 Jahre alt","Staedtischer Raum","7.11","7.5","7924","7.07","7.15"
"2019","66 und älter","Laendlicher Raum","8.08","7.5","190","7.85","8.31"
"2019","66 und älter","Staedtischer Raum","7.82","7.5","403","7.65","7.99"
"2020","16-34 Jahre alt","Laendlicher Raum","7.33","7.5","1299","7.22","7.44"
"2020","16-34 Jahre alt","Staedtischer Raum","7.24","7.5","3093","7.17","7.31"
"2020","35-65 Jahre alt","Laendlicher Raum","7.08","7.5","4111","7.02","7.14"
"2020","35-65 Jahre alt","Staedtischer Raum","7.01","6.5","7802","6.97","7.05"
"2020","66 und älter","Laendlicher Raum","7.75","7.5","165","7.51","7.99"
"2020","66 und älter","Staedtischer Raum","7.87","7.5","315","7.65","8.09"
