year,age_gr,bula_h,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,66 and older,Brandenburg,Seldom,0.33775,68,196,0.27137,0.40413
2008,66 and older,Brandenburg,Never,0.28515,65,196,0.22178,0.34852
2008,66 and older,Mecklenburg-Western Pomerania,Seldom,0.28486,32,65,0.17428,0.39544
2008,66 and older,Mecklenburg-Western Pomerania,Never,0.31307,33,65,0.19945,0.42668
2008,66 and older,Saxony,Sometimes,0.23975,81,287,0.19027,0.28923
2008,66 and older,Saxony,Seldom,0.35280,110,287,0.29742,0.40818
2008,66 and older,Saxony,Never,0.30393,96,287,0.25062,0.35724
2008,66 and older,Saxony-Anhalt,Sometimes,0.27331,50,171,0.20632,0.34031
2008,66 and older,Saxony-Anhalt,Seldom,0.35354,72,171,0.28168,0.42541
2008,66 and older,Saxony-Anhalt,Never,0.28483,49,171,0.21698,0.35267
2008,66 and older,Thuringa,Sometimes,0.14412,38,205,0.09592,0.19231
2008,66 and older,Thuringa,Seldom,0.32329,71,205,0.25911,0.38748
2008,66 and older,Thuringa,Never,0.48392,96,205,0.41535,0.55250
2013,17-29 y.,Schleswig-Holstein,Often,0.16022,33,136,0.09834,0.22210
2013,17-29 y.,Schleswig-Holstein,Sometimes,0.34921,70,136,0.26879,0.42963
2013,17-29 y.,Schleswig-Holstein,Seldom,0.22636,33,136,0.15577,0.29695
2013,17-29 y.,Lower Saxony,Often,0.18331,86,349,0.14266,0.22396
2013,17-29 y.,Lower Saxony,Sometimes,0.30890,141,349,0.26036,0.35745
2013,17-29 y.,Lower Saxony,Seldom,0.18264,89,349,0.14205,0.22324
2013,17-29 y.,Lower Saxony,Never,0.05528,33,349,0.03127,0.07929
2013,17-29 y.,North Rhine-Westphalia,Very often,0.03757,37,763,0.02407,0.05107
2013,17-29 y.,North Rhine-Westphalia,Often,0.21227,202,763,0.18324,0.24130
2013,17-29 y.,North Rhine-Westphalia,Sometimes,0.25053,281,763,0.21977,0.28130
2013,17-29 y.,North Rhine-Westphalia,Seldom,0.15657,163,763,0.13076,0.18237
2013,17-29 y.,North Rhine-Westphalia,Never,0.07480,80,763,0.05612,0.09348
2013,17-29 y.,Hesse,Often,0.20658,57,188,0.14856,0.26461
2013,17-29 y.,Hesse,Sometimes,0.25138,82,188,0.18921,0.31356
2013,17-29 y.,Hesse,Seldom,0.13708,49,188,0.08779,0.18638
2013,17-29 y.,"Rhineland-Palatinate, Saarland",Often,0.19432,56,180,0.13635,0.25228
2013,17-29 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.29653,74,180,0.22962,0.36344
2013,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.17205,50,180,0.11676,0.22734
2013,17-29 y.,Baden-Wuerttemberg,Often,0.16348,102,373,0.12590,0.20106
2013,17-29 y.,Baden-Wuerttemberg,Sometimes,0.30060,183,373,0.25400,0.34719
2013,17-29 y.,Baden-Wuerttemberg,Seldom,0.17017,88,373,0.13198,0.20836
2013,17-29 y.,Bavaria,Very often,0.04020,34,582,0.02423,0.05617
2013,17-29 y.,Bavaria,Often,0.21003,156,582,0.17691,0.24316
2013,17-29 y.,Bavaria,Sometimes,0.28665,214,582,0.24988,0.32342
2013,17-29 y.,Bavaria,Seldom,0.16867,147,582,0.13822,0.19912
2013,17-29 y.,Bavaria,Never,0.04419,31,582,0.02748,0.06090
2013,17-29 y.,Berlin,Often,0.19163,37,91,0.11032,0.27295
2013,17-29 y.,Berlin,Sometimes,0.28535,54,91,0.19206,0.37865
2013,17-29 y.,Brandenburg,Sometimes,0.33637,31,70,0.22489,0.44785
2013,17-29 y.,Brandenburg,Seldom,0.26414,39,70,0.16011,0.36816
2013,17-29 y.,Saxony,Often,0.17994,43,201,0.12670,0.23318
2013,17-29 y.,Saxony,Sometimes,0.44888,86,201,0.37995,0.51782
2013,17-29 y.,Saxony,Seldom,0.23434,72,201,0.17564,0.29305
2013,17-29 y.,Saxony-Anhalt,Sometimes,0.26922,40,40,0.13001,0.40843
2013,17-29 y.,Thuringa,Sometimes,0.32572,41,87,0.22667,0.42477
2013,17-29 y.,Thuringa,Seldom,0.35680,46,87,0.25555,0.45805
2013,30-45 y.,Schleswig-Holstein,Often,0.16374,56,276,0.12000,0.20748
2013,30-45 y.,Schleswig-Holstein,Sometimes,0.32850,116,276,0.27299,0.38401
2013,30-45 y.,Schleswig-Holstein,Seldom,0.31768,104,276,0.26266,0.37271
2013,30-45 y.,Hamburg,Sometimes,0.40365,66,102,0.30796,0.49933
2013,30-45 y.,Hamburg,Seldom,0.16625,36,102,0.09364,0.23886
2013,30-45 y.,Lower Saxony,Often,0.14342,103,719,0.11779,0.16906
2013,30-45 y.,Lower Saxony,Sometimes,0.34627,287,719,0.31147,0.38108
2013,30-45 y.,Lower Saxony,Seldom,0.27862,261,719,0.24583,0.31141
2013,30-45 y.,Lower Saxony,Never,0.05150,68,719,0.03533,0.06766
2013,30-45 y.,Bremen,Sometimes,0.50165,33,33,0.32841,0.67489
2013,30-45 y.,North Rhine-Westphalia,Very often,0.03487,58,1622,0.02594,0.04380
2013,30-45 y.,North Rhine-Westphalia,Often,0.15776,312,1622,0.14002,0.17551
2013,30-45 y.,North Rhine-Westphalia,Sometimes,0.31819,602,1622,0.29552,0.34087
2013,30-45 y.,North Rhine-Westphalia,Seldom,0.21305,468,1622,0.19311,0.23298
2013,30-45 y.,North Rhine-Westphalia,Never,0.08004,182,1622,0.06683,0.09326
2013,30-45 y.,Hesse,Often,0.12892,111,538,0.10058,0.15727
2013,30-45 y.,Hesse,Sometimes,0.33893,223,538,0.29889,0.37896
2013,30-45 y.,Hesse,Seldom,0.29725,167,538,0.25860,0.33591
2013,30-45 y.,Hesse,Never,0.03800,37,538,0.02183,0.05417
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Often,0.16998,85,389,0.13261,0.20736
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.25604,131,389,0.21261,0.29947
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.28790,126,389,0.24285,0.33295
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.09292,47,389,0.06403,0.12181
2013,30-45 y.,Baden-Wuerttemberg,Often,0.16425,215,1000,0.14127,0.18722
2013,30-45 y.,Baden-Wuerttemberg,Sometimes,0.29106,397,1000,0.26289,0.31923
2013,30-45 y.,Baden-Wuerttemberg,Seldom,0.22865,286,1000,0.20261,0.25469
2013,30-45 y.,Baden-Wuerttemberg,Never,0.08079,102,1000,0.06389,0.09768
2013,30-45 y.,Bavaria,Very often,0.03988,43,1265,0.02909,0.05067
2013,30-45 y.,Bavaria,Often,0.14232,250,1265,0.12306,0.16158
2013,30-45 y.,Bavaria,Sometimes,0.35339,501,1265,0.32704,0.37975
2013,30-45 y.,Bavaria,Seldom,0.20969,360,1265,0.18725,0.23213
2013,30-45 y.,Bavaria,Never,0.06417,111,1265,0.05066,0.07768
2013,30-45 y.,Berlin,Often,0.18850,59,257,0.14059,0.23641
2013,30-45 y.,Berlin,Sometimes,0.38994,122,257,0.33019,0.44968
2013,30-45 y.,Berlin,Seldom,0.18077,76,257,0.13363,0.22791
2013,30-45 y.,Brandenburg,Often,0.15833,45,228,0.11084,0.20582
2013,30-45 y.,Brandenburg,Sometimes,0.26366,92,228,0.20634,0.32098
2013,30-45 y.,Brandenburg,Seldom,0.32305,91,228,0.26222,0.38389
2013,30-45 y.,Mecklenburg-Western Pomerania,Sometimes,0.33523,57,111,0.24701,0.42345
2013,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.34962,54,111,0.26051,0.43874
2013,30-45 y.,Saxony,Often,0.14181,82,521,0.11183,0.17180
2013,30-45 y.,Saxony,Sometimes,0.31930,190,521,0.27923,0.35937
2013,30-45 y.,Saxony,Seldom,0.40739,194,521,0.36516,0.44962
2013,30-45 y.,Saxony,Never,0.07499,55,521,0.05235,0.09763
2013,30-45 y.,Saxony-Anhalt,Often,0.12951,41,297,0.09126,0.16776
2013,30-45 y.,Saxony-Anhalt,Sometimes,0.38948,121,297,0.33393,0.44503
2013,30-45 y.,Saxony-Anhalt,Seldom,0.28813,88,297,0.23653,0.33972
2013,30-45 y.,Saxony-Anhalt,Never,0.11555,47,297,0.07913,0.15197
2013,30-45 y.,Thuringa,Sometimes,0.37980,105,246,0.31903,0.44058
2013,30-45 y.,Thuringa,Seldom,0.33638,106,246,0.27722,0.39554
2013,30-45 y.,Thuringa,Never,0.10665,35,246,0.06800,0.14530
2013,46-65 y.,Schleswig-Holstein,Often,0.14734,45,246,0.10295,0.19172
2013,46-65 y.,Schleswig-Holstein,Sometimes,0.36227,96,246,0.30208,0.42246
2013,46-65 y.,Schleswig-Holstein,Seldom,0.34130,105,246,0.28193,0.40068
2013,46-65 y.,Hamburg,Sometimes,0.26000,46,46,0.13184,0.38816
2013,46-65 y.,Lower Saxony,Often,0.11920,124,834,0.09720,0.14120
2013,46-65 y.,Lower Saxony,Sometimes,0.32236,317,834,0.29062,0.35410
2013,46-65 y.,Lower Saxony,Seldom,0.35387,277,834,0.32140,0.38634
2013,46-65 y.,Lower Saxony,Never,0.13497,116,834,0.11176,0.15817
2013,46-65 y.,North Rhine-Westphalia,Often,0.14601,275,1748,0.12946,0.16257
2013,46-65 y.,North Rhine-Westphalia,Sometimes,0.32613,630,1748,0.30414,0.34811
2013,46-65 y.,North Rhine-Westphalia,Seldom,0.31108,596,1748,0.28937,0.33279
2013,46-65 y.,North Rhine-Westphalia,Never,0.13387,247,1748,0.11790,0.14984
2013,46-65 y.,Hesse,Often,0.14515,108,662,0.11830,0.17200
2013,46-65 y.,Hesse,Sometimes,0.31333,261,662,0.27797,0.34870
2013,46-65 y.,Hesse,Seldom,0.33442,229,662,0.29846,0.37039
2013,46-65 y.,Hesse,Never,0.10753,64,662,0.08391,0.13114
2013,46-65 y.,"Rhineland-Palatinate, Saarland",Often,0.11575,69,504,0.08779,0.14371
2013,46-65 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.37310,187,504,0.33083,0.41536
2013,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.28362,169,504,0.24423,0.32301
2013,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.15207,79,504,0.12069,0.18345
2013,46-65 y.,Baden-Wuerttemberg,Often,0.11723,140,989,0.09717,0.13729
2013,46-65 y.,Baden-Wuerttemberg,Sometimes,0.34723,390,989,0.31754,0.37692
2013,46-65 y.,Baden-Wuerttemberg,Seldom,0.33315,334,989,0.30376,0.36254
2013,46-65 y.,Baden-Wuerttemberg,Never,0.11038,125,989,0.09084,0.12992
2013,46-65 y.,Bavaria,Often,0.13956,222,1375,0.12124,0.15788
2013,46-65 y.,Bavaria,Sometimes,0.29870,500,1375,0.27450,0.32290
2013,46-65 y.,Bavaria,Seldom,0.32483,456,1375,0.30007,0.34960
2013,46-65 y.,Bavaria,Never,0.16430,197,1375,0.14471,0.18390
2013,46-65 y.,Berlin,Often,0.12659,61,310,0.08951,0.16366
2013,46-65 y.,Berlin,Sometimes,0.37078,134,310,0.31692,0.42464
2013,46-65 y.,Berlin,Seldom,0.35060,115,310,0.29740,0.40380
2013,46-65 y.,Brandenburg,Often,0.06879,41,387,0.04354,0.09404
2013,46-65 y.,Brandenburg,Sometimes,0.31578,135,387,0.26941,0.36215
2013,46-65 y.,Brandenburg,Seldom,0.34166,136,387,0.29435,0.38897
2013,46-65 y.,Brandenburg,Never,0.20268,75,387,0.16258,0.24279
2013,46-65 y.,Mecklenburg-Western Pomerania,Sometimes,0.34247,76,196,0.27586,0.40907
2013,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.35801,77,196,0.29072,0.42530
2013,46-65 y.,Mecklenburg-Western Pomerania,Never,0.17240,43,196,0.11938,0.22542
2013,46-65 y.,Saxony,Often,0.10515,66,581,0.08018,0.13011
2013,46-65 y.,Saxony,Sometimes,0.34803,178,581,0.30926,0.38680
2013,46-65 y.,Saxony,Seldom,0.33361,212,581,0.29523,0.37198
2013,46-65 y.,Saxony,Never,0.18242,125,581,0.15099,0.21385
2013,46-65 y.,Saxony-Anhalt,Often,0.08526,34,339,0.05549,0.11504
2013,46-65 y.,Saxony-Anhalt,Sometimes,0.31966,113,339,0.26994,0.36938
2013,46-65 y.,Saxony-Anhalt,Seldom,0.33908,128,339,0.28861,0.38955
2013,46-65 y.,Saxony-Anhalt,Never,0.21232,64,339,0.16873,0.25592
2013,46-65 y.,Thuringa,Often,0.07396,36,366,0.04711,0.10081
2013,46-65 y.,Thuringa,Sometimes,0.32902,113,366,0.28081,0.37722
2013,46-65 y.,Thuringa,Seldom,0.29679,123,366,0.24992,0.34366
2013,46-65 y.,Thuringa,Never,0.27844,94,366,0.23246,0.32442
2013,66 and older,Schleswig-Holstein,Sometimes,0.31245,50,157,0.23971,0.38518
2013,66 and older,Schleswig-Holstein,Seldom,0.30920,61,157,0.23668,0.38173
2013,66 and older,Schleswig-Holstein,Never,0.23374,46,157,0.16732,0.30015
2013,66 and older,Hamburg,Seldom,0.31353,31,31,0.14751,0.47954
2013,66 and older,Lower Saxony,Often,0.05639,40,476,0.03564,0.07713
2013,66 and older,Lower Saxony,Sometimes,0.20005,104,476,0.16407,0.23602
2013,66 and older,Lower Saxony,Seldom,0.34941,176,476,0.30653,0.39228
2013,66 and older,Lower Saxony,Never,0.36340,156,476,0.32015,0.40666
2013,66 and older,North Rhine-Westphalia,Often,0.07237,78,924,0.05565,0.08908
2013,66 and older,North Rhine-Westphalia,Sometimes,0.22774,218,924,0.20068,0.25479
2013,66 and older,North Rhine-Westphalia,Seldom,0.34177,333,924,0.31117,0.37237
2013,66 and older,North Rhine-Westphalia,Never,0.33336,295,924,0.30294,0.36377
2013,66 and older,Hesse,Sometimes,0.23218,72,258,0.18056,0.28380
2013,66 and older,Hesse,Seldom,0.34328,101,258,0.28523,0.40133
2013,66 and older,Hesse,Never,0.31659,85,258,0.25972,0.37345
2013,66 and older,"Rhineland-Palatinate, Saarland",Often,0.10624,39,270,0.06941,0.14306
2013,66 and older,"Rhineland-Palatinate, Saarland",Sometimes,0.20148,62,270,0.15354,0.24941
2013,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.29051,80,270,0.23625,0.34476
2013,66 and older,"Rhineland-Palatinate, Saarland",Never,0.33697,89,270,0.28048,0.39345
2013,66 and older,Baden-Wuerttemberg,Often,0.08269,63,534,0.05931,0.10607
2013,66 and older,Baden-Wuerttemberg,Sometimes,0.23827,140,534,0.20210,0.27444
2013,66 and older,Baden-Wuerttemberg,Seldom,0.38030,196,534,0.33908,0.42151
2013,66 and older,Baden-Wuerttemberg,Never,0.26519,135,534,0.22771,0.30266
2013,66 and older,Bavaria,Often,0.07196,50,752,0.05348,0.09044
2013,66 and older,Bavaria,Sometimes,0.22603,197,752,0.19611,0.25594
2013,66 and older,Bavaria,Seldom,0.35771,293,752,0.32343,0.39199
2013,66 and older,Bavaria,Never,0.31123,212,752,0.27812,0.34435
2013,66 and older,Berlin,Sometimes,0.22331,50,172,0.16089,0.28573
2013,66 and older,Berlin,Seldom,0.29248,67,172,0.22429,0.36066
2013,66 and older,Berlin,Never,0.30982,55,172,0.24051,0.37913
2013,66 and older,Brandenburg,Sometimes,0.27509,56,223,0.21634,0.33383
2013,66 and older,Brandenburg,Seldom,0.35670,94,223,0.29368,0.41971
2013,66 and older,Brandenburg,Never,0.26110,73,223,0.20332,0.31888
2013,66 and older,Mecklenburg-Western Pomerania,Sometimes,0.26108,43,109,0.17824,0.34392
2013,66 and older,Mecklenburg-Western Pomerania,Seldom,0.30912,34,109,0.22196,0.39628
2013,66 and older,Mecklenburg-Western Pomerania,Never,0.32522,32,109,0.23687,0.41357
2013,66 and older,Saxony,Often,0.09775,32,345,0.06637,0.12914
2013,66 and older,Saxony,Sometimes,0.20603,73,345,0.16329,0.24877
2013,66 and older,Saxony,Seldom,0.34061,121,345,0.29053,0.39069
2013,66 and older,Saxony,Never,0.35156,119,345,0.30111,0.40202
2013,66 and older,Saxony-Anhalt,Sometimes,0.20321,39,191,0.14599,0.26042
2013,66 and older,Saxony-Anhalt,Seldom,0.31619,74,191,0.25007,0.38230
2013,66 and older,Saxony-Anhalt,Never,0.43629,78,191,0.36577,0.50680
2013,66 and older,Thuringa,Sometimes,0.14909,38,204,0.10009,0.19809
2013,66 and older,Thuringa,Seldom,0.29189,70,204,0.22935,0.35444
2013,66 and older,Thuringa,Never,0.49710,96,204,0.42832,0.56588
2018,17-29 y.,Schleswig-Holstein,Often,0.23624,42,144,0.16662,0.30586
2018,17-29 y.,Schleswig-Holstein,Sometimes,0.38445,65,144,0.30471,0.46418
2018,17-29 y.,Schleswig-Holstein,Seldom,0.21364,37,144,0.14646,0.28082
2018,17-29 y.,Lower Saxony,Very often,0.06111,35,497,0.04003,0.08220
2018,17-29 y.,Lower Saxony,Often,0.21262,111,497,0.17661,0.24863
2018,17-29 y.,Lower Saxony,Sometimes,0.36046,199,497,0.31820,0.40271
2018,17-29 y.,Lower Saxony,Seldom,0.20282,117,497,0.16743,0.23821
2018,17-29 y.,Lower Saxony,Never,0.06952,35,497,0.04714,0.09190
2018,17-29 y.,North Rhine-Westphalia,Very often,0.06971,66,1030,0.05415,0.08527
2018,17-29 y.,North Rhine-Westphalia,Often,0.22895,236,1030,0.20328,0.25462
2018,17-29 y.,North Rhine-Westphalia,Sometimes,0.31688,382,1030,0.28845,0.34531
2018,17-29 y.,North Rhine-Westphalia,Seldom,0.22779,256,1030,0.20217,0.25342
2018,17-29 y.,North Rhine-Westphalia,Never,0.07255,90,1030,0.05670,0.08840
2018,17-29 y.,Hesse,Often,0.25060,84,276,0.19938,0.30182
2018,17-29 y.,Hesse,Sometimes,0.36709,122,276,0.31012,0.42406
2018,17-29 y.,Hesse,Seldom,0.19785,70,276,0.15077,0.24494
2018,17-29 y.,"Rhineland-Palatinate, Saarland",Often,0.18602,45,229,0.13551,0.23653
2018,17-29 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.34341,93,229,0.28177,0.40505
2018,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.23451,60,229,0.17951,0.28951
2018,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.08083,31,229,0.04545,0.11621
2018,17-29 y.,Baden-Wuerttemberg,Very often,0.08299,35,443,0.05727,0.10870
2018,17-29 y.,Baden-Wuerttemberg,Often,0.20272,109,443,0.16524,0.24020
2018,17-29 y.,Baden-Wuerttemberg,Sometimes,0.31474,147,443,0.27144,0.35803
2018,17-29 y.,Baden-Wuerttemberg,Seldom,0.21388,105,443,0.17565,0.25211
2018,17-29 y.,Baden-Wuerttemberg,Never,0.10064,47,443,0.07259,0.12868
2018,17-29 y.,Bavaria,Very often,0.07141,40,618,0.05109,0.09173
2018,17-29 y.,Bavaria,Often,0.22539,152,618,0.19242,0.25837
2018,17-29 y.,Bavaria,Sometimes,0.35686,221,618,0.31906,0.39466
2018,17-29 y.,Bavaria,Seldom,0.20800,152,618,0.17598,0.24003
2018,17-29 y.,Bavaria,Never,0.07584,53,618,0.05495,0.09673
2018,17-29 y.,Berlin,Often,0.21801,44,136,0.14836,0.28766
2018,17-29 y.,Berlin,Sometimes,0.31276,50,136,0.23455,0.39097
2018,17-29 y.,Berlin,Seldom,0.31790,42,136,0.23934,0.39645
2018,17-29 y.,Brandenburg,Sometimes,0.28488,44,80,0.18535,0.38441
2018,17-29 y.,Brandenburg,Seldom,0.29336,36,80,0.19296,0.39376
2018,17-29 y.,Saxony,Often,0.22630,58,194,0.16727,0.28534
2018,17-29 y.,Saxony,Sometimes,0.24233,69,194,0.18188,0.30278
2018,17-29 y.,Saxony,Seldom,0.28099,67,194,0.21757,0.34440
2018,17-29 y.,Saxony-Anhalt,Sometimes,0.34308,48,93,0.24607,0.44009
2018,17-29 y.,Saxony-Anhalt,Seldom,0.27845,45,93,0.18685,0.37004
2018,17-29 y.,Thuringa,Often,0.19261,32,110,0.11858,0.26665
2018,17-29 y.,Thuringa,Sometimes,0.38488,43,110,0.29354,0.47623
2018,17-29 y.,Thuringa,Seldom,0.24866,35,110,0.16752,0.32981
2018,30-45 y.,Schleswig-Holstein,Often,0.15304,45,239,0.10730,0.19878
2018,30-45 y.,Schleswig-Holstein,Sometimes,0.45732,106,239,0.39402,0.52061
2018,30-45 y.,Schleswig-Holstein,Seldom,0.26309,88,239,0.20715,0.31903
2018,30-45 y.,Hamburg,Sometimes,0.36297,48,89,0.26250,0.46344
2018,30-45 y.,Hamburg,Seldom,0.24149,41,89,0.15207,0.33092
2018,30-45 y.,Lower Saxony,Often,0.21148,114,569,0.17789,0.24506
2018,30-45 y.,Lower Saxony,Sometimes,0.38117,245,569,0.34123,0.42111
2018,30-45 y.,Lower Saxony,Seldom,0.27312,150,569,0.23648,0.30976
2018,30-45 y.,Lower Saxony,Never,0.09784,60,569,0.07340,0.12227
2018,30-45 y.,North Rhine-Westphalia,Very often,0.03907,60,1428,0.02901,0.04912
2018,30-45 y.,North Rhine-Westphalia,Often,0.20766,296,1428,0.18661,0.22870
2018,30-45 y.,North Rhine-Westphalia,Sometimes,0.38257,519,1428,0.35735,0.40779
2018,30-45 y.,North Rhine-Westphalia,Seldom,0.24410,363,1428,0.22181,0.26639
2018,30-45 y.,North Rhine-Westphalia,Never,0.10781,190,1428,0.09172,0.12390
2018,30-45 y.,Hesse,Often,0.17768,79,403,0.14031,0.21505
2018,30-45 y.,Hesse,Sometimes,0.37430,160,403,0.32700,0.42161
2018,30-45 y.,Hesse,Seldom,0.30619,119,403,0.26113,0.35124
2018,30-45 y.,Hesse,Never,0.09126,45,403,0.06311,0.11941
2018,30-45 y.,"Rhineland-Palatinate, Saarland",Often,0.14388,62,337,0.10635,0.18141
2018,30-45 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.36202,128,337,0.31063,0.41340
2018,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.28844,86,337,0.24000,0.33688
2018,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.14494,61,337,0.10730,0.18258
2018,30-45 y.,Baden-Wuerttemberg,Very often,0.05719,36,792,0.04101,0.07337
2018,30-45 y.,Baden-Wuerttemberg,Often,0.19595,158,792,0.16829,0.22362
2018,30-45 y.,Baden-Wuerttemberg,Sometimes,0.33871,271,792,0.30573,0.37169
2018,30-45 y.,Baden-Wuerttemberg,Seldom,0.27936,241,792,0.24809,0.31063
2018,30-45 y.,Baden-Wuerttemberg,Never,0.11769,86,792,0.09523,0.14015
2018,30-45 y.,Bavaria,Very often,0.03930,33,1062,0.02761,0.05099
2018,30-45 y.,Bavaria,Often,0.18885,197,1062,0.16530,0.21240
2018,30-45 y.,Bavaria,Sometimes,0.37618,401,1062,0.34703,0.40533
2018,30-45 y.,Bavaria,Seldom,0.28644,301,1062,0.25924,0.31365
2018,30-45 y.,Bavaria,Never,0.09787,130,1062,0.07999,0.11575
2018,30-45 y.,Berlin,Often,0.24035,80,284,0.19057,0.29013
2018,30-45 y.,Berlin,Sometimes,0.31282,112,284,0.25880,0.36684
2018,30-45 y.,Berlin,Seldom,0.29929,92,284,0.24594,0.35265
2018,30-45 y.,Brandenburg,Often,0.18599,36,198,0.13165,0.24032
2018,30-45 y.,Brandenburg,Sometimes,0.41874,87,198,0.34985,0.48763
2018,30-45 y.,Brandenburg,Seldom,0.26072,75,198,0.19942,0.32203
2018,30-45 y.,Mecklenburg-Western Pomerania,Sometimes,0.38075,47,99,0.28462,0.47689
2018,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.33002,52,99,0.23692,0.42312
2018,30-45 y.,Saxony,Often,0.15134,62,413,0.11673,0.18594
2018,30-45 y.,Saxony,Sometimes,0.32921,158,413,0.28383,0.37459
2018,30-45 y.,Saxony,Seldom,0.32613,130,413,0.28086,0.37140
2018,30-45 y.,Saxony,Never,0.13971,63,413,0.10624,0.17319
2018,30-45 y.,Saxony-Anhalt,Sometimes,0.29712,72,176,0.22941,0.36483
2018,30-45 y.,Saxony-Anhalt,Seldom,0.27989,69,176,0.21337,0.34641
2018,30-45 y.,Saxony-Anhalt,Never,0.20318,35,176,0.14356,0.26279
2018,30-45 y.,Thuringa,Often,0.19139,33,197,0.13631,0.24646
2018,30-45 y.,Thuringa,Sometimes,0.31482,87,197,0.24980,0.37984
2018,30-45 y.,Thuringa,Seldom,0.32102,77,197,0.25566,0.38638
2018,46-65 y.,Schleswig-Holstein,Often,0.12274,38,262,0.08293,0.16255
2018,46-65 y.,Schleswig-Holstein,Sometimes,0.47859,132,262,0.41799,0.53920
2018,46-65 y.,Schleswig-Holstein,Seldom,0.30054,92,262,0.24491,0.35616
2018,46-65 y.,Hamburg,Sometimes,0.31283,63,113,0.22696,0.39869
2018,46-65 y.,Hamburg,Seldom,0.30661,50,113,0.22122,0.39201
2018,46-65 y.,Lower Saxony,Very often,0.03791,39,982,0.02596,0.04986
2018,46-65 y.,Lower Saxony,Often,0.15188,157,982,0.12942,0.17434
2018,46-65 y.,Lower Saxony,Sometimes,0.36751,376,982,0.33734,0.39768
2018,46-65 y.,Lower Saxony,Seldom,0.32433,303,982,0.29504,0.35363
2018,46-65 y.,Lower Saxony,Never,0.11054,107,982,0.09092,0.13016
2018,46-65 y.,North Rhine-Westphalia,Very often,0.03207,67,2003,0.02435,0.03979
2018,46-65 y.,North Rhine-Westphalia,Often,0.18151,346,2003,0.16462,0.19839
2018,46-65 y.,North Rhine-Westphalia,Sometimes,0.36433,758,2003,0.34325,0.38541
2018,46-65 y.,North Rhine-Westphalia,Seldom,0.27221,558,2003,0.25272,0.29171
2018,46-65 y.,North Rhine-Westphalia,Never,0.14030,274,2003,0.12508,0.15551
2018,46-65 y.,Hesse,Very often,0.04239,31,679,0.02722,0.05756
2018,46-65 y.,Hesse,Often,0.17462,122,679,0.14604,0.20319
2018,46-65 y.,Hesse,Sometimes,0.33074,257,679,0.29533,0.36616
2018,46-65 y.,Hesse,Seldom,0.33004,196,679,0.29464,0.36543
2018,46-65 y.,Hesse,Never,0.11912,73,679,0.09473,0.14350
2018,46-65 y.,"Rhineland-Palatinate, Saarland",Often,0.22678,94,555,0.19191,0.26165
2018,46-65 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.32797,185,555,0.28888,0.36707
2018,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.27787,176,555,0.24057,0.31518
2018,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.13132,100,555,0.10319,0.15944
2018,46-65 y.,Baden-Wuerttemberg,Very often,0.03006,34,1018,0.01957,0.04056
2018,46-65 y.,Baden-Wuerttemberg,Often,0.14389,162,1018,0.12232,0.16546
2018,46-65 y.,Baden-Wuerttemberg,Sometimes,0.39540,391,1018,0.36535,0.42545
2018,46-65 y.,Baden-Wuerttemberg,Seldom,0.30458,299,1018,0.27629,0.33286
2018,46-65 y.,Baden-Wuerttemberg,Never,0.12442,132,1018,0.10413,0.14470
2018,46-65 y.,Bavaria,Very often,0.03921,53,1496,0.02937,0.04905
2018,46-65 y.,Bavaria,Often,0.17914,247,1496,0.15970,0.19858
2018,46-65 y.,Bavaria,Sometimes,0.34481,519,1496,0.32072,0.36890
2018,46-65 y.,Bavaria,Seldom,0.30379,493,1496,0.28048,0.32710
2018,46-65 y.,Bavaria,Never,0.12993,184,1496,0.11288,0.14697
2018,46-65 y.,Berlin,Often,0.15204,52,303,0.11154,0.19253
2018,46-65 y.,Berlin,Sometimes,0.34962,121,303,0.29584,0.40340
2018,46-65 y.,Berlin,Seldom,0.28415,92,303,0.23328,0.33502
2018,46-65 y.,Berlin,Never,0.19500,38,303,0.15031,0.23968
2018,46-65 y.,Brandenburg,Often,0.09155,39,410,0.06360,0.11949
