year,bula_h,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Schleswig-Holstein,Often,0.10887,94,644,0.08480,0.13295
2003,Schleswig-Holstein,Sometimes,0.33895,275,644,0.30236,0.37553
2003,Schleswig-Holstein,Seldom,0.23643,188,644,0.20358,0.26927
2003,Schleswig-Holstein,Never,0.11648,87,644,0.09168,0.14127
2003,Hamburg,Often,0.15232,57,278,0.11000,0.19463
2003,Hamburg,Sometimes,0.31796,117,278,0.26312,0.37280
2003,Hamburg,Seldom,0.21864,73,278,0.16996,0.26731
2003,Hamburg,Never,0.12104,31,278,0.08263,0.15946
2003,Lower Saxony,Very often,0.04045,114,1902,0.03160,0.04931
2003,Lower Saxony,Often,0.14514,356,1902,0.12931,0.16098
2003,Lower Saxony,Sometimes,0.26694,656,1902,0.24705,0.28682
2003,Lower Saxony,Seldom,0.23384,524,1902,0.21481,0.25287
2003,Lower Saxony,Never,0.13692,252,1902,0.12147,0.15238
2003,Bremen,Often,0.15983,37,138,0.09847,0.22120
2003,Bremen,Sometimes,0.30175,61,138,0.22488,0.37861
2003,Bremen,Seldom,0.19001,40,138,0.12432,0.25571
2003,North Rhine-Westphalia,Very often,0.03326,192,4640,0.02810,0.03842
2003,North Rhine-Westphalia,Often,0.13766,831,4640,0.12774,0.14757
2003,North Rhine-Westphalia,Sometimes,0.29492,1723,4640,0.28180,0.30804
2003,North Rhine-Westphalia,Seldom,0.19842,1126,4640,0.18694,0.20990
2003,North Rhine-Westphalia,Never,0.16058,768,4640,0.15001,0.17114
2003,Hesse,Very often,0.04758,71,1487,0.03675,0.05840
2003,Hesse,Often,0.13712,274,1487,0.11963,0.15461
2003,Hesse,Sometimes,0.26994,524,1487,0.24737,0.29251
2003,Hesse,Seldom,0.20297,382,1487,0.18252,0.22342
2003,Hesse,Never,0.14809,236,1487,0.13003,0.16615
2003,"Rhineland-Palatinate, Saarland",Very often,0.02442,45,1321,0.01609,0.03275
2003,"Rhineland-Palatinate, Saarland",Often,0.14673,251,1321,0.12764,0.16582
2003,"Rhineland-Palatinate, Saarland",Sometimes,0.24418,416,1321,0.22100,0.26735
2003,"Rhineland-Palatinate, Saarland",Seldom,0.20139,335,1321,0.17975,0.22302
2003,"Rhineland-Palatinate, Saarland",Never,0.18298,274,1321,0.16212,0.20383
2003,Baden-Wuerttemberg,Very often,0.02882,97,2676,0.02248,0.03516
2003,Baden-Wuerttemberg,Often,0.11556,395,2676,0.10344,0.12767
2003,Baden-Wuerttemberg,Sometimes,0.27877,955,2676,0.26178,0.29577
2003,Baden-Wuerttemberg,Seldom,0.23440,757,2676,0.21835,0.25046
2003,Baden-Wuerttemberg,Never,0.14383,472,2676,0.13053,0.15712
2003,Bavaria,Very often,0.03452,128,3111,0.02810,0.04093
2003,Bavaria,Often,0.12534,498,3111,0.11370,0.13697
2003,Bavaria,Sometimes,0.25713,1039,3111,0.24177,0.27249
2003,Bavaria,Seldom,0.23872,924,3111,0.22374,0.25371
2003,Bavaria,Never,0.17548,522,3111,0.16211,0.18885
2003,Berlin,Very often,0.04499,52,816,0.03076,0.05922
2003,Berlin,Often,0.15417,162,816,0.12937,0.17896
2003,Berlin,Sometimes,0.30659,292,816,0.27493,0.33824
2003,Berlin,Seldom,0.19631,209,816,0.16904,0.22358
2003,Berlin,Never,0.13090,101,816,0.10774,0.15406
2003,Brandenburg,Very often,0.04390,39,935,0.03076,0.05704
2003,Brandenburg,Often,0.10885,118,935,0.08887,0.12882
2003,Brandenburg,Sometimes,0.29533,345,935,0.26607,0.32458
2003,Brandenburg,Seldom,0.23041,253,935,0.20340,0.25741
2003,Brandenburg,Never,0.18461,180,935,0.15972,0.20949
2003,Mecklenburg-Western Pomerania,Often,0.13055,89,509,0.10125,0.15984
2003,Mecklenburg-Western Pomerania,Sometimes,0.28480,178,509,0.24555,0.32404
2003,Mecklenburg-Western Pomerania,Seldom,0.25367,160,509,0.21584,0.29151
2003,Mecklenburg-Western Pomerania,Never,0.17387,82,509,0.14091,0.20682
2003,Saxony,Very often,0.02029,44,1602,0.01338,0.02720
2003,Saxony,Often,0.13800,266,1602,0.12110,0.15489
2003,Saxony,Sometimes,0.27509,538,1602,0.25321,0.29696
2003,Saxony,Seldom,0.25277,468,1602,0.23148,0.27406
2003,Saxony,Never,0.17070,286,1602,0.15227,0.18913
2003,Saxony-Anhalt,Very often,0.02651,38,930,0.01618,0.03684
2003,Saxony-Anhalt,Often,0.15463,173,930,0.13138,0.17788
2003,Saxony-Anhalt,Sometimes,0.20842,241,930,0.18230,0.23454
2003,Saxony-Anhalt,Seldom,0.25426,279,930,0.22625,0.28226
2003,Saxony-Anhalt,Never,0.22661,199,930,0.19969,0.25353
2003,Thuringa,Often,0.10384,119,926,0.08418,0.12350
2003,Thuringa,Sometimes,0.25825,324,926,0.23004,0.28645
