year,bula_h,regtyp,hgeqpmglass,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Schleswig-Holstein,Urban regions,Yes,0.91788,141,141,0.87240,0.96336
2015,Schleswig-Holstein,Rural regions,Yes,0.96170,370,370,0.94212,0.98128
2015,Hamburg,Urban regions,Yes,0.90221,264,264,0.86631,0.93811
2015,Lower Saxony,Urban regions,Yes,0.93788,583,623,0.91891,0.95685
2015,Lower Saxony,Urban regions,No,0.06212,40,623,0.04315,0.08109
2015,Lower Saxony,Rural regions,Yes,0.94408,814,866,0.92877,0.95939
2015,Lower Saxony,Rural regions,No,0.05592,52,866,0.04061,0.07123
2015,Bremen,Urban regions,Yes,0.95349,108,108,0.91358,0.99339
2015,North Rhine-Westphalia,Urban regions,Yes,0.93053,2887,3138,0.92163,0.93942
2015,North Rhine-Westphalia,Urban regions,No,0.06947,251,3138,0.06058,0.07837
2015,North Rhine-Westphalia,Rural regions,Yes,0.93275,50,50,0.86262,1.00288
2015,Hesse,Urban regions,Yes,0.86357,812,907,0.84122,0.88592
2015,Hesse,Urban regions,No,0.13643,95,907,0.11408,0.15878
2015,Hesse,Rural regions,Yes,0.94194,203,203,0.90969,0.97419
2015,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.90957,613,680,0.88800,0.93114
2015,"Rhineland-Palatinate, Saarland",Urban regions,No,0.09043,67,680,0.06886,0.11200
2015,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.88781,219,219,0.84592,0.92971
2015,Baden-Wuerttemberg,Urban regions,Yes,0.86958,1415,1632,0.85323,0.88592
2015,Baden-Wuerttemberg,Urban regions,No,0.13042,217,1632,0.11408,0.14677
2015,Baden-Wuerttemberg,Rural regions,Yes,0.91749,170,170,0.87601,0.95898
2015,Bavaria,Urban regions,Yes,0.88523,1095,1235,0.86744,0.90301
2015,Bavaria,Urban regions,No,0.11477,140,1235,0.09699,0.13256
2015,Bavaria,Rural regions,Yes,0.88357,1185,1338,0.86638,0.90076
2015,Bavaria,Rural regions,No,0.11643,153,1338,0.09924,0.13362
2015,Berlin,Urban regions,Yes,0.78266,501,644,0.75078,0.81454
2015,Berlin,Urban regions,No,0.21734,143,644,0.18546,0.24922
2015,Brandenburg,Urban regions,Yes,0.85046,39,39,0.73707,0.96385
2015,Brandenburg,Rural regions,Yes,0.89403,503,554,0.86837,0.91968
2015,Brandenburg,Rural regions,No,0.10597,51,554,0.08032,0.13163
2015,Mecklenburg-Western Pomerania,Urban regions,Yes,0.80804,38,38,0.68113,0.93494
2015,Mecklenburg-Western Pomerania,Rural regions,Yes,0.85772,275,275,0.81636,0.89909
2015,Saxony,Urban regions,Yes,0.83907,441,500,0.80683,0.87132
2015,Saxony,Urban regions,No,0.16093,59,500,0.12868,0.19317
2015,Saxony,Rural regions,Yes,0.85280,348,408,0.81837,0.88722
2015,Saxony,Rural regions,No,0.14720,60,408,0.11278,0.18163
2015,Saxony-Anhalt,Urban regions,Yes,0.92912,117,117,0.88242,0.97582
2015,Saxony-Anhalt,Rural regions,Yes,0.89508,370,411,0.86542,0.92475
2015,Saxony-Anhalt,Rural regions,No,0.10492,41,411,0.07525,0.13458
2015,Thuringa,Urban regions,Yes,0.95530,182,182,0.92520,0.98541
2015,Thuringa,Rural regions,Yes,0.90524,361,361,0.87498,0.93549
2016,Schleswig-Holstein,Urban regions,Yes,0.95009,130,130,0.91251,0.98767
2016,Schleswig-Holstein,Rural regions,Yes,0.96949,353,353,0.95153,0.98746
2016,Hamburg,Urban regions,Yes,0.94243,249,249,0.91344,0.97142
2016,Lower Saxony,Urban regions,Yes,0.94967,535,535,0.93113,0.96821
2016,Lower Saxony,Rural regions,Yes,0.96442,751,751,0.95116,0.97767
2016,Bremen,Urban regions,Yes,0.94241,96,96,0.89557,0.98926
2016,North Rhine-Westphalia,Urban regions,Yes,0.94229,2673,2849,0.93373,0.95085
2016,North Rhine-Westphalia,Urban regions,No,0.05771,176,2849,0.04915,0.06627
2016,North Rhine-Westphalia,Rural regions,Yes,0.92338,50,50,0.84890,0.99785
2016,Hesse,Urban regions,Yes,0.91044,735,798,0.89061,0.93026
2016,Hesse,Urban regions,No,0.08956,63,798,0.06974,0.10939
2016,Hesse,Rural regions,Yes,0.98764,173,173,0.97113,1.00415
2016,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.93313,578,624,0.91352,0.95275
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.06687,46,624,0.04725,0.08648
2016,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.90120,203,203,0.86005,0.94235
2016,Baden-Wuerttemberg,Urban regions,Yes,0.91202,1333,1449,0.89743,0.92661
2016,Baden-Wuerttemberg,Urban regions,No,0.08798,116,1449,0.07339,0.10257
2016,Baden-Wuerttemberg,Rural regions,Yes,0.96456,163,163,0.93609,0.99303
2016,Bavaria,Urban regions,Yes,0.89595,998,1098,0.87789,0.91402
2016,Bavaria,Urban regions,No,0.10405,100,1098,0.08598,0.12211
2016,Bavaria,Rural regions,Yes,0.91928,1099,1199,0.90385,0.93470
2016,Bavaria,Rural regions,No,0.08072,100,1199,0.06530,0.09615
2016,Berlin,Urban regions,Yes,0.85379,508,610,0.82573,0.88185
2016,Berlin,Urban regions,No,0.14621,102,610,0.11815,0.17427
2016,Brandenburg,Urban regions,Yes,0.92871,39,39,0.84690,1.01052
2016,Brandenburg,Rural regions,Yes,0.92168,483,516,0.89848,0.94489
2016,Brandenburg,Rural regions,No,0.07832,33,516,0.05511,0.10152
2016,Mecklenburg-Western Pomerania,Urban regions,Yes,0.81855,40,40,0.69759,0.93950
2016,Mecklenburg-Western Pomerania,Rural regions,Yes,0.96058,267,267,0.93720,0.98397
2016,Saxony,Urban regions,Yes,0.91226,425,465,0.88651,0.93800
2016,Saxony,Urban regions,No,0.08774,40,465,0.06200,0.11349
2016,Saxony,Rural regions,Yes,0.91675,360,399,0.88961,0.94389
2016,Saxony,Rural regions,No,0.08325,39,399,0.05611,0.11039
2016,Saxony-Anhalt,Urban regions,Yes,0.86843,112,112,0.80554,0.93131
2016,Saxony-Anhalt,Rural regions,Yes,0.95390,368,368,0.93245,0.97536
2016,Thuringa,Urban regions,Yes,0.96686,171,171,0.93994,0.99377
2016,Thuringa,Rural regions,Yes,0.91729,340,340,0.88797,0.94661
2017,Schleswig-Holstein,Urban regions,Yes,0.98746,168,168,0.97058,1.00434
2017,Schleswig-Holstein,Rural regions,Yes,0.95656,369,369,0.93574,0.97739
2017,Hamburg,Urban regions,Yes,0.91283,275,275,0.87943,0.94623
2017,Lower Saxony,Urban regions,Yes,0.94820,636,636,0.93096,0.96544
2017,Lower Saxony,Rural regions,Yes,0.95869,851,851,0.94531,0.97207
2017,Bremen,Urban regions,Yes,0.95003,120,120,0.91089,0.98918
2017,North Rhine-Westphalia,Urban regions,Yes,0.95259,2988,3123,0.94513,0.96004
2017,North Rhine-Westphalia,Urban regions,No,0.04741,135,3123,0.03996,0.05487
2017,North Rhine-Westphalia,Rural regions,Yes,0.98972,61,61,0.96419,1.01524
2017,Hesse,Urban regions,Yes,0.93285,792,847,0.91598,0.94972
2017,Hesse,Urban regions,No,0.06715,55,847,0.05028,0.08402
2017,Hesse,Rural regions,Yes,0.92664,198,198,0.89023,0.96305
2017,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.95934,634,634,0.94395,0.97472
2017,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.90789,210,210,0.86868,0.94709
2017,Baden-Wuerttemberg,Urban regions,Yes,0.89669,1405,1541,0.88149,0.91189
2017,Baden-Wuerttemberg,Urban regions,No,0.10331,136,1541,0.08811,0.11851
2017,Baden-Wuerttemberg,Rural regions,Yes,0.92599,173,173,0.88686,0.96511
2017,Bavaria,Urban regions,Yes,0.92138,1105,1197,0.90613,0.93664
2017,Bavaria,Urban regions,No,0.07862,92,1197,0.06336,0.09387
2017,Bavaria,Rural regions,Yes,0.93104,1206,1305,0.91729,0.94479
2017,Bavaria,Rural regions,No,0.06896,99,1305,0.05521,0.08271
2017,Berlin,Urban regions,Yes,0.82620,555,659,0.79724,0.85515
2017,Berlin,Urban regions,No,0.17380,104,659,0.14485,0.20276
2017,Brandenburg,Urban regions,Yes,0.87673,46,46,0.78068,0.97278
2017,Brandenburg,Rural regions,Yes,0.93877,535,535,0.91843,0.95910
2017,Mecklenburg-Western Pomerania,Urban regions,Yes,0.94771,50,50,0.88538,1.01004
2017,Mecklenburg-Western Pomerania,Rural regions,Yes,0.89557,287,287,0.86012,0.93101
2017,Saxony,Urban regions,Yes,0.90003,490,531,0.87450,0.92557
2017,Saxony,Urban regions,No,0.09997,41,531,0.07443,0.12550
2017,Saxony,Rural regions,Yes,0.90790,417,454,0.88127,0.93453
2017,Saxony,Rural regions,No,0.09210,37,454,0.06547,0.11873
2017,Saxony-Anhalt,Urban regions,Yes,0.94453,114,114,0.90233,0.98673
2017,Saxony-Anhalt,Rural regions,Yes,0.93467,427,427,0.91121,0.95814
2017,Thuringa,Urban regions,Yes,0.99721,182,182,0.98952,1.00490
2017,Thuringa,Rural regions,Yes,0.92986,383,383,0.90425,0.95547
2018,Schleswig-Holstein,Urban regions,Yes,0.97718,182,182,0.95542,0.99893
2018,Schleswig-Holstein,Rural regions,Yes,0.95460,346,346,0.93264,0.97657
2018,Hamburg,Urban regions,Yes,0.94819,309,309,0.92344,0.97295
2018,Lower Saxony,Urban regions,Yes,0.96761,618,618,0.95364,0.98158
2018,Lower Saxony,Rural regions,Yes,0.97671,813,813,0.96634,0.98709
2018,Bremen,Urban regions,Yes,0.95939,128,128,0.92506,0.99372
2018,North Rhine-Westphalia,Urban regions,Yes,0.96220,2984,3122,0.95551,0.96890
2018,North Rhine-Westphalia,Urban regions,No,0.03780,138,3122,0.03110,0.04449
2018,North Rhine-Westphalia,Rural regions,Yes,0.96816,54,54,0.92090,1.01543
2018,Hesse,Urban regions,Yes,0.91928,758,798,0.90037,0.93819
2018,Hesse,Urban regions,No,0.08072,40,798,0.06181,0.09963
2018,Hesse,Rural regions,Yes,0.98167,200,200,0.96303,1.00031
2018,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.96708,640,640,0.95325,0.98092
2018,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.92571,206,206,0.88982,0.96161
2018,Baden-Wuerttemberg,Urban regions,Yes,0.94356,1368,1449,0.93168,0.95545
2018,Baden-Wuerttemberg,Urban regions,No,0.05644,81,1449,0.04455,0.06832
2018,Baden-Wuerttemberg,Rural regions,Yes,0.98154,172,172,0.96137,1.00172
2018,Bavaria,Urban regions,Yes,0.92949,1085,1170,0.91481,0.94416
