year,pgisced97,quintil_oecd,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,1st Quintile,,,,,,,,,,,,
1984,Pre-primary Level,2nd Quintile,,,,,,,,,,,,
1984,Pre-primary Level,3rd Quintile,,,,,,,,,,,,
1984,Pre-primary Level,4th Quintile,,,,,,,,,,,,
1984,Pre-primary Level,5th Quintile,,,,,,,,,,,,
1984,Primary Level,1st Quintile,125,35.71091,33.68884,37.73297,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Primary Level,2nd Quintile,126,38.46658,37.39103,39.54212,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Primary Level,3rd Quintile,111,38.81598,37.60379,40.02817,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Primary Level,4th Quintile,124,39.36044,38.60364,40.11724,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Primary Level,5th Quintile,67,39.99863,39.20135,40.79591,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Lower Secondary Level,1st Quintile,267,36.72061,35.43518,38.00604,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Lower Secondary Level,2nd Quintile,332,36.00379,34.90474,37.10285,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Lower Secondary Level,3rd Quintile,348,35.65163,34.69047,36.61279,39.17347,40.00000,40.00000,37.93366,41.23980,40.0,40.00000,40.00000
1984,Lower Secondary Level,4th Quintile,327,36.26291,35.32890,37.19693,36.00000,40.00000,40.00000,30.00000,46.00000,40.0,40.00000,40.00000
1984,Lower Secondary Level,5th Quintile,196,37.55848,36.42165,38.69530,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Upper Secondary Level,1st Quintile,348,37.76351,36.87610,38.65092,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Upper Secondary Level,2nd Quintile,589,38.61422,37.95974,39.26870,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Upper Secondary Level,3rd Quintile,660,37.87421,37.29568,38.45274,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Upper Secondary Level,4th Quintile,794,37.90136,37.33042,38.47229,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
