year,migback,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1997,No migration background,Rural regions,1883,36.18435,35.85212,36.51658,36.50000,38.50000,40.00000,31.25000,45.25000,38.5,38.50000,39.00000
1997,Direct migration background,Urban regions,961,35.47805,34.96696,35.98914,35.00000,37.50000,40.00000,27.50000,47.50000,37.5,37.50000,38.00000
1997,Direct migration background,Rural regions,194,34.72718,33.46710,35.98727,36.00000,38.50000,40.00000,30.00000,46.00000,38.5,38.00000,38.50000
1997,Indirect migration background,Urban regions,254,35.93419,35.10309,36.76530,36.84352,38.00000,39.63626,32.65441,43.82537,38.0,37.50000,38.50000
1997,Indirect migration background,Rural regions,47,35.09285,32.58276,37.60295,37.50000,38.19490,40.00000,33.75000,43.75000,38.2,37.50000,39.50000
1998,No migration background,Urban regions,3202,34.81018,34.51663,35.10373,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.00000,38.50000
1998,No migration background,Rural regions,2114,35.77166,35.43619,36.10712,36.00000,38.50000,40.00000,30.00000,46.00000,38.5,38.50000,38.50000
1998,Direct migration background,Urban regions,947,35.13879,34.63700,35.64058,35.00000,37.50000,40.00000,27.50000,47.50000,37.5,37.50000,38.00000
1998,Direct migration background,Rural regions,171,34.64727,33.09833,36.19621,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.50000,38.50000
1998,Indirect migration background,Urban regions,254,35.80229,34.94866,36.65592,35.12140,38.00000,39.00000,29.30351,44.81789,38.0,37.50000,38.50000
1998,Indirect migration background,Rural regions,51,33.32462,30.68345,35.96580,31.55709,38.46483,38.92599,20.50374,40.0,38.5,35.00000,38.50000
1999,No migration background,Urban regions,3187,34.66277,34.35352,34.97202,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.00000,38.50000
1999,No migration background,Rural regions,2137,35.73830,35.39827,36.07832,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.50000,38.50000
1999,Direct migration background,Urban regions,882,34.88578,34.34291,35.42864,35.00000,37.72884,40.00000,27.50000,47.50000,37.7,37.50000,38.00000
1999,Direct migration background,Rural regions,163,33.89993,32.26474,35.53512,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.50000,38.50000
1999,Indirect migration background,Urban regions,286,35.41921,34.46261,36.37582,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.50000
1999,Indirect migration background,Rural regions,49,33.36788,30.87112,35.86463,27.35894,37.50000,40.00000,8.39735,42.0,37.5,35.00000,38.50000
2000,No migration background,Urban regions,5595,34.68361,34.45642,34.91079,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.00000,38.50000
2000,No migration background,Rural regions,3579,35.68415,35.41734,35.95097,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.50000,38.50000
2000,Direct migration background,Urban regions,1278,34.65184,34.16858,35.13510,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.50000,38.00000
2000,Direct migration background,Rural regions,235,33.93837,32.69670,35.18005,34.00000,38.00000,40.00000,25.00000,49.00000,38.0,37.50000,38.20000
2000,Indirect migration background,Urban regions,366,35.41076,34.55024,36.27127,37.00000,38.50000,40.00000,32.50000,44.50000,38.5,38.00000,38.50000
2000,Indirect migration background,Rural regions,53,35.17942,33.38502,36.97382,35.00000,38.00000,40.00000,27.50000,41.0,38.0,35.00000,38.51250
2001,No migration background,Urban regions,5293,34.17124,33.92051,34.42197,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.00000
2001,No migration background,Rural regions,3294,35.17247,34.87436,35.47059,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.50000,38.50000
2001,Direct migration background,Urban regions,1185,34.54706,34.04320,35.05093,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.00000
2001,Direct migration background,Rural regions,224,35.05023,33.85461,36.24584,36.62106,38.50000,40.00000,31.55264,45.06842,38.5,38.00000,38.50000
2001,Indirect migration background,Urban regions,365,34.79648,33.87194,35.72102,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.50000
2001,Indirect migration background,Rural regions,49,33.98408,31.68256,36.28559,32.51170,37.50000,38.50000,23.52924,40.8,37.5,35.00000,38.50000
2002,No migration background,Urban regions,5589,34.26430,34.02478,34.50383,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.50000
2002,No migration background,Rural regions,3264,35.16162,34.86287,35.46037,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.50000,38.50000
2002,Direct migration background,Urban regions,1072,34.51053,33.95517,35.06588,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.50000,38.00000
2002,Direct migration background,Rural regions,196,33.76066,32.30704,35.21428,34.61837,38.00000,40.00000,26.54594,48.07244,38.0,38.00000,38.50000
2002,Indirect migration background,Urban regions,346,34.87690,33.94754,35.80627,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.00000,38.50000
2002,Indirect migration background,Rural regions,45,34.50593,31.81313,37.19872,36.01685,38.00000,39.00000,31.54212,42.5,38.0,37.50000,38.50000
2003,No migration background,Urban regions,5466,33.84580,33.59464,34.09697,32.00000,38.00000,40.00000,20.00000,52.00000,38.0,38.00000,38.01250
2003,No migration background,Rural regions,3163,34.67883,34.36370,34.99395,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.50000,38.50000
2003,Direct migration background,Urban regions,1010,33.88851,33.28879,34.48824,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.50000,38.00000
2003,Direct migration background,Rural regions,193,31.66285,30.09205,33.23365,20.00000,37.50000,40.00000,5.0,50.0,37.5,36.00000,38.50000
2003,Indirect migration background,Urban regions,363,34.42727,33.42204,35.43249,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.98750,38.50000
2003,Indirect migration background,Rural regions,52,32.08886,28.99476,35.18295,25.00000,38.24998,40.00000,7.5,48.0,38.5,35.00000,39.00000
2004,No migration background,Urban regions,5111,34.10956,33.85939,34.35972,34.00000,38.00000,40.00000,25.00000,49.00000,38.0,38.00000,38.50000
2004,No migration background,Rural regions,2950,35.07486,34.73887,35.41086,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.50000,38.50000
2004,Direct migration background,Urban regions,909,33.93537,33.31061,34.56013,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.50000,38.00000
2004,Direct migration background,Rural regions,171,33.64652,31.99859,35.29445,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,37.50000,39.00000
2004,Indirect migration background,Urban regions,341,35.18075,34.28904,36.07247,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.50000
2004,Indirect migration background,Rural regions,56,34.56134,32.12122,37.00145,30.41073,40.00000,40.00000,16.02681,46.5,40.0,37.00000,40.00000
2005,No migration background,Urban regions,4876,34.55309,34.29709,34.80908,34.75833,38.50000,40.00000,26.89584,47.86250,38.5,38.50000,38.50000
2005,No migration background,Rural regions,2786,35.27487,34.95006,35.59968,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.50000,39.00000
2005,Direct migration background,Urban regions,862,33.60876,32.94465,34.27288,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.50000,38.50000
2005,Direct migration background,Rural regions,148,34.28726,32.48291,36.09161,32.03870,38.50000,40.00000,20.09674,51.94195,38.5,37.48750,40.00000
2005,Indirect migration background,Urban regions,342,35.12467,34.11199,36.13735,35.00000,38.04353,40.00000,27.50000,47.50000,38.0,38.00000,38.50000
2005,Indirect migration background,Rural regions,51,35.41714,33.36517,37.46912,36.61722,38.50000,40.00000,31.54305,45.07417,38.5,37.50000,39.00000
2006,No migration background,Urban regions,5085,34.37063,34.12158,34.61968,32.00000,38.50000,40.00000,20.00000,52.00000,38.5,38.50000,38.50000
2006,No migration background,Rural regions,2968,35.12105,34.80875,35.43336,34.53175,38.50000,40.00000,26.32939,48.20237,38.5,38.50000,39.00000
2006,Direct migration background,Urban regions,845,33.51348,32.83069,34.19627,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.50000,38.50000
2006,Direct migration background,Rural regions,163,32.30853,30.64883,33.96823,24.94361,38.00000,40.00000,5.0,45.0,38.0,37.50000,38.50000
2006,Indirect migration background,Urban regions,330,35.68065,34.81561,36.54570,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.00000,38.50000
2006,Indirect migration background,Rural regions,62,34.44344,32.09698,36.78990,35.00000,40.00000,40.00000,27.50000,45.0,40.0,38.00000,40.00000
2007,No migration background,Urban regions,4906,34.35500,34.09185,34.61815,32.00000,38.50000,40.00000,20.00000,52.00000,38.5,38.50000,38.50000
2007,No migration background,Rural regions,2917,35.37077,35.04380,35.69775,35.00000,39.00000,40.00000,27.50000,47.50000,39.0,38.98750,40.00000
2007,Direct migration background,Urban regions,717,33.86165,33.09555,34.62776,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.00000,38.50000
2007,Direct migration background,Rural regions,164,32.20034,30.46405,33.93662,20.00000,38.04509,40.00000,6.0,50.0,38.0,36.46250,40.00000
2007,Indirect migration background,Urban regions,357,35.05089,34.15534,35.94644,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.00000,38.50000
2007,Indirect migration background,Rural regions,65,32.76571,30.33170,35.19972,30.00000,38.08171,40.00000,15.00000,45.0,38.5,35.00000,38.50000
2008,No migration background,Urban regions,4685,34.61676,34.35084,34.88268,34.00000,38.50000,40.00000,25.00000,49.00000,38.5,38.50000,38.50000
2008,No migration background,Rural regions,2728,35.10738,34.76027,35.45449,35.00000,39.00000,40.00000,27.50000,47.50000,39.0,39.00000,39.00000
2008,Direct migration background,Urban regions,683,33.26803,32.49196,34.04410,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.00000,38.50000
2008,Direct migration background,Rural regions,146,31.79876,30.11686,33.48067,24.75555,37.50000,40.00000,2.5,48.0,37.5,35.00000,38.50000
2008,Indirect migration background,Urban regions,357,35.51012,34.60498,36.41526,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.50000,40.00000
2008,Indirect migration background,Rural regions,56,34.69716,32.47042,36.92390,33.62321,38.50000,40.00000,24.05803,42.0,38.5,35.00000,40.00000
2009,No migration background,Urban regions,4394,34.62750,34.35068,34.90433,34.37361,38.50000,40.00000,25.93402,48.43959,38.5,38.50000,39.00000
2009,No migration background,Rural regions,2664,35.24611,34.90230,35.58993,35.00000,39.00000,40.00000,27.50000,47.50000,39.0,38.50000,39.00000
2009,Direct migration background,Urban regions,576,32.54040,31.62794,33.45286,25.00000,38.00000,40.00000,2.50000,62.50000,38.0,37.50000,38.50000
2009,Direct migration background,Rural regions,122,30.80822,28.56708,33.04936,20.00000,37.66246,40.00000,4.0,56.0,37.5,30.00000,40.00000
2009,Indirect migration background,Urban regions,319,34.90907,33.91263,35.90552,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,37.50000,39.00000
2009,Indirect migration background,Rural regions,63,35.46815,33.33132,37.60498,33.92204,38.50000,40.00000,24.80509,49.11695,38.5,35.00000,40.00000
2010,No migration background,Urban regions,5912,34.20785,33.96054,34.45516,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.50000,39.00000
2010,No migration background,Rural regions,3655,34.81894,34.50698,35.13091,34.00000,39.00000,40.00000,25.00000,49.00000,39.0,38.99250,39.00000
2010,Direct migration background,Urban regions,1013,33.16790,32.49003,33.84577,28.74643,38.00000,40.00000,11.86607,56.88036,38.0,38.00000,38.50000
2010,Direct migration background,Rural regions,273,28.78286,27.14702,30.41870,15.00000,35.00000,40.00000,2.0,60.0,35.0,30.00000,38.00000
2010,Indirect migration background,Urban regions,450,33.86956,32.95077,34.78835,30.00000,38.00000,40.00000,15.00000,50.0,38.0,37.50000,39.00000
2010,Indirect migration background,Rural regions,100,34.63505,32.80858,36.46151,35.00000,40.00000,40.00000,27.50000,42.0,40.0,37.98750,40.00000
2011,No migration background,Urban regions,7081,34.43070,34.20928,34.65211,31.38266,39.00000,40.00000,18.45666,52.92600,39.0,38.50000,39.00000
2011,No migration background,Rural regions,4533,35.19033,34.92367,35.45698,35.00000,39.00000,40.00000,27.50000,47.50000,39.0,39.00000,40.00000
2011,Direct migration background,Urban regions,1169,33.15590,32.53606,33.77574,27.00000,38.50000,40.00000,7.50000,58.0,38.5,38.00000,39.00000
2011,Direct migration background,Rural regions,384,31.10971,29.87215,32.34727,20.00000,38.00000,40.00000,4.0,56.0,38.0,35.00000,39.00000
2011,Indirect migration background,Urban regions,539,34.33119,33.51777,35.14461,32.20865,38.50000,40.00000,20.52163,51.68702,38.5,38.00000,39.00000
2011,Indirect migration background,Rural regions,134,33.61230,32.07489,35.14971,30.00000,38.38075,40.00000,15.00000,50.0,38.5,35.00000,38.50000
2012,No migration background,Urban regions,6879,34.44028,34.21016,34.67041,32.00000,39.00000,40.00000,20.00000,52.00000,39.0,39.00000,39.00000
2012,No migration background,Rural regions,4503,34.86928,34.60152,35.13704,32.00000,39.00000,40.00000,20.00000,52.00000,39.0,39.00000,40.00000
2012,Direct migration background,Urban regions,1181,33.32508,32.70524,33.94493,28.00000,38.50000,40.00000,10.00000,58.00000,38.5,38.00000,39.00000
2012,Direct migration background,Rural regions,404,32.43462,31.35812,33.51112,27.66075,38.00000,40.00000,9.15187,58.50888,38.0,37.00000,40.00000
2012,Indirect migration background,Urban regions,534,34.35248,33.49227,35.21269,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.00000,39.50000
2012,Indirect migration background,Rural regions,132,35.98853,34.49419,37.48286,30.00000,39.00000,40.00000,15.00000,55.00000,39.0,38.00000,40.00000
2013,No migration background,Urban regions,6610,34.53129,34.30271,34.75987,32.00000,39.00000,40.00000,20.00000,52.00000,39.0,38.50000,39.00000
2013,No migration background,Rural regions,4274,34.84636,34.57266,35.12006,31.18160,39.00000,40.00000,17.95401,53.22759,39.0,39.00000,40.00000
2013,Direct migration background,Urban regions,2669,33.04221,32.63595,33.44848,25.00000,38.50000,40.00000,2.50000,62.50000,38.5,38.00000,39.00000
2013,Direct migration background,Rural regions,868,33.21013,32.49078,33.92948,27.68265,38.50000,40.00000,9.20662,58.47603,38.5,38.00000,40.00000
2013,Indirect migration background,Urban regions,924,34.42731,33.77861,35.07601,35.00000,39.00000,40.00000,27.50000,47.50000,39.0,38.50000,39.51250
2013,Indirect migration background,Rural regions,200,35.53676,34.34250,36.73102,35.00000,39.00000,40.00000,27.50000,47.50000,39.0,38.00000,40.00000
2014,No migration background,Urban regions,6153,34.05277,33.80732,34.29822,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.50000,39.00000
2014,No migration background,Rural regions,3925,34.00358,33.69850,34.30867,30.00000,39.00000,40.00000,15.00000,55.00000,39.0,38.50000,39.00000
2014,Direct migration background,Urban regions,2177,32.55361,32.09339,33.01383,25.00000,38.50000,40.00000,2.50000,62.50000,38.5,38.00000,39.00000
2014,Direct migration background,Rural regions,744,32.26041,31.46129,33.05953,25.00000,38.00000,40.00000,2.50000,62.50000,38.0,35.00000,40.00000
2014,Indirect migration background,Urban regions,775,34.03986,33.33363,34.74608,32.00000,39.00000,40.00000,20.00000,52.00000,39.0,38.00000,40.00000
2014,Indirect migration background,Rural regions,199,34.30784,32.87712,35.73857,33.93493,38.50000,40.00000,24.83733,49.09760,38.5,38.00000,40.00000
2015,No migration background,Urban regions,5795,33.95280,33.70029,34.20532,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.50000,39.00000
2015,No migration background,Rural regions,3739,34.23921,33.93649,34.54194,30.00000,39.00000,40.00000,15.00000,55.00000,39.0,38.50000,39.00000
2015,Direct migration background,Urban regions,2447,32.95538,32.52591,33.38485,25.00000,38.50000,40.00000,2.50000,62.50000,38.5,38.00000,39.00000
2015,Direct migration background,Rural regions,861,33.70787,33.04812,34.36762,30.00000,39.00000,40.00000,15.00000,50.0,39.0,38.00000,40.00000
2015,Indirect migration background,Urban regions,691,35.45278,34.77898,36.12659,35.00000,39.68427,40.00000,27.50000,47.50000,39.5,38.50000,40.00000
2015,Indirect migration background,Rural regions,184,34.20357,32.70190,35.70525,35.00000,39.00000,40.00000,27.50000,47.50000,39.0,38.50000,40.00000
2016,No migration background,Urban regions,5438,33.87772,33.61578,34.13966,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.50000,39.00000
2016,No migration background,Rural regions,3520,34.31997,34.00956,34.63039,30.00000,39.00000,40.00000,15.00000,55.00000,39.0,38.50000,39.00000
2016,Direct migration background,Urban regions,2080,32.16772,31.67782,32.65762,25.00000,38.36747,40.00000,2.50000,62.50000,38.5,38.00000,39.00000
2016,Direct migration background,Rural regions,736,33.70577,32.99022,34.42132,30.00000,39.00000,40.00000,15.00000,55.00000,39.0,37.98750,40.00000
2016,Indirect migration background,Urban regions,668,34.03567,33.27898,34.79236,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.00000,39.00000
2016,Indirect migration background,Rural regions,182,35.28669,34.00732,36.56605,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.00000,39.00000
2017,No migration background,Urban regions,6415,34.01181,33.77438,34.24924,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.50000,39.00000
2017,No migration background,Rural regions,4168,34.18379,33.89183,34.47576,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.50000,39.00000
2017,Direct migration background,Urban regions,2222,32.50332,32.04543,32.96121,25.00000,38.50000,40.00000,2.50000,62.50000,38.5,38.00000,39.00000
2017,Direct migration background,Rural regions,830,33.30770,32.59378,34.02162,29.08278,39.00000,40.00000,12.70695,56.37583,39.0,37.50000,40.00000
