year,migback,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,West,4064,37.68394,37.42091,37.94697,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Direct migration background,West,2087,38.69367,38.38008,39.00726,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Indirect migration background,West,57,36.57251,34.41183,38.73320,29.50802,40.00000,40.00000,20.0,55.73796,40.0,40.00000,40.00000
1985,No migration background,West,3651,37.15332,36.89910,37.40754,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Direct migration background,West,1760,38.13299,37.79477,38.47121,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Indirect migration background,West,57,38.44002,36.75929,40.12076,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1986,No migration background,West,3540,37.19548,36.95331,37.43765,39.00000,40.00000,40.00000,37.50000,41.50000,40.0,40.00000,40.00000
1986,Direct migration background,West,1677,37.78570,37.47741,38.09398,39.00000,40.00000,40.00000,37.50000,41.50000,40.0,40.00000,40.00000
1986,Indirect migration background,West,80,37.47317,35.82710,39.11924,37.12457,40.00000,40.00000,32.81142,44.31315,40.0,38.00000,40.00000
1987,No migration background,West,3543,36.98865,36.73282,37.24448,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,40.00000,40.00000
1987,Direct migration background,West,1669,37.62024,37.30374,37.93675,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,40.00000,40.00000
1987,Indirect migration background,West,79,37.76201,36.62670,38.89732,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,39.00000,40.00000
1988,No migration background,West,3370,36.74880,36.48686,37.01074,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,40.00000,40.00000
