year,bula_h,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Schleswig-Holstein,Urban regions,89,36.55331,35.07894,38.02768,39.43239,40.00000,40.00000,38.58097,40.85142,40.0,40.00000,40.00000
1985,Schleswig-Holstein,Rural regions,78,38.35650,36.63158,40.08142,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Hamburg,Urban regions,144,36.57591,35.18027,37.97154,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Hamburg,Rural regions,,,,,,,,,,,,
1985,Lower Saxony,Urban regions,238,36.87489,35.84477,37.90501,38.41808,40.00000,40.00000,36.04519,42.37288,40.0,40.00000,40.00000
1985,Lower Saxony,Rural regions,231,37.10563,36.09564,38.11563,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Bremen,Urban regions,38,34.80330,31.66288,37.94371,38.00000,40.00000,40.00000,35.00000,40.0,40.0,38.00000,40.00000
1985,North Rhine-Westphalia,Urban regions,1383,37.32271,36.91065,37.73477,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,North Rhine-Westphalia,Rural regions,36,38.01352,35.89876,40.12827,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Hesse,Urban regions,516,37.12777,36.40873,37.84681,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Hesse,Rural regions,68,35.74141,33.40408,38.07874,39.86508,40.00000,40.00000,39.66271,40.20238,40.0,40.00000,40.00000
1985,"Rhineland-Palatinate, Saarland",Urban regions,304,38.09721,37.36326,38.83116,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,"Rhineland-Palatinate, Saarland",Rural regions,49,38.22121,35.95716,40.48526,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Baden-Wuerttemberg,Urban regions,984,37.75952,37.28099,38.23804,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Baden-Wuerttemberg,Rural regions,152,35.88980,34.44159,37.33801,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Bavaria,Urban regions,528,36.88573,36.23606,37.53540,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Bavaria,Rural regions,427,37.30452,36.57198,38.03705,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Berlin,Urban regions,200,37.69229,36.83980,38.54479,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1986,Schleswig-Holstein,Urban regions,87,35.26529,33.38924,37.14133,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,40.00000,40.00000
1986,Schleswig-Holstein,Rural regions,82,39.36027,38.41435,40.30619,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1986,Hamburg,Urban regions,124,38.30013,37.57606,39.02421,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,40.00000,40.00000
1986,Hamburg,Rural regions,,,,,,,,,,,,
