year,bula_h,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,male,112,41.27385,39.98143,42.56628,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Schleswig-Holstein,female,78,32.69130,30.41339,34.96920,25.00000,40.00000,40.00000,2.50000,45.0,40.0,30.00000,40.00000
1984,Hamburg,male,90,40.47228,40.08103,40.86353,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Hamburg,female,66,33.93024,31.45911,36.40137,25.44312,40.00000,40.00000,4.0,45.0,40.0,40.00000,40.00000
1984,Lower Saxony,male,349,40.84406,40.37608,41.31205,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Lower Saxony,female,210,32.40711,30.90908,33.90513,24.52000,40.00000,40.00000,3.0,60.0,40.0,36.00000,40.00000
1984,Bremen,male,30,41.18083,38.21641,44.14525,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Bremen,female,,,,,,,,,,,,
1984,North Rhine-Westphalia,male,1039,40.30594,39.95701,40.65486,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,North Rhine-Westphalia,female,545,33.63303,32.76874,34.49731,25.00000,40.00000,40.00000,3.0,62.50000,40.0,40.00000,40.00000
1984,Hesse,male,416,40.46901,40.03368,40.90434,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Hesse,female,248,31.67801,30.32175,33.03427,21.00000,40.00000,40.00000,4.0,65.0,40.0,31.97500,40.00000
1984,"Rhineland-Palatinate, Saarland",male,249,40.70808,40.20514,41.21101,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,"Rhineland-Palatinate, Saarland",female,148,33.83453,32.09845,35.57060,29.88440,40.00000,40.00000,14.71099,50.0,40.0,40.00000,40.00000
1984,Baden-Wuerttemberg,male,808,40.87805,40.59753,41.15856,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Baden-Wuerttemberg,female,481,33.39067,32.42411,34.35723,24.34730,40.00000,40.00000,1.0,63.47904,40.0,40.00000,40.00000
1984,Bavaria,male,638,40.76401,40.31854,41.20949,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Bavaria,female,449,34.11249,33.17304,35.05195,25.82834,40.00000,40.00000,4.57085,61.25749,40.0,40.00000,40.00000
1984,Berlin,male,130,39.50180,38.87886,40.12474,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Berlin,female,107,34.54457,32.82064,36.26850,25.12736,40.00000,40.00000,6.0,42.0,40.0,40.00000,40.00000
1985,Schleswig-Holstein,male,100,39.20985,37.97664,40.44306,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Schleswig-Holstein,female,67,34.63458,32.64846,36.62071,25.00000,40.00000,40.00000,18.0,45.0,40.0,40.00000,40.00000
1985,Hamburg,male,86,38.69756,37.43561,39.95952,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Hamburg,female,61,33.48558,30.81902,36.15214,25.00000,40.00000,40.00000,2.50000,48.0,40.0,38.00000,40.00000
1985,Lower Saxony,male,277,40.06178,39.63261,40.49096,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Lower Saxony,female,192,32.94552,31.52500,34.36605,25.00000,40.00000,40.00000,4.0,62.50000,40.0,40.00000,40.00000
1985,Bremen,male,,,,,,,,,,,,
1985,Bremen,female,,,,,,,,,,,,
1985,North Rhine-Westphalia,male,916,39.57478,39.27645,39.87311,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,North Rhine-Westphalia,female,503,33.69028,32.80132,34.57925,25.00000,40.00000,40.00000,4.0,62.50000,40.0,40.00000,40.00000
1985,Hesse,male,373,39.96112,39.54391,40.37832,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Hesse,female,211,31.68431,30.15920,33.20942,20.83483,40.00000,40.00000,3.0,50.0,40.0,38.00000,40.00000
1985,"Rhineland-Palatinate, Saarland",male,222,40.23548,39.87054,40.60042,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,"Rhineland-Palatinate, Saarland",female,131,34.74454,33.12982,36.35926,27.93427,40.00000,40.00000,10.0,50.0,40.0,40.00000,40.00000
1985,Baden-Wuerttemberg,male,695,40.05679,39.76119,40.35239,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Baden-Wuerttemberg,female,441,33.98164,33.02439,34.93889,24.00000,40.00000,40.00000,3.0,64.00000,40.0,40.00000,40.00000
1985,Bavaria,male,554,39.83776,39.55025,40.12527,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Bavaria,female,401,33.40280,32.43501,34.37059,25.00000,40.00000,40.00000,6.0,50.0,40.0,40.00000,40.00000
1985,Berlin,male,107,39.34907,38.67923,40.01891,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
