year,bula_h,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Thuringa,Difficult,0.04195,43,43,-0.01868,0.10259
1991,Schleswig-Holstein,Difficult,0.09563,39,39,0.00213,0.18914
1991,Lower Saxony,Easy,0.03104,45,214,0.00775,0.05433
1991,Lower Saxony,Difficult,0.06709,88,214,0.03349,0.10069
1991,Lower Saxony,Almost impossible,0.06243,81,214,0.02994,0.09492
1991,North Rhine-Westphalia,Easy,0.03857,143,647,0.02372,0.05342
1991,North Rhine-Westphalia,Difficult,0.08289,293,647,0.06163,0.10415
1991,North Rhine-Westphalia,Almost impossible,0.05491,211,647,0.03734,0.07248
1991,Hesse,Easy,0.03233,44,180,0.00642,0.05824
1991,Hesse,Difficult,0.06147,80,180,0.02628,0.09666
1991,Hesse,Almost impossible,0.04245,56,180,0.01291,0.07198
1991,"Rhineland-Palatinate, Saarland",Difficult,0.07970,71,124,0.03183,0.12756
1991,"Rhineland-Palatinate, Saarland",Almost impossible,0.06526,53,124,0.02161,0.10890
1991,Baden-Wuerttemberg,Easy,0.03259,88,336,0.01358,0.05161
1991,Baden-Wuerttemberg,Difficult,0.06172,163,336,0.03595,0.08749
1991,Baden-Wuerttemberg,Almost impossible,0.02944,85,336,0.01134,0.04755
1991,Bavaria,Easy,0.03814,82,302,0.01651,0.05978
1991,Bavaria,Difficult,0.06153,144,302,0.03438,0.08867
1991,Bavaria,Almost impossible,0.03343,76,302,0.01312,0.05374
1991,Berlin,Difficult,0.06442,67,67,0.00519,0.12365
1991,Brandenburg,Difficult,0.07289,68,68,0.01064,0.13514
1991,Mecklenburg-Western Pomerania,Difficult,0.08687,56,56,0.01243,0.16130
1991,Saxony,Difficult,0.05940,100,172,0.02397,0.09483
1991,Saxony,Almost impossible,0.05177,72,172,0.01856,0.08498
1991,Saxony-Anhalt,Difficult,0.06015,61,94,0.01183,0.10848
1991,Saxony-Anhalt,Almost impossible,0.02795,33,94,-0.00555,0.06145
1991,Thuringa,Difficult,0.06373,57,92,0.01354,0.11391
1991,Thuringa,Almost impossible,0.04294,35,92,0.00129,0.08460
1992,Lower Saxony,Easy,0.04353,58,219,0.01644,0.07062
1992,Lower Saxony,Difficult,0.06770,98,219,0.03435,0.10105
1992,Lower Saxony,Almost impossible,0.04615,63,219,0.01830,0.07401
1992,North Rhine-Westphalia,Easy,0.04443,157,611,0.02808,0.06078
1992,North Rhine-Westphalia,Difficult,0.07549,278,611,0.05453,0.09646
1992,North Rhine-Westphalia,Almost impossible,0.04804,176,611,0.03107,0.06501
1992,Hesse,Easy,0.03709,54,198,0.01070,0.06348
1992,Hesse,Difficult,0.06782,91,198,0.03271,0.10293
1992,Hesse,Almost impossible,0.04048,53,198,0.01296,0.06801
1992,"Rhineland-Palatinate, Saarland",Easy,0.03793,38,153,0.00756,0.06829
1992,"Rhineland-Palatinate, Saarland",Difficult,0.07322,71,153,0.03181,0.11463
1992,"Rhineland-Palatinate, Saarland",Almost impossible,0.05623,44,153,0.01961,0.09286
1992,Baden-Wuerttemberg,Easy,0.04308,104,350,0.02178,0.06438
1992,Baden-Wuerttemberg,Difficult,0.06538,159,350,0.03945,0.09132
1992,Baden-Wuerttemberg,Almost impossible,0.02814,87,350,0.01079,0.04549
1992,Bavaria,Easy,0.04206,92,309,0.01965,0.06448
1992,Bavaria,Difficult,0.06488,145,309,0.03737,0.09239
1992,Bavaria,Almost impossible,0.03123,72,309,0.01181,0.05066
1992,Berlin,Difficult,0.08632,71,103,0.03182,0.14083
1992,Berlin,Almost impossible,0.03024,32,103,-0.00299,0.06347
1992,Brandenburg,Difficult,0.09535,83,116,0.04167,0.14903
1992,Brandenburg,Almost impossible,0.03834,33,116,0.00324,0.07343
1992,Mecklenburg-Western Pomerania,Difficult,0.08991,45,81,0.02722,0.15259
1992,Mecklenburg-Western Pomerania,Almost impossible,0.07389,36,81,0.01656,0.13121
1992,Saxony,Difficult,0.07781,123,219,0.04225,0.11337
1992,Saxony,Almost impossible,0.07098,96,219,0.03689,0.10507
1992,Saxony-Anhalt,Difficult,0.08035,83,125,0.03251,0.12820
1992,Saxony-Anhalt,Almost impossible,0.05002,42,125,0.01165,0.08839
1992,Thuringa,Difficult,0.09107,87,132,0.04180,0.14033
1992,Thuringa,Almost impossible,0.05196,45,132,0.01395,0.08996
1993,Schleswig-Holstein,Difficult,0.08860,31,31,-0.01309,0.19028
1993,Lower Saxony,Easy,0.03038,45,219,0.00760,0.05316
1993,Lower Saxony,Difficult,0.06845,96,219,0.03493,0.10197
1993,Lower Saxony,Almost impossible,0.05697,78,219,0.02620,0.08774
1993,North Rhine-Westphalia,Easy,0.03357,119,631,0.01950,0.04763
1993,North Rhine-Westphalia,Difficult,0.08661,317,631,0.06465,0.10858
1993,North Rhine-Westphalia,Almost impossible,0.05210,195,631,0.03475,0.06945
1993,Hesse,Easy,0.02245,31,184,0.00099,0.04392
1993,Hesse,Difficult,0.08214,102,184,0.04236,0.12192
1993,Hesse,Almost impossible,0.03349,51,184,0.00742,0.05956
1993,"Rhineland-Palatinate, Saarland",Difficult,0.09229,77,123,0.04093,0.14365
1993,"Rhineland-Palatinate, Saarland",Almost impossible,0.05248,46,123,0.01291,0.09206
1993,Baden-Wuerttemberg,Easy,0.02488,62,380,0.00920,0.04056
1993,Baden-Wuerttemberg,Difficult,0.07458,177,380,0.04813,0.10102
1993,Baden-Wuerttemberg,Almost impossible,0.04452,141,380,0.02376,0.06529
1993,Bavaria,Easy,0.03183,74,316,0.01245,0.05122
1993,Bavaria,Difficult,0.06918,165,316,0.04116,0.09720
1993,Bavaria,Almost impossible,0.03948,77,316,0.01797,0.06098
1993,Berlin,Difficult,0.09201,73,113,0.03848,0.14554
1993,Berlin,Almost impossible,0.04449,40,113,0.00631,0.08268
1993,Brandenburg,Difficult,0.07699,67,124,0.02988,0.12410
1993,Brandenburg,Almost impossible,0.07684,57,124,0.02977,0.12390
1993,Mecklenburg-Western Pomerania,Difficult,0.11437,63,106,0.05349,0.17524
1993,Mecklenburg-Western Pomerania,Almost impossible,0.10649,43,106,0.04749,0.16549
1993,Saxony,Difficult,0.08894,129,238,0.05270,0.12518
1993,Saxony,Almost impossible,0.08867,109,238,0.05248,0.12486
1993,Saxony-Anhalt,Difficult,0.09200,86,168,0.04817,0.13584
1993,Saxony-Anhalt,Almost impossible,0.09779,82,168,0.05274,0.14284
1993,Thuringa,Difficult,0.08929,82,134,0.04082,0.13775
1993,Thuringa,Almost impossible,0.06854,52,134,0.02560,0.11148
1994,Schleswig-Holstein,Difficult,0.10576,36,36,0.00387,0.20764
1994,Lower Saxony,Easy,0.02330,37,223,0.00345,0.04314
1994,Lower Saxony,Difficult,0.07766,100,223,0.04245,0.11286
1994,Lower Saxony,Almost impossible,0.06626,86,223,0.03354,0.09898
1994,North Rhine-Westphalia,Easy,0.02680,99,629,0.01417,0.03944
1994,North Rhine-Westphalia,Difficult,0.08489,318,629,0.06309,0.10669
1994,North Rhine-Westphalia,Almost impossible,0.06521,212,629,0.04590,0.08452
1994,Hesse,Difficult,0.08065,103,167,0.03923,0.12207
1994,Hesse,Almost impossible,0.04580,64,167,0.01400,0.07761
1994,"Rhineland-Palatinate, Saarland",Difficult,0.07619,75,129,0.03023,0.12216
1994,"Rhineland-Palatinate, Saarland",Almost impossible,0.06556,54,129,0.02268,0.10844
1994,Baden-Wuerttemberg,Easy,0.02538,61,408,0.01010,0.04066
1994,Baden-Wuerttemberg,Difficult,0.08224,208,408,0.05555,0.10893
1994,Baden-Wuerttemberg,Almost impossible,0.04991,139,408,0.02875,0.07106
1994,Bavaria,Easy,0.03442,70,335,0.01487,0.05398
1994,Bavaria,Difficult,0.07071,164,335,0.04322,0.09820
1994,Bavaria,Almost impossible,0.05192,101,335,0.02813,0.07572
1994,Berlin,Difficult,0.06862,57,91,0.01639,0.12085
1994,Berlin,Almost impossible,0.04079,34,91,-0.00008,0.08165
1994,Brandenburg,Difficult,0.06779,66,103,0.01901,0.11658
1994,Brandenburg,Almost impossible,0.04690,37,103,0.00587,0.08793
1994,Mecklenburg-Western Pomerania,Difficult,0.11479,61,96,0.05069,0.17890
1994,Mecklenburg-Western Pomerania,Almost impossible,0.08225,35,96,0.02700,0.13750
1994,Saxony,Difficult,0.09951,150,260,0.06306,0.13597
1994,Saxony,Almost impossible,0.09142,110,260,0.05632,0.12652
1994,Saxony-Anhalt,Difficult,0.09449,75,155,0.04829,0.14069
1994,Saxony-Anhalt,Almost impossible,0.10305,80,155,0.05503,0.15106
1994,Thuringa,Difficult,0.11567,92,141,0.06269,0.16865
1994,Thuringa,Almost impossible,0.05965,49,141,0.02042,0.09888
1995,Schleswig-Holstein,Difficult,0.10623,37,37,0.00557,0.20688
1995,Lower Saxony,Easy,0.02263,40,257,0.00441,0.04085
1995,Lower Saxony,Difficult,0.08937,126,257,0.05442,0.12431
1995,Lower Saxony,Almost impossible,0.06365,91,257,0.03374,0.09355
1995,North Rhine-Westphalia,Easy,0.02786,100,667,0.01536,0.04036
1995,North Rhine-Westphalia,Difficult,0.09252,364,667,0.07051,0.11452
1995,North Rhine-Westphalia,Almost impossible,0.06250,203,667,0.04412,0.08089
1995,Hesse,Difficult,0.09848,118,176,0.05433,0.14263
1995,Hesse,Almost impossible,0.04097,58,176,0.01160,0.07034
1995,"Rhineland-Palatinate, Saarland",Difficult,0.09640,99,174,0.05242,0.14038
1995,"Rhineland-Palatinate, Saarland",Almost impossible,0.08225,75,174,0.04131,0.12319
1995,Baden-Wuerttemberg,Easy,0.02389,57,427,0.00939,0.03839
1995,Baden-Wuerttemberg,Difficult,0.08264,205,427,0.05649,0.10879
1995,Baden-Wuerttemberg,Almost impossible,0.05561,165,427,0.03385,0.07737
1995,Bavaria,Easy,0.03423,83,375,0.01580,0.05266
1995,Bavaria,Difficult,0.07398,187,375,0.04745,0.10050
1995,Bavaria,Almost impossible,0.04663,105,375,0.02526,0.06800
1995,Berlin,Difficult,0.11686,81,116,0.05815,0.17558
1995,Berlin,Almost impossible,0.04265,35,116,0.00572,0.07959
1995,Brandenburg,Difficult,0.07043,63,104,0.02101,0.11984
1995,Brandenburg,Almost impossible,0.05414,41,104,0.01044,0.09784
1995,Mecklenburg-Western Pomerania,Difficult,0.10387,54,54,0.02173,0.18601
1995,Saxony,Difficult,0.09018,140,219,0.05216,0.12820
1995,Saxony,Almost impossible,0.06829,79,219,0.03480,0.10177
1995,Saxony-Anhalt,Difficult,0.07235,75,133,0.02816,0.11655
1995,Saxony-Anhalt,Almost impossible,0.07091,58,133,0.02712,0.11470
1995,Thuringa,Difficult,0.09450,80,123,0.04260,0.14641
1995,Thuringa,Almost impossible,0.05705,43,123,0.01590,0.09821
1996,Schleswig-Holstein,Difficult,0.08541,33,33,-0.01143,0.18224
1996,Lower Saxony,Easy,0.02141,36,247,0.00332,0.03950
1996,Lower Saxony,Difficult,0.08440,129,247,0.04966,0.11914
1996,Lower Saxony,Almost impossible,0.05925,82,247,0.02975,0.08875
1996,North Rhine-Westphalia,Easy,0.02855,101,666,0.01590,0.04121
1996,North Rhine-Westphalia,Difficult,0.09296,350,666,0.07089,0.11503
1996,North Rhine-Westphalia,Almost impossible,0.06199,215,666,0.04366,0.08032
1996,Hesse,Difficult,0.07962,109,162,0.03780,0.12143
1996,Hesse,Almost impossible,0.04383,53,162,0.01221,0.07546
1996,"Rhineland-Palatinate, Saarland",Difficult,0.08130,81,147,0.03697,0.12563
1996,"Rhineland-Palatinate, Saarland",Almost impossible,0.07398,66,147,0.03152,0.11643
1996,Baden-Wuerttemberg,Easy,0.02566,53,396,0.01007,0.04126
1996,Baden-Wuerttemberg,Difficult,0.07876,193,396,0.05219,0.10532
1996,Baden-Wuerttemberg,Almost impossible,0.05367,150,396,0.03144,0.07589
1996,Bavaria,Easy,0.03163,76,379,0.01399,0.04928
1996,Bavaria,Difficult,0.08189,195,379,0.05425,0.10953
1996,Bavaria,Almost impossible,0.04432,108,379,0.02357,0.06507
1996,Berlin,Difficult,0.10430,71,110,0.04692,0.16168
1996,Berlin,Almost impossible,0.04551,39,110,0.00638,0.08464
1996,Brandenburg,Difficult,0.10956,87,121,0.05367,0.16544
1996,Brandenburg,Almost impossible,0.04376,34,121,0.00716,0.08035
1996,Mecklenburg-Western Pomerania,Difficult,0.09690,52,95,0.03710,0.15670
1996,Mecklenburg-Western Pomerania,Almost impossible,0.10041,43,95,0.03965,0.16117
1996,Saxony,Difficult,0.08662,130,210,0.04849,0.12476
1996,Saxony,Almost impossible,0.06540,80,210,0.03188,0.09891
1996,Saxony-Anhalt,Difficult,0.10393,90,143,0.05373,0.15412
1996,Saxony-Anhalt,Almost impossible,0.06009,53,143,0.02100,0.09918
1996,Thuringa,Difficult,0.09642,85,124,0.04426,0.14859
1996,Thuringa,Almost impossible,0.04494,39,124,0.00832,0.08155
1997,Schleswig-Holstein,Difficult,0.10391,34,34,-0.00020,0.20803
1997,Lower Saxony,Easy,0.01656,31,238,0.00031,0.03281
1997,Lower Saxony,Difficult,0.09433,125,238,0.05712,0.13154
1997,Lower Saxony,Almost impossible,0.06023,82,238,0.02994,0.09052
1997,North Rhine-Westphalia,Easy,0.02361,80,642,0.01186,0.03537
1997,North Rhine-Westphalia,Difficult,0.09121,335,642,0.06892,0.11350
1997,North Rhine-Westphalia,Almost impossible,0.06492,227,642,0.04585,0.08400
1997,Hesse,Difficult,0.07768,94,158,0.03581,0.11955
1997,Hesse,Almost impossible,0.06013,64,158,0.02294,0.09732
1997,"Rhineland-Palatinate, Saarland",Difficult,0.09652,93,162,0.05090,0.14213
1997,"Rhineland-Palatinate, Saarland",Almost impossible,0.07281,69,162,0.03267,0.11294
1997,Baden-Wuerttemberg,Easy,0.01523,40,427,0.00360,0.02686
1997,Baden-Wuerttemberg,Difficult,0.08769,224,427,0.06083,0.11455
1997,Baden-Wuerttemberg,Almost impossible,0.05505,163,427,0.03339,0.07671
1997,Bavaria,Easy,0.02399,55,364,0.00825,0.03973
1997,Bavaria,Difficult,0.08708,205,364,0.05808,0.11609
1997,Bavaria,Almost impossible,0.04434,104,364,0.02317,0.06552
1997,Berlin,Difficult,0.09771,62,100,0.03922,0.15620
1997,Berlin,Almost impossible,0.05580,38,100,0.01058,0.10101
1997,Brandenburg,Difficult,0.09186,72,117,0.03930,0.14442
1997,Brandenburg,Almost impossible,0.06602,45,117,0.02083,0.11121
1997,Mecklenburg-Western Pomerania,Difficult,0.11629,58,58,0.03307,0.19952
1997,Saxony,Difficult,0.08975,129,195,0.04953,0.12998
1997,Saxony,Almost impossible,0.05134,66,195,0.02028,0.08239
1997,Saxony-Anhalt,Difficult,0.10103,88,141,0.05111,0.15096
1997,Saxony-Anhalt,Almost impossible,0.07021,53,141,0.02789,0.11253
1997,Thuringa,Difficult,0.10917,105,152,0.05943,0.15891
1997,Thuringa,Almost impossible,0.06137,47,152,0.02308,0.09965
1998,Schleswig-Holstein,Difficult,0.09203,40,40,0.00131,0.18276
1998,Lower Saxony,Easy,0.01795,41,257,0.00168,0.03421
1998,Lower Saxony,Difficult,0.08914,127,257,0.05423,0.12404
1998,Lower Saxony,Almost impossible,0.05502,89,257,0.02709,0.08296
1998,North Rhine-Westphalia,Easy,0.02152,88,690,0.01068,0.03235
1998,North Rhine-Westphalia,Difficult,0.09046,359,690,0.06904,0.11187
1998,North Rhine-Westphalia,Almost impossible,0.05852,243,690,0.04099,0.07605
1998,Hesse,Easy,0.02605,31,199,0.00386,0.04823
1998,Hesse,Difficult,0.08329,106,199,0.04480,0.12178
1998,Hesse,Almost impossible,0.05033,62,199,0.01988,0.08078
1998,"Rhineland-Palatinate, Saarland",Difficult,0.08176,91,161,0.03930,0.12421
1998,"Rhineland-Palatinate, Saarland",Almost impossible,0.06495,70,161,0.02676,0.10313
1998,Baden-Wuerttemberg,Easy,0.01912,51,426,0.00610,0.03214
1998,Baden-Wuerttemberg,Difficult,0.08272,216,426,0.05653,0.10891
1998,Baden-Wuerttemberg,Almost impossible,0.04823,159,426,0.02786,0.06860
1998,Bavaria,Easy,0.02130,66,396,0.00706,0.03554
1998,Bavaria,Difficult,0.08755,215,396,0.05968,0.11542
1998,Bavaria,Almost impossible,0.04478,115,396,0.02438,0.06517
1998,Berlin,Difficult,0.09276,63,95,0.03411,0.15140
1998,Berlin,Almost impossible,0.04823,32,95,0.00492,0.09154
1998,Brandenburg,Difficult,0.08442,75,122,0.03488,0.13395
1998,Brandenburg,Almost impossible,0.06711,47,122,0.02252,0.11169
1998,Mecklenburg-Western Pomerania,Difficult,0.11185,60,60,0.03142,0.19227
1998,Saxony,Difficult,0.09378,149,220,0.05517,0.13239
1998,Saxony,Almost impossible,0.04299,71,220,0.01612,0.06985
1998,Saxony-Anhalt,Difficult,0.09733,82,146,0.04908,0.14557
1998,Saxony-Anhalt,Almost impossible,0.08525,64,146,0.03980,0.13070
1998,Thuringa,Difficult,0.12920,122,161,0.07723,0.18117
1998,Thuringa,Almost impossible,0.04628,39,161,0.01373,0.07884
1999,Schleswig-Holstein,Difficult,0.08390,33,33,-0.01216,0.17995
1999,Lower Saxony,Easy,0.02158,36,234,0.00292,0.04024
1999,Lower Saxony,Difficult,0.07481,119,234,0.04103,0.10859
1999,Lower Saxony,Almost impossible,0.05267,79,234,0.02399,0.08135
1999,North Rhine-Westphalia,Easy,0.01934,71,605,0.00835,0.03032
1999,North Rhine-Westphalia,Difficult,0.08043,327,605,0.05874,0.10212
1999,North Rhine-Westphalia,Almost impossible,0.05198,207,605,0.03427,0.06968
1999,Hesse,Difficult,0.07416,89,135,0.02979,0.11852
1999,Hesse,Almost impossible,0.04572,46,135,0.01035,0.08108
1999,"Rhineland-Palatinate, Saarland",Difficult,0.08217,83,142,0.03684,0.12750
1999,"Rhineland-Palatinate, Saarland",Almost impossible,0.05707,59,142,0.01878,0.09536
1999,Baden-Wuerttemberg,Easy,0.02668,54,374,0.01032,0.04303
1999,Baden-Wuerttemberg,Difficult,0.06971,183,374,0.04387,0.09555
1999,Baden-Wuerttemberg,Almost impossible,0.05372,137,374,0.03083,0.07660
1999,Bavaria,Easy,0.02382,60,319,0.00706,0.04057
1999,Bavaria,Difficult,0.06299,162,319,0.03629,0.08969
1999,Bavaria,Almost impossible,0.04117,97,319,0.01933,0.06301
1999,Berlin,Difficult,0.09690,66,98,0.03803,0.15577
1999,Berlin,Almost impossible,0.05530,32,98,0.00981,0.10078
1999,Brandenburg,Difficult,0.08691,76,115,0.03520,0.13862
1999,Brandenburg,Almost impossible,0.05089,39,115,0.01055,0.09124
1999,Mecklenburg-Western Pomerania,Difficult,0.09733,43,43,0.00769,0.18698
1999,Saxony,Difficult,0.09788,151,227,0.05913,0.13662
1999,Saxony,Almost impossible,0.05075,76,227,0.02214,0.07937
1999,Saxony-Anhalt,Difficult,0.09189,83,130,0.04204,0.14174
1999,Saxony-Anhalt,Almost impossible,0.05639,47,130,0.01658,0.09619
1999,Thuringa,Difficult,0.10944,96,133,0.05618,0.16270
1999,Thuringa,Almost impossible,0.04477,37,133,0.00949,0.08005
2000,Schleswig-Holstein,Difficult,0.05622,53,98,0.01038,0.10206
2000,Schleswig-Holstein,Almost impossible,0.04601,45,98,0.00432,0.08770
2000,Lower Saxony,Easy,0.02334,65,369,0.00792,0.03877
2000,Lower Saxony,Difficult,0.07047,196,369,0.04432,0.09663
2000,Lower Saxony,Almost impossible,0.03825,108,369,0.01866,0.05785
2000,North Rhine-Westphalia,Easy,0.02530,177,1079,0.01592,0.03467
2000,North Rhine-Westphalia,Difficult,0.07153,516,1079,0.05615,0.08692
2000,North Rhine-Westphalia,Almost impossible,0.05520,386,1079,0.04157,0.06883
2000,Hesse,Easy,0.02454,58,345,0.00819,0.04089
2000,Hesse,Difficult,0.07940,184,345,0.05083,0.10797
2000,Hesse,Almost impossible,0.04612,103,345,0.02396,0.06829
2000,"Rhineland-Palatinate, Saarland",Easy,0.02328,52,313,0.00655,0.04001
2000,"Rhineland-Palatinate, Saarland",Difficult,0.07129,147,313,0.04274,0.09984
2000,"Rhineland-Palatinate, Saarland",Almost impossible,0.05773,114,313,0.03185,0.08361
2000,Baden-Wuerttemberg,Easy,0.02599,102,625,0.01350,0.03847
2000,Baden-Wuerttemberg,Difficult,0.06311,276,625,0.04403,0.08219
2000,Baden-Wuerttemberg,Almost impossible,0.05185,247,625,0.03445,0.06925
2000,Bavaria,Easy,0.02740,120,597,0.01429,0.04050
2000,Bavaria,Difficult,0.06541,293,597,0.04556,0.08526
2000,Bavaria,Almost impossible,0.04078,184,597,0.02490,0.05666
2000,Berlin,Difficult,0.08637,93,137,0.03915,0.13358
2000,Berlin,Almost impossible,0.03371,44,137,0.00338,0.06404
2000,Brandenburg,Difficult,0.09053,113,180,0.04850,0.13257
2000,Brandenburg,Almost impossible,0.04463,67,180,0.01438,0.07488
2000,Mecklenburg-Western Pomerania,Difficult,0.08176,62,62,0.01300,0.15052
2000,Saxony,Difficult,0.09113,219,343,0.06063,0.12164
2000,Saxony,Almost impossible,0.05473,124,343,0.03063,0.07884
2000,Saxony-Anhalt,Difficult,0.08582,121,197,0.04661,0.12503
2000,Saxony-Anhalt,Almost impossible,0.06036,76,197,0.02702,0.09370
2000,Thuringa,Difficult,0.09653,127,189,0.05431,0.13874
2000,Thuringa,Almost impossible,0.04862,62,189,0.01787,0.07936
2001,Schleswig-Holstein,Difficult,0.06342,48,94,0.01388,0.11295
2001,Schleswig-Holstein,Almost impossible,0.05446,46,94,0.00834,0.10057
2001,Lower Saxony,Easy,0.02401,63,348,0.00790,0.04011
2001,Lower Saxony,Difficult,0.06938,186,348,0.04264,0.09611
2001,Lower Saxony,Almost impossible,0.04034,99,348,0.01964,0.06104
2001,North Rhine-Westphalia,Easy,0.02487,168,929,0.01485,0.03488
