year,age_gr,quintil_oecd,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,1st Quintile,Yes,0.04290,42,715,0.02803,0.05776
2009,17-29 y.,1st Quintile,No,0.89159,673,715,0.86878,0.91439
2009,17-29 y.,2nd Quintile,No,0.86748,468,468,0.83673,0.89823
2009,17-29 y.,3rd Quintile,Yes,0.05646,33,553,0.03721,0.07572
2009,17-29 y.,3rd Quintile,No,0.88161,520,553,0.85466,0.90856
2009,17-29 y.,4th Quintile,No,0.89363,557,557,0.86800,0.91926
2009,17-29 y.,5th Quintile,No,0.90139,490,490,0.87496,0.92781
2009,30-45 y.,1st Quintile,Yes,0.05452,34,655,0.03712,0.07192
2009,30-45 y.,1st Quintile,No,0.94548,621,655,0.92808,0.96288
2009,30-45 y.,2nd Quintile,Yes,0.04315,38,839,0.02939,0.05690
2009,30-45 y.,2nd Quintile,No,0.95685,801,839,0.94310,0.97061
2009,30-45 y.,3rd Quintile,Yes,0.05348,48,973,0.03934,0.06763
2009,30-45 y.,3rd Quintile,No,0.94652,925,973,0.93237,0.96066
2009,30-45 y.,4th Quintile,Yes,0.06241,53,1044,0.04773,0.07709
2009,30-45 y.,4th Quintile,No,0.93759,991,1044,0.92291,0.95227
2009,30-45 y.,5th Quintile,Yes,0.05020,57,1163,0.03765,0.06276
2009,30-45 y.,5th Quintile,No,0.94980,1106,1163,0.93724,0.96235
2009,46-65 y.,1st Quintile,Yes,0.05923,51,786,0.04272,0.07575
2009,46-65 y.,1st Quintile,No,0.94077,735,786,0.92425,0.95728
2009,46-65 y.,2nd Quintile,Yes,0.04009,32,787,0.02638,0.05381
2009,46-65 y.,2nd Quintile,No,0.95991,755,787,0.94619,0.97362
2009,46-65 y.,3rd Quintile,Yes,0.04677,49,1051,0.03400,0.05954
2009,46-65 y.,3rd Quintile,No,0.95323,1002,1051,0.94046,0.96600
2009,46-65 y.,4th Quintile,Yes,0.03945,53,1407,0.02927,0.04962
2009,46-65 y.,4th Quintile,No,0.96055,1354,1407,0.95038,0.97073
2009,46-65 y.,5th Quintile,Yes,0.03728,81,2293,0.02953,0.04504
2009,46-65 y.,5th Quintile,No,0.96272,2212,2293,0.95496,0.97047
2009,66 and older,1st Quintile,Yes,0.06161,46,723,0.04407,0.07915
2009,66 and older,1st Quintile,No,0.93839,677,723,0.92085,0.95593
2009,66 and older,2nd Quintile,Yes,0.05136,52,1048,0.03799,0.06474
2009,66 and older,2nd Quintile,No,0.94864,996,1048,0.93526,0.96201
2009,66 and older,3rd Quintile,Yes,0.05730,53,857,0.04173,0.07287
2009,66 and older,3rd Quintile,No,0.94270,804,857,0.92713,0.95827
2009,66 and older,4th Quintile,Yes,0.05773,38,694,0.04037,0.07510
2009,66 and older,4th Quintile,No,0.94227,656,694,0.92490,0.95963
2009,66 and older,5th Quintile,Yes,0.05338,39,840,0.03817,0.06859
2009,66 and older,5th Quintile,No,0.94662,801,840,0.93141,0.96183
2011,17-29 y.,1st Quintile,Yes,0.03467,38,531,0.01909,0.05024
2011,17-29 y.,1st Quintile,No,0.68715,493,531,0.64768,0.72662
2011,17-29 y.,2nd Quintile,No,0.69969,404,404,0.65494,0.74445
2011,17-29 y.,3rd Quintile,Yes,0.06166,35,479,0.04009,0.08322
2011,17-29 y.,3rd Quintile,No,0.81010,444,479,0.77493,0.84526
2011,17-29 y.,4th Quintile,No,0.84341,428,428,0.80894,0.87788
2011,17-29 y.,5th Quintile,No,0.86274,373,373,0.82777,0.89771
2011,30-45 y.,1st Quintile,No,0.46129,481,481,0.41669,0.50588
2011,30-45 y.,2nd Quintile,No,0.65326,638,638,0.61630,0.69022
2011,30-45 y.,3rd Quintile,Yes,0.04925,39,786,0.03411,0.06439
2011,30-45 y.,3rd Quintile,No,0.75642,747,786,0.72639,0.78645
2011,30-45 y.,4th Quintile,Yes,0.05237,51,846,0.03735,0.06739
2011,30-45 y.,4th Quintile,No,0.79533,795,846,0.76812,0.82253
2011,30-45 y.,5th Quintile,Yes,0.05691,49,904,0.04180,0.07202
2011,30-45 y.,5th Quintile,No,0.81599,855,904,0.79071,0.84126
2011,46-65 y.,1st Quintile,Yes,0.06281,49,738,0.04529,0.08033
2011,46-65 y.,1st Quintile,No,0.83691,689,738,0.81024,0.86358
2011,46-65 y.,2nd Quintile,Yes,0.05272,34,738,0.03658,0.06885
2011,46-65 y.,2nd Quintile,No,0.86845,704,738,0.84405,0.89285
2011,46-65 y.,3rd Quintile,Yes,0.04731,51,1022,0.03429,0.06034
2011,46-65 y.,3rd Quintile,No,0.91396,971,1022,0.89675,0.93116
2011,46-65 y.,4th Quintile,Yes,0.06088,66,1306,0.04791,0.07385
2011,46-65 y.,4th Quintile,No,0.91659,1240,1306,0.90159,0.93159
2011,46-65 y.,5th Quintile,Yes,0.03913,84,2070,0.03077,0.04748
2011,46-65 y.,5th Quintile,No,0.94829,1986,2070,0.93875,0.95783
2011,66 and older,1st Quintile,Yes,0.05731,37,686,0.03990,0.07472
2011,66 and older,1st Quintile,No,0.94141,649,686,0.92382,0.95899
2011,66 and older,2nd Quintile,Yes,0.06436,59,939,0.04866,0.08006
2011,66 and older,2nd Quintile,No,0.93469,880,939,0.91888,0.95050
2011,66 and older,3rd Quintile,Yes,0.06154,55,783,0.04469,0.07838
2011,66 and older,3rd Quintile,No,0.93768,728,783,0.92074,0.95462
2011,66 and older,4th Quintile,No,0.96283,586,586,0.94750,0.97816
2011,66 and older,5th Quintile,Yes,0.06552,35,783,0.04818,0.08286
2011,66 and older,5th Quintile,No,0.93437,748,783,0.91701,0.95172
2013,17-29 y.,1st Quintile,Yes,0.04289,42,668,0.02752,0.05827
2013,17-29 y.,1st Quintile,No,0.72222,626,668,0.68823,0.75622
2013,17-29 y.,2nd Quintile,Yes,0.03366,31,467,0.01729,0.05004
2013,17-29 y.,2nd Quintile,No,0.72608,436,467,0.68559,0.76657
2013,17-29 y.,3rd Quintile,Yes,0.06778,35,485,0.04539,0.09018
2013,17-29 y.,3rd Quintile,No,0.77688,450,485,0.73979,0.81397
2013,17-29 y.,4th Quintile,Yes,0.06727,36,500,0.04529,0.08925
2013,17-29 y.,4th Quintile,No,0.83036,464,500,0.79743,0.86329
2013,17-29 y.,5th Quintile,No,0.83122,384,384,0.79371,0.86873
2013,30-45 y.,1st Quintile,Yes,0.04466,37,647,0.02873,0.06059
2013,30-45 y.,1st Quintile,No,0.61785,610,647,0.58037,0.65532
2013,30-45 y.,2nd Quintile,Yes,0.05052,42,788,0.03522,0.06582
2013,30-45 y.,2nd Quintile,No,0.69429,746,788,0.66210,0.72648
2013,30-45 y.,3rd Quintile,Yes,0.06489,49,793,0.04773,0.08205
2013,30-45 y.,3rd Quintile,No,0.74515,744,793,0.71480,0.77550
2013,30-45 y.,4th Quintile,Yes,0.03945,52,907,0.02678,0.05213
2013,30-45 y.,4th Quintile,No,0.81771,855,907,0.79257,0.84285
2013,30-45 y.,5th Quintile,Yes,0.04359,51,937,0.03051,0.05667
2013,30-45 y.,5th Quintile,No,0.84982,886,937,0.82693,0.87270
2013,46-65 y.,1st Quintile,Yes,0.08682,91,968,0.06908,0.10457
2013,46-65 y.,1st Quintile,No,0.81770,877,968,0.79336,0.84203
2013,46-65 y.,2nd Quintile,Yes,0.04536,45,965,0.03222,0.05849
2013,46-65 y.,2nd Quintile,No,0.86492,920,965,0.84334,0.88649
2013,46-65 y.,3rd Quintile,Yes,0.06674,85,1264,0.05297,0.08050
2013,46-65 y.,3rd Quintile,No,0.87939,1179,1264,0.86143,0.89735
2013,46-65 y.,4th Quintile,Yes,0.05164,93,1662,0.04100,0.06228
2013,46-65 y.,4th Quintile,No,0.91747,1569,1662,0.90424,0.93071
