year,age_gr,migback,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No migration background,Yes,0.05387,129,2296,0.04464,0.06311
2009,17-29 y.,No migration background,No,0.88425,2167,2296,0.87116,0.89734
2009,17-29 y.,Direct migration background,No,0.93630,171,171,0.89959,0.97301
2009,17-29 y.,Indirect migration background,No,0.87141,372,372,0.83735,0.90548
2009,30-45 y.,No migration background,Yes,0.05719,198,3876,0.04988,0.06450
2009,30-45 y.,No migration background,No,0.94281,3678,3876,0.93550,0.95012
2009,30-45 y.,Direct migration background,No,0.97066,513,513,0.95604,0.98528
2009,30-45 y.,Indirect migration background,No,0.94779,255,255,0.92044,0.97515
2009,46-65 y.,No migration background,Yes,0.04488,237,5660,0.03949,0.05028
2009,46-65 y.,No migration background,No,0.95512,5423,5660,0.94972,0.96051
2009,46-65 y.,Direct migration background,No,0.96414,593,593,0.94916,0.97912
2009,46-65 y.,Indirect migration background,No,0.97157,43,43,0.92131,1.02183
2009,66 and older,No migration background,Yes,0.05437,201,3821,0.04718,0.06156
2009,66 and older,No migration background,No,0.94563,3620,3821,0.93844,0.95282
2009,66 and older,Direct migration background,No,0.93037,309,309,0.90195,0.95880
2011,17-29 y.,No migration background,Yes,0.04905,149,2395,0.04040,0.05770
2011,17-29 y.,No migration background,No,0.80035,2246,2395,0.78434,0.81637
2011,17-29 y.,Direct migration background,No,0.73212,208,208,0.67179,0.79245
2011,17-29 y.,Indirect migration background,No,0.74932,358,358,0.70436,0.79428
2011,30-45 y.,No migration background,Yes,0.05276,229,3956,0.04579,0.05973
2011,30-45 y.,No migration background,No,0.75374,3727,3956,0.74031,0.76717
2011,30-45 y.,Direct migration background,No,0.68229,576,576,0.64423,0.72034
2011,30-45 y.,Indirect migration background,No,0.74737,299,299,0.69803,0.79670
2011,46-65 y.,No migration background,Yes,0.05188,337,6893,0.04665,0.05712
2011,46-65 y.,No migration background,No,0.90722,6556,6893,0.90037,0.91407
2011,46-65 y.,Direct migration background,Yes,0.04669,41,793,0.03200,0.06139
2011,46-65 y.,Direct migration background,No,0.90725,752,793,0.88705,0.92745
2011,46-65 y.,Indirect migration background,No,0.81816,77,77,0.73144,0.90488
2011,66 and older,No migration background,Yes,0.05593,251,4696,0.04936,0.06250
2011,66 and older,No migration background,No,0.94322,4445,4696,0.93660,0.94984
2011,66 and older,Direct migration background,No,0.94079,390,390,0.91733,0.96424
2013,17-29 y.,No migration background,Yes,0.05179,141,2048,0.04219,0.06140
2013,17-29 y.,No migration background,No,0.76876,1907,2048,0.75049,0.78702
2013,17-29 y.,Direct migration background,No,0.30429,165,165,0.23387,0.37470
2013,17-29 y.,Indirect migration background,No,0.36541,290,290,0.30989,0.42093
2013,30-45 y.,No migration background,Yes,0.05118,203,3304,0.04367,0.05870
2013,30-45 y.,No migration background,No,0.75058,3101,3304,0.73583,0.76534
2013,30-45 y.,Direct migration background,No,0.31514,475,475,0.27332,0.35696
2013,30-45 y.,Indirect migration background,No,0.47838,266,266,0.41824,0.53853
2013,46-65 y.,No migration background,Yes,0.05818,393,6533,0.05250,0.06385
2013,46-65 y.,No migration background,No,0.88855,6140,6533,0.88091,0.89618
2013,46-65 y.,Direct migration background,Yes,0.04446,35,685,0.02901,0.05990
2013,46-65 y.,Direct migration background,No,0.58827,650,685,0.55138,0.62515
2013,46-65 y.,Indirect migration background,No,0.78525,91,91,0.70041,0.87009
2013,66 and older,No migration background,Yes,0.06474,261,4551,0.05759,0.07189
2013,66 and older,No migration background,No,0.93342,4290,4551,0.92618,0.94067
2013,66 and older,Direct migration background,No,0.89881,359,359,0.86757,0.93005
2015,17-29 y.,No migration background,Yes,0.06882,190,2560,0.05901,0.07863
2015,17-29 y.,No migration background,No,0.85174,2370,2560,0.83797,0.86550
2015,17-29 y.,Direct migration background,No,0.62985,562,562,0.58989,0.66980
2015,17-29 y.,Indirect migration background,Yes,0.07719,49,773,0.05836,0.09602
2015,17-29 y.,Indirect migration background,No,0.83992,724,773,0.81405,0.86578
2015,30-45 y.,No migration background,Yes,0.06649,340,4777,0.05943,0.07356
2015,30-45 y.,No migration background,No,0.92682,4437,4777,0.91944,0.93421
2015,30-45 y.,Direct migration background,Yes,0.02907,65,1969,0.02165,0.03649
2015,30-45 y.,Direct migration background,No,0.79212,1904,1969,0.77419,0.81005
2015,30-45 y.,Indirect migration background,Yes,0.09250,46,610,0.06949,0.11551
2015,30-45 y.,Indirect migration background,No,0.87685,564,610,0.85075,0.90295
2015,46-65 y.,No migration background,Yes,0.06133,444,7278,0.05582,0.06684
2015,46-65 y.,No migration background,No,0.93721,6834,7278,0.93163,0.94278
2015,46-65 y.,Direct migration background,Yes,0.06266,76,1425,0.05007,0.07524
2015,46-65 y.,Direct migration background,No,0.88682,1349,1425,0.87037,0.90328
2015,46-65 y.,Indirect migration background,No,0.84352,153,153,0.78576,0.90128
2015,66 and older,No migration background,Yes,0.05996,244,4448,0.05299,0.06694
2015,66 and older,No migration background,No,0.93963,4204,4448,0.93263,0.94663
2015,66 and older,Direct migration background,No,0.93749,407,407,0.91394,0.96103
2017,17-29 y.,No migration background,Yes,0.07582,248,2940,0.06625,0.08539
2017,17-29 y.,No migration background,No,0.85553,2692,2940,0.84282,0.86824
2017,17-29 y.,Direct migration background,No,0.75549,590,590,0.72078,0.79020
2017,17-29 y.,Indirect migration background,Yes,0.06144,65,804,0.04483,0.07805
2017,17-29 y.,Indirect migration background,No,0.85871,739,804,0.83462,0.88281
2017,30-45 y.,No migration background,Yes,0.06557,336,4563,0.05839,0.07276
2017,30-45 y.,No migration background,No,0.93443,4227,4563,0.92724,0.94161
2017,30-45 y.,Direct migration background,Yes,0.03355,69,2102,0.02585,0.04125
2017,30-45 y.,Direct migration background,No,0.92076,2033,2102,0.90921,0.93231
2017,30-45 y.,Indirect migration background,Yes,0.10679,38,592,0.08189,0.13169
2017,30-45 y.,Indirect migration background,No,0.89321,554,592,0.86831,0.91811
2017,46-65 y.,No migration background,Yes,0.07252,571,8152,0.06689,0.07815
2017,46-65 y.,No migration background,No,0.92748,7581,8152,0.92185,0.93311
2017,46-65 y.,Direct migration background,Yes,0.06823,89,1596,0.05586,0.08061
2017,46-65 y.,Direct migration background,No,0.91748,1507,1596,0.90398,0.93099
2017,46-65 y.,Indirect migration background,No,0.93246,207,207,0.89818,0.96673
2017,66 and older,No migration background,Yes,0.06323,240,4503,0.05612,0.07034
2017,66 and older,No migration background,No,0.93677,4263,4503,0.92966,0.94388
2017,66 and older,Direct migration background,No,0.93760,411,411,0.91418,0.96101
2019,17-29 y.,No migration background,Yes,0.08322,239,2714,0.07283,0.09362
2019,17-29 y.,No migration background,No,0.83981,2475,2714,0.82601,0.85362
2019,17-29 y.,Direct migration background,No,0.76043,404,404,0.71876,0.80210
2019,17-29 y.,Indirect migration background,Yes,0.07665,53,710,0.05707,0.09623
2019,17-29 y.,Indirect migration background,No,0.84721,657,710,0.82073,0.87370
2019,30-45 y.,No migration background,Yes,0.07659,357,4139,0.06849,0.08469
2019,30-45 y.,No migration background,No,0.92341,3782,4139,0.91531,0.93151
2019,30-45 y.,Direct migration background,Yes,0.04248,58,1597,0.03259,0.05238
2019,30-45 y.,Direct migration background,No,0.89597,1539,1597,0.88099,0.91095
2019,30-45 y.,Indirect migration background,Yes,0.10148,43,551,0.07625,0.12672
2019,30-45 y.,Indirect migration background,No,0.89852,508,551,0.87328,0.92375
2019,46-65 y.,No migration background,Yes,0.07435,631,8624,0.06881,0.07989
2019,46-65 y.,No migration background,No,0.92565,7993,8624,0.92011,0.93119
2019,46-65 y.,Direct migration background,Yes,0.07217,89,1507,0.05910,0.08524
2019,46-65 y.,Direct migration background,No,0.91085,1418,1507,0.89646,0.92525
2019,46-65 y.,Indirect migration background,No,0.89285,263,263,0.85540,0.93031
2019,66 and older,No migration background,Yes,0.06766,294,4706,0.06048,0.07484
2019,66 and older,No migration background,No,0.93234,4412,4706,0.92516,0.93952
2019,66 and older,Direct migration background,No,0.93256,411,411,0.90829,0.95684
2021,17-29 y.,No migration background,Yes,0.07707,157,1760,0.06460,0.08953
2021,17-29 y.,No migration background,No,0.84281,1603,1760,0.82580,0.85982
2021,17-29 y.,Direct migration background,No,0.89538,997,997,0.87637,0.91439
2021,17-29 y.,Indirect migration background,Yes,0.07110,38,400,0.04589,0.09632
2021,17-29 y.,Indirect migration background,No,0.86981,362,400,0.83679,0.90283
2021,30-45 y.,No migration background,Yes,0.08529,246,2590,0.07453,0.09605
2021,30-45 y.,No migration background,No,0.89994,2344,2590,0.88838,0.91150
2021,30-45 y.,Direct migration background,Yes,0.06756,98,2304,0.05731,0.07781
2021,30-45 y.,Direct migration background,No,0.90548,2206,2304,0.89353,0.91743
2021,30-45 y.,Indirect migration background,Yes,0.12478,35,312,0.08805,0.16151
2021,30-45 y.,Indirect migration background,No,0.87075,277,312,0.83347,0.90804
2021,46-65 y.,No migration background,Yes,0.09112,507,5551,0.08355,0.09869
2021,46-65 y.,No migration background,No,0.89952,5044,5551,0.89161,0.90743
2021,46-65 y.,Direct migration background,Yes,0.09434,98,1466,0.07938,0.10931
2021,46-65 y.,Direct migration background,No,0.89587,1368,1466,0.88023,0.91151
2021,46-65 y.,Indirect migration background,No,0.88176,180,180,0.83446,0.92907
2021,66 and older,No migration background,Yes,0.07898,229,3208,0.06964,0.08831
2021,66 and older,No migration background,No,0.91185,2979,3208,0.90204,0.92166
2021,66 and older,Direct migration background,No,0.94020,305,305,0.91355,0.96686
