year,pgisced97,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,West,,,,,,,,,,,,
1984,Primary Level,West,581,1063.66717,1023.00013,1104.33422,818.00000,1074.00000,1329.00000,51.50000,2095.50000,1074.00000,1023.00000,1125.00000
1984,Lower Secondary Level,West,1631,825.06706,799.39141,850.74271,340.51189,790.00000,1217.00000,0.00000,2531.73217,790.00000,716.00000,844.00000
1984,Upper Secondary Level,West,3579,1348.00725,1320.92679,1375.08770,920.00000,1278.00000,1636.00000,0.00000,2710.00000,1278.00000,1278.00000,1329.00000
1984,Post-secondary Non-tertiary Level,West,210,1534.87054,1405.58833,1664.15275,1045.12591,1380.00000,1892.00000,51.00000,3162.31113,1380.00000,1205.00000,1534.00000
1984,First Stage of Tertiary Education,West,454,1688.94494,1605.08295,1772.80693,1227.00000,1585.00000,2045.00000,0.00000,3272.00000,1585.00000,1534.00000,1636.00000
1984,Second Stage of Tertiary Education,West,620,2204.54809,2114.62234,2294.47385,1527.10386,2096.00000,2739.01944,0.00000,4556.89279,2096.00000,2045.00000,2250.00000
1985,Pre-primary Level,West,,,,,,,,,,,,
1985,Primary Level,West,461,1038.92744,993.94742,1083.90746,818.00000,1074.00000,1286.12698,115.80953,1988.31745,1074.00000,1023.00000,1138.00000
1985,Lower Secondary Level,West,1481,841.02491,810.87211,871.17771,332.00000,794.06647,1227.00000,0.00000,2569.50000,797.00000,721.85000,842.05000
1985,Upper Secondary Level,West,3272,1364.42684,1335.35971,1393.49396,920.00000,1282.56059,1666.78723,0.00000,2786.96808,1282.00000,1278.00000,1329.00000
1985,Post-secondary Non-tertiary Level,West,187,1473.90615,1346.58655,1601.22575,1023.00000,1380.00000,1790.00000,102.00000,2940.50000,1380.00000,1278.00000,1457.02500
1985,First Stage of Tertiary Education,West,427,1672.56905,1595.85978,1749.27831,1176.00000,1635.85915,2118.44328,0.00000,3532.10821,1636.00000,1534.00000,1693.10000
1985,Second Stage of Tertiary Education,West,591,2204.13039,2114.67268,2293.58810,1534.00000,2096.00000,2761.00000,71.00000,4601.50000,2096.00000,2044.67500,2147.00000
1986,Pre-primary Level,West,,,,,,,,,,,,
1986,Primary Level,West,429,1070.67666,1017.78120,1123.57212,767.00000,1125.00000,1380.00000,36.00000,2299.50000,1125.00000,1023.00000,1176.00000
1986,Lower Secondary Level,West,1438,882.31305,853.26771,911.35839,352.17579,835.55742,1278.00000,0.00000,2666.73632,835.00000,767.00000,920.00000
1986,Upper Secondary Level,West,3160,1400.79583,1371.28212,1430.30955,961.63547,1350.99244,1697.00000,0.00000,2800.04680,1352.00000,1329.00000,1380.00000
1986,Post-secondary Non-tertiary Level,West,189,1546.04732,1428.86178,1663.23285,1143.06402,1432.00000,1994.00000,15.00000,3270.40397,1432.00000,1329.00000,1565.50000
1986,First Stage of Tertiary Education,West,394,1724.56518,1644.26138,1804.86898,1176.00000,1636.00000,2148.14214,58.00000,3606.35535,1636.00000,1534.00000,1738.00000
1986,Second Stage of Tertiary Education,West,585,2407.70035,2298.56171,2516.83899,1625.05004,2301.00000,2889.25089,0.00000,4785.55216,2301.00000,2149.92500,2352.00000
1987,Pre-primary Level,West,,,,,,,,,,,,
1987,Primary Level,West,411,1118.65344,1059.54647,1177.76041,767.00000,1176.00000,1483.00000,51.00000,2557.00000,1176.00000,1074.00000,1227.00000
1987,Lower Secondary Level,West,1430,906.57772,876.17107,936.98437,371.86775,869.00000,1292.99260,0.00000,2674.67987,869.00000,767.00000,930.00000
1987,Upper Secondary Level,West,3188,1426.55527,1398.68409,1454.42644,980.59140,1380.00000,1746.14393,0.00000,2894.47272,1380.00000,1355.00000,1432.00000
1987,Post-secondary Non-tertiary Level,West,188,1469.41751,1349.23188,1589.60315,932.94534,1423.33856,1955.05363,36.00000,3488.21608,1432.00000,1278.00000,1560.00000
1987,First Stage of Tertiary Education,West,377,1752.20995,1668.26689,1836.15301,1227.00000,1687.00000,2290.53564,113.00000,3885.83910,1687.00000,1585.00000,1790.00000
1987,Second Stage of Tertiary Education,West,581,2414.64566,2306.19875,2523.09256,1687.00000,2301.00000,2969.20994,51.00000,4892.52485,2301.00000,2199.00000,2403.00000
1988,Pre-primary Level,West,,,,,,,,,,,,
1988,Primary Level,West,365,1172.22427,1112.65792,1231.79063,901.14307,1227.00000,1529.48520,0.00000,2471.99838,1227.00000,1176.00000,1278.00000
1988,Lower Secondary Level,West,1395,969.90214,929.02436,1010.77993,365.23399,920.00000,1380.00000,0.00000,2902.14902,920.00000,862.52500,982.75000
1988,Upper Secondary Level,West,2998,1479.39838,1450.29040,1508.50636,1052.63314,1432.00000,1790.00000,0.00000,2896.05029,1432.00000,1432.00000,1481.05000
1988,Post-secondary Non-tertiary Level,West,181,1457.76429,1340.64520,1574.88338,898.30530,1432.00000,1896.33322,0.00000,3393.37509,1432.00000,1227.00000,1561.25000
1988,First Stage of Tertiary Education,West,370,1833.67030,1725.12229,1942.21830,1278.00000,1738.00000,2301.00000,0.00000,3835.50000,1738.00000,1584.62500,1841.00000
1988,Second Stage of Tertiary Education,West,555,2521.14189,2404.63057,2637.65322,1762.81366,2392.06129,3068.00000,0.00000,5025.77951,2394.00000,2249.47500,2454.00000
1989,Pre-primary Level,West,,,,,,,,,,,,
1989,Primary Level,West,340,1201.25488,1143.40362,1259.10614,920.00000,1227.00000,1546.28956,0.00000,2485.72390,1227.00000,1125.00000,1278.00000
1989,Lower Secondary Level,West,1348,992.08952,958.10309,1026.07595,385.97988,1022.00000,1432.00000,0.00000,3001.03019,1022.00000,920.00000,1074.00000
1989,Upper Secondary Level,West,2972,1539.92015,1509.42061,1570.41969,1074.00000,1496.00000,1841.00000,0.00000,2991.50000,1496.00000,1457.97500,1534.00000
1989,Post-secondary Non-tertiary Level,West,187,1594.78511,1483.68237,1705.88785,1125.00000,1534.00000,2045.00000,179.00000,3425.00000,1534.00000,1329.00000,1697.00000
1989,First Stage of Tertiary Education,West,356,1860.18321,1763.44320,1956.92321,1329.00000,1738.00000,2352.00000,0.00000,3886.50000,1738.00000,1647.00000,1892.00000
1989,Second Stage of Tertiary Education,West,554,2661.71748,2518.78148,2804.65348,1841.00000,2454.00000,3170.00000,0.00000,5163.50000,2454.00000,2301.00000,2556.00000
1990,Pre-primary Level,West,,,,,,,,,,,,
1990,Pre-primary Level,East,,,,,,,,,,,,
1990,Primary Level,West,340,1242.09545,1182.65721,1301.53370,920.00000,1290.23491,1606.34402,0.00000,2635.86004,1289.00000,1227.00000,1380.00000
1990,Primary Level,East,,,,,,,,,,,,
1990,Lower Secondary Level,West,1299,1049.76855,1011.02035,1088.51675,428.74861,1023.00000,1444.00000,0.00000,2966.87709,1023.00000,944.90000,1106.17500
1990,Lower Secondary Level,East,260,296.78857,270.61088,322.96626,128.12522,264.78115,435.00000,54.00000,895.31217,266.00000,193.00000,307.00000
1990,Upper Secondary Level,West,2919,1580.40841,1549.47791,1611.33891,1093.26603,1534.00000,1943.00000,0.00000,3217.60095,1534.00000,1534.00000,1570.10000
1990,Upper Secondary Level,East,2022,542.46901,533.31362,551.62439,422.16486,534.00000,624.00000,119.41215,926.75271,534.00000,513.92500,537.00000
1990,Post-secondary Non-tertiary Level,West,185,1566.32895,1457.63167,1675.02622,1034.20056,1492.03784,2045.00000,102.00000,3561.19916,1493.00000,1380.00000,1651.00000
1990,Post-secondary Non-tertiary Level,East,65,578.59796,531.26678,625.92913,464.66022,588.00000,685.34212,153.00000,1016.36497,588.00000,537.00000,634.12500
1990,First Stage of Tertiary Education,West,350,1943.69695,1836.24119,2051.15271,1338.17331,1841.00000,2509.92385,128.00000,4267.54965,1841.00000,1687.00000,1988.15000
1990,First Stage of Tertiary Education,East,220,712.61881,672.16022,753.07740,558.42072,665.00000,769.02664,242.51184,1084.93553,665.00000,649.00000,700.15000
1990,Second Stage of Tertiary Education,West,548,2718.84038,2561.36998,2876.31078,1847.63289,2556.00000,3170.84434,0.00000,5155.66152,2556.00000,2407.00000,2608.72500
1990,Second Stage of Tertiary Education,East,852,761.70549,742.80976,780.60122,598.49191,726.00000,869.00000,192.72979,1274.76213,726.00000,715.87500,752.05000
1991,Pre-primary Level,West,,,,,,,,,,,,
1991,Pre-primary Level,East,,,,,,,,,,,,
1991,Primary Level,West,345,1316.61878,1258.31822,1374.91935,1023.00000,1309.66658,1687.00000,179.00000,2683.00000,1322.00000,1227.00000,1408.60000
1991,Primary Level,East,,,,,,,,,,,,
1991,Lower Secondary Level,West,1294,1086.35895,1047.51130,1125.20660,453.28943,1023.00000,1534.00000,0.00000,3155.06586,1023.00000,920.00000,1099.40000
1991,Lower Secondary Level,East,170,451.94977,403.81980,500.07975,205.00000,398.38242,614.00000,61.00000,1227.50000,409.00000,322.00000,460.00000
1991,Upper Secondary Level,West,2965,1634.51200,1601.64588,1667.37813,1074.00000,1626.00000,2045.00000,0.00000,3501.50000,1626.00000,1547.00000,1636.00000
1991,Upper Secondary Level,East,1635,732.76743,717.22755,748.30731,562.00000,706.00000,844.00000,139.00000,1267.00000,706.00000,669.95000,716.00000
1991,Post-secondary Non-tertiary Level,West,215,1617.36932,1514.15630,1720.58234,1125.00000,1559.32822,2053.22205,102.00000,3445.55513,1559.00000,1507.37500,1636.00000
1991,Post-secondary Non-tertiary Level,East,54,881.66459,767.52565,995.80352,662.14958,818.00000,1042.01777,205.00000,1611.82006,818.00000,693.00000,925.00000
1991,First Stage of Tertiary Education,West,361,2005.77823,1899.86544,2111.69102,1405.51214,1892.00000,2556.00000,95.00000,4281.73179,1892.00000,1790.00000,2045.00000
1991,First Stage of Tertiary Education,East,194,952.10549,881.23256,1022.97841,697.57887,854.92776,1106.80492,83.73980,1720.64399,854.00000,805.00000,895.25000
1991,Second Stage of Tertiary Education,West,570,2796.26046,2661.15312,2931.36781,1848.34853,2608.00000,3323.46659,0.00000,5536.14369,2608.00000,2553.00000,2738.32500
1991,Second Stage of Tertiary Education,East,750,968.22980,939.46715,996.99245,731.00000,879.77517,1099.00000,179.00000,1651.00000,879.00000,854.00000,920.00000
1992,Pre-primary Level,West,,,,,,,,,,,,
1992,Pre-primary Level,East,,,,,,,,,,,,
1992,Primary Level,West,297,1471.17696,1408.12504,1534.22887,1074.00000,1466.34991,1790.00000,230.00000,2864.00000,1473.00000,1278.00000,1534.00000
1992,Primary Level,East,,,,,,,,,,,,
1992,Lower Secondary Level,West,1214,1184.66151,1143.07586,1226.24716,501.00000,1176.00000,1687.00000,0.00000,3466.00000,1176.00000,1074.00000,1253.00000
1992,Lower Secondary Level,East,163,524.54191,470.92826,578.15555,247.13556,439.20303,744.83648,76.00000,1491.38786,445.00000,314.00000,537.00000
1992,Upper Secondary Level,West,2897,1760.51818,1725.71456,1795.32179,1227.00000,1738.00000,2147.00000,0.00000,3527.00000,1738.00000,1687.00000,1790.00000
1992,Upper Secondary Level,East,1347,974.45663,952.09049,996.82276,767.00000,920.00000,1125.00000,230.00000,1662.00000,920.00000,920.00000,930.00000
1992,Post-secondary Non-tertiary Level,West,206,1806.06236,1678.75397,1933.37075,1227.00000,1687.00000,2352.00000,102.00000,4039.50000,1687.00000,1585.00000,1791.27500
1992,Post-secondary Non-tertiary Level,East,40,1225.38606,1079.50287,1371.26925,915.17168,1090.42727,1533.10819,409.00000,2147.00000,1086.00000,971.00000,1278.00000
1992,First Stage of Tertiary Education,West,376,2105.63333,1997.60315,2213.66352,1432.00000,1943.00000,2608.00000,128.00000,4372.00000,1943.00000,1841.00000,2147.00000
1992,First Stage of Tertiary Education,East,175,1230.28592,1146.09558,1314.47626,869.74701,1153.49225,1521.47514,0.00000,2499.06734,1160.00000,1073.22500,1227.00000
1992,Second Stage of Tertiary Education,West,576,2927.73213,2799.75762,3055.70664,1996.38925,2761.00000,3576.14878,62.00000,5945.78806,2761.00000,2643.00000,2863.00000
1992,Second Stage of Tertiary Education,East,680,1295.01358,1253.49667,1336.53049,971.00000,1227.00000,1534.00000,126.50000,2378.50000,1227.00000,1176.00000,1272.10000
1993,Pre-primary Level,West,,,,,,,,,,,,
1993,Pre-primary Level,East,,,,,,,,,,,,
1993,Primary Level,West,296,1432.86242,1365.35895,1500.36589,1176.00000,1447.28388,1790.00000,255.00000,2711.00000,1457.00000,1380.00000,1585.00000
1993,Primary Level,East,,,,,,,,,,,,
1993,Lower Secondary Level,West,1170,1249.35075,1203.84480,1294.85669,533.28500,1272.85000,1750.11056,0.00000,3575.34889,1272.00000,1125.00000,1371.00000
1993,Lower Secondary Level,East,142,607.69583,551.08433,664.30733,327.76994,476.15257,882.54640,118.00000,1714.71110,465.00000,390.00000,614.00000
1993,Upper Secondary Level,West,2868,1867.97062,1825.76286,1910.17838,1278.00000,1790.00000,2301.00000,0.00000,3835.50000,1790.00000,1790.00000,1825.27500
1993,Upper Secondary Level,East,1258,1171.41635,1137.91048,1204.92223,902.59146,1125.00000,1380.00000,186.47865,2096.11281,1125.00000,1125.00000,1150.00000
1993,Post-secondary Non-tertiary Level,West,212,1832.82196,1712.71845,1952.92547,1235.62059,1780.26118,2551.11251,102.00000,4524.35040,1771.00000,1661.72500,1943.00000
1993,Post-secondary Non-tertiary Level,East,42,1312.50640,1168.70130,1456.31149,1025.10490,1169.19894,1616.79220,460.00000,2504.32316,1176.00000,1030.00000,1332.00000
1993,First Stage of Tertiary Education,West,363,2232.37761,2118.15924,2346.59599,1534.00000,2089.90638,2761.00000,0.00000,4601.50000,2091.00000,1943.00000,2251.25000
1993,First Stage of Tertiary Education,East,153,1421.17821,1294.80244,1547.55398,971.00000,1329.00000,1595.80165,33.79753,2533.00412,1329.00000,1175.97500,1445.00000
1993,Second Stage of Tertiary Education,West,588,3196.45473,3048.88844,3344.02101,2250.00000,3015.18074,3843.69036,104.00000,6234.22591,3016.00000,2902.65000,3119.62500
1993,Second Stage of Tertiary Education,East,649,1640.66649,1585.00090,1696.33207,1227.00000,1571.97245,1943.00000,153.00000,3017.00000,1573.00000,1493.00000,1636.00000
1994,Pre-primary Level,West,,,,,,,,,,,,
1994,Pre-primary Level,East,,,,,,,,,,,,
1994,Primary Level,West,261,1437.05110,1366.06085,1508.04136,1074.00000,1480.84610,1815.00000,92.00000,2926.50000,1483.00000,1329.00000,1586.27500
1994,Primary Level,East,,,,,,,,,,,,
1994,Lower Secondary Level,West,983,1327.92717,1275.54969,1380.30464,573.65972,1380.00000,1841.00000,0.00000,3742.01041,1380.00000,1278.00000,1432.50000
1994,Lower Secondary Level,East,149,542.77491,484.81090,600.73892,286.00000,409.00000,716.00000,0.00000,1361.00000,409.00000,383.00000,450.00000
1994,Upper Secondary Level,West,2769,1914.65378,1871.52284,1957.78471,1329.00000,1841.00000,2352.00000,0.00000,3886.50000,1841.00000,1790.00000,1892.00000
1994,Upper Secondary Level,East,1201,1297.12663,1268.00732,1326.24594,1014.70394,1278.00000,1562.54480,192.94266,2384.30608,1278.00000,1253.00000,1324.12500
1994,Post-secondary Non-tertiary Level,West,209,1778.74986,1652.38466,1905.11507,1176.00000,1738.00000,2360.91376,0.00000,4138.28439,1738.00000,1585.00000,1841.00000
1994,Post-secondary Non-tertiary Level,East,46,1376.76261,1179.04031,1574.48492,930.45572,1234.78287,1687.00000,452.00000,2821.81643,1227.00000,1072.72500,1432.00000
1994,First Stage of Tertiary Education,West,362,2149.09999,2048.11505,2250.08494,1576.28266,2045.00000,2760.22712,0.00000,4536.14382,2045.00000,1892.00000,2199.00000
1994,First Stage of Tertiary Education,East,159,1568.22707,1446.22838,1690.22576,1125.00000,1500.94782,1790.00000,127.50000,2787.50000,1499.00000,1431.70000,1631.00000
1994,Second Stage of Tertiary Education,West,620,3142.90846,2985.86621,3299.95070,2045.00000,2965.00000,3835.00000,153.00000,6520.00000,2965.00000,2812.97500,3068.00000
1994,Second Stage of Tertiary Education,East,636,1864.31257,1791.43947,1937.18567,1299.69101,1790.00000,2199.00000,0.00000,3547.96348,1790.00000,1687.00000,1831.00000
1995,Pre-primary Level,West,,,,,,,,,,,,
1995,Pre-primary Level,East,,,,,,,,,,,,
1995,Primary Level,West,235,1433.17018,1347.70942,1518.63093,1023.00000,1452.34602,1862.35529,0.00000,3121.38823,1443.00000,1329.00000,1636.00000
1995,Primary Level,East,,,,,,,,,,,,
1995,Lower Secondary Level,West,1010,1324.13200,1271.84071,1376.42329,562.00000,1345.42793,1841.00000,0.00000,3759.50000,1346.00000,1212.00000,1483.00000
1995,Lower Secondary Level,East,145,674.52284,600.02415,749.02153,307.00000,500.82205,945.05179,0.00000,1902.12948,506.00000,435.00000,665.05000
1995,Upper Secondary Level,West,2899,1928.38402,1881.49090,1975.27714,1312.95583,1866.00000,2352.00000,0.00000,3910.56625,1866.00000,1815.00000,1942.02500
1995,Upper Secondary Level,East,1206,1346.92742,1312.89019,1380.96466,1023.00000,1329.00000,1636.00000,103.50000,2555.50000,1329.00000,1297.70000,1378.00000
1995,Post-secondary Non-tertiary Level,West,258,1853.47933,1737.51193,1969.44674,1278.00000,1790.00000,2403.79196,0.00000,4092.47991,1790.00000,1635.07500,1892.00000
1995,Post-secondary Non-tertiary Level,East,48,1447.03963,1247.44743,1646.63182,981.90894,1488.12290,1718.70836,215.00000,2823.90748,1483.00000,1023.00000,1662.62500
1995,First Stage of Tertiary Education,West,378,2306.63860,2184.69938,2428.57781,1534.00000,2199.00000,2863.00000,0.00000,4856.50000,2199.00000,2045.00000,2399.10000
1995,First Stage of Tertiary Education,East,163,1609.02502,1502.46108,1715.58897,1156.85164,1534.00000,1931.09747,0.00000,3092.46623,1534.00000,1431.00000,1681.15000
1995,Second Stage of Tertiary Education,West,717,3138.36248,2998.91970,3277.80525,2045.00000,3017.00000,3893.01070,0.00000,6665.02676,3017.00000,2852.00000,3137.17500
1995,Second Stage of Tertiary Education,East,627,2021.77599,1857.20036,2186.35162,1380.00000,1790.00000,2301.00000,0.00000,3682.50000,1790.00000,1738.00000,1906.00000
1996,Pre-primary Level,West,,,,,,,,,,,,
1996,Pre-primary Level,East,,,,,,,,,,,,
1996,Primary Level,West,212,1500.14272,1409.96410,1590.32134,1023.00000,1651.94425,1943.00000,205.00000,3323.00000,1655.00000,1432.00000,1738.00000
1996,Primary Level,East,,,,,,,,,,,,
1996,Lower Secondary Level,West,933,1327.49337,1272.36228,1382.62447,547.00000,1278.00000,1841.00000,20.00000,3782.00000,1278.00000,1176.00000,1457.00000
1996,Lower Secondary Level,East,144,698.50006,614.30824,782.69188,295.12750,547.75657,911.33768,65.00000,1835.65294,548.00000,485.67500,665.00000
1996,Upper Secondary Level,West,2848,2054.54215,1992.33619,2116.74812,1380.00000,1943.00000,2489.43764,51.00000,4153.59409,1943.00000,1892.00000,1994.00000
1996,Upper Secondary Level,East,1142,1402.34562,1368.84759,1435.84364,1071.06426,1392.65742,1727.26568,86.76211,2711.56783,1387.00000,1380.00000,1432.00000
1996,Post-secondary Non-tertiary Level,West,259,1903.09643,1773.37023,2032.82263,1278.00000,1790.00000,2427.54773,52.00000,4151.86932,1790.00000,1636.00000,1989.00000
1996,Post-secondary Non-tertiary Level,East,53,1562.38340,1394.48344,1730.28337,1097.41377,1549.67983,1997.17426,205.00000,3346.81500,1556.00000,1329.00000,1736.00000
1996,First Stage of Tertiary Education,West,389,2440.70694,2310.88878,2570.52511,1648.03438,2301.00000,2986.70911,205.00000,4994.72122,2301.00000,2147.00000,2403.00000
1996,First Stage of Tertiary Education,East,160,1662.37158,1551.64514,1773.09802,1227.00000,1585.00000,1943.00000,399.00000,3017.00000,1585.00000,1480.75000,1790.00000
1996,Second Stage of Tertiary Education,West,719,3263.60003,3143.73589,3383.46416,2154.37614,3068.00000,4180.00000,153.00000,7218.43580,3068.00000,2914.00000,3221.00000
1996,Second Stage of Tertiary Education,East,606,2093.80195,2013.50008,2174.10382,1534.00000,1943.00000,2539.03531,61.00000,4046.58827,1943.00000,1841.00000,2045.00000
1997,Pre-primary Level,West,,,,,,,,,,,,
1997,Pre-primary Level,East,,,,,,,,,,,,
