year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,7115,1355.85757,1334.87054,1376.84461,818.00000,1278.00000,1688.34996,0.00000,2993.87491,1278.00000,1278.00000,1278.00000
1985,West,6487,1364.91236,1342.80332,1387.02140,818.00000,1278.00000,1738.00000,0.00000,3118.00000,1278.00000,1278.00000,1278.00000
1986,West,6272,1424.21932,1400.54961,1447.88903,869.00000,1329.00000,1790.00000,0.00000,3171.50000,1329.00000,1329.00000,1355.00000
1987,West,6264,1443.31311,1420.02199,1466.60422,869.00000,1355.71606,1790.00000,0.00000,3171.50000,1356.00000,1329.00000,1380.00000
1988,West,5963,1512.04529,1486.60915,1537.48144,920.00000,1432.00000,1892.00000,0.00000,3350.00000,1432.00000,1406.00000,1432.00000
1989,West,5857,1578.81047,1551.69166,1605.92927,1009.22804,1483.00000,1943.00000,0.00000,3343.65794,1483.00000,1443.70000,1511.00000
1990,West,5747,1628.37018,1599.64718,1657.09318,971.00000,1534.00000,2045.00000,0.00000,3656.00000,1534.00000,1505.00000,1534.00000
1990,East,3428,588.44675,579.47496,597.41855,435.00000,562.00000,716.00000,16.00000,1137.50000,562.00000,562.00000,573.00000
1991,West,5868,1691.46950,1663.09698,1719.84202,1023.00000,1585.00000,2147.00000,0.00000,3833.00000,1585.00000,1546.97500,1636.00000
1991,East,2828,794.40968,780.20126,808.61810,588.00000,741.00000,920.00000,90.00000,1418.00000,741.00000,728.95000,767.00000
1992,West,5682,1830.32139,1800.80806,1859.83473,1125.00000,1738.00000,2301.00000,0.00000,4065.00000,1738.00000,1687.00000,1789.00000
1992,East,2435,1055.22469,1034.90161,1075.54777,767.00000,971.00000,1263.24757,22.62865,2007.61892,971.00000,971.00000,1002.07500
1993,West,5614,1945.54662,1911.14009,1979.95315,1202.00000,1790.00000,2454.00000,0.00000,4332.00000,1790.00000,1789.97500,1790.00000
1993,East,2272,1286.17548,1257.54216,1314.80879,920.00000,1211.00000,1567.00000,0.00000,2537.50000,1211.00000,1176.00000,1227.00000
1994,West,5338,1998.37864,1962.13352,2034.62377,1278.00000,1841.00000,2556.00000,0.00000,4473.00000,1841.00000,1814.87500,1892.00000
1994,East,2218,1431.80503,1400.09590,1463.51416,1023.00000,1355.39652,1772.83975,0.00000,2897.59937,1355.00000,1329.00000,1380.30000
1995,West,5640,2041.08004,2003.84981,2078.31028,1278.00000,1892.00000,2556.00000,0.00000,4473.00000,1892.00000,1841.00000,1943.00000
1995,East,2213,1521.64018,1468.21038,1575.06998,1048.00000,1432.00000,1790.00000,0.00000,2903.00000,1432.00000,1380.00000,1483.00000
1996,West,5493,2148.38855,2105.65298,2191.12413,1304.00000,1963.00000,2659.00000,20.00000,4691.50000,1963.00000,1943.00000,2010.02500
1996,East,2137,1574.07971,1539.14598,1609.01344,1116.84389,1525.32726,1925.10796,36.00000,3137.50407,1526.00000,1476.67500,1534.00000
1997,West,5326,2159.49634,2122.16585,2196.82683,1296.93551,2009.00000,2761.00000,19.00000,4957.09674,2009.00000,1952.75000,2045.00000
1997,East,2071,1628.57530,1583.70428,1673.44631,1125.00000,1534.00000,1989.15044,51.00000,3285.37609,1534.00000,1533.75000,1559.00000
1998,West,5966,2191.56953,2155.62422,2227.51483,1301.64245,2045.00000,2804.65981,0.00000,5059.18586,2045.00000,1994.00000,2045.00000
1998,East,2163,1617.07675,1580.79007,1653.36343,1100.21926,1534.00000,1994.00000,0.00000,3334.67111,1534.00000,1483.00000,1534.00000
1999,West,5888,2209.47194,2167.39316,2251.55072,1278.00000,2045.00000,2792.49037,0.00000,5064.22592,2045.00000,1994.00000,2045.00000
1999,East,2170,1646.15246,1607.38252,1684.92240,1125.00000,1534.00000,2045.00000,0.00000,3425.00000,1534.00000,1534.00000,1585.00000
2000,West,10578,2236.95400,2206.66315,2267.24485,1232.00000,2045.00000,2812.00000,0.00000,5182.00000,2045.00000,2045.00000,2064.17500
2000,East,3205,1675.66654,1637.81871,1713.51437,1074.00000,1534.00000,2096.00000,0.00000,3629.00000,1534.00000,1508.00000,1559.00000
2001,West,9607,2249.78253,2218.01687,2281.54818,1227.00000,2071.00000,2863.00000,0.00000,5317.00000,2071.00000,2045.00000,2107.57500
2001,East,2967,1703.57614,1664.94776,1742.20451,1074.00000,1585.00000,2147.00000,0.00000,3756.50000,1585.00000,1534.00000,1636.00000
2002,West,10507,2350.00863,2309.17587,2390.84140,1200.00000,2100.00000,3000.00000,0.00000,5700.00000,2100.00000,2064.92500,2140.00000
2002,East,2948,1750.56990,1709.16260,1791.97721,1100.00000,1600.00000,2245.23365,0.00000,3963.08412,1600.00000,1579.77500,1665.30000
