year,bula_h,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Schleswig-Holstein,Urban regions,103,1337.42858,1187.31670,1487.54045,965.66875,1255.88762,1585.17628,77.00000,2514.43757,1253.00000,1112.00000,1380.00000
1985,Schleswig-Holstein,Rural regions,101,1403.65565,1259.28561,1548.02568,920.00000,1416.44837,1783.91396,0.00000,3079.78490,1432.00000,1176.00000,1483.00000
1985,Hamburg,Urban regions,163,1440.07214,1314.09720,1566.04707,935.73981,1380.00000,1878.02238,0.00000,3291.44622,1380.00000,1278.00000,1534.00000
1985,Hamburg,Rural regions,,,,,,,,,,,,
1985,Lower Saxony,Urban regions,271,1516.64981,1381.69062,1651.60899,951.37204,1343.75486,1790.00000,128.00000,3047.94194,1355.00000,1278.00000,1432.00000
1985,Lower Saxony,Rural regions,314,1350.95559,1188.40569,1513.50548,639.00000,1223.13555,1690.61085,26.00000,3268.02714,1220.00000,1125.00000,1278.00000
1985,Bremen,Urban regions,42,1021.61459,841.17728,1202.05190,685.09950,1017.63741,1426.27957,82.00000,2538.04968,1012.00000,767.00000,1074.00000
1985,North Rhine-Westphalia,Urban regions,1641,1437.76836,1394.13087,1481.40585,880.76348,1379.52613,1790.00000,0.00000,3153.85478,1380.00000,1328.27500,1417.00000
1985,North Rhine-Westphalia,Rural regions,42,1164.69614,950.22738,1379.16490,656.74790,1121.00583,1483.00000,178.00000,2722.37815,1125.00000,869.00000,1432.00000
1985,Hesse,Urban regions,596,1391.42741,1319.64488,1463.20995,818.00000,1278.00000,1790.00000,0.00000,3248.00000,1278.00000,1241.00000,1377.07500
1985,Hesse,Rural regions,77,1225.34891,1063.70053,1386.99728,767.00000,1227.00000,1636.00000,51.00000,2939.50000,1227.00000,1074.00000,1432.00000
1985,"Rhineland-Palatinate, Saarland",Urban regions,350,1260.93699,1184.79826,1337.07573,834.19411,1227.00000,1534.00000,31.00000,2583.70884,1227.00000,1125.00000,1278.00000
1985,"Rhineland-Palatinate, Saarland",Rural regions,68,1224.38069,1006.89681,1441.86457,628.47978,1212.78268,1533.01071,174.00000,2889.80711,1202.00000,919.17500,1278.00000
1985,Baden-Wuerttemberg,Urban regions,1127,1339.64611,1291.75159,1387.54062,818.00000,1278.00000,1738.00000,0.00000,3118.00000,1278.00000,1227.00000,1329.00000
1985,Baden-Wuerttemberg,Rural regions,186,1197.08923,1093.39731,1300.78116,641.87523,1176.00000,1636.00000,0.00000,3127.18716,1176.00000,1023.00000,1278.40000
1985,Bavaria,Urban regions,639,1421.96197,1356.77742,1487.14651,827.35587,1329.00000,1841.00000,0.00000,3361.46620,1329.00000,1278.00000,1406.05000
1985,Bavaria,Rural regions,537,1203.48274,1131.50631,1275.45917,654.83718,1125.00000,1534.00000,0.00000,2852.74423,1125.00000,1054.70000,1176.00000
1985,Berlin,Urban regions,227,1397.95529,1300.91252,1494.99806,889.47050,1329.00000,1778.07433,81.00000,3110.98007,1329.00000,1278.00000,1432.00000
