year,bula_h,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,226,1349.96888,1241.32146,1458.61630,869.00000,1251.50477,1637.02213,51.00000,2789.05532,1251.00000,1176.00000,1329.00000
1984,Hamburg,177,1448.38815,1328.21979,1568.55651,921.19188,1428.10113,1841.00000,128.00000,3220.71217,1432.00000,1227.00000,1483.00000
1984,Lower Saxony,671,1321.57424,1248.70466,1394.44382,748.21759,1261.16080,1663.04498,74.00000,3035.28606,1260.00000,1188.00000,1278.00000
1984,Bremen,54,1145.89136,882.34369,1409.43903,550.10129,1022.86490,1586.73757,0.00000,3141.69200,1023.00000,716.00000,1253.65000
1984,North Rhine-Westphalia,1821,1425.89642,1384.11787,1467.67497,920.00000,1350.00000,1790.00000,0.00000,3095.00000,1350.00000,1285.00000,1380.00000
1984,Hesse,749,1362.12409,1301.69689,1422.55128,767.00000,1278.00000,1738.00000,0.00000,3194.50000,1278.00000,1195.00000,1329.00000
1984,"Rhineland-Palatinate, Saarland",453,1238.08798,1163.12665,1313.04931,742.48463,1125.00000,1585.00000,0.00000,2848.77305,1125.00000,1108.35000,1227.00000
1984,Baden-Wuerttemberg,1435,1348.56531,1296.09646,1401.03417,790.61925,1278.00000,1687.00000,0.00000,3031.57113,1278.00000,1227.00000,1293.00000
1984,Bavaria,1265,1309.36888,1263.50841,1355.22936,792.00000,1227.00000,1650.07031,0.00000,2937.17577,1227.00000,1176.00000,1278.00000
1984,Berlin,264,1430.18845,1318.54479,1541.83212,923.40705,1329.00000,1752.21850,102.00000,2995.43568,1329.00000,1260.00000,1436.27500
1985,Schleswig-Holstein,204,1370.83232,1267.22911,1474.43553,920.00000,1296.24650,1662.09236,0.00000,2775.23090,1296.00000,1227.00000,1406.37500
1985,Hamburg,166,1457.20699,1329.31455,1585.09943,920.00000,1380.00000,1971.69328,0.00000,3549.23321,1380.00000,1278.00000,1534.00000
1985,Lower Saxony,585,1425.27370,1317.55147,1532.99594,767.00000,1278.00000,1768.51415,26.00000,3270.78538,1278.00000,1226.85000,1330.00000
1985,Bremen,42,1021.61459,841.17728,1202.05190,685.09950,1017.63741,1426.27957,82.00000,2538.04968,1012.00000,767.00000,1074.00000
1985,North Rhine-Westphalia,1683,1429.06829,1386.20524,1471.93134,869.00000,1355.71840,1790.00000,0.00000,3171.50000,1356.00000,1290.00000,1388.45000
1985,Hesse,673,1368.38605,1302.42944,1434.34266,818.00000,1278.00000,1770.03352,0.00000,3198.08379,1278.00000,1227.00000,1355.25000
1985,"Rhineland-Palatinate, Saarland",418,1254.01683,1180.90560,1327.12806,818.00000,1227.00000,1534.00000,31.00000,2608.00000,1227.00000,1150.00000,1278.00000
1985,Baden-Wuerttemberg,1313,1318.45526,1274.78430,1362.12621,767.00000,1278.00000,1738.00000,0.00000,3194.50000,1278.00000,1227.00000,1324.00000
1985,Bavaria,1176,1316.57043,1267.88428,1365.25659,767.00000,1227.00000,1687.74287,0.00000,3068.85717,1227.00000,1176.00000,1278.00000
1985,Berlin,227,1397.95529,1300.91252,1494.99806,889.47050,1329.00000,1778.07433,81.00000,3110.98007,1329.00000,1277.75000,1431.00000
1986,Schleswig-Holstein,195,1392.81807,1271.12094,1514.51520,869.00000,1329.00000,1738.00000,76.00000,3041.50000,1329.00000,1202.00000,1421.00000
1986,Hamburg,144,1612.78238,1476.82794,1748.73681,1137.79249,1534.00000,2045.00000,205.00000,3405.81126,1534.00000,1380.00000,1636.00000
1986,Lower Saxony,612,1410.61733,1327.79737,1493.43730,767.00000,1307.99928,1790.00000,85.00000,3324.50000,1304.00000,1227.00000,1380.00000
1986,Bremen,49,1015.63590,790.38042,1240.89139,250.62375,971.00000,1544.48192,82.00000,3485.26918,971.00000,383.00000,1304.00000
1986,North Rhine-Westphalia,1599,1520.25687,1468.35991,1572.15382,945.24357,1432.00000,1856.00000,0.00000,3222.13464,1432.00000,1388.97500,1483.00000
1986,Hesse,632,1409.39207,1337.22328,1481.56086,767.00000,1329.00000,1790.00000,0.00000,3324.50000,1329.00000,1227.00000,1431.00000
1986,"Rhineland-Palatinate, Saarland",424,1302.16143,1229.51542,1374.80744,853.04811,1227.00000,1585.00000,0.00000,2682.92783,1227.00000,1174.77500,1278.25000
1986,Baden-Wuerttemberg,1294,1402.58875,1356.25335,1448.92415,895.00000,1329.00000,1785.80130,0.00000,3122.00326,1329.00000,1278.00000,1370.00000
1986,Bavaria,1098,1369.54020,1311.58103,1427.49938,818.00000,1278.00000,1738.00000,0.00000,3118.00000,1278.00000,1224.00000,1329.00000
1986,Berlin,225,1442.25968,1337.74090,1546.77847,920.00000,1380.00000,1738.00000,0.00000,2965.00000,1380.00000,1278.00000,1483.00000
1987,Schleswig-Holstein,193,1375.51019,1251.98534,1499.03504,818.00000,1326.23981,1790.00000,102.00000,3248.00000,1325.00000,1225.72500,1447.00000
1987,Hamburg,130,1576.20923,1417.68614,1734.73232,1024.45101,1526.00000,2045.00000,102.00000,3575.82349,1526.00000,1432.00000,1692.40000
1987,Lower Saxony,628,1403.43793,1317.54594,1489.32991,756.37327,1278.00000,1790.00000,0.00000,3340.44009,1278.00000,1227.00000,1358.30000
1987,Bremen,41,1180.97750,904.72759,1457.22740,648.92921,1125.00000,1534.71420,53.00000,2863.39168,1125.00000,920.00000,1483.00000
1987,North Rhine-Westphalia,1594,1525.78757,1478.88776,1572.68737,971.00000,1478.48004,1892.00000,51.00000,3273.50000,1483.00000,1432.00000,1534.00000
1987,Hesse,649,1494.67780,1417.25948,1572.09611,883.30259,1380.00000,1892.00000,26.00000,3405.04612,1380.00000,1327.87500,1483.00000
1987,"Rhineland-Palatinate, Saarland",413,1312.18598,1236.99847,1387.37350,805.59673,1274.61684,1646.78691,46.00000,2908.57219,1268.00000,1165.60000,1313.00000
