year,age_gr,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,,,,,,,,,,,,
1984,17-29 y.,2087,973.95746,949.48923,998.42570,511.00000,997.00000,1278.00000,0.00000,2428.50000,997.00000,959.90000,1023.00000
1984,30-45 y.,2888,1531.96045,1496.13675,1567.78416,1023.00000,1432.00000,1892.00000,0.00000,3195.50000,1432.00000,1432.00000,1473.22500
1984,46-65 y.,2090,1513.20544,1473.20958,1553.20130,971.00000,1380.00000,1891.15867,0.00000,3271.39668,1380.00000,1329.00000,1432.00000
1984,66 and older,50,795.90363,496.47747,1095.32978,153.00000,383.35160,996.29176,34.00000,2261.22940,383.00000,245.00000,716.40000
1985,0-16 y.,,,,,,,,,,,,
1985,17-29 y.,1919,965.36892,939.97581,990.76204,511.00000,1014.29998,1278.00000,0.00000,2428.50000,1015.00000,971.00000,1023.00000
1985,30-45 y.,2577,1527.99803,1494.78268,1561.21339,1023.00000,1436.91498,1943.00000,0.00000,3323.00000,1437.00000,1432.00000,1483.00000
1985,46-65 y.,1943,1568.44724,1520.93115,1615.96333,997.00000,1432.00000,1943.00000,0.00000,3362.00000,1432.00000,1393.67500,1483.00000
1985,66 and older,48,806.81024,483.59357,1130.02691,205.17042,327.62459,1021.15415,76.00000,2245.12974,324.00000,259.00000,717.27500
1986,0-16 y.,,,,,,,,,,,,
1986,17-29 y.,1917,1010.36145,980.64790,1040.07500,471.65682,1023.00000,1329.00000,0.00000,2615.01477,1023.00000,1023.00000,1074.00000
1986,30-45 y.,2400,1613.39750,1574.42391,1652.37110,1125.00000,1519.00000,1974.08403,0.00000,3247.71008,1519.00000,1483.00000,1534.00000
1986,46-65 y.,1924,1618.23951,1571.97958,1664.49945,1023.00000,1483.00000,1994.00000,0.00000,3450.50000,1483.00000,1432.00000,1534.00000
1986,66 and older,31,850.19435,473.81656,1226.57215,204.65544,312.79659,1023.00000,82.00000,2250.51684,307.00000,265.00000,914.77500
1987,0-16 y.,,,,,,,,,,,,
1987,17-29 y.,1929,1010.16971,983.23560,1037.10382,465.08315,1056.98340,1329.00000,0.00000,2624.87527,1055.00000,1023.00000,1074.00000
1987,30-45 y.,2374,1630.64020,1593.20105,1668.07935,1125.00000,1534.00000,1994.00000,36.00000,3297.50000,1534.00000,1534.00000,1575.12500
1987,46-65 y.,1925,1644.91923,1598.09065,1691.74780,1023.00000,1534.00000,2045.00000,0.00000,3578.00000,1534.00000,1534.00000,1555.00000
1987,66 and older,36,1009.13434,564.32345,1453.94523,195.51330,252.92977,1278.00000,53.00000,2901.73005,254.00000,205.00000,511.00000
1988,0-16 y.,,,,,,,,,,,,
1988,17-29 y.,1833,1084.51245,1056.07254,1112.95235,546.08859,1125.00000,1432.00000,0.00000,2760.86712,1125.00000,1074.97500,1150.00000
1988,30-45 y.,2223,1677.46056,1635.30766,1719.61346,1176.00000,1585.00000,2045.00000,0.00000,3348.50000,1585.00000,1534.00000,1636.00000
1988,46-65 y.,1872,1703.43659,1653.66192,1753.21127,1070.03535,1555.13423,2122.58798,0.00000,3701.41693,1553.00000,1534.00000,1612.05000
1988,66 and older,35,1382.94098,719.56853,2046.31343,189.98947,422.37579,1670.89381,0.00000,3892.25032,427.00000,231.57500,1380.00000
1989,0-16 y.,,,,,,,,,,,,
1989,17-29 y.,1851,1133.02925,1103.64186,1162.41664,588.71507,1176.00000,1483.00000,0.00000,2824.42740,1176.00000,1125.00000,1202.00000
1989,30-45 y.,2184,1759.03831,1710.33756,1807.73906,1227.00000,1636.00000,2131.78119,0.00000,3488.95298,1636.00000,1611.00000,1682.12500
1989,46-65 y.,1786,1778.10434,1727.37780,1828.83087,1125.00000,1636.00000,2209.00000,0.00000,3835.00000,1636.00000,1597.67500,1687.00000
1989,66 and older,36,1499.86369,934.79396,2064.93342,266.00630,1074.06566,1704.90696,82.00000,3863.25796,1074.00000,441.00000,1534.00000
1990,0-16 y.,,,,,,,,,,,,
1990,17-29 y.,2664,1016.28858,992.18915,1040.38802,470.00000,946.01255,1437.38319,0.00000,2888.45797,946.00000,875.97500,1023.00000
1990,30-45 y.,3640,1542.57476,1502.74586,1582.40365,690.00000,1432.00000,2045.00000,0.00000,4077.50000,1432.00000,1429.77500,1483.00000
1990,46-65 y.,2822,1509.69169,1469.19250,1550.19088,665.00000,1403.27396,2045.00000,0.00000,4115.00000,1385.00000,1329.00000,1432.00000
1990,66 and older,49,1071.54732,648.25583,1494.83882,243.42279,754.41840,1370.03845,0.00000,3059.96194,767.00000,428.00000,1023.00000
1991,0-16 y.,,,,,,,,,,,,
1991,17-29 y.,2511,1140.52851,1113.56372,1167.49330,585.49235,1074.00000,1580.04157,0.00000,3071.86541,1074.00000,1023.00000,1150.00000
1991,30-45 y.,3563,1630.92335,1595.31515,1666.53154,844.00000,1534.00000,2147.00000,51.00000,4101.50000,1534.00000,1483.00000,1554.12500
1991,46-65 y.,2583,1640.76774,1594.23930,1687.29618,808.00000,1529.49613,2096.00000,0.00000,4028.00000,1529.00000,1432.00000,1534.00000
1991,66 and older,39,978.76749,577.56732,1379.96766,205.00000,735.21210,1215.50825,0.00000,2731.27063,716.00000,373.37500,1125.00000
1992,0-16 y.,,,,,,,,,,,,
1992,17-29 y.,2332,1268.70160,1238.96181,1298.44139,665.00000,1232.19249,1738.00000,0.00000,3347.50000,1232.00000,1202.00000,1278.25000
1992,30-45 y.,3405,1776.45946,1741.39145,1811.52748,1049.43906,1636.00000,2250.00000,0.00000,4050.84141,1636.00000,1636.00000,1687.00000
1992,46-65 y.,2354,1887.30282,1835.87154,1938.73411,1023.00000,1738.00000,2422.27192,0.00000,4521.17980,1738.00000,1657.00000,1790.00000
1992,66 and older,,,,,,,,,,,,
1993,0-16 y.,,,,,,,,,,,,
1993,17-29 y.,2250,1339.97203,1308.38968,1371.55437,742.89317,1329.00000,1790.00000,0.00000,3360.66024,1329.00000,1278.00000,1401.00000
1993,30-45 y.,3361,1954.49961,1909.51973,1999.47948,1227.00000,1790.00000,2454.00000,0.00000,4294.50000,1790.00000,1738.00000,1790.00000
1993,46-65 y.,2248,2031.77977,1976.34673,2087.21281,1176.00000,1841.00000,2556.00000,0.00000,4626.00000,1841.00000,1790.00000,1898.12500
1993,66 and older,,,,,,,,,,,,
1994,0-16 y.,,,,,,,,,,,,
1994,17-29 y.,2079,1380.79504,1347.13609,1414.45398,766.00000,1405.61348,1820.08519,0.00000,3401.21297,1406.00000,1329.00000,1435.12500
1994,30-45 y.,3264,1996.92076,1953.72157,2040.11995,1278.00000,1841.00000,2505.00000,0.00000,4345.50000,1841.00000,1790.00000,1892.00000
1994,46-65 y.,2188,2128.20454,2066.16223,2190.24684,1296.25054,1892.00000,2659.00000,0.00000,4703.12419,1892.00000,1841.00000,1943.00000
1994,66 and older,,,,,,,,,,,,
1995,0-16 y.,,,,,,,,,,,,
1995,17-29 y.,2077,1399.60797,1364.21650,1434.99944,716.00000,1432.00000,1841.00000,0.00000,3528.50000,1432.00000,1355.00000,1483.00000
1995,30-45 y.,3481,2057.64709,2012.28487,2103.00931,1329.00000,1892.00000,2556.00000,0.00000,4396.50000,1892.00000,1841.00000,1943.00000
1995,46-65 y.,2263,2179.78261,2110.52544,2249.03977,1278.00000,1943.00000,2710.00000,0.00000,4858.00000,1943.00000,1887.97500,1994.00000
1995,66 and older,32,1064.44973,656.06639,1472.83307,270.58890,665.00000,1317.89969,0.00000,2888.86588,665.00000,277.00000,1278.00000
1996,0-16 y.,,,,,,,,,,,,
1996,17-29 y.,1924,1440.63999,1392.62051,1488.65947,713.00000,1432.00000,1851.95235,20.00000,3560.38087,1432.00000,1380.00000,1485.00000
1996,30-45 y.,3477,2164.63504,2109.83329,2219.43679,1405.12139,1994.00000,2608.00000,51.00000,4412.31792,1994.00000,1942.35000,2045.00000
1996,46-65 y.,2191,2296.46438,2234.44414,2358.48463,1415.00000,2045.00000,2893.10338,51.00000,5110.25846,2045.00000,1994.00000,2096.00000
1996,66 and older,38,1114.28442,798.76714,1429.80169,300.91804,932.69244,1636.79420,61.00000,3640.60843,920.00000,306.87500,1523.00000
1997,0-16 y.,,,,,,,,,,,,
1997,17-29 y.,1821,1422.04764,1376.49429,1467.60100,665.00000,1432.00000,1892.00000,19.00000,3732.50000,1432.00000,1380.97500,1498.17500
1997,30-45 y.,3400,2178.40243,2137.99408,2218.81079,1432.00000,2045.00000,2710.00000,56.00000,4627.00000,2045.00000,1994.00000,2066.12500
1997,46-65 y.,2139,2333.07617,2265.68549,2400.46685,1432.00000,2045.00000,2918.00960,25.00000,5147.02400,2045.00000,2033.00000,2104.57500
1997,66 and older,37,1379.24002,1034.96165,1723.51839,307.00000,1534.00000,2215.53360,61.00000,3582.00000,1534.00000,312.00000,1943.00000
1998,0-16 y.,,,,,,,,,,,,
1998,17-29 y.,1880,1378.29905,1333.38782,1423.21028,614.00000,1380.00000,1841.00000,0.00000,3681.50000,1380.00000,1329.00000,1432.00000
1998,30-45 y.,3768,2207.98553,2168.15058,2247.82048,1432.00000,2045.00000,2747.29443,0.00000,4720.23609,2045.00000,1994.00000,2057.35000
1998,46-65 y.,2440,2374.01055,2313.98522,2434.03588,1432.00000,2147.00000,3045.90707,0.00000,5466.76768,2147.00000,2070.72500,2199.00000
1998,66 and older,41,1112.41038,800.03086,1424.78991,261.96110,843.28357,1730.14966,0.00000,3932.43251,880.00000,317.00000,1483.00000
1999,0-16 y.,,,,,,,,,,,,
1999,17-29 y.,1849,1349.02509,1310.86630,1387.18388,588.00000,1432.00000,1841.00000,0.00000,3720.50000,1432.00000,1329.00000,1457.00000
1999,30-45 y.,3800,2216.40503,2172.63760,2260.17246,1432.00000,2045.00000,2761.00000,0.00000,4754.50000,2045.00000,1994.00000,2063.02500
1999,46-65 y.,2364,2443.30329,2365.54780,2521.05878,1457.54269,2147.00000,3068.00000,0.00000,5483.68596,2147.00000,2096.00000,2250.00000
1999,66 and older,45,1223.16450,911.05705,1535.27194,316.38097,1022.13725,2045.00000,0.00000,4637.92855,1022.00000,342.47500,1542.70000
2000,0-16 y.,,,,,,,,,,,,
2000,17-29 y.,2774,1418.29375,1384.00999,1452.57750,614.00000,1432.00000,1943.00000,0.00000,3936.50000,1432.00000,1380.00000,1483.12500
2000,30-45 y.,6536,2278.09227,2241.27872,2314.90583,1380.00000,2071.00000,2812.00000,0.00000,4960.00000,2071.00000,2045.00000,2131.20000
2000,46-65 y.,4382,2386.45957,2336.87675,2436.04240,1329.00000,2147.00000,3068.00000,0.00000,5676.50000,2147.00000,2096.00000,2199.00000
2000,66 and older,91,1583.38666,1179.23703,1987.53629,256.00000,536.65920,2545.86780,0.00000,5980.66949,537.00000,327.00000,1738.00000
2001,0-16 y.,,,,,,,,,,,,
2001,17-29 y.,2468,1363.67907,1327.09900,1400.25913,560.99840,1325.60796,1991.16599,0.00000,4136.41738,1309.00000,1227.00000,1432.00000
2001,30-45 y.,5913,2317.14063,2279.52748,2354.75378,1432.00000,2147.00000,2863.00000,0.00000,5009.50000,2147.00000,2073.92500,2178.52500
2001,46-65 y.,4102,2396.52240,2344.69326,2448.35154,1348.00000,2176.61324,3058.30730,0.00000,5623.76825,2179.00000,2147.00000,2244.12500
2001,66 and older,91,1513.34089,1157.02917,1869.65262,315.77859,718.89023,2045.00000,0.00000,4638.83211,719.00000,383.00000,1534.00000
2002,0-16 y.,,,,,,,,,,,,
2002,17-29 y.,2381,1376.10099,1335.60202,1416.59995,550.00000,1300.00000,2000.00000,0.00000,4175.00000,1300.00000,1200.00000,1398.05000
2002,30-45 y.,6011,2368.55247,2318.69788,2418.40707,1410.00000,2183.00000,3000.00000,0.00000,5385.00000,2183.00000,2100.00000,2200.00000
2002,46-65 y.,4923,2554.99002,2491.24565,2618.73439,1350.00000,2200.00000,3100.00000,0.00000,5725.00000,2200.00000,2108.00000,2273.00000
2002,66 and older,140,1917.74454,1450.07266,2385.41642,320.02367,700.00000,2570.74864,0.00000,5946.83610,700.00000,387.00000,1307.37500
2003,0-16 y.,,,,,,,,,,,,
2003,17-29 y.,2248,1381.34142,1338.24479,1424.43805,559.36865,1250.00000,2000.00000,0.00000,4160.94702,1250.00000,1199.75000,1400.00000
2003,30-45 y.,5567,2454.19133,2409.17866,2499.20400,1450.00000,2265.93200,3022.20155,0.00000,5380.50387,2265.00000,2200.00000,2300.00000
2003,46-65 y.,4759,2650.62893,2583.72728,2717.53058,1406.30490,2310.00000,3300.00000,0.00000,6140.54266,2310.00000,2265.85000,2400.00000
2003,66 and older,177,1790.56761,1387.26920,2193.86602,325.00000,738.14164,1882.36948,0.00000,4218.42371,750.00000,591.00000,1240.25000
2004,0-16 y.,,,,,,,,,,,,
2004,17-29 y.,2178,1384.87868,1343.32137,1426.43598,584.06074,1268.39868,2000.00000,0.00000,4123.90889,1265.00000,1200.00000,1350.00000
2004,30-45 y.,5253,2458.91206,2412.43836,2505.38576,1420.00000,2300.00000,3100.00000,0.00000,5620.00000,2300.00000,2201.95000,2320.32500
2004,46-65 y.,4734,2671.02121,2603.33580,2738.70663,1382.81562,2300.00000,3300.00000,0.00000,6175.77657,2300.00000,2200.00000,2331.10000
2004,66 and older,201,1711.60372,1350.97356,2072.23387,320.00000,858.03278,2135.00890,0.00000,4857.52226,850.00000,563.00000,1329.00000
2005,0-16 y.,,,,,,,,,,,,
2005,17-29 y.,2047,1363.08440,1321.16520,1405.00361,520.00000,1200.00000,2000.00000,0.00000,4220.00000,1200.00000,1199.97500,1325.62500
2005,30-45 y.,4892,2446.81803,2400.26064,2493.37542,1400.00000,2300.00000,3100.00000,0.00000,5650.00000,2300.00000,2237.00000,2330.00000
2005,46-65 y.,4615,2634.32971,2571.48241,2697.17701,1310.18085,2344.00000,3300.00000,0.00000,6284.72872,2344.00000,2300.00000,2400.00000
2005,66 and older,163,1732.42692,1316.38915,2148.46468,320.00000,686.66137,1996.33413,0.00000,4510.83532,700.00000,400.00000,1013.00000
2006,0-16 y.,,,,,,,,,,,,
2006,17-29 y.,2087,1379.03700,1337.19544,1420.87855,548.00000,1260.00000,2000.00000,0.00000,4178.00000,1260.00000,1200.00000,1326.60000
2006,30-45 y.,5049,2449.45256,2400.26287,2498.64224,1330.00000,2300.00000,3115.05628,0.00000,5792.64070,2300.00000,2200.00000,2330.15000
2006,46-65 y.,5016,2708.39041,2640.09028,2776.69054,1377.67672,2344.38867,3400.00000,0.00000,6433.48492,2344.00000,2300.00000,2400.00000
2006,66 and older,210,1925.82291,1311.27832,2540.36750,325.00000,758.10075,2071.90382,0.00000,4692.25955,757.00000,479.60000,1202.42500
2007,0-16 y.,,,,,,,,,,,,
2007,17-29 y.,1959,1397.44721,1351.82602,1443.06840,528.58898,1300.00000,2000.00000,0.00000,4207.11653,1300.00000,1200.00000,1400.00000
2007,30-45 y.,4759,2503.32795,2444.75297,2561.90294,1389.95330,2300.00000,3198.05112,0.00000,5910.19784,2300.00000,2200.00000,2308.02500
2007,46-65 y.,4847,2708.84835,2645.84615,2771.85055,1400.00000,2400.00000,3400.00000,0.00000,6400.00000,2400.00000,2300.00000,2438.05000
2007,66 and older,215,2021.16954,1410.14884,2632.19024,316.33768,623.08179,2000.00000,0.00000,4525.49348,630.00000,500.00000,1076.00000
2008,0-16 y.,,,,,,,,,,,,
2008,17-29 y.,1868,1424.89416,1377.28725,1472.50108,552.96446,1300.00000,2000.00000,0.00000,4170.55331,1300.00000,1200.00000,1400.00000
2008,30-45 y.,4360,2512.21188,2455.59412,2568.82965,1400.00000,2300.00000,3200.00000,0.00000,5900.00000,2300.00000,2300.00000,2400.00000
2008,46-65 y.,4734,2699.13017,2635.60778,2762.65255,1400.00000,2400.00000,3400.00000,0.00000,6400.00000,2400.00000,2300.00000,2450.07500
2008,66 and older,200,1813.53955,1345.75873,2281.32038,346.74932,529.83379,2200.00000,0.00000,4979.87602,527.00000,442.42500,900.00000
2009,0-16 y.,,,,,,,,,,,,
2009,17-29 y.,1696,1453.78552,1400.44171,1507.12933,558.23557,1257.12031,2100.00000,0.00000,4412.64665,1254.00000,1100.00000,1400.00000
2009,30-45 y.,3927,2559.61844,2502.61727,2616.61962,1455.01060,2400.00000,3300.00000,0.00000,6067.48410,2400.00000,2300.00000,2480.00000
2009,46-65 y.,4548,2748.92010,2681.71340,2816.12679,1400.00000,2462.51333,3400.00000,0.00000,6400.00000,2460.00000,2400.00000,2500.00000
2009,66 and older,232,1726.32150,1401.46253,2051.18046,335.82012,600.00000,2246.07378,0.00000,5111.45426,600.00000,419.75000,950.00000
2010,0-16 y.,,,,,,,,,,,,
2010,17-29 y.,2034,1498.90101,1433.41498,1564.38703,561.42030,1296.18278,2100.00000,0.00000,4407.86955,1300.00000,1182.00000,1400.00000
2010,30-45 y.,6703,2601.28840,2553.90200,2648.67481,1480.10069,2389.49128,3300.00000,0.00000,6029.84896,2389.00000,2300.00000,2460.50000
2010,46-65 y.,5139,2709.56639,2647.44292,2771.68986,1350.00000,2444.45919,3433.65389,0.00000,6559.13472,2448.00000,2326.85000,2500.00000
2010,66 and older,211,1552.13761,1261.21877,1843.05645,350.00000,499.25682,2000.00000,0.00000,4475.00000,500.00000,400.00000,1208.00000
2011,0-16 y.,,,,,,,,,,,,
2011,17-29 y.,2303,1506.27243,1463.17950,1549.36535,630.00000,1400.00000,2150.00000,0.00000,4430.00000,1400.00000,1300.00000,1500.00000
2011,30-45 y.,7749,2661.24478,2617.57543,2704.91414,1500.00000,2400.00000,3400.00000,0.00000,6250.00000,2400.00000,2400.00000,2500.00000
2011,46-65 y.,6725,2734.34639,2681.09851,2787.59427,1370.00000,2400.00000,3500.00000,0.00000,6695.00000,2400.00000,2400.00000,2500.00000
2011,66 and older,227,1485.66059,1217.01260,1754.30857,345.00000,548.86946,2000.00000,0.00000,4482.50000,548.00000,400.00000,800.00000
2012,0-16 y.,,,,,,,,,,,,
2012,17-29 y.,2261,1480.03421,1438.09483,1521.97360,557.85938,1400.00000,2200.00000,0.00000,4663.21092,1400.00000,1278.85000,1500.00000
2012,30-45 y.,7242,2694.89165,2649.26960,2740.51369,1500.00000,2400.07801,3500.00000,0.00000,6500.00000,2400.00000,2400.00000,2500.00000
2012,46-65 y.,6948,2802.98272,2746.98816,2858.97727,1439.00000,2500.00000,3580.00000,0.00000,6791.50000,2500.00000,2400.00000,2500.00000
2012,66 and older,285,1222.62731,1014.57593,1430.67870,320.00000,400.00000,1500.00000,0.00000,3270.00000,400.00000,400.00000,500.00000
2013,0-16 y.,,,,,,,,,,,,
2013,17-29 y.,2913,1474.73855,1435.74661,1513.73048,560.00000,1306.18910,2200.00000,0.00000,4660.00000,1326.00000,1200.00000,1420.57500
2013,30-45 y.,8201,2701.05771,2658.53741,2743.57802,1500.00000,2437.00000,3500.00000,0.00000,6500.00000,2437.00000,2400.00000,2500.00000
2013,46-65 y.,7670,2858.46493,2804.76369,2912.16618,1475.00000,2500.00000,3600.00000,0.00000,6787.50000,2500.00000,2400.00000,2500.00000
2013,66 and older,296,1530.22329,1239.20092,1821.24565,360.50894,500.00000,1819.69033,0.00000,4008.46242,500.00000,450.00000,706.40000
2014,0-16 y.,,,,,,,,,,,,
2014,17-29 y.,2571,1470.58462,1429.60710,1511.56215,550.00000,1200.00000,2237.06645,0.00000,4767.66613,1200.00000,1139.75000,1400.00000
2014,30-45 y.,6808,2781.91295,2733.07837,2830.74754,1600.00000,2500.00000,3500.00000,0.00000,6350.00000,2500.00000,2500.00000,2600.00000
2014,46-65 y.,7114,2898.27524,2841.04885,2955.50163,1450.00000,2500.00000,3666.76942,0.00000,6991.92354,2500.00000,2499.75000,2557.00000
