year,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,,,,,,,,,,,,
1984,Primary Level,581,1063.66717,1023.00013,1104.33422,818.00000,1074.00000,1329.00000,51.50000,2095.50000,1074.00000,1023.00000,1125.00000
1984,Lower Secondary Level,1631,825.06706,799.39141,850.74271,340.51189,790.00000,1217.00000,0.00000,2531.73217,790.00000,716.00000,844.00000
1984,Upper Secondary Level,3579,1348.00725,1320.92679,1375.08770,920.00000,1278.00000,1636.00000,0.00000,2710.00000,1278.00000,1278.00000,1329.00000
1984,Post-secondary Non-tertiary Level,210,1534.87054,1405.58833,1664.15275,1045.12591,1380.00000,1892.00000,51.00000,3162.31113,1380.00000,1227.00000,1490.12500
1984,First Stage of Tertiary Education,454,1688.94494,1605.08295,1772.80693,1227.00000,1585.00000,2045.00000,0.00000,3272.00000,1585.00000,1534.00000,1657.00000
1984,Second Stage of Tertiary Education,620,2204.54809,2114.62234,2294.47385,1527.10386,2096.00000,2739.01944,0.00000,4556.89279,2096.00000,2045.00000,2250.00000
1985,Pre-primary Level,,,,,,,,,,,,
1985,Primary Level,461,1038.92744,993.94742,1083.90746,818.00000,1074.00000,1286.12698,115.80953,1988.31745,1074.00000,1023.00000,1138.00000
1985,Lower Secondary Level,1481,841.02491,810.87211,871.17771,332.00000,794.06647,1227.00000,0.00000,2569.50000,797.00000,721.85000,842.05000
1985,Upper Secondary Level,3272,1364.42684,1335.35971,1393.49396,920.00000,1282.56059,1666.78723,0.00000,2786.96808,1282.00000,1278.00000,1329.00000
1985,Post-secondary Non-tertiary Level,187,1473.90615,1346.58655,1601.22575,1023.00000,1380.00000,1790.00000,102.00000,2940.50000,1380.00000,1278.00000,1457.02500
1985,First Stage of Tertiary Education,427,1672.56905,1595.85978,1749.27831,1176.00000,1635.85915,2118.44328,0.00000,3532.10821,1636.00000,1534.00000,1693.00000
1985,Second Stage of Tertiary Education,591,2204.13039,2114.67268,2293.58810,1534.00000,2096.00000,2761.00000,71.00000,4601.50000,2096.00000,2045.00000,2173.00000
1986,Pre-primary Level,,,,,,,,,,,,
1986,Primary Level,429,1070.67666,1017.78120,1123.57212,767.00000,1125.00000,1380.00000,36.00000,2299.50000,1125.00000,1023.00000,1176.00000
1986,Lower Secondary Level,1438,882.31305,853.26771,911.35839,352.17579,835.55742,1278.00000,0.00000,2666.73632,835.00000,767.00000,920.00000
1986,Upper Secondary Level,3160,1400.79583,1371.28212,1430.30955,961.63547,1350.99244,1697.00000,0.00000,2800.04680,1352.00000,1329.00000,1380.00000
1986,Post-secondary Non-tertiary Level,189,1546.04732,1428.86178,1663.23285,1143.06402,1432.00000,1994.00000,15.00000,3270.40397,1432.00000,1329.00000,1539.50000
1986,First Stage of Tertiary Education,394,1724.56518,1644.26138,1804.86898,1176.00000,1636.00000,2148.14214,58.00000,3606.35535,1636.00000,1534.00000,1738.00000
1986,Second Stage of Tertiary Education,585,2407.70035,2298.56171,2516.83899,1625.05004,2301.00000,2889.25089,0.00000,4785.55216,2301.00000,2173.00000,2352.22500
1987,Pre-primary Level,,,,,,,,,,,,
1987,Primary Level,411,1118.65344,1059.54647,1177.76041,767.00000,1176.00000,1483.00000,51.00000,2557.00000,1176.00000,1074.00000,1227.00000
1987,Lower Secondary Level,1430,906.57772,876.17107,936.98437,371.86775,869.00000,1292.99260,0.00000,2674.67987,869.00000,791.90000,971.00000
