year,migback,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,No migration background,Urban regions,3414,1413.18250,1383.53502,1442.82997,848.88197,1329.00000,1790.00000,0.00000,3201.67705,1329.00000,1278.00000,1355.00000
1985,No migration background,Rural regions,1083,1265.47350,1203.25310,1327.69390,656.11300,1176.00000,1621.09175,0.00000,3068.55988,1176.00000,1125.00000,1227.00000
1985,Direct migration background,Urban regions,1689,1297.82484,1261.80850,1333.84118,869.00000,1227.00000,1534.00000,0.00000,2531.50000,1227.00000,1227.00000,1278.00000
1985,Direct migration background,Rural regions,236,1193.06853,1122.50870,1263.62836,818.00000,1125.00000,1534.00000,102.00000,2608.00000,1125.00000,1063.00000,1278.00000
1985,Indirect migration background,Urban regions,56,914.72432,744.23209,1085.21655,328.59399,825.77908,1297.93419,47.00000,2354.00000,844.00000,507.80000,1125.00000
1985,Indirect migration background,Rural regions,,,,,,,,,,,,
1986,No migration background,Urban regions,3279,1493.67387,1458.32279,1529.02495,920.00000,1380.00000,1841.00000,0.00000,3222.50000,1380.00000,1355.00000,1431.00000
1986,No migration background,Rural regions,1048,1270.18375,1221.78918,1318.57832,703.60547,1227.00000,1687.00000,0.00000,3162.09179,1227.00000,1176.00000,1278.00000
1986,Direct migration background,Urban regions,1616,1350.54123,1316.03523,1385.04723,952.38943,1290.35021,1636.00000,0.00000,2661.41586,1288.00000,1278.00000,1329.00000
1986,Direct migration background,Rural regions,240,1201.96083,1124.87781,1279.04385,810.31190,1176.00000,1577.52298,0.00000,2728.33959,1176.00000,1074.00000,1329.00000
1986,Indirect migration background,Urban regions,74,990.86045,851.20258,1130.51833,511.00000,869.00000,1458.92333,49.00000,2880.80832,869.00000,767.00000,1227.00000
1986,Indirect migration background,Rural regions,,,,,,,,,,,,
1987,No migration background,Urban regions,3257,1507.53559,1473.78395,1541.28724,920.00000,1424.42666,1878.21659,0.00000,3315.54148,1430.00000,1380.00000,1432.00000
