year,migback,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,male,2937,1668.80597,1633.75312,1703.85882,1184.16855,1534.00000,2020.00000,0.00000,3273.74718,1534.00000,1508.00000,1534.00000
1984,No migration background,female,1865,884.08875,858.74591,909.43160,439.19193,844.00000,1220.17300,0.00000,2391.64459,844.00000,809.95000,869.00000
1984,Direct migration background,male,1477,1501.75011,1460.47611,1543.02410,1176.00000,1396.64062,1656.00108,455.99838,2376.00269,1397.00000,1380.00000,1432.00000
1984,Direct migration background,female,769,875.47308,841.65089,909.29527,579.58000,845.86275,1074.00000,0.00000,1815.63000,844.00000,818.00000,920.00000
1984,Indirect migration background,male,35,1156.04882,919.59186,1392.50578,777.89023,1086.07662,1562.84563,179.00000,2740.27873,1099.00000,818.00000,1585.00000
1984,Indirect migration background,female,32,717.80846,576.15610,859.46081,364.42725,668.92685,976.31982,102.00000,1380.00000,665.00000,358.00000,832.90000
1985,No migration background,male,2683,1687.02461,1649.59274,1724.45648,1210.00000,1534.00000,2045.00000,0.00000,3297.50000,1534.00000,1534.00000,1559.00000
1985,No migration background,female,1814,918.59992,891.94483,945.25500,483.50619,869.00000,1278.00000,0.00000,2469.74072,869.00000,818.00000,920.00000
1985,Direct migration background,male,1263,1507.26638,1465.07512,1549.45764,1153.31146,1403.68514,1687.00000,352.77864,2487.53282,1402.00000,1359.87500,1432.00000
1985,Direct migration background,female,662,892.86935,857.95137,927.78733,614.00000,869.00000,1125.00000,0.00000,1891.50000,869.00000,818.00000,920.00000
1985,Indirect migration background,male,35,1164.19966,941.89891,1386.50041,780.52953,1167.82708,1498.79783,47.00000,2354.00000,1167.00000,842.07500,1534.00000
1985,Indirect migration background,female,30,702.71127,544.47755,860.94500,308.81609,677.47947,1003.99108,143.00000,1942.00000,665.00000,199.00000,1024.27500
1986,No migration background,male,2575,1748.79883,1708.83620,1788.76146,1227.00000,1585.00000,2045.00000,0.00000,3272.00000,1585.00000,1534.00000,1636.00000
1986,No migration background,female,1752,974.92984,943.12923,1006.73045,511.00000,920.00000,1305.44409,0.00000,2497.11023,920.00000,894.47500,946.02500
1986,Direct migration background,male,1225,1562.23855,1523.77256,1600.70453,1227.00000,1483.00000,1780.02671,397.45994,2609.56677,1483.00000,1432.00000,1534.00000
1986,Direct migration background,female,631,914.17979,876.17007,952.18951,614.00000,920.00000,1176.00000,0.00000,2019.00000,920.00000,843.35000,971.00000
1986,Indirect migration background,male,48,1123.40680,928.23354,1318.58006,792.50876,1171.20394,1520.80735,49.00000,2613.25523,1176.00000,869.00000,1534.00000
1986,Indirect migration background,female,41,1098.86917,882.86162,1314.87672,605.35388,902.65732,1396.30932,153.00000,2556.00000,886.00000,767.00000,1343.00000
1987,No migration background,male,2567,1775.78124,1736.76269,1814.79978,1273.72346,1636.00000,2122.00000,1.30866,3394.41481,1636.00000,1586.00000,1638.02500
1987,No migration background,female,1759,986.36686,956.59868,1016.13504,511.00000,940.92861,1329.00000,0.00000,2556.00000,946.00000,910.00000,982.32500
1987,Direct migration background,male,1201,1616.25339,1569.80284,1662.70395,1227.00000,1534.00000,1790.00000,382.50000,2634.50000,1534.00000,1482.65000,1534.00000
1987,Direct migration background,female,647,945.34352,905.11779,985.56925,614.00000,920.00000,1202.97737,46.00000,2086.44343,920.00000,869.00000,971.00000
1987,Indirect migration background,male,48,1230.10236,1045.11932,1415.08541,871.89749,1278.00000,1648.64263,187.00000,2813.76035,1278.00000,1023.00000,1636.00000
1987,Indirect migration background,female,42,816.64037,684.69112,948.58961,531.65974,716.55748,1056.20678,212.00000,1790.00000,614.00000,515.57500,1055.00000
1988,No migration background,male,2436,1859.87194,1818.55473,1901.18916,1329.00000,1687.00000,2249.47949,0.00000,3630.19872,1687.00000,1636.00000,1726.07500
1988,No migration background,female,1681,1038.35051,1003.03124,1073.66979,511.00000,978.04557,1432.00000,0.00000,2813.50000,982.00000,920.97500,1023.00000
1988,Direct migration background,male,1111,1636.24212,1598.63364,1673.85059,1278.00000,1534.00000,1841.00000,433.50000,2685.50000,1534.00000,1508.00000,1570.37500
1988,Direct migration background,female,616,1089.03020,996.76386,1181.29653,562.00000,971.00000,1289.51933,0.00000,2380.79833,971.00000,876.80000,1038.12500
1988,Indirect migration background,male,66,1183.50130,1023.83959,1343.16302,689.72318,1317.42726,1636.00000,205.00000,3055.41523,1329.00000,867.72500,1636.00000
1988,Indirect migration background,female,53,918.81686,753.28521,1084.34851,436.06828,894.63210,1227.00000,0.00000,2045.00000,869.00000,559.00000,1227.00000
1989,No migration background,male,2372,1940.31630,1893.16691,1987.46568,1380.00000,1765.00000,2301.00000,0.00000,3682.50000,1765.00000,1738.00000,1790.00000
1989,No migration background,female,1667,1096.02877,1062.33514,1129.72240,575.47152,1071.36541,1483.00000,0.00000,2844.29272,1074.00000,1023.00000,1119.07500
1989,Direct migration background,male,1082,1756.25822,1709.01409,1803.50236,1380.00000,1636.00000,1943.00000,535.50000,2787.50000,1636.00000,1585.00000,1672.00000
1989,Direct migration background,female,600,1034.37733,987.67630,1081.07837,643.81522,1023.00000,1278.00000,0.00000,2229.27716,1023.00000,945.35000,1074.00000
1989,Indirect migration background,male,70,1213.33178,1029.55500,1397.10856,558.12725,1278.00000,1687.00000,0.00000,3380.30912,1278.00000,1023.00000,1534.00000
1989,Indirect migration background,female,66,985.16762,838.07336,1132.26188,524.48727,913.42551,1380.00000,128.00000,2663.26909,920.00000,562.00000,1278.00000
1990,No migration background,male,4035,1688.83212,1651.02461,1726.63962,767.00000,1585.00000,2198.41784,16.00000,4345.54459,1585.00000,1534.00000,1629.00000
1990,No migration background,female,3234,954.38869,930.38354,978.39385,440.00000,767.00000,1358.15212,0.00000,2735.38031,767.00000,759.00000,818.00000
1990,Direct migration background,male,1101,1743.71720,1691.19302,1796.24138,1350.12006,1636.00000,2045.00000,307.80014,3087.31991,1636.00000,1606.00000,1687.00000
1990,Direct migration background,female,638,1015.04585,964.75008,1065.34161,614.00000,971.00000,1278.00000,0.00000,2274.00000,971.00000,920.00000,1045.00000
1990,Indirect migration background,male,88,1233.32674,1059.57146,1407.08202,452.61881,1316.75508,1734.36184,205.00000,3656.97638,1355.00000,818.00000,1585.00000
1990,Indirect migration background,female,79,758.05084,652.71513,863.38656,378.59348,665.00000,1133.60301,0.00000,2045.00000,665.00000,511.00000,1125.00000
1991,No migration background,male,3787,1828.63749,1791.00401,1866.27097,1023.00000,1687.00000,2301.00000,0.00000,4218.00000,1687.00000,1659.97500,1738.00000
1991,No migration background,female,2965,1051.68780,1025.76058,1077.61501,562.00000,885.67382,1432.00000,0.00000,2737.00000,886.00000,857.95000,920.00000
1991,Direct migration background,male,1085,1851.07017,1792.87833,1909.26201,1380.00000,1738.00000,2147.00000,229.50000,3297.50000,1738.00000,1687.00000,1790.00000
1991,Direct migration background,female,647,1039.62011,997.89267,1081.34755,639.00000,1023.00000,1329.00000,0.00000,2364.00000,1023.00000,970.82500,1106.00000
1991,Indirect migration background,male,113,1182.70781,1034.42878,1330.98684,458.63796,1204.45325,1687.00000,26.00000,3529.54305,1227.00000,537.00000,1534.00000
1991,Indirect migration background,female,99,766.69456,665.67514,867.71399,383.00000,611.19083,1151.54399,51.00000,2304.35997,614.00000,459.00000,920.00000
1992,No migration background,male,3542,2031.27147,1992.46403,2070.07891,1329.00000,1863.48274,2513.33297,0.00000,4289.83242,1863.00000,1837.87500,1897.00000
1992,No migration background,female,2733,1205.80541,1176.93063,1234.68020,716.00000,1074.00000,1588.43875,0.00000,2897.09688,1074.00000,1048.00000,1125.00000
1992,Direct migration background,male,1024,1995.71976,1934.99133,2056.44819,1534.00000,1841.00000,2299.29333,386.06000,3447.23334,1841.00000,1790.00000,1893.27500
1992,Direct migration background,female,585,1163.03409,1116.44733,1209.62085,767.00000,1163.95690,1483.00000,0.00000,2557.00000,1166.00000,1074.00000,1227.00000
1992,Indirect migration background,male,122,1352.67587,1186.04731,1519.30443,511.00000,1323.61817,1821.97782,184.00000,3788.44455,1329.00000,972.00000,1636.00000
1992,Indirect migration background,female,111,822.10971,727.29921,916.92021,439.45523,665.00000,1227.00000,0.00000,2408.31716,665.00000,532.95000,956.37500
1993,No migration background,male,3417,2215.71847,2168.87244,2262.56451,1483.00000,1994.00000,2659.00000,0.00000,4423.00000,1994.00000,1943.00000,2045.00000
1993,No migration background,female,2670,1318.25396,1286.20192,1350.30599,766.99134,1227.00000,1749.00000,0.00000,3222.01300,1227.00000,1176.00000,1278.00000
