year,pgisced97,quintil_oecd,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,1st Quintile,,,,,,,,,,,,
1984,Pre-primary Level,2nd Quintile,,,,,,,,,,,,
1984,Pre-primary Level,3rd Quintile,,,,,,,,,,,,
1984,Pre-primary Level,4th Quintile,,,,,,,,,,,,
1984,Pre-primary Level,5th Quintile,,,,,,,,,,,,
1984,Primary Level,1st Quintile,130,1065.77817,989.75536,1141.80099,768.67817,1125.00000,1380.00000,149.00000,1887.00000,1125.00000,966.00000,1278.00000
1984,Primary Level,2nd Quintile,132,950.20732,869.55408,1030.86056,667.73470,922.46801,1240.22809,0.00000,2098.96818,920.00000,869.00000,1075.15000
1984,Primary Level,3rd Quintile,120,985.18213,907.20912,1063.15514,818.00000,1074.00000,1278.00000,128.00000,1968.00000,1074.00000,971.00000,1161.07500
1984,Primary Level,4th Quintile,127,1210.87217,1122.79450,1298.94984,968.41762,1248.86247,1432.00000,273.04405,2127.37357,1268.00000,1074.00000,1278.00000
1984,Primary Level,5th Quintile,72,1248.34644,1086.77151,1409.92137,920.00000,1329.00000,1600.95050,256.00000,2622.37625,1329.00000,987.00000,1534.00000
1984,Lower Secondary Level,1st Quintile,296,675.14182,620.79661,729.48703,258.98880,562.00000,1023.00000,26.00000,2169.01680,562.00000,409.00000,670.92500
1984,Lower Secondary Level,2nd Quintile,382,766.37178,715.38568,817.35788,295.99618,716.00000,1187.05951,0.00000,2352.00000,716.00000,561.37500,798.50000
1984,Lower Secondary Level,3rd Quintile,370,807.52468,754.69711,860.35226,354.93656,716.00000,1176.00000,18.00000,2407.59516,716.00000,614.00000,818.37500
1984,Lower Secondary Level,4th Quintile,351,883.83365,828.11318,939.55412,434.34276,829.30472,1235.57094,102.00000,2437.41321,867.00000,716.00000,920.00000
1984,Lower Secondary Level,5th Quintile,232,998.24189,925.30248,1071.18131,522.34527,1023.00000,1365.61668,0.00000,2630.52379,1023.00000,936.00000,1099.00000
1984,Upper Secondary Level,1st Quintile,404,1047.18973,988.58719,1105.79228,704.71997,1176.00000,1380.00000,0.00000,2392.92005,1176.00000,1125.00000,1227.00000
1984,Upper Secondary Level,2nd Quintile,632,1183.66970,1144.86468,1222.47471,856.25471,1278.00000,1534.00000,56.00000,2550.61794,1278.00000,1227.00000,1329.00000
1984,Upper Secondary Level,3rd Quintile,723,1231.86989,1189.61401,1274.12577,920.00000,1227.00000,1579.10882,0.00000,2567.77206,1227.00000,1176.00000,1270.20000
