year,migback,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,West,4802,1367.27644,1341.29629,1393.25660,818.00000,1278.00000,1738.00000,0.00000,3118.00000,1278.00000,1278.00000,1278.00000
1984,Direct migration background,West,2246,1278.44678,1246.60557,1310.28799,869.00000,1227.00000,1534.00000,0.00000,2531.50000,1227.00000,1176.00000,1278.00000
1984,Indirect migration background,West,67,912.90622,769.83968,1055.97275,381.52676,818.00000,1260.59826,102.00000,2579.20550,818.00000,562.00000,1099.00000
1985,No migration background,West,4497,1376.87212,1349.75336,1403.99089,818.00000,1278.00000,1790.00000,0.00000,3248.00000,1278.00000,1278.00000,1305.12500
1985,Direct migration background,West,1925,1283.85368,1251.15224,1316.55512,869.00000,1227.00000,1534.00000,0.00000,2531.50000,1227.00000,1176.00000,1278.00000
1985,Indirect migration background,West,65,950.65984,801.77125,1099.54844,379.96642,889.06296,1287.97381,47.00000,2354.00000,869.00000,511.00000,1176.00000
1986,No migration background,West,4327,1438.28315,1408.94389,1467.62242,869.00000,1329.00000,1790.00000,0.00000,3171.50000,1329.00000,1329.00000,1380.00000
1986,Direct migration background,West,1856,1328.38339,1296.74002,1360.02675,920.00000,1278.00000,1636.00000,0.00000,2710.00000,1278.00000,1277.47500,1329.00000
1986,Indirect migration background,West,89,1110.63102,967.67346,1253.58857,614.00000,1027.70126,1505.87659,49.00000,2843.69148,1023.00000,818.00000,1343.00000
1987,No migration background,West,4326,1455.50265,1426.93278,1484.07252,869.00000,1380.00000,1841.00000,0.00000,3299.00000,1380.00000,1329.00000,1385.07500
1987,Direct migration background,West,1848,1372.24093,1335.99219,1408.48967,920.00000,1282.63650,1636.00000,46.00000,2710.00000,1283.00000,1278.00000,1380.00000
1987,Indirect migration background,West,90,1001.68891,882.66259,1120.71522,591.40012,968.46767,1349.99043,187.00000,2487.87590,971.00000,614.00000,1278.00000
1988,No migration background,West,4117,1525.93918,1494.98539,1556.89298,920.00000,1432.00000,1920.51411,0.00000,3421.28528,1432.00000,1417.97500,1459.15000
1988,Direct migration background,West,1727,1429.42948,1386.21962,1472.63934,1018.72587,1365.94802,1687.00000,16.31468,2689.41119,1365.00000,1329.00000,1432.00000
1988,Indirect migration background,West,119,1047.55879,931.61873,1163.49884,468.65531,1125.00000,1534.00000,0.00000,3132.01703,1125.00000,716.00000,1329.00000
1989,No migration background,West,4039,1595.04006,1561.47322,1628.60691,1001.09368,1483.00000,1994.00000,0.00000,3483.35948,1483.00000,1449.87500,1534.00000
1989,Direct migration background,West,1682,1486.30195,1447.99568,1524.60822,1023.00000,1432.00000,1790.00000,0.00000,2940.50000,1432.00000,1381.00000,1483.00000
1989,Indirect migration background,West,136,1081.80443,965.45564,1198.15321,530.14904,1023.00000,1585.00000,0.00000,3167.27644,1023.00000,665.00000,1278.00000
1990,No migration background,West,3940,1647.74709,1612.12680,1683.36738,971.00000,1534.00000,2064.40312,0.00000,3704.50781,1534.00000,1528.00000,1574.05000
1990,No migration background,East,3329,588.67420,579.50628,597.84211,435.00000,562.00000,716.00000,16.00000,1137.50000,562.00000,562.00000,564.10000
1990,Direct migration background,West,1642,1536.56946,1494.21675,1578.92218,1073.92857,1483.00000,1841.00000,0.00000,2991.60715,1483.00000,1432.00000,1534.00000
1990,Direct migration background,East,97,582.13848,542.16690,622.11006,439.01205,578.46188,677.34348,102.00000,1034.84062,579.00000,511.00000,614.00000
1990,Indirect migration background,West,165,997.63182,888.69083,1106.57281,414.91311,951.33974,1432.00000,0.00000,2957.63034,959.00000,665.00000,1217.00000
