year,bula_h,pgisced97,plb0426,proportion,n,lower_confidence,upper_confidence
1994,Nordrhein-Westfalen,middle vocational,Im bisherigen/erlernten Beruf,0.05130946018172101,16642,0.04795738060332726,0.05466153976011476
1994,Bayern,middle vocational,Im bisherigen/erlernten Beruf,0.030464991982896848,16642,0.02785381929672212,0.033076164669071574
1994,Sachsen,middle vocational,Egal,0.027258150721539285,16642,0.024784147236542736,0.029732154206535834
1994,Sachsen,middle vocational,Im bisherigen/erlernten Beruf,0.02672367717797969,16642,0.0242733758235559,0.029173978532403482
1994,Thüringen,middle vocational,Egal,0.02672367717797969,16642,0.0242733758235559,0.029173978532403482
1994,Baden-Württemberg,middle vocational,Im bisherigen/erlernten Beruf,0.026189203634420097,16642,0.023762863112535792,0.028615544156304403
1994,Sachsen-Anhalt,middle vocational,Egal,0.021913415285943347,16642,0.019689096661550963,0.024137733910335732
1994,Nordrhein-Westfalen,middle vocational,"T.n.z., noch k.Beruf erlernt",0.021378941742383754,16642,0.01918131620652867,0.023576567278238838
1994,Nordrhein-Westfalen,middle vocational,Egal,0.01977552111170497,16642,0.01766018174023348,0.02189086048317646
1994,Baden-Württemberg,general elemantary,"T.n.z., noch k.Beruf erlernt",0.01870657402458578,16642,0.01664807869670155,0.020765069352470012
1994,Nordrhein-Westfalen,general elemantary,"T.n.z., noch k.Beruf erlernt",0.018172100481026188,16642,0.01614267288450316,0.020201528077549217
1994,Baden-Württemberg,middle vocational,Egal,0.016568679850347406,16642,0.014629271400603557,0.018508088300091256
1994,Niedersachsen,middle vocational,Im bisherigen/erlernten Beruf,0.01549973276322822,16642,0.013622909677124826,0.017376555849331617
1994,Bayern,middle vocational,Egal,0.014965259219668627,16642,0.013120578501299397,0.016809939938037855
1994,Mecklenburg-Vorpommern,middle vocational,Egal,0.014430785676109033,16642,0.012618853799396635,0.01624271755282143
1994,Nordrhein-Westfalen,middle vocational,Etwas Neues machen,0.01389631213254944,16642,0.01211776907265447,0.01567485519244441
1994,Brandenburg,middle vocational,Egal,0.012292891501870658,16642,0.010618741273352552,0.013967041730388765
1994,Sachsen-Anhalt,middle vocational,Etwas Neues machen,0.011758417958311064,16642,0.010120623787658265,0.013396212128963863
1994,Hessen,general elemantary,"T.n.z., noch k.Beruf erlernt",0.01122394441475147,16642,0.009623373072970011,0.01282451575653293
1994,Nordrhein-Westfalen,general elemantary,Egal,0.010689470871191877,16642,0.00912705107748384,0.012251890664899914
1994,Thüringen,middle vocational,Im bisherigen/erlernten Beruf,0.010689470871191877,16642,0.00912705107748384,0.012251890664899914
1994,Baden-Württemberg,general elemantary,Egal,0.010689470871191877,16642,0.00912705107748384,0.012251890664899914
1994,Mecklenburg-Vorpommern,middle vocational,Im bisherigen/erlernten Beruf,0.010689470871191877,16642,0.00912705107748384,0.012251890664899914
1994,Hessen,middle vocational,Im bisherigen/erlernten Beruf,0.010154997327632281,16642,0.008631727581218343,0.01167826707404622
1994,Nordrhein-Westfalen,in school,"T.n.z., noch k.Beruf erlernt",0.009620523784072688,16642,0.00813748165862916,0.011103565909516215
1994,"Rheinland-Pfalz,Saarland",middle vocational,Im bisherigen/erlernten Beruf,0.009620523784072688,16642,0.00813748165862916,0.011103565909516215
1994,Baden-Württemberg,in school,"T.n.z., noch k.Beruf erlernt",0.009620523784072688,16642,0.00813748165862916,0.011103565909516215
1994,Bayern,middle vocational,Etwas Neues machen,0.009086050240513094,16642,0.007644403512541613,0.010527696968484575
1994,Baden-Württemberg,middle vocational,Etwas Neues machen,0.009086050240513094,16642,0.007644403512541613,0.010527696968484575
1994,Baden-Württemberg,middle vocational,"T.n.z., noch k.Beruf erlernt",0.0085515766969535,16642,0.0071525968015895775,0.009950556592317424
