year,quintil_oecd,plb0426,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1994,1st Quintile,In my current field/ field I was trained in,0.08458449794720597,150,1991,0.08440006147060215,0.0847689344238098
1994,1st Quintile,Do something new,0.04801315770709688,95,1991,0.0478714518160038,0.04815486359818996
1994,1st Quintile,Does not matter,0.10109252713720765,225,1991,0.10089272077179277,0.10129233350262253
1994,1st Quintile,Does not apply/do not (yet) have a job,0.07194315396994103,170,1991,0.07177188672019358,0.07211442121968847
1994,2nd Quintile,In my current field/ field I was trained in,0.08117797956927686,151,1991,0.08099695933850184,0.08135899980005187
1994,2nd Quintile,Do something new,0.03659233207983444,64,1991,0.03646788279897515,0.036716781360693736
1994,2nd Quintile,Does not matter,0.05854526207624596,140,1991,0.05838965193472733,0.05870087221776459
1994,2nd Quintile,Does not apply/do not (yet) have a job,0.050208444874400786,123,1991,0.05006370278594805,0.05035318696285352
1994,3rd Quintile,In my current field/ field I was trained in,0.07632636240567808,139,1991,0.07615037205582063,0.07650235275553553
1994,3rd Quintile,Do something new,0.026126841007273003,47,1991,0.02602111375461005,0.026232568259935956
1994,3rd Quintile,Does not matter,0.03608982705095883,83,1991,0.0359662029973086,0.036213451104609065
1994,3rd Quintile,Does not apply/do not (yet) have a job,0.04840762955253519,106,1991,0.048265372213233224,0.04854988689183716
1994,4th Quintile,In my current field/ field I was trained in,0.06721000644267418,121,1991,0.06704404729124308,0.06737596559410527
1994,4th Quintile,Do something new,0.023137388491858563,43,1991,0.023037741036927118,0.023237035946790007
1994,4th Quintile,Does not matter,0.024888170365270017,56,1991,0.024784914199135002,0.02499142653140503
1994,4th Quintile,Does not apply/do not (yet) have a job,0.048636084489890576,84,1991,0.048493508978709014,0.04877866000107214
1994,5th Quintile,In my current field/ field I was trained in,0.0563806518592925,92,1991,0.05622777006796994,0.056533533650615066
1994,5th Quintile,Does not matter,0.02578114922957741,43,1991,0.025676105121345414,0.025886193337809404
1994,5th Quintile,Does not apply/do not (yet) have a job,0.034858533743781964,59,1991,0.034736959285533824,0.034980108202030104
1996,1st Quintile,In my current field/ field I was trained in,0.08050900321567542,154,2140,0.08033401082356721,0.08068399560778362
1996,1st Quintile,Do something new,0.06561730822623178,105,2140,0.06545805259406544,0.06577656385839813
1996,1st Quintile,Does not matter,0.11213898664070601,259,2140,0.11193604367194154,0.11234192960947048
1996,1st Quintile,Does not apply/do not (yet) have a job,0.06605899571303113,199,2140,0.06589924275530966,0.0662187486707526
1996,2nd Quintile,In my current field/ field I was trained in,0.06251671776089587,144,2140,0.0623610125838184,0.06267242293797336
1996,2nd Quintile,Do something new,0.039277697174238874,75,2140,0.03915275900217597,0.03940263534630178
1996,2nd Quintile,Does not matter,0.05985280551780956,147,2140,0.059700237541481065,0.06000537349413806
1996,2nd Quintile,Does not apply/do not (yet) have a job,0.049604095759043676,137,2140,0.04946444791053737,0.04974374360754998
