year,pgisced97,quintil_oecd,plb0426,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1994,Pre-primary Level,1st Quintile,Does not apply/do not (yet) have a job,0.027636629830645368,36,1099,0.027489631158082905,0.02778362850320783
1994,Pre-primary Level,2nd Quintile,Does not apply/do not (yet) have a job,0.027629829175969005,41,1099,0.027482848076805275,0.027776810275132735
1994,Pre-primary Level,3rd Quintile,Does not apply/do not (yet) have a job,0.03452138949486023,42,1099,0.034357680689475555,0.0346850983002449
1994,Lower Secondary Level,1st Quintile,Does not matter,0.043019660472888265,49,1099,0.042837714865922166,0.04320160607985436
1994,Lower Secondary Level,1st Quintile,Does not apply/do not (yet) have a job,0.05135748288718548,66,1099,0.05115955374848169,0.05155541202588927
1994,Lower Secondary Level,2nd Quintile,Does not apply/do not (yet) have a job,0.03724063199980512,51,1099,0.03707083736040005,0.03741042663921018
1994,Upper Secondary Level,1st Quintile,In my current field/ field I was trained in,0.09867178923206736,94,1099,0.09840436881552385,0.09893920964861087
1994,Upper Secondary Level,1st Quintile,Do something new,0.05666111231725575,60,1099,0.05645379623460835,0.05686842839990315
1994,Upper Secondary Level,1st Quintile,Does not matter,0.11040340416032027,140,1099,0.11012237954270879,0.11068442877793175
1994,Upper Secondary Level,2nd Quintile,In my current field/ field I was trained in,0.10056304732057116,97,1099,0.10029335961230816,0.10083273502883415
1994,Upper Secondary Level,2nd Quintile,Do something new,0.04826724781976223,41,1099,0.04807505358646647,0.04845944205305799
1994,Upper Secondary Level,2nd Quintile,Does not matter,0.07453076288597112,92,1099,0.07429525505423808,0.07476627071770416
1994,Upper Secondary Level,3rd Quintile,In my current field/ field I was trained in,0.08958424958497273,90,1099,0.08932815978058604,0.08984033938935941
1994,Upper Secondary Level,3rd Quintile,Does not matter,0.033252503292938114,40,1099,0.03309172579056733,0.0334132807953089
1994,Upper Secondary Level,4th Quintile,In my current field/ field I was trained in,0.08625815801741656,81,1099,0.086006408629521,0.08650990740531211
1994,Upper Secondary Level,4th Quintile,Does not matter,0.02619871941642086,35,1099,0.02605549014604516,0.026341948686796558
1994,Upper Secondary Level,5th Quintile,In my current field/ field I was trained in,0.054203382090950436,44,1099,0.05400034814821803,0.05440641603368284
1996,Pre-primary Level,1st Quintile,Does not apply/do not (yet) have a job,0.03295337696545292,47,1283,0.03280353320721201,0.03310322072369383
1996,Pre-primary Level,2nd Quintile,Does not apply/do not (yet) have a job,0.035590304456291,55,1283,0.03543479327404986,0.035745815638532144
1996,Pre-primary Level,3rd Quintile,Does not apply/do not (yet) have a job,0.037664353368986846,45,1283,0.037504547203087484,0.03782415953488621
1996,Pre-primary Level,4th Quintile,Does not apply/do not (yet) have a job,0.03094393162081338,40,1283,0.03079857755421391,0.03108928568741285
1996,Pre-primary Level,5th Quintile,Does not apply/do not (yet) have a job,0.04121495805968605,38,1283,0.041048097750643164,0.04138181836872894
1996,Lower Secondary Level,1st Quintile,Does not matter,0.0367278180533897,51,1283,0.036569934438662244,0.03688570166811715
1996,Lower Secondary Level,1st Quintile,Does not apply/do not (yet) have a job,0.037431669378849446,70,1283,0.03727233834649881,0.03759100041120008
1996,Lower Secondary Level,2nd Quintile,Does not apply/do not (yet) have a job,0.02662166606802662,45,1283,0.026486544884405674,0.026756787251647568
1996,Upper Secondary Level,1st Quintile,In my current field/ field I was trained in,0.08306344155300947,92,1283,0.0828317876657063,0.08329509544031265
1996,Upper Secondary Level,1st Quintile,Do something new,0.06925084509230671,68,1283,0.06903773998824098,0.06946395019637244
1996,Upper Secondary Level,1st Quintile,Does not matter,0.12471818770528918,161,1283,0.1244408532456337,0.12499552216494467
1996,Upper Secondary Level,1st Quintile,Does not apply/do not (yet) have a job,0.021988309685038662,41,1283,0.021865216805034334,0.02211140256504299
1996,Upper Secondary Level,2nd Quintile,In my current field/ field I was trained in,0.06586543031655549,93,1283,0.06565722180644379,0.0660736388266672
1996,Upper Secondary Level,2nd Quintile,Do something new,0.03423288672546576,40,1283,0.03408026268194255,0.03438551076898897
1996,Upper Secondary Level,2nd Quintile,Does not matter,0.06210427712467163,89,1283,0.06190169411416884,0.06230686013517441
1996,Upper Secondary Level,3rd Quintile,In my current field/ field I was trained in,0.05650783164291824,62,1283,0.05631401616404662,0.056701647121789864
1996,Upper Secondary Level,3rd Quintile,Do something new,0.03243298480719556,37,1283,0.03228428891394775,0.032581680700443365
1996,Upper Secondary Level,3rd Quintile,Does not matter,0.04523246401997687,57,1283,0.04505802689001338,0.04540690114994035
1996,Upper Secondary Level,4th Quintile,In my current field/ field I was trained in,0.050356995696608946,66,1283,0.05017343695140255,0.05054055444181534
1996,Upper Secondary Level,4th Quintile,Does not matter,0.03103654156191704,41,1283,0.03089097710386804,0.031182106019966044
1996,Upper Secondary Level,5th Quintile,In my current field/ field I was trained in,0.044061726097550546,45,1283,0.04388945569607072,0.04423399649903037
1997,Pre-primary Level,1st Quintile,Does not apply/do not (yet) have a job,0.03280305141743926,50,1338,0.032660914240059256,0.03294518859481927
1997,Pre-primary Level,2nd Quintile,Does not apply/do not (yet) have a job,0.03386231195061502,61,1338,0.033717977195191456,0.03400664670603859
1997,Pre-primary Level,3rd Quintile,Does not apply/do not (yet) have a job,0.03057123155497978,48,1338,0.03043385661216748,0.030708606497792085
1997,Pre-primary Level,4th Quintile,Does not apply/do not (yet) have a job,0.03188702720314338,45,1338,0.03174682231940869,0.03202723208687808
1997,Pre-primary Level,5th Quintile,Does not apply/do not (yet) have a job,0.03578730577062419,38,1338,0.03563907306693093,0.03593553847431744
1997,Lower Secondary Level,1st Quintile,Does not matter,0.03837907540441485,59,1338,0.03822577534895272,0.03853237545987698
1997,Lower Secondary Level,1st Quintile,Does not apply/do not (yet) have a job,0.03732638219670403,61,1338,0.03717511645195397,0.0374776479414541
1997,Lower Secondary Level,2nd Quintile,Does not apply/do not (yet) have a job,0.03384091427155724,58,1338,0.033696623528261485,0.033985205014853
1997,Upper Secondary Level,1st Quintile,In my current field/ field I was trained in,0.07623242662564872,93,1338,0.07602066642759958,0.07644418682369786
1997,Upper Secondary Level,1st Quintile,Do something new,0.05619043118169843,49,1338,0.05600666462578838,0.05637419773760849
1997,Upper Secondary Level,1st Quintile,Does not matter,0.11164535837804723,153,1338,0.11139405019537449,0.11189666656071998
1997,Upper Secondary Level,1st Quintile,Does not apply/do not (yet) have a job,0.02257112850664825,38,1338,0.02245260286260283,0.02268965415069367
1997,Upper Secondary Level,2nd Quintile,In my current field/ field I was trained in,0.06292411121091704,82,1338,0.06273034009857882,0.06311788232325526
1997,Upper Secondary Level,2nd Quintile,Do something new,0.031563081691384144,39,1338,0.03142356747188692,0.03170259591088137
1997,Upper Secondary Level,2nd Quintile,Does not matter,0.062161684837833533,94,1338,0.061969012893505565,0.0623543567821615
1997,Upper Secondary Level,3rd Quintile,In my current field/ field I was trained in,0.061252360555271446,70,1338,0.06106101034239563,0.06144371076814726
1997,Upper Secondary Level,3rd Quintile,Do something new,0.026486033545583532,31,1338,0.02635789710341551,0.026614169987751554
1997,Upper Secondary Level,3rd Quintile,Does not matter,0.052686655303558136,70,1338,0.052508380384553494,0.05286493022256278
1997,Upper Secondary Level,3rd Quintile,Does not apply/do not (yet) have a job,0.020514995374635327,32,1338,0.020401878417745378,0.020628112331525277
1997,Upper Secondary Level,4th Quintile,In my current field/ field I was trained in,0.039117505015571055,46,1338,0.038962796642212555,0.039272213388929555
1997,Upper Secondary Level,4th Quintile,Does not matter,0.04445341385879951,49,1338,0.04428894957519541,0.0446178781424036
1997,Upper Secondary Level,5th Quintile,In my current field/ field I was trained in,0.033110613424681724,41,1338,0.03296783416837426,0.03325339268098919
1997,Upper Secondary Level,5th Quintile,Does not matter,0.024632900720244155,31,1338,0.024509210621889394,0.024756590818598916
1998,Pre-primary Level,1st Quintile,Does not apply/do not (yet) have a job,0.03993786124470378,53,1142,0.039755563867140034,0.04012015862226753
1998,Pre-primary Level,2nd Quintile,Does not apply/do not (yet) have a job,0.0385186705851743,53,1142,0.03833950919640973,0.038697831973938876
1998,Pre-primary Level,3rd Quintile,Does not apply/do not (yet) have a job,0.03549813140471809,54,1142,0.03532586815701598,0.035670394652420195
1998,Pre-primary Level,4th Quintile,Does not apply/do not (yet) have a job,0.03095534369987445,34,1142,0.030794101743666296,0.031116585656082604
