year,bula_h,pgisced97,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Bavaria,Lower Secondary Level,Intermediate School Degree,0.16746,55,356,0.12861,0.20630
1995,Bavaria,Lower Secondary Level,Other Degree,0.09777,82,356,0.06688,0.12867
1995,Bavaria,Upper Secondary Level,Secondary School Degree,0.63222,503,826,0.59932,0.66513
1995,Bavaria,Upper Secondary Level,Intermediate School Degree,0.27490,227,826,0.24443,0.30537
1995,Bavaria,Upper Secondary Level,Upper Secondary Degree,0.04847,40,826,0.03382,0.06313
1995,Bavaria,Upper Secondary Level,Other Degree,0.03222,56,826,0.02017,0.04427
1995,Bavaria,First Stage of Tertiary Education,Secondary School Degree,0.33070,38,84,0.22948,0.43191
1995,Bavaria,First Stage of Tertiary Education,Intermediate School Degree,0.38606,46,84,0.28132,0.49080
1995,Bavaria,Second Stage of Tertiary Education,Upper Secondary Degree,0.63460,99,99,0.53926,0.72994
1995,Berlin,Lower Secondary Level,Secondary School Degree,0.64237,39,39,0.48997,0.79477
1995,Berlin,Upper Secondary Level,Secondary School Degree,0.42757,94,215,0.36128,0.49385
1995,Berlin,Upper Secondary Level,Intermediate School Degree,0.46936,121,215,0.40249,0.53622
1995,Berlin,Second Stage of Tertiary Education,Intermediate School Degree,0.26651,43,124,0.18837,0.34464
1995,Berlin,Second Stage of Tertiary Education,Upper Secondary Degree,0.54152,81,124,0.45346,0.62958
1995,Brandenburg,Lower Secondary Level,Secondary School Degree,0.63052,32,32,0.46061,0.80043
1995,Brandenburg,Upper Secondary Level,Secondary School Degree,0.48790,132,287,0.42997,0.54583
1995,Brandenburg,Upper Secondary Level,Intermediate School Degree,0.47038,155,287,0.41254,0.52823
1995,Brandenburg,Second Stage of Tertiary Education,Intermediate School Degree,0.43240,65,118,0.34263,0.52217
1995,Brandenburg,Second Stage of Tertiary Education,Upper Secondary Degree,0.38614,53,118,0.29792,0.47437
1995,Mecklenburg-Western Pomerania,Upper Secondary Level,Secondary School Degree,0.43562,84,219,0.36980,0.50144
1995,Mecklenburg-Western Pomerania,Upper Secondary Level,Intermediate School Degree,0.53119,135,219,0.46495,0.59744
1995,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Intermediate School Degree,0.40547,42,82,0.29854,0.51239
1995,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Upper Secondary Degree,0.47226,40,82,0.36354,0.58098
1995,Saxony,Lower Secondary Level,Secondary School Degree,0.76308,76,120,0.68668,0.83947
1995,Saxony,Lower Secondary Level,Intermediate School Degree,0.22998,44,120,0.15437,0.30559
1995,Saxony,Upper Secondary Level,Secondary School Degree,0.50571,278,591,0.46536,0.54605
1995,Saxony,Upper Secondary Level,Intermediate School Degree,0.45172,313,591,0.41156,0.49188
1995,Saxony,First Stage of Tertiary Education,Intermediate School Degree,0.49202,34,34,0.32145,0.66260
1995,Saxony,Second Stage of Tertiary Education,Intermediate School Degree,0.36149,96,201,0.29491,0.42807
1995,Saxony,Second Stage of Tertiary Education,Upper Secondary Degree,0.44505,105,201,0.37618,0.51393
1995,Saxony-Anhalt,Lower Secondary Level,Secondary School Degree,0.76358,48,48,0.64211,0.88505
1995,Saxony-Anhalt,Upper Secondary Level,Secondary School Degree,0.56104,182,359,0.50963,0.61245
1995,Saxony-Anhalt,Upper Secondary Level,Intermediate School Degree,0.40946,177,359,0.35852,0.46039
1995,Saxony-Anhalt,First Stage of Tertiary Education,Intermediate School Degree,0.61212,35,35,0.44833,0.77591
1995,Saxony-Anhalt,Second Stage of Tertiary Education,Intermediate School Degree,0.45454,73,130,0.36861,0.54047
1995,Saxony-Anhalt,Second Stage of Tertiary Education,Upper Secondary Degree,0.34778,57,130,0.26559,0.42997
1995,Thuringa,Lower Secondary Level,Secondary School Degree,0.65611,39,73,0.54639,0.76583
1995,Thuringa,Lower Secondary Level,Intermediate School Degree,0.33033,34,73,0.22169,0.43897
1995,Thuringa,Upper Secondary Level,Secondary School Degree,0.56209,195,387,0.51259,0.61158
1995,Thuringa,Upper Secondary Level,Intermediate School Degree,0.41316,192,387,0.36404,0.46229
1995,Thuringa,Second Stage of Tertiary Education,Intermediate School Degree,0.47549,64,103,0.37857,0.57241
1995,Thuringa,Second Stage of Tertiary Education,Upper Secondary Degree,0.33386,39,103,0.24234,0.42539
1996,Schleswig-Holstein,Lower Secondary Level,Secondary School Degree,0.75343,33,33,0.60409,0.90277
1996,Schleswig-Holstein,Upper Secondary Level,Secondary School Degree,0.60570,94,145,0.52588,0.68552
1996,Schleswig-Holstein,Upper Secondary Level,Intermediate School Degree,0.33918,51,145,0.26185,0.41651
1996,Hamburg,Upper Secondary Level,Secondary School Degree,0.58174,34,34,0.41344,0.75004
1996,Lower Saxony,Lower Secondary Level,Secondary School Degree,0.75911,137,210,0.70113,0.81708
1996,Lower Saxony,Lower Secondary Level,Intermediate School Degree,0.15326,36,210,0.10442,0.20210
1996,Lower Saxony,Lower Secondary Level,Other Degree,0.08763,37,210,0.04930,0.12597
1996,Lower Saxony,Upper Secondary Level,Secondary School Degree,0.60197,274,482,0.55822,0.64571
1996,Lower Saxony,Upper Secondary Level,Intermediate School Degree,0.31967,175,482,0.27800,0.36135
1996,Lower Saxony,Upper Secondary Level,Other Degree,0.03390,33,482,0.01773,0.05007
1996,Lower Saxony,Second Stage of Tertiary Education,Upper Secondary Degree,0.63742,65,65,0.51963,0.75520
1996,North Rhine-Westphalia,Primary Level,"Dropout, No School Degree",0.77767,99,99,0.69534,0.85999
1996,North Rhine-Westphalia,Lower Secondary Level,Secondary School Degree,0.70235,294,505,0.66243,0.74227
1996,North Rhine-Westphalia,Lower Secondary Level,Intermediate School Degree,0.19759,91,505,0.16282,0.23235
1996,North Rhine-Westphalia,Lower Secondary Level,Other Degree,0.10006,120,505,0.07386,0.12626
1996,North Rhine-Westphalia,Upper Secondary Level,Secondary School Degree,0.60366,673,1193,0.57589,0.63143
1996,North Rhine-Westphalia,Upper Secondary Level,Intermediate School Degree,0.27315,341,1193,0.24785,0.29845
1996,North Rhine-Westphalia,Upper Secondary Level,Upper Secondary Degree,0.06165,76,1193,0.04799,0.07530
1996,North Rhine-Westphalia,Upper Secondary Level,Other Degree,0.04465,103,1193,0.03292,0.05637
1996,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Technical School Degree,0.31287,35,91,0.21708,0.40867
1996,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.51962,56,91,0.41640,0.62284
1996,North Rhine-Westphalia,First Stage of Tertiary Education,Secondary School Degree,0.43747,47,88,0.33323,0.54172
1996,North Rhine-Westphalia,First Stage of Tertiary Education,Intermediate School Degree,0.26373,41,88,0.17113,0.35632
1996,North Rhine-Westphalia,Second Stage of Tertiary Education,Technical School Degree,0.14690,33,215,0.09947,0.19433
1996,North Rhine-Westphalia,Second Stage of Tertiary Education,Upper Secondary Degree,0.67844,182,215,0.61586,0.74102
1996,Hesse,Primary Level,"Dropout, No School Degree",0.70958,43,43,0.57229,0.84688
1996,Hesse,Lower Secondary Level,Secondary School Degree,0.79666,136,185,0.73851,0.85482
1996,Hesse,Lower Secondary Level,Other Degree,0.09749,49,185,0.05463,0.14035
1996,Hesse,Upper Secondary Level,Secondary School Degree,0.56196,211,383,0.51221,0.61172
1996,Hesse,Upper Secondary Level,Intermediate School Degree,0.30812,124,383,0.26182,0.35443
1996,Hesse,Upper Secondary Level,Other Degree,0.06202,48,383,0.03783,0.08620
1996,Hesse,Second Stage of Tertiary Education,Upper Secondary Degree,0.72930,65,65,0.62044,0.83815
1996,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Secondary School Degree,0.78519,136,136,0.71591,0.85447
1996,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Secondary School Degree,0.66293,214,321,0.61114,0.71473
1996,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Intermediate School Degree,0.22619,69,321,0.18035,0.27203
1996,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Other Degree,0.07610,38,321,0.04705,0.10515
1996,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Upper Secondary Degree,0.74135,35,35,0.59416,0.88854
1996,Baden-Wuerttemberg,Primary Level,"Dropout, No School Degree",0.78266,112,147,0.71576,0.84956
1996,Baden-Wuerttemberg,Primary Level,No School Attended,0.17192,35,147,0.11072,0.23312
1996,Baden-Wuerttemberg,Lower Secondary Level,Secondary School Degree,0.76932,237,401,0.72803,0.81060
1996,Baden-Wuerttemberg,Lower Secondary Level,Intermediate School Degree,0.12888,51,401,0.09604,0.16171
1996,Baden-Wuerttemberg,Lower Secondary Level,Other Degree,0.10181,113,401,0.07217,0.13144
1996,Baden-Wuerttemberg,Upper Secondary Level,Secondary School Degree,0.63568,435,742,0.60103,0.67033
1996,Baden-Wuerttemberg,Upper Secondary Level,Intermediate School Degree,0.24531,172,742,0.21432,0.27629
1996,Baden-Wuerttemberg,Upper Secondary Level,Upper Secondary Degree,0.05899,43,742,0.04203,0.07596
1996,Baden-Wuerttemberg,Upper Secondary Level,Other Degree,0.04187,92,742,0.02745,0.05629
1996,Baden-Wuerttemberg,First Stage of Tertiary Education,Secondary School Degree,0.37803,38,77,0.26901,0.48704
1996,Baden-Wuerttemberg,First Stage of Tertiary Education,Intermediate School Degree,0.38011,39,77,0.27097,0.48924
1996,Baden-Wuerttemberg,Second Stage of Tertiary Education,Upper Secondary Degree,0.64625,78,78,0.53945,0.75304
1996,Bavaria,Primary Level,"Dropout, No School Degree",0.73462,44,44,0.60264,0.86659
1996,Bavaria,Lower Secondary Level,Secondary School Degree,0.70441,210,352,0.65668,0.75215
1996,Bavaria,Lower Secondary Level,Intermediate School Degree,0.19340,63,352,0.15208,0.23472
1996,Bavaria,Lower Secondary Level,Other Degree,0.10218,79,352,0.07050,0.13387
1996,Bavaria,Upper Secondary Level,Secondary School Degree,0.62970,498,821,0.59665,0.66275
1996,Bavaria,Upper Secondary Level,Intermediate School Degree,0.27273,224,821,0.24225,0.30321
1996,Bavaria,Upper Secondary Level,Upper Secondary Degree,0.04944,39,821,0.03460,0.06428
1996,Bavaria,Upper Secondary Level,Other Degree,0.03873,60,821,0.02552,0.05194
1996,Bavaria,First Stage of Tertiary Education,Secondary School Degree,0.32297,36,85,0.22297,0.42297
1996,Bavaria,First Stage of Tertiary Education,Intermediate School Degree,0.40267,49,85,0.29779,0.50755
1996,Bavaria,Second Stage of Tertiary Education,Upper Secondary Degree,0.61634,97,97,0.51906,0.71361
1996,Berlin,Lower Secondary Level,Secondary School Degree,0.62863,33,33,0.46122,0.79604
1996,Berlin,Upper Secondary Level,Secondary School Degree,0.43180,87,205,0.36383,0.49977
1996,Berlin,Upper Secondary Level,Intermediate School Degree,0.46742,118,205,0.39895,0.53588
1996,Berlin,Second Stage of Tertiary Education,Intermediate School Degree,0.25516,40,122,0.17748,0.33284
1996,Berlin,Second Stage of Tertiary Education,Upper Secondary Degree,0.57793,82,122,0.48993,0.66593
1996,Brandenburg,Lower Secondary Level,Secondary School Degree,0.59996,31,31,0.42465,0.77527
1996,Brandenburg,Upper Secondary Level,Secondary School Degree,0.46128,125,290,0.40380,0.51875
1996,Brandenburg,Upper Secondary Level,Intermediate School Degree,0.48760,165,290,0.42997,0.54523
1996,Brandenburg,Second Stage of Tertiary Education,Intermediate School Degree,0.45600,69,123,0.36762,0.54438
1996,Brandenburg,Second Stage of Tertiary Education,Upper Secondary Degree,0.37246,54,123,0.28667,0.45825
1996,Mecklenburg-Western Pomerania,Upper Secondary Level,Secondary School Degree,0.43763,82,209,0.37021,0.50505
1996,Mecklenburg-Western Pomerania,Upper Secondary Level,Intermediate School Degree,0.51370,127,209,0.44577,0.58162
1996,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Intermediate School Degree,0.41865,43,82,0.31121,0.52608
1996,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Upper Secondary Degree,0.44765,39,82,0.33936,0.55594
1996,Saxony,Lower Secondary Level,Secondary School Degree,0.75949,73,113,0.68033,0.83864
1996,Saxony,Lower Secondary Level,Intermediate School Degree,0.23367,40,113,0.15530,0.31204
1996,Saxony,Upper Secondary Level,Secondary School Degree,0.50153,274,584,0.46094,0.54212
1996,Saxony,Upper Secondary Level,Intermediate School Degree,0.45132,310,584,0.41092,0.49171
1996,Saxony,First Stage of Tertiary Education,Intermediate School Degree,0.49588,35,35,0.32782,0.66394
1996,Saxony,Second Stage of Tertiary Education,Secondary School Degree,0.18949,31,242,0.14001,0.23897
1996,Saxony,Second Stage of Tertiary Education,Intermediate School Degree,0.37655,101,242,0.31538,0.43772
1996,Saxony,Second Stage of Tertiary Education,Upper Secondary Degree,0.42614,110,242,0.36371,0.48857
1996,Saxony-Anhalt,Lower Secondary Level,Secondary School Degree,0.71384,47,47,0.58323,0.84445
1996,Saxony-Anhalt,Upper Secondary Level,Secondary School Degree,0.55134,175,348,0.49901,0.60367
1996,Saxony-Anhalt,Upper Secondary Level,Intermediate School Degree,0.42333,173,348,0.37134,0.47532
1996,Saxony-Anhalt,First Stage of Tertiary Education,Intermediate School Degree,0.57850,32,32,0.40466,0.75233
1996,Saxony-Anhalt,Second Stage of Tertiary Education,Intermediate School Degree,0.45455,69,125,0.36691,0.54219
1996,Saxony-Anhalt,Second Stage of Tertiary Education,Upper Secondary Degree,0.34798,56,125,0.26414,0.43182
1996,Thuringa,Lower Secondary Level,Secondary School Degree,0.72272,40,40,0.58222,0.86322
1996,Thuringa,Upper Secondary Level,Secondary School Degree,0.53365,191,392,0.48420,0.58310
1996,Thuringa,Upper Secondary Level,Intermediate School Degree,0.43789,201,392,0.38871,0.48707
1996,Thuringa,Second Stage of Tertiary Education,Intermediate School Degree,0.47360,63,103,0.37670,0.57050
1996,Thuringa,Second Stage of Tertiary Education,Upper Secondary Degree,0.34303,40,103,0.25090,0.43516
1997,Schleswig-Holstein,Upper Secondary Level,Secondary School Degree,0.61856,91,145,0.53923,0.69790
1997,Schleswig-Holstein,Upper Secondary Level,Intermediate School Degree,0.34399,54,145,0.26640,0.42157
1997,Hamburg,Upper Secondary Level,Secondary School Degree,0.56786,33,33,0.39622,0.73950
1997,Lower Saxony,Lower Secondary Level,Secondary School Degree,0.73815,134,214,0.67911,0.79719
1997,Lower Saxony,Lower Secondary Level,Intermediate School Degree,0.18149,44,214,0.12973,0.23325
1997,Lower Saxony,Lower Secondary Level,Other Degree,0.08036,36,214,0.04385,0.11686
1997,Lower Saxony,Upper Secondary Level,Secondary School Degree,0.58938,265,480,0.54532,0.63343
1997,Lower Saxony,Upper Secondary Level,Intermediate School Degree,0.33677,180,480,0.29445,0.37910
1997,Lower Saxony,Upper Secondary Level,Other Degree,0.03539,35,480,0.01884,0.05194
1997,Lower Saxony,Second Stage of Tertiary Education,Upper Secondary Degree,0.66919,69,69,0.55736,0.78102
1997,Bremen,Upper Secondary Level,Secondary School Degree,0.67787,31,31,0.51065,0.84509
1997,North Rhine-Westphalia,Primary Level,"Dropout, No School Degree",0.74112,88,88,0.64907,0.83316
1997,North Rhine-Westphalia,Lower Secondary Level,Secondary School Degree,0.72323,292,491,0.68361,0.76284
1997,North Rhine-Westphalia,Lower Secondary Level,Intermediate School Degree,0.19307,93,491,0.15812,0.22802
1997,North Rhine-Westphalia,Lower Secondary Level,Other Degree,0.08371,106,491,0.05919,0.10823
1997,North Rhine-Westphalia,Upper Secondary Level,Secondary School Degree,0.59574,660,1169,0.56760,0.62389
1997,North Rhine-Westphalia,Upper Secondary Level,Intermediate School Degree,0.27784,339,1169,0.25215,0.30353
1997,North Rhine-Westphalia,Upper Secondary Level,Upper Secondary Degree,0.06262,74,1169,0.04873,0.07652
1997,North Rhine-Westphalia,Upper Secondary Level,Other Degree,0.04256,96,1169,0.03099,0.05414
1997,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Technical School Degree,0.31127,34,90,0.21508,0.40747
1997,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52863,56,90,0.42492,0.63234
1997,North Rhine-Westphalia,First Stage of Tertiary Education,Secondary School Degree,0.41504,45,86,0.31029,0.51979
1997,North Rhine-Westphalia,First Stage of Tertiary Education,Intermediate School Degree,0.27069,41,86,0.17623,0.36515
1997,North Rhine-Westphalia,Second Stage of Tertiary Education,Technical School Degree,0.16316,36,221,0.11433,0.21199
1997,North Rhine-Westphalia,Second Stage of Tertiary Education,Upper Secondary Degree,0.66216,185,221,0.59966,0.72466
1997,Hesse,Primary Level,"Dropout, No School Degree",0.61167,40,40,0.45871,0.76463
1997,Hesse,Lower Secondary Level,Secondary School Degree,0.79857,120,163,0.73681,0.86033
1997,Hesse,Lower Secondary Level,Other Degree,0.10902,43,163,0.06102,0.15701
1997,Hesse,Upper Secondary Level,Secondary School Degree,0.55718,194,353,0.50529,0.60907
1997,Hesse,Upper Secondary Level,Intermediate School Degree,0.30573,114,353,0.25760,0.35387
1997,Hesse,Upper Secondary Level,Other Degree,0.06653,45,353,0.04050,0.09257
1997,Hesse,Second Stage of Tertiary Education,Upper Secondary Degree,0.65747,59,59,0.53534,0.77960
1997,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Secondary School Degree,0.79271,142,142,0.72580,0.85962
1997,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Secondary School Degree,0.67114,219,329,0.62030,0.72198
1997,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Intermediate School Degree,0.22220,72,329,0.17721,0.26719
1997,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Other Degree,0.07645,38,329,0.04769,0.10520
1997,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Upper Secondary Degree,0.69761,37,37,0.54758,0.84765
1997,Baden-Wuerttemberg,Primary Level,"Dropout, No School Degree",0.78427,108,141,0.71613,0.85241
1997,Baden-Wuerttemberg,Primary Level,No School Attended,0.17079,33,141,0.10845,0.23313
1997,Baden-Wuerttemberg,Lower Secondary Level,Secondary School Degree,0.74567,240,414,0.70366,0.78767
1997,Baden-Wuerttemberg,Lower Secondary Level,Intermediate School Degree,0.14411,58,414,0.11023,0.17798
1997,Baden-Wuerttemberg,Lower Secondary Level,Other Degree,0.11023,116,414,0.08002,0.14043
1997,Baden-Wuerttemberg,Upper Secondary Level,Secondary School Degree,0.62981,429,744,0.59509,0.66453
1997,Baden-Wuerttemberg,Upper Secondary Level,Intermediate School Degree,0.23417,171,744,0.20372,0.26462
1997,Baden-Wuerttemberg,Upper Secondary Level,Upper Secondary Degree,0.07261,55,744,0.05396,0.09127
1997,Baden-Wuerttemberg,Upper Secondary Level,Other Degree,0.04379,89,744,0.02908,0.05850
1997,Baden-Wuerttemberg,First Stage of Tertiary Education,Secondary School Degree,0.36837,37,76,0.25920,0.47754
1997,Baden-Wuerttemberg,First Stage of Tertiary Education,Intermediate School Degree,0.34811,39,76,0.24029,0.45592
1997,Baden-Wuerttemberg,Second Stage of Tertiary Education,Upper Secondary Degree,0.67066,75,75,0.56358,0.77774
1997,Bavaria,Primary Level,"Dropout, No School Degree",0.73866,39,39,0.59896,0.87836
1997,Bavaria,Lower Secondary Level,Secondary School Degree,0.70358,209,343,0.65518,0.75198
1997,Bavaria,Lower Secondary Level,Intermediate School Degree,0.20488,64,343,0.16211,0.24766
1997,Bavaria,Lower Secondary Level,Other Degree,0.09154,70,343,0.06097,0.12210
1997,Bavaria,Upper Secondary Level,Secondary School Degree,0.62993,486,797,0.59639,0.66347
1997,Bavaria,Upper Secondary Level,Intermediate School Degree,0.27123,224,797,0.24034,0.30212
1997,Bavaria,Upper Secondary Level,Upper Secondary Degree,0.04583,36,797,0.03130,0.06035
1997,Bavaria,Upper Secondary Level,Other Degree,0.03985,51,797,0.02626,0.05343
1997,Bavaria,First Stage of Tertiary Education,Secondary School Degree,0.32616,35,82,0.22406,0.42825
1997,Bavaria,First Stage of Tertiary Education,Intermediate School Degree,0.36578,47,82,0.26088,0.47067
1997,Bavaria,Second Stage of Tertiary Education,Upper Secondary Degree,0.62582,101,101,0.53098,0.72067
1997,Berlin,Lower Secondary Level,Secondary School Degree,0.66679,31,31,0.49811,0.83546
1997,Berlin,Upper Secondary Level,Secondary School Degree,0.40155,78,190,0.33166,0.47144
1997,Berlin,Upper Secondary Level,Intermediate School Degree,0.47959,112,190,0.40836,0.55081
1997,Berlin,Second Stage of Tertiary Education,Intermediate School Degree,0.26048,40,120,0.18163,0.33934
1997,Berlin,Second Stage of Tertiary Education,Upper Secondary Degree,0.57847,80,120,0.48975,0.66719
1997,Brandenburg,Upper Secondary Level,Secondary School Degree,0.48084,129,283,0.42252,0.53915
1997,Brandenburg,Upper Secondary Level,Intermediate School Degree,0.47192,154,283,0.41365,0.53019
1997,Brandenburg,Second Stage of Tertiary Education,Intermediate School Degree,0.45324,71,131,0.36767,0.53882
1997,Brandenburg,Second Stage of Tertiary Education,Upper Secondary Degree,0.38198,60,131,0.29846,0.46551
1997,Mecklenburg-Western Pomerania,Upper Secondary Level,Secondary School Degree,0.40682,75,201,0.33873,0.47490
1997,Mecklenburg-Western Pomerania,Upper Secondary Level,Intermediate School Degree,0.54024,126,201,0.47117,0.60931
1997,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Intermediate School Degree,0.39343,41,78,0.28431,0.50254
1997,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Upper Secondary Degree,0.46582,37,78,0.35440,0.57724
1997,Saxony,Lower Secondary Level,Secondary School Degree,0.71962,72,114,0.63680,0.80244
1997,Saxony,Lower Secondary Level,Intermediate School Degree,0.27314,42,114,0.19098,0.35529
1997,Saxony,Upper Secondary Level,Secondary School Degree,0.49485,264,565,0.45359,0.53612
1997,Saxony,Upper Secondary Level,Intermediate School Degree,0.45213,301,565,0.41105,0.49320
1997,Saxony,First Stage of Tertiary Education,Intermediate School Degree,0.50892,35,35,0.34087,0.67696
1997,Saxony,Second Stage of Tertiary Education,Secondary School Degree,0.18876,31,240,0.13915,0.23837
1997,Saxony,Second Stage of Tertiary Education,Intermediate School Degree,0.36880,98,240,0.30763,0.42996
1997,Saxony,Second Stage of Tertiary Education,Upper Secondary Degree,0.43439,111,240,0.37154,0.49723
1997,Saxony-Anhalt,Lower Secondary Level,Secondary School Degree,0.68866,46,46,0.55337,0.82395
1997,Saxony-Anhalt,Upper Secondary Level,Secondary School Degree,0.55813,172,336,0.50495,0.61131
1997,Saxony-Anhalt,Upper Secondary Level,Intermediate School Degree,0.41837,164,336,0.36555,0.47119
1997,Saxony-Anhalt,First Stage of Tertiary Education,Intermediate School Degree,0.56060,33,33,0.38863,0.73256
1997,Saxony-Anhalt,Second Stage of Tertiary Education,Intermediate School Degree,0.45525,68,120,0.36577,0.54472
1997,Saxony-Anhalt,Second Stage of Tertiary Education,Upper Secondary Degree,0.32674,52,120,0.24247,0.41101
1997,Thuringa,Lower Secondary Level,Secondary School Degree,0.73829,37,37,0.59470,0.88188
1997,Thuringa,Upper Secondary Level,Secondary School Degree,0.52259,185,387,0.47276,0.57242
1997,Thuringa,Upper Secondary Level,Intermediate School Degree,0.44235,202,387,0.39280,0.49190
1997,Thuringa,Second Stage of Tertiary Education,Intermediate School Degree,0.45054,61,106,0.35537,0.54571
1997,Thuringa,Second Stage of Tertiary Education,Upper Secondary Degree,0.37159,45,106,0.27916,0.46402
1998,Schleswig-Holstein,Lower Secondary Level,Secondary School Degree,0.73414,32,32,0.57861,0.88966
1998,Schleswig-Holstein,Upper Secondary Level,Secondary School Degree,0.57245,96,165,0.49674,0.64817
1998,Schleswig-Holstein,Upper Secondary Level,Intermediate School Degree,0.36257,69,165,0.28899,0.43614
1998,Hamburg,Upper Secondary Level,Secondary School Degree,0.55850,42,42,0.40650,0.71050
1998,Lower Saxony,Lower Secondary Level,Secondary School Degree,0.72458,145,228,0.66646,0.78269
1998,Lower Saxony,Lower Secondary Level,Intermediate School Degree,0.18324,50,228,0.13292,0.23357
1998,Lower Saxony,Lower Secondary Level,Other Degree,0.09218,33,228,0.05455,0.12981
1998,Lower Saxony,Upper Secondary Level,Secondary School Degree,0.55357,289,537,0.51148,0.59565
1998,Lower Saxony,Upper Secondary Level,Intermediate School Degree,0.36613,215,537,0.32535,0.40692
1998,Lower Saxony,Upper Secondary Level,Other Degree,0.02944,33,537,0.01513,0.04375
1998,Lower Saxony,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.70567,42,42,0.56617,0.84517
1998,Lower Saxony,First Stage of Tertiary Education,Intermediate School Degree,0.42327,33,33,0.25208,0.59446
1998,Lower Saxony,Second Stage of Tertiary Education,Upper Secondary Degree,0.60456,79,79,0.49605,0.71307
1998,North Rhine-Westphalia,Primary Level,"Dropout, No School Degree",0.77368,92,92,0.68771,0.85966
1998,North Rhine-Westphalia,Lower Secondary Level,Secondary School Degree,0.72221,339,536,0.68426,0.76017
1998,North Rhine-Westphalia,Lower Secondary Level,Intermediate School Degree,0.17848,96,536,0.14604,0.21093
1998,North Rhine-Westphalia,Lower Secondary Level,Other Degree,0.09930,101,536,0.07396,0.12464
1998,North Rhine-Westphalia,Upper Secondary Level,Secondary School Degree,0.59552,736,1292,0.56875,0.62229
1998,North Rhine-Westphalia,Upper Secondary Level,Intermediate School Degree,0.27983,380,1292,0.25535,0.30432
1998,North Rhine-Westphalia,Upper Secondary Level,Upper Secondary Degree,0.05247,80,1292,0.04030,0.06463
1998,North Rhine-Westphalia,Upper Secondary Level,Other Degree,0.04759,96,1292,0.03597,0.05920
1998,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Technical School Degree,0.29632,41,102,0.20726,0.38538
1998,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.50522,61,102,0.40771,0.60272
1998,North Rhine-Westphalia,First Stage of Tertiary Education,Secondary School Degree,0.37301,53,135,0.29113,0.45489
1998,North Rhine-Westphalia,First Stage of Tertiary Education,Intermediate School Degree,0.25076,48,135,0.17737,0.32415
1998,North Rhine-Westphalia,First Stage of Tertiary Education,Upper Secondary Degree,0.21755,34,135,0.14769,0.28740
1998,North Rhine-Westphalia,Second Stage of Tertiary Education,Technical School Degree,0.15730,39,244,0.11152,0.20307
1998,North Rhine-Westphalia,Second Stage of Tertiary Education,Upper Secondary Degree,0.65147,205,244,0.59155,0.71138
1998,Hesse,Primary Level,"Dropout, No School Degree",0.62360,38,38,0.46748,0.77971
1998,Hesse,Lower Secondary Level,Secondary School Degree,0.80654,134,174,0.74768,0.86541
1998,Hesse,Lower Secondary Level,Other Degree,0.09582,40,174,0.05196,0.13969
1998,Hesse,Upper Secondary Level,Secondary School Degree,0.52839,214,415,0.48030,0.57648
1998,Hesse,Upper Secondary Level,Intermediate School Degree,0.29083,124,415,0.24709,0.33458
1998,Hesse,Upper Secondary Level,Upper Secondary Degree,0.09006,34,415,0.06248,0.11763
1998,Hesse,Upper Secondary Level,Other Degree,0.07282,43,415,0.04779,0.09785
1998,Hesse,Second Stage of Tertiary Education,Upper Secondary Degree,0.63326,68,68,0.51786,0.74865
1998,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Secondary School Degree,0.75734,157,189,0.69606,0.81862
1998,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Intermediate School Degree,0.16172,32,189,0.10909,0.21435
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Secondary School Degree,0.67481,253,374,0.62727,0.72235
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Intermediate School Degree,0.22835,84,374,0.18575,0.27095
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Other Degree,0.07276,37,374,0.04640,0.09913
1998,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Upper Secondary Degree,0.71997,43,43,0.58417,0.85576
