"pgpsbil","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Abitur","1993","(Fach-)Abitur","603","0.707441534963544","0.678044347025496","0.736838722901593"
"Abitur","1993","AkademikerInnen","866","0.599526137431032","0.57573882164969","0.623313453212373"
"Anderer Abschluss","1993","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1993","Hauptschulabschluss","830","0.0533385882639383","0.0478294740275902","0.0588477025002864"
"Anderer Abschluss","1993","Realschulabschluss","","","",""
"Anderer Abschluss","1993","(Fach-)Abitur","117","0.0623874748046864","0.0467590725370574","0.0780158770723155"
"Anderer Abschluss","1993","AkademikerInnen","35","0.0159896016723678","0.00990022337383215","0.0220789799709035"
"Ohne Abschluss verlassen","1993","(noch) kein Abschluss","532","0.562715492745679","0.529169941758727","0.596261043732632"
"Ohne Abschluss verlassen","1993","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1993","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1993","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1993","AkademikerInnen","","","",""
"Noch kein Abschluss","1993","(noch) kein Abschluss","183","0.330791588645048","0.298974065229124","0.362609112060972"
"Noch kein Abschluss","1993","Hauptschulabschluss","","","",""
"Noch kein Abschluss","1993","Realschulabschluss","","","",""
"Noch kein Abschluss","1993","(Fach-)Abitur","","","",""
"Noch kein Abschluss","1993","AkademikerInnen","","","",""
"Keine Schule besucht","1993","(noch) kein Abschluss","125","0.106492918609273","0.0856327501044153","0.127353087114131"
"Keine Schule besucht","1993","Hauptschulabschluss","","","",""
"Keine Schule besucht","1993","Realschulabschluss","","","",""
"Keine Schule besucht","1993","(Fach-)Abitur","","","",""
"Keine Schule besucht","1993","AkademikerInnen","","","",""
"Hauptschulabschluss","1994","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","1994","Hauptschulabschluss","5374","0.944776688070414","0.939065677600264","0.950487698540565"
"Hauptschulabschluss","1994","Realschulabschluss","","","",""
"Hauptschulabschluss","1994","(Fach-)Abitur","","","",""
"Hauptschulabschluss","1994","AkademikerInnen","115","0.0638495167294297","0.0520241898417227","0.0756748436171367"
"Realschulabschluss","1994","(noch) kein Abschluss","","","",""
"Realschulabschluss","1994","Hauptschulabschluss","","","",""
"Realschulabschluss","1994","Realschulabschluss","3038","0.995362359489878","0.992954686505328","0.997770032474429"
"Realschulabschluss","1994","(Fach-)Abitur","","","",""
"Realschulabschluss","1994","AkademikerInnen","481","0.200932070482103","0.181550989569275","0.220313151394931"
"Fachhochschulreife","1994","(noch) kein Abschluss","","","",""
"Fachhochschulreife","1994","Hauptschulabschluss","","","",""
"Fachhochschulreife","1994","Realschulabschluss","","","",""
"Fachhochschulreife","1994","(Fach-)Abitur","193","0.231979728866277","0.204866289593406","0.259093168139148"
"Fachhochschulreife","1994","AkademikerInnen","128","0.107227802500785","0.092262498408134","0.122193106593436"
"Abitur","1994","(noch) kein Abschluss","","","",""
"Abitur","1994","Hauptschulabschluss","","","",""
"Abitur","1994","Realschulabschluss","","","",""
"Abitur","1994","(Fach-)Abitur","615","0.702269304406358","0.672897075802479","0.731641533010237"
"Abitur","1994","AkademikerInnen","888","0.61323466444503","0.589678822359848","0.636790506530212"
"Anderer Abschluss","1994","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1994","Hauptschulabschluss","771","0.0552233119295855","0.0495123014594354","0.0609343223997357"
"Anderer Abschluss","1994","Realschulabschluss","","","",""
"Anderer Abschluss","1994","(Fach-)Abitur","105","0.0603542590536962","0.045057152682398","0.0756513654249945"
"Anderer Abschluss","1994","AkademikerInnen","","","",""
"Ohne Abschluss verlassen","1994","(noch) kein Abschluss","487","0.510452263941542","0.476545999590317","0.544358528292767"
"Ohne Abschluss verlassen","1994","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1994","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1994","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1994","AkademikerInnen","","","",""
"Noch kein Abschluss","1994","(noch) kein Abschluss","233","0.393852962056465","0.360712321002821","0.426993603110108"
"Noch kein Abschluss","1994","Hauptschulabschluss","","","",""
"Noch kein Abschluss","1994","Realschulabschluss","","","",""
"Noch kein Abschluss","1994","(Fach-)Abitur","","","",""
"Noch kein Abschluss","1994","AkademikerInnen","","","",""
"Keine Schule besucht","1994","(noch) kein Abschluss","115","0.095694774001993","0.0757418529507942","0.115647695053192"
"Keine Schule besucht","1994","Hauptschulabschluss","","","",""
"Keine Schule besucht","1994","Realschulabschluss","","","",""
"Keine Schule besucht","1994","(Fach-)Abitur","","","",""
"Keine Schule besucht","1994","AkademikerInnen","","","",""
"Hauptschulabschluss","1995","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","1995","Hauptschulabschluss","5273","0.933703529689043","0.927495982617414","0.939911076760672"
"Hauptschulabschluss","1995","Realschulabschluss","","","",""
"Hauptschulabschluss","1995","(Fach-)Abitur","","","",""
"Hauptschulabschluss","1995","AkademikerInnen","115","0.0607158880312675","0.0495272111882295","0.0719045648743055"
"Realschulabschluss","1995","(noch) kein Abschluss","","","",""
"Realschulabschluss","1995","Hauptschulabschluss","","","",""
"Realschulabschluss","1995","Realschulabschluss","3102","0.99471864781303","0.992177813775408","0.997259481850652"
"Realschulabschluss","1995","(Fach-)Abitur","","","",""
"Realschulabschluss","1995","AkademikerInnen","479","0.189729801607739","0.171359690801129","0.208099912414349"
"Fachhochschulreife","1995","(noch) kein Abschluss","","","",""
"Fachhochschulreife","1995","Hauptschulabschluss","","","",""
"Fachhochschulreife","1995","Realschulabschluss","","","",""
"Fachhochschulreife","1995","(Fach-)Abitur","202","0.215752325149144","0.191185750770847","0.24031889952744"
"Fachhochschulreife","1995","AkademikerInnen","140","0.106172122237078","0.0917389676297205","0.120605276844436"
"Abitur","1995","(noch) kein Abschluss","","","",""
"Abitur","1995","Hauptschulabschluss","","","",""
"Abitur","1995","Realschulabschluss","","","",""
"Abitur","1995","(Fach-)Abitur","651","0.640737954605598","0.612083896732677","0.669392012478518"
"Abitur","1995","AkademikerInnen","925","0.591078618503029","0.568044499769999","0.614112737236058"
"Anderer Abschluss","1995","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1995","Hauptschulabschluss","898","0.0662964703109568","0.0600889232393279","0.0725040173825857"
"Anderer Abschluss","1995","Realschulabschluss","","","",""
"Anderer Abschluss","1995","(Fach-)Abitur","193","0.12981520441654","0.109742367066747","0.149888041766333"
"Anderer Abschluss","1995","AkademikerInnen","90","0.0499940454926262","0.0397834429568477","0.0602046480284047"
"Ohne Abschluss verlassen","1995","(noch) kein Abschluss","480","0.466969612927038","0.433741212195447","0.500198013658629"
"Ohne Abschluss verlassen","1995","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1995","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1995","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1995","AkademikerInnen","","","",""
"Noch kein Abschluss","1995","(noch) kein Abschluss","281","0.460396823659273","0.427200304101845","0.493593343216702"
"Noch kein Abschluss","1995","Hauptschulabschluss","","","",""
"Noch kein Abschluss","1995","Realschulabschluss","","","",""
"Noch kein Abschluss","1995","(Fach-)Abitur","","","",""
"Noch kein Abschluss","1995","AkademikerInnen","","","",""
"Keine Schule besucht","1995","(noch) kein Abschluss","105","0.0726335634136889","0.0553480012810189","0.0899191255463589"
"Keine Schule besucht","1995","Hauptschulabschluss","","","",""
"Keine Schule besucht","1995","Realschulabschluss","","","",""
"Keine Schule besucht","1995","(Fach-)Abitur","","","",""
"Keine Schule besucht","1995","AkademikerInnen","","","",""
"Hauptschulabschluss","1996","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","1996","Hauptschulabschluss","5143","0.933436909782179","0.927122937299882","0.939750882264476"
"Hauptschulabschluss","1996","Realschulabschluss","","","",""
"Hauptschulabschluss","1996","(Fach-)Abitur","","","",""
"Hauptschulabschluss","1996","AkademikerInnen","113","0.0597571262435694","0.0486641476816888","0.0708501048054499"
"Realschulabschluss","1996","(noch) kein Abschluss","","","",""
"Realschulabschluss","1996","Hauptschulabschluss","","","",""
"Realschulabschluss","1996","Realschulabschluss","3102","0.994278972852761","0.991635074611413","0.996922871094109"
"Realschulabschluss","1996","(Fach-)Abitur","","","",""
"Realschulabschluss","1996","AkademikerInnen","479","0.191880032786194","0.173451697413124","0.210308368159265"
"Fachhochschulreife","1996","(noch) kein Abschluss","","","",""
"Fachhochschulreife","1996","Hauptschulabschluss","","","",""
"Fachhochschulreife","1996","Realschulabschluss","","","",""
"Fachhochschulreife","1996","(Fach-)Abitur","193","0.213661694295922","0.188797986577612","0.238525402014233"
"Fachhochschulreife","1996","AkademikerInnen","145","0.107952829117126","0.0934302342951035","0.122475423939149"
"Abitur","1996","(noch) kein Abschluss","","","",""
"Abitur","1996","Hauptschulabschluss","","","",""
"Abitur","1996","Realschulabschluss","","","",""
"Abitur","1996","(Fach-)Abitur","646","0.64405515253407","0.615011533832536","0.673098771235603"
"Abitur","1996","AkademikerInnen","933","0.589425775489569","0.566403741068389","0.612447809910749"
"Anderer Abschluss","1996","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1996","Hauptschulabschluss","844","0.0665630902178207","0.0602491177355236","0.0728770627001178"
"Anderer Abschluss","1996","Realschulabschluss","","","",""
"Anderer Abschluss","1996","(Fach-)Abitur","174","0.11973295237099","0.100039951065495","0.139425953676485"
"Anderer Abschluss","1996","AkademikerInnen","83","0.0487735877959859","0.0386934237812256","0.0588537518107462"
"Ohne Abschluss verlassen","1996","(noch) kein Abschluss","445","0.46093927493714","0.426986628941251","0.494891920933029"
"Ohne Abschluss verlassen","1996","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1996","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1996","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1996","AkademikerInnen","","","",""
"Noch kein Abschluss","1996","(noch) kein Abschluss","289","0.471767705763113","0.437765311299245","0.50577010022698"
"Noch kein Abschluss","1996","Hauptschulabschluss","","","",""
"Noch kein Abschluss","1996","Realschulabschluss","","","",""
"Noch kein Abschluss","1996","(Fach-)Abitur","","","",""
"Noch kein Abschluss","1996","AkademikerInnen","","","",""
"Keine Schule besucht","1996","(noch) kein Abschluss","94","0.0672930192997471","0.0502286381265522","0.0843574004729419"
"Keine Schule besucht","1996","Hauptschulabschluss","","","",""
"Keine Schule besucht","1996","Realschulabschluss","","","",""
"Keine Schule besucht","1996","(Fach-)Abitur","","","",""
"Keine Schule besucht","1996","AkademikerInnen","","","",""
"Hauptschulabschluss","1997","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","1997","Hauptschulabschluss","5018","0.930871722959922","0.924353427865131","0.937390018054712"
"Hauptschulabschluss","1997","Realschulabschluss","","","",""
"Hauptschulabschluss","1997","(Fach-)Abitur","","","",""
"Hauptschulabschluss","1997","AkademikerInnen","114","0.0624429057190684","0.0511292587049897","0.0737565527331471"
"Realschulabschluss","1997","(noch) kein Abschluss","","","",""
"Realschulabschluss","1997","Hauptschulabschluss","","","",""
"Realschulabschluss","1997","Realschulabschluss","3067","0.993885726901428","0.991138028938619","0.996633424864236"
"Realschulabschluss","1997","(Fach-)Abitur","","","",""
"Realschulabschluss","1997","AkademikerInnen","474","0.190977306122812","0.17259781664833","0.209356795597293"
"Fachhochschulreife","1997","(noch) kein Abschluss","","","",""
"Fachhochschulreife","1997","Hauptschulabschluss","","","",""
"Fachhochschulreife","1997","Realschulabschluss","","","",""
"Fachhochschulreife","1997","(Fach-)Abitur","194","0.212173123425969","0.187228966873193","0.237117279978744"
"Fachhochschulreife","1997","AkademikerInnen","148","0.114646805561582","0.099749714628222","0.129543896494943"
"Abitur","1997","(noch) kein Abschluss","","","",""
"Abitur","1997","Hauptschulabschluss","","","",""
"Abitur","1997","Realschulabschluss","","","",""
"Abitur","1997","(Fach-)Abitur","658","0.662619468248206","0.633772488650257","0.691466447846156"
"Abitur","1997","AkademikerInnen","943","0.584899562133946","0.561859722381539","0.607939401886353"
"Anderer Abschluss","1997","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1997","Hauptschulabschluss","800","0.0691282770400785","0.0626099819452883","0.0756465721348687"
"Anderer Abschluss","1997","Realschulabschluss","","","",""
"Anderer Abschluss","1997","(Fach-)Abitur","150","0.104314961736427","0.0856658047942321","0.122964118678621"
"Anderer Abschluss","1997","AkademikerInnen","77","0.0446170015092956","0.0349631379927913","0.0542708650257998"
"Ohne Abschluss verlassen","1997","(noch) kein Abschluss","417","0.454318548441643","0.420239222614361","0.488397874268925"
"Ohne Abschluss verlassen","1997","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1997","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1997","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1997","AkademikerInnen","","","",""
"Noch kein Abschluss","1997","(noch) kein Abschluss","313","0.473997800716043","0.439821652999088","0.508173948432998"
"Noch kein Abschluss","1997","Hauptschulabschluss","","","",""
"Noch kein Abschluss","1997","Realschulabschluss","","","",""
"Noch kein Abschluss","1997","(Fach-)Abitur","","","",""
"Noch kein Abschluss","1997","AkademikerInnen","","","",""
"Keine Schule besucht","1997","(noch) kein Abschluss","90","0.0716836508423141","0.0540273702370334","0.0893399314475949"
"Keine Schule besucht","1997","Hauptschulabschluss","","","",""
"Keine Schule besucht","1997","Realschulabschluss","","","",""
"Keine Schule besucht","1997","(Fach-)Abitur","","","",""
"Keine Schule besucht","1997","AkademikerInnen","","","",""
"Hauptschulabschluss","1998","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","1998","Hauptschulabschluss","5481","0.926950067596928","0.920497751131214","0.933402384062643"
"Hauptschulabschluss","1998","Realschulabschluss","31","0.00755247479713827","0.00464323610276414","0.0104617134915124"
"Hauptschulabschluss","1998","(Fach-)Abitur","","","",""
"Hauptschulabschluss","1998","AkademikerInnen","124","0.0652525811469288","0.054299332303575","0.0762058299902827"
"Realschulabschluss","1998","(noch) kein Abschluss","","","",""
"Realschulabschluss","1998","Hauptschulabschluss","","","",""
"Realschulabschluss","1998","Realschulabschluss","3371","0.992447525202862","0.989538286508487","0.995356763897236"
"Realschulabschluss","1998","(Fach-)Abitur","","","",""
"Realschulabschluss","1998","AkademikerInnen","505","0.190995462547882","0.173561987156482","0.208428937939281"
"Fachhochschulreife","1998","(noch) kein Abschluss","","","",""
"Fachhochschulreife","1998","Hauptschulabschluss","","","",""
"Fachhochschulreife","1998","Realschulabschluss","","","",""
"Fachhochschulreife","1998","(Fach-)Abitur","218","0.204138950257831","0.180953606201809","0.227324294313853"
"Fachhochschulreife","1998","AkademikerInnen","177","0.124602258880823","0.109954788179228","0.139249729582419"
"Abitur","1998","(noch) kein Abschluss","","","",""
"Abitur","1998","Hauptschulabschluss","","","",""
"Abitur","1998","Realschulabschluss","","","",""
"Abitur","1998","(Fach-)Abitur","763","0.667027827923025","0.639919175633621","0.694136480212428"
"Abitur","1998","AkademikerInnen","1059","0.568951600085208","0.546988297258729","0.590914902911686"
"Anderer Abschluss","1998","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1998","Hauptschulabschluss","767","0.0730499324030716","0.0665976159373572","0.079502248868786"
"Anderer Abschluss","1998","Realschulabschluss","","","",""
"Anderer Abschluss","1998","(Fach-)Abitur","148","0.10161311048635","0.0842335593059142","0.118992661666787"
"Anderer Abschluss","1998","AkademikerInnen","87","0.0477775649271692","0.0383178471488706","0.0572372827054678"
"Ohne Abschluss verlassen","1998","(noch) kein Abschluss","395","0.448161260887282","0.413977009997376","0.482345511777188"
"Ohne Abschluss verlassen","1998","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1998","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1998","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1998","AkademikerInnen","","","",""
"Noch kein Abschluss","1998","(noch) kein Abschluss","335","0.48037505177319","0.446032066985984","0.514718036560396"
"Noch kein Abschluss","1998","Hauptschulabschluss","","","",""
"Noch kein Abschluss","1998","Realschulabschluss","","","",""
"Noch kein Abschluss","1998","(Fach-)Abitur","","","",""
"Noch kein Abschluss","1998","AkademikerInnen","","","",""
"Keine Schule besucht","1998","(noch) kein Abschluss","83","0.0714636873395279","0.0537566878426391","0.0891706868364166"
"Keine Schule besucht","1998","Hauptschulabschluss","","","",""
"Keine Schule besucht","1998","Realschulabschluss","","","",""
"Keine Schule besucht","1998","(Fach-)Abitur","","","",""
"Keine Schule besucht","1998","AkademikerInnen","","","",""
"Hauptschulabschluss","1999","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","1999","Hauptschulabschluss","5358","0.926965934458873","0.920420890011278","0.933510978906468"
"Hauptschulabschluss","1999","Realschulabschluss","31","0.00787867838681972","0.00490382724448905","0.0108535295291504"
"Hauptschulabschluss","1999","(Fach-)Abitur","","","",""
"Hauptschulabschluss","1999","AkademikerInnen","122","0.0636758960951849","0.0528272058928171","0.0745245862975527"
"Realschulabschluss","1999","(noch) kein Abschluss","","","",""
"Realschulabschluss","1999","Hauptschulabschluss","","","",""
"Realschulabschluss","1999","Realschulabschluss","3362","0.99212132161318","0.98914647047085","0.995096172755511"
"Realschulabschluss","1999","(Fach-)Abitur","","","",""
"Realschulabschluss","1999","AkademikerInnen","492","0.182183214616457","0.165033422362474","0.199333006870439"
"Fachhochschulreife","1999","(noch) kein Abschluss","","","",""
"Fachhochschulreife","1999","Hauptschulabschluss","","","",""
"Fachhochschulreife","1999","Realschulabschluss","","","",""
"Fachhochschulreife","1999","(Fach-)Abitur","218","0.199167498337364","0.17611523793116","0.222219758743568"
"Fachhochschulreife","1999","AkademikerInnen","168","0.124040224644629","0.10939486547887","0.138685583810388"
"Abitur","1999","(noch) kein Abschluss","","","",""
"Abitur","1999","Hauptschulabschluss","","","",""
"Abitur","1999","Realschulabschluss","","","",""
"Abitur","1999","(Fach-)Abitur","768","0.680491565508746","0.6535770866945","0.707406044322991"
"Abitur","1999","AkademikerInnen","1080","0.580350959774134","0.558424670289063","0.602277249259205"
"Anderer Abschluss","1999","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1999","Hauptschulabschluss","713","0.0730340655411274","0.0664890210935324","0.0795791099887223"
"Anderer Abschluss","1999","Realschulabschluss","","","",""
"Anderer Abschluss","1999","(Fach-)Abitur","138","0.0977647915126489","0.0806218808449497","0.114907702180348"
"Anderer Abschluss","1999","AkademikerInnen","84","0.0497497048695956","0.0400893977431172","0.059410011996074"
"Ohne Abschluss verlassen","1999","(noch) kein Abschluss","385","0.461048086562958","0.426110505287188","0.495985667838728"
"Ohne Abschluss verlassen","1999","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1999","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1999","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1999","AkademikerInnen","","","",""
"Noch kein Abschluss","1999","(noch) kein Abschluss","321","0.469622084736826","0.434642738641573","0.50460143083208"
"Noch kein Abschluss","1999","Hauptschulabschluss","","","",""
"Noch kein Abschluss","1999","Realschulabschluss","","","",""
"Noch kein Abschluss","1999","(Fach-)Abitur","","","",""
"Noch kein Abschluss","1999","AkademikerInnen","","","",""
"Keine Schule besucht","1999","(noch) kein Abschluss","76","0.0693298287002159","0.051526439937379","0.0871332174630528"
"Keine Schule besucht","1999","Hauptschulabschluss","","","",""
"Keine Schule besucht","1999","Realschulabschluss","","","",""
"Keine Schule besucht","1999","(Fach-)Abitur","","","",""
"Keine Schule besucht","1999","AkademikerInnen","","","",""
"Hauptschulabschluss","2000","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","2000","Hauptschulabschluss","9692","0.921773967171187","0.916695722692913","0.926852211649462"
"Hauptschulabschluss","2000","Realschulabschluss","39","0.00607565881061101","0.00415813317290626","0.00799318444831576"
"Hauptschulabschluss","2000","(Fach-)Abitur","52","0.021435298041339","0.0156421910787706","0.0272284050039074"
"Hauptschulabschluss","2000","AkademikerInnen","209","0.0551736226096809","0.0479493529905655","0.0623978922287964"
"Realschulabschluss","2000","(noch) kein Abschluss","","","",""
"Realschulabschluss","2000","Hauptschulabschluss","","","",""
"Realschulabschluss","2000","Realschulabschluss","6270","0.993924341189389","0.992006815551684","0.995841866827094"
"Realschulabschluss","2000","(Fach-)Abitur","54","0.0245043101774505","0.0183200759657692","0.0306885443891317"
"Realschulabschluss","2000","AkademikerInnen","676","0.148148557738798","0.136908130029476","0.15938898544812"
"Fachhochschulreife","2000","(noch) kein Abschluss","","","",""
"Fachhochschulreife","2000","Hauptschulabschluss","","","",""
"Fachhochschulreife","2000","Realschulabschluss","","","",""
"Fachhochschulreife","2000","(Fach-)Abitur","554","0.24122469335632","0.224111955920195","0.258337430792445"
"Fachhochschulreife","2000","AkademikerInnen","469","0.138218846842917","0.127298553111185","0.149139140574649"
"Abitur","2000","(noch) kein Abschluss","","","",""
"Abitur","2000","Hauptschulabschluss","","","",""
"Abitur","2000","Realschulabschluss","","","",""
"Abitur","2000","(Fach-)Abitur","1462","0.608851316696961","0.589331372485633","0.62837126090829"
"Abitur","2000","AkademikerInnen","2266","0.593892324532398","0.578353196444883","0.609431452619914"
"Anderer Abschluss","2000","(noch) kein Abschluss","","","",""
"Anderer Abschluss","2000","Hauptschulabschluss","1049","0.0782260328288129","0.0731477883505385","0.0833042773070874"
"Anderer Abschluss","2000","Realschulabschluss","","","",""
"Anderer Abschluss","2000","(Fach-)Abitur","279","0.103984381727929","0.0917749947808355","0.116193768675023"
"Anderer Abschluss","2000","AkademikerInnen","216","0.0644136871568043","0.0566461524740618","0.0721812218395468"
"Ohne Abschluss verlassen","2000","(noch) kein Abschluss","412","0.482244693151053","0.450060797923292","0.514428588378814"
"Ohne Abschluss verlassen","2000","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","2000","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","2000","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","2000","AkademikerInnen","","","",""
"Noch kein Abschluss","2000","(noch) kein Abschluss","506","0.509857242872244","0.47765929529474","0.542055190449748"
"Noch kein Abschluss","2000","Hauptschulabschluss","","","",""
"Noch kein Abschluss","2000","Realschulabschluss","","","",""
"Noch kein Abschluss","2000","(Fach-)Abitur","","","",""
"Noch kein Abschluss","2000","AkademikerInnen","","","",""
"Keine Schule besucht","2000","(noch) kein Abschluss","","","",""
"Keine Schule besucht","2000","Hauptschulabschluss","","","",""
"Keine Schule besucht","2000","Realschulabschluss","","","",""
"Keine Schule besucht","2000","(Fach-)Abitur","","","",""
"Keine Schule besucht","2000","AkademikerInnen","","","",""
"Hauptschulabschluss","2001","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","2001","Hauptschulabschluss","8523","0.919860126792495","0.91438654695625","0.925333706628741"
"Hauptschulabschluss","2001","Realschulabschluss","","","",""
"Hauptschulabschluss","2001","(Fach-)Abitur","49","0.0222536631247971","0.0161722049401743","0.02833512130942"
"Hauptschulabschluss","2001","AkademikerInnen","189","0.0513579387713615","0.0441113398627445","0.0586045376799784"
"Realschulabschluss","2001","(noch) kein Abschluss","","","",""
"Realschulabschluss","2001","Hauptschulabschluss","","","",""
"Realschulabschluss","2001","Realschulabschluss","5771","0.994539976892592","0.992643195204211","0.996436758580973"
"Realschulabschluss","2001","(Fach-)Abitur","49","0.0219805023473711","0.0159356397340702","0.028025364960672"
"Realschulabschluss","2001","AkademikerInnen","629","0.145285213322218","0.133716087090393","0.156854339554043"
"Fachhochschulreife","2001","(noch) kein Abschluss","","","",""
"Fachhochschulreife","2001","Hauptschulabschluss","","","",""
"Fachhochschulreife","2001","Realschulabschluss","","","",""
"Fachhochschulreife","2001","(Fach-)Abitur","536","0.245044821950207","0.227312025846583","0.262777618053832"
"Fachhochschulreife","2001","AkademikerInnen","429","0.135560820159447","0.124322185372952","0.146799454945942"
"Abitur","2001","(noch) kein Abschluss","","","",""
"Abitur","2001","Hauptschulabschluss","","","",""
"Abitur","2001","Realschulabschluss","","","",""
"Abitur","2001","(Fach-)Abitur","1367","0.605491481158324","0.585341433256755","0.625641529059892"
"Abitur","2001","AkademikerInnen","2128","0.601057463639158","0.584980930030675","0.617133997247641"
"Anderer Abschluss","2001","(noch) kein Abschluss","","","",""
"Anderer Abschluss","2001","Hauptschulabschluss","929","0.0801398732075046","0.0746662933712594","0.0856134530437497"
"Anderer Abschluss","2001","Realschulabschluss","","","",""
"Anderer Abschluss","2001","(Fach-)Abitur","259","0.105229531419301","0.0925787162486367","0.117880346589965"
"Anderer Abschluss","2001","AkademikerInnen","188","0.0665673114906126","0.058383582203899","0.0747510407773263"
"Ohne Abschluss verlassen","2001","(noch) kein Abschluss","314","0.405336368040787","0.372806107631018","0.437866628450557"
"Ohne Abschluss verlassen","2001","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","2001","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","2001","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","2001","AkademikerInnen","","","",""
"Noch kein Abschluss","2001","(noch) kein Abschluss","551","0.585733622450536","0.553094837335893","0.618372407565179"
"Noch kein Abschluss","2001","Hauptschulabschluss","","","",""
"Noch kein Abschluss","2001","Realschulabschluss","","","",""
"Noch kein Abschluss","2001","(Fach-)Abitur","","","",""
"Noch kein Abschluss","2001","AkademikerInnen","","","",""
"Keine Schule besucht","2001","(noch) kein Abschluss","","","",""
"Keine Schule besucht","2001","Hauptschulabschluss","","","",""
"Keine Schule besucht","2001","Realschulabschluss","","","",""
"Keine Schule besucht","2001","(Fach-)Abitur","","","",""
"Keine Schule besucht","2001","AkademikerInnen","","","",""
"Hauptschulabschluss","2002","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","2002","Hauptschulabschluss","8106","0.919127042268304","0.913485878700366","0.924768205836243"
"Hauptschulabschluss","2002","Realschulabschluss","","","",""
"Hauptschulabschluss","2002","(Fach-)Abitur","48","0.0237175193828279","0.0177430897259491","0.0296919490397066"
"Hauptschulabschluss","2002","AkademikerInnen","199","0.0534697601331047","0.0469444448231396","0.0599950754430698"
"Realschulabschluss","2002","(noch) kein Abschluss","","","",""
"Realschulabschluss","2002","Hauptschulabschluss","","","",""
"Realschulabschluss","2002","Realschulabschluss","5983","0.993504096222025","0.991473070247194","0.995535122196856"
"Realschulabschluss","2002","(Fach-)Abitur","48","0.020572808843281","0.0149995791045144","0.0261460385820476"
"Realschulabschluss","2002","AkademikerInnen","683","0.14664127383446","0.136380642902017","0.156901904766904"
"Fachhochschulreife","2002","(noch) kein Abschluss","","","",""
"Fachhochschulreife","2002","Hauptschulabschluss","","","",""
"Fachhochschulreife","2002","Realschulabschluss","","","",""
"Fachhochschulreife","2002","(Fach-)Abitur","584","0.239964674458233","0.223197317201748","0.256732031714718"
"Fachhochschulreife","2002","AkademikerInnen","512","0.136182799118112","0.126234423153896","0.146131175082329"
"Abitur","2002","(noch) kein Abschluss","","","",""
"Abitur","2002","Hauptschulabschluss","","","",""
"Abitur","2002","Realschulabschluss","","","",""
"Abitur","2002","(Fach-)Abitur","1559","0.601117081505331","0.581891639823396","0.620342523187266"
"Abitur","2002","AkademikerInnen","2961","0.595401853684267","0.581165552316262","0.609638155052272"
"Anderer Abschluss","2002","(noch) kein Abschluss","","","",""
"Anderer Abschluss","2002","Hauptschulabschluss","867","0.0808729577316956","0.0752317941637567","0.0865141212996345"
"Anderer Abschluss","2002","Realschulabschluss","","","",""
"Anderer Abschluss","2002","(Fach-)Abitur","253","0.114627915810327","0.102120079692715","0.12713575192794"
"Anderer Abschluss","2002","AkademikerInnen","209","0.0680861701205841","0.0607798706574196","0.0753924695837487"
