year,pgisced97,quintil_oecd,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.21152,141,593,0.17862,0.24442
2001,Lower Secondary Level,3rd Quintile,Other Degree,0.11038,73,593,0.08513,0.13562
2001,Lower Secondary Level,4th Quintile,Secondary School Degree,0.67327,298,464,0.63055,0.71599
2001,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.26481,128,464,0.22462,0.30500
2001,Lower Secondary Level,4th Quintile,Other Degree,0.06192,38,464,0.03996,0.08387
2001,Lower Secondary Level,5th Quintile,Secondary School Degree,0.65330,144,215,0.58953,0.71706
2001,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.27984,71,215,0.21969,0.33999
2001,Upper Secondary Level,1st Quintile,Secondary School Degree,0.56735,1066,1985,0.54555,0.58915
2001,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.25412,584,1985,0.23496,0.27328
2001,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.07426,156,1985,0.06272,0.08580
2001,Upper Secondary Level,1st Quintile,Other Degree,0.08634,179,1985,0.07398,0.09870
2001,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.61181,1415,2456,0.59254,0.63109
2001,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.29761,827,2456,0.27953,0.31570
2001,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.03522,93,2456,0.02792,0.04251
2001,Upper Secondary Level,2nd Quintile,Other Degree,0.04278,121,2456,0.03478,0.05079
2001,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.56328,1402,2612,0.54426,0.58231
2001,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.36161,1013,2612,0.34318,0.38004
2001,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.03651,109,2612,0.02931,0.04370
2001,Upper Secondary Level,3rd Quintile,Other Degree,0.03203,88,2612,0.02528,0.03879
2001,Upper Secondary Level,4th Quintile,Secondary School Degree,0.53591,1251,2462,0.51621,0.55562
2001,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.38638,1030,2462,0.36714,0.40562
2001,Upper Secondary Level,4th Quintile,Upper Secondary Degree,0.04180,121,2462,0.03389,0.04970
2001,Upper Secondary Level,4th Quintile,Other Degree,0.02529,60,2462,0.01908,0.03149
2001,Upper Secondary Level,5th Quintile,Secondary School Degree,0.46196,852,1924,0.43968,0.48424
2001,Upper Secondary Level,5th Quintile,Intermediate School Degree,0.46235,917,1924,0.44006,0.48463
2001,Upper Secondary Level,5th Quintile,Upper Secondary Degree,0.05081,117,1924,0.04099,0.06062
2001,Upper Secondary Level,5th Quintile,Other Degree,0.01588,38,1924,0.01029,0.02147
2001,Post-secondary Non-tertiary Level,1st Quintile,Upper Secondary Degree,0.43265,66,116,0.34210,0.52320
2001,Post-secondary Non-tertiary Level,1st Quintile,Other Degree,0.25696,50,116,0.17709,0.33682
2001,Post-secondary Non-tertiary Level,2nd Quintile,Technical School Degree,0.22044,44,168,0.15756,0.28331
2001,Post-secondary Non-tertiary Level,2nd Quintile,Upper Secondary Degree,0.45477,79,168,0.37925,0.53029
2001,Post-secondary Non-tertiary Level,2nd Quintile,Other Degree,0.21235,45,168,0.15032,0.27438
2001,Post-secondary Non-tertiary Level,3rd Quintile,Technical School Degree,0.21953,49,192,0.16082,0.27823
2001,Post-secondary Non-tertiary Level,3rd Quintile,Upper Secondary Degree,0.55343,110,192,0.48293,0.62394
2001,Post-secondary Non-tertiary Level,3rd Quintile,Other Degree,0.17211,33,192,0.11858,0.22565
2001,Post-secondary Non-tertiary Level,4th Quintile,Technical School Degree,0.29648,74,210,0.23456,0.35839
2001,Post-secondary Non-tertiary Level,4th Quintile,Upper Secondary Degree,0.60942,136,210,0.54327,0.67556
2001,Post-secondary Non-tertiary Level,5th Quintile,Technical School Degree,0.36348,97,259,0.30479,0.42218
2001,Post-secondary Non-tertiary Level,5th Quintile,Upper Secondary Degree,0.56034,162,259,0.49977,0.62091
2001,First Stage of Tertiary Education,1st Quintile,Secondary School Degree,0.34283,49,121,0.25790,0.42775
2001,First Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.44396,72,121,0.35507,0.53286
2001,First Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.38013,108,260,0.32101,0.43925
2001,First Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.38103,119,260,0.32188,0.44017
2001,First Stage of Tertiary Education,2nd Quintile,Upper Secondary Degree,0.13138,33,260,0.09023,0.17252
2001,First Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.35596,132,385,0.30807,0.40385
2001,First Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.39932,185,385,0.35033,0.44830
2001,First Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.08792,33,385,0.05959,0.11624
2001,First Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.10514,35,385,0.07446,0.13581
2001,First Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.30008,117,410,0.25566,0.34449
2001,First Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.42879,191,410,0.38083,0.47675
2001,First Stage of Tertiary Education,4th Quintile,Technical School Degree,0.09753,41,410,0.06877,0.12628
2001,First Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.14300,61,410,0.10907,0.17693
2001,First Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.28502,116,387,0.23998,0.33005
2001,First Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.41008,167,387,0.36101,0.45915
2001,First Stage of Tertiary Education,5th Quintile,Technical School Degree,0.15078,55,387,0.11508,0.18648
2001,First Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.13785,49,387,0.10346,0.17224
2001,Second Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.14242,45,198,0.09361,0.19122
2001,Second Stage of Tertiary Education,1st Quintile,Upper Secondary Degree,0.51629,111,198,0.44651,0.58608
2001,Second Stage of Tertiary Education,1st Quintile,Other Degree,0.19758,42,198,0.14198,0.25318
2001,Second Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.10496,35,357,0.07312,0.13679
2001,Second Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.20221,87,357,0.16049,0.24394
2001,Second Stage of Tertiary Education,2nd Quintile,Technical School Degree,0.16158,46,357,0.12335,0.19982
2001,Second Stage of Tertiary Education,2nd Quintile,Upper Secondary Degree,0.41184,155,357,0.36072,0.46297
2001,Second Stage of Tertiary Education,2nd Quintile,Other Degree,0.11941,34,357,0.08572,0.15309
2001,Second Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.08135,44,520,0.05783,0.10487
2001,Second Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.22881,149,520,0.19267,0.26495
2001,Second Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.12161,60,520,0.09349,0.14973
2001,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.49592,267,520,0.45290,0.53893
2001,Second Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.06545,57,854,0.04885,0.08205
2001,Second Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.17339,169,854,0.14798,0.19879
2001,Second Stage of Tertiary Education,4th Quintile,Technical School Degree,0.11841,89,854,0.09673,0.14009
2001,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.58986,503,854,0.55685,0.62287
2001,Second Stage of Tertiary Education,4th Quintile,Other Degree,0.05289,36,854,0.03787,0.06792
2001,Second Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.02503,38,1551,0.01725,0.03280
2001,Second Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.09619,176,1551,0.08151,0.11087
2001,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.15053,206,1551,0.13272,0.16833
2001,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.69687,1085,1551,0.67398,0.71975
2001,Second Stage of Tertiary Education,5th Quintile,Other Degree,0.03101,46,1551,0.02238,0.03964
2002,Primary Level,1st Quintile,"Dropout, No School Degree",0.82002,106,106,0.74654,0.89350
2002,Primary Level,2nd Quintile,"Dropout, No School Degree",0.89883,66,66,0.82552,0.97214
2002,Primary Level,3rd Quintile,"Dropout, No School Degree",0.88588,38,38,0.78342,0.98833
2002,Lower Secondary Level,1st Quintile,Secondary School Degree,0.72961,590,878,0.70021,0.75900
2002,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.13185,137,878,0.10945,0.15424
2002,Lower Secondary Level,1st Quintile,Other Degree,0.13855,151,878,0.11568,0.16141
2002,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.72565,488,714,0.69290,0.75840
2002,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.14859,120,714,0.12248,0.17470
2002,Lower Secondary Level,2nd Quintile,Other Degree,0.12576,106,714,0.10142,0.15010
2002,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.66303,309,503,0.62168,0.70438
2002,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.22958,125,503,0.19279,0.26637
2002,Lower Secondary Level,3rd Quintile,Other Degree,0.10739,69,503,0.08031,0.13448
2002,Lower Secondary Level,4th Quintile,Secondary School Degree,0.67988,284,450,0.63673,0.72303
2002,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.25023,121,450,0.21017,0.29030
2002,Lower Secondary Level,4th Quintile,Other Degree,0.06989,45,450,0.04631,0.09347
2002,Lower Secondary Level,5th Quintile,Secondary School Degree,0.63659,143,230,0.57430,0.69889
2002,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.26974,87,230,0.21225,0.32722
2002,Upper Secondary Level,1st Quintile,Secondary School Degree,0.54287,906,1729,0.51938,0.56636
2002,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.27441,534,1729,0.25337,0.29544
2002,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.06964,127,1729,0.05764,0.08165
2002,Upper Secondary Level,1st Quintile,Other Degree,0.09576,162,1729,0.08189,0.10964
2002,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.64765,1342,2228,0.62781,0.66749
2002,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.26661,691,2228,0.24825,0.28498
2002,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.03058,81,2228,0.02343,0.03773
2002,Upper Secondary Level,2nd Quintile,Other Degree,0.04605,114,2228,0.03735,0.05476
2002,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.55344,1221,2333,0.53326,0.57361
2002,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.37500,940,2333,0.35535,0.39465
2002,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.03807,107,2333,0.03030,0.04583
2002,Upper Secondary Level,3rd Quintile,Other Degree,0.02349,65,2333,0.01734,0.02963
2002,Upper Secondary Level,4th Quintile,Secondary School Degree,0.53670,1152,2298,0.51631,0.55710
2002,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.39320,986,2298,0.37322,0.41317
2002,Upper Secondary Level,4th Quintile,Upper Secondary Degree,0.03757,109,2298,0.02980,0.04535
2002,Upper Secondary Level,4th Quintile,Other Degree,0.02294,51,2298,0.01682,0.02906
2002,Upper Secondary Level,5th Quintile,Secondary School Degree,0.46489,944,2224,0.44416,0.48563
2002,Upper Secondary Level,5th Quintile,Intermediate School Degree,0.46193,1080,2224,0.44121,0.48265
2002,Upper Secondary Level,5th Quintile,Upper Secondary Degree,0.04755,144,2224,0.03871,0.05640
2002,Upper Secondary Level,5th Quintile,Other Degree,0.02037,56,2224,0.01450,0.02624
2002,Post-secondary Non-tertiary Level,1st Quintile,Upper Secondary Degree,0.44015,77,123,0.35206,0.52824
2002,Post-secondary Non-tertiary Level,1st Quintile,Other Degree,0.24417,46,123,0.16794,0.32041
2002,Post-secondary Non-tertiary Level,2nd Quintile,Technical School Degree,0.26591,39,150,0.19496,0.33685
2002,Post-secondary Non-tertiary Level,2nd Quintile,Upper Secondary Degree,0.40094,70,150,0.32224,0.47963
2002,Post-secondary Non-tertiary Level,2nd Quintile,Other Degree,0.23553,41,150,0.16740,0.30367
2002,Post-secondary Non-tertiary Level,3rd Quintile,Technical School Degree,0.34056,52,130,0.25878,0.42234
2002,Post-secondary Non-tertiary Level,3rd Quintile,Upper Secondary Degree,0.45724,78,130,0.37127,0.54321
2002,Post-secondary Non-tertiary Level,4th Quintile,Technical School Degree,0.25777,65,204,0.19760,0.31794
2002,Post-secondary Non-tertiary Level,4th Quintile,Upper Secondary Degree,0.65434,139,204,0.58892,0.71976
2002,Post-secondary Non-tertiary Level,5th Quintile,Technical School Degree,0.33380,106,279,0.27836,0.38923
2002,Post-secondary Non-tertiary Level,5th Quintile,Upper Secondary Degree,0.56919,173,279,0.51098,0.62740
2002,First Stage of Tertiary Education,1st Quintile,Secondary School Degree,0.34820,50,118,0.26187,0.43452
2002,First Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.39957,68,118,0.31082,0.48833
2002,First Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.38517,99,236,0.32295,0.44739
2002,First Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.45280,137,236,0.38916,0.51644
2002,First Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.35522,112,317,0.30246,0.40799
2002,First Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.37751,137,317,0.32406,0.43096
2002,First Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.08380,32,317,0.05325,0.11435
2002,First Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.12559,36,317,0.08905,0.16212
2002,First Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.27214,107,390,0.22791,0.31637
2002,First Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.44100,194,390,0.39166,0.49034
2002,First Stage of Tertiary Education,4th Quintile,Technical School Degree,0.09939,35,390,0.06966,0.12913
2002,First Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.15094,54,390,0.11536,0.18652
2002,First Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.33412,129,424,0.28917,0.37907
2002,First Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.39373,176,424,0.34717,0.44029
2002,First Stage of Tertiary Education,5th Quintile,Technical School Degree,0.13338,60,424,0.10098,0.16579
2002,First Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.12089,59,424,0.08982,0.15195
2002,Second Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.16124,44,180,0.10736,0.21511
2002,Second Stage of Tertiary Education,1st Quintile,Upper Secondary Degree,0.48213,97,180,0.40893,0.55533
2002,Second Stage of Tertiary Education,1st Quintile,Other Degree,0.22348,39,180,0.16245,0.28450
2002,Second Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.13844,34,229,0.09361,0.18326
2002,Second Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.19752,71,229,0.14584,0.24920
2002,Second Stage of Tertiary Education,2nd Quintile,Upper Secondary Degree,0.42694,124,229,0.36274,0.49115
2002,Second Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.08607,42,460,0.06041,0.11173
2002,Second Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.22689,123,460,0.18857,0.26520
2002,Second Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.15657,65,460,0.12332,0.18981
2002,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.45820,230,460,0.41261,0.50378
2002,Second Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.06422,48,784,0.04705,0.08139
2002,Second Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.17551,168,784,0.14886,0.20215
2002,Second Stage of Tertiary Education,4th Quintile,Technical School Degree,0.12467,88,784,0.10153,0.14781
2002,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.58715,480,784,0.55266,0.62163
2002,Second Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.03165,48,1613,0.02310,0.04019
2002,Second Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.11048,184,1613,0.09518,0.12579
2002,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.16178,208,1613,0.14381,0.17976
2002,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.66512,1125,1613,0.64208,0.68816
2002,Second Stage of Tertiary Education,5th Quintile,Other Degree,0.03073,48,1613,0.02230,0.03915
2003,Primary Level,1st Quintile,"Dropout, No School Degree",0.84937,106,106,0.78095,0.91779
2003,Primary Level,2nd Quintile,"Dropout, No School Degree",0.88100,59,59,0.79767,0.96433
2003,Primary Level,3rd Quintile,"Dropout, No School Degree",0.85853,33,33,0.73778,0.97928
2003,Lower Secondary Level,1st Quintile,Secondary School Degree,0.71262,561,844,0.68207,0.74317
2003,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.14227,139,844,0.11869,0.16585
2003,Lower Secondary Level,1st Quintile,Other Degree,0.14511,144,844,0.12134,0.16889
2003,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.71763,480,700,0.68426,0.75100
2003,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.17751,127,700,0.14919,0.20584
2003,Lower Secondary Level,2nd Quintile,Other Degree,0.10485,93,700,0.08214,0.12757
2003,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.68883,302,485,0.64759,0.73008
2003,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.21105,120,485,0.17470,0.24741
2003,Lower Secondary Level,3rd Quintile,Other Degree,0.10011,63,485,0.07337,0.12686
2003,Lower Secondary Level,4th Quintile,Secondary School Degree,0.68420,253,417,0.63953,0.72887
