"pgpsbil","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Abitur","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Abitur","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"Abitur","1984","16-34 Jahre alt","(Fach-)Abitur","339","0.70531245433302","0.667983790290644","0.742641118375396"
"Abitur","1984","16-34 Jahre alt","AkademikerInnen","179","0.768716543362068","0.716238498182935","0.821194588541202"
"Abitur","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Abitur","1984","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Abitur","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"Abitur","1984","35-65 Jahre alt","(Fach-)Abitur","86","0.5283165338485","0.466436504007831","0.59019656368917"
"Abitur","1984","35-65 Jahre alt","AkademikerInnen","289","0.633372998600954","0.590353378807724","0.676392618394184"
"Abitur","1984","66 und älter","(noch) kein Abschluss","","","",""
"Abitur","1984","66 und älter","Hauptschulabschluss","","","",""
"Abitur","1984","66 und älter","Realschulabschluss","","","",""
"Abitur","1984","66 und älter","(Fach-)Abitur","33","0.691213287643757","0.560517131988739","0.821909443298775"
"Abitur","1984","66 und älter","AkademikerInnen","41","0.66075209621411","0.543841014853844","0.777663177574377"
"Anderer Abschluss","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1984","16-34 Jahre alt","Hauptschulabschluss","413","0.0574678736949855","0.0478234619265962","0.0671122854633747"
"Anderer Abschluss","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"Anderer Abschluss","1984","16-34 Jahre alt","(Fach-)Abitur","93","0.042082962769278","0.0256434900908684","0.0585224354476876"
"Anderer Abschluss","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"Anderer Abschluss","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1984","35-65 Jahre alt","Hauptschulabschluss","783","0.0414975045778487","0.0353786179250507","0.0476163912306466"
"Anderer Abschluss","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"Anderer Abschluss","1984","35-65 Jahre alt","(Fach-)Abitur","100","0.116241924952048","0.0765112282433996","0.155972621660697"
"Anderer Abschluss","1984","35-65 Jahre alt","AkademikerInnen","39","0.020187856444736","0.00763215198287908","0.0327435609065929"
"Anderer Abschluss","1984","66 und älter","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1984","66 und älter","Hauptschulabschluss","","","",""
"Anderer Abschluss","1984","66 und älter","Realschulabschluss","","","",""
"Anderer Abschluss","1984","66 und älter","(Fach-)Abitur","","","",""
"Anderer Abschluss","1984","66 und älter","AkademikerInnen","","","",""
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","(noch) kein Abschluss","282","0.33135475713263","0.291205675629689","0.371503838635571"
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","(noch) kein Abschluss","594","0.789960062445521","0.76111395517573","0.818806169715312"
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","(noch) kein Abschluss","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","AkademikerInnen","","","",""
"Noch kein Abschluss","1984","16-34 Jahre alt","(noch) kein Abschluss","209","0.640843399775571","0.599922138265054","0.681764661286088"
"Noch kein Abschluss","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Noch kein Abschluss","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"Noch kein Abschluss","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Noch kein Abschluss","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"Noch kein Abschluss","1984","66 und älter","(noch) kein Abschluss","","","",""
"Noch kein Abschluss","1984","66 und älter","Hauptschulabschluss","","","",""
"Noch kein Abschluss","1984","66 und älter","Realschulabschluss","","","",""
"Noch kein Abschluss","1984","66 und älter","(Fach-)Abitur","","","",""
"Noch kein Abschluss","1984","66 und älter","AkademikerInnen","","","",""
"Keine Schule besucht","1984","16-34 Jahre alt","(noch) kein Abschluss","37","0.0278018430917994","0.0137787014583469","0.0418249847252519"
"Keine Schule besucht","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Keine Schule besucht","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"Keine Schule besucht","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Keine Schule besucht","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"Keine Schule besucht","1984","35-65 Jahre alt","(noch) kein Abschluss","172","0.210039937554479","0.181193830284688","0.23888604482427"
"Keine Schule besucht","1984","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Keine Schule besucht","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"Keine Schule besucht","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Keine Schule besucht","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"Keine Schule besucht","1984","66 und älter","(noch) kein Abschluss","","","",""
"Keine Schule besucht","1984","66 und älter","Hauptschulabschluss","","","",""
"Keine Schule besucht","1984","66 und älter","Realschulabschluss","","","",""
"Keine Schule besucht","1984","66 und älter","(Fach-)Abitur","","","",""
"Keine Schule besucht","1984","66 und älter","AkademikerInnen","","","",""
"Hauptschulabschluss","1985","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","1985","16-34 Jahre alt","Hauptschulabschluss","1615","0.940852521900701","0.930319908919077","0.951385134882326"
"Hauptschulabschluss","1985","16-34 Jahre alt","Realschulabschluss","","","",""
"Hauptschulabschluss","1985","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Hauptschulabschluss","1985","16-34 Jahre alt","AkademikerInnen","","","",""
"Hauptschulabschluss","1985","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","1985","35-65 Jahre alt","Hauptschulabschluss","3011","0.956726196429385","0.950180581167247","0.963271811691524"
"Hauptschulabschluss","1985","35-65 Jahre alt","Realschulabschluss","","","",""
"Hauptschulabschluss","1985","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Hauptschulabschluss","1985","35-65 Jahre alt","AkademikerInnen","","","",""
"Hauptschulabschluss","1985","66 und älter","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","1985","66 und älter","Hauptschulabschluss","828","0.997331449217743","0.993825998056604","1.00083690037888"
"Hauptschulabschluss","1985","66 und älter","Realschulabschluss","","","",""
"Hauptschulabschluss","1985","66 und älter","(Fach-)Abitur","","","",""
"Hauptschulabschluss","1985","66 und älter","AkademikerInnen","","","",""
"Realschulabschluss","1985","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Realschulabschluss","1985","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Realschulabschluss","1985","16-34 Jahre alt","Realschulabschluss","973","1","1","1"
"Realschulabschluss","1985","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Realschulabschluss","1985","16-34 Jahre alt","AkademikerInnen","","","",""
"Realschulabschluss","1985","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Realschulabschluss","1985","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Realschulabschluss","1985","35-65 Jahre alt","Realschulabschluss","679","1","1","1"
"Realschulabschluss","1985","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Realschulabschluss","1985","35-65 Jahre alt","AkademikerInnen","51","0.115779901650071","0.0866040271290708","0.144955776171072"
"Realschulabschluss","1985","66 und älter","(noch) kein Abschluss","","","",""
"Realschulabschluss","1985","66 und älter","Hauptschulabschluss","","","",""
"Realschulabschluss","1985","66 und älter","Realschulabschluss","167","1","1","1"
"Realschulabschluss","1985","66 und älter","(Fach-)Abitur","","","",""
"Realschulabschluss","1985","66 und älter","AkademikerInnen","","","",""
"Fachhochschulreife","1985","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Fachhochschulreife","1985","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Fachhochschulreife","1985","16-34 Jahre alt","Realschulabschluss","","","",""
"Fachhochschulreife","1985","16-34 Jahre alt","(Fach-)Abitur","112","0.251574760628484","0.214422076599528","0.288727444657441"
"Fachhochschulreife","1985","16-34 Jahre alt","AkademikerInnen","34","0.150145323735965","0.10476288270135","0.195527764770579"
"Fachhochschulreife","1985","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Fachhochschulreife","1985","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Fachhochschulreife","1985","35-65 Jahre alt","Realschulabschluss","","","",""
"Fachhochschulreife","1985","35-65 Jahre alt","(Fach-)Abitur","54","0.324801738684542","0.263611568328193","0.385991909040891"
"Fachhochschulreife","1985","35-65 Jahre alt","AkademikerInnen","78","0.185907301791082","0.150433130656534","0.221381472925629"
"Fachhochschulreife","1985","66 und älter","(noch) kein Abschluss","","","",""
"Fachhochschulreife","1985","66 und älter","Hauptschulabschluss","","","",""
"Fachhochschulreife","1985","66 und älter","Realschulabschluss","","","",""
"Fachhochschulreife","1985","66 und älter","(Fach-)Abitur","","","",""
"Fachhochschulreife","1985","66 und älter","AkademikerInnen","","","",""
"Abitur","1985","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Abitur","1985","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Abitur","1985","16-34 Jahre alt","Realschulabschluss","","","",""
"Abitur","1985","16-34 Jahre alt","(Fach-)Abitur","323","0.702907682670165","0.663780614840009","0.742034750500321"
"Abitur","1985","16-34 Jahre alt","AkademikerInnen","175","0.776664510479312","0.72375238429862","0.829576636660004"
"Abitur","1985","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Abitur","1985","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Abitur","1985","35-65 Jahre alt","Realschulabschluss","","","",""
"Abitur","1985","35-65 Jahre alt","(Fach-)Abitur","86","0.564642219967306","0.499858383795059","0.629426056139553"
"Abitur","1985","35-65 Jahre alt","AkademikerInnen","284","0.643212778116735","0.599530117643675","0.686895438589795"
"Abitur","1985","66 und älter","(noch) kein Abschluss","","","",""
"Abitur","1985","66 und älter","Hauptschulabschluss","","","",""
"Abitur","1985","66 und älter","Realschulabschluss","","","",""
"Abitur","1985","66 und älter","(Fach-)Abitur","30","0.687032592667997","0.550020159462817","0.824045025873177"
"Abitur","1985","66 und älter","AkademikerInnen","34","0.636726100731185","0.510761793732038","0.762690407730331"
"Anderer Abschluss","1985","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1985","16-34 Jahre alt","Hauptschulabschluss","312","0.0591474780992987","0.0486148651176745","0.0696800910809229"
"Anderer Abschluss","1985","16-34 Jahre alt","Realschulabschluss","","","",""
"Anderer Abschluss","1985","16-34 Jahre alt","(Fach-)Abitur","73","0.0398431481140875","0.0230964048195865","0.0565898914085885"
"Anderer Abschluss","1985","16-34 Jahre alt","AkademikerInnen","","","",""
"Anderer Abschluss","1985","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1985","35-65 Jahre alt","Hauptschulabschluss","701","0.0432738035706147","0.0367281883084764","0.049819418832753"
"Anderer Abschluss","1985","35-65 Jahre alt","Realschulabschluss","","","",""
"Anderer Abschluss","1985","35-65 Jahre alt","(Fach-)Abitur","84","0.109350830698192","0.0685732731937815","0.150128388202603"
"Anderer Abschluss","1985","35-65 Jahre alt","AkademikerInnen","33","0.0190662599819435","0.00659587977168624","0.0315366401922009"
"Anderer Abschluss","1985","66 und älter","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1985","66 und älter","Hauptschulabschluss","","","",""
"Anderer Abschluss","1985","66 und älter","Realschulabschluss","","","",""
"Anderer Abschluss","1985","66 und älter","(Fach-)Abitur","","","",""
"Anderer Abschluss","1985","66 und älter","AkademikerInnen","","","",""
"Ohne Abschluss verlassen","1985","16-34 Jahre alt","(noch) kein Abschluss","214","0.3172884996087","0.273551474763017","0.361025524454384"
"Ohne Abschluss verlassen","1985","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1985","16-34 Jahre alt","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1985","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1985","16-34 Jahre alt","AkademikerInnen","","","",""
"Ohne Abschluss verlassen","1985","35-65 Jahre alt","(noch) kein Abschluss","504","0.795759246193755","0.764743103093125","0.826775389294385"
"Ohne Abschluss verlassen","1985","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1985","35-65 Jahre alt","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1985","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1985","35-65 Jahre alt","AkademikerInnen","","","",""
"Ohne Abschluss verlassen","1985","66 und älter","(noch) kein Abschluss","","","",""
"Ohne Abschluss verlassen","1985","66 und älter","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1985","66 und älter","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1985","66 und älter","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1985","66 und älter","AkademikerInnen","","","",""
"Noch kein Abschluss","1985","16-34 Jahre alt","(noch) kein Abschluss","193","0.66187870549044","0.617422854461075","0.706334556519806"
"Noch kein Abschluss","1985","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Noch kein Abschluss","1985","16-34 Jahre alt","Realschulabschluss","","","",""
"Noch kein Abschluss","1985","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Noch kein Abschluss","1985","16-34 Jahre alt","AkademikerInnen","","","",""
"Noch kein Abschluss","1985","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Noch kein Abschluss","1985","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Noch kein Abschluss","1985","35-65 Jahre alt","Realschulabschluss","","","",""
"Noch kein Abschluss","1985","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Noch kein Abschluss","1985","35-65 Jahre alt","AkademikerInnen","","","",""
"Noch kein Abschluss","1985","66 und älter","(noch) kein Abschluss","","","",""
"Noch kein Abschluss","1985","66 und älter","Hauptschulabschluss","","","",""
"Noch kein Abschluss","1985","66 und älter","Realschulabschluss","","","",""
"Noch kein Abschluss","1985","66 und älter","(Fach-)Abitur","","","",""
"Noch kein Abschluss","1985","66 und älter","AkademikerInnen","","","",""
"Keine Schule besucht","1985","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Keine Schule besucht","1985","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Keine Schule besucht","1985","16-34 Jahre alt","Realschulabschluss","","","",""
"Keine Schule besucht","1985","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Keine Schule besucht","1985","16-34 Jahre alt","AkademikerInnen","","","",""
"Keine Schule besucht","1985","35-65 Jahre alt","(noch) kein Abschluss","145","0.204240753806245","0.173224610705615","0.235256896906875"
"Keine Schule besucht","1985","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Keine Schule besucht","1985","35-65 Jahre alt","Realschulabschluss","","","",""
"Keine Schule besucht","1985","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Keine Schule besucht","1985","35-65 Jahre alt","AkademikerInnen","","","",""
"Keine Schule besucht","1985","66 und älter","(noch) kein Abschluss","","","",""
"Keine Schule besucht","1985","66 und älter","Hauptschulabschluss","","","",""
"Keine Schule besucht","1985","66 und älter","Realschulabschluss","","","",""
"Keine Schule besucht","1985","66 und älter","(Fach-)Abitur","","","",""
"Keine Schule besucht","1985","66 und älter","AkademikerInnen","","","",""
"Hauptschulabschluss","1986","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","1986","16-34 Jahre alt","Hauptschulabschluss","1582","0.940425738974296","0.929648637629593","0.951202840318999"
"Hauptschulabschluss","1986","16-34 Jahre alt","Realschulabschluss","","","",""
"Hauptschulabschluss","1986","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Hauptschulabschluss","1986","16-34 Jahre alt","AkademikerInnen","","","",""
"Hauptschulabschluss","1986","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","1986","35-65 Jahre alt","Hauptschulabschluss","2814","0.954589207359895","0.947693515897846","0.961484898821945"
"Hauptschulabschluss","1986","35-65 Jahre alt","Realschulabschluss","","","",""
"Hauptschulabschluss","1986","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Hauptschulabschluss","1986","35-65 Jahre alt","AkademikerInnen","","","",""
"Hauptschulabschluss","1986","66 und älter","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","1986","66 und älter","Hauptschulabschluss","760","0.998113062352821","0.995035760799528","1.00119036390612"
"Hauptschulabschluss","1986","66 und älter","Realschulabschluss","","","",""
"Hauptschulabschluss","1986","66 und älter","(Fach-)Abitur","","","",""
"Hauptschulabschluss","1986","66 und älter","AkademikerInnen","","","",""
"Realschulabschluss","1986","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Realschulabschluss","1986","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Realschulabschluss","1986","16-34 Jahre alt","Realschulabschluss","959","1","1","1"
"Realschulabschluss","1986","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Realschulabschluss","1986","16-34 Jahre alt","AkademikerInnen","","","",""
"Realschulabschluss","1986","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Realschulabschluss","1986","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Realschulabschluss","1986","35-65 Jahre alt","Realschulabschluss","657","1","1","1"
"Realschulabschluss","1986","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Realschulabschluss","1986","35-65 Jahre alt","AkademikerInnen","48","0.107352099972075","0.0793360414684511","0.1353681584757"
"Realschulabschluss","1986","66 und älter","(noch) kein Abschluss","","","",""
"Realschulabschluss","1986","66 und älter","Hauptschulabschluss","","","",""
"Realschulabschluss","1986","66 und älter","Realschulabschluss","163","1","1","1"
"Realschulabschluss","1986","66 und älter","(Fach-)Abitur","","","",""
"Realschulabschluss","1986","66 und älter","AkademikerInnen","","","",""
"Fachhochschulreife","1986","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Fachhochschulreife","1986","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Fachhochschulreife","1986","16-34 Jahre alt","Realschulabschluss","","","",""
"Fachhochschulreife","1986","16-34 Jahre alt","(Fach-)Abitur","123","0.254252164977721","0.218155214176342","0.290349115779099"
"Fachhochschulreife","1986","16-34 Jahre alt","AkademikerInnen","36","0.157311624406779","0.109842876016262","0.204780372797295"
"Fachhochschulreife","1986","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Fachhochschulreife","1986","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Fachhochschulreife","1986","35-65 Jahre alt","Realschulabschluss","","","",""
"Fachhochschulreife","1986","35-65 Jahre alt","(Fach-)Abitur","46","0.289116138649361","0.228233455454927","0.349998821843795"
"Fachhochschulreife","1986","35-65 Jahre alt","AkademikerInnen","74","0.179212043737041","0.144501553016424","0.213922534457658"
"Fachhochschulreife","1986","66 und älter","(noch) kein Abschluss","","","",""
"Fachhochschulreife","1986","66 und älter","Hauptschulabschluss","","","",""
"Fachhochschulreife","1986","66 und älter","Realschulabschluss","","","",""
"Fachhochschulreife","1986","66 und älter","(Fach-)Abitur","","","",""
"Fachhochschulreife","1986","66 und älter","AkademikerInnen","","","",""
"Abitur","1986","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Abitur","1986","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Abitur","1986","16-34 Jahre alt","Realschulabschluss","","","",""
"Abitur","1986","16-34 Jahre alt","(Fach-)Abitur","350","0.706605383660363","0.668860618439856","0.744350148880869"
"Abitur","1986","16-34 Jahre alt","AkademikerInnen","168","0.769466135712205","0.714555560629662","0.824376710794748"
"Abitur","1986","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Abitur","1986","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Abitur","1986","35-65 Jahre alt","Realschulabschluss","","","",""
"Abitur","1986","35-65 Jahre alt","(Fach-)Abitur","81","0.579237368081227","0.512938646124198","0.645536090038257"
"Abitur","1986","35-65 Jahre alt","AkademikerInnen","292","0.658035102687989","0.615103513549517","0.70096669182646"
"Abitur","1986","66 und älter","(noch) kein Abschluss","","","",""
"Abitur","1986","66 und älter","Hauptschulabschluss","","","",""
"Abitur","1986","66 und älter","Realschulabschluss","","","",""
"Abitur","1986","66 und älter","(Fach-)Abitur","31","0.679830136020237","0.545008495572692","0.814651776467781"
"Abitur","1986","66 und älter","AkademikerInnen","32","0.620145743194433","0.489478858027172","0.750812628361694"
"Anderer Abschluss","1986","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1986","16-34 Jahre alt","Hauptschulabschluss","271","0.0595742610257039","0.0487971596810011","0.0703513623704068"
"Anderer Abschluss","1986","16-34 Jahre alt","Realschulabschluss","","","",""
"Anderer Abschluss","1986","16-34 Jahre alt","(Fach-)Abitur","69","0.0331375255410475","0.0182992108538391","0.0479758402282559"
"Anderer Abschluss","1986","16-34 Jahre alt","AkademikerInnen","","","",""
"Anderer Abschluss","1986","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1986","35-65 Jahre alt","Hauptschulabschluss","688","0.0454107926401049","0.0385151011780555","0.0523064841021542"
"Anderer Abschluss","1986","35-65 Jahre alt","Realschulabschluss","","","",""
"Anderer Abschluss","1986","35-65 Jahre alt","(Fach-)Abitur","85","0.130373855353943","0.0851549715867581","0.175592739121128"
"Anderer Abschluss","1986","35-65 Jahre alt","AkademikerInnen","39","0.0198900700700998","0.00725384883793484","0.0325262913022647"
"Anderer Abschluss","1986","66 und älter","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1986","66 und älter","Hauptschulabschluss","","","",""
"Anderer Abschluss","1986","66 und älter","Realschulabschluss","","","",""
"Anderer Abschluss","1986","66 und älter","(Fach-)Abitur","","","",""
"Anderer Abschluss","1986","66 und älter","AkademikerInnen","","","",""
"Ohne Abschluss verlassen","1986","16-34 Jahre alt","(noch) kein Abschluss","196","0.348070115737868","0.30223927162035","0.393900959855386"
"Ohne Abschluss verlassen","1986","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1986","16-34 Jahre alt","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1986","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1986","16-34 Jahre alt","AkademikerInnen","","","",""
