year,bula_h,regtyp,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Thuringa,Urban regions,Intermediate School Degree,0.31069,94,173,0.24153,0.37986
1998,Thuringa,Rural regions,Secondary School Degree,0.35816,181,477,0.31509,0.40123
1998,Thuringa,Rural regions,Intermediate School Degree,0.35300,250,477,0.31007,0.39593
1998,Thuringa,Rural regions,Upper Secondary Degree,0.05334,46,477,0.03315,0.07353
1999,Schleswig-Holstein,Urban regions,Secondary School Degree,0.37867,72,120,0.29152,0.46583
1999,Schleswig-Holstein,Urban regions,Intermediate School Degree,0.23226,48,120,0.15639,0.30813
1999,Schleswig-Holstein,Rural regions,Secondary School Degree,0.39971,68,113,0.30899,0.49043
1999,Schleswig-Holstein,Rural regions,Intermediate School Degree,0.22209,45,113,0.14511,0.29906
1999,Hamburg,Urban regions,Secondary School Degree,0.40868,57,57,0.27992,0.53743
1999,Lower Saxony,Urban regions,Secondary School Degree,0.34212,201,502,0.30058,0.38366
1999,Lower Saxony,Urban regions,Intermediate School Degree,0.23019,155,502,0.19333,0.26705
1999,Lower Saxony,Urban regions,Upper Secondary Degree,0.14181,95,502,0.11127,0.17236
1999,Lower Saxony,Urban regions,Other Degree,0.04723,51,502,0.02865,0.06580
1999,Lower Saxony,Rural regions,Secondary School Degree,0.39479,267,537,0.35341,0.43617
1999,Lower Saxony,Rural regions,Intermediate School Degree,0.22112,176,537,0.18598,0.25625
1999,Lower Saxony,Rural regions,Upper Secondary Degree,0.07517,57,537,0.05285,0.09750
1999,Lower Saxony,Rural regions,Other Degree,0.02772,37,537,0.01382,0.04162
1999,Bremen,Urban regions,Secondary School Degree,0.53620,43,43,0.38538,0.68702
1999,North Rhine-Westphalia,Urban regions,Secondary School Degree,0.38395,1064,2511,0.36492,0.40298
1999,North Rhine-Westphalia,Urban regions,Intermediate School Degree,0.16584,528,2511,0.15129,0.18039
1999,North Rhine-Westphalia,Urban regions,Technical School Degree,0.03866,121,2511,0.03112,0.04621
1999,North Rhine-Westphalia,Urban regions,Upper Secondary Degree,0.12301,375,2511,0.11016,0.13586
1999,North Rhine-Westphalia,Urban regions,Other Degree,0.05009,243,2511,0.04155,0.05862
1999,North Rhine-Westphalia,Urban regions,"Dropout, No School Degree",0.02031,108,2511,0.01479,0.02582
1999,North Rhine-Westphalia,Urban regions,No School Degree Yet,0.01999,72,2511,0.01452,0.02547
1999,Hesse,Urban regions,Secondary School Degree,0.35452,291,706,0.31921,0.38983
1999,Hesse,Urban regions,Intermediate School Degree,0.13789,141,706,0.11244,0.16334
1999,Hesse,Urban regions,Technical School Degree,0.03683,34,706,0.02293,0.05074
1999,Hesse,Urban regions,Upper Secondary Degree,0.17208,124,706,0.14422,0.19995
1999,Hesse,Urban regions,Other Degree,0.06585,77,706,0.04755,0.08416
1999,Hesse,Urban regions,"Dropout, No School Degree",0.02598,39,706,0.01424,0.03772
1999,Hesse,Rural regions,Secondary School Degree,0.41090,62,95,0.31144,0.51037
1999,Hesse,Rural regions,Intermediate School Degree,0.18246,33,95,0.10438,0.26054
1999,"Rhineland-Palatinate, Saarland",Urban regions,Secondary School Degree,0.46279,311,516,0.41972,0.50585
1999,"Rhineland-Palatinate, Saarland",Urban regions,Intermediate School Degree,0.15625,99,516,0.12490,0.18761
1999,"Rhineland-Palatinate, Saarland",Urban regions,Upper Secondary Degree,0.06249,51,516,0.04159,0.08340
1999,"Rhineland-Palatinate, Saarland",Urban regions,Other Degree,0.05647,55,516,0.03653,0.07640
1999,"Rhineland-Palatinate, Saarland",Rural regions,Secondary School Degree,0.55229,111,145,0.47107,0.63351
1999,"Rhineland-Palatinate, Saarland",Rural regions,Intermediate School Degree,0.13605,34,145,0.08006,0.19205
1999,Baden-Wuerttemberg,Urban regions,Secondary School Degree,0.39071,669,1419,0.36531,0.41610
1999,Baden-Wuerttemberg,Urban regions,Intermediate School Degree,0.14355,257,1419,0.12530,0.16180
1999,Baden-Wuerttemberg,Urban regions,Technical School Degree,0.03661,51,1419,0.02683,0.04638
1999,Baden-Wuerttemberg,Urban regions,Upper Secondary Degree,0.11015,168,1419,0.09385,0.12644
1999,Baden-Wuerttemberg,Urban regions,Other Degree,0.05542,180,1419,0.04351,0.06732
1999,Baden-Wuerttemberg,Urban regions,"Dropout, No School Degree",0.02442,94,1419,0.01638,0.03245
1999,Baden-Wuerttemberg,Rural regions,Secondary School Degree,0.40279,85,118,0.31392,0.49166
1999,Baden-Wuerttemberg,Rural regions,Intermediate School Degree,0.15126,33,118,0.08633,0.21618
1999,Bavaria,Urban regions,Secondary School Degree,0.34435,343,819,0.31179,0.37691
1999,Bavaria,Urban regions,Intermediate School Degree,0.19574,203,819,0.16855,0.22294
1999,Bavaria,Urban regions,Technical School Degree,0.03633,39,819,0.02350,0.04915
1999,Bavaria,Urban regions,Upper Secondary Degree,0.15037,141,819,0.12588,0.17487
1999,Bavaria,Urban regions,Other Degree,0.06598,93,819,0.04897,0.08299
1999,Bavaria,Rural regions,Secondary School Degree,0.45655,485,810,0.42223,0.49087
1999,Bavaria,Rural regions,Intermediate School Degree,0.19062,208,810,0.16355,0.21769
1999,Bavaria,Rural regions,Upper Secondary Degree,0.07183,72,810,0.05404,0.08963
1999,Bavaria,Rural regions,Other Degree,0.02137,45,810,0.01140,0.03133
1999,Berlin,Urban regions,Secondary School Degree,0.21488,121,434,0.17619,0.25356
1999,Berlin,Urban regions,Intermediate School Degree,0.28680,187,434,0.24420,0.32940
1999,Berlin,Urban regions,Upper Secondary Degree,0.19432,126,434,0.15705,0.23158
1999,Brandenburg,Rural regions,Secondary School Degree,0.32500,187,515,0.28451,0.36550
1999,Brandenburg,Rural regions,Intermediate School Degree,0.36095,256,515,0.31943,0.40247
1999,Brandenburg,Rural regions,Upper Secondary Degree,0.09215,72,515,0.06714,0.11715
1999,Mecklenburg-Western Pomerania,Rural regions,Secondary School Degree,0.29290,98,326,0.24342,0.34237
1999,Mecklenburg-Western Pomerania,Rural regions,Intermediate School Degree,0.36423,171,326,0.31191,0.41655
1999,Mecklenburg-Western Pomerania,Rural regions,Upper Secondary Degree,0.11667,57,326,0.08177,0.15158
1999,Saxony,Urban regions,Secondary School Degree,0.31372,169,531,0.27422,0.35323
1999,Saxony,Urban regions,Intermediate School Degree,0.34534,251,531,0.30486,0.38582
1999,Saxony,Urban regions,Upper Secondary Degree,0.15221,111,531,0.12163,0.18280
1999,Saxony,Rural regions,Secondary School Degree,0.34954,216,550,0.30966,0.38943
1999,Saxony,Rural regions,Intermediate School Degree,0.36594,276,550,0.32564,0.40623
1999,Saxony,Rural regions,Upper Secondary Degree,0.07150,58,550,0.04995,0.09305
1999,Saxony-Anhalt,Urban regions,Secondary School Degree,0.34411,47,105,0.25280,0.43541
1999,Saxony-Anhalt,Urban regions,Intermediate School Degree,0.36851,58,105,0.27580,0.46123
1999,Saxony-Anhalt,Rural regions,Secondary School Degree,0.39471,203,514,0.35241,0.43701
1999,Saxony-Anhalt,Rural regions,Intermediate School Degree,0.34907,242,514,0.30782,0.39032
1999,Saxony-Anhalt,Rural regions,Upper Secondary Degree,0.08725,69,514,0.06283,0.11167
1999,Thuringa,Urban regions,Secondary School Degree,0.35688,82,176,0.28590,0.42786
1999,Thuringa,Urban regions,Intermediate School Degree,0.30961,94,176,0.24111,0.37811
1999,Thuringa,Rural regions,Secondary School Degree,0.37709,184,474,0.33342,0.42077
1999,Thuringa,Rural regions,Intermediate School Degree,0.36867,243,474,0.32519,0.41215
1999,Thuringa,Rural regions,Upper Secondary Degree,0.05428,47,474,0.03386,0.07470
2000,Schleswig-Holstein,Urban regions,Secondary School Degree,0.34709,116,249,0.28784,0.40634
2000,Schleswig-Holstein,Urban regions,Intermediate School Degree,0.23575,81,249,0.18292,0.28857
2000,Schleswig-Holstein,Urban regions,Upper Secondary Degree,0.14020,52,249,0.09699,0.18341
2000,Schleswig-Holstein,Rural regions,Secondary School Degree,0.43318,211,365,0.38227,0.48408
2000,Schleswig-Holstein,Rural regions,Intermediate School Degree,0.19351,99,365,0.15293,0.23410
2000,Schleswig-Holstein,Rural regions,Upper Secondary Degree,0.09127,55,365,0.06168,0.12085
2000,Hamburg,Urban regions,Secondary School Degree,0.31742,103,262,0.26094,0.37389
2000,Hamburg,Urban regions,Intermediate School Degree,0.24662,85,262,0.19432,0.29891
2000,Hamburg,Urban regions,Upper Secondary Degree,0.20049,74,262,0.15192,0.24907
2000,Lower Saxony,Urban regions,Secondary School Degree,0.34452,380,934,0.31403,0.37502
2000,Lower Saxony,Urban regions,Intermediate School Degree,0.23263,283,934,0.20552,0.25974
2000,Lower Saxony,Urban regions,Technical School Degree,0.04469,47,934,0.03143,0.05794
2000,Lower Saxony,Urban regions,Upper Secondary Degree,0.14388,170,934,0.12136,0.16640
2000,Lower Saxony,Urban regions,Other Degree,0.03901,54,934,0.02658,0.05143
2000,Lower Saxony,Rural regions,Secondary School Degree,0.40497,516,1021,0.37485,0.43510
2000,Lower Saxony,Rural regions,Intermediate School Degree,0.21231,295,1021,0.18721,0.23740
2000,Lower Saxony,Rural regions,Technical School Degree,0.02884,44,1021,0.01857,0.03911
2000,Lower Saxony,Rural regions,Upper Secondary Degree,0.08431,105,1021,0.06726,0.10136
2000,Lower Saxony,Rural regions,Other Degree,0.03817,61,1021,0.02641,0.04993
2000,Bremen,Urban regions,Secondary School Degree,0.41722,77,121,0.32899,0.50545
2000,Bremen,Urban regions,Intermediate School Degree,0.18251,44,121,0.11340,0.25162
2000,North Rhine-Westphalia,Urban regions,Secondary School Degree,0.38070,2156,4976,0.36721,0.39419
2000,North Rhine-Westphalia,Urban regions,Intermediate School Degree,0.17223,1075,4976,0.16174,0.18273
2000,North Rhine-Westphalia,Urban regions,Technical School Degree,0.05384,312,4976,0.04757,0.06011
2000,North Rhine-Westphalia,Urban regions,Upper Secondary Degree,0.13409,798,4976,0.12462,0.14356
2000,North Rhine-Westphalia,Urban regions,Other Degree,0.05401,390,4976,0.04773,0.06029
2000,North Rhine-Westphalia,Urban regions,"Dropout, No School Degree",0.02003,133,4976,0.01614,0.02392
2000,North Rhine-Westphalia,Urban regions,No School Degree Yet,0.01590,112,4976,0.01242,0.01937
2000,North Rhine-Westphalia,Rural regions,Secondary School Degree,0.37421,69,69,0.25919,0.48923
2000,Hesse,Urban regions,Secondary School Degree,0.32184,493,1305,0.29648,0.34720
2000,Hesse,Urban regions,Intermediate School Degree,0.18128,318,1305,0.16037,0.20219
2000,Hesse,Urban regions,Technical School Degree,0.02929,51,1305,0.02014,0.03844
2000,Hesse,Urban regions,Upper Secondary Degree,0.16148,246,1305,0.14151,0.18145
2000,Hesse,Urban regions,Other Degree,0.08815,159,1305,0.07276,0.10354
2000,Hesse,Urban regions,"Dropout, No School Degree",0.02417,38,1305,0.01583,0.03250
2000,Hesse,Rural regions,Secondary School Degree,0.39969,146,290,0.34321,0.45616
2000,Hesse,Rural regions,Intermediate School Degree,0.24223,107,290,0.19283,0.29163
2000,Hesse,Rural regions,Upper Secondary Degree,0.08440,37,290,0.05235,0.11646
2000,"Rhineland-Palatinate, Saarland",Urban regions,Secondary School Degree,0.43296,559,1054,0.40303,0.46288
2000,"Rhineland-Palatinate, Saarland",Urban regions,Intermediate School Degree,0.16965,226,1054,0.14698,0.19232
2000,"Rhineland-Palatinate, Saarland",Urban regions,Technical School Degree,0.03933,51,1054,0.02759,0.05107
2000,"Rhineland-Palatinate, Saarland",Urban regions,Upper Secondary Degree,0.07887,123,1054,0.06259,0.09515
2000,"Rhineland-Palatinate, Saarland",Urban regions,Other Degree,0.05885,95,1054,0.04464,0.07307
2000,"Rhineland-Palatinate, Saarland",Rural regions,Secondary School Degree,0.47669,213,296,0.41970,0.53369
2000,"Rhineland-Palatinate, Saarland",Rural regions,Intermediate School Degree,0.16958,83,296,0.12676,0.21240
2000,Baden-Wuerttemberg,Urban regions,Secondary School Degree,0.35123,1117,2646,0.33304,0.36942
2000,Baden-Wuerttemberg,Urban regions,Intermediate School Degree,0.17336,562,2646,0.15893,0.18779
2000,Baden-Wuerttemberg,Urban regions,Technical School Degree,0.03600,107,2646,0.02890,0.04310
2000,Baden-Wuerttemberg,Urban regions,Upper Secondary Degree,0.13593,412,2646,0.12287,0.14900
2000,Baden-Wuerttemberg,Urban regions,Other Degree,0.07330,314,2646,0.06337,0.08323
2000,Baden-Wuerttemberg,Urban regions,"Dropout, No School Degree",0.02020,78,2646,0.01484,0.02557
2000,Baden-Wuerttemberg,Urban regions,No School Degree Yet,0.01340,56,2646,0.00902,0.01778
2000,Baden-Wuerttemberg,Rural regions,Secondary School Degree,0.34977,126,271,0.29289,0.40666
2000,Baden-Wuerttemberg,Rural regions,Intermediate School Degree,0.16554,64,271,0.12121,0.20988
2000,Baden-Wuerttemberg,Rural regions,Upper Secondary Degree,0.13978,48,271,0.09842,0.18114
2000,Baden-Wuerttemberg,Rural regions,Other Degree,0.05151,33,271,0.02514,0.07788
2000,Bavaria,Urban regions,Secondary School Degree,0.35464,664,1574,0.33099,0.37828
2000,Bavaria,Urban regions,Intermediate School Degree,0.20811,395,1574,0.18805,0.22817
2000,Bavaria,Urban regions,Technical School Degree,0.04433,87,1574,0.03416,0.05450
2000,Bavaria,Urban regions,Upper Secondary Degree,0.16279,299,1574,0.14454,0.18103
2000,Bavaria,Urban regions,Other Degree,0.05775,129,1574,0.04622,0.06928
2000,Bavaria,Rural regions,Secondary School Degree,0.46933,993,1698,0.44559,0.49308
2000,Bavaria,Rural regions,Intermediate School Degree,0.19434,427,1698,0.17552,0.21317
2000,Bavaria,Rural regions,Technical School Degree,0.04243,74,1698,0.03284,0.05202
2000,Bavaria,Rural regions,Upper Secondary Degree,0.07146,152,1698,0.05920,0.08371
2000,Bavaria,Rural regions,Other Degree,0.02162,52,1698,0.01470,0.02855
2000,Berlin,Urban regions,Secondary School Degree,0.20471,193,773,0.17625,0.23318
2000,Berlin,Urban regions,Intermediate School Degree,0.28588,295,773,0.25400,0.31775
2000,Berlin,Urban regions,Technical School Degree,0.04454,42,773,0.02999,0.05910
2000,Berlin,Urban regions,Upper Secondary Degree,0.20098,206,773,0.17271,0.22925
2000,Berlin,Urban regions,Other Degree,0.04703,37,773,0.03209,0.06196
2000,Brandenburg,Urban regions,Intermediate School Degree,0.37849,31,31,0.20493,0.55205
2000,Brandenburg,Rural regions,Secondary School Degree,0.30245,301,884,0.27215,0.33274
2000,Brandenburg,Rural regions,Intermediate School Degree,0.38777,440,884,0.35563,0.41991
2000,Brandenburg,Rural regions,Upper Secondary Degree,0.11552,143,884,0.09443,0.13660
2000,Mecklenburg-Western Pomerania,Urban regions,Intermediate School Degree,0.34896,34,34,0.18634,0.51159
2000,Mecklenburg-Western Pomerania,Rural regions,Secondary School Degree,0.29155,140,449,0.24946,0.33363
2000,Mecklenburg-Western Pomerania,Rural regions,Intermediate School Degree,0.37617,239,449,0.33131,0.42102
2000,Mecklenburg-Western Pomerania,Rural regions,Upper Secondary Degree,0.10363,70,449,0.07540,0.13185
2000,Saxony,Urban regions,Secondary School Degree,0.29338,246,798,0.26177,0.32499
2000,Saxony,Urban regions,Intermediate School Degree,0.34453,372,798,0.31154,0.37752
2000,Saxony,Urban regions,Upper Secondary Degree,0.17268,180,798,0.14644,0.19892
2000,Saxony,Rural regions,Secondary School Degree,0.30926,306,886,0.27881,0.33971
2000,Saxony,Rural regions,Intermediate School Degree,0.38596,466,886,0.35388,0.41803
2000,Saxony,Rural regions,Upper Secondary Degree,0.09210,114,886,0.07305,0.11116
2000,Saxony-Anhalt,Urban regions,Secondary School Degree,0.31836,64,193,0.25246,0.38425
2000,Saxony-Anhalt,Urban regions,Intermediate School Degree,0.33397,78,193,0.26726,0.40068
2000,Saxony-Anhalt,Urban regions,Upper Secondary Degree,0.19033,51,193,0.13481,0.24586
2000,Saxony-Anhalt,Rural regions,Secondary School Degree,0.37221,317,801,0.33871,0.40571
2000,Saxony-Anhalt,Rural regions,Intermediate School Degree,0.34621,364,801,0.31324,0.37918
2000,Saxony-Anhalt,Rural regions,Upper Secondary Degree,0.09853,120,801,0.07788,0.11919
2000,Thuringa,Urban regions,Secondary School Degree,0.30951,93,267,0.25395,0.36506
2000,Thuringa,Urban regions,Intermediate School Degree,0.35826,127,267,0.30064,0.41589
2000,Thuringa,Urban regions,Upper Secondary Degree,0.11536,47,267,0.07697,0.15375
2000,Thuringa,Rural regions,Secondary School Degree,0.38316,295,737,0.34804,0.41828
2000,Thuringa,Rural regions,Intermediate School Degree,0.37383,365,737,0.33888,0.40879
2000,Thuringa,Rural regions,Upper Secondary Degree,0.06670,77,737,0.04868,0.08473
2001,Schleswig-Holstein,Urban regions,Secondary School Degree,0.34593,109,238,0.28537,0.40649
2001,Schleswig-Holstein,Urban regions,Intermediate School Degree,0.21933,78,238,0.16664,0.27201
2001,Schleswig-Holstein,Urban regions,Upper Secondary Degree,0.13816,51,238,0.09423,0.18210
2001,Schleswig-Holstein,Rural regions,Secondary School Degree,0.45398,189,328,0.40001,0.50794
2001,Schleswig-Holstein,Rural regions,Intermediate School Degree,0.19684,92,328,0.15375,0.23994
2001,Schleswig-Holstein,Rural regions,Upper Secondary Degree,0.09151,47,328,0.06026,0.12277
2001,Hamburg,Urban regions,Secondary School Degree,0.28828,82,239,0.23073,0.34583
2001,Hamburg,Urban regions,Intermediate School Degree,0.25420,83,239,0.19889,0.30952
2001,Hamburg,Urban regions,Upper Secondary Degree,0.22113,74,239,0.16841,0.27386
2001,Lower Saxony,Urban regions,Secondary School Degree,0.33007,327,843,0.29830,0.36183
2001,Lower Saxony,Urban regions,Intermediate School Degree,0.23845,263,843,0.20967,0.26724
2001,Lower Saxony,Urban regions,Technical School Degree,0.03898,40,843,0.02590,0.05205
2001,Lower Saxony,Urban regions,Upper Secondary Degree,0.14865,165,843,0.12462,0.17268
2001,Lower Saxony,Urban regions,Other Degree,0.03489,48,843,0.02250,0.04729
2001,Lower Saxony,Rural regions,Secondary School Degree,0.39329,456,925,0.36179,0.42478
2001,Lower Saxony,Rural regions,Intermediate School Degree,0.21758,272,925,0.19098,0.24419
2001,Lower Saxony,Rural regions,Technical School Degree,0.03470,47,925,0.02289,0.04650
2001,Lower Saxony,Rural regions,Upper Secondary Degree,0.08874,100,925,0.07041,0.10708
2001,Lower Saxony,Rural regions,Other Degree,0.03847,50,925,0.02607,0.05087
2001,Bremen,Urban regions,Secondary School Degree,0.42034,59,98,0.32211,0.51857
2001,Bremen,Urban regions,Intermediate School Degree,0.16575,39,98,0.09175,0.23975
2001,North Rhine-Westphalia,Urban regions,Secondary School Degree,0.37133,1888,4495,0.35720,0.38545
2001,North Rhine-Westphalia,Urban regions,Intermediate School Degree,0.17196,982,4495,0.16092,0.18299
2001,North Rhine-Westphalia,Urban regions,Technical School Degree,0.05740,301,4495,0.05060,0.06420
2001,North Rhine-Westphalia,Urban regions,Upper Secondary Degree,0.13303,738,4495,0.12310,0.14296
2001,North Rhine-Westphalia,Urban regions,Other Degree,0.05934,370,4495,0.05243,0.06625
2001,North Rhine-Westphalia,Urban regions,"Dropout, No School Degree",0.01697,100,4495,0.01319,0.02075
2001,North Rhine-Westphalia,Urban regions,No School Degree Yet,0.01834,116,4495,0.01442,0.02227
2001,North Rhine-Westphalia,Rural regions,Secondary School Degree,0.32140,54,54,0.19567,0.44713
2001,Hesse,Urban regions,Secondary School Degree,0.31341,427,1115,0.28617,0.34065
2001,Hesse,Urban regions,Intermediate School Degree,0.17875,281,1115,0.15625,0.20125
2001,Hesse,Urban regions,Technical School Degree,0.02589,40,1115,0.01656,0.03522
2001,Hesse,Urban regions,Upper Secondary Degree,0.17669,229,1115,0.15430,0.19909
2001,Hesse,Urban regions,Other Degree,0.09054,138,1115,0.07369,0.10739
2001,Hesse,Rural regions,Secondary School Degree,0.39172,128,227,0.32808,0.45536
2001,Hesse,Rural regions,Intermediate School Degree,0.24711,99,227,0.19087,0.30334
2001,"Rhineland-Palatinate, Saarland",Urban regions,Secondary School Degree,0.41960,509,962,0.38840,0.45080
2001,"Rhineland-Palatinate, Saarland",Urban regions,Intermediate School Degree,0.16100,199,962,0.13776,0.18424
2001,"Rhineland-Palatinate, Saarland",Urban regions,Technical School Degree,0.03501,49,962,0.02339,0.04663
2001,"Rhineland-Palatinate, Saarland",Urban regions,Upper Secondary Degree,0.08506,122,962,0.06742,0.10270
2001,"Rhineland-Palatinate, Saarland",Urban regions,Other Degree,0.06066,83,962,0.04556,0.07575
2001,"Rhineland-Palatinate, Saarland",Rural regions,Secondary School Degree,0.43946,183,263,0.37936,0.49956
2001,"Rhineland-Palatinate, Saarland",Rural regions,Intermediate School Degree,0.17793,80,263,0.13162,0.22424
2001,Baden-Wuerttemberg,Urban regions,Secondary School Degree,0.32951,938,2322,0.31039,0.34864
2001,Baden-Wuerttemberg,Urban regions,Intermediate School Degree,0.18345,524,2322,0.16770,0.19919
2001,Baden-Wuerttemberg,Urban regions,Technical School Degree,0.03919,99,2322,0.03129,0.04708
2001,Baden-Wuerttemberg,Urban regions,Upper Secondary Degree,0.14517,374,2322,0.13084,0.15950
2001,Baden-Wuerttemberg,Urban regions,Other Degree,0.07426,281,2322,0.06359,0.08492
2001,Baden-Wuerttemberg,Urban regions,"Dropout, No School Degree",0.01160,46,2322,0.00725,0.01596
2001,Baden-Wuerttemberg,Urban regions,No School Degree Yet,0.01627,60,2322,0.01112,0.02141
2001,Baden-Wuerttemberg,Rural regions,Secondary School Degree,0.35205,110,199,0.28553,0.41858
2001,Baden-Wuerttemberg,Rural regions,Intermediate School Degree,0.18008,56,199,0.12656,0.23360
2001,Baden-Wuerttemberg,Rural regions,Upper Secondary Degree,0.13350,33,199,0.08612,0.18087
2001,Bavaria,Urban regions,Secondary School Degree,0.34662,582,1435,0.32199,0.37125
2001,Bavaria,Urban regions,Intermediate School Degree,0.21043,372,1435,0.18934,0.23153
2001,Bavaria,Urban regions,Technical School Degree,0.04317,78,1435,0.03265,0.05369
2001,Bavaria,Urban regions,Upper Secondary Degree,0.16522,278,1435,0.14600,0.18444
2001,Bavaria,Urban regions,Other Degree,0.06125,125,1435,0.04884,0.07366
2001,Bavaria,Rural regions,Secondary School Degree,0.48540,876,1505,0.46014,0.51066
2001,Bavaria,Rural regions,Intermediate School Degree,0.18400,369,1505,0.16442,0.20358
2001,Bavaria,Rural regions,Technical School Degree,0.04282,68,1505,0.03259,0.05306
2001,Bavaria,Rural regions,Upper Secondary Degree,0.07583,146,1505,0.06245,0.08921
2001,Bavaria,Rural regions,Other Degree,0.02182,46,1505,0.01444,0.02921
2001,Berlin,Urban regions,Secondary School Degree,0.18195,172,776,0.15479,0.20912
2001,Berlin,Urban regions,Intermediate School Degree,0.29841,291,776,0.26619,0.33062
2001,Berlin,Urban regions,Technical School Degree,0.03834,35,776,0.02482,0.05186
2001,Berlin,Urban regions,Upper Secondary Degree,0.21145,209,776,0.18270,0.24020
2001,Berlin,Urban regions,Other Degree,0.04771,38,776,0.03270,0.06272
2001,Berlin,Urban regions,No School Degree Yet,0.02350,31,776,0.01284,0.03417
2001,Brandenburg,Rural regions,Secondary School Degree,0.29402,282,821,0.26284,0.32521
2001,Brandenburg,Rural regions,Intermediate School Degree,0.37888,406,821,0.34568,0.41208
2001,Brandenburg,Rural regions,Upper Secondary Degree,0.12780,133,821,0.10495,0.15065
2001,Mecklenburg-Western Pomerania,Rural regions,Secondary School Degree,0.28657,123,409,0.24270,0.33045
2001,Mecklenburg-Western Pomerania,Rural regions,Intermediate School Degree,0.38495,224,409,0.33773,0.43216
2001,Mecklenburg-Western Pomerania,Rural regions,Upper Secondary Degree,0.10480,62,409,0.07508,0.13453
2001,Saxony,Urban regions,Secondary School Degree,0.28251,227,757,0.25042,0.31461
2001,Saxony,Urban regions,Intermediate School Degree,0.35246,350,757,0.31840,0.38651
2001,Saxony,Urban regions,Upper Secondary Degree,0.18509,180,757,0.15740,0.21277
2001,Saxony,Rural regions,Secondary School Degree,0.31856,275,801,0.28628,0.35085
2001,Saxony,Rural regions,Intermediate School Degree,0.39048,423,801,0.35667,0.42428
2001,Saxony,Rural regions,Upper Secondary Degree,0.09217,103,801,0.07213,0.11222
2001,Saxony-Anhalt,Urban regions,Secondary School Degree,0.32813,59,175,0.25836,0.39789
2001,Saxony-Anhalt,Urban regions,Intermediate School Degree,0.32245,69,175,0.25300,0.39190
2001,Saxony-Anhalt,Urban regions,Upper Secondary Degree,0.19900,47,175,0.13968,0.25833
2001,Saxony-Anhalt,Rural regions,Secondary School Degree,0.36482,292,761,0.33059,0.39904
2001,Saxony-Anhalt,Rural regions,Intermediate School Degree,0.34930,345,761,0.31540,0.38319
2001,Saxony-Anhalt,Rural regions,Upper Secondary Degree,0.10286,124,761,0.08126,0.12445
2001,Thuringa,Urban regions,Secondary School Degree,0.30278,89,258,0.24660,0.35895
2001,Thuringa,Urban regions,Intermediate School Degree,0.34629,121,258,0.28812,0.40446
2001,Thuringa,Urban regions,Upper Secondary Degree,0.13776,48,258,0.09563,0.17990
2001,Thuringa,Rural regions,Secondary School Degree,0.39134,257,645,0.35365,0.42903
2001,Thuringa,Rural regions,Intermediate School Degree,0.37087,318,645,0.33356,0.40817
2001,Thuringa,Rural regions,Upper Secondary Degree,0.06147,70,645,0.04292,0.08002
2002,Schleswig-Holstein,Urban regions,Secondary School Degree,0.36568,108,261,0.30713,0.42422
2002,Schleswig-Holstein,Urban regions,Intermediate School Degree,0.22908,86,261,0.17800,0.28017
2002,Schleswig-Holstein,Urban regions,Upper Secondary Degree,0.11846,67,261,0.07918,0.15774
2002,Schleswig-Holstein,Rural regions,Secondary School Degree,0.42799,182,356,0.37652,0.47946
2002,Schleswig-Holstein,Rural regions,Intermediate School Degree,0.20732,102,356,0.16514,0.24949
2002,Schleswig-Holstein,Rural regions,Upper Secondary Degree,0.08152,72,356,0.05306,0.10999
2002,Hamburg,Urban regions,Secondary School Degree,0.31850,90,288,0.26459,0.37240
2002,Hamburg,Urban regions,Intermediate School Degree,0.26352,100,288,0.21255,0.31448
2002,Hamburg,Urban regions,Upper Secondary Degree,0.21338,98,288,0.16598,0.26078
2002,Lower Saxony,Urban regions,Secondary School Degree,0.32306,312,940,0.29314,0.35297
2002,Lower Saxony,Urban regions,Intermediate School Degree,0.25005,290,940,0.22235,0.27775
2002,Lower Saxony,Urban regions,Technical School Degree,0.03526,40,940,0.02346,0.04706
2002,Lower Saxony,Urban regions,Upper Secondary Degree,0.15015,218,940,0.12730,0.17300
2002,Lower Saxony,Urban regions,Other Degree,0.03750,46,940,0.02535,0.04965
2002,Lower Saxony,Urban regions,No School Degree Yet,0.02352,34,940,0.01383,0.03322
2002,Lower Saxony,Rural regions,Secondary School Degree,0.39302,450,970,0.36227,0.42377
2002,Lower Saxony,Rural regions,Intermediate School Degree,0.20969,286,970,0.18406,0.23532
2002,Lower Saxony,Rural regions,Technical School Degree,0.03263,54,970,0.02144,0.04382
2002,Lower Saxony,Rural regions,Upper Secondary Degree,0.09266,134,970,0.07440,0.11092
2002,Lower Saxony,Rural regions,Other Degree,0.03490,46,970,0.02335,0.04646
2002,Bremen,Urban regions,Secondary School Degree,0.43709,62,144,0.35579,0.51839
2002,Bremen,Urban regions,Intermediate School Degree,0.19719,47,144,0.13198,0.26241
2002,Bremen,Urban regions,Upper Secondary Degree,0.09426,35,144,0.04637,0.14215
2002,North Rhine-Westphalia,Urban regions,Secondary School Degree,0.36849,1774,4701,0.35470,0.38228
2002,North Rhine-Westphalia,Urban regions,Intermediate School Degree,0.17520,1016,4701,0.16433,0.18607
2002,North Rhine-Westphalia,Urban regions,Technical School Degree,0.05532,339,4701,0.04879,0.06186
