year,bula_h,quintil_oecd,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,1st Quintile,Secondary School Degree,0.53190,45,45,0.38446,0.67934
1990,Schleswig-Holstein,3rd Quintile,Secondary School Degree,0.53775,35,35,0.37016,0.70534
1990,Schleswig-Holstein,4th Quintile,Secondary School Degree,0.48795,31,31,0.30908,0.66682
1990,Lower Saxony,1st Quintile,Secondary School Degree,0.58117,130,161,0.50472,0.65762
1990,Lower Saxony,1st Quintile,Other Degree,0.05248,31,161,0.01793,0.08704
1990,Lower Saxony,2nd Quintile,Secondary School Degree,0.49980,104,142,0.41727,0.58233
1990,Lower Saxony,2nd Quintile,Intermediate School Degree,0.17340,38,142,0.11091,0.23589
1990,Lower Saxony,3rd Quintile,Secondary School Degree,0.54737,100,141,0.46492,0.62982
1990,Lower Saxony,3rd Quintile,Intermediate School Degree,0.21283,41,141,0.14502,0.28063
1990,Lower Saxony,4th Quintile,Secondary School Degree,0.48087,100,185,0.40868,0.55307
1990,Lower Saxony,4th Quintile,Intermediate School Degree,0.20785,53,185,0.14922,0.26648
1990,Lower Saxony,4th Quintile,Upper Secondary Degree,0.14352,32,185,0.09286,0.19418
1990,Lower Saxony,5th Quintile,Secondary School Degree,0.30665,67,169,0.23692,0.37637
1990,Lower Saxony,5th Quintile,Intermediate School Degree,0.30631,62,169,0.23660,0.37601
1990,Lower Saxony,5th Quintile,Upper Secondary Degree,0.19189,40,169,0.13235,0.25144
1990,North Rhine-Westphalia,1st Quintile,Secondary School Degree,0.47279,279,500,0.42898,0.51660
1990,North Rhine-Westphalia,1st Quintile,Intermediate School Degree,0.08699,49,500,0.06226,0.11172
1990,North Rhine-Westphalia,1st Quintile,Other Degree,0.04648,101,500,0.02801,0.06495
1990,North Rhine-Westphalia,1st Quintile,"Dropout, No School Degree",0.04420,71,500,0.02616,0.06223
1990,North Rhine-Westphalia,2nd Quintile,Secondary School Degree,0.46282,264,502,0.41915,0.50648
1990,North Rhine-Westphalia,2nd Quintile,Intermediate School Degree,0.15599,93,502,0.12421,0.18776
1990,North Rhine-Westphalia,2nd Quintile,Upper Secondary Degree,0.06357,35,502,0.04221,0.08494
1990,North Rhine-Westphalia,2nd Quintile,Other Degree,0.03228,68,502,0.01680,0.04775
1990,North Rhine-Westphalia,2nd Quintile,"Dropout, No School Degree",0.02047,42,502,0.00807,0.03287
1990,North Rhine-Westphalia,3rd Quintile,Secondary School Degree,0.47189,236,420,0.42409,0.51969
1990,North Rhine-Westphalia,3rd Quintile,Intermediate School Degree,0.14028,77,420,0.10703,0.17353
1990,North Rhine-Westphalia,3rd Quintile,Upper Secondary Degree,0.10556,55,420,0.07614,0.13498
1990,North Rhine-Westphalia,3rd Quintile,Other Degree,0.02216,52,420,0.00806,0.03625
1990,North Rhine-Westphalia,4th Quintile,Secondary School Degree,0.43346,196,364,0.38248,0.48444
1990,North Rhine-Westphalia,4th Quintile,Intermediate School Degree,0.23082,111,364,0.18748,0.27417
1990,North Rhine-Westphalia,4th Quintile,Upper Secondary Degree,0.12881,57,364,0.09435,0.16327
1990,North Rhine-Westphalia,5th Quintile,Secondary School Degree,0.33496,169,439,0.29076,0.37917
1990,North Rhine-Westphalia,5th Quintile,Intermediate School Degree,0.24803,123,439,0.20759,0.28848
1990,North Rhine-Westphalia,5th Quintile,Technical School Degree,0.07047,38,439,0.04650,0.09443
1990,North Rhine-Westphalia,5th Quintile,Upper Secondary Degree,0.19987,109,439,0.16241,0.23732
1990,Hesse,1st Quintile,Secondary School Degree,0.49041,84,130,0.40414,0.57667
1990,Hesse,1st Quintile,Other Degree,0.05545,46,130,0.01596,0.09494
1990,Hesse,2nd Quintile,Secondary School Degree,0.50619,71,71,0.38907,0.62331
1990,Hesse,3rd Quintile,Secondary School Degree,0.47564,98,134,0.39076,0.56052
1990,Hesse,3rd Quintile,Intermediate School Degree,0.17024,36,134,0.10636,0.23412
1990,Hesse,4th Quintile,Secondary School Degree,0.45480,103,144,0.37318,0.53641
1990,Hesse,4th Quintile,Intermediate School Degree,0.18478,41,144,0.12117,0.24839
1990,Hesse,5th Quintile,Secondary School Degree,0.27867,60,160,0.20898,0.34836
1990,Hesse,5th Quintile,Intermediate School Degree,0.28109,54,160,0.21121,0.35096
1990,Hesse,5th Quintile,Upper Secondary Degree,0.25189,46,160,0.18441,0.31936
1990,"Rhineland-Palatinate, Saarland",1st Quintile,Secondary School Degree,0.65087,91,91,0.55238,0.74935
1990,"Rhineland-Palatinate, Saarland",2nd Quintile,Secondary School Degree,0.56827,96,96,0.46866,0.66787
1990,"Rhineland-Palatinate, Saarland",3rd Quintile,Secondary School Degree,0.57331,100,100,0.47588,0.67073
1990,"Rhineland-Palatinate, Saarland",4th Quintile,Secondary School Degree,0.57199,83,83,0.46489,0.67908
1990,"Rhineland-Palatinate, Saarland",5th Quintile,Secondary School Degree,0.43077,43,43,0.28101,0.58053
1990,Baden-Wuerttemberg,1st Quintile,Secondary School Degree,0.53051,143,256,0.46926,0.59177
1990,Baden-Wuerttemberg,1st Quintile,Other Degree,0.07139,76,256,0.03979,0.10300
1990,Baden-Wuerttemberg,1st Quintile,"Dropout, No School Degree",0.03352,37,256,0.01143,0.05562
1990,Baden-Wuerttemberg,2nd Quintile,Secondary School Degree,0.49747,201,337,0.44401,0.55093
1990,Baden-Wuerttemberg,2nd Quintile,Intermediate School Degree,0.13417,56,337,0.09772,0.17061
1990,Baden-Wuerttemberg,2nd Quintile,Other Degree,0.02576,45,337,0.00882,0.04270
1990,Baden-Wuerttemberg,2nd Quintile,"Dropout, No School Degree",0.01910,35,337,0.00447,0.03374
1990,Baden-Wuerttemberg,3rd Quintile,Secondary School Degree,0.44511,189,339,0.39212,0.49809
1990,Baden-Wuerttemberg,3rd Quintile,Intermediate School Degree,0.14038,52,339,0.10334,0.17741
1990,Baden-Wuerttemberg,3rd Quintile,Other Degree,0.03598,57,339,0.01612,0.05583
1990,Baden-Wuerttemberg,3rd Quintile,"Dropout, No School Degree",0.03122,41,339,0.01268,0.04976
1990,Baden-Wuerttemberg,4th Quintile,Secondary School Degree,0.53178,182,292,0.47445,0.58911
1990,Baden-Wuerttemberg,4th Quintile,Intermediate School Degree,0.16729,53,292,0.12441,0.21017
1990,Baden-Wuerttemberg,4th Quintile,Other Degree,0.03339,57,292,0.01275,0.05403
1990,Baden-Wuerttemberg,5th Quintile,Secondary School Degree,0.32782,120,264,0.27109,0.38455
1990,Baden-Wuerttemberg,5th Quintile,Intermediate School Degree,0.27341,87,264,0.21954,0.32727
1990,Baden-Wuerttemberg,5th Quintile,Upper Secondary Degree,0.17958,57,264,0.13319,0.22597
1990,Bavaria,1st Quintile,Secondary School Degree,0.55119,144,179,0.47812,0.62426
1990,Bavaria,1st Quintile,Other Degree,0.03761,35,179,0.00966,0.06556
1990,Bavaria,2nd Quintile,Secondary School Degree,0.53116,185,234,0.46709,0.59524
1990,Bavaria,2nd Quintile,Intermediate School Degree,0.13814,49,234,0.09383,0.18244
1990,Bavaria,3rd Quintile,Secondary School Degree,0.53329,153,244,0.47057,0.59602
1990,Bavaria,3rd Quintile,Intermediate School Degree,0.14567,50,244,0.10132,0.19003
1990,Bavaria,3rd Quintile,Other Degree,0.03642,41,244,0.01286,0.05997
1990,Bavaria,4th Quintile,Secondary School Degree,0.48673,190,345,0.43391,0.53955
1990,Bavaria,4th Quintile,Intermediate School Degree,0.20685,78,345,0.16405,0.24966
1990,Bavaria,4th Quintile,Upper Secondary Degree,0.08350,35,345,0.05426,0.11273
1990,Bavaria,4th Quintile,Other Degree,0.03124,42,345,0.01285,0.04962
1990,Bavaria,5th Quintile,Secondary School Degree,0.34577,136,310,0.29274,0.39881
1990,Bavaria,5th Quintile,Intermediate School Degree,0.26896,106,310,0.21952,0.31840
1990,Bavaria,5th Quintile,Upper Secondary Degree,0.18158,68,310,0.13860,0.22457
1990,Berlin,4th Quintile,Secondary School Degree,0.50210,35,35,0.33404,0.67017
1991,Schleswig-Holstein,1st Quintile,Secondary School Degree,0.47990,39,39,0.32105,0.63875
1991,Schleswig-Holstein,2nd Quintile,Secondary School Degree,0.44264,39,39,0.28471,0.60057
1991,Schleswig-Holstein,3rd Quintile,Secondary School Degree,0.47022,35,35,0.30245,0.63799
1991,Schleswig-Holstein,4th Quintile,Secondary School Degree,0.52592,33,33,0.35291,0.69893
1991,Lower Saxony,1st Quintile,Secondary School Degree,0.53629,129,129,0.44990,0.62268
1991,Lower Saxony,2nd Quintile,Secondary School Degree,0.49367,103,143,0.41144,0.57591
1991,Lower Saxony,2nd Quintile,Intermediate School Degree,0.18676,40,143,0.12266,0.25086
1991,Lower Saxony,3rd Quintile,Secondary School Degree,0.51340,94,133,0.42813,0.59867
1991,Lower Saxony,3rd Quintile,Intermediate School Degree,0.19913,39,133,0.13100,0.26725
1991,Lower Saxony,4th Quintile,Secondary School Degree,0.51848,105,159,0.44057,0.59639
1991,Lower Saxony,4th Quintile,Intermediate School Degree,0.22885,54,159,0.16334,0.29435
1991,Lower Saxony,5th Quintile,Secondary School Degree,0.29693,62,174,0.22884,0.36502
1991,Lower Saxony,5th Quintile,Intermediate School Degree,0.25658,61,174,0.19149,0.32166
1991,Lower Saxony,5th Quintile,Upper Secondary Degree,0.24240,51,174,0.17854,0.30626
1991,North Rhine-Westphalia,1st Quintile,Secondary School Degree,0.46294,247,460,0.41732,0.50856
1991,North Rhine-Westphalia,1st Quintile,Intermediate School Degree,0.10033,59,460,0.07285,0.12782
1991,North Rhine-Westphalia,1st Quintile,Other Degree,0.05380,98,460,0.03316,0.07444
1991,North Rhine-Westphalia,1st Quintile,"Dropout, No School Degree",0.04250,56,460,0.02404,0.06095
1991,North Rhine-Westphalia,2nd Quintile,Secondary School Degree,0.48164,291,518,0.43857,0.52471
1991,North Rhine-Westphalia,2nd Quintile,Intermediate School Degree,0.12628,81,518,0.09764,0.15491
1991,North Rhine-Westphalia,2nd Quintile,Upper Secondary Degree,0.06137,42,518,0.04068,0.08206
1991,North Rhine-Westphalia,2nd Quintile,Other Degree,0.02508,60,518,0.01160,0.03856
1991,North Rhine-Westphalia,2nd Quintile,"Dropout, No School Degree",0.02113,44,518,0.00873,0.03353
1991,North Rhine-Westphalia,3rd Quintile,Secondary School Degree,0.41823,202,380,0.36856,0.46789
1991,North Rhine-Westphalia,3rd Quintile,Intermediate School Degree,0.19738,92,380,0.15731,0.23745
1991,North Rhine-Westphalia,3rd Quintile,Upper Secondary Degree,0.08506,40,380,0.05697,0.11314
1991,North Rhine-Westphalia,3rd Quintile,Other Degree,0.02891,46,380,0.01204,0.04578
1991,North Rhine-Westphalia,4th Quintile,Secondary School Degree,0.40380,205,392,0.35516,0.45243
1991,North Rhine-Westphalia,4th Quintile,Intermediate School Degree,0.19165,107,392,0.15264,0.23067
1991,North Rhine-Westphalia,4th Quintile,Upper Secondary Degree,0.16136,80,392,0.12490,0.19783
1991,North Rhine-Westphalia,5th Quintile,Secondary School Degree,0.34837,176,433,0.30344,0.39330
1991,North Rhine-Westphalia,5th Quintile,Intermediate School Degree,0.24801,123,433,0.20728,0.28873
1991,North Rhine-Westphalia,5th Quintile,Technical School Degree,0.05458,32,433,0.03316,0.07600
1991,North Rhine-Westphalia,5th Quintile,Upper Secondary Degree,0.19796,102,433,0.16038,0.23553
1991,Hesse,1st Quintile,Secondary School Degree,0.40125,72,104,0.30659,0.49591
1991,Hesse,1st Quintile,Other Degree,0.04824,32,104,0.00686,0.08962
1991,Hesse,2nd Quintile,Secondary School Degree,0.53982,82,152,0.46033,0.61932
1991,Hesse,2nd Quintile,Intermediate School Degree,0.13782,33,152,0.08284,0.19280
1991,Hesse,2nd Quintile,Other Degree,0.05186,37,152,0.01649,0.08722
1991,Hesse,3rd Quintile,Secondary School Degree,0.50091,99,99,0.40191,0.59990
1991,Hesse,4th Quintile,Secondary School Degree,0.45720,88,127,0.37022,0.54419
1991,Hesse,4th Quintile,Intermediate School Degree,0.22671,39,127,0.15360,0.29983
1991,Hesse,5th Quintile,Secondary School Degree,0.30001,64,159,0.22855,0.37147
1991,Hesse,5th Quintile,Intermediate School Degree,0.25557,49,159,0.18756,0.32358
1991,Hesse,5th Quintile,Upper Secondary Degree,0.24647,46,159,0.17927,0.31367
1991,"Rhineland-Palatinate, Saarland",1st Quintile,Secondary School Degree,0.58096,100,100,0.48377,0.67816
1991,"Rhineland-Palatinate, Saarland",2nd Quintile,Secondary School Degree,0.59213,82,82,0.48510,0.69915
1991,"Rhineland-Palatinate, Saarland",3rd Quintile,Secondary School Degree,0.50143,96,96,0.40088,0.60197
1991,"Rhineland-Palatinate, Saarland",4th Quintile,Secondary School Degree,0.58204,81,81,0.47395,0.69012
1991,"Rhineland-Palatinate, Saarland",5th Quintile,Secondary School Degree,0.53907,53,53,0.40358,0.67455
1991,Baden-Wuerttemberg,1st Quintile,Secondary School Degree,0.53405,144,248,0.47184,0.59626
1991,Baden-Wuerttemberg,1st Quintile,Other Degree,0.05485,62,248,0.02645,0.08324
1991,Baden-Wuerttemberg,1st Quintile,"Dropout, No School Degree",0.04313,42,248,0.01780,0.06847
1991,Baden-Wuerttemberg,2nd Quintile,Secondary School Degree,0.44945,171,315,0.39443,0.50447
1991,Baden-Wuerttemberg,2nd Quintile,Intermediate School Degree,0.12997,47,315,0.09278,0.16717
1991,Baden-Wuerttemberg,2nd Quintile,Other Degree,0.03743,53,315,0.01643,0.05842
1991,Baden-Wuerttemberg,2nd Quintile,"Dropout, No School Degree",0.03054,44,315,0.01151,0.04957
1991,Baden-Wuerttemberg,3rd Quintile,Secondary School Degree,0.46811,178,324,0.41369,0.52253
1991,Baden-Wuerttemberg,3rd Quintile,Intermediate School Degree,0.14986,55,324,0.11093,0.18878
1991,Baden-Wuerttemberg,3rd Quintile,Other Degree,0.04057,57,324,0.01905,0.06208
1991,Baden-Wuerttemberg,3rd Quintile,"Dropout, No School Degree",0.02160,34,324,0.00575,0.03745
1991,Baden-Wuerttemberg,4th Quintile,Secondary School Degree,0.45024,180,331,0.39657,0.50392
1991,Baden-Wuerttemberg,4th Quintile,Intermediate School Degree,0.16399,55,331,0.12404,0.20394
1991,Baden-Wuerttemberg,4th Quintile,Upper Secondary Degree,0.11517,33,331,0.08073,0.14961
1991,Baden-Wuerttemberg,4th Quintile,Other Degree,0.04240,63,331,0.02066,0.06414
1991,Baden-Wuerttemberg,5th Quintile,Secondary School Degree,0.36770,142,320,0.31479,0.42062
1991,Baden-Wuerttemberg,5th Quintile,Intermediate School Degree,0.24392,87,320,0.19680,0.29105
1991,Baden-Wuerttemberg,5th Quintile,Upper Secondary Degree,0.17441,60,320,0.13277,0.21606
1991,Baden-Wuerttemberg,5th Quintile,Other Degree,0.02341,31,320,0.00682,0.04001
1991,Bavaria,1st Quintile,Secondary School Degree,0.55877,151,189,0.48779,0.62974
1991,Bavaria,1st Quintile,Other Degree,0.03373,38,189,0.00792,0.05953
1991,Bavaria,2nd Quintile,Secondary School Degree,0.49529,152,229,0.43039,0.56019
1991,Bavaria,2nd Quintile,Intermediate School Degree,0.13040,46,229,0.08669,0.17411
1991,Bavaria,2nd Quintile,Other Degree,0.03352,31,229,0.01015,0.05688
1991,Bavaria,3rd Quintile,Secondary School Degree,0.47627,181,284,0.41808,0.53446
1991,Bavaria,3rd Quintile,Intermediate School Degree,0.17938,59,284,0.13467,0.22408
1991,Bavaria,3rd Quintile,Other Degree,0.03320,44,284,0.01233,0.05408
1991,Bavaria,4th Quintile,Secondary School Degree,0.45609,177,294,0.39906,0.51312
1991,Bavaria,4th Quintile,Intermediate School Degree,0.21699,85,294,0.16979,0.26419
1991,Bavaria,4th Quintile,Upper Secondary Degree,0.08749,32,294,0.05514,0.11984
1991,Bavaria,5th Quintile,Secondary School Degree,0.35900,133,293,0.30398,0.41403
1991,Bavaria,5th Quintile,Intermediate School Degree,0.24859,94,293,0.19902,0.29817
1991,Bavaria,5th Quintile,Upper Secondary Degree,0.18403,66,293,0.13959,0.22848
1991,Berlin,3rd Quintile,Secondary School Degree,0.49586,34,34,0.32526,0.66645
1991,Berlin,4th Quintile,Secondary School Degree,0.45216,31,31,0.27405,0.63026
1992,Schleswig-Holstein,2nd Quintile,Secondary School Degree,0.36857,38,38,0.21313,0.52402
1992,Schleswig-Holstein,3rd Quintile,Secondary School Degree,0.51736,36,36,0.35181,0.68291
1992,Lower Saxony,1st Quintile,Secondary School Degree,0.45377,58,58,0.32452,0.58301
1992,Lower Saxony,2nd Quintile,Secondary School Degree,0.49876,87,87,0.39309,0.60444
1992,Lower Saxony,3rd Quintile,Secondary School Degree,0.52649,120,160,0.44888,0.60410
1992,Lower Saxony,3rd Quintile,Intermediate School Degree,0.16115,40,160,0.10400,0.21830
1992,Lower Saxony,4th Quintile,Secondary School Degree,0.45820,127,237,0.39463,0.52177
1992,Lower Saxony,4th Quintile,Intermediate School Degree,0.24336,78,237,0.18861,0.29811
1992,Lower Saxony,4th Quintile,Upper Secondary Degree,0.10845,32,237,0.06878,0.14812
1992,Lower Saxony,5th Quintile,Secondary School Degree,0.34513,83,206,0.28005,0.41021
1992,Lower Saxony,5th Quintile,Intermediate School Degree,0.24293,68,206,0.18423,0.30164
1992,Lower Saxony,5th Quintile,Upper Secondary Degree,0.22764,55,206,0.17024,0.28504
1992,North Rhine-Westphalia,1st Quintile,Secondary School Degree,0.38941,154,281,0.33229,0.44653
1992,North Rhine-Westphalia,1st Quintile,Intermediate School Degree,0.11182,37,281,0.07491,0.14873
1992,North Rhine-Westphalia,1st Quintile,Other Degree,0.06087,56,281,0.03286,0.08887
1992,North Rhine-Westphalia,1st Quintile,"Dropout, No School Degree",0.04322,34,281,0.01940,0.06704
1992,North Rhine-Westphalia,2nd Quintile,Secondary School Degree,0.49282,265,471,0.44762,0.53802
1992,North Rhine-Westphalia,2nd Quintile,Intermediate School Degree,0.10783,64,471,0.07979,0.13587
1992,North Rhine-Westphalia,2nd Quintile,Upper Secondary Degree,0.05014,31,471,0.03041,0.06987
1992,North Rhine-Westphalia,2nd Quintile,Other Degree,0.03509,69,471,0.01845,0.05172
1992,North Rhine-Westphalia,2nd Quintile,"Dropout, No School Degree",0.02343,42,471,0.00975,0.03710
1992,North Rhine-Westphalia,3rd Quintile,Secondary School Degree,0.43932,236,493,0.39547,0.48318
1992,North Rhine-Westphalia,3rd Quintile,Intermediate School Degree,0.15811,98,493,0.12588,0.19035
1992,North Rhine-Westphalia,3rd Quintile,Upper Secondary Degree,0.06960,47,493,0.04712,0.09209
1992,North Rhine-Westphalia,3rd Quintile,Other Degree,0.02886,64,493,0.01407,0.04366
1992,North Rhine-Westphalia,3rd Quintile,"Dropout, No School Degree",0.02837,48,493,0.01370,0.04304
1992,North Rhine-Westphalia,4th Quintile,Secondary School Degree,0.44317,231,453,0.39737,0.48896
1992,North Rhine-Westphalia,4th Quintile,Intermediate School Degree,0.20378,120,453,0.16664,0.24091
1992,North Rhine-Westphalia,4th Quintile,Upper Secondary Degree,0.13475,70,453,0.10327,0.16623
1992,North Rhine-Westphalia,4th Quintile,Other Degree,0.02192,32,453,0.00842,0.03542
1992,North Rhine-Westphalia,5th Quintile,Secondary School Degree,0.33973,227,545,0.29993,0.37953
1992,North Rhine-Westphalia,5th Quintile,Intermediate School Degree,0.24120,151,545,0.20525,0.27715
1992,North Rhine-Westphalia,5th Quintile,Technical School Degree,0.05690,39,545,0.03743,0.07637
1992,North Rhine-Westphalia,5th Quintile,Upper Secondary Degree,0.20752,128,545,0.17344,0.24159
1992,Hesse,1st Quintile,Secondary School Degree,0.47277,55,55,0.33960,0.60593
1992,Hesse,2nd Quintile,Secondary School Degree,0.46341,66,66,0.34218,0.58464
1992,Hesse,3rd Quintile,Secondary School Degree,0.46216,80,168,0.38655,0.53778
1992,Hesse,3rd Quintile,Intermediate School Degree,0.15327,39,168,0.09863,0.20791
1992,Hesse,3rd Quintile,Other Degree,0.06745,49,168,0.02941,0.10548
1992,Hesse,4th Quintile,Secondary School Degree,0.50289,114,154,0.42366,0.58211
1992,Hesse,4th Quintile,Intermediate School Degree,0.17972,40,154,0.11888,0.24056
1992,Hesse,5th Quintile,Secondary School Degree,0.29443,82,197,0.23062,0.35824
1992,Hesse,5th Quintile,Intermediate School Degree,0.22700,58,197,0.16836,0.28565
1992,Hesse,5th Quintile,Upper Secondary Degree,0.25744,57,197,0.19623,0.31865
1992,"Rhineland-Palatinate, Saarland",1st Quintile,Secondary School Degree,0.71182,74,74,0.60792,0.81572
1992,"Rhineland-Palatinate, Saarland",2nd Quintile,Secondary School Degree,0.51421,67,67,0.39363,0.63479
1992,"Rhineland-Palatinate, Saarland",3rd Quintile,Secondary School Degree,0.50810,92,124,0.41975,0.59645
1992,"Rhineland-Palatinate, Saarland",3rd Quintile,Intermediate School Degree,0.20832,32,124,0.13655,0.28009
1992,"Rhineland-Palatinate, Saarland",4th Quintile,Secondary School Degree,0.56046,101,101,0.46317,0.65774
1992,"Rhineland-Palatinate, Saarland",5th Quintile,Secondary School Degree,0.45592,67,67,0.33576,0.57608
1992,Baden-Wuerttemberg,1st Quintile,Secondary School Degree,0.49651,83,114,0.40432,0.58870
1992,Baden-Wuerttemberg,1st Quintile,Other Degree,0.05184,31,114,0.01096,0.09272
1992,Baden-Wuerttemberg,2nd Quintile,Secondary School Degree,0.44795,147,282,0.38980,0.50609
1992,Baden-Wuerttemberg,2nd Quintile,Intermediate School Degree,0.11057,41,282,0.07390,0.14724
1992,Baden-Wuerttemberg,2nd Quintile,Other Degree,0.05527,61,282,0.02855,0.08198
1992,Baden-Wuerttemberg,2nd Quintile,"Dropout, No School Degree",0.02736,33,282,0.00828,0.04643
1992,Baden-Wuerttemberg,3rd Quintile,Secondary School Degree,0.48121,171,311,0.42559,0.53683
1992,Baden-Wuerttemberg,3rd Quintile,Intermediate School Degree,0.13433,49,311,0.09637,0.17229
1992,Baden-Wuerttemberg,3rd Quintile,Other Degree,0.04308,51,311,0.02048,0.06569
1992,Baden-Wuerttemberg,3rd Quintile,"Dropout, No School Degree",0.03017,40,311,0.01113,0.04921
1992,Baden-Wuerttemberg,4th Quintile,Secondary School Degree,0.44953,199,398,0.40060,0.49846
1992,Baden-Wuerttemberg,4th Quintile,Intermediate School Degree,0.17551,72,398,0.13809,0.21293
1992,Baden-Wuerttemberg,4th Quintile,Other Degree,0.06064,92,398,0.03716,0.08412
1992,Baden-Wuerttemberg,4th Quintile,"Dropout, No School Degree",0.01750,35,398,0.00460,0.03039
1992,Baden-Wuerttemberg,5th Quintile,Secondary School Degree,0.35704,182,386,0.30918,0.40490
1992,Baden-Wuerttemberg,5th Quintile,Intermediate School Degree,0.22434,96,386,0.18267,0.26601
1992,Baden-Wuerttemberg,5th Quintile,Upper Secondary Degree,0.18987,77,386,0.15069,0.22904
1992,Baden-Wuerttemberg,5th Quintile,Other Degree,0.01552,31,386,0.00317,0.02787
1992,Bavaria,1st Quintile,Secondary School Degree,0.54166,98,130,0.45568,0.62765
1992,Bavaria,1st Quintile,Other Degree,0.04469,32,130,0.00903,0.08035
1992,Bavaria,2nd Quintile,Secondary School Degree,0.51395,136,172,0.43903,0.58886
1992,Bavaria,2nd Quintile,Intermediate School Degree,0.13147,36,172,0.08082,0.18212
1992,Bavaria,3rd Quintile,Secondary School Degree,0.45599,170,258,0.39509,0.51688
1992,Bavaria,3rd Quintile,Intermediate School Degree,0.17026,57,258,0.12430,0.21621
1992,Bavaria,3rd Quintile,Other Degree,0.02493,31,258,0.00587,0.04399
1992,Bavaria,4th Quintile,Secondary School Degree,0.45527,234,435,0.40842,0.50212
1992,Bavaria,4th Quintile,Intermediate School Degree,0.18992,101,435,0.15302,0.22682
1992,Bavaria,4th Quintile,Upper Secondary Degree,0.10142,46,435,0.07302,0.12983
1992,Bavaria,4th Quintile,Other Degree,0.02933,54,435,0.01345,0.04520
1992,Bavaria,5th Quintile,Secondary School Degree,0.34443,158,355,0.29493,0.39393
1992,Bavaria,5th Quintile,Intermediate School Degree,0.27315,126,355,0.22674,0.31957
1992,Bavaria,5th Quintile,Upper Secondary Degree,0.17343,71,355,0.13399,0.21287
1992,Berlin,1st Quintile,Secondary School Degree,0.20756,36,80,0.11813,0.29699
1992,Berlin,1st Quintile,Intermediate School Degree,0.29387,44,80,0.19342,0.39433
1992,Berlin,2nd Quintile,Intermediate School Degree,0.27218,38,38,0.12876,0.41559
1992,Berlin,3rd Quintile,Secondary School Degree,0.32478,33,87,0.22581,0.42376
1992,Berlin,3rd Quintile,Intermediate School Degree,0.33751,54,87,0.23757,0.43745
1992,Berlin,4th Quintile,Secondary School Degree,0.46864,44,79,0.35789,0.57938
1992,Berlin,4th Quintile,Intermediate School Degree,0.22805,35,79,0.13494,0.32117
1992,Berlin,5th Quintile,Intermediate School Degree,0.36342,37,68,0.24825,0.47859
1992,Berlin,5th Quintile,Upper Secondary Degree,0.27440,31,68,0.16755,0.38125
1992,Brandenburg,1st Quintile,Secondary School Degree,0.40211,124,246,0.34071,0.46350
1992,Brandenburg,1st Quintile,Intermediate School Degree,0.31176,122,246,0.25375,0.36976
1992,Brandenburg,2nd Quintile,Secondary School Degree,0.22664,56,166,0.16276,0.29053
1992,Brandenburg,2nd Quintile,Intermediate School Degree,0.42316,110,166,0.34777,0.49854
1992,Brandenburg,3rd Quintile,Secondary School Degree,0.30259,32,82,0.20254,0.40263
1992,Brandenburg,3rd Quintile,Intermediate School Degree,0.35453,50,82,0.25035,0.45871
1992,Mecklenburg-Western Pomerania,1st Quintile,Secondary School Degree,0.42057,75,141,0.33879,0.50234
1992,Mecklenburg-Western Pomerania,1st Quintile,Intermediate School Degree,0.30180,66,141,0.22576,0.37784
1992,Mecklenburg-Western Pomerania,2nd Quintile,Secondary School Degree,0.25259,32,88,0.16129,0.34389
1992,Mecklenburg-Western Pomerania,2nd Quintile,Intermediate School Degree,0.36516,56,88,0.26399,0.46634
1992,Mecklenburg-Western Pomerania,3rd Quintile,Intermediate School Degree,0.43243,53,53,0.29778,0.56709
1992,Saxony,1st Quintile,Secondary School Degree,0.45853,253,493,0.41450,0.50256
1992,Saxony,1st Quintile,Intermediate School Degree,0.26918,206,493,0.22998,0.30837
1992,Saxony,1st Quintile,Upper Secondary Degree,0.05051,34,493,0.03116,0.06986
1992,Saxony,2nd Quintile,Secondary School Degree,0.32212,118,328,0.27147,0.37277
1992,Saxony,2nd Quintile,Intermediate School Degree,0.38648,176,328,0.33370,0.43926
1992,Saxony,2nd Quintile,Upper Secondary Degree,0.06425,34,328,0.03767,0.09083
1992,Saxony,3rd Quintile,Secondary School Degree,0.28203,54,182,0.21647,0.34758
1992,Saxony,3rd Quintile,Intermediate School Degree,0.37469,88,182,0.30417,0.44521
1992,Saxony,3rd Quintile,Upper Secondary Degree,0.16142,40,182,0.10782,0.21502
1992,Saxony,4th Quintile,Intermediate School Degree,0.30314,31,31,0.13867,0.46761
1992,Saxony-Anhalt,1st Quintile,Secondary School Degree,0.54784,155,250,0.48602,0.60966
1992,Saxony-Anhalt,1st Quintile,Intermediate School Degree,0.24094,95,250,0.18782,0.29406
1992,Saxony-Anhalt,2nd Quintile,Secondary School Degree,0.30711,96,246,0.24935,0.36487
1992,Saxony-Anhalt,2nd Quintile,Intermediate School Degree,0.41938,150,246,0.35759,0.48117
1992,Saxony-Anhalt,3rd Quintile,Secondary School Degree,0.28467,40,113,0.20110,0.36824
1992,Saxony-Anhalt,3rd Quintile,Intermediate School Degree,0.42337,73,113,0.33186,0.51488
1992,Thuringa,1st Quintile,Secondary School Degree,0.46178,154,277,0.40297,0.52060
1992,Thuringa,1st Quintile,Intermediate School Degree,0.27679,123,277,0.22400,0.32957
