"pgpsbil","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Realschulabschluss","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1233","0.291934253569632","0.278262155741954","0.30560635139731"
"Realschulabschluss","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","695","0.536667047629805","0.510657679494549","0.562676415765062"
"Realschulabschluss","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2424","0.236894162517699","0.228428601001568","0.245359724033829"
"Realschulabschluss","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1600","0.55365507254243","0.535803857454404","0.571506287630457"
"Realschulabschluss","2003","66 und älter","Westdeutschland, alte Bundeslaender","415","0.159790802053479","0.146153050941767","0.173428553165191"
"Realschulabschluss","2003","66 und älter","Ostdeutschland, neue Bundeslaender","104","0.115953558640427","0.0952760668557897","0.136631050425065"
"Fachhochschulreife","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","251","0.0610207858621276","0.0538226054988405","0.0682189662254148"
"Fachhochschulreife","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","44","0.031355653321575","0.0222655076325641","0.0404457990105858"
"Fachhochschulreife","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","609","0.0595343946664946","0.05482308520023","0.0642457041327593"
"Fachhochschulreife","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","50","0.0188120173476758","0.0139332890217467","0.0236907456736048"
"Fachhochschulreife","2003","66 und älter","Westdeutschland, alte Bundeslaender","91","0.0337813523556852","0.0270570167670029","0.0405056879443675"
"Fachhochschulreife","2003","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1035","0.241070597050789","0.22820800048728","0.253933193614299"
"Abitur","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","357","0.222077219416173","0.200397632995241","0.243756805837105"
"Abitur","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2030","0.158284180217864","0.151016635662832","0.165551724772896"
"Abitur","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","566","0.144650526206733","0.132019325250391","0.157281727163075"
"Abitur","2003","66 und älter","Westdeutschland, alte Bundeslaender","304","0.0866041420778293","0.0761359421837096","0.0970723419719489"
"Abitur","2003","66 und älter","Ostdeutschland, neue Bundeslaender","92","0.0955591256558554","0.0765726459153555","0.114545605396355"
"Anderer Abschluss","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","203","0.056480164653985","0.0495382490193857","0.0634220802885843"
"Anderer Abschluss","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","848","0.0895588730984446","0.0838734021270333","0.0952443440698559"
"Anderer Abschluss","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","2003","66 und älter","Westdeutschland, alte Bundeslaender","154","0.045779881219016","0.0380006841867491","0.0535590782512828"
"Anderer Abschluss","2003","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","45","0.0132016038834762","0.00976931840238122","0.0166338893645712"
"Ohne Abschluss verlassen","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","154","0.0171793785897811","0.01459219613199","0.0197665610475722"
"Ohne Abschluss verlassen","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2003","66 und älter","Westdeutschland, alte Bundeslaender","57","0.0210839308608408","0.0157367893625602","0.0264310723591213"
"Ohne Abschluss verlassen","2003","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","457","0.0840316231909989","0.075688715212041","0.0923745311699567"
"Noch kein Abschluss","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","162","0.0969927261609387","0.0815563287829295","0.112429123538948"
"Noch kein Abschluss","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2003","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2003","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2003","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2003","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","915","0.252837193375437","0.239361117298891","0.266313269451983"
"Hauptschulabschluss","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","132","0.123943091105901","0.106475172693595","0.141411009518206"
"Hauptschulabschluss","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3421","0.426413199817361","0.416408603346649","0.436417796288073"
"Hauptschulabschluss","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","653","0.254239502931366","0.238247631062187","0.270231374800545"
"Hauptschulabschluss","2004","66 und älter","Westdeutschland, alte Bundeslaender","1776","0.648178150648185","0.6306121056062","0.66574419569017"
"Hauptschulabschluss","2004","66 und älter","Ostdeutschland, neue Bundeslaender","699","0.716381309609792","0.68798578090688","0.744776838312704"
"Realschulabschluss","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1146","0.287030917864732","0.273004878943938","0.301056956785527"
"Realschulabschluss","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","628","0.494687328107474","0.468183456366657","0.52119119984829"
"Realschulabschluss","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2409","0.242790868387816","0.234117080896654","0.251464655878978"
"Realschulabschluss","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1576","0.575901228901594","0.55775085365625","0.594051604146938"
"Realschulabschluss","2004","66 und älter","Westdeutschland, alte Bundeslaender","424","0.156433582405722","0.143071011235561","0.169796153575884"
"Realschulabschluss","2004","66 und älter","Ostdeutschland, neue Bundeslaender","122","0.125889094980643","0.10499191239849","0.146786277562796"
"Fachhochschulreife","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","238","0.0604266875222063","0.0530388883463768","0.0678144866980359"
"Fachhochschulreife","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","49","0.0353639494157698","0.0255729740405375","0.0451549247910021"
"Fachhochschulreife","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","601","0.0584611758572744","0.0537150683487261","0.0632072833658228"
"Fachhochschulreife","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","46","0.0170174846907147","0.0122674292420014","0.0217675401394281"
"Fachhochschulreife","2004","66 und älter","Westdeutschland, alte Bundeslaender","102","0.0350975402269167","0.0283282140363883","0.0418668664174451"
"Fachhochschulreife","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1011","0.242547128486892","0.229257549335629","0.255836707638154"
"Abitur","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","370","0.23783035577052","0.215260784968158","0.260399926572882"
"Abitur","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1984","0.159075211719045","0.151676356752122","0.166474066685969"
"Abitur","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","551","0.144255297931303","0.131351543362716","0.15715905249989"
"Abitur","2004","66 und älter","Westdeutschland, alte Bundeslaender","321","0.0892764556510341","0.0787876232266515","0.0997652880754168"
"Abitur","2004","66 und älter","Ostdeutschland, neue Bundeslaender","99","0.101907172493206","0.0828493445269253","0.120965000459488"
"Anderer Abschluss","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","172","0.0496569121639698","0.0429214807758361","0.0563923435521035"
"Anderer Abschluss","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","820","0.0954136424009209","0.089470516417802","0.10135676838404"
"Anderer Abschluss","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","2004","66 und älter","Westdeutschland, alte Bundeslaender","156","0.0477256594934592","0.0398837395376162","0.0555675794493022"
"Anderer Abschluss","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","38","0.0118485111100335","0.00849361554141118","0.0152034066786558"
"Ohne Abschluss verlassen","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","148","0.0176370551199038","0.0149742848194303","0.0202998254203774"
"Ohne Abschluss verlassen","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2004","66 und älter","Westdeutschland, alte Bundeslaender","59","0.0232016062253196","0.0176639385555641","0.028739273895075"
"Ohne Abschluss verlassen","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","476","0.0956526494767297","0.0865335597585059","0.104771739194953"
"Noch kein Abschluss","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","166","0.0936650969465674","0.0782197709295337","0.109110422963601"
"Noch kein Abschluss","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2004","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2004","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","823","0.247330863502794","0.233488237532921","0.261173489472668"
"Hauptschulabschluss","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","128","0.130248141130896","0.111773481394071","0.148722800867721"
"Hauptschulabschluss","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3157","0.407050808148632","0.396833177315848","0.417268438981416"
"Hauptschulabschluss","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","572","0.222044236134054","0.206439298360427","0.237649173907681"
"Hauptschulabschluss","2005","66 und älter","Westdeutschland, alte Bundeslaender","1749","0.644599526542037","0.626980757949483","0.662218295134591"
"Hauptschulabschluss","2005","66 und älter","Ostdeutschland, neue Bundeslaender","699","0.712877642998079","0.684450535389089","0.74130475060707"
"Realschulabschluss","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1057","0.286643145709727","0.272135348600214","0.301150942819239"
"Realschulabschluss","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","561","0.447185591824957","0.419894143950604","0.474477039699311"
"Realschulabschluss","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2331","0.252381012330685","0.243346896461062","0.261415128200308"
"Realschulabschluss","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1545","0.601095390373589","0.58271007584834","0.619480704898839"
"Realschulabschluss","2005","66 und älter","Westdeutschland, alte Bundeslaender","426","0.153176749579959","0.139919166085361","0.166434333074556"
"Realschulabschluss","2005","66 und älter","Ostdeutschland, neue Bundeslaender","121","0.126623617344966","0.105728262493655","0.147518972196276"
"Fachhochschulreife","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","221","0.0555866494157878","0.0482356975183011","0.0629376013132746"
"Fachhochschulreife","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","51","0.0455719776482489","0.0341244018602368","0.0570195534362611"
"Fachhochschulreife","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","576","0.0594689385778276","0.054550255724999","0.0643876214306562"
"Fachhochschulreife","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","46","0.0168094655391526","0.0119826507503735","0.0216362803279318"
"Fachhochschulreife","2005","66 und älter","Westdeutschland, alte Bundeslaender","107","0.037180701941288","0.0302159966377883","0.0441454072447878"
"Fachhochschulreife","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","945","0.242735012060327","0.228979795759597","0.256490228361057"
"Abitur","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","362","0.24678834793083","0.223122948504412","0.270453747357248"
"Abitur","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1895","0.16273941456013","0.155062373663507","0.170416455456753"
"Abitur","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","542","0.150310604799449","0.136892544234426","0.163728665364473"
"Abitur","2005","66 und älter","Westdeutschland, alte Bundeslaender","333","0.0915711671859798","0.0809542998826974","0.102188034489262"
"Abitur","2005","66 und älter","Ostdeutschland, neue Bundeslaender","109","0.103678797964188","0.0845244010578803","0.122833194870496"
"Anderer Abschluss","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","142","0.0486546955789647","0.0417521585870999","0.0555572325708294"
"Anderer Abschluss","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","781","0.098930070884043","0.0927205146510925","0.105139627116993"
"Anderer Abschluss","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","2005","66 und älter","Westdeutschland, alte Bundeslaender","163","0.0506951170888827","0.0426198390943709","0.0587703950833946"
"Anderer Abschluss","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","35","0.013236027088489","0.00956943379646828","0.0169026203805098"
"Ohne Abschluss verlassen","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","137","0.0192841743907008","0.0164240213439083","0.0221443274374933"
"Ohne Abschluss verlassen","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2005","66 und älter","Westdeutschland, alte Bundeslaender","56","0.0226883495556187","0.017206974113401","0.0281697249978364"
"Ohne Abschluss verlassen","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","509","0.10581360664391","0.0959448586118822","0.115682354675938"
"Noch kein Abschluss","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","147","0.0981121668379194","0.0817842531339983","0.114440080541841"
"Noch kein Abschluss","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2005","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2005","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","805","0.24525084114355","0.231509962475631","0.258991719811469"
"Hauptschulabschluss","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","141","0.132194659676617","0.113797079101887","0.150592240251346"
"Hauptschulabschluss","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3368","0.388717743145817","0.37893250562647","0.398502980665164"
"Hauptschulabschluss","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","535","0.200992044176851","0.186292291759321","0.215691796594381"
"Hauptschulabschluss","2006","66 und älter","Westdeutschland, alte Bundeslaender","2011","0.624970091309201","0.608531743552043","0.64140843906636"
"Hauptschulabschluss","2006","66 und älter","Ostdeutschland, neue Bundeslaender","811","0.701414304354146","0.67483717701336","0.727991431694933"
"Realschulabschluss","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1074","0.285721120143941","0.271292891709407","0.300149348578476"
"Realschulabschluss","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","560","0.437114116290978","0.410170853093783","0.464057379488174"
"Realschulabschluss","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2545","0.257653494031643","0.248874300011531","0.266432688051755"
"Realschulabschluss","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1670","0.61770662250637","0.599881416781348","0.635531828231391"
"Realschulabschluss","2006","66 und älter","Westdeutschland, alte Bundeslaender","528","0.162898843704382","0.150360401963716","0.175437285445047"
"Realschulabschluss","2006","66 und älter","Ostdeutschland, neue Bundeslaender","143","0.128393327213941","0.10896579092309","0.147820863504791"
"Fachhochschulreife","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","251","0.0627614282211822","0.0550153938639577","0.0705074625784067"
"Fachhochschulreife","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","51","0.040407962774964","0.0297120120290622","0.0511039135208659"
"Fachhochschulreife","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","617","0.0593019771934909","0.0545607256527003","0.0640432287342815"
"Fachhochschulreife","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","49","0.0146082060673256","0.0102072407237924","0.0190091714108588"
"Fachhochschulreife","2006","66 und älter","Westdeutschland, alte Bundeslaender","134","0.0374175218617525","0.0309735730607048","0.0438614706628002"
"Fachhochschulreife","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","964","0.238904040070867","0.225285222934177","0.252522857207558"
"Abitur","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","367","0.246135100747326","0.22273724085279","0.269532960641862"
"Abitur","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2080","0.179274341265545","0.17157432987189","0.186974352659199"
"Abitur","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","577","0.154824505854644","0.1415555015765","0.168093510132788"
"Abitur","2006","66 und älter","Westdeutschland, alte Bundeslaender","393","0.0940263199531191","0.0841162184088613","0.103936421497377"
"Abitur","2006","66 und älter","Ostdeutschland, neue Bundeslaender","127","0.105969858074878","0.0880945520400479","0.123845164109708"
"Anderer Abschluss","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","153","0.0559299349757268","0.0485910141250133","0.0632688558264403"
"Anderer Abschluss","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","788","0.0957691523599074","0.0898618965828482","0.101676408136967"
"Anderer Abschluss","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","2006","66 und älter","Westdeutschland, alte Bundeslaender","193","0.0566294234867849","0.0487814445618482","0.0644774024117216"
"Anderer Abschluss","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","31","0.0132606797788765","0.00960732335480606","0.016914036202947"
"Ohne Abschluss verlassen","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","123","0.0180861570501313","0.015411037872896","0.0207612762273665"
"Ohne Abschluss verlassen","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2006","66 und älter","Westdeutschland, alte Bundeslaender","64","0.0220847110186241","0.0170948083661736","0.0270746136710747"
"Ohne Abschluss verlassen","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","488","0.0981719556658562","0.0886688945404458","0.107675016791267"
"Noch kein Abschluss","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","147","0.0947603761749446","0.078851563624252","0.110669188725637"
"Noch kein Abschluss","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2006","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2006","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","677","0.217701846729868","0.203909149205512","0.231494544254223"
"Hauptschulabschluss","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","124","0.124997388675917","0.10634005405761","0.143654723294224"
"Hauptschulabschluss","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3021","0.377337195796733","0.367202305590474","0.387472086002992"
"Hauptschulabschluss","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","441","0.184349695384772","0.169594237884887","0.199105152884658"
"Hauptschulabschluss","2007","66 und älter","Westdeutschland, alte Bundeslaender","1921","0.620069156261206","0.603382137620171","0.636756174902241"
"Hauptschulabschluss","2007","66 und älter","Ostdeutschland, neue Bundeslaender","805","0.705436808665631","0.678963725404361","0.731909891926901"
"Realschulabschluss","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","962","0.290261368238909","0.275091708320893","0.305431028156925"
"Realschulabschluss","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","487","0.3998133915452","0.372177958472635","0.427448824617765"
"Realschulabschluss","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2394","0.261823515351242","0.252631468998406","0.271015561704079"
"Realschulabschluss","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1580","0.629352535304026","0.610974165925639","0.647730904682412"
"Realschulabschluss","2007","66 und älter","Westdeutschland, alte Bundeslaender","532","0.159834983251023","0.147236315367044","0.172433651135002"
"Realschulabschluss","2007","66 und älter","Ostdeutschland, neue Bundeslaender","152","0.130952839910956","0.111361444865284","0.150544234956629"
"Fachhochschulreife","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","212","0.0581760264581483","0.0503527459762776","0.065999306940019"
"Fachhochschulreife","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","53","0.0519586900254048","0.0394377428469655","0.0644796372038441"
"Fachhochschulreife","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","577","0.0617765217228709","0.0567427600216783","0.0668102834240636"
"Fachhochschulreife","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","51","0.0152623090824911","0.0105973281962577","0.0199272899687245"
"Fachhochschulreife","2007","66 und älter","Westdeutschland, alte Bundeslaender","144","0.0448853572914204","0.0377668898103033","0.0520038247725374"
"Fachhochschulreife","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","956","0.257760920620593","0.243142096252909","0.272379744988277"
"Abitur","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","362","0.264951438125969","0.240055092031394","0.289847784220545"
"Abitur","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1979","0.184834272866583","0.176718273855734","0.192950271877432"
"Abitur","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","557","0.158133322966524","0.144249379891579","0.172017266041469"
"Abitur","2007","66 und älter","Westdeutschland, alte Bundeslaender","405","0.0960266326409075","0.0858973176121925","0.106155947669623"
"Abitur","2007","66 und älter","Ostdeutschland, neue Bundeslaender","133","0.111662052835117","0.0933714449243176","0.129952660745916"
"Anderer Abschluss","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","125","0.0511738578701139","0.043809253804479","0.0585384619357487"
"Anderer Abschluss","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","706","0.0962920689927899","0.0901241724021423","0.102459965583438"
"Anderer Abschluss","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","2007","66 und älter","Westdeutschland, alte Bundeslaender","189","0.0590837317944737","0.0509775589782765","0.0671899046106709"
"Anderer Abschluss","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Ohne Abschluss verlassen","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","108","0.0177995546000681","0.015034953931478","0.0205641552686583"
"Ohne Abschluss verlassen","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2007","66 und älter","Westdeutschland, alte Bundeslaender","58","0.019979290852355","0.0151685266388358","0.0247900550658741"
"Ohne Abschluss verlassen","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","478","0.112825022609254","0.102251021301569","0.123399023916939"
"Noch kein Abschluss","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","152","0.109845040386655","0.09220427230873","0.127485808464581"
