year,pgisced97,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Upper Secondary Level,Secondary School Degree,0.56454,3582,6916,0.55285,0.57623
1998,Upper Secondary Level,Intermediate School Degree,0.33108,2477,6916,0.31999,0.34218
1998,Upper Secondary Level,Technical School Degree,0.00813,56,6916,0.00601,0.01024
1998,Upper Secondary Level,Upper Secondary Degree,0.05037,356,6916,0.04522,0.05553
1998,Upper Secondary Level,Other Degree,0.03911,384,6916,0.03454,0.04368
1998,Upper Secondary Level,"Dropout, No School Degree",0.00616,61,6916,0.00431,0.00800
1998,Post-secondary Non-tertiary Level,Technical School Degree,0.24694,112,489,0.20868,0.28520
1998,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.58719,291,489,0.54351,0.63088
1998,Post-secondary Non-tertiary Level,Other Degree,0.13011,86,489,0.10026,0.15996
1998,First Stage of Tertiary Education,Secondary School Degree,0.38030,284,800,0.34664,0.41396
1998,First Stage of Tertiary Education,Intermediate School Degree,0.38720,358,800,0.35342,0.42097
1998,First Stage of Tertiary Education,Technical School Degree,0.06874,50,800,0.05119,0.08628
1998,First Stage of Tertiary Education,Upper Secondary Degree,0.15288,108,800,0.12793,0.17784
1998,Second Stage of Tertiary Education,Secondary School Degree,0.06557,122,1942,0.05456,0.07658
1998,Second Stage of Tertiary Education,Intermediate School Degree,0.19412,502,1942,0.17653,0.21172
1998,Second Stage of Tertiary Education,Technical School Degree,0.12535,177,1942,0.11062,0.14008
1998,Second Stage of Tertiary Education,Upper Secondary Degree,0.56687,1056,1942,0.54483,0.58891
1998,Second Stage of Tertiary Education,Other Degree,0.04550,85,1942,0.03623,0.05478
1999,Primary Level,Other Degree,0.11609,34,423,0.08553,0.14666
1999,Primary Level,"Dropout, No School Degree",0.75234,320,423,0.71115,0.79352
1999,Primary Level,No School Attended,0.13157,69,423,0.09932,0.16382
1999,Lower Secondary Level,Secondary School Degree,0.71977,1545,2439,0.70195,0.73760
1999,Lower Secondary Level,Intermediate School Degree,0.19621,531,2439,0.18045,0.21198
1999,Lower Secondary Level,Other Degree,0.08401,363,2439,0.07300,0.09503
1999,Upper Secondary Level,Secondary School Degree,0.56773,3533,6828,0.55597,0.57948
1999,Upper Secondary Level,Intermediate School Degree,0.32842,2466,6828,0.31728,0.33956
1999,Upper Secondary Level,Technical School Degree,0.00780,55,6828,0.00572,0.00989
1999,Upper Secondary Level,Upper Secondary Degree,0.04965,354,6828,0.04450,0.05480
1999,Upper Secondary Level,Other Degree,0.03933,357,6828,0.03472,0.04395
1999,Upper Secondary Level,"Dropout, No School Degree",0.00681,63,6828,0.00486,0.00876
1999,Post-secondary Non-tertiary Level,Technical School Degree,0.23750,112,487,0.19967,0.27534
1999,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.59782,292,487,0.55422,0.64141
1999,Post-secondary Non-tertiary Level,Other Degree,0.12800,83,487,0.09830,0.15770
1999,First Stage of Tertiary Education,Secondary School Degree,0.37969,276,795,0.34594,0.41345
1999,First Stage of Tertiary Education,Intermediate School Degree,0.38300,359,795,0.34919,0.41682
1999,First Stage of Tertiary Education,Technical School Degree,0.06693,50,795,0.04954,0.08431
1999,First Stage of Tertiary Education,Upper Secondary Degree,0.15791,110,795,0.13255,0.18328
1999,Second Stage of Tertiary Education,Secondary School Degree,0.06407,120,1934,0.05316,0.07499
1999,Second Stage of Tertiary Education,Intermediate School Degree,0.18598,488,1934,0.16864,0.20333
1999,Second Stage of Tertiary Education,Technical School Degree,0.12294,168,1934,0.10830,0.13758
1999,Second Stage of Tertiary Education,Upper Secondary Degree,0.57997,1076,1934,0.55797,0.60198
1999,Second Stage of Tertiary Education,Other Degree,0.04703,82,1934,0.03759,0.05647
2000,Primary Level,Other Degree,0.09872,47,390,0.06908,0.12836
2000,Primary Level,"Dropout, No School Degree",0.86832,343,390,0.83471,0.90192
2000,Lower Secondary Level,Secondary School Degree,0.71286,2338,3553,0.69799,0.72774
2000,Lower Secondary Level,Intermediate School Degree,0.18172,731,3553,0.16904,0.19440
2000,Lower Secondary Level,Other Degree,0.10542,484,3553,0.09532,0.11552
2000,Upper Secondary Level,Secondary School Degree,0.55758,6759,12788,0.54897,0.56619
2000,Upper Secondary Level,Intermediate School Degree,0.34641,4719,12788,0.33816,0.35466
2000,Upper Secondary Level,Technical School Degree,0.00611,81,12788,0.00476,0.00746
2000,Upper Secondary Level,Upper Secondary Degree,0.04587,628,12788,0.04225,0.04950
2000,Upper Secondary Level,Other Degree,0.03912,543,12788,0.03576,0.04248
2000,Upper Secondary Level,"Dropout, No School Degree",0.00483,58,12788,0.00363,0.00603
2000,Post-secondary Non-tertiary Level,Secondary School Degree,0.03106,33,1118,0.02089,0.04123
2000,Post-secondary Non-tertiary Level,Intermediate School Degree,0.04000,42,1118,0.02850,0.05149
2000,Post-secondary Non-tertiary Level,Technical School Degree,0.27273,295,1118,0.24661,0.29885
2000,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.53494,591,1118,0.50569,0.56419
2000,Post-secondary Non-tertiary Level,Other Degree,0.12128,157,1118,0.10213,0.14042
2000,First Stage of Tertiary Education,Secondary School Degree,0.32888,593,1872,0.30759,0.35016
2000,First Stage of Tertiary Education,Intermediate School Degree,0.40686,816,1872,0.38460,0.42912
2000,First Stage of Tertiary Education,Technical School Degree,0.09986,174,1872,0.08627,0.11344
2000,First Stage of Tertiary Education,Upper Secondary Degree,0.11911,206,1872,0.10443,0.13379
2000,First Stage of Tertiary Education,Other Degree,0.03837,83,1872,0.02966,0.04707
2000,Second Stage of Tertiary Education,Secondary School Degree,0.05538,207,3812,0.04812,0.06264
2000,Second Stage of Tertiary Education,Intermediate School Degree,0.14960,673,3812,0.13827,0.16092
2000,Second Stage of Tertiary Education,Technical School Degree,0.13852,466,3812,0.12755,0.14949
2000,Second Stage of Tertiary Education,Upper Secondary Degree,0.59425,2254,3812,0.57866,0.60985
2000,Second Stage of Tertiary Education,Other Degree,0.06209,212,3812,0.05443,0.06976
2001,Primary Level,Other Degree,0.11153,39,304,0.07608,0.14697
2001,Primary Level,"Dropout, No School Degree",0.86671,265,304,0.82844,0.90498
2001,Lower Secondary Level,Secondary School Degree,0.70185,1996,3082,0.68569,0.71800
2001,Lower Secondary Level,Intermediate School Degree,0.18456,649,3082,0.17086,0.19826
2001,Lower Secondary Level,Other Degree,0.11360,437,3082,0.10239,0.12480
2001,Upper Secondary Level,Secondary School Degree,0.55047,5989,11564,0.54140,0.55953
2001,Upper Secondary Level,Intermediate School Degree,0.35202,4371,11564,0.34332,0.36073
2001,Upper Secondary Level,Technical School Degree,0.00715,80,11564,0.00561,0.00868
2001,Upper Secondary Level,Upper Secondary Degree,0.04668,596,11564,0.04283,0.05052
2001,Upper Secondary Level,Other Degree,0.03969,486,11564,0.03613,0.04325
2001,Upper Secondary Level,"Dropout, No School Degree",0.00397,42,11564,0.00282,0.00511
2001,Post-secondary Non-tertiary Level,Secondary School Degree,0.03362,31,1066,0.02279,0.04445
2001,Post-secondary Non-tertiary Level,Intermediate School Degree,0.03675,38,1066,0.02545,0.04805
2001,Post-secondary Non-tertiary Level,Technical School Degree,0.27291,292,1066,0.24616,0.29967
2001,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.53071,553,1066,0.50073,0.56068
2001,Post-secondary Non-tertiary Level,Other Degree,0.12601,152,1066,0.10608,0.14594
2001,First Stage of Tertiary Education,Secondary School Degree,0.32611,522,1666,0.30359,0.34863
2001,First Stage of Tertiary Education,Intermediate School Degree,0.41078,734,1666,0.38715,0.43441
2001,First Stage of Tertiary Education,Technical School Degree,0.10124,160,1666,0.08675,0.11572
2001,First Stage of Tertiary Education,Upper Secondary Degree,0.12418,187,1666,0.10834,0.14003
2001,First Stage of Tertiary Education,Other Degree,0.03129,63,1666,0.02293,0.03965
2001,Second Stage of Tertiary Education,Secondary School Degree,0.05165,188,3545,0.04436,0.05893
2001,Second Stage of Tertiary Education,Intermediate School Degree,0.14615,626,3545,0.13452,0.15778
2001,Second Stage of Tertiary Education,Technical School Degree,0.13574,425,3545,0.12446,0.14701
2001,Second Stage of Tertiary Education,Upper Secondary Degree,0.60276,2121,3545,0.58665,0.61887
2001,Second Stage of Tertiary Education,Other Degree,0.06353,185,3545,0.05550,0.07157
2002,Primary Level,Other Degree,0.12273,39,281,0.08430,0.16117
2002,Primary Level,"Dropout, No School Degree",0.85816,242,281,0.81729,0.89903
2002,Lower Secondary Level,Secondary School Degree,0.69847,1840,2891,0.68174,0.71521
2002,Lower Secondary Level,Intermediate School Degree,0.18647,649,2891,0.17227,0.20067
2002,Lower Secondary Level,Other Degree,0.11505,402,2891,0.10342,0.12669
2002,Upper Secondary Level,Secondary School Degree,0.54606,5735,11565,0.53699,0.55514
2002,Upper Secondary Level,Intermediate School Degree,0.35624,4550,11565,0.34751,0.36497
2002,Upper Secondary Level,Technical School Degree,0.00658,82,11565,0.00511,0.00805
2002,Upper Secondary Level,Upper Secondary Degree,0.04714,697,11565,0.04328,0.05101
2002,Upper Secondary Level,Other Degree,0.04007,461,11565,0.03649,0.04364
2002,Upper Secondary Level,"Dropout, No School Degree",0.00383,40,11565,0.00270,0.00495
2002,Post-secondary Non-tertiary Level,Secondary School Degree,0.03444,31,1165,0.02396,0.04491
2002,Post-secondary Non-tertiary Level,Intermediate School Degree,0.03627,37,1165,0.02553,0.04701
2002,Post-secondary Non-tertiary Level,Technical School Degree,0.27924,328,1165,0.25347,0.30501
2002,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52155,629,1165,0.49285,0.55025
2002,Post-secondary Non-tertiary Level,Other Degree,0.12850,140,1165,0.10927,0.14772
2002,First Stage of Tertiary Education,Secondary School Degree,0.32995,520,1732,0.30780,0.35210
2002,First Stage of Tertiary Education,Intermediate School Degree,0.41401,768,1732,0.39080,0.43721
2002,First Stage of Tertiary Education,Technical School Degree,0.09469,170,1732,0.08090,0.10849
2002,First Stage of Tertiary Education,Upper Secondary Degree,0.11710,205,1732,0.10195,0.13225
2002,First Stage of Tertiary Education,Other Degree,0.03843,69,1732,0.02938,0.04749
2002,Second Stage of Tertiary Education,Secondary School Degree,0.05405,198,4549,0.04748,0.06062
2002,Second Stage of Tertiary Education,Intermediate School Degree,0.14794,680,4549,0.13762,0.15825
2002,Second Stage of Tertiary Education,Technical School Degree,0.13552,510,4549,0.12557,0.14547
2002,Second Stage of Tertiary Education,Upper Secondary Degree,0.59762,2955,4549,0.58337,0.61187
2002,Second Stage of Tertiary Education,Other Degree,0.06466,206,4549,0.05751,0.07180
2003,Primary Level,Other Degree,0.12410,40,268,0.08455,0.16364
2003,Primary Level,"Dropout, No School Degree",0.86239,228,268,0.82107,0.90371
2003,Lower Secondary Level,Secondary School Degree,0.69676,1735,2734,0.67953,0.71399
2003,Lower Secondary Level,Intermediate School Degree,0.19030,624,2734,0.17558,0.20501
2003,Lower Secondary Level,Other Degree,0.11294,375,2734,0.10108,0.12481
2003,Upper Secondary Level,Secondary School Degree,0.53760,5442,11079,0.52831,0.54688
2003,Upper Secondary Level,Intermediate School Degree,0.36170,4392,11079,0.35276,0.37065
2003,Upper Secondary Level,Technical School Degree,0.00689,90,11079,0.00535,0.00843
2003,Upper Secondary Level,Upper Secondary Degree,0.04709,674,11079,0.04315,0.05104
2003,Upper Secondary Level,Other Degree,0.04237,438,11079,0.03862,0.04612
2003,Upper Secondary Level,"Dropout, No School Degree",0.00435,43,11079,0.00312,0.00557
2003,Post-secondary Non-tertiary Level,Intermediate School Degree,0.03666,36,1124,0.02567,0.04766
2003,Post-secondary Non-tertiary Level,Technical School Degree,0.28790,325,1124,0.26142,0.31438
2003,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.53181,635,1124,0.50262,0.56099
2003,Post-secondary Non-tertiary Level,Other Degree,0.11534,128,1124,0.09665,0.13402
2003,First Stage of Tertiary Education,Secondary School Degree,0.32031,495,1678,0.29798,0.34265
2003,First Stage of Tertiary Education,Intermediate School Degree,0.41845,748,1678,0.39484,0.44206
2003,First Stage of Tertiary Education,Technical School Degree,0.09487,167,1678,0.08084,0.10889
2003,First Stage of Tertiary Education,Upper Secondary Degree,0.12521,206,1678,0.10937,0.14105
2003,First Stage of Tertiary Education,Other Degree,0.03582,62,1678,0.02693,0.04472
2003,Second Stage of Tertiary Education,Secondary School Degree,0.05185,193,4344,0.04526,0.05844
2003,Second Stage of Tertiary Education,Intermediate School Degree,0.14172,644,4344,0.13135,0.15210
2003,Second Stage of Tertiary Education,Technical School Degree,0.13598,477,4344,0.12578,0.14617
2003,Second Stage of Tertiary Education,Upper Secondary Degree,0.60341,2834,4344,0.58886,0.61796
2003,Second Stage of Tertiary Education,Other Degree,0.06683,196,4344,0.05940,0.07425
2004,Primary Level,Other Degree,0.13422,41,253,0.09214,0.17631
2004,Primary Level,"Dropout, No School Degree",0.85826,212,253,0.81519,0.90132
2004,Lower Secondary Level,Secondary School Degree,0.69114,1617,2574,0.67328,0.70899
2004,Lower Secondary Level,Intermediate School Degree,0.18890,603,2574,0.17377,0.20402
2004,Lower Secondary Level,Other Degree,0.11996,354,2574,0.10741,0.13252
2004,Upper Secondary Level,Secondary School Degree,0.53573,5227,10727,0.52629,0.54517
2004,Upper Secondary Level,Intermediate School Degree,0.36143,4271,10727,0.35234,0.37052
2004,Upper Secondary Level,Technical School Degree,0.00688,91,10727,0.00531,0.00844
2004,Upper Secondary Level,Upper Secondary Degree,0.04683,665,10727,0.04284,0.05083
2004,Upper Secondary Level,Other Degree,0.04361,427,10727,0.03975,0.04748
2004,Upper Secondary Level,"Dropout, No School Degree",0.00542,46,10727,0.00403,0.00681
2004,Post-secondary Non-tertiary Level,Intermediate School Degree,0.03793,39,1131,0.02679,0.04907
2004,Post-secondary Non-tertiary Level,Technical School Degree,0.28978,326,1131,0.26333,0.31623
2004,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52805,646,1131,0.49894,0.55716
2004,Post-secondary Non-tertiary Level,Other Degree,0.12049,120,1131,0.10151,0.13947
2004,First Stage of Tertiary Education,Secondary School Degree,0.32133,478,1631,0.29866,0.34400
2004,First Stage of Tertiary Education,Intermediate School Degree,0.42271,727,1631,0.39872,0.44669
2004,First Stage of Tertiary Education,Technical School Degree,0.08806,159,1631,0.07430,0.10182
2004,First Stage of Tertiary Education,Upper Secondary Degree,0.12263,208,1631,0.10670,0.13855
2004,First Stage of Tertiary Education,Other Degree,0.03904,59,1631,0.02963,0.04844
2004,Second Stage of Tertiary Education,Secondary School Degree,0.05226,189,4282,0.04559,0.05893
2004,Second Stage of Tertiary Education,Intermediate School Degree,0.14321,642,4282,0.13272,0.15371
2004,Second Stage of Tertiary Education,Technical School Degree,0.13368,475,4282,0.12349,0.14388
2004,Second Stage of Tertiary Education,Upper Secondary Degree,0.60354,2786,4282,0.58889,0.61820
2004,Second Stage of Tertiary Education,Other Degree,0.06709,190,4282,0.05960,0.07459
2005,Primary Level,Other Degree,0.14377,41,242,0.09948,0.18807
2005,Primary Level,"Dropout, No School Degree",0.85146,201,242,0.80656,0.89636
2005,Lower Secondary Level,Secondary School Degree,0.66743,1488,2391,0.64854,0.68632
2005,Lower Secondary Level,Intermediate School Degree,0.20581,572,2391,0.18960,0.22202
2005,Lower Secondary Level,Other Degree,0.12676,331,2391,0.11342,0.14010
2005,Upper Secondary Level,Secondary School Degree,0.52501,4929,10172,0.51530,0.53471
2005,Upper Secondary Level,Intermediate School Degree,0.37068,4096,10172,0.36130,0.38007
2005,Upper Secondary Level,Technical School Degree,0.00680,83,10172,0.00520,0.00839
2005,Upper Secondary Level,Upper Secondary Degree,0.04901,629,10172,0.04481,0.05321
2005,Upper Secondary Level,Other Degree,0.04262,394,10172,0.03869,0.04654
2005,Upper Secondary Level,"Dropout, No School Degree",0.00561,41,10172,0.00416,0.00706
2005,Post-secondary Non-tertiary Level,Intermediate School Degree,0.03749,36,1106,0.02629,0.04869
2005,Post-secondary Non-tertiary Level,Technical School Degree,0.29059,329,1106,0.26382,0.31736
2005,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52166,622,1106,0.49221,0.55112
2005,Post-secondary Non-tertiary Level,Other Degree,0.13097,119,1106,0.11108,0.15086
2005,First Stage of Tertiary Education,Secondary School Degree,0.30802,450,1551,0.28504,0.33101
2005,First Stage of Tertiary Education,Intermediate School Degree,0.42938,698,1551,0.40473,0.45402
2005,First Stage of Tertiary Education,Technical School Degree,0.09142,150,1551,0.07707,0.10577
2005,First Stage of Tertiary Education,Upper Secondary Degree,0.12485,198,1551,0.10839,0.14130
2005,First Stage of Tertiary Education,Other Degree,0.04092,55,1551,0.03106,0.05078
2005,Second Stage of Tertiary Education,Secondary School Degree,0.04995,182,4150,0.04332,0.05658
2005,Second Stage of Tertiary Education,Intermediate School Degree,0.13573,619,4150,0.12531,0.14615
2005,Second Stage of Tertiary Education,Technical School Degree,0.13025,455,4150,0.12001,0.14050
2005,Second Stage of Tertiary Education,Upper Secondary Degree,0.61279,2708,4150,0.59797,0.62761
2005,Second Stage of Tertiary Education,Other Degree,0.07108,186,4150,0.06326,0.07890
2006,Primary Level,Other Degree,0.16343,47,237,0.11626,0.21061
2006,Primary Level,"Dropout, No School Degree",0.83121,190,237,0.78342,0.87900
2006,Lower Secondary Level,Secondary School Degree,0.66820,1606,2535,0.64986,0.68653
2006,Lower Secondary Level,Intermediate School Degree,0.20540,602,2535,0.18967,0.22113
2006,Lower Secondary Level,Other Degree,0.12641,327,2535,0.11347,0.13935
2006,Upper Secondary Level,Secondary School Degree,0.51191,5314,10976,0.50256,0.52126
2006,Upper Secondary Level,Intermediate School Degree,0.37748,4438,10976,0.36841,0.38655
2006,Upper Secondary Level,Technical School Degree,0.00844,98,10976,0.00673,0.01015
2006,Upper Secondary Level,Upper Secondary Degree,0.04985,653,10976,0.04578,0.05392
2006,Upper Secondary Level,Other Degree,0.04590,427,10976,0.04199,0.04982
2006,Upper Secondary Level,"Dropout, No School Degree",0.00580,46,10976,0.00438,0.00722
2006,Post-secondary Non-tertiary Level,Intermediate School Degree,0.03237,35,1190,0.02231,0.04244
2006,Post-secondary Non-tertiary Level,Technical School Degree,0.28828,358,1190,0.26253,0.31402
2006,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52469,668,1190,0.49630,0.55307
2006,Post-secondary Non-tertiary Level,Other Degree,0.13334,129,1190,0.11402,0.15266
2006,First Stage of Tertiary Education,Secondary School Degree,0.30364,480,1639,0.28137,0.32591
2006,First Stage of Tertiary Education,Intermediate School Degree,0.42346,725,1639,0.39953,0.44738
2006,First Stage of Tertiary Education,Technical School Degree,0.09397,163,1639,0.07984,0.10810
2006,First Stage of Tertiary Education,Upper Secondary Degree,0.13383,211,1639,0.11734,0.15031
2006,First Stage of Tertiary Education,Other Degree,0.04225,60,1639,0.03251,0.05199
2006,Second Stage of Tertiary Education,Secondary School Degree,0.04470,195,4551,0.03870,0.05071
2006,Second Stage of Tertiary Education,Intermediate School Degree,0.13830,692,4551,0.12827,0.14833
2006,Second Stage of Tertiary Education,Technical School Degree,0.12556,502,4551,0.11593,0.13519
2006,Second Stage of Tertiary Education,Upper Secondary Degree,0.61863,2954,4551,0.60452,0.63274
2006,Second Stage of Tertiary Education,Other Degree,0.07200,208,4551,0.06449,0.07951
2007,Primary Level,Other Degree,0.16295,42,213,0.11324,0.21267
2007,Primary Level,"Dropout, No School Degree",0.83047,171,213,0.77997,0.88098
2007,Lower Secondary Level,Secondary School Degree,0.64834,1422,2256,0.62863,0.66805
2007,Lower Secondary Level,Intermediate School Degree,0.21652,547,2256,0.19952,0.23352
2007,Lower Secondary Level,Other Degree,0.13514,287,2256,0.12103,0.14925
2007,Upper Secondary Level,Secondary School Degree,0.50502,4864,10199,0.49531,0.51472
2007,Upper Secondary Level,Intermediate School Degree,0.38189,4190,10199,0.37246,0.39132
2007,Upper Secondary Level,Technical School Degree,0.00919,88,10199,0.00733,0.01104
2007,Upper Secondary Level,Upper Secondary Degree,0.05462,651,10199,0.05021,0.05903
2007,Upper Secondary Level,Other Degree,0.04403,368,10199,0.04004,0.04801
2007,Upper Secondary Level,"Dropout, No School Degree",0.00526,38,10199,0.00386,0.00667
2007,Post-secondary Non-tertiary Level,Intermediate School Degree,0.03158,32,1146,0.02145,0.04171
2007,Post-secondary Non-tertiary Level,Technical School Degree,0.29230,350,1146,0.26596,0.31865
2007,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52637,645,1146,0.49745,0.55529
2007,Post-secondary Non-tertiary Level,Other Degree,0.12516,119,1146,0.10599,0.14433
2007,First Stage of Tertiary Education,Secondary School Degree,0.30308,439,1526,0.28001,0.32615
2007,First Stage of Tertiary Education,Intermediate School Degree,0.42670,683,1526,0.40187,0.45152
2007,First Stage of Tertiary Education,Technical School Degree,0.09287,152,1526,0.07830,0.10743
2007,First Stage of Tertiary Education,Upper Secondary Degree,0.13461,199,1526,0.11748,0.15174
2007,First Stage of Tertiary Education,Other Degree,0.04115,53,1526,0.03118,0.05112
2007,Second Stage of Tertiary Education,Secondary School Degree,0.04488,188,4362,0.03874,0.05103
2007,Second Stage of Tertiary Education,Intermediate School Degree,0.12694,633,4362,0.11706,0.13682
2007,Second Stage of Tertiary Education,Technical School Degree,0.12752,468,4362,0.11762,0.13742
2007,Second Stage of Tertiary Education,Upper Secondary Degree,0.63039,2872,4362,0.61606,0.64472
2007,Second Stage of Tertiary Education,Other Degree,0.06982,201,4362,0.06225,0.07738
2008,Primary Level,Other Degree,0.16194,37,182,0.10827,0.21561
2008,Primary Level,"Dropout, No School Degree",0.83200,145,182,0.77753,0.88647
2008,Lower Secondary Level,Secondary School Degree,0.65101,1309,2065,0.63044,0.67157
2008,Lower Secondary Level,Intermediate School Degree,0.21823,505,2065,0.20041,0.23605
2008,Lower Secondary Level,Other Degree,0.13077,251,2065,0.11622,0.14531
2008,Upper Secondary Level,Secondary School Degree,0.49819,4557,9592,0.48818,0.50819
2008,Upper Secondary Level,Intermediate School Degree,0.38823,4003,9592,0.37848,0.39798
2008,Upper Secondary Level,Technical School Degree,0.01222,97,9592,0.01002,0.01442
2008,Upper Secondary Level,Upper Secondary Degree,0.05305,575,9592,0.04856,0.05753
2008,Upper Secondary Level,Other Degree,0.04264,321,9592,0.03859,0.04668
2008,Upper Secondary Level,"Dropout, No School Degree",0.00544,39,9592,0.00396,0.00691
2008,Post-secondary Non-tertiary Level,Intermediate School Degree,0.03436,31,1075,0.02346,0.04525
2008,Post-secondary Non-tertiary Level,Technical School Degree,0.29630,333,1075,0.26899,0.32361
2008,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52806,602,1075,0.49820,0.55791
2008,Post-secondary Non-tertiary Level,Other Degree,0.12159,109,1075,0.10205,0.14114
2008,First Stage of Tertiary Education,Secondary School Degree,0.30888,416,1406,0.28472,0.33304
2008,First Stage of Tertiary Education,Intermediate School Degree,0.42785,623,1406,0.40198,0.45372
2008,First Stage of Tertiary Education,Technical School Degree,0.09556,137,1406,0.08019,0.11093
2008,First Stage of Tertiary Education,Upper Secondary Degree,0.12750,181,1406,0.11006,0.14494
2008,First Stage of Tertiary Education,Other Degree,0.03857,49,1406,0.02850,0.04864
2008,Second Stage of Tertiary Education,Secondary School Degree,0.04273,176,4162,0.03658,0.04887
2008,Second Stage of Tertiary Education,Intermediate School Degree,0.12584,609,4162,0.11577,0.13592
2008,Second Stage of Tertiary Education,Technical School Degree,0.12420,450,4162,0.11418,0.13422
2008,Second Stage of Tertiary Education,Upper Secondary Degree,0.64024,2748,4162,0.62566,0.65482
2008,Second Stage of Tertiary Education,Other Degree,0.06610,179,4162,0.05855,0.07365
2009,Primary Level,Other Degree,0.16330,33,163,0.10638,0.22022
2009,Primary Level,"Dropout, No School Degree",0.83038,130,163,0.77259,0.88818
2009,Lower Secondary Level,Secondary School Degree,0.65539,1180,1830,0.63361,0.67717
2009,Lower Secondary Level,Intermediate School Degree,0.22320,447,1830,0.20411,0.24228
2009,Lower Secondary Level,Other Degree,0.12141,203,1830,0.10644,0.13638
2009,Upper Secondary Level,Secondary School Degree,0.48966,4210,8922,0.47929,0.50004
2009,Upper Secondary Level,Intermediate School Degree,0.39447,3770,8922,0.38433,0.40461
2009,Upper Secondary Level,Technical School Degree,0.01371,90,8922,0.01129,0.01612
2009,Upper Secondary Level,Upper Secondary Degree,0.05628,542,8922,0.05150,0.06106
2009,Upper Secondary Level,Other Degree,0.04023,273,8922,0.03615,0.04431
2009,Upper Secondary Level,"Dropout, No School Degree",0.00565,37,8922,0.00410,0.00721
2009,Post-secondary Non-tertiary Level,Technical School Degree,0.31552,315,954,0.28601,0.34502
2009,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52666,548,954,0.49496,0.55836
2009,Post-secondary Non-tertiary Level,Other Degree,0.10474,91,954,0.08530,0.12419
2009,First Stage of Tertiary Education,Secondary School Degree,0.29938,383,1322,0.27468,0.32407
2009,First Stage of Tertiary Education,Intermediate School Degree,0.43575,600,1322,0.40901,0.46249
2009,First Stage of Tertiary Education,Technical School Degree,0.09696,127,1322,0.08100,0.11292
2009,First Stage of Tertiary Education,Upper Secondary Degree,0.13148,173,1322,0.11326,0.14971
2009,First Stage of Tertiary Education,Other Degree,0.03478,39,1322,0.02490,0.04466
2009,Second Stage of Tertiary Education,Secondary School Degree,0.04221,160,3998,0.03598,0.04845
2009,Second Stage of Tertiary Education,Intermediate School Degree,0.12481,588,3998,0.11457,0.13506
2009,Second Stage of Tertiary Education,Technical School Degree,0.12562,431,3998,0.11535,0.13590
2009,Second Stage of Tertiary Education,Upper Secondary Degree,0.64132,2650,3998,0.62645,0.65619
2009,Second Stage of Tertiary Education,Other Degree,0.06529,169,3998,0.05763,0.07295
2010,Primary Level,Other Degree,0.16148,55,342,0.12243,0.20054
2010,Primary Level,"Dropout, No School Degree",0.83244,287,342,0.79280,0.87208
2010,Lower Secondary Level,Secondary School Degree,0.61900,1481,2510,0.60000,0.63800
2010,Lower Secondary Level,Intermediate School Degree,0.22613,653,2510,0.20976,0.24250
2010,Lower Secondary Level,Other Degree,0.15487,376,2510,0.14071,0.16902
2010,Upper Secondary Level,Secondary School Degree,0.47511,4838,11606,0.46603,0.48420
2010,Upper Secondary Level,Intermediate School Degree,0.39903,5415,11606,0.39012,0.40794
2010,Upper Secondary Level,Technical School Degree,0.01316,117,11606,0.01108,0.01523
2010,Upper Secondary Level,Upper Secondary Degree,0.05977,639,11606,0.05546,0.06409
2010,Upper Secondary Level,Other Degree,0.04665,530,11606,0.04282,0.05049
2010,Upper Secondary Level,"Dropout, No School Degree",0.00620,67,11606,0.00477,0.00763
2010,Post-secondary Non-tertiary Level,Technical School Degree,0.31545,538,1674,0.29319,0.33772
2010,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52882,918,1674,0.50490,0.55274
2010,Post-secondary Non-tertiary Level,Other Degree,0.10255,218,1674,0.08801,0.11709
2010,First Stage of Tertiary Education,Secondary School Degree,0.27313,397,1599,0.25129,0.29498
2010,First Stage of Tertiary Education,Intermediate School Degree,0.43204,744,1599,0.40775,0.45632
2010,First Stage of Tertiary Education,Technical School Degree,0.11239,186,1599,0.09690,0.12787
2010,First Stage of Tertiary Education,Upper Secondary Degree,0.14011,229,1599,0.12309,0.15713
2010,First Stage of Tertiary Education,Other Degree,0.04002,43,1599,0.03041,0.04963
2010,Second Stage of Tertiary Education,Secondary School Degree,0.04037,151,5320,0.03508,0.04566
2010,Second Stage of Tertiary Education,Intermediate School Degree,0.12407,645,5320,0.11521,0.13293
2010,Second Stage of Tertiary Education,Technical School Degree,0.12479,529,5320,0.11591,0.13367
2010,Second Stage of Tertiary Education,Upper Secondary Degree,0.63171,3629,5320,0.61875,0.64468
