year,pgisced97,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Second Stage of Tertiary Education,Upper Secondary Degree,0.69725,475,684,0.66280,0.73171
1988,Second Stage of Tertiary Education,Other Degree,0.01424,35,684,0.00535,0.02312
1989,Primary Level,"Dropout, No School Degree",0.72346,479,616,0.68811,0.75881
1989,Primary Level,No School Attended,0.14591,137,616,0.11801,0.17381
1989,Lower Secondary Level,Secondary School Degree,0.78730,1650,2570,0.77147,0.80312
1989,Lower Secondary Level,Intermediate School Degree,0.16127,392,2570,0.14704,0.17549
1989,Lower Secondary Level,Other Degree,0.05144,528,2570,0.04290,0.05998
1989,Upper Secondary Level,Secondary School Degree,0.65300,2755,4579,0.63921,0.66679
1989,Upper Secondary Level,Intermediate School Degree,0.26171,1098,4579,0.24898,0.27445
1989,Upper Secondary Level,Technical School Degree,0.00704,36,4579,0.00462,0.00946
1989,Upper Secondary Level,Upper Secondary Degree,0.05283,252,4579,0.04635,0.05931
1989,Upper Secondary Level,Other Degree,0.02045,363,4579,0.01635,0.02455
1989,Upper Secondary Level,"Dropout, No School Degree",0.00471,75,4579,0.00273,0.00669
1989,Post-secondary Non-tertiary Level,Technical School Degree,0.34343,82,282,0.28791,0.39895
1989,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.58338,131,282,0.52573,0.64102
1989,Post-secondary Non-tertiary Level,Other Degree,0.06741,69,282,0.03810,0.09673
1989,First Stage of Tertiary Education,Secondary School Degree,0.46639,230,505,0.42284,0.50995
1989,First Stage of Tertiary Education,Intermediate School Degree,0.29821,164,505,0.25827,0.33815
1989,First Stage of Tertiary Education,Technical School Degree,0.07976,45,505,0.05611,0.10341
1989,First Stage of Tertiary Education,Upper Secondary Degree,0.14546,66,505,0.11468,0.17624
1989,Second Stage of Tertiary Education,Intermediate School Degree,0.08180,56,681,0.06120,0.10240
1989,Second Stage of Tertiary Education,Technical School Degree,0.18228,116,681,0.15326,0.21130
1989,Second Stage of Tertiary Education,Upper Secondary Degree,0.70184,475,681,0.66746,0.73622
1989,Second Stage of Tertiary Education,Other Degree,0.01537,34,681,0.00612,0.02461
1990,Primary Level,"Dropout, No School Degree",0.71286,472,603,0.67672,0.74900
1990,Primary Level,No School Attended,0.14382,131,603,0.11578,0.17185
1990,Lower Secondary Level,Secondary School Degree,0.76741,1899,2985,0.75225,0.78257
1990,Lower Secondary Level,Intermediate School Degree,0.17653,543,2985,0.16285,0.19021
1990,Lower Secondary Level,Other Degree,0.05607,543,2985,0.04781,0.06432
1990,Upper Secondary Level,Secondary School Degree,0.62034,3911,7017,0.60898,0.63170
1990,Upper Secondary Level,Intermediate School Degree,0.30440,2335,7017,0.29364,0.31517
1990,Upper Secondary Level,Technical School Degree,0.00471,33,7017,0.00311,0.00632
1990,Upper Secondary Level,Upper Secondary Degree,0.04599,289,7017,0.04108,0.05089
1990,Upper Secondary Level,Other Degree,0.02000,379,7017,0.01672,0.02328
1990,Upper Secondary Level,"Dropout, No School Degree",0.00437,70,7017,0.00283,0.00592
1990,Post-secondary Non-tertiary Level,Technical School Degree,0.30931,85,366,0.26189,0.35673
1990,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.61636,211,366,0.56648,0.66625
1990,Post-secondary Non-tertiary Level,Other Degree,0.06869,70,366,0.04274,0.09464
1990,First Stage of Tertiary Education,Secondary School Degree,0.45754,324,758,0.42205,0.49303
1990,First Stage of Tertiary Education,Intermediate School Degree,0.34287,315,758,0.30906,0.37669
1990,First Stage of Tertiary Education,Technical School Degree,0.06364,43,758,0.04625,0.08103
1990,First Stage of Tertiary Education,Upper Secondary Degree,0.12747,76,758,0.10371,0.15123
1990,Second Stage of Tertiary Education,Secondary School Degree,0.05899,119,1684,0.04773,0.07025
1990,Second Stage of Tertiary Education,Intermediate School Degree,0.22543,530,1684,0.20547,0.24540
1990,Second Stage of Tertiary Education,Technical School Degree,0.11654,125,1684,0.10121,0.13187
1990,Second Stage of Tertiary Education,Upper Secondary Degree,0.58522,873,1684,0.56168,0.60876
1990,Second Stage of Tertiary Education,Other Degree,0.01206,37,1684,0.00684,0.01727
1991,Primary Level,"Dropout, No School Degree",0.74442,503,628,0.71028,0.77856
1991,Primary Level,No School Attended,0.14002,125,628,0.11285,0.16718
1991,Lower Secondary Level,Secondary School Degree,0.76265,1800,2858,0.74704,0.77825
1991,Lower Secondary Level,Intermediate School Degree,0.17597,530,2858,0.16200,0.18993
1991,Lower Secondary Level,Other Degree,0.06139,528,2858,0.05259,0.07019
1991,Upper Secondary Level,Secondary School Degree,0.61224,3782,6851,0.60070,0.62377
1991,Upper Secondary Level,Intermediate School Degree,0.31246,2301,6851,0.30148,0.32343
1991,Upper Secondary Level,Technical School Degree,0.00599,42,6851,0.00416,0.00782
1991,Upper Secondary Level,Upper Secondary Degree,0.04318,285,6851,0.03836,0.04799
1991,Upper Secondary Level,Other Degree,0.02098,374,6851,0.01758,0.02437
1991,Upper Secondary Level,"Dropout, No School Degree",0.00446,67,6851,0.00289,0.00604
1991,Post-secondary Non-tertiary Level,Technical School Degree,0.28920,87,373,0.24313,0.33528
1991,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.62739,215,373,0.57826,0.67653
1991,Post-secondary Non-tertiary Level,Other Degree,0.07876,71,373,0.05139,0.10613
1991,First Stage of Tertiary Education,Secondary School Degree,0.44492,315,746,0.40923,0.48061
1991,First Stage of Tertiary Education,Intermediate School Degree,0.34902,307,746,0.31479,0.38325
1991,First Stage of Tertiary Education,Technical School Degree,0.06531,44,746,0.04757,0.08306
1991,First Stage of Tertiary Education,Upper Secondary Degree,0.13354,80,746,0.10911,0.15796
1991,Second Stage of Tertiary Education,Secondary School Degree,0.06299,119,1668,0.05133,0.07466
1991,Second Stage of Tertiary Education,Intermediate School Degree,0.22463,525,1668,0.20460,0.24467
1991,Second Stage of Tertiary Education,Technical School Degree,0.11375,124,1668,0.09850,0.12899
1991,Second Stage of Tertiary Education,Upper Secondary Degree,0.58480,865,1668,0.56114,0.60845
1991,Second Stage of Tertiary Education,Other Degree,0.01216,35,1668,0.00690,0.01742
1992,Primary Level,"Dropout, No School Degree",0.73741,476,593,0.70196,0.77286
1992,Primary Level,No School Attended,0.14125,117,593,0.11320,0.16931
1992,Lower Secondary Level,Secondary School Degree,0.75514,1738,2784,0.73917,0.77112
1992,Lower Secondary Level,Intermediate School Degree,0.17907,534,2784,0.16482,0.19331
1992,Lower Secondary Level,Other Degree,0.06579,512,2784,0.05658,0.07500
1992,Upper Secondary Level,Secondary School Degree,0.60692,3667,6656,0.59519,0.61866
1992,Upper Secondary Level,Intermediate School Degree,0.31335,2244,6656,0.30220,0.32449
1992,Upper Secondary Level,Technical School Degree,0.00702,45,6656,0.00501,0.00902
1992,Upper Secondary Level,Upper Secondary Degree,0.04363,271,6656,0.03872,0.04854
1992,Upper Secondary Level,Other Degree,0.02341,363,6656,0.01978,0.02704
1992,Upper Secondary Level,"Dropout, No School Degree",0.00505,66,6656,0.00335,0.00676
1992,Post-secondary Non-tertiary Level,Technical School Degree,0.27378,89,378,0.22877,0.31879
1992,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.63681,221,378,0.58827,0.68536
1992,Post-secondary Non-tertiary Level,Other Degree,0.08435,68,378,0.05629,0.11240
1992,First Stage of Tertiary Education,Secondary School Degree,0.43661,311,753,0.40116,0.47206
1992,First Stage of Tertiary Education,Intermediate School Degree,0.35147,310,753,0.31735,0.38559
1992,First Stage of Tertiary Education,Technical School Degree,0.07104,48,753,0.05268,0.08940
1992,First Stage of Tertiary Education,Upper Secondary Degree,0.13407,84,753,0.10972,0.15842
1992,Second Stage of Tertiary Education,Secondary School Degree,0.06251,116,1644,0.05080,0.07421
1992,Second Stage of Tertiary Education,Intermediate School Degree,0.22471,516,1644,0.20453,0.24489
1992,Second Stage of Tertiary Education,Technical School Degree,0.11199,122,1644,0.09674,0.12724
1992,Second Stage of Tertiary Education,Upper Secondary Degree,0.58745,857,1644,0.56365,0.61125
1992,Second Stage of Tertiary Education,Other Degree,0.01119,33,1644,0.00611,0.01628
1993,Primary Level,"Dropout, No School Degree",0.74108,464,582,0.70546,0.77670
1993,Primary Level,No School Attended,0.15325,118,582,0.12396,0.18254
1993,Lower Secondary Level,Secondary School Degree,0.75021,1676,2678,0.73381,0.76661
1993,Lower Secondary Level,Intermediate School Degree,0.17909,506,2678,0.16457,0.19362
1993,Lower Secondary Level,Other Degree,0.07070,496,2678,0.06099,0.08041
1993,Upper Secondary Level,Secondary School Degree,0.60062,3581,6593,0.58880,0.61244
1993,Upper Secondary Level,Intermediate School Degree,0.31952,2263,6593,0.30827,0.33078
1993,Upper Secondary Level,Technical School Degree,0.00655,46,6593,0.00461,0.00850
1993,Upper Secondary Level,Upper Secondary Degree,0.04349,291,6593,0.03856,0.04841
1993,Upper Secondary Level,Other Degree,0.02447,350,6593,0.02074,0.02820
1993,Upper Secondary Level,"Dropout, No School Degree",0.00494,62,6593,0.00325,0.00664
1993,Post-secondary Non-tertiary Level,Technical School Degree,0.29919,94,379,0.25303,0.34536
1993,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.60624,219,379,0.55699,0.65550
1993,Post-secondary Non-tertiary Level,Other Degree,0.08906,66,379,0.06035,0.11778
1993,First Stage of Tertiary Education,Secondary School Degree,0.43285,299,734,0.39698,0.46872
1993,First Stage of Tertiary Education,Intermediate School Degree,0.35357,308,734,0.31896,0.38818
1993,First Stage of Tertiary Education,Technical School Degree,0.06261,42,734,0.04507,0.08015
1993,First Stage of Tertiary Education,Upper Secondary Degree,0.14501,85,734,0.11952,0.17050
1993,Second Stage of Tertiary Education,Secondary School Degree,0.06091,109,1625,0.04928,0.07254
1993,Second Stage of Tertiary Education,Intermediate School Degree,0.21841,493,1625,0.19832,0.23851
1993,Second Stage of Tertiary Education,Technical School Degree,0.11117,125,1625,0.09588,0.12646
1993,Second Stage of Tertiary Education,Upper Secondary Degree,0.59185,863,1625,0.56795,0.61576
1993,Second Stage of Tertiary Education,Other Degree,0.01535,35,1625,0.00937,0.02133
1994,Primary Level,"Dropout, No School Degree",0.73960,422,530,0.70220,0.77699
1994,Primary Level,No School Attended,0.15289,108,530,0.12222,0.18356
1994,Lower Secondary Level,Secondary School Degree,0.75490,1581,2492,0.73801,0.77180
1994,Lower Secondary Level,Intermediate School Degree,0.17237,458,2492,0.15753,0.18720
1994,Lower Secondary Level,Other Degree,0.07273,453,2492,0.06253,0.08293
1994,Upper Secondary Level,Secondary School Degree,0.59644,3495,6485,0.58450,0.60838
1994,Upper Secondary Level,Intermediate School Degree,0.32081,2253,6485,0.30945,0.33217
1994,Upper Secondary Level,Technical School Degree,0.00710,48,6485,0.00506,0.00915
1994,Upper Secondary Level,Upper Secondary Degree,0.04478,299,6485,0.03975,0.04982
1994,Upper Secondary Level,Other Degree,0.02554,331,6485,0.02170,0.02938
1994,Upper Secondary Level,"Dropout, No School Degree",0.00494,59,6485,0.00324,0.00665
1994,Post-secondary Non-tertiary Level,Technical School Degree,0.31003,100,384,0.26371,0.35635
1994,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.59756,226,384,0.54845,0.64668
1994,Post-secondary Non-tertiary Level,Other Degree,0.08581,58,384,0.05776,0.11386
1994,First Stage of Tertiary Education,Secondary School Degree,0.43263,295,739,0.39689,0.46838
1994,First Stage of Tertiary Education,Intermediate School Degree,0.35378,317,739,0.31928,0.38828
1994,First Stage of Tertiary Education,Technical School Degree,0.06650,45,739,0.04852,0.08447
1994,First Stage of Tertiary Education,Upper Secondary Degree,0.14024,82,739,0.11519,0.16529
1994,Second Stage of Tertiary Education,Secondary School Degree,0.06560,114,1609,0.05350,0.07770
1994,Second Stage of Tertiary Education,Intermediate School Degree,0.20568,481,1609,0.18592,0.22544
1994,Second Stage of Tertiary Education,Technical School Degree,0.11100,128,1609,0.09564,0.12635
1994,Second Stage of Tertiary Education,Upper Secondary Degree,0.60323,886,1609,0.57931,0.62714
1995,Primary Level,"Dropout, No School Degree",0.74481,407,505,0.70674,0.78287
1995,Primary Level,No School Attended,0.13209,98,505,0.10253,0.16165
1995,Lower Secondary Level,Secondary School Degree,0.74543,1525,2492,0.72832,0.76254
1995,Lower Secondary Level,Intermediate School Degree,0.17084,471,2492,0.15606,0.18562
1995,Lower Secondary Level,Other Degree,0.08373,496,2492,0.07285,0.09461
1995,Upper Secondary Level,Secondary School Degree,0.58844,3464,6639,0.57660,0.60028
1995,Upper Secondary Level,Intermediate School Degree,0.31581,2289,6639,0.30462,0.32699
1995,Upper Secondary Level,Technical School Degree,0.00795,53,6639,0.00582,0.01009
1995,Upper Secondary Level,Upper Secondary Degree,0.04487,324,6639,0.03989,0.04985
1995,Upper Secondary Level,Other Degree,0.03678,441,6639,0.03225,0.04131
1995,Upper Secondary Level,"Dropout, No School Degree",0.00593,68,6639,0.00408,0.00777
1995,Post-secondary Non-tertiary Level,Technical School Degree,0.26703,107,456,0.22638,0.30768
1995,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.55245,240,456,0.50676,0.59814
1995,Post-secondary Non-tertiary Level,Other Degree,0.16104,109,456,0.12726,0.19481
1995,First Stage of Tertiary Education,Secondary School Degree,0.41385,282,743,0.37841,0.44929
1995,First Stage of Tertiary Education,Intermediate School Degree,0.38552,339,743,0.35050,0.42054
1995,First Stage of Tertiary Education,Technical School Degree,0.06426,41,743,0.04662,0.08191
1995,First Stage of Tertiary Education,Upper Secondary Degree,0.13286,81,743,0.10844,0.15728
1995,Second Stage of Tertiary Education,Secondary School Degree,0.06244,113,1739,0.05106,0.07381
1995,Second Stage of Tertiary Education,Intermediate School Degree,0.19550,479,1739,0.17686,0.21415
1995,Second Stage of Tertiary Education,Technical School Degree,0.10940,139,1739,0.09473,0.12408
1995,Second Stage of Tertiary Education,Upper Secondary Degree,0.58307,921,1739,0.55989,0.60625
1995,Second Stage of Tertiary Education,Other Degree,0.04725,87,1739,0.03727,0.05722
1996,Primary Level,"Dropout, No School Degree",0.75736,375,462,0.71823,0.79650
1996,Primary Level,No School Attended,0.13054,87,462,0.09979,0.16130
1996,Lower Secondary Level,Secondary School Degree,0.73816,1463,2385,0.72051,0.75580
1996,Lower Secondary Level,Intermediate School Degree,0.17732,467,2385,0.16199,0.19265
1996,Lower Secondary Level,Other Degree,0.08452,455,2385,0.07336,0.09569
1996,Upper Secondary Level,Secondary School Degree,0.58614,3396,6521,0.57419,0.59810
1996,Upper Secondary Level,Intermediate School Degree,0.31980,2284,6521,0.30848,0.33113
1996,Upper Secondary Level,Technical School Degree,0.00586,45,6521,0.00401,0.00772
1996,Upper Secondary Level,Upper Secondary Degree,0.04371,307,6521,0.03874,0.04867
1996,Upper Secondary Level,Other Degree,0.03774,426,6521,0.03311,0.04236
1996,Upper Secondary Level,"Dropout, No School Degree",0.00597,63,6521,0.00410,0.00784
1996,Post-secondary Non-tertiary Level,Technical School Degree,0.27343,107,454,0.23238,0.31447
1996,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.55442,252,454,0.50865,0.60019
1996,Post-secondary Non-tertiary Level,Other Degree,0.14177,95,454,0.10964,0.17389
1996,First Stage of Tertiary Education,Secondary School Degree,0.40961,279,749,0.37437,0.44485
1996,First Stage of Tertiary Education,Intermediate School Degree,0.38736,348,749,0.35245,0.42228
1996,First Stage of Tertiary Education,Technical School Degree,0.06702,41,749,0.04910,0.08494
1996,First Stage of Tertiary Education,Upper Secondary Degree,0.12840,81,749,0.10443,0.15238
1996,Second Stage of Tertiary Education,Secondary School Degree,0.05990,111,1747,0.04877,0.07103
1996,Second Stage of Tertiary Education,Intermediate School Degree,0.19677,479,1747,0.17812,0.21542
1996,Second Stage of Tertiary Education,Technical School Degree,0.11129,145,1747,0.09653,0.12604
1996,Second Stage of Tertiary Education,Upper Secondary Degree,0.58320,931,1747,0.56007,0.60632
1996,Second Stage of Tertiary Education,Other Degree,0.04658,81,1747,0.03670,0.05647
1997,Primary Level,"Dropout, No School Degree",0.73752,349,432,0.69599,0.77906
1997,Primary Level,No School Attended,0.13683,83,432,0.10438,0.16927
1997,Lower Secondary Level,Secondary School Degree,0.73717,1432,2329,0.71929,0.75505
1997,Lower Secondary Level,Intermediate School Degree,0.18159,475,2329,0.16593,0.19725
1997,Lower Secondary Level,Other Degree,0.08124,422,2329,0.07015,0.09234
1997,Upper Secondary Level,Secondary School Degree,0.58188,3311,6383,0.56978,0.59398
1997,Upper Secondary Level,Intermediate School Degree,0.32051,2246,6383,0.30906,0.33196
1997,Upper Secondary Level,Technical School Degree,0.00738,49,6383,0.00528,0.00948
1997,Upper Secondary Level,Upper Secondary Degree,0.04540,310,6383,0.04029,0.05051
1997,Upper Secondary Level,Other Degree,0.03851,404,6383,0.03379,0.04323
1997,Upper Secondary Level,"Dropout, No School Degree",0.00589,63,6383,0.00402,0.00777
1997,Post-secondary Non-tertiary Level,Technical School Degree,0.25944,99,435,0.21821,0.30068
1997,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.57730,252,435,0.53082,0.62377
1997,Post-secondary Non-tertiary Level,Other Degree,0.13253,84,435,0.10063,0.16443
1997,First Stage of Tertiary Education,Secondary School Degree,0.39412,268,742,0.35894,0.42930
1997,First Stage of Tertiary Education,Intermediate School Degree,0.37873,338,742,0.34380,0.41365
1997,First Stage of Tertiary Education,Technical School Degree,0.07195,46,742,0.05334,0.09055
1997,First Stage of Tertiary Education,Upper Secondary Degree,0.14849,90,742,0.12289,0.17409
1997,Second Stage of Tertiary Education,Secondary School Degree,0.06233,112,1748,0.05099,0.07367
1997,Second Stage of Tertiary Education,Intermediate School Degree,0.19457,472,1748,0.17601,0.21313
1997,Second Stage of Tertiary Education,Technical School Degree,0.11757,148,1748,0.10247,0.13268
1997,Second Stage of Tertiary Education,Upper Secondary Degree,0.58005,940,1748,0.55691,0.60320
1997,Second Stage of Tertiary Education,Other Degree,0.04299,76,1748,0.03348,0.05250
1998,Primary Level,Other Degree,0.12719,34,442,0.09609,0.15828
1998,Primary Level,"Dropout, No School Degree",0.73640,331,442,0.69528,0.77752
1998,Primary Level,No School Attended,0.13641,77,442,0.10438,0.16845
1998,Lower Secondary Level,Secondary School Degree,0.72805,1607,2539,0.71074,0.74537
1998,Lower Secondary Level,Intermediate School Degree,0.18759,536,2539,0.17240,0.20278
1998,Lower Secondary Level,Other Degree,0.08436,396,2539,0.07354,0.09517
