"pgpsbil","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Anderer Abschluss","1989","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Anderer Abschluss","1989","35-65 Jahre alt","Baden-Wuerttemberg","194","0.0557271257382226","0.0407152849948001","0.0707389664816451"
"Anderer Abschluss","1989","35-65 Jahre alt","Bayern","145","0.0523572725298466","0.0369986157634278","0.0677159292962655"
"Anderer Abschluss","1989","35-65 Jahre alt","Saarland","","","",""
"Anderer Abschluss","1989","35-65 Jahre alt","Berlin","","","",""
"Anderer Abschluss","1989","35-65 Jahre alt","Brandenburg","","","",""
"Anderer Abschluss","1989","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Anderer Abschluss","1989","35-65 Jahre alt","Sachsen","","","",""
"Anderer Abschluss","1989","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Anderer Abschluss","1989","35-65 Jahre alt","Thueringen","","","",""
"Anderer Abschluss","1989","66 und älter","Schleswig-Holstein","","","",""
"Anderer Abschluss","1989","66 und älter","Hamburg","","","",""
"Anderer Abschluss","1989","66 und älter","Niedersachsen","","","",""
"Anderer Abschluss","1989","66 und älter","Bremen","","","",""
"Anderer Abschluss","1989","66 und älter","Nordrhein-Westfalen","","","",""
"Anderer Abschluss","1989","66 und älter","Hessen","","","",""
"Anderer Abschluss","1989","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Anderer Abschluss","1989","66 und älter","Baden-Wuerttemberg","","","",""
"Anderer Abschluss","1989","66 und älter","Bayern","","","",""
"Anderer Abschluss","1989","66 und älter","Saarland","","","",""
"Anderer Abschluss","1989","66 und älter","Berlin","","","",""
"Anderer Abschluss","1989","66 und älter","Brandenburg","","","",""
"Anderer Abschluss","1989","66 und älter","Mecklenburg-Vorpommern","","","",""
"Anderer Abschluss","1989","66 und älter","Sachsen","","","",""
"Anderer Abschluss","1989","66 und älter","Sachsen-Anhalt","","","",""
"Anderer Abschluss","1989","66 und älter","Thueringen","","","",""
"Ohne Abschluss verlassen","1989","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Ohne Abschluss verlassen","1989","16-34 Jahre alt","Hamburg","","","",""
"Ohne Abschluss verlassen","1989","16-34 Jahre alt","Niedersachsen","","","",""
"Ohne Abschluss verlassen","1989","16-34 Jahre alt","Bremen","","","",""
"Ohne Abschluss verlassen","1989","16-34 Jahre alt","Nordrhein-Westfalen","39","0.0236841755556825","0.014301497647641","0.033066853463724"
"Ohne Abschluss verlassen","1989","16-34 Jahre alt","Hessen","","","",""
"Ohne Abschluss verlassen","1989","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Ohne Abschluss verlassen","1989","16-34 Jahre alt","Baden-Wuerttemberg","39","0.0214576657676761","0.0108880173870715","0.0320273141482807"
"Ohne Abschluss verlassen","1989","16-34 Jahre alt","Bayern","","","",""
"Ohne Abschluss verlassen","1989","16-34 Jahre alt","Saarland","","","",""
"Ohne Abschluss verlassen","1989","16-34 Jahre alt","Berlin","","","",""
"Ohne Abschluss verlassen","1989","16-34 Jahre alt","Brandenburg","","","",""
"Ohne Abschluss verlassen","1989","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Ohne Abschluss verlassen","1989","16-34 Jahre alt","Sachsen","","","",""
"Ohne Abschluss verlassen","1989","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Ohne Abschluss verlassen","1989","16-34 Jahre alt","Thueringen","","","",""
"Ohne Abschluss verlassen","1989","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Ohne Abschluss verlassen","1989","35-65 Jahre alt","Hamburg","","","",""
"Ohne Abschluss verlassen","1989","35-65 Jahre alt","Niedersachsen","","","",""
"Ohne Abschluss verlassen","1989","35-65 Jahre alt","Bremen","","","",""
"Ohne Abschluss verlassen","1989","35-65 Jahre alt","Nordrhein-Westfalen","121","0.027054677475794","0.0183022902587153","0.0358070646928726"
"Ohne Abschluss verlassen","1989","35-65 Jahre alt","Hessen","56","0.0271022361414754","0.0129257372625439","0.0412787350204069"
"Ohne Abschluss verlassen","1989","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Ohne Abschluss verlassen","1989","35-65 Jahre alt","Baden-Wuerttemberg","115","0.0299365731830584","0.0187845676086701","0.0410885787574467"
"Ohne Abschluss verlassen","1989","35-65 Jahre alt","Bayern","39","0.0125728503981418","0.00489018680720257","0.0202555139890811"
"Ohne Abschluss verlassen","1989","35-65 Jahre alt","Saarland","","","",""
"Ohne Abschluss verlassen","1989","35-65 Jahre alt","Berlin","","","",""
"Ohne Abschluss verlassen","1989","35-65 Jahre alt","Brandenburg","","","",""
"Ohne Abschluss verlassen","1989","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Ohne Abschluss verlassen","1989","35-65 Jahre alt","Sachsen","","","",""
"Ohne Abschluss verlassen","1989","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Ohne Abschluss verlassen","1989","35-65 Jahre alt","Thueringen","","","",""
"Ohne Abschluss verlassen","1989","66 und älter","Schleswig-Holstein","","","",""
"Ohne Abschluss verlassen","1989","66 und älter","Hamburg","","","",""
"Ohne Abschluss verlassen","1989","66 und älter","Niedersachsen","","","",""
"Ohne Abschluss verlassen","1989","66 und älter","Bremen","","","",""
"Ohne Abschluss verlassen","1989","66 und älter","Nordrhein-Westfalen","","","",""
"Ohne Abschluss verlassen","1989","66 und älter","Hessen","","","",""
"Ohne Abschluss verlassen","1989","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Ohne Abschluss verlassen","1989","66 und älter","Baden-Wuerttemberg","","","",""
"Ohne Abschluss verlassen","1989","66 und älter","Bayern","","","",""
"Ohne Abschluss verlassen","1989","66 und älter","Saarland","","","",""
"Ohne Abschluss verlassen","1989","66 und älter","Berlin","","","",""
"Ohne Abschluss verlassen","1989","66 und älter","Brandenburg","","","",""
"Ohne Abschluss verlassen","1989","66 und älter","Mecklenburg-Vorpommern","","","",""
"Ohne Abschluss verlassen","1989","66 und älter","Sachsen","","","",""
"Ohne Abschluss verlassen","1989","66 und älter","Sachsen-Anhalt","","","",""
"Ohne Abschluss verlassen","1989","66 und älter","Thueringen","","","",""
"Noch kein Abschluss","1989","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Noch kein Abschluss","1989","16-34 Jahre alt","Hamburg","","","",""
"Noch kein Abschluss","1989","16-34 Jahre alt","Niedersachsen","","","",""
"Noch kein Abschluss","1989","16-34 Jahre alt","Bremen","","","",""
"Noch kein Abschluss","1989","16-34 Jahre alt","Nordrhein-Westfalen","78","0.0724254901712138","0.0564327591774078","0.0884182211650198"
"Noch kein Abschluss","1989","16-34 Jahre alt","Hessen","","","",""
"Noch kein Abschluss","1989","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Noch kein Abschluss","1989","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Noch kein Abschluss","1989","16-34 Jahre alt","Bayern","36","0.0623376550711584","0.0430407391926329","0.0816345709496838"
"Noch kein Abschluss","1989","16-34 Jahre alt","Saarland","","","",""
"Noch kein Abschluss","1989","16-34 Jahre alt","Berlin","","","",""
"Noch kein Abschluss","1989","16-34 Jahre alt","Brandenburg","","","",""
"Noch kein Abschluss","1989","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Noch kein Abschluss","1989","16-34 Jahre alt","Sachsen","","","",""
"Noch kein Abschluss","1989","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Noch kein Abschluss","1989","16-34 Jahre alt","Thueringen","","","",""
"Noch kein Abschluss","1989","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Noch kein Abschluss","1989","35-65 Jahre alt","Hamburg","","","",""
"Noch kein Abschluss","1989","35-65 Jahre alt","Niedersachsen","","","",""
"Noch kein Abschluss","1989","35-65 Jahre alt","Bremen","","","",""
"Noch kein Abschluss","1989","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Noch kein Abschluss","1989","35-65 Jahre alt","Hessen","","","",""
"Noch kein Abschluss","1989","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Noch kein Abschluss","1989","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Noch kein Abschluss","1989","35-65 Jahre alt","Bayern","","","",""
"Noch kein Abschluss","1989","35-65 Jahre alt","Saarland","","","",""
"Noch kein Abschluss","1989","35-65 Jahre alt","Berlin","","","",""
"Noch kein Abschluss","1989","35-65 Jahre alt","Brandenburg","","","",""
"Noch kein Abschluss","1989","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Noch kein Abschluss","1989","35-65 Jahre alt","Sachsen","","","",""
"Noch kein Abschluss","1989","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Noch kein Abschluss","1989","35-65 Jahre alt","Thueringen","","","",""
"Noch kein Abschluss","1989","66 und älter","Schleswig-Holstein","","","",""
"Noch kein Abschluss","1989","66 und älter","Hamburg","","","",""
"Noch kein Abschluss","1989","66 und älter","Niedersachsen","","","",""
"Noch kein Abschluss","1989","66 und älter","Bremen","","","",""
"Noch kein Abschluss","1989","66 und älter","Nordrhein-Westfalen","","","",""
"Noch kein Abschluss","1989","66 und älter","Hessen","","","",""
"Noch kein Abschluss","1989","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Noch kein Abschluss","1989","66 und älter","Baden-Wuerttemberg","","","",""
"Noch kein Abschluss","1989","66 und älter","Bayern","","","",""
"Noch kein Abschluss","1989","66 und älter","Saarland","","","",""
"Noch kein Abschluss","1989","66 und älter","Berlin","","","",""
"Noch kein Abschluss","1989","66 und älter","Brandenburg","","","",""
"Noch kein Abschluss","1989","66 und älter","Mecklenburg-Vorpommern","","","",""
"Noch kein Abschluss","1989","66 und älter","Sachsen","","","",""
"Noch kein Abschluss","1989","66 und älter","Sachsen-Anhalt","","","",""
"Noch kein Abschluss","1989","66 und älter","Thueringen","","","",""
"Keine Schule besucht","1989","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Keine Schule besucht","1989","16-34 Jahre alt","Hamburg","","","",""
"Keine Schule besucht","1989","16-34 Jahre alt","Niedersachsen","","","",""
"Keine Schule besucht","1989","16-34 Jahre alt","Bremen","","","",""
"Keine Schule besucht","1989","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Keine Schule besucht","1989","16-34 Jahre alt","Hessen","","","",""
"Keine Schule besucht","1989","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Keine Schule besucht","1989","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Keine Schule besucht","1989","16-34 Jahre alt","Bayern","","","",""
"Keine Schule besucht","1989","16-34 Jahre alt","Saarland","","","",""
"Keine Schule besucht","1989","16-34 Jahre alt","Berlin","","","",""
"Keine Schule besucht","1989","16-34 Jahre alt","Brandenburg","","","",""
"Keine Schule besucht","1989","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Keine Schule besucht","1989","16-34 Jahre alt","Sachsen","","","",""
"Keine Schule besucht","1989","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Keine Schule besucht","1989","16-34 Jahre alt","Thueringen","","","",""
"Keine Schule besucht","1989","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Keine Schule besucht","1989","35-65 Jahre alt","Hamburg","","","",""
"Keine Schule besucht","1989","35-65 Jahre alt","Niedersachsen","","","",""
"Keine Schule besucht","1989","35-65 Jahre alt","Bremen","","","",""
"Keine Schule besucht","1989","35-65 Jahre alt","Nordrhein-Westfalen","36","0.00707505697277537","0.00255353853180062","0.0115965754137501"
"Keine Schule besucht","1989","35-65 Jahre alt","Hessen","","","",""
"Keine Schule besucht","1989","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Keine Schule besucht","1989","35-65 Jahre alt","Baden-Wuerttemberg","39","0.00849423608648512","0.0024885634593025","0.0144999087136677"
"Keine Schule besucht","1989","35-65 Jahre alt","Bayern","","","",""
"Keine Schule besucht","1989","35-65 Jahre alt","Saarland","","","",""
"Keine Schule besucht","1989","35-65 Jahre alt","Berlin","","","",""
"Keine Schule besucht","1989","35-65 Jahre alt","Brandenburg","","","",""
"Keine Schule besucht","1989","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Keine Schule besucht","1989","35-65 Jahre alt","Sachsen","","","",""
"Keine Schule besucht","1989","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Keine Schule besucht","1989","35-65 Jahre alt","Thueringen","","","",""
"Keine Schule besucht","1989","66 und älter","Schleswig-Holstein","","","",""
"Keine Schule besucht","1989","66 und älter","Hamburg","","","",""
"Keine Schule besucht","1989","66 und älter","Niedersachsen","","","",""
"Keine Schule besucht","1989","66 und älter","Bremen","","","",""
"Keine Schule besucht","1989","66 und älter","Nordrhein-Westfalen","","","",""
"Keine Schule besucht","1989","66 und älter","Hessen","","","",""
"Keine Schule besucht","1989","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Keine Schule besucht","1989","66 und älter","Baden-Wuerttemberg","","","",""
"Keine Schule besucht","1989","66 und älter","Bayern","","","",""
"Keine Schule besucht","1989","66 und älter","Saarland","","","",""
"Keine Schule besucht","1989","66 und älter","Berlin","","","",""
"Keine Schule besucht","1989","66 und älter","Brandenburg","","","",""
"Keine Schule besucht","1989","66 und älter","Mecklenburg-Vorpommern","","","",""
"Keine Schule besucht","1989","66 und älter","Sachsen","","","",""
"Keine Schule besucht","1989","66 und älter","Sachsen-Anhalt","","","",""
"Keine Schule besucht","1989","66 und älter","Thueringen","","","",""
"Hauptschulabschluss","1990","16-34 Jahre alt","Schleswig-Holstein","42","0.396120415750168","0.298789454916281","0.493451376584055"
"Hauptschulabschluss","1990","16-34 Jahre alt","Hamburg","","","",""
"Hauptschulabschluss","1990","16-34 Jahre alt","Niedersachsen","125","0.318409077229605","0.269603586046632","0.367214568412577"
"Hauptschulabschluss","1990","16-34 Jahre alt","Bremen","","","",""
"Hauptschulabschluss","1990","16-34 Jahre alt","Nordrhein-Westfalen","323","0.304044286544365","0.274945712972534","0.333142860116195"
"Hauptschulabschluss","1990","16-34 Jahre alt","Hessen","126","0.330158131964991","0.281030718054722","0.379285545875259"
"Hauptschulabschluss","1990","16-34 Jahre alt","Rheinland-Pfalz,Saarland","134","0.510850758186562","0.450205681321085","0.57149583505204"
"Hauptschulabschluss","1990","16-34 Jahre alt","Baden-Wuerttemberg","334","0.421304139176781","0.385010013256536","0.457598265097025"
"Hauptschulabschluss","1990","16-34 Jahre alt","Bayern","289","0.49535840450286","0.454980689910795","0.535736119094924"
"Hauptschulabschluss","1990","16-34 Jahre alt","Saarland","","","",""
"Hauptschulabschluss","1990","16-34 Jahre alt","Berlin","38","0.205009882002201","0.153283938004373","0.25673582600003"
"Hauptschulabschluss","1990","16-34 Jahre alt","Brandenburg","32","0.111289815236958","0.0750941234539682","0.147485507019947"
"Hauptschulabschluss","1990","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Hauptschulabschluss","1990","16-34 Jahre alt","Sachsen","54","0.122060342125474","0.0931051153917656","0.151015568859182"
"Hauptschulabschluss","1990","16-34 Jahre alt","Sachsen-Anhalt","30","0.0958039516814435","0.062331087123839","0.129276816239048"
"Hauptschulabschluss","1990","16-34 Jahre alt","Thueringen","30","0.11427825257331","0.0775346024765089","0.151021902670112"
"Hauptschulabschluss","1990","35-65 Jahre alt","Schleswig-Holstein","91","0.644712782401156","0.568876801684639","0.720548763117674"
"Hauptschulabschluss","1990","35-65 Jahre alt","Hamburg","34","0.577749851600914","0.47336110281103","0.682138600390798"
"Hauptschulabschluss","1990","35-65 Jahre alt","Niedersachsen","284","0.650195802104974","0.608225524490273","0.692166079719675"
"Hauptschulabschluss","1990","35-65 Jahre alt","Bremen","","","",""
"Hauptschulabschluss","1990","35-65 Jahre alt","Nordrhein-Westfalen","650","0.6242692954823","0.597972658325476","0.650565932639125"
"Hauptschulabschluss","1990","35-65 Jahre alt","Hessen","217","0.587999266056024","0.545113791574514","0.630884740537534"
"Hauptschulabschluss","1990","35-65 Jahre alt","Rheinland-Pfalz,Saarland","210","0.76198577194161","0.714425139241457","0.809546404641763"
"Hauptschulabschluss","1990","35-65 Jahre alt","Baden-Wuerttemberg","387","0.630101940882451","0.598366565079981","0.661837316684921"
"Hauptschulabschluss","1990","35-65 Jahre alt","Bayern","388","0.609241327906889","0.57515268473297","0.643329971080808"
"Hauptschulabschluss","1990","35-65 Jahre alt","Saarland","","","",""
"Hauptschulabschluss","1990","35-65 Jahre alt","Berlin","121","0.465039320708033","0.410645120120226","0.519433521295841"
"Hauptschulabschluss","1990","35-65 Jahre alt","Brandenburg","188","0.518441899308223","0.468071361943511","0.568812436672936"
"Hauptschulabschluss","1990","35-65 Jahre alt","Mecklenburg-Vorpommern","124","0.506156547579673","0.445961296025586","0.566351799133759"
"Hauptschulabschluss","1990","35-65 Jahre alt","Sachsen","392","0.589234138580059","0.552969821306729","0.62549845585339"
"Hauptschulabschluss","1990","35-65 Jahre alt","Sachsen-Anhalt","231","0.586348166786556","0.539304376464449","0.633391957108662"
"Hauptschulabschluss","1990","35-65 Jahre alt","Thueringen","230","0.653667210410569","0.606016008469675","0.701318412351462"
"Hauptschulabschluss","1990","66 und älter","Schleswig-Holstein","","","",""
"Hauptschulabschluss","1990","66 und älter","Hamburg","","","",""
"Hauptschulabschluss","1990","66 und älter","Niedersachsen","95","0.775477370648476","0.701129243980262","0.849825497316691"
"Hauptschulabschluss","1990","66 und älter","Bremen","","","",""
"Hauptschulabschluss","1990","66 und älter","Nordrhein-Westfalen","182","0.759970956463832","0.706490458327642","0.813451454600023"
"Hauptschulabschluss","1990","66 und älter","Hessen","74","0.653015425107425","0.563653678949756","0.742377171265095"
"Hauptschulabschluss","1990","66 und älter","Rheinland-Pfalz,Saarland","69","0.758382007849265","0.670431967931554","0.846332047766976"
"Hauptschulabschluss","1990","66 und älter","Baden-Wuerttemberg","120","0.768366339089316","0.703995211029111","0.832737467149522"
"Hauptschulabschluss","1990","66 und älter","Bayern","134","0.67336532299725","0.60853076107691","0.73819988491759"
"Hauptschulabschluss","1990","66 und älter","Saarland","","","",""
"Hauptschulabschluss","1990","66 und älter","Berlin","31","0.626398050888945","0.494913058760468","0.757883043017421"
"Hauptschulabschluss","1990","66 und älter","Brandenburg","56","0.821706358426481","0.729363699671361","0.9140490171816"
"Hauptschulabschluss","1990","66 und älter","Mecklenburg-Vorpommern","","","",""
"Hauptschulabschluss","1990","66 und älter","Sachsen","119","0.813210207301512","0.749990912976642","0.876429501626382"
"Hauptschulabschluss","1990","66 und älter","Sachsen-Anhalt","79","0.840631847780088","0.768893432397928","0.912370263162248"
"Hauptschulabschluss","1990","66 und älter","Thueringen","66","0.912348350844471","0.847477879649885","0.977218822039057"
"Realschulabschluss","1990","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Realschulabschluss","1990","16-34 Jahre alt","Hamburg","","","",""
"Realschulabschluss","1990","16-34 Jahre alt","Niedersachsen","119","0.367195411283492","0.316694699262033","0.417696123304951"
"Realschulabschluss","1990","16-34 Jahre alt","Bremen","","","",""
"Realschulabschluss","1990","16-34 Jahre alt","Nordrhein-Westfalen","254","0.311549221986354","0.282252956840419","0.340845487132289"
"Realschulabschluss","1990","16-34 Jahre alt","Hessen","90","0.272737064390515","0.22621118747366","0.319262941307371"
"Realschulabschluss","1990","16-34 Jahre alt","Rheinland-Pfalz,Saarland","54","0.235999006462284","0.184484459321446","0.287513553603121"
"Realschulabschluss","1990","16-34 Jahre alt","Baden-Wuerttemberg","161","0.291741733230583","0.258329277513057","0.325154188948109"
"Realschulabschluss","1990","16-34 Jahre alt","Bayern","133","0.233202403685537","0.199051883264855","0.26735292410622"
"Realschulabschluss","1990","16-34 Jahre alt","Saarland","","","",""
"Realschulabschluss","1990","16-34 Jahre alt","Berlin","114","0.462219638489969","0.398339355930589","0.526099921049349"
"Realschulabschluss","1990","16-34 Jahre alt","Brandenburg","207","0.713112004244641","0.661054402821592","0.76516960566769"
"Realschulabschluss","1990","16-34 Jahre alt","Mecklenburg-Vorpommern","149","0.740210139320786","0.68047202197202","0.799948256669551"
"Realschulabschluss","1990","16-34 Jahre alt","Sachsen","354","0.713634853249339","0.673649084426354","0.753620622072324"
"Realschulabschluss","1990","16-34 Jahre alt","Sachsen-Anhalt","231","0.783194894336083","0.736330873989616","0.830058914682551"
"Realschulabschluss","1990","16-34 Jahre alt","Thueringen","223","0.761860636521637","0.712667421252043","0.81105385179123"
"Realschulabschluss","1990","35-65 Jahre alt","Schleswig-Holstein","34","0.226932938828101","0.160564786231532","0.293301091424669"
"Realschulabschluss","1990","35-65 Jahre alt","Hamburg","","","",""
"Realschulabschluss","1990","35-65 Jahre alt","Niedersachsen","81","0.178723240843169","0.145006737018019","0.21243974466832"
"Realschulabschluss","1990","35-65 Jahre alt","Bremen","","","",""
"Realschulabschluss","1990","35-65 Jahre alt","Nordrhein-Westfalen","166","0.16101730426138","0.141060607395285","0.180974001127474"
"Realschulabschluss","1990","35-65 Jahre alt","Hessen","62","0.178583811047033","0.14521232818696","0.211955293907105"
"Realschulabschluss","1990","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Realschulabschluss","1990","35-65 Jahre alt","Baden-Wuerttemberg","82","0.137332045545419","0.11470619116083","0.159957899930008"
"Realschulabschluss","1990","35-65 Jahre alt","Bayern","128","0.196161532650391","0.168418620890429","0.223904444410353"
"Realschulabschluss","1990","35-65 Jahre alt","Saarland","","","",""
"Realschulabschluss","1990","35-65 Jahre alt","Berlin","88","0.260914340431618","0.213024521774817","0.308804159088419"
"Realschulabschluss","1990","35-65 Jahre alt","Brandenburg","126","0.317646485187492","0.270713418287804","0.36457955208718"
"Realschulabschluss","1990","35-65 Jahre alt","Mecklenburg-Vorpommern","89","0.293495733843026","0.238670127328976","0.348321340357077"
"Realschulabschluss","1990","35-65 Jahre alt","Sachsen","220","0.280476656635278","0.24736284384425","0.313590469426307"
"Realschulabschluss","1990","35-65 Jahre alt","Sachsen-Anhalt","127","0.270946078076057","0.228491131091013","0.313401025061101"
"Realschulabschluss","1990","35-65 Jahre alt","Thueringen","119","0.277832844623982","0.232972834932638","0.322692854315327"
"Realschulabschluss","1990","66 und älter","Schleswig-Holstein","","","",""
"Realschulabschluss","1990","66 und älter","Hamburg","","","",""
"Realschulabschluss","1990","66 und älter","Niedersachsen","","","",""
"Realschulabschluss","1990","66 und älter","Bremen","","","",""
"Realschulabschluss","1990","66 und älter","Nordrhein-Westfalen","35","0.153220107290772","0.108116819755425","0.198323394826118"
"Realschulabschluss","1990","66 und älter","Hessen","","","",""
"Realschulabschluss","1990","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Realschulabschluss","1990","66 und älter","Baden-Wuerttemberg","","","",""
"Realschulabschluss","1990","66 und älter","Bayern","38","0.196846872762334","0.141878421672807","0.251815323851861"
"Realschulabschluss","1990","66 und älter","Saarland","","","",""
"Realschulabschluss","1990","66 und älter","Berlin","","","",""
"Realschulabschluss","1990","66 und älter","Brandenburg","","","",""
"Realschulabschluss","1990","66 und älter","Mecklenburg-Vorpommern","","","",""
"Realschulabschluss","1990","66 und älter","Sachsen","","","",""
"Realschulabschluss","1990","66 und älter","Sachsen-Anhalt","","","",""
"Realschulabschluss","1990","66 und älter","Thueringen","","","",""
"Fachhochschulreife","1990","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Fachhochschulreife","1990","16-34 Jahre alt","Hamburg","","","",""
"Fachhochschulreife","1990","16-34 Jahre alt","Niedersachsen","","","",""
"Fachhochschulreife","1990","16-34 Jahre alt","Bremen","","","",""
"Fachhochschulreife","1990","16-34 Jahre alt","Nordrhein-Westfalen","53","0.0661349216001129","0.0504142909689872","0.0818555522312386"
"Fachhochschulreife","1990","16-34 Jahre alt","Hessen","","","",""
"Fachhochschulreife","1990","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Fachhochschulreife","1990","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Fachhochschulreife","1990","16-34 Jahre alt","Bayern","","","",""
"Fachhochschulreife","1990","16-34 Jahre alt","Saarland","","","",""
"Fachhochschulreife","1990","16-34 Jahre alt","Berlin","","","",""
"Fachhochschulreife","1990","16-34 Jahre alt","Brandenburg","","","",""
"Fachhochschulreife","1990","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Fachhochschulreife","1990","16-34 Jahre alt","Sachsen","","","",""
"Fachhochschulreife","1990","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Fachhochschulreife","1990","16-34 Jahre alt","Thueringen","","","",""
"Fachhochschulreife","1990","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Fachhochschulreife","1990","35-65 Jahre alt","Hamburg","","","",""
"Fachhochschulreife","1990","35-65 Jahre alt","Niedersachsen","","","",""
"Fachhochschulreife","1990","35-65 Jahre alt","Bremen","","","",""
"Fachhochschulreife","1990","35-65 Jahre alt","Nordrhein-Westfalen","36","0.0330613635895523","0.0233532305112989","0.0427694966678056"
"Fachhochschulreife","1990","35-65 Jahre alt","Hessen","","","",""
"Fachhochschulreife","1990","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Fachhochschulreife","1990","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Fachhochschulreife","1990","35-65 Jahre alt","Bayern","","","",""
"Fachhochschulreife","1990","35-65 Jahre alt","Saarland","","","",""
"Fachhochschulreife","1990","35-65 Jahre alt","Berlin","","","",""
"Fachhochschulreife","1990","35-65 Jahre alt","Brandenburg","","","",""
"Fachhochschulreife","1990","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Fachhochschulreife","1990","35-65 Jahre alt","Sachsen","","","",""
"Fachhochschulreife","1990","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Fachhochschulreife","1990","35-65 Jahre alt","Thueringen","","","",""
"Fachhochschulreife","1990","66 und älter","Schleswig-Holstein","","","",""
"Fachhochschulreife","1990","66 und älter","Hamburg","","","",""
"Fachhochschulreife","1990","66 und älter","Niedersachsen","","","",""
"Fachhochschulreife","1990","66 und älter","Bremen","","","",""
"Fachhochschulreife","1990","66 und älter","Nordrhein-Westfalen","","","",""
"Fachhochschulreife","1990","66 und älter","Hessen","","","",""
"Fachhochschulreife","1990","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Fachhochschulreife","1990","66 und älter","Baden-Wuerttemberg","","","",""
"Fachhochschulreife","1990","66 und älter","Bayern","","","",""
"Fachhochschulreife","1990","66 und älter","Saarland","","","",""
"Fachhochschulreife","1990","66 und älter","Berlin","","","",""
"Fachhochschulreife","1990","66 und älter","Brandenburg","","","",""
"Fachhochschulreife","1990","66 und älter","Mecklenburg-Vorpommern","","","",""
"Fachhochschulreife","1990","66 und älter","Sachsen","","","",""
"Fachhochschulreife","1990","66 und älter","Sachsen-Anhalt","","","",""
"Fachhochschulreife","1990","66 und älter","Thueringen","","","",""
"Abitur","1990","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Abitur","1990","16-34 Jahre alt","Hamburg","","","",""
"Abitur","1990","16-34 Jahre alt","Niedersachsen","60","0.199869760053871","0.157974204226941","0.241765315880802"
"Abitur","1990","16-34 Jahre alt","Bremen","","","",""
"Abitur","1990","16-34 Jahre alt","Nordrhein-Westfalen","152","0.20533687110052","0.179784131103984","0.230889611097057"
"Abitur","1990","16-34 Jahre alt","Hessen","51","0.229479030868363","0.185551125619994","0.273406936116731"
"Abitur","1990","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Abitur","1990","16-34 Jahre alt","Baden-Wuerttemberg","71","0.150686106386361","0.124390450332739","0.176981762439983"
