"year","hhtyp","regtyp","mean","median","n","lower_confidence","upper_confidence"
"2013","Paar mit Kind(ern)","Laendlicher Raum","56743.56","50666","8993","55912.35","57574.77"
"2013","Paar mit Kind(ern)","Staedtischer Raum","66107.3","56060","17928","65226.57","66988.03"
"2013","Sonstige","Laendlicher Raum","40220.05","29010","615","37263.24","43176.86"
"2013","Sonstige","Staedtischer Raum","37740.03","29793.5","1205","35768.65","39711.41"
"2014","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","30570.39","19913.5","3240","29365.49","31775.29"
"2014","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","43359.25","30495","5486","41424.54","45293.96"
"2014","1-Pers.- Haushalt","Laendlicher Raum","15091.1","4978","1144","13553.5","16628.7"
"2014","1-Pers.- Haushalt","Staedtischer Raum","18836.53","7803","2422","17395.35","20277.71"
"2014","Alleinerziehende","Laendlicher Raum","26638.21","22408","1647","25631.91","27644.51"
"2014","Alleinerziehende","Staedtischer Raum","23549.78","18097.5","3041","22571","24528.56"
"2014","Paar mit Kind(ern)","Laendlicher Raum","57660.25","50375.5","7847","56756.26","58564.24"
"2014","Paar mit Kind(ern)","Staedtischer Raum","66896.52","57199.5","15259","66001.94","67791.1"
"2014","Sonstige","Laendlicher Raum","44782.02","31506.5","486","40298.07","49265.97"
"2014","Sonstige","Staedtischer Raum","41875.26","36949","935","39239.45","44511.07"
"2015","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","32273.12","21100","3198","31008.37","33537.87"
"2015","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","43365.32","31483.5","5554","41722.75","45007.89"
"2015","1-Pers.- Haushalt","Laendlicher Raum","14533.35","4236.5","1174","13377.79","15688.91"
"2015","1-Pers.- Haushalt","Staedtischer Raum","18534.44","6633","2453","17071.98","19996.9"
"2015","Alleinerziehende","Laendlicher Raum","26603.61","21633.5","1532","25123.22","28084"
"2015","Alleinerziehende","Staedtischer Raum","24283.4","18824","2896","23306.18","25260.62"
"2015","Paar mit Kind(ern)","Laendlicher Raum","59559.95","53238","7753","58733.97","60385.93"
"2015","Paar mit Kind(ern)","Staedtischer Raum","68174.18","60164.5","15030","67376.09","68972.27"
"2015","Sonstige","Laendlicher Raum","39021.32","34637.5","467","36253.41","41789.23"
"2015","Sonstige","Staedtischer Raum","44241.73","39599.5","995","41519","46964.46"
"2016","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","34023.23","24185.5","3064","32658.06","35388.4"
"2016","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","45924.51","33598.5","5130","43842.35","48006.67"
"2016","1-Pers.- Haushalt","Laendlicher Raum","15861.61","4774","1073","14527.34","17195.88"
"2016","1-Pers.- Haushalt","Staedtischer Raum","19655.58","6322.5","2315","17969.47","21341.69"
"2016","Alleinerziehende","Laendlicher Raum","25431.57","20103","1372","24289.81","26573.33"
"2016","Alleinerziehende","Staedtischer Raum","28149.55","19339","2557","26705.09","29594.01"
"2016","Paar mit Kind(ern)","Laendlicher Raum","63152.28","55269.5","6903","61859.38","64445.18"
"2016","Paar mit Kind(ern)","Staedtischer Raum","68443","60644.5","13256","67511.11","69374.89"
"2016","Sonstige","Laendlicher Raum","40906.34","31291","370","37181.02","44631.66"
"2016","Sonstige","Staedtischer Raum","45027.65","37275.5","750","42406.92","47648.38"
"2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","36118.32","25016","3478","34764.01","37472.63"
"2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","47297.14","35977","5836","45645.74","48948.54"
"2017","1-Pers.- Haushalt","Laendlicher Raum","14832.43","5005","1337","13724.24","15940.62"
"2017","1-Pers.- Haushalt","Staedtischer Raum","19952.58","7199.5","2775","18509.72","21395.44"
"2017","Alleinerziehende","Laendlicher Raum","30198.23","26413","1523","28941.13","31455.33"
"2017","Alleinerziehende","Staedtischer Raum","28999.75","23280","2930","27730.68","30268.82"
"2017","Paar mit Kind(ern)","Laendlicher Raum","66567.89","55587","8359","65375.81","67759.97"
"2017","Paar mit Kind(ern)","Staedtischer Raum","70465.78","63021.5","16670","69470.15","71461.41"
"2017","Sonstige","Laendlicher Raum","51206.83","43363","494","47404.67","55008.99"
"2017","Sonstige","Staedtischer Raum","46145","44243.5","1245","43880.47","48409.53"
"2018","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","36196.33","24667.5","3415","34863.86","37528.8"
"2018","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","46634.43","35016.5","5822","44944.46","48324.4"
"2018","1-Pers.- Haushalt","Laendlicher Raum","16142.65","4803","1384","15005.1","17280.2"
"2018","1-Pers.- Haushalt","Staedtischer Raum","20518.46","7005.5","3069","18845.31","22191.61"
"2018","Alleinerziehende","Laendlicher Raum","27561.1","23854","1488","26370.72","28751.48"
"2018","Alleinerziehende","Staedtischer Raum","35108.99","23281.5","3125","33416.39","36801.59"
"2018","Paar mit Kind(ern)","Laendlicher Raum","66864.27","58867.5","8560","65827.51","67901.03"
"2018","Paar mit Kind(ern)","Staedtischer Raum","73540.93","66451.5","17716","72585.63","74496.23"
"2018","Sonstige","Laendlicher Raum","50129.91","42984","505","46695.91","53563.91"
"2018","Sonstige","Staedtischer Raum","50044.84","43539.5","1402","47853.69","52235.99"
"2019","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","37626.89","25630","3671","34802.7","40451.08"
"2019","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","49109.14","37615","6386","46000.09","52218.19"
"2019","1-Pers.- Haushalt","Laendlicher Raum","17956.49","5274.5","1382","15531.51","20381.47"
"2019","1-Pers.- Haushalt","Staedtischer Raum","20891.39","7121.5","3015","18198.56","23584.22"
"2019","Alleinerziehende","Laendlicher Raum","30863.02","27242.5","1395","29275.34","32450.7"
"2019","Alleinerziehende","Staedtischer Raum","32258.84","25661.5","2852","28998.18","35519.5"
"2019","Paar mit Kind(ern)","Laendlicher Raum","71693.02","61541.5","8592","70088.12","73297.92"
"2019","Paar mit Kind(ern)","Staedtischer Raum","79410.16","68580","17838","76205.27","82615.05"
"2019","Sonstige","Laendlicher Raum","45259.08","47299","455","40895.77","49622.39"
"2019","Sonstige","Staedtischer Raum","52758.21","39206","1125","47370.59","58145.83"
"2020","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","39051.75","24466.5","3541","31451.74","46651.76"
"2020","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","54279.03","40249.5","6724","50587.5","57970.56"
"2020","1-Pers.- Haushalt","Laendlicher Raum","18297.14","5310","1492","15967.42","20626.86"
"2020","1-Pers.- Haushalt","Staedtischer Raum","20643.79","7775","3637","18975.02","22312.56"
"2020","Alleinerziehende","Laendlicher Raum","31958.11","25649","1290","29974.07","33942.15"
"2020","Alleinerziehende","Staedtischer Raum","35105.56","29554.5","2687","31822.52","38388.6"
"2020","Paar mit Kind(ern)","Laendlicher Raum","72902.35","65660.5","8266","71375.21","74429.49"
"2020","Paar mit Kind(ern)","Staedtischer Raum","84044.79","72673.5","16988","80174.94","87914.64"
"2020","Sonstige","Laendlicher Raum","57881.68","45117","607","52621.87","63141.49"
"2020","Sonstige","Staedtischer Raum","59919.25","42195","1318","56109.56","63728.94"
