year,age_gr,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,,,,,,,,,,,,
1984,17-29 y.,3213,11.02361,10.95530,11.09191,10.00000,10.50000,12.00000,7.00000,15.00000,10.5,10.50000,10.50000
1984,30-45 y.,3865,11.28189,11.20466,11.35913,10.50000,10.50000,11.50000,9.00000,13.00000,10.5,10.50000,10.50000
1984,46-65 y.,3529,10.66062,10.59291,10.72833,9.00000,10.50000,11.00000,7.0,14.00000,10.5,10.50000,10.50000
1984,66 and older,1265,10.45753,10.35379,10.56127,9.00000,10.50000,11.00000,7.0,14.00000,10.5,10.50000,10.50000
1985,0-16 y.,,,,,,,,,,,,
1985,17-29 y.,2877,11.02300,10.95015,11.09584,10.00000,10.50000,12.00000,7.00000,15.00000,10.5,10.50000,10.50000
1985,30-45 y.,3433,11.39928,11.31532,11.48324,10.50000,10.50000,11.50000,9.00000,13.00000,10.5,10.50000,10.50000
1985,46-65 y.,3276,10.68278,10.61187,10.75370,9.00000,10.50000,11.00000,7.0,14.00000,10.5,10.50000,10.50000
1985,66 and older,1105,10.50698,10.39630,10.61766,9.00000,10.50000,11.00000,7.0,14.00000,10.5,10.50000,10.50000
1986,0-16 y.,,,,,,,,,,,,
1986,17-29 y.,2789,11.02027,10.94843,11.09211,10.00000,10.50000,12.00000,7.00000,15.00000,10.5,10.50000,10.50000
1986,30-45 y.,3230,11.51058,11.42171,11.59946,10.50000,10.50000,12.00000,8.25000,14.25000,10.5,10.50000,10.50000
1986,46-65 y.,3199,10.71830,10.64628,10.79031,9.00000,10.50000,11.00000,7.0,14.00000,10.5,10.50000,10.50000
1986,66 and older,1031,10.52455,10.40987,10.63922,9.00000,10.50000,11.00000,7.0,14.00000,10.5,10.50000,10.50000
1987,0-16 y.,,,,,,,,,,,,
1987,17-29 y.,2726,11.10286,11.03057,11.17515,10.00000,10.50000,12.00000,7.00000,15.00000,10.5,10.50000,10.50000
1987,30-45 y.,3129,11.51770,11.42705,11.60834,10.50000,10.50000,12.00000,8.25000,14.25000,10.5,10.50000,10.50000
1987,46-65 y.,3179,10.74793,10.67431,10.82154,9.00000,10.50000,11.00000,7.0,14.00000,10.5,10.50000,10.50000
1987,66 and older,1067,10.56660,10.45202,10.68118,9.00000,10.50000,11.00000,7.0,14.00000,10.5,10.50000,10.50000
1988,0-16 y.,,,,,,,,,,,,
1988,17-29 y.,2591,11.10439,11.03125,11.17752,10.00000,10.50000,12.00000,7.00000,15.00000,10.5,10.50000,10.50000
1988,30-45 y.,2914,11.58737,11.49306,11.68168,10.50000,10.50000,12.00000,8.25000,14.25000,10.5,10.50000,10.50000
1988,46-65 y.,3081,10.78525,10.70899,10.86150,9.00000,10.50000,11.00000,7.0,14.00000,10.5,10.50000,10.50000
1988,66 and older,1035,10.57699,10.46298,10.69101,9.00000,10.50000,11.00000,7.0,14.00000,10.5,10.50000,10.50000
1989,0-16 y.,,,,,,,,,,,,
1989,17-29 y.,2538,11.16029,11.08351,11.23707,10.00000,10.50000,12.00000,7.00000,15.00000,10.5,10.50000,10.50000
1989,30-45 y.,2802,11.61515,11.51880,11.71149,10.50000,10.50000,12.00000,8.25000,14.25000,10.5,10.50000,10.50000
1989,46-65 y.,2953,10.82664,10.74712,10.90617,9.00000,10.50000,11.00000,7.0,14.00000,10.5,10.50000,10.50000
1989,66 and older,1009,10.59283,10.47469,10.71097,9.00000,10.50000,11.00000,7.0,14.00000,10.5,10.50000,10.50000
1990,0-16 y.,,,,,,,,,,,,
1990,17-29 y.,3538,11.27462,11.21123,11.33801,10.00000,11.50000,12.00000,7.00000,15.00000,11.5,11.00000,11.50000
1990,30-45 y.,4251,11.83850,11.76067,11.91633,10.50000,11.00000,12.00000,8.25000,14.25000,11.0,11.00000,11.01250
1990,46-65 y.,4228,10.94947,10.88230,11.01664,9.00000,10.50000,11.50000,7.0,15.25000,10.5,10.50000,10.50000
1990,66 and older,1456,10.57613,10.48030,10.67197,9.00000,10.50000,11.00000,7.0,14.00000,10.5,10.50000,10.50000
1991,0-16 y.,,,,,,,,,,,,
1991,17-29 y.,3399,11.26447,11.19890,11.33005,10.00000,11.50000,12.00000,7.00000,15.00000,11.5,11.00000,11.50000
1991,30-45 y.,4255,11.88419,11.80542,11.96296,10.50000,11.50000,12.00000,8.25000,14.25000,11.5,11.00000,11.50000
1991,46-65 y.,4097,11.01376,10.94406,11.08346,10.00000,10.50000,11.50000,7.75000,13.75000,10.5,10.50000,10.50000
