year,age_gr,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,male,,,,,,,,,,,,
1984,0-16 y.,female,,,,,,,,,,,,
1984,17-29 y.,male,1623,11.06667,10.97171,11.16162,10.00000,10.50000,12.00000,7.00000,15.00000,10.5,10.50000,10.50000
1984,17-29 y.,female,1590,10.97948,10.88118,11.07778,10.00000,10.50000,12.00000,7.00000,15.00000,10.5,10.50000,10.50000
1984,30-45 y.,male,1920,11.67883,11.56248,11.79518,10.50000,10.50000,12.00000,8.25000,14.25000,10.5,10.50000,10.50000
1984,30-45 y.,female,1945,10.87697,10.77853,10.97540,9.00000,10.50000,11.50000,7.0,15.25000,10.5,10.50000,10.50000
1984,46-65 y.,male,1762,11.18701,11.08283,11.29119,10.50000,10.50000,11.50000,9.00000,13.00000,10.5,10.50000,10.50000
1984,46-65 y.,female,1767,10.18990,10.10831,10.27150,9.00000,10.00000,10.50000,7.0,12.75000,10.0,9.00000,10.50000
1984,66 and older,male,504,11.10225,10.92263,11.28187,10.50000,10.50000,11.50000,9.00000,13.00000,10.5,10.50000,10.50000
1984,66 and older,female,761,10.09505,9.97614,10.21396,9.00000,9.00000,10.50000,7.0,12.75000,9.0,9.00000,10.00000
1985,0-16 y.,male,,,,,,,,,,,,
1985,0-16 y.,female,,,,,,,,,,,,
1985,17-29 y.,male,1469,11.02745,10.92449,11.13041,10.00000,10.50000,12.00000,7.00000,15.00000,10.5,10.50000,10.50000
1985,17-29 y.,female,1408,11.01855,10.91538,11.12171,10.00000,10.50000,12.00000,7.00000,15.00000,10.5,10.50000,10.50000
1985,30-45 y.,male,1689,11.80940,11.68360,11.93521,10.50000,10.50000,12.00000,8.25000,14.25000,10.5,10.50000,11.00000
1985,30-45 y.,female,1744,10.98399,10.87596,11.09202,10.00000,10.50000,11.50000,7.75000,13.75000,10.5,10.50000,10.50000
1985,46-65 y.,male,1638,11.18924,11.08079,11.29769,10.50000,10.50000,11.50000,9.00000,13.00000,10.5,10.50000,10.50000
