year,migback,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1992,No migration background,West,6328,11.32001,11.26331,11.37670,10.50000,10.50000,11.50000,9.00000,13.00000,10.5,10.50000,10.50000
1992,No migration background,East,3766,11.62935,11.56103,11.69767,10.50000,11.50000,12.00000,8.25000,14.25000,11.5,11.50000,11.50000
1992,Direct migration background,West,2305,10.22108,10.12338,10.31878,9.00000,10.50000,10.50000,7.0,12.75000,10.5,10.00000,10.50000
1992,Direct migration background,East,144,11.80413,11.35641,12.25185,10.50000,10.50000,13.00000,7.0,16.75000,10.5,10.50000,11.00000
1992,Indirect migration background,West,322,10.31934,10.11712,10.52157,9.00000,10.00000,11.21976,7.0,14.54939,10.0,10.00000,10.50000
1992,Indirect migration background,East,,,,,,,,,,,,
1993,No migration background,West,6274,11.34642,11.28908,11.40376,10.50000,10.50000,11.50000,9.00000,13.00000,10.5,10.50000,10.50000
1993,No migration background,East,3609,11.68815,11.61712,11.75918,10.50000,11.50000,12.00000,8.25000,14.25000,11.5,11.50000,11.50000
1993,Direct migration background,West,2250,10.28317,10.18056,10.38579,9.00000,10.50000,10.50000,7.0,12.75000,10.5,10.00000,10.50000
1993,Direct migration background,East,135,11.66275,11.21574,12.10977,10.50000,10.50000,13.00000,7.0,16.75000,10.5,10.50000,11.00000
1993,Indirect migration background,West,371,10.36361,10.17506,10.55216,9.00000,10.00000,11.07696,7.0,14.19239,10.0,10.00000,10.50000
1993,Indirect migration background,East,,,,,,,,,,,,
1994,No migration background,West,6189,11.40323,11.34479,11.46167,10.50000,10.50000,12.00000,8.25000,14.25000,10.5,10.50000,10.50000
1994,No migration background,East,3523,11.72660,11.65445,11.79875,10.50000,11.50000,12.00000,8.25000,14.25000,11.5,11.50000,11.50000
1994,Direct migration background,West,2098,10.34307,10.23430,10.45184,9.00000,10.50000,10.50000,7.0,12.75000,10.5,10.50000,10.50000
1994,Direct migration background,East,141,11.70266,11.28391,12.12140,10.50000,10.50000,12.00000,8.25000,14.25000,10.5,10.50000,11.50000
1994,Indirect migration background,West,367,10.46546,10.26508,10.66584,9.00000,10.00000,11.50000,7.0,15.25000,10.0,10.00000,10.50000
1994,Indirect migration background,East,,,,,,,,,,,,
1995,No migration background,West,6225,11.46047,11.40157,11.51937,10.50000,10.50000,12.00000,8.25000,14.25000,10.5,10.50000,10.50000
1995,No migration background,East,3424,11.76772,11.69432,11.84113,10.50000,11.50000,12.00000,8.25000,14.25000,11.5,11.50000,11.50000
1995,Direct migration background,West,2465,10.50603,10.40966,10.60240,9.00000,10.50000,11.38365,7.0,14.95913,10.5,10.50000,10.50000
1995,Direct migration background,East,139,11.59817,11.18957,12.00678,10.50000,10.50000,12.00000,8.25000,14.25000,10.5,10.50000,11.01250
1995,Indirect migration background,West,379,10.59803,10.42517,10.77089,9.00000,10.50000,11.50000,7.0,15.25000,10.5,10.00000,10.50000
1995,Indirect migration background,East,,,,,,,,,,,,
1996,No migration background,West,6126,11.48494,11.42550,11.54438,10.50000,10.50000,12.00000,8.25000,14.25000,10.5,10.50000,10.50000
1996,No migration background,East,3403,11.80109,11.72778,11.87440,10.50000,11.50000,12.00000,8.25000,14.25000,11.5,11.50000,11.50000
1996,Direct migration background,West,2304,10.49998,10.40143,10.59853,9.00000,10.50000,11.50000,7.0,15.25000,10.5,10.50000,10.50000
1996,Direct migration background,East,138,11.48391,11.07684,11.89098,10.50000,10.50000,12.00000,8.25000,14.25000,10.5,10.50000,11.00000
1996,Indirect migration background,West,408,10.75606,10.56967,10.94246,9.00000,10.50000,11.50000,7.0,15.25000,10.5,10.00000,10.50000
1996,Indirect migration background,East,,,,,,,,,,,,
1997,No migration background,West,6046,11.50194,11.44209,11.56179,10.50000,10.50000,12.00000,8.25000,14.25000,10.5,10.50000,10.50000
1997,No migration background,East,3339,11.84078,11.76601,11.91554,10.50000,11.50000,12.00000,8.25000,14.25000,11.5,11.50000,11.50000
1997,Direct migration background,West,2194,10.46743,10.36760,10.56725,9.00000,10.50000,11.00000,7.0,14.00000,10.5,10.50000,10.50000
1997,Direct migration background,East,128,11.50832,11.07919,11.93744,10.50000,10.50000,12.00000,8.25000,14.25000,10.5,10.50000,11.00000
1997,Indirect migration background,West,419,10.73818,10.55151,10.92486,9.00000,10.50000,11.50000,7.0,15.25000,10.5,10.00000,10.50000
1997,Indirect migration background,East,,,,,,,,,,,,
1998,No migration background,West,6984,11.54116,11.48480,11.59752,10.50000,10.50000,12.00000,8.25000,14.25000,10.5,10.50000,10.50000
1998,No migration background,East,3513,11.82631,11.75455,11.89807,10.50000,11.50000,12.00000,8.25000,14.25000,11.5,11.50000,11.50000
1998,Direct migration background,West,2105,10.40600,10.30469,10.50731,9.00000,10.50000,11.00000,7.0,14.00000,10.5,10.50000,10.50000
1998,Direct migration background,East,114,11.42999,10.96616,11.89382,10.50000,10.50000,12.00000,8.25000,14.25000,10.5,10.50000,11.00000
1998,Indirect migration background,West,440,10.82189,10.62904,11.01474,9.00000,10.50000,11.50000,7.0,15.25000,10.5,10.00000,10.50000
1998,Indirect migration background,East,,,,,,,,,,,,
1999,No migration background,West,6913,11.55880,11.50181,11.61579,10.50000,10.50000,12.00000,8.25000,14.25000,10.5,10.50000,10.50000
1999,No migration background,East,3496,11.83930,11.76803,11.91057,10.50000,11.50000,12.00000,8.25000,14.25000,11.5,11.50000,11.50000
1999,Direct migration background,West,1965,10.39726,10.29172,10.50279,9.00000,10.50000,11.00000,7.0,14.00000,10.5,10.50000,10.50000
1999,Direct migration background,East,107,11.48382,11.00484,11.96280,10.50000,10.50000,12.00000,8.25000,14.25000,10.5,10.50000,11.00000
1999,Indirect migration background,West,453,10.97019,10.77052,11.16986,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,10.50000
1999,Indirect migration background,East,,,,,,,,,,,,
2000,No migration background,West,14050,11.80726,11.76667,11.84785,10.50000,11.00000,12.00000,8.25000,14.25000,11.0,11.00000,11.00000
2000,No migration background,East,5533,12.00528,11.94642,12.06413,10.50000,11.50000,12.00000,8.25000,14.25000,11.5,11.50000,11.50000
2000,Direct migration background,West,3074,10.74096,10.65641,10.82550,9.00000,10.50000,11.50000,7.0,15.25000,10.5,10.50000,10.50000
2000,Direct migration background,East,147,11.64084,11.25396,12.02772,10.50000,10.82829,12.00000,8.25000,14.25000,10.5,10.50000,11.00000
2000,Indirect migration background,West,730,11.23488,11.07502,11.39474,10.00000,10.50000,12.00000,7.00000,15.00000,10.5,10.50000,11.00000
2000,Indirect migration background,East,,,,,,,,,,,,
2001,No migration background,West,12608,11.86407,11.82105,11.90710,10.50000,11.00000,12.00000,8.25000,14.25000,11.0,11.00000,11.00000
2001,No migration background,East,5111,12.07111,12.00875,12.13346,10.50000,11.50000,13.00000,7.0,16.75000,11.5,11.50000,11.50000
2001,Direct migration background,West,2724,10.77720,10.68976,10.86464,9.00000,10.50000,11.50000,7.0,15.25000,10.5,10.50000,10.50000
2001,Direct migration background,East,118,11.72250,11.27426,12.17074,10.50000,11.00000,12.00000,8.5,14.25000,11.0,10.50000,11.50000
2001,Indirect migration background,West,668,11.31301,11.13657,11.48944,10.00000,10.50000,12.00000,7.00000,15.00000,10.5,10.50000,11.00000
2001,Indirect migration background,East,,,,,,,,,,,,
2002,No migration background,West,13731,11.83472,11.79392,11.87551,10.50000,11.00000,12.00000,8.25000,14.25000,11.0,11.00000,11.00000
2002,No migration background,East,5091,12.04376,11.98198,12.10555,10.50000,11.50000,12.00000,8.25000,14.25000,11.5,11.50000,11.50000
2002,Direct migration background,West,2597,10.71623,10.62993,10.80253,9.00000,10.50000,11.50000,7.0,15.25000,10.5,10.50000,10.50000
2002,Direct migration background,East,110,11.86691,11.39457,12.33925,10.50000,11.00000,12.39918,8.5,15.24795,11.0,10.50000,12.00000
2002,Indirect migration background,West,652,11.31855,11.14118,11.49593,10.00000,10.50000,12.00000,7.00000,15.00000,10.5,10.50000,11.50000
2002,Indirect migration background,East,,,,,,,,,,,,
2003,No migration background,West,13078,11.88206,11.83958,11.92453,10.50000,11.00000,12.00000,8.25000,14.25000,11.0,11.00000,11.00000
2003,No migration background,East,4993,12.06998,12.00755,12.13242,10.50000,11.50000,13.00000,7.0,16.75000,11.5,11.50000,11.50000
2003,Direct migration background,West,2431,10.76615,10.67553,10.85678,9.00000,10.50000,11.50000,7.0,15.25000,10.5,10.50000,10.50000
2003,Direct migration background,East,99,11.75068,11.27489,12.22646,10.50000,11.00000,12.00000,8.5,14.25000,11.0,10.50000,12.00000
2003,Indirect migration background,West,644,11.26001,11.08345,11.43658,10.00000,10.50000,12.00000,7.00000,15.00000,10.5,10.50000,11.00000
2003,Indirect migration background,East,,,,,,,,,,,,
2004,No migration background,West,12682,11.89509,11.85185,11.93833,10.50000,11.00000,12.00000,8.25000,14.25000,11.0,11.00000,11.00000
2004,No migration background,East,4857,12.07734,12.01406,12.14062,10.50000,11.50000,13.00000,7.0,16.75000,11.5,11.50000,11.50000
2004,Direct migration background,West,2335,10.72894,10.63860,10.81928,9.00000,10.50000,11.50000,7.0,15.25000,10.5,10.50000,10.50000
2004,Direct migration background,East,98,11.75717,11.29835,12.21599,10.50000,11.00000,12.00000,8.5,14.25000,11.0,10.50000,12.00000
2004,Indirect migration background,West,642,11.27013,11.09551,11.44475,10.00000,10.50000,12.00000,7.00000,15.00000,10.5,10.50000,11.00000
2004,Indirect migration background,East,,,,,,,,,,,,
2005,No migration background,West,12041,11.93492,11.89017,11.97967,10.50000,11.00000,13.00000,7.0,16.75000,11.0,11.00000,11.50000
2005,No migration background,East,4670,12.14871,12.08356,12.21387,10.50000,11.50000,13.00000,7.0,16.75000,11.5,11.50000,11.50000
2005,Direct migration background,West,2167,10.70606,10.61324,10.79888,9.00000,10.50000,11.50000,7.0,15.25000,10.5,10.50000,10.50000
2005,Direct migration background,East,97,11.51019,11.05899,11.96140,10.50000,10.50000,12.00000,8.5,14.25000,10.5,10.50000,11.50000
2005,Indirect migration background,West,646,11.34286,11.16835,11.51737,10.00000,10.82735,12.00000,7.00000,15.00000,11.0,10.50000,11.50000
2005,Indirect migration background,East,,,,,,,,,,,,
2006,No migration background,West,13199,12.02311,11.97943,12.06679,10.50000,11.50000,13.00000,7.0,16.75000,11.5,11.00000,11.50000
2006,No migration background,East,4977,12.15369,12.08922,12.21815,10.50000,11.50000,13.00000,7.0,16.75000,11.5,11.50000,11.50000
2006,Direct migration background,West,2181,10.75103,10.65780,10.84425,9.00000,10.50000,11.50000,7.0,15.25000,10.5,10.50000,10.50000
2006,Direct migration background,East,106,11.38977,10.94778,11.83175,10.50000,10.50000,12.00000,8.25000,14.25000,10.5,10.50000,12.00000
2006,Indirect migration background,West,666,11.34769,11.16849,11.52689,10.00000,11.00000,12.00000,7.00000,15.00000,11.0,10.50000,11.50000
2006,Indirect migration background,East,35,11.88719,11.19786,12.57651,10.00000,11.50000,13.00000,9.0,16.0,11.5,10.48750,13.00000
2007,No migration background,West,12319,12.10140,12.05577,12.14704,10.50000,11.50000,13.00000,7.0,16.75000,11.5,11.50000,11.50000
2007,No migration background,East,4699,12.20350,12.13660,12.27040,10.50000,11.50000,13.00000,7.0,16.75000,11.5,11.50000,11.50000
2007,Direct migration background,West,1964,10.75340,10.65424,10.85256,9.00000,10.50000,11.50000,7.0,15.25000,10.5,10.50000,10.50000
2007,Direct migration background,East,88,11.65800,11.16326,12.15273,10.50000,11.00000,12.00000,9.0,14.25000,11.0,10.50000,12.00000
2007,Indirect migration background,West,631,11.49396,11.30423,11.68368,10.00000,11.00000,12.00000,7.00000,15.00000,11.0,10.50000,11.50000
2007,Indirect migration background,East,33,12.32144,11.56145,13.08143,11.08843,11.52452,14.26430,9.0,18.0,11.5,11.48750,14.50000
2008,No migration background,West,11561,12.13670,12.08943,12.18396,10.50000,11.50000,13.00000,7.0,16.75000,11.5,11.50000,11.50000
2008,No migration background,East,4457,12.22762,12.15931,12.29594,10.50000,11.50000,13.00000,7.0,16.75000,11.5,11.50000,11.50000
2008,Direct migration background,West,1765,10.77254,10.66797,10.87712,9.00000,10.50000,11.50000,7.0,15.25000,10.5,10.50000,10.50000
2008,Direct migration background,East,77,12.06538,11.51231,12.61845,10.50000,11.50000,13.00000,9.0,16.75000,11.5,10.50000,12.00000
2008,Indirect migration background,West,613,11.62118,11.41889,11.82347,10.00000,11.00000,12.00000,7.00000,15.00000,11.0,10.50000,11.50000
2008,Indirect migration background,East,33,12.42227,11.70664,13.13789,11.00000,12.00000,14.22512,9.0,18.0,12.0,11.00000,13.03750
2009,No migration background,West,10796,12.20415,12.15494,12.25336,10.50000,11.50000,13.50000,7.0,18.00000,11.5,11.50000,11.50000
2009,No migration background,East,4250,12.30892,12.23839,12.37945,10.50000,11.50000,13.00000,7.0,16.75000,11.5,11.50000,11.50000
2009,Direct migration background,West,1531,10.82427,10.71022,10.93832,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,10.50000
2009,Direct migration background,East,73,12.09419,11.50059,12.68780,10.50000,11.50000,13.00000,9.0,16.75000,11.5,10.50000,12.00000
2009,Indirect migration background,West,558,11.85926,11.63551,12.08302,10.00000,11.28529,13.00000,7.0,17.50000,11.5,11.00000,11.50000
2009,Indirect migration background,East,30,13.12159,12.23517,14.00800,11.50000,13.00000,15.00000,9.0,18.0,13.0,11.50000,15.00000
2010,No migration background,West,14150,12.23730,12.19411,12.28049,10.50000,11.50000,13.50000,7.0,18.00000,11.5,11.50000,11.50000
2010,No migration background,East,5112,12.33860,12.27471,12.40249,10.50000,11.50000,13.00000,7.0,16.75000,11.5,11.50000,11.50000
2010,Direct migration background,West,2758,10.81281,10.72757,10.89804,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,10.50000
2010,Direct migration background,East,134,11.89331,11.43385,12.35277,10.50000,11.00000,13.06082,7.0,16.90204,11.0,10.50000,12.00000
2010,Indirect migration background,West,877,11.88987,11.71469,12.06506,10.00000,11.50000,13.00000,7.0,17.50000,11.5,10.50000,11.50000
2010,Indirect migration background,East,63,12.24917,11.68726,12.81109,11.50000,11.50000,13.00000,9.25000,15.25000,11.5,11.50000,12.00000
2011,No migration background,West,17023,12.26850,12.22853,12.30847,10.50000,11.50000,13.50000,7.0,18.00000,11.5,11.50000,11.50000
2011,No migration background,East,5883,12.30344,12.24374,12.36314,10.50000,11.50000,13.00000,7.0,16.75000,11.5,11.50000,11.50000
2011,Direct migration background,West,3033,10.87983,10.79715,10.96250,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,10.50000
2011,Direct migration background,East,162,11.69011,11.27604,12.10418,10.00000,10.50000,12.68402,7.0,16.71005,10.5,10.50000,11.50000
2011,Indirect migration background,West,987,11.91396,11.75450,12.07341,10.50000,11.50000,13.00000,7.0,16.75000,11.5,11.48750,11.50000
2011,Indirect migration background,East,67,12.84529,12.17030,13.52027,11.04644,12.00000,15.00000,9.0,18.0,12.0,11.50000,13.00000
2012,No migration background,West,16664,12.29682,12.25611,12.33752,10.50000,11.50000,14.00000,7.0,18.0,11.5,11.50000,11.50000
2012,No migration background,East,5773,12.34209,12.28090,12.40328,10.50000,11.50000,13.00000,7.0,16.75000,11.5,11.50000,11.50000
2012,Direct migration background,West,2919,10.86010,10.77865,10.94154,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,10.50000
2012,Direct migration background,East,172,11.63717,11.24373,12.03062,10.00000,10.50000,12.93547,7.0,17.33867,10.5,10.50000,12.00000
2012,Indirect migration background,West,967,12.09853,11.93533,12.26173,10.50000,11.50000,13.00000,7.0,16.75000,11.5,11.50000,11.50000
2012,Indirect migration background,East,62,12.67738,11.95243,13.40233,10.50380,12.00000,15.00000,7.0,18.0,12.0,11.50000,13.00000
2013,No migration background,West,15800,12.34445,12.30258,12.38632,10.50000,11.50000,14.00000,7.0,18.0,11.5,11.50000,11.50000
2013,No migration background,East,5404,12.32535,12.26249,12.38822,10.50000,11.50000,13.00000,7.0,16.75000,11.5,11.50000,11.50000
2013,Direct migration background,West,5809,10.76304,10.70513,10.82095,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,10.50000
2013,Direct migration background,East,439,11.27431,11.05618,11.49245,10.00000,10.50000,12.00000,7.00000,15.00000,10.5,10.50000,11.00000
2013,Indirect migration background,West,1698,12.00512,11.87260,12.13764,10.00000,11.50000,13.00000,7.0,17.50000,11.5,11.00000,11.50000
2013,Indirect migration background,East,81,12.35017,11.76893,12.93141,10.50000,11.71638,13.00000,7.0,16.75000,12.0,11.50000,12.00000
2014,No migration background,West,14349,12.41744,12.37318,12.46170,10.50000,11.50000,14.50000,7.0,18.0,11.5,11.50000,11.50000
2014,No migration background,East,4960,12.34091,12.27450,12.40732,10.50000,11.50000,13.00000,7.0,16.75000,11.5,11.50000,11.50000
2014,Direct migration background,West,4681,10.78232,10.71826,10.84638,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,10.50000
2014,Direct migration background,East,353,11.38090,11.13461,11.62720,10.00000,10.50000,12.00000,7.00000,15.00000,10.5,10.50000,12.00000
2014,Indirect migration background,West,1406,12.06260,11.92065,12.20454,10.00000,11.50000,13.00000,7.0,17.50000,11.5,11.50000,11.50000
2014,Indirect migration background,East,80,12.34559,11.71040,12.98079,10.50000,11.50000,13.26778,7.0,17.41944,11.5,11.50000,13.00000
2015,No migration background,West,13657,12.47294,12.42741,12.51847,10.50000,11.50000,14.50000,7.0,18.0,11.5,11.50000,11.50000
2015,No migration background,East,4718,12.36465,12.29607,12.43322,11.00000,11.50000,13.00000,8.00000,16.00000,11.5,11.50000,11.50000
2015,Direct migration background,West,5386,10.78122,10.72112,10.84131,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,10.50000
2015,Direct migration background,East,426,11.40158,11.16905,11.63411,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,11.50000
2015,Indirect migration background,West,1322,12.18690,12.03867,12.33513,10.00000,11.50000,13.50000,7.0,18.0,11.5,11.50000,12.00000
2015,Indirect migration background,East,80,12.29622,11.65671,12.93574,10.00000,11.50000,13.96280,7.0,18.0,11.5,10.50000,13.00000
2016,No migration background,West,12635,12.49627,12.44888,12.54365,10.50000,11.50000,14.50000,7.0,18.0,11.5,11.50000,11.50000
2016,No migration background,East,4420,12.45079,12.37973,12.52186,11.00000,11.50000,13.00000,8.00000,16.00000,11.5,11.50000,11.50000
2016,Direct migration background,West,6705,10.72411,10.67132,10.77689,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,10.50000
2016,Direct migration background,East,829,11.19467,11.03049,11.35885,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,11.50000
2016,Indirect migration background,West,1213,12.19895,12.04718,12.35073,10.50000,11.50000,13.50000,7.0,18.00000,11.5,11.50000,12.00000
2016,Indirect migration background,East,82,12.91633,12.31427,13.51839,10.50000,13.00000,15.70352,9.0,18.0,13.0,10.50000,15.00000
2017,No migration background,West,14352,12.51984,12.47515,12.56453,10.50000,11.50000,14.50000,7.0,18.0,11.5,11.50000,11.50000
2017,No migration background,East,4926,12.47003,12.40177,12.53829,11.00000,11.50000,13.00000,8.00000,16.00000,11.5,11.50000,11.50000
2017,Direct migration background,West,7389,10.64222,10.59204,10.69239,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,10.50000
2017,Direct migration background,East,909,11.13413,10.97125,11.29701,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,11.01250
2017,Indirect migration background,West,1323,12.36504,12.21847,12.51160,10.50000,12.00000,14.50000,7.0,18.0,12.0,11.50000,12.00000
2017,Indirect migration background,East,83,12.59131,12.01023,13.17239,10.50000,12.32227,14.50000,7.0,18.0,12.0,10.50000,13.50000
2018,No migration background,West,13764,12.58347,12.53774,12.62920,10.50000,11.50000,14.50000,7.0,18.0,11.5,11.50000,11.50000
2018,No migration background,East,4841,12.50238,12.43456,12.57019,11.50000,11.50000,13.00000,9.25000,15.25000,11.5,11.50000,11.50000
2018,Direct migration background,West,6857,10.66905,10.61671,10.72140,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,10.50000
2018,Direct migration background,East,833,11.18680,11.03134,11.34225,9.00000,11.00000,12.00000,7.0,16.50000,11.0,10.50000,12.00000
2018,Indirect migration background,West,1297,12.31264,12.16329,12.46199,10.50000,11.50000,14.50000,7.0,18.0,11.5,11.50000,12.00000
2018,Indirect migration background,East,98,12.65640,12.14706,13.16573,10.50000,13.00000,14.50000,8.5,18.0,13.0,11.50000,13.00000
2019,No migration background,West,14325,12.64088,12.59596,12.68580,10.50000,11.50000,14.50000,7.0,18.0,11.5,11.50000,11.50000
2019,No migration background,East,4940,12.54917,12.48137,12.61697,11.50000,11.50000,13.50000,8.50000,16.50000,11.5,11.50000,11.50000
2019,Direct migration background,West,6174,10.67038,10.61506,10.72571,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,10.50000
2019,Direct migration background,East,709,10.98335,10.81968,11.14703,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,12.00000
2019,Indirect migration background,West,1256,12.37841,12.22993,12.52689,10.50000,12.00000,14.50000,7.0,18.0,12.0,11.50000,12.00000
2019,Indirect migration background,East,96,12.90695,12.38635,13.42755,11.50000,13.00000,14.50000,9.0,18.0,13.0,11.50000,13.50000
2020,No migration background,West,13246,12.69955,12.65264,12.74646,10.50000,11.50000,15.00000,7.0,18.0,11.5,11.50000,11.50000
2020,No migration background,East,4536,12.61660,12.54498,12.68822,11.50000,11.50000,13.50000,8.50000,16.50000,11.5,11.50000,12.00000
2020,Direct migration background,West,7510,10.70330,10.65190,10.75469,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,10.50000
2020,Direct migration background,East,914,10.87670,10.72336,11.03005,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,11.00000
2020,Indirect migration background,West,1227,12.30269,12.15597,12.44941,10.50000,12.00000,14.50000,7.0,18.0,12.0,11.50000,12.00000
2020,Indirect migration background,East,98,12.68882,12.19374,13.18389,10.50000,13.00000,14.00000,9.0,18.0,13.0,11.50000,13.00000
2021,No migration background,West,9457,12.84806,12.79221,12.90391,10.50000,12.00000,15.00000,7.0,18.0,12.0,11.50000,12.00000
2021,No migration background,East,3142,12.80536,12.71667,12.89405,11.50000,12.00000,14.50000,7.00000,18.0,12.0,11.50000,12.00000
2021,Direct migration background,West,4362,10.91990,10.84924,10.99056,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,10.50000
2021,Direct migration background,East,496,11.27324,11.04635,11.50013,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,12.00000
2021,Indirect migration background,West,779,12.63514,12.44737,12.82291,10.50000,12.00000,14.50000,7.0,18.0,12.0,11.98750,13.00000
2021,Indirect migration background,East,75,13.21706,12.59795,13.83617,11.50000,13.00000,15.00000,7.0,18.0,13.0,12.00000,15.00000
2022,No migration background,West,11978,13.06716,13.01642,13.11789,10.50000,12.00000,15.00000,7.0,18.0,12.0,12.00000,12.00000
2022,No migration background,East,4047,13.00410,12.92321,13.08499,11.50000,12.00000,15.00000,7.0,18.0,12.0,12.00000,12.00000
2022,Direct migration background,West,5376,11.13405,11.06789,11.20020,9.00000,10.50000,12.00000,7.0,16.50000,10.5,10.50000,11.00000
2022,Direct migration background,East,785,11.08149,10.89980,11.26318,9.00000,10.77461,12.00000,7.0,16.50000,11.0,10.50000,12.00000
2022,Indirect migration background,West,1201,12.93729,12.78137,13.09322,10.50000,12.00000,15.00000,7.0,18.0,12.0,12.00000,13.00000
