year,pgisced97,quintil_oecd,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,1st Quintile,,,,,,,,,,,,
1984,Pre-primary Level,2nd Quintile,,,,,,,,,,,,
1984,Pre-primary Level,3rd Quintile,,,,,,,,,,,,
1984,Pre-primary Level,4th Quintile,,,,,,,,,,,,
1984,Pre-primary Level,5th Quintile,,,,,,,,,,,,
1984,Primary Level,1st Quintile,350,7.16068,7.10352,7.21783,7.00000,7.00000,7.00000,7.00000,7.00000,7.0,7.00000,7.00000
1984,Primary Level,2nd Quintile,233,7.22721,7.14529,7.30912,7.00000,7.00000,7.00000,7.00000,7.00000,7.0,7.00000,7.00000
1984,Primary Level,3rd Quintile,159,7.35318,7.23372,7.47263,7.00000,7.00000,7.00000,7.00000,7.00000,7.0,7.00000,7.00000
1984,Primary Level,4th Quintile,159,7.17278,7.08477,7.26079,7.00000,7.00000,7.00000,7.00000,7.00000,7.0,7.00000,7.00000
1984,Primary Level,5th Quintile,83,7.00674,6.98143,7.03206,7.00000,7.00000,7.00000,7.00000,7.00000,7.0,7.00000,7.00000
1984,Lower Secondary Level,1st Quintile,939,9.10078,9.08150,9.12006,9.00000,9.00000,9.00000,9.00000,9.00000,9.0,9.00000,9.00000
1984,Lower Secondary Level,2nd Quintile,828,9.12947,9.10657,9.15238,9.00000,9.00000,9.00000,9.00000,9.00000,9.0,9.00000,9.00000
1984,Lower Secondary Level,3rd Quintile,704,9.17008,9.14228,9.19788,9.00000,9.00000,9.00000,9.00000,9.00000,9.0,9.00000,9.00000
1984,Lower Secondary Level,4th Quintile,586,9.19614,9.16392,9.22836,9.00000,9.00000,9.00000,9.00000,9.00000,9.0,9.00000,9.00000
1984,Lower Secondary Level,5th Quintile,385,9.27186,9.22728,9.31644,9.00000,9.00000,10.00000,9.0,10.0,9.0,9.00000,9.00000
1984,Upper Secondary Level,1st Quintile,906,10.86347,10.81111,10.91583,10.50000,10.50000,11.00000,9.75000,11.75000,10.5,10.50000,10.50000
1984,Upper Secondary Level,2nd Quintile,1095,10.81617,10.77549,10.85685,10.50000,10.50000,11.00000,9.75000,11.75000,10.5,10.50000,10.50000
1984,Upper Secondary Level,3rd Quintile,1160,10.87341,10.83533,10.91149,10.50000,10.50000,11.50000,9.00000,13.00000,10.5,10.50000,10.50000
1984,Upper Secondary Level,4th Quintile,1280,10.96025,10.92153,10.99897,10.50000,10.50000,11.50000,9.00000,13.00000,10.5,10.50000,10.50000
