"plj0046","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","1999","16-34 Jahre alt","kein Migrationshintergrund","1142","0.334078973847093","0.318261938127228","0.349896009566958"
"Grosse Sorgen","1999","16-34 Jahre alt","direkter Migrationshintergrund","124","0.187871125224209","0.157585248090997","0.218157002357421"
"Grosse Sorgen","1999","16-34 Jahre alt","indirekter Migrationshintergrund","134","0.275396764691691","0.237995407386409","0.312798121996973"
"Grosse Sorgen","1999","35-65 Jahre alt","kein Migrationshintergrund","2277","0.385571558819793","0.373160295249267","0.39798282239032"
"Grosse Sorgen","1999","35-65 Jahre alt","direkter Migrationshintergrund","323","0.248166551714292","0.224934824576216","0.271398278852368"
"Grosse Sorgen","1999","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1999","66 und älter","kein Migrationshintergrund","635","0.42426513567304","0.399739756586559","0.44879051475952"
"Grosse Sorgen","1999","66 und älter","direkter Migrationshintergrund","82","0.415924275626633","0.354949116428761","0.476899434824505"
"Grosse Sorgen","1999","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1999","16-34 Jahre alt","kein Migrationshintergrund","1578","0.458960053633599","0.442249483421493","0.475670623845705"
"Einige Sorgen","1999","16-34 Jahre alt","direkter Migrationshintergrund","294","0.467271312592846","0.428586966194958","0.505955658990733"
"Einige Sorgen","1999","16-34 Jahre alt","indirekter Migrationshintergrund","257","0.446608960309979","0.404985556794486","0.488232363825473"
"Einige Sorgen","1999","35-65 Jahre alt","kein Migrationshintergrund","2713","0.453226545869644","0.440532816706039","0.465920275033249"
"Einige Sorgen","1999","35-65 Jahre alt","direkter Migrationshintergrund","628","0.457286737821113","0.430493291790681","0.484080183851545"
"Einige Sorgen","1999","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1999","66 und älter","kein Migrationshintergrund","719","0.452353208574251","0.427654462614715","0.477051954533788"
"Einige Sorgen","1999","66 und älter","direkter Migrationshintergrund","112","0.405614545503818","0.34487072869965","0.466358362307985"
"Einige Sorgen","1999","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1999","16-34 Jahre alt","kein Migrationshintergrund","696","0.206960972519308","0.193375314803583","0.220546630235033"
"Keine Sorgen","1999","16-34 Jahre alt","direkter Migrationshintergrund","221","0.344857562182945","0.308003496539889","0.381711627826001"
"Keine Sorgen","1999","16-34 Jahre alt","indirekter Migrationshintergrund","157","0.277994274998329","0.240484361857956","0.315504188138703"
"Keine Sorgen","1999","35-65 Jahre alt","kein Migrationshintergrund","918","0.161201895310562","0.151825376272032","0.170578414349092"
"Keine Sorgen","1999","35-65 Jahre alt","direkter Migrationshintergrund","377","0.294546710464595","0.270030108658347","0.319063312270842"
"Keine Sorgen","1999","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1999","66 und älter","kein Migrationshintergrund","206","0.123381655752709","0.107061798108576","0.139701513396842"
"Keine Sorgen","1999","66 und älter","direkter Migrationshintergrund","57","0.178461178869549","0.131091858442402","0.225830499296697"
"Keine Sorgen","1999","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2000","16-34 Jahre alt","kein Migrationshintergrund","1618","0.288926381472672","0.276812353436723","0.301040409508622"
"Grosse Sorgen","2000","16-34 Jahre alt","direkter Migrationshintergrund","144","0.145436567650691","0.123319265911103","0.167553869390278"
"Grosse Sorgen","2000","16-34 Jahre alt","indirekter Migrationshintergrund","119","0.183222388473602","0.154646289325817","0.211798487621388"
"Grosse Sorgen","2000","35-65 Jahre alt","kein Migrationshintergrund","3719","0.335118579914914","0.326409958321845","0.343827201507982"
"Grosse Sorgen","2000","35-65 Jahre alt","direkter Migrationshintergrund","357","0.178861177796605","0.161886244237168","0.195836111356042"
"Grosse Sorgen","2000","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2000","66 und älter","kein Migrationshintergrund","1015","0.319202671266527","0.303081280581223","0.335324061951832"
"Grosse Sorgen","2000","66 und älter","direkter Migrationshintergrund","79","0.265600423825296","0.219593091643778","0.311607756006814"
"Grosse Sorgen","2000","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2000","16-34 Jahre alt","kein Migrationshintergrund","2386","0.43793455717671","0.424674794759786","0.451194319593633"
"Einige Sorgen","2000","16-34 Jahre alt","direkter Migrationshintergrund","428","0.404526783889588","0.373735489987393","0.435318077791783"
"Einige Sorgen","2000","16-34 Jahre alt","indirekter Migrationshintergrund","321","0.445048950804241","0.40833822334001","0.481759678268473"
"Einige Sorgen","2000","35-65 Jahre alt","kein Migrationshintergrund","5192","0.44922727466907","0.440050346358765","0.458404202979374"
"Einige Sorgen","2000","35-65 Jahre alt","direkter Migrationshintergrund","872","0.443155055617481","0.421151810243967","0.465158300990996"
"Einige Sorgen","2000","35-65 Jahre alt","indirekter Migrationshintergrund","49","0.478127758095155","0.377679972726897","0.578575543463413"
"Einige Sorgen","2000","66 und älter","kein Migrationshintergrund","1565","0.488752765449431","0.471465733983844","0.506039796915018"
"Einige Sorgen","2000","66 und älter","direkter Migrationshintergrund","166","0.440780040524697","0.389061203316181","0.492498877733212"
"Einige Sorgen","2000","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2000","16-34 Jahre alt","kein Migrationshintergrund","1374","0.273139061350618","0.261230610633684","0.285047512067552"
"Keine Sorgen","2000","16-34 Jahre alt","direkter Migrationshintergrund","404","0.450036648459721","0.41882519467011","0.481248102249333"
"Keine Sorgen","2000","16-34 Jahre alt","indirekter Migrationshintergrund","264","0.371728660722156","0.336030288864183","0.407427032580129"
"Keine Sorgen","2000","35-65 Jahre alt","kein Migrationshintergrund","2375","0.215654145416017","0.208066434502199","0.223241856329835"
"Keine Sorgen","2000","35-65 Jahre alt","direkter Migrationshintergrund","729","0.377983766585914","0.356506491434619","0.399461041737209"
"Keine Sorgen","2000","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2000","66 und älter","kein Migrationshintergrund","632","0.192044563284042","0.178422119166036","0.205667007402048"
"Keine Sorgen","2000","66 und älter","direkter Migrationshintergrund","109","0.293619535650007","0.246178050762049","0.341061020537965"
"Keine Sorgen","2000","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2001","16-34 Jahre alt","kein Migrationshintergrund","1150","0.232903115938349","0.220905561577035","0.244900670299663"
"Grosse Sorgen","2001","16-34 Jahre alt","direkter Migrationshintergrund","105","0.112434299720534","0.0908650941222729","0.134003505318795"
"Grosse Sorgen","2001","16-34 Jahre alt","indirekter Migrationshintergrund","115","0.182248314445515","0.152570364578909","0.21192626431212"
"Grosse Sorgen","2001","35-65 Jahre alt","kein Migrationshintergrund","2800","0.270999473271097","0.262434401865596","0.279564544676598"
"Grosse Sorgen","2001","35-65 Jahre alt","direkter Migrationshintergrund","295","0.160339197373838","0.143113723033244","0.177564671714432"
"Grosse Sorgen","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2001","66 und älter","kein Migrationshintergrund","794","0.261150046555913","0.245555821824561","0.276744271287265"
"Grosse Sorgen","2001","66 und älter","direkter Migrationshintergrund","67","0.228446131323244","0.183622382989689","0.273269879656799"
"Grosse Sorgen","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2001","16-34 Jahre alt","kein Migrationshintergrund","2195","0.456201113037779","0.442063460782332","0.470338765293227"
"Einige Sorgen","2001","16-34 Jahre alt","direkter Migrationshintergrund","365","0.429299399878959","0.395503128367472","0.463095671390446"
"Einige Sorgen","2001","16-34 Jahre alt","indirekter Migrationshintergrund","282","0.428543314896456","0.390499817641096","0.466586812151816"
"Einige Sorgen","2001","35-65 Jahre alt","kein Migrationshintergrund","4943","0.475455552402799","0.465832143214922","0.485078961590676"
"Einige Sorgen","2001","35-65 Jahre alt","direkter Migrationshintergrund","811","0.450734384088632","0.427375561477326","0.474093206699937"
"Einige Sorgen","2001","35-65 Jahre alt","indirekter Migrationshintergrund","47","0.439182941393632","0.342870732300496","0.535495150486768"
"Einige Sorgen","2001","66 und älter","kein Migrationshintergrund","1548","0.508250033479446","0.490501949004041","0.52599811795485"
"Einige Sorgen","2001","66 und älter","direkter Migrationshintergrund","153","0.437764411227402","0.384796538323962","0.490732284130843"
"Einige Sorgen","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2001","16-34 Jahre alt","kein Migrationshintergrund","1423","0.310895771023871","0.297757753629827","0.324033788417915"
"Keine Sorgen","2001","16-34 Jahre alt","direkter Migrationshintergrund","354","0.458266300400507","0.424246138797579","0.492286462003435"
"Keine Sorgen","2001","16-34 Jahre alt","indirekter Migrationshintergrund","253","0.389208370658029","0.35172582859755","0.426690912718509"
"Keine Sorgen","2001","35-65 Jahre alt","kein Migrationshintergrund","2602","0.253544974326104","0.245161729106182","0.261928219546026"
"Keine Sorgen","2001","35-65 Jahre alt","direkter Migrationshintergrund","637","0.38892641853753","0.366039892605385","0.411812944469675"
"Keine Sorgen","2001","35-65 Jahre alt","indirekter Migrationshintergrund","41","0.414806654114503","0.31919286001541","0.510420448213597"
"Keine Sorgen","2001","66 und älter","kein Migrationshintergrund","706","0.230599919964642","0.215646301370388","0.245553538558895"
"Keine Sorgen","2001","66 und älter","direkter Migrationshintergrund","117","0.333789457449354","0.283442271814151","0.384136643084557"
"Keine Sorgen","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2002","16-34 Jahre alt","kein Migrationshintergrund","1232","0.258185431255102","0.245769882513061","0.270600979997144"
