"plj0046","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","2000","16-34 Jahre alt","(noch) kein Abschluss","105","0.197449386192165","0.164390775126013","0.230507997258317"
"Grosse Sorgen","2000","16-34 Jahre alt","AkademikerInnen","92","0.111811525963313","0.089303030999803","0.134320020926823"
"Grosse Sorgen","2000","16-34 Jahre alt","Hauptschulabschluss","598","0.321107535335542","0.299985211464858","0.342229859206226"
"Grosse Sorgen","2000","16-34 Jahre alt","Realschulabschluss","841","0.329005260189597","0.310667912125398","0.347342608253795"
"Grosse Sorgen","2000","35-65 Jahre alt","(Fach-)Abitur","184","0.202420534205094","0.175978153935105","0.228862914475084"
"Grosse Sorgen","2000","35-65 Jahre alt","(noch) kein Abschluss","56","0.236379886573029","0.185796560226277","0.286963212919781"
"Grosse Sorgen","2000","35-65 Jahre alt","AkademikerInnen","484","0.182662588041538","0.167892663027241","0.197432513055835"
"Grosse Sorgen","2000","35-65 Jahre alt","Hauptschulabschluss","2170","0.368385826326506","0.35637605515322","0.380395597499792"
"Grosse Sorgen","2000","35-65 Jahre alt","Realschulabschluss","1189","0.344264454590567","0.328126948124306","0.360401961056828"
"Grosse Sorgen","2000","66 und älter","(Fach-)Abitur","31","0.184794910892527","0.123092129454373","0.24649769233068"
"Grosse Sorgen","2000","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2000","66 und älter","AkademikerInnen","117","0.272103279058227","0.229181784662247","0.315024773454207"
"Grosse Sorgen","2000","66 und älter","Hauptschulabschluss","787","0.323972814823272","0.305729828978034","0.342215800668511"
"Grosse Sorgen","2000","66 und älter","Realschulabschluss","137","0.345357006120594","0.298876434323693","0.391837577917495"
"Einige Sorgen","2000","16-34 Jahre alt","(Fach-)Abitur","592","0.416744136716852","0.390336951695023","0.443151321738682"
"Einige Sorgen","2000","16-34 Jahre alt","(noch) kein Abschluss","244","0.433267191441904","0.392115511149161","0.474418871734647"
"Einige Sorgen","2000","16-34 Jahre alt","AkademikerInnen","323","0.403667578180483","0.368624136820384","0.438711019540583"
"Einige Sorgen","2000","16-34 Jahre alt","Hauptschulabschluss","812","0.432103829223873","0.409693693728802","0.454513964718945"
"Einige Sorgen","2000","16-34 Jahre alt","Realschulabschluss","1162","0.455907643960489","0.436469701191755","0.475345586729223"
"Einige Sorgen","2000","35-65 Jahre alt","(Fach-)Abitur","397","0.436156278838439","0.403521045677097","0.468791511999781"
"Einige Sorgen","2000","35-65 Jahre alt","(noch) kein Abschluss","110","0.39300277352795","0.334852119108632","0.451153427947268"
"Einige Sorgen","2000","35-65 Jahre alt","AkademikerInnen","1149","0.417769888974778","0.398917399963776","0.43662237798578"
"Einige Sorgen","2000","35-65 Jahre alt","Hauptschulabschluss","2913","0.459075532313964","0.446668505255961","0.471482559371966"
"Einige Sorgen","2000","35-65 Jahre alt","Realschulabschluss","1538","0.462396182588525","0.445461998904742","0.479330366272307"
"Einige Sorgen","2000","66 und älter","(Fach-)Abitur","88","0.626636758887021","0.549741420993464","0.703532096780579"
"Einige Sorgen","2000","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","2000","66 und älter","AkademikerInnen","187","0.467452749624493","0.419333261605353","0.515572237643633"
"Einige Sorgen","2000","66 und älter","Hauptschulabschluss","1234","0.481236754713318","0.461759688074918","0.500713821351717"
"Einige Sorgen","2000","66 und älter","Realschulabschluss","197","0.481470743934845","0.432627258387577","0.530314229482114"
"Keine Sorgen","2000","16-34 Jahre alt","(Fach-)Abitur","507","0.41542720587041","0.389032029420123","0.441822382320698"
"Keine Sorgen","2000","16-34 Jahre alt","(noch) kein Abschluss","208","0.369283422365931","0.329204362801433","0.40936248193043"
"Keine Sorgen","2000","16-34 Jahre alt","AkademikerInnen","338","0.484520895856204","0.448825484494231","0.520216307218177"
"Keine Sorgen","2000","16-34 Jahre alt","Hauptschulabschluss","467","0.246788635440585","0.227284039174931","0.266293231706239"
"Keine Sorgen","2000","16-34 Jahre alt","Realschulabschluss","519","0.215087095849915","0.199051191310603","0.231123000389226"
"Keine Sorgen","2000","35-65 Jahre alt","(Fach-)Abitur","306","0.361423186956467","0.329807628381988","0.393038745530945"
"Keine Sorgen","2000","35-65 Jahre alt","(noch) kein Abschluss","105","0.370617339899021","0.313115240678585","0.428119439119457"
"Keine Sorgen","2000","35-65 Jahre alt","AkademikerInnen","996","0.399567522983684","0.380844327308961","0.418290718658407"
"Keine Sorgen","2000","35-65 Jahre alt","Hauptschulabschluss","1114","0.17253864135953","0.163131137809772","0.181946144909289"
"Keine Sorgen","2000","35-65 Jahre alt","Realschulabschluss","603","0.193339362820908","0.179926189133924","0.206752536507892"
"Keine Sorgen","2000","66 und älter","(Fach-)Abitur","33","0.188568330220452","0.126383185161207","0.250753475279697"
"Keine Sorgen","2000","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2000","66 und älter","AkademikerInnen","109","0.26044397131728","0.218117139698556","0.302770802936004"
"Keine Sorgen","2000","66 und älter","Hauptschulabschluss","507","0.19479043046341","0.179352189020528","0.210228671906292"
"Keine Sorgen","2000","66 und älter","Realschulabschluss","68","0.173172249944561","0.136182470970457","0.210162028918665"
"Grosse Sorgen","2001","16-34 Jahre alt","(Fach-)Abitur","196","0.14847621130336","0.128474572573922","0.168477850032799"
"Grosse Sorgen","2001","16-34 Jahre alt","(noch) kein Abschluss","95","0.166673432975056","0.136853046339043","0.196493819611069"
"Grosse Sorgen","2001","16-34 Jahre alt","AkademikerInnen","63","0.0897370474990672","0.0674017320671583","0.112072362930976"
"Grosse Sorgen","2001","16-34 Jahre alt","Hauptschulabschluss","404","0.260032393523067","0.238180821114468","0.281883965931666"
"Grosse Sorgen","2001","16-34 Jahre alt","Realschulabschluss","596","0.264750866109442","0.24623448061627","0.283267251602614"
"Grosse Sorgen","2001","35-65 Jahre alt","(Fach-)Abitur","158","0.174393476318107","0.149280396918227","0.199506555717986"
"Grosse Sorgen","2001","35-65 Jahre alt","(noch) kein Abschluss","31","0.183892465040829","0.129519070568035","0.238265859513623"
"Grosse Sorgen","2001","35-65 Jahre alt","AkademikerInnen","369","0.143858681113752","0.130052042153318","0.157665320074185"
"Grosse Sorgen","2001","35-65 Jahre alt","Hauptschulabschluss","1624","0.305034163806663","0.292804764703606","0.317263562909721"
"Grosse Sorgen","2001","35-65 Jahre alt","Realschulabschluss","922","0.280541459068759","0.264897130934166","0.296185787203351"
"Grosse Sorgen","2001","66 und älter","(Fach-)Abitur","","","",""
"Grosse Sorgen","2001","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2001","66 und älter","AkademikerInnen","90","0.200614417481449","0.162406700189517","0.238822134773382"
"Grosse Sorgen","2001","66 und älter","Hauptschulabschluss","633","0.27598314720632","0.257910166749611","0.294056127663028"
"Grosse Sorgen","2001","66 und älter","Realschulabschluss","102","0.260463253575277","0.217506741143368","0.303419766007186"
"Einige Sorgen","2001","16-34 Jahre alt","(Fach-)Abitur","502","0.405318642384782","0.377701470723268","0.432935814046296"
"Einige Sorgen","2001","16-34 Jahre alt","(noch) kein Abschluss","256","0.427181941379558","0.387600896119613","0.466762986639502"
"Einige Sorgen","2001","16-34 Jahre alt","AkademikerInnen","272","0.437731265973495","0.398961023278079","0.47650150866891"
"Einige Sorgen","2001","16-34 Jahre alt","Hauptschulabschluss","745","0.479837922940353","0.454950539429099","0.504725306451606"
"Einige Sorgen","2001","16-34 Jahre alt","Realschulabschluss","1034","0.466045971778858","0.445110315901615","0.486981627656101"
"Einige Sorgen","2001","35-65 Jahre alt","(Fach-)Abitur","409","0.455527828750335","0.422567343653694","0.488488313846975"
"Einige Sorgen","2001","35-65 Jahre alt","(noch) kein Abschluss","98","0.479793304647751","0.409672668778819","0.549913940516684"
"Einige Sorgen","2001","35-65 Jahre alt","AkademikerInnen","1051","0.416349349377509","0.396956008345407","0.435742690409611"
"Einige Sorgen","2001","35-65 Jahre alt","Hauptschulabschluss","2691","0.490422304461451","0.477144096657671","0.503700512265231"
"Einige Sorgen","2001","35-65 Jahre alt","Realschulabschluss","1542","0.486695870461903","0.469290963170606","0.5041007777532"
"Einige Sorgen","2001","66 und älter","(Fach-)Abitur","81","0.580434576971283","0.501461520903288","0.659407633039278"
"Einige Sorgen","2001","66 und älter","(noch) kein Abschluss","32","0.396504189904293","0.278489208216009","0.514519171592578"
"Einige Sorgen","2001","66 und älter","AkademikerInnen","200","0.484631551714682","0.436949314764611","0.532313788664753"
"Einige Sorgen","2001","66 und älter","Hauptschulabschluss","1178","0.500163076779123","0.479947592898779","0.520378560659467"
"Einige Sorgen","2001","66 und älter","Realschulabschluss","211","0.504532208386979","0.455596253547348","0.55346816322661"
"Keine Sorgen","2001","16-34 Jahre alt","(Fach-)Abitur","516","0.446205146311858","0.418242356842993","0.474167935780722"
"Keine Sorgen","2001","16-34 Jahre alt","(noch) kein Abschluss","249","0.406144625645387","0.366848189367305","0.445441061923469"
"Keine Sorgen","2001","16-34 Jahre alt","AkademikerInnen","294","0.472531686527438","0.433516254155767","0.51154711889911"
"Keine Sorgen","2001","16-34 Jahre alt","Hauptschulabschluss","399","0.26012968353658","0.238275460498469","0.281983906574691"
"Keine Sorgen","2001","16-34 Jahre alt","Realschulabschluss","551","0.2692031621117","0.250588349596999","0.287817974626401"
"Keine Sorgen","2001","35-65 Jahre alt","(Fach-)Abitur","310","0.370078694931559","0.338123719726677","0.40203367013644"
"Keine Sorgen","2001","35-65 Jahre alt","(noch) kein Abschluss","66","0.33631423031142","0.270003370345272","0.402625090277567"
"Keine Sorgen","2001","35-65 Jahre alt","AkademikerInnen","1062","0.439791969508739","0.420264520385495","0.459319418631983"
"Keine Sorgen","2001","35-65 Jahre alt","Hauptschulabschluss","1130","0.204543531731885","0.193829566492711","0.21525749697106"
"Keine Sorgen","2001","35-65 Jahre alt","Realschulabschluss","704","0.232762670469338","0.218047102375613","0.247478238563064"
"Keine Sorgen","2001","66 und älter","(Fach-)Abitur","42","0.255634686654362","0.185826651199295","0.325442722109429"
"Keine Sorgen","2001","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2001","66 und älter","AkademikerInnen","132","0.314754030803868","0.270444131756218","0.359063929851519"
"Keine Sorgen","2001","66 und älter","Hauptschulabschluss","539","0.223853776014557","0.207001128137434","0.240706423891681"
"Keine Sorgen","2001","66 und älter","Realschulabschluss","88","0.235004538037744","0.193504981247325","0.276504094828164"
"Grosse Sorgen","2002","16-34 Jahre alt","(Fach-)Abitur","185","0.136567571770392","0.117879431958738","0.155255711582046"
"Grosse Sorgen","2002","16-34 Jahre alt","(noch) kein Abschluss","117","0.185298369981521","0.155611101759192","0.21498563820385"
"Grosse Sorgen","2002","16-34 Jahre alt","AkademikerInnen","71","0.104589461559074","0.0805784276811509","0.128600495436997"
"Grosse Sorgen","2002","16-34 Jahre alt","Hauptschulabschluss","404","0.297577755632803","0.273098677866877","0.322056833398729"
"Grosse Sorgen","2002","16-34 Jahre alt","Realschulabschluss","648","0.311115554109282","0.291167437547612","0.331063670670952"
"Grosse Sorgen","2002","35-65 Jahre alt","(Fach-)Abitur","192","0.213676950128782","0.188607649948739","0.238746250308826"
"Grosse Sorgen","2002","35-65 Jahre alt","(noch) kein Abschluss","39","0.301018094162204","0.232267049201164","0.369769139123244"
"Grosse Sorgen","2002","35-65 Jahre alt","AkademikerInnen","510","0.153690779007747","0.141534128033883","0.16584742998161"
"Grosse Sorgen","2002","35-65 Jahre alt","Hauptschulabschluss","1688","0.352244974791606","0.339182631098075","0.365307318485137"
"Grosse Sorgen","2002","35-65 Jahre alt","Realschulabschluss","1111","0.330327269197239","0.314700759350145","0.345953779044333"
"Grosse Sorgen","2002","66 und älter","(Fach-)Abitur","44","0.25563232969668","0.185115778493889","0.326148880899471"
"Grosse Sorgen","2002","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2002","66 und älter","AkademikerInnen","162","0.298694320195387","0.26026904379181","0.337119596598964"
"Grosse Sorgen","2002","66 und älter","Hauptschulabschluss","812","0.350903480602411","0.331793811705347","0.370013149499474"
"Grosse Sorgen","2002","66 und älter","Realschulabschluss","155","0.394196665764788","0.347954118635797","0.440439212893778"
"Einige Sorgen","2002","16-34 Jahre alt","(Fach-)Abitur","573","0.411277524706831","0.384498121181882","0.438056928231781"
"Einige Sorgen","2002","16-34 Jahre alt","(noch) kein Abschluss","279","0.441350973178332","0.403411026886536","0.479290919470129"
"Einige Sorgen","2002","16-34 Jahre alt","AkademikerInnen","284","0.477111321596884","0.437921771602058","0.516300871591709"
"Einige Sorgen","2002","16-34 Jahre alt","Hauptschulabschluss","593","0.448818220387072","0.422187779420253","0.47544866135389"
"Einige Sorgen","2002","16-34 Jahre alt","Realschulabschluss","946","0.447039732748101","0.425616358665063","0.468463106831139"
"Einige Sorgen","2002","35-65 Jahre alt","(Fach-)Abitur","481","0.432544289060785","0.402244183189177","0.462844394932392"
"Einige Sorgen","2002","35-65 Jahre alt","(noch) kein Abschluss","82","0.409054809675858","0.3353638200786","0.482745799273116"
"Einige Sorgen","2002","35-65 Jahre alt","AkademikerInnen","1496","0.444698485589689","0.427948179029133","0.461448792150245"
"Einige Sorgen","2002","35-65 Jahre alt","Hauptschulabschluss","2600","0.487532199860368","0.473863467126587","0.50120093259415"
"Einige Sorgen","2002","35-65 Jahre alt","Realschulabschluss","1693","0.481391480123517","0.464790738412042","0.497992221834991"
"Einige Sorgen","2002","66 und älter","(Fach-)Abitur","72","0.519539968474657","0.43877416121968","0.600305775729635"
"Einige Sorgen","2002","66 und älter","(noch) kein Abschluss","30","0.452205049894231","0.33120985349598","0.573200246292482"
"Einige Sorgen","2002","66 und älter","AkademikerInnen","254","0.473445737386659","0.431527162281243","0.515364312492075"
"Einige Sorgen","2002","66 und älter","Hauptschulabschluss","1218","0.505912998953276","0.485893909627291","0.525932088279262"
"Einige Sorgen","2002","66 und älter","Realschulabschluss","202","0.459346105068493","0.41218878329375","0.506503426843237"
"Keine Sorgen","2002","16-34 Jahre alt","(Fach-)Abitur","539","0.452154903522777","0.425068545480698","0.479241261564855"
"Keine Sorgen","2002","16-34 Jahre alt","(noch) kein Abschluss","262","0.373350656840146","0.336392874919109","0.410308438761183"
"Keine Sorgen","2002","16-34 Jahre alt","AkademikerInnen","269","0.418299216844042","0.37959581437069","0.457002619317395"
"Keine Sorgen","2002","16-34 Jahre alt","Hauptschulabschluss","343","0.253604023980125","0.230309255060765","0.276898792899486"
"Keine Sorgen","2002","16-34 Jahre alt","Realschulabschluss","475","0.241844713142617","0.223393911984617","0.260295514300617"
"Keine Sorgen","2002","35-65 Jahre alt","(Fach-)Abitur","354","0.353778760810433","0.324535933385626","0.383021588235241"
"Keine Sorgen","2002","35-65 Jahre alt","(noch) kein Abschluss","50","0.289927096161938","0.221921303203276","0.3579328891206"
"Keine Sorgen","2002","35-65 Jahre alt","AkademikerInnen","1375","0.401610735402564","0.385086550003711","0.418134920801418"
"Keine Sorgen","2002","35-65 Jahre alt","Hauptschulabschluss","849","0.160222825348026","0.150191980011845","0.170253670684207"
"Keine Sorgen","2002","35-65 Jahre alt","Realschulabschluss","676","0.188281250679244","0.175292577325388","0.201269924033101"
"Keine Sorgen","2002","66 und älter","(Fach-)Abitur","31","0.224827701828663","0.157341737763315","0.29231366589401"
"Keine Sorgen","2002","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2002","66 und älter","AkademikerInnen","129","0.227859942417954","0.192644603428104","0.263075281407804"
"Keine Sorgen","2002","66 und älter","Hauptschulabschluss","366","0.143183520444313","0.129158771113538","0.157208269775088"
"Keine Sorgen","2002","66 und älter","Realschulabschluss","72","0.146457229166719","0.113000190686573","0.179914267646865"
"Grosse Sorgen","2003","16-34 Jahre alt","(Fach-)Abitur","189","0.132171866634439","0.113471539982953","0.150872193285925"
"Grosse Sorgen","2003","16-34 Jahre alt","(noch) kein Abschluss","109","0.204600651462061","0.173916778718585","0.235284524205536"
"Grosse Sorgen","2003","16-34 Jahre alt","AkademikerInnen","54","0.0944944222155998","0.0702888523123933","0.118699992118806"
"Grosse Sorgen","2003","16-34 Jahre alt","Hauptschulabschluss","328","0.261578358501688","0.237185203382104","0.285971513621272"
"Grosse Sorgen","2003","16-34 Jahre alt","Realschulabschluss","537","0.286335583041685","0.265890683568374","0.306780482514996"
"Grosse Sorgen","2003","35-65 Jahre alt","(Fach-)Abitur","182","0.211903201355214","0.186700566644939","0.23710583606549"
"Grosse Sorgen","2003","35-65 Jahre alt","(noch) kein Abschluss","43","0.266590701581195","0.198075994651412","0.335105408510978"
"Grosse Sorgen","2003","35-65 Jahre alt","AkademikerInnen","452","0.150234407764037","0.137868303987678","0.162600511540395"
"Grosse Sorgen","2003","35-65 Jahre alt","Hauptschulabschluss","1496","0.336017081377598","0.322578811607242","0.349455351147953"
"Grosse Sorgen","2003","35-65 Jahre alt","Realschulabschluss","1025","0.309037999478525","0.293634073424536","0.324441925532513"
"Grosse Sorgen","2003","66 und älter","(Fach-)Abitur","45","0.296695434502355","0.224075902272482","0.369314966732229"
"Grosse Sorgen","2003","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2003","66 und älter","AkademikerInnen","128","0.236507127491657","0.201744166982304","0.27127008800101"
"Grosse Sorgen","2003","66 und älter","Hauptschulabschluss","752","0.328308704729025","0.309675856917617","0.346941552540433"
"Grosse Sorgen","2003","66 und älter","Realschulabschluss","126","0.29256045287551","0.249460312632242","0.335660593118778"
"Einige Sorgen","2003","16-34 Jahre alt","(Fach-)Abitur","545","0.427934113396058","0.400614515809696","0.455253710982421"
"Einige Sorgen","2003","16-34 Jahre alt","(noch) kein Abschluss","262","0.3869523358389","0.349906456432399","0.4239982152454"
"Einige Sorgen","2003","16-34 Jahre alt","AkademikerInnen","245","0.483336262281863","0.441984374484453","0.524688150079273"
"Einige Sorgen","2003","16-34 Jahre alt","Hauptschulabschluss","586","0.478671353942925","0.45094521611005","0.506397491775799"
"Einige Sorgen","2003","16-34 Jahre alt","Realschulabschluss","875","0.452522095234687","0.430010644175858","0.475033546293516"
"Einige Sorgen","2003","35-65 Jahre alt","(Fach-)Abitur","441","0.407563088697716","0.37725867534912","0.437867502046312"
"Einige Sorgen","2003","35-65 Jahre alt","(noch) kein Abschluss","68","0.445596023858094","0.368581626514731","0.522610421201456"
"Einige Sorgen","2003","35-65 Jahre alt","AkademikerInnen","1398","0.43577085083557","0.418609342376074","0.452932359295066"
"Einige Sorgen","2003","35-65 Jahre alt","Hauptschulabschluss","2330","0.479086497939718","0.464873882768682","0.493299113110753"
"Einige Sorgen","2003","35-65 Jahre alt","Realschulabschluss","1674","0.479570116890646","0.462916614993716","0.496223618787576"
"Einige Sorgen","2003","66 und älter","(Fach-)Abitur","79","0.524639905852565","0.445249445914331","0.604030365790798"
"Einige Sorgen","2003","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","2003","66 und älter","AkademikerInnen","283","0.494884810829369","0.453983293329687","0.535786328329052"
"Einige Sorgen","2003","66 und älter","Hauptschulabschluss","1216","0.485202564991564","0.46537209948623","0.505033030496898"
"Einige Sorgen","2003","66 und älter","Realschulabschluss","222","0.536045740725656","0.488799776765497","0.583291704685815"
"Keine Sorgen","2003","16-34 Jahre alt","(Fach-)Abitur","526","0.439894019969503","0.412486360338554","0.467301679600452"
"Keine Sorgen","2003","16-34 Jahre alt","(noch) kein Abschluss","293","0.40844701269904","0.371059313555055","0.445834711843024"
"Keine Sorgen","2003","16-34 Jahre alt","AkademikerInnen","262","0.422169315502537","0.381298783320492","0.463039847684583"
"Keine Sorgen","2003","16-34 Jahre alt","Hauptschulabschluss","333","0.259750287555387","0.235412448967893","0.284088126142882"
"Keine Sorgen","2003","16-34 Jahre alt","Realschulabschluss","466","0.261142321723628","0.241275914978189","0.281008728469068"
"Keine Sorgen","2003","35-65 Jahre alt","(Fach-)Abitur","387","0.38053370994707","0.350590882281794","0.410476537612345"
"Keine Sorgen","2003","35-65 Jahre alt","(noch) kein Abschluss","49","0.287813274560712","0.217661211529301","0.357965337592122"
"Keine Sorgen","2003","35-65 Jahre alt","AkademikerInnen","1357","0.413994741400393","0.396947787762062","0.431041695038724"
"Keine Sorgen","2003","35-65 Jahre alt","Hauptschulabschluss","920","0.184896420682685","0.17385169646532","0.195941144900049"
"Keine Sorgen","2003","35-65 Jahre alt","Realschulabschluss","758","0.211391883630829","0.197781411932566","0.225002355329092"
"Keine Sorgen","2003","66 und älter","(Fach-)Abitur","","","",""
"Keine Sorgen","2003","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2003","66 und älter","AkademikerInnen","163","0.268608061678974","0.232348149256962","0.304867974100986"
"Keine Sorgen","2003","66 und älter","Hauptschulabschluss","472","0.186488730279411","0.171034006025351","0.201943454533471"
"Keine Sorgen","2003","66 und älter","Realschulabschluss","80","0.171393806398833","0.135691369843052","0.207096242954615"
"Grosse Sorgen","2004","16-34 Jahre alt","(Fach-)Abitur","230","0.177791328558914","0.156527884590212","0.199054772527616"
"Grosse Sorgen","2004","16-34 Jahre alt","(noch) kein Abschluss","137","0.237091255461586","0.205078186608538","0.269104324314635"
"Grosse Sorgen","2004","16-34 Jahre alt","AkademikerInnen","82","0.214914601771549","0.180301472036124","0.249527731506973"
"Grosse Sorgen","2004","16-34 Jahre alt","Hauptschulabschluss","392","0.3274387018903","0.30002865130465","0.35484875247595"
"Grosse Sorgen","2004","16-34 Jahre alt","Realschulabschluss","601","0.341424202009047","0.31911169415338","0.363736709864714"
"Grosse Sorgen","2004","35-65 Jahre alt","(Fach-)Abitur","228","0.239980172204443","0.213523745052172","0.266436599356714"
"Grosse Sorgen","2004","35-65 Jahre alt","(noch) kein Abschluss","46","0.395845351485154","0.317845019217716","0.473845683752593"
"Grosse Sorgen","2004","35-65 Jahre alt","AkademikerInnen","581","0.200873805751689","0.186833257835917","0.214914353667461"
"Grosse Sorgen","2004","35-65 Jahre alt","Hauptschulabschluss","1650","0.391312398357132","0.376973125873988","0.405651670840275"
"Grosse Sorgen","2004","35-65 Jahre alt","Realschulabschluss","1281","0.390869184163266","0.374537335381203","0.407201032945328"
"Grosse Sorgen","2004","66 und älter","(Fach-)Abitur","62","0.460071811062854","0.382844855762667","0.537298766363042"
"Grosse Sorgen","2004","66 und älter","(noch) kein Abschluss","","","",""
