"plj0046","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Einige Sorgen","1999","35-65 Jahre alt","Rheinland-Pfalz,Saarland","207","0.516496175627984","0.467523750918717","0.565468600337252"
"Einige Sorgen","1999","35-65 Jahre alt","Baden-Wuerttemberg","423","0.446883574147775","0.413732569552694","0.480034578742856"
"Einige Sorgen","1999","35-65 Jahre alt","Bayern","416","0.472567840491832","0.440377357681429","0.504758323302235"
"Einige Sorgen","1999","35-65 Jahre alt","Saarland","","","",""
"Einige Sorgen","1999","35-65 Jahre alt","Berlin","115","0.398711144505109","0.342742448241334","0.454679840768883"
"Einige Sorgen","1999","35-65 Jahre alt","Brandenburg","170","0.505811269254291","0.453357579054317","0.558264959454264"
"Einige Sorgen","1999","35-65 Jahre alt","Mecklenburg-Vorpommern","132","0.576900492349602","0.511764104808958","0.642036879890247"
"Einige Sorgen","1999","35-65 Jahre alt","Sachsen","276","0.421685107522139","0.383545038278537","0.45982517676574"
"Einige Sorgen","1999","35-65 Jahre alt","Sachsen-Anhalt","185","0.455607847858363","0.406432039669377","0.504783656047349"
"Einige Sorgen","1999","35-65 Jahre alt","Thueringen","181","0.481451526739596","0.432177221751368","0.530725831727824"
"Einige Sorgen","1999","66 und älter","Schleswig-Holstein","","","",""
"Einige Sorgen","1999","66 und älter","Hamburg","","","",""
"Einige Sorgen","1999","66 und älter","Niedersachsen","65","0.415077593419057","0.335693953676763","0.494461233161351"
"Einige Sorgen","1999","66 und älter","Bremen","","","",""
"Einige Sorgen","1999","66 und älter","Nordrhein-Westfalen","136","0.407916160452086","0.355052636731336","0.460779684172836"
"Einige Sorgen","1999","66 und älter","Hessen","63","0.539557922305127","0.451828799332552","0.627287045277703"
"Einige Sorgen","1999","66 und älter","Rheinland-Pfalz,Saarland","74","0.61578346174248","0.530513685711333","0.701053237773628"
"Einige Sorgen","1999","66 und älter","Baden-Wuerttemberg","103","0.501360686168616","0.434055495837772","0.56866587649946"
"Einige Sorgen","1999","66 und älter","Bayern","117","0.369737446666536","0.31205025167142","0.427424641661653"
"Einige Sorgen","1999","66 und älter","Saarland","","","",""
"Einige Sorgen","1999","66 und älter","Berlin","","","",""
"Einige Sorgen","1999","66 und älter","Brandenburg","32","0.4446189886967","0.331399354365283","0.557838623028116"
"Einige Sorgen","1999","66 und älter","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1999","66 und älter","Sachsen","69","0.435279151052628","0.356718835460219","0.513839466645037"
"Einige Sorgen","1999","66 und älter","Sachsen-Anhalt","37","0.388249209933044","0.286999066417958","0.489499353448129"
"Einige Sorgen","1999","66 und älter","Thueringen","54","0.523357598384763","0.424973230937126","0.621741965832399"
"Keine Sorgen","1999","16-34 Jahre alt","Schleswig-Holstein","36","0.34519058348994","0.252926019612125","0.437455147367755"
"Keine Sorgen","1999","16-34 Jahre alt","Hamburg","","","",""
"Keine Sorgen","1999","16-34 Jahre alt","Niedersachsen","109","0.230836063000095","0.191329553649798","0.270342572350392"
"Keine Sorgen","1999","16-34 Jahre alt","Bremen","","","",""
"Keine Sorgen","1999","16-34 Jahre alt","Nordrhein-Westfalen","223","0.244460783989049","0.216810015335337","0.272111552642762"
"Keine Sorgen","1999","16-34 Jahre alt","Hessen","73","0.192332917405602","0.146574745854228","0.238091088956976"
"Keine Sorgen","1999","16-34 Jahre alt","Rheinland-Pfalz,Saarland","64","0.242195172760509","0.188659660500881","0.295730685020137"
"Keine Sorgen","1999","16-34 Jahre alt","Baden-Wuerttemberg","160","0.253558371889987","0.220342757752895","0.286773986027078"
"Keine Sorgen","1999","16-34 Jahre alt","Bayern","139","0.223822556250901","0.190499617904595","0.257145494597206"
"Keine Sorgen","1999","16-34 Jahre alt","Saarland","","","",""
"Keine Sorgen","1999","16-34 Jahre alt","Berlin","49","0.293347135139403","0.221438388653032","0.365255881625774"
"Keine Sorgen","1999","16-34 Jahre alt","Brandenburg","","","",""
"Keine Sorgen","1999","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1999","16-34 Jahre alt","Sachsen","62","0.163729651078251","0.125399229565785","0.202060072590717"
"Keine Sorgen","1999","16-34 Jahre alt","Sachsen-Anhalt","36","0.185007826994401","0.132110382889633","0.237905271099169"
"Keine Sorgen","1999","16-34 Jahre alt","Thueringen","41","0.191772826043421","0.14067046974251","0.242875182344331"
"Keine Sorgen","1999","35-65 Jahre alt","Schleswig-Holstein","51","0.197458515369532","0.139782635930262","0.255134394808802"
"Keine Sorgen","1999","35-65 Jahre alt","Hamburg","","","",""
"Keine Sorgen","1999","35-65 Jahre alt","Niedersachsen","99","0.172602979611397","0.141979729701046","0.203226229521747"
"Keine Sorgen","1999","35-65 Jahre alt","Bremen","","","",""
"Keine Sorgen","1999","35-65 Jahre alt","Nordrhein-Westfalen","278","0.188820392491279","0.168669380639917","0.20897140434264"
"Keine Sorgen","1999","35-65 Jahre alt","Hessen","105","0.228823575545548","0.191360642030964","0.266286509060132"
"Keine Sorgen","1999","35-65 Jahre alt","Rheinland-Pfalz,Saarland","74","0.174859107553695","0.137634829863012","0.212083385244378"
"Keine Sorgen","1999","35-65 Jahre alt","Baden-Wuerttemberg","166","0.179948817729673","0.154334299129429","0.205563336329918"
"Keine Sorgen","1999","35-65 Jahre alt","Bayern","193","0.202075666037156","0.176184597774658","0.227966734299655"
"Keine Sorgen","1999","35-65 Jahre alt","Saarland","","","",""
"Keine Sorgen","1999","35-65 Jahre alt","Berlin","54","0.197271065050972","0.151783721034852","0.242758409067091"
"Keine Sorgen","1999","35-65 Jahre alt","Brandenburg","44","0.120898662363527","0.0866955524612699","0.155101772265784"
"Keine Sorgen","1999","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1999","35-65 Jahre alt","Sachsen","85","0.127371880803101","0.101623107721685","0.153120653884517"
"Keine Sorgen","1999","35-65 Jahre alt","Sachsen-Anhalt","47","0.11262620473443","0.0814105100242472","0.143841899444613"
"Keine Sorgen","1999","35-65 Jahre alt","Thueringen","66","0.169614577157832","0.132604414947371","0.206624739368293"
"Keine Sorgen","1999","66 und älter","Schleswig-Holstein","","","",""
"Keine Sorgen","1999","66 und älter","Hamburg","","","",""
"Keine Sorgen","1999","66 und älter","Niedersachsen","","","",""
"Keine Sorgen","1999","66 und älter","Bremen","","","",""
"Keine Sorgen","1999","66 und älter","Nordrhein-Westfalen","47","0.14492102664146","0.107055163252847","0.182786890030072"
"Keine Sorgen","1999","66 und älter","Hessen","","","",""
"Keine Sorgen","1999","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Keine Sorgen","1999","66 und älter","Baden-Wuerttemberg","35","0.123308596491694","0.0790497376621607","0.167567455321228"
"Keine Sorgen","1999","66 und älter","Bayern","33","0.117745019459579","0.079229098811138","0.156260940108021"
"Keine Sorgen","1999","66 und älter","Saarland","","","",""
"Keine Sorgen","1999","66 und älter","Berlin","","","",""
"Keine Sorgen","1999","66 und älter","Brandenburg","","","",""
"Keine Sorgen","1999","66 und älter","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1999","66 und älter","Sachsen","","","",""
"Keine Sorgen","1999","66 und älter","Sachsen-Anhalt","","","",""
"Keine Sorgen","1999","66 und älter","Thueringen","","","",""
"Grosse Sorgen","2000","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Grosse Sorgen","2000","16-34 Jahre alt","Hamburg","","","",""
"Grosse Sorgen","2000","16-34 Jahre alt","Niedersachsen","174","0.28147861357739","0.246582239569163","0.316374987585616"
"Grosse Sorgen","2000","16-34 Jahre alt","Bremen","","","",""
"Grosse Sorgen","2000","16-34 Jahre alt","Nordrhein-Westfalen","396","0.260419595278141","0.238284105022049","0.282555085534233"
"Grosse Sorgen","2000","16-34 Jahre alt","Hessen","133","0.257141135932872","0.218123270561629","0.296159001304114"
"Grosse Sorgen","2000","16-34 Jahre alt","Rheinland-Pfalz,Saarland","74","0.257592938797896","0.208754614241984","0.306431263353809"
"Grosse Sorgen","2000","16-34 Jahre alt","Baden-Wuerttemberg","217","0.241405307017471","0.214321039538278","0.268489574496663"
"Grosse Sorgen","2000","16-34 Jahre alt","Bayern","258","0.229465667787249","0.203571722645044","0.255359612929455"
"Grosse Sorgen","2000","16-34 Jahre alt","Saarland","","","",""
"Grosse Sorgen","2000","16-34 Jahre alt","Berlin","58","0.243900054078064","0.187025031063445","0.300775077092682"
"Grosse Sorgen","2000","16-34 Jahre alt","Brandenburg","92","0.329252340409555","0.275071818024824","0.383432862794286"
"Grosse Sorgen","2000","16-34 Jahre alt","Mecklenburg-Vorpommern","52","0.2885772345929","0.221826450629139","0.355328018556662"
"Grosse Sorgen","2000","16-34 Jahre alt","Sachsen","173","0.318482031306935","0.27772736372635","0.359236698887521"
"Grosse Sorgen","2000","16-34 Jahre alt","Sachsen-Anhalt","88","0.303925055467438","0.249954455938242","0.357895654996635"
"Grosse Sorgen","2000","16-34 Jahre alt","Thueringen","99","0.3331382646189","0.280754337298044","0.385522191939756"
"Grosse Sorgen","2000","35-65 Jahre alt","Schleswig-Holstein","84","0.240357982658171","0.199197383799532","0.281518581516809"
"Grosse Sorgen","2000","35-65 Jahre alt","Hamburg","63","0.397088744768724","0.325005895949398","0.46917159358805"
"Grosse Sorgen","2000","35-65 Jahre alt","Niedersachsen","301","0.290679076946108","0.263356687928278","0.318001465963938"
"Grosse Sorgen","2000","35-65 Jahre alt","Bremen","","","",""
"Grosse Sorgen","2000","35-65 Jahre alt","Nordrhein-Westfalen","883","0.314233818255429","0.297200012180979","0.33126762432988"
"Grosse Sorgen","2000","35-65 Jahre alt","Hessen","316","0.340094511857174","0.309841868917757","0.370347154796592"
"Grosse Sorgen","2000","35-65 Jahre alt","Rheinland-Pfalz,Saarland","163","0.279400324015971","0.244166112945109","0.314634535086832"
"Grosse Sorgen","2000","35-65 Jahre alt","Baden-Wuerttemberg","459","0.318449909656118","0.295412722352094","0.341487096960142"
"Grosse Sorgen","2000","35-65 Jahre alt","Bayern","514","0.273482731694465","0.253220078029408","0.293745385359522"
"Grosse Sorgen","2000","35-65 Jahre alt","Saarland","55","0.312011311550228","0.245427686290933","0.378594936809522"
"Grosse Sorgen","2000","35-65 Jahre alt","Berlin","177","0.332707275062493","0.291198985735029","0.374215564389956"
"Grosse Sorgen","2000","35-65 Jahre alt","Brandenburg","200","0.377264972255773","0.33722730341511","0.417302641096435"
"Grosse Sorgen","2000","35-65 Jahre alt","Mecklenburg-Vorpommern","96","0.347407107951191","0.294144868488936","0.400669347413445"
"Grosse Sorgen","2000","35-65 Jahre alt","Sachsen","350","0.351988482221279","0.322417222941985","0.381559741500573"
"Grosse Sorgen","2000","35-65 Jahre alt","Sachsen-Anhalt","214","0.361689412405739","0.323652804843097","0.399726019968382"
"Grosse Sorgen","2000","35-65 Jahre alt","Thueringen","194","0.327666970223826","0.289435819896872","0.365898120550779"
"Grosse Sorgen","2000","66 und älter","Schleswig-Holstein","","","",""
"Grosse Sorgen","2000","66 und älter","Hamburg","","","",""
"Grosse Sorgen","2000","66 und älter","Niedersachsen","96","0.309148399428562","0.257950539543242","0.360346259313882"
"Grosse Sorgen","2000","66 und älter","Bremen","","","",""
"Grosse Sorgen","2000","66 und älter","Nordrhein-Westfalen","254","0.338606289958568","0.304939264769171","0.372273315147964"
"Grosse Sorgen","2000","66 und älter","Hessen","88","0.343888349204834","0.283793108890566","0.403983589519103"
"Grosse Sorgen","2000","66 und älter","Rheinland-Pfalz,Saarland","52","0.27167504239451","0.206510846075704","0.336839238713316"
"Grosse Sorgen","2000","66 und älter","Baden-Wuerttemberg","115","0.311234039756945","0.265283018265812","0.357185061248079"
"Grosse Sorgen","2000","66 und älter","Bayern","151","0.323127907220497","0.281845485161132","0.364410329279862"
"Grosse Sorgen","2000","66 und älter","Saarland","","","",""
"Grosse Sorgen","2000","66 und älter","Berlin","41","0.397147486027277","0.303556313435089","0.490738658619464"
"Grosse Sorgen","2000","66 und älter","Brandenburg","51","0.341058639381283","0.267139405127431","0.414977873635135"
"Grosse Sorgen","2000","66 und älter","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","2000","66 und älter","Sachsen","69","0.268123013437561","0.214585732756795","0.321660294118328"
"Grosse Sorgen","2000","66 und älter","Sachsen-Anhalt","41","0.27716066502297","0.207368570234788","0.346952759811152"
"Grosse Sorgen","2000","66 und älter","Thueringen","45","0.276376765105033","0.207511916035011","0.345241614175055"
"Einige Sorgen","2000","16-34 Jahre alt","Schleswig-Holstein","73","0.460196779292189","0.384604162669441","0.535789395914937"
"Einige Sorgen","2000","16-34 Jahre alt","Hamburg","31","0.36545291752752","0.257187703850042","0.473718131204997"
"Einige Sorgen","2000","16-34 Jahre alt","Niedersachsen","297","0.449461918715398","0.410862755938633","0.488061081492164"
"Einige Sorgen","2000","16-34 Jahre alt","Bremen","","","",""
"Einige Sorgen","2000","16-34 Jahre alt","Nordrhein-Westfalen","661","0.405911775806854","0.381143206879535","0.430680344734173"
"Einige Sorgen","2000","16-34 Jahre alt","Hessen","190","0.414649108655762","0.370667300285945","0.458630917025578"
"Einige Sorgen","2000","16-34 Jahre alt","Rheinland-Pfalz,Saarland","150","0.450336148741515","0.394772631963176","0.505899665519853"
"Einige Sorgen","2000","16-34 Jahre alt","Baden-Wuerttemberg","447","0.459845525933608","0.428302470515944","0.491388581351271"
"Einige Sorgen","2000","16-34 Jahre alt","Bayern","441","0.437037627913787","0.406492463475465","0.467582792352109"
"Einige Sorgen","2000","16-34 Jahre alt","Saarland","33","0.441888229154357","0.331679093254566","0.552097365054149"
"Einige Sorgen","2000","16-34 Jahre alt","Berlin","95","0.401958565757223","0.337023046944947","0.466894084569499"
"Einige Sorgen","2000","16-34 Jahre alt","Brandenburg","130","0.425859629232069","0.368850888472098","0.482868369992039"
"Einige Sorgen","2000","16-34 Jahre alt","Mecklenburg-Vorpommern","81","0.475093968584206","0.401525452215888","0.548662484952524"
"Einige Sorgen","2000","16-34 Jahre alt","Sachsen","215","0.450236004882517","0.406714441228232","0.493757568536802"
"Einige Sorgen","2000","16-34 Jahre alt","Sachsen-Anhalt","124","0.450691437800262","0.392307440307058","0.509075435293465"
"Einige Sorgen","2000","16-34 Jahre alt","Thueringen","148","0.451229145385008","0.395924452225215","0.506533838544802"
"Einige Sorgen","2000","35-65 Jahre alt","Schleswig-Holstein","185","0.447970555025609","0.400068540666496","0.495872569384722"
"Einige Sorgen","2000","35-65 Jahre alt","Hamburg","58","0.325189255290782","0.256177901646142","0.394200608935423"
"Einige Sorgen","2000","35-65 Jahre alt","Niedersachsen","515","0.485891207252311","0.4558174676557","0.515964946848923"
"Einige Sorgen","2000","35-65 Jahre alt","Bremen","42","0.472420206938425","0.371496667374352","0.573343746502498"
"Einige Sorgen","2000","35-65 Jahre alt","Nordrhein-Westfalen","1294","0.440838445120192","0.42262023997622","0.459056650264164"
"Einige Sorgen","2000","35-65 Jahre alt","Hessen","411","0.433113330231431","0.401470775696746","0.464755884766115"
"Einige Sorgen","2000","35-65 Jahre alt","Rheinland-Pfalz,Saarland","303","0.47198004474214","0.432779594587496","0.511180494896783"
"Einige Sorgen","2000","35-65 Jahre alt","Baden-Wuerttemberg","693","0.422064763841555","0.397642319211723","0.446487208471387"
"Einige Sorgen","2000","35-65 Jahre alt","Bayern","879","0.472895343033789","0.450199864652665","0.495590821414913"
"Einige Sorgen","2000","35-65 Jahre alt","Saarland","91","0.501130093408722","0.429274510974912","0.572985675842532"
"Einige Sorgen","2000","35-65 Jahre alt","Berlin","195","0.406777886883728","0.363503310495615","0.45005246327184"
"Einige Sorgen","2000","35-65 Jahre alt","Brandenburg","247","0.407352395723118","0.366766297920193","0.447938493526042"
"Einige Sorgen","2000","35-65 Jahre alt","Mecklenburg-Vorpommern","153","0.465732224734974","0.409933209084837","0.521531240385111"
"Einige Sorgen","2000","35-65 Jahre alt","Sachsen","470","0.45720804267802","0.426362823331245","0.488053262024794"
"Einige Sorgen","2000","35-65 Jahre alt","Sachsen-Anhalt","299","0.478367344355537","0.438823307515428","0.517911381195647"
"Einige Sorgen","2000","35-65 Jahre alt","Thueringen","278","0.48097687326691","0.440279698481776","0.521674048052045"
"Einige Sorgen","2000","66 und älter","Schleswig-Holstein","65","0.516044958876649","0.42843784695963","0.603652070793669"
"Einige Sorgen","2000","66 und älter","Hamburg","","","",""
"Einige Sorgen","2000","66 und älter","Niedersachsen","162","0.528865935519048","0.473566465033964","0.584165406004132"
"Einige Sorgen","2000","66 und älter","Bremen","","","",""
"Einige Sorgen","2000","66 und älter","Nordrhein-Westfalen","361","0.478845200803621","0.443305960224712","0.51438444138253"
"Einige Sorgen","2000","66 und älter","Hessen","96","0.419706297747766","0.357269712648171","0.482142882847361"
"Einige Sorgen","2000","66 und älter","Rheinland-Pfalz,Saarland","84","0.470995464643253","0.397871515852531","0.544119413433975"
"Einige Sorgen","2000","66 und älter","Baden-Wuerttemberg","207","0.538662904799282","0.489188165974302","0.588137643624262"
"Einige Sorgen","2000","66 und älter","Bayern","251","0.49587214426131","0.451737479190835","0.540006809331784"
"Einige Sorgen","2000","66 und älter","Saarland","38","0.491256513820811","0.377353340668121","0.605159686973502"
"Einige Sorgen","2000","66 und älter","Berlin","42","0.405995005457428","0.31206402938568","0.499925981529176"
"Einige Sorgen","2000","66 und älter","Brandenburg","67","0.380911653552906","0.305192109206515","0.456631197899298"
"Einige Sorgen","2000","66 und älter","Mecklenburg-Vorpommern","43","0.517963399307046","0.408468814453985","0.627457984160107"
"Einige Sorgen","2000","66 und älter","Sachsen","133","0.501196792038516","0.440768686781297","0.561624897295735"
"Einige Sorgen","2000","66 und älter","Sachsen-Anhalt","68","0.421029841601168","0.344045202757474","0.498014480444861"
"Einige Sorgen","2000","66 und älter","Thueringen","84","0.49936038156255","0.422365787653097","0.576354975472003"
"Keine Sorgen","2000","16-34 Jahre alt","Schleswig-Holstein","65","0.337098449301911","0.265402808576887","0.408794090026934"
"Keine Sorgen","2000","16-34 Jahre alt","Hamburg","31","0.417615547589726","0.306740323531761","0.528490771647691"
"Keine Sorgen","2000","16-34 Jahre alt","Niedersachsen","167","0.269059467707212","0.234648022410487","0.303470913003937"
"Keine Sorgen","2000","16-34 Jahre alt","Bremen","","","",""
"Keine Sorgen","2000","16-34 Jahre alt","Nordrhein-Westfalen","453","0.333668628915005","0.309885858908979","0.357451398921031"
"Keine Sorgen","2000","16-34 Jahre alt","Hessen","159","0.328209755411367","0.286290152400918","0.370129358421815"
"Keine Sorgen","2000","16-34 Jahre alt","Rheinland-Pfalz,Saarland","84","0.292070912460589","0.241288682822731","0.342853142098448"
"Keine Sorgen","2000","16-34 Jahre alt","Baden-Wuerttemberg","295","0.298749167048922","0.269780478534616","0.327717855563227"
"Keine Sorgen","2000","16-34 Jahre alt","Bayern","314","0.333496704298963","0.304463812724939","0.362529595872988"
"Keine Sorgen","2000","16-34 Jahre alt","Saarland","31","0.353518660191043","0.247426093135155","0.459611227246932"
"Keine Sorgen","2000","16-34 Jahre alt","Berlin","66","0.354141380164713","0.290800644747377","0.41748211558205"
"Keine Sorgen","2000","16-34 Jahre alt","Brandenburg","67","0.244888030358376","0.195310073411404","0.294465987305348"
"Keine Sorgen","2000","16-34 Jahre alt","Mecklenburg-Vorpommern","44","0.236328796822893","0.17374340334868","0.298914190297107"
"Keine Sorgen","2000","16-34 Jahre alt","Sachsen","114","0.231281963810547","0.194396890495016","0.268167037126078"
"Keine Sorgen","2000","16-34 Jahre alt","Sachsen-Anhalt","67","0.2453835067323","0.194890431679969","0.295876581784631"
"Keine Sorgen","2000","16-34 Jahre alt","Thueringen","64","0.215632589996092","0.169925363783429","0.261339816208756"
"Keine Sorgen","2000","35-65 Jahre alt","Schleswig-Holstein","145","0.31167146231622","0.267055082611285","0.356287842021155"
"Keine Sorgen","2000","35-65 Jahre alt","Hamburg","56","0.277721999940494","0.211741015146578","0.343702984734409"
"Keine Sorgen","2000","35-65 Jahre alt","Niedersachsen","245","0.223429715801581","0.198365665720309","0.248493765882853"
"Keine Sorgen","2000","35-65 Jahre alt","Bremen","","","",""
"Keine Sorgen","2000","35-65 Jahre alt","Nordrhein-Westfalen","676","0.244927736624379","0.229147611284429","0.260707861964329"
