"plj0046","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Einige Sorgen","2005","(noch) kein Abschluss","395","0.429538651353762","0.397053873544508","0.462023429163017"
"Einige Sorgen","2005","AkademikerIn","1936","0.471734557072256","0.456530117302501","0.486938996842012"
"Einige Sorgen","2005","Hauptschule","3093","0.400068858061907","0.388976131664928","0.411161584458887"
"Einige Sorgen","2005","Realschule","2283","0.418588627016973","0.40537678778182","0.431800466252126"
"Grosse Sorgen","2005","(Fach-)Abitur","591","0.265354103214603","0.247246875066537","0.283461331362669"
"Grosse Sorgen","2005","(noch) kein Abschluss","208","0.272817917006187","0.243588261756633","0.30204757225574"
"Grosse Sorgen","2005","AkademikerIn","997","0.23307541361449","0.220198255213367","0.245952572015613"
"Grosse Sorgen","2005","Hauptschule","3425","0.467013360993614","0.455716883571316","0.478309838415913"
"Grosse Sorgen","2005","Realschule","2315","0.440751909383158","0.427455720896323","0.454048097869994"
"Keine Sorgen","2005","(Fach-)Abitur","640","0.282872145388495","0.264401016906231","0.301343273870759"
"Keine Sorgen","2005","(noch) kein Abschluss","289","0.297643431640051","0.267638500150614","0.327648363129488"
"Keine Sorgen","2005","AkademikerIn","1208","0.295190029313253","0.281297467510534","0.309082591115973"
"Keine Sorgen","2005","Hauptschule","975","0.132917780944479","0.125231045998399","0.140604515890558"
"Keine Sorgen","2005","Realschule","758","0.140659463599869","0.131348493444241","0.149970433755497"
"Einige Sorgen","2006","(Fach-)Abitur","1158","0.473402506672785","0.453567037636447","0.493237975709123"
"Einige Sorgen","2006","(noch) kein Abschluss","274","0.441775734280332","0.403362058966416","0.480189409594249"
"Einige Sorgen","2006","AkademikerIn","2082","0.440017380541877","0.425606745480779","0.454428015602976"
"Einige Sorgen","2006","Hauptschule","3557","0.438983055813031","0.42811045231703","0.449855659309033"
"Einige Sorgen","2006","Realschule","2502","0.429635446875103","0.416791203569758","0.442479690180447"
"Grosse Sorgen","2006","(Fach-)Abitur","553","0.229220778582738","0.212522188838013","0.245919368327463"
"Grosse Sorgen","2006","(noch) kein Abschluss","142","0.247510203662816","0.214127044088844","0.280893363236788"
"Grosse Sorgen","2006","AkademikerIn","964","0.213512672413213","0.201616188450391","0.225409156376035"
"Grosse Sorgen","2006","Hauptschule","3183","0.400940953759537","0.390203613706178","0.411678293812896"
"Grosse Sorgen","2006","Realschule","2214","0.395409699217259","0.382723356069623","0.408096042364896"
"Keine Sorgen","2006","(Fach-)Abitur","723","0.297376714744477","0.279217270509184","0.315536158979769"
"Keine Sorgen","2006","(noch) kein Abschluss","226","0.310714062056852","0.274915899104266","0.346512225009437"
"Keine Sorgen","2006","AkademikerIn","1512","0.34646994704491","0.332655722937269","0.360284171152551"
"Keine Sorgen","2006","Hauptschule","1263","0.160075990427432","0.15204249077321","0.168109490081653"
"Keine Sorgen","2006","Realschule","990","0.174954853907638","0.165096961764991","0.184812746050286"
"Einige Sorgen","2007","(Fach-)Abitur","1108","0.471426697997808","0.451231354476497","0.49162204151912"
"Einige Sorgen","2007","(noch) kein Abschluss","231","0.460216607565675","0.418562517775265","0.501870697356085"
"Einige Sorgen","2007","AkademikerIn","1830","0.416048009492679","0.401429038952979","0.43066698003238"
"Einige Sorgen","2007","Hauptschule","3331","0.446371545924277","0.434923896449609","0.457819195398944"
"Einige Sorgen","2007","Realschule","2427","0.445469456023312","0.432176160789547","0.458762751257077"
"Grosse Sorgen","2007","(Fach-)Abitur","440","0.189334511730585","0.173484584212905","0.205184439248264"
"Grosse Sorgen","2007","(noch) kein Abschluss","114","0.195800741051018","0.162637593276038","0.228963888825997"
"Grosse Sorgen","2007","AkademikerIn","851","0.192945301406963","0.181241550130523","0.204649052683404"
"Grosse Sorgen","2007","Hauptschule","2569","0.360740880827107","0.349682411519501","0.371799350134712"
"Grosse Sorgen","2007","Realschule","1871","0.35868111417722","0.345853313061508","0.371508915292931"
"Keine Sorgen","2007","(Fach-)Abitur","799","0.339238790271607","0.320084477756049","0.358393102787164"
"Keine Sorgen","2007","(noch) kein Abschluss","205","0.343982651383307","0.304282452866973","0.383682849899641"
"Keine Sorgen","2007","AkademikerIn","1686","0.391006689100357","0.376533812812868","0.405479565387846"
"Keine Sorgen","2007","Hauptschule","1344","0.192887573248617","0.183801462797849","0.201973683699384"
"Keine Sorgen","2007","Realschule","1072","0.195849429799468","0.185235143663026","0.206463715935911"
"Einige Sorgen","2008","(Fach-)Abitur","933","0.422463015532575","0.401665910595352","0.443260120469799"
"Einige Sorgen","2008","(noch) kein Abschluss","204","0.379913513578665","0.339014016967788","0.420813010189543"
"Einige Sorgen","2008","AkademikerIn","1745","0.406992839905318","0.392096237508632","0.421889442302004"
"Einige Sorgen","2008","Hauptschule","3150","0.459556541148112","0.447674703724315","0.47143837857191"
"Einige Sorgen","2008","Realschule","2398","0.474616380512595","0.460906205238852","0.488326555786338"
"Grosse Sorgen","2008","(Fach-)Abitur","359","0.160080999502341","0.144642423790687","0.175519575213994"
"Grosse Sorgen","2008","(noch) kein Abschluss","115","0.222846480176074","0.187778903354493","0.257914056997656"
"Grosse Sorgen","2008","AkademikerIn","642","0.150368079539011","0.139529880811068","0.161206278266954"
"Grosse Sorgen","2008","Hauptschule","2175","0.328379908571901","0.317183232192261","0.33957658495154"
"Grosse Sorgen","2008","Realschule","1499","0.298818041601895","0.286250447219658","0.311385635984132"
"Keine Sorgen","2008","(Fach-)Abitur","875","0.417455984965084","0.396693068645384","0.438218901284784"
"Keine Sorgen","2008","(noch) kein Abschluss","222","0.39724000624526","0.356006700119396","0.438473312371125"
"Keine Sorgen","2008","AkademikerIn","1791","0.442639080555671","0.427577969609394","0.457700191501948"
"Keine Sorgen","2008","Hauptschule","1433","0.212063550279987","0.202317747762031","0.221809352797943"
"Keine Sorgen","2008","Realschule","1199","0.226565577885509","0.215072347991834","0.238058807779185"
"Einige Sorgen","2009","(Fach-)Abitur","772","0.384449297882133","0.363108076345872","0.405790519418394"
"Einige Sorgen","2009","(noch) kein Abschluss","183","0.392234724499343","0.348464869908469","0.436004579090216"
"Einige Sorgen","2009","AkademikerIn","1520","0.370780163161393","0.355845254417047","0.385715071905739"
"Einige Sorgen","2009","Hauptschule","2887","0.455584383971624","0.443151654673954","0.468017113269294"
"Einige Sorgen","2009","Realschule","2231","0.473856701733332","0.45971058365086","0.488002819815805"
"Grosse Sorgen","2009","(Fach-)Abitur","265","0.142864921777597","0.127513264691471","0.158216578863724"
"Grosse Sorgen","2009","(noch) kein Abschluss","71","0.137522787080535","0.106648617149293","0.168396957011777"
"Grosse Sorgen","2009","AkademikerIn","448","0.10477831671018","0.0953084442550809","0.11424818916528"
"Grosse Sorgen","2009","Hauptschule","1743","0.291813994348149","0.280465362598652","0.303162626097646"
"Grosse Sorgen","2009","Realschule","1204","0.256801084539925","0.244424161107514","0.269178007972336"
"Keine Sorgen","2009","(Fach-)Abitur","959","0.472685780340269","0.450783525248826","0.494588035431713"
"Keine Sorgen","2009","(noch) kein Abschluss","224","0.470242488420122","0.425498608800523","0.514986368039722"
"Keine Sorgen","2009","AkademikerIn","2050","0.524441520128427","0.508999873003322","0.539883167253532"
"Keine Sorgen","2009","Hauptschule","1534","0.252601621680227","0.241754589745214","0.26344865361524"
"Keine Sorgen","2009","Realschule","1351","0.269342213726743","0.256774075026328","0.281910352427157"
"Einige Sorgen","2010","(Fach-)Abitur","1178","0.37334253973744","0.3561597129234","0.39052536655148"
"Einige Sorgen","2010","(noch) kein Abschluss","294","0.437308368860402","0.402041214622772","0.472575523098033"
"Einige Sorgen","2010","AkademikerIn","1834","0.342329141173417","0.329608749878795","0.355049532468038"
"Einige Sorgen","2010","Hauptschule","3370","0.45406017858689","0.442740754401835","0.465379602771945"
"Einige Sorgen","2010","Realschule","2975","0.455763524455259","0.443886736041684","0.467640312868834"
"Grosse Sorgen","2010","(Fach-)Abitur","460","0.158959551819127","0.145970497792666","0.171948605845588"
"Grosse Sorgen","2010","(noch) kein Abschluss","151","0.170002340915294","0.143296443314899","0.196708238515688"
"Grosse Sorgen","2010","AkademikerIn","549","0.117379819595665","0.108750871004218","0.126008768187112"
"Grosse Sorgen","2010","Hauptschule","2131","0.283100404087826","0.27285817105004","0.293342637125611"
"Grosse Sorgen","2010","Realschule","1705","0.260044155041136","0.249583428113181","0.270504881969091"
"Keine Sorgen","2010","(Fach-)Abitur","1406","0.467697908443433","0.449972854435013","0.485422962451853"
"Keine Sorgen","2010","(noch) kein Abschluss","315","0.392689290224304","0.35796996361767","0.427408616830938"
"Keine Sorgen","2010","AkademikerIn","2962","0.540291039230918","0.526930327209591","0.553651751252246"
"Keine Sorgen","2010","Hauptschule","1931","0.262839417325284","0.252832010834949","0.27284682381562"
"Keine Sorgen","2010","Realschule","2075","0.284192320503605","0.273436593760928","0.294948047246281"
"Einige Sorgen","2011","(Fach-)Abitur","962","0.401847383925989","0.382253202425234","0.421441565426745"
"Einige Sorgen","2011","(noch) kein Abschluss","208","0.340610041394961","0.300822259548786","0.380397823241137"
"Einige Sorgen","2011","AkademikerIn","1684","0.35273378165192","0.338857634453223","0.366609928850617"
"Einige Sorgen","2011","Hauptschule","3292","0.470648022276063","0.45895937077579","0.482336673776336"
"Einige Sorgen","2011","Realschule","2418","0.440207881333868","0.427046686915358","0.453369075752379"
"Grosse Sorgen","2011","(Fach-)Abitur","388","0.158748770130845","0.144143533711177","0.173354006550512"
"Grosse Sorgen","2011","(noch) kein Abschluss","94","0.184567375761812","0.151997106419408","0.217137645104216"
"Grosse Sorgen","2011","AkademikerIn","605","0.125327758844311","0.115712738465407","0.134942779223214"
"Grosse Sorgen","2011","Hauptschule","2054","0.297318800514924","0.286615089525344","0.308022511504504"
"Grosse Sorgen","2011","Realschule","1534","0.293136547737904","0.281067979342351","0.305205116133456"
"Keine Sorgen","2011","(Fach-)Abitur","1055","0.439403845943166","0.41956814579364","0.459239546092692"
"Keine Sorgen","2011","(noch) kein Abschluss","243","0.474822582843227","0.432898019846189","0.516747145840265"
"Keine Sorgen","2011","AkademikerIn","2266","0.521938459503769","0.507432199630981","0.536444719376557"
"Keine Sorgen","2011","Hauptschule","1659","0.232033177209013","0.222147867195534","0.241918487222492"
"Keine Sorgen","2011","Realschule","1513","0.266655570928228","0.254931394717522","0.278379747138934"
"Einige Sorgen","2012","(Fach-)Abitur","829","0.350827548027821","0.331798085983949","0.369857010071694"
"Einige Sorgen","2012","(noch) kein Abschluss","184","0.346147867975821","0.305910315992042","0.3863854199596"
"Einige Sorgen","2012","AkademikerIn","1447","0.294692735218654","0.281563551995967","0.307821918441341"
"Einige Sorgen","2012","Hauptschule","3261","0.475385045899675","0.463594917150514","0.487175174648836"
"Einige Sorgen","2012","Realschule","2381","0.427892647715236","0.414721774656731","0.441063520773742"
"Grosse Sorgen","2012","(Fach-)Abitur","306","0.127056751700984","0.113776952592603","0.140336550809365"
"Grosse Sorgen","2012","(noch) kein Abschluss","94","0.178760020102868","0.146353590320307","0.211166449885429"
"Grosse Sorgen","2012","AkademikerIn","426","0.0925467941243651","0.0842012121977873","0.100892376050943"
"Grosse Sorgen","2012","Hauptschule","1685","0.247075784516376","0.236893008741476","0.257258560291275"
"Grosse Sorgen","2012","Realschule","1157","0.225001141533179","0.213885071364678","0.236117211701681"
"Keine Sorgen","2012","(Fach-)Abitur","1281","0.522115700271194","0.502197761923567","0.542033638618822"
"Keine Sorgen","2012","(noch) kein Abschluss","259","0.475092111921311","0.43285527297363","0.517328950868991"
"Keine Sorgen","2012","AkademikerIn","2759","0.612760470656981","0.5987323650079","0.626788576306061"
"Keine Sorgen","2012","Hauptschule","1946","0.27753916958395","0.266967471494892","0.288110867673007"
"Keine Sorgen","2012","Realschule","1883","0.347106210751584","0.334433753107792","0.359778668395376"
"Einige Sorgen","2013","(Fach-)Abitur","791","0.370575142683785","0.350416843739579","0.390733441627991"
"Einige Sorgen","2013","(noch) kein Abschluss","159","0.331911790681897","0.289785257893247","0.374038323470546"
"Einige Sorgen","2013","AkademikerIn","1538","0.333735318473712","0.319876091506835","0.347594545440589"
"Einige Sorgen","2013","Hauptschule","2893","0.468945861957139","0.456486874180245","0.481404849734032"
"Einige Sorgen","2013","Realschule","2195","0.434939130046818","0.421225321250104","0.448652938843533"
"Grosse Sorgen","2013","(Fach-)Abitur","325","0.145018993528625","0.130321798036067","0.159716189021183"
"Grosse Sorgen","2013","(noch) kein Abschluss","96","0.190557519081278","0.15542304040289","0.225691997759666"
"Grosse Sorgen","2013","AkademikerIn","499","0.111870815454374","0.102606549823223","0.121135081085524"
"Grosse Sorgen","2013","Hauptschule","1742","0.287815868015665","0.276512561083551","0.29911917494778"
"Grosse Sorgen","2013","Realschule","1260","0.262415228726795","0.250245056602875","0.274585400850714"
"Keine Sorgen","2013","(Fach-)Abitur","1089","0.484405863787591","0.463546431966916","0.505265295608265"
"Keine Sorgen","2013","(noch) kein Abschluss","225","0.477530690236825","0.432846024981399","0.522215355492252"
"Keine Sorgen","2013","AkademikerIn","2410","0.554393866071914","0.539785578326111","0.569002153817718"
"Keine Sorgen","2013","Hauptschule","1528","0.243238270027196","0.232526837886326","0.253949702168066"
"Keine Sorgen","2013","Realschule","1565","0.302645641226387","0.28993726088518","0.315354021567594"
"Einige Sorgen","2014","(Fach-)Abitur","1598","0.392519245979455","0.377234915851674","0.407803576107236"
"Einige Sorgen","2014","(noch) kein Abschluss","363","0.341548276010689","0.312022638600291","0.371073913421087"
"Einige Sorgen","2014","AkademikerIn","2279","0.353967878256933","0.342064746832151","0.365871009681714"
"Einige Sorgen","2014","Hauptschule","3694","0.452182039795597","0.441371252326902","0.462992827264292"
"Einige Sorgen","2014","Realschule","3045","0.441364767157976","0.429602456757771","0.453127077558181"
"Grosse Sorgen","2014","(Fach-)Abitur","747","0.187525429409909","0.175307864847741","0.199742993972078"
"Grosse Sorgen","2014","(noch) kein Abschluss","241","0.252548775069882","0.225498273265769","0.279599276873995"
"Grosse Sorgen","2014","AkademikerIn","786","0.124688562233643","0.116465248558085","0.1329118759092"
"Grosse Sorgen","2014","Hauptschule","2729","0.34342978421278","0.333115428393668","0.353744140031892"
"Grosse Sorgen","2014","Realschule","2068","0.30749088706434","0.296559921788479","0.318421852340202"
"Keine Sorgen","2014","(Fach-)Abitur","1576","0.419955324610636","0.4045069803799","0.435403668841371"
"Keine Sorgen","2014","(noch) kein Abschluss","387","0.405902948919429","0.375329033107564","0.436476864731294"
"Keine Sorgen","2014","AkademikerIn","3135","0.521343559509425","0.508909120224257","0.533777998794593"
"Keine Sorgen","2014","Hauptschule","1719","0.204388175991623","0.195629044613829","0.213147307369418"
"Keine Sorgen","2014","Realschule","1733","0.251144345777684","0.240871508646155","0.261417182909213"
"Einige Sorgen","2015","(Fach-)Abitur","1551","0.434419802932223","0.418283799033446","0.450555806831"
"Einige Sorgen","2015","(noch) kein Abschluss","297","0.365488690023078","0.332201531699223","0.398775848346933"
"Einige Sorgen","2015","AkademikerIn","2474","0.390703640881698","0.378186899903383","0.403220381860013"
"Einige Sorgen","2015","Hauptschule","3152","0.434288136155153","0.42291624255559","0.445660029754716"
"Einige Sorgen","2015","Realschule","2759","0.420565967726975","0.408528063189622","0.432603872264328"
"Grosse Sorgen","2015","(Fach-)Abitur","903","0.232270591208745","0.218523991490764","0.246017190926726"
"Grosse Sorgen","2015","(noch) kein Abschluss","237","0.300344355772064","0.268658023277565","0.332030688266563"
"Grosse Sorgen","2015","AkademikerIn","1032","0.177178896844908","0.167383727429666","0.186974066260149"
"Grosse Sorgen","2015","Hauptschule","2950","0.414939187242898","0.403635011713554","0.426243362772242"
"Grosse Sorgen","2015","Realschule","2474","0.388613274221128","0.376726920497474","0.400499627944782"
"Keine Sorgen","2015","(Fach-)Abitur","1171","0.333309605859032","0.317964139217735","0.348655072500329"
"Keine Sorgen","2015","(noch) kein Abschluss","270","0.334166954204858","0.301561932801146","0.36677197560857"
"Keine Sorgen","2015","AkademikerIn","2331","0.432117462273395","0.419409280738869","0.44482564380792"
"Keine Sorgen","2015","Hauptschule","1196","0.150772676601949","0.142563124502553","0.158982228701345"
"Keine Sorgen","2015","Realschule","1227","0.190820758051898","0.181238518871167","0.200402997232628"
"Einige Sorgen","2016","(Fach-)Abitur","1569","0.429929295614175","0.413877386177601","0.445981205050749"
"Einige Sorgen","2016","(noch) kein Abschluss","311","0.397235320870405","0.363411871683852","0.431058770056957"
"Einige Sorgen","2016","AkademikerIn","2750","0.473105556167921","0.460322340480965","0.485888771854878"
"Einige Sorgen","2016","Hauptschule","2286","0.334216785484742","0.323105060732882","0.345328510236602"
"Einige Sorgen","2016","Realschule","2159","0.353494351097345","0.341390053585616","0.365598648609073"
"Grosse Sorgen","2016","(Fach-)Abitur","1296","0.350814856457538","0.335341408657239","0.366288304257836"
"Grosse Sorgen","2016","(noch) kein Abschluss","319","0.380520394639326","0.346960349028866","0.414080440249786"
"Grosse Sorgen","2016","AkademikerIn","1771","0.298522067929093","0.286805659294063","0.310238476564124"
"Grosse Sorgen","2016","Hauptschule","3922","0.576719221211846","0.565080710462735","0.588357731960958"
"Grosse Sorgen","2016","Realschule","3129","0.532819530894685","0.520186877053577","0.545452184735793"
"Keine Sorgen","2016","(Fach-)Abitur","789","0.219255847928287","0.205840752008712","0.232670943847862"
"Keine Sorgen","2016","(noch) kein Abschluss","174","0.22224428449027","0.193506255883089","0.25098231309745"
"Keine Sorgen","2016","AkademikerIn","1339","0.228372375902985","0.21762444287688","0.239120308929091"
"Keine Sorgen","2016","Hauptschule","715","0.0890639933034117","0.0823544039430332","0.0957735826637903"
"Keine Sorgen","2016","Realschule","704","0.11368611800797","0.105648827189308","0.121723408826633"
"Einige Sorgen","2017","(Fach-)Abitur","1923","0.464410069329504","0.44918124073717","0.479638897921838"
"Einige Sorgen","2017","(noch) kein Abschluss","367","0.408308491489153","0.376616175332995","0.44000080764531"
"Einige Sorgen","2017","AkademikerIn","3083","0.471886927940922","0.459750042444599","0.484023813437245"
"Einige Sorgen","2017","Hauptschule","2761","0.392942873853508","0.381583948477761","0.404301799229254"
"Einige Sorgen","2017","Realschule","2821","0.402729465986556","0.391164809354321","0.414294122618792"
"Grosse Sorgen","2017","(Fach-)Abitur","1157","0.277443505828345","0.263771801132681","0.291115210524009"
"Grosse Sorgen","2017","(noch) kein Abschluss","287","0.297175178373897","0.267707771685834","0.32664258506196"
"Grosse Sorgen","2017","AkademikerIn","1504","0.222165974427022","0.21205932819935","0.232272620654694"
"Grosse Sorgen","2017","Hauptschule","3521","0.499934932725754","0.48830632400326","0.511563541448247"
"Grosse Sorgen","2017","Realschule","3065","0.448206576909","0.436480091512223","0.459933062305777"
"Keine Sorgen","2017","(Fach-)Abitur","1040","0.258146424842151","0.244783804256108","0.271509045428194"
